order_id,user_id,retailer_id,status,subtotal,delivery_fee,service_fee,tip,total,placed_at,delivery_window_start,delivery_window_end,shopper_id
ord_00016,usr_001,ret_001,delivered,58.57,3.99,5.99,4.22,52.76,2026-01-25T00:00:00-04:00,,,
ord_00017,usr_001,ret_001,delivered,118.08,3.99,5.99,4.91,141.46,2026-08-03T00:00:00-04:00,,,
ord_00018,usr_001,ret_001,delivered,89.56,3.99,5.99,12.83,57.26,2026-07-28T00:00:00-04:00,,,
ord_00019,usr_001,ret_001,delivered,34.71,3.99,5.99,12.47,133.04,2026-09-18T00:00:00-04:00,,,
ord_00020,usr_001,ret_001,delivered,59.39,3.99,5.99,10.00,107.04,2026-04-10T00:00:00-04:00,,,
ord_00021,usr_001,ret_001,delivered,102.95,3.99,5.99,3.94,47.91,2026-05-18T00:00:00-04:00,,,
ord_00022,usr_001,ret_001,delivered,105.03,3.99,5.99,10.78,165.33,2026-06-05T00:00:00-04:00,,,
ord_00023,usr_001,ret_001,delivered,121.52,3.99,5.99,7.90,145.87,2026-09-18T00:00:00-04:00,,,
ord_00024,usr_001,ret_001,delivered,106.64,3.99,5.99,8.33,152.88,2026-04-20T00:00:00-04:00,,,
ord_00025,usr_001,ret_001,delivered,117.48,3.99,5.99,5.69,90.03,2026-08-14T00:00:00-04:00,,,
ord_00026,usr_001,ret_001,delivered,140.21,3.99,5.99,11.28,154.29,2026-02-15T00:00:00-04:00,,,
ord_00027,usr_001,ret_001,delivered,76.10,3.99,5.99,10.09,128.87,2026-01-08T00:00:00-04:00,,,
ord_00028,usr_001,ret_001,delivered,74.56,3.99,5.99,8.47,103.52,2026-01-01T00:00:00-04:00,,,
ord_00029,usr_001,ret_001,delivered,69.11,3.99,5.99,7.98,117.52,2026-09-02T00:00:00-04:00,,,
ord_00030,usr_001,ret_001,delivered,141.57,3.99,5.99,5.98,40.81,2026-04-27T00:00:00-04:00,,,
ord_00031,usr_001,ret_001,delivered,98.90,3.99,5.99,6.91,61.36,2026-07-03T00:00:00-04:00,,,
ord_00032,usr_001,ret_001,delivered,60.87,3.99,5.99,12.91,96.40,2026-02-06T00:00:00-04:00,,,
ord_00033,usr_001,ret_001,delivered,33.29,3.99,5.99,13.36,94.84,2026-04-30T00:00:00-04:00,,,
ord_00034,usr_001,ret_001,delivered,87.57,3.99,5.99,4.31,61.30,2026-09-19T00:00:00-04:00,,,
ord_00035,usr_001,ret_001,delivered,83.18,3.99,5.99,13.67,168.80,2026-01-12T00:00:00-04:00,,,
ord_00036,usr_001,ret_001,delivered,76.32,3.99,5.99,13.17,147.44,2026-07-03T00:00:00-04:00,,,
ord_00037,usr_001,ret_001,delivered,44.87,3.99,5.99,12.51,130.49,2026-08-12T00:00:00-04:00,,,
ord_00038,usr_001,ret_001,delivered,34.48,3.99,5.99,7.60,76.57,2026-01-20T00:00:00-04:00,,,
ord_00039,usr_001,ret_001,delivered,32.99,3.99,5.99,8.77,51.76,2026-06-02T00:00:00-04:00,,,
ord_00040,usr_001,ret_001,delivered,61.46,3.99,5.99,3.61,133.04,2026-05-11T00:00:00-04:00,,,
ord_00041,usr_001,ret_001,delivered,75.34,3.99,5.99,4.39,92.51,2026-06-27T00:00:00-04:00,,,
ord_00042,usr_001,ret_001,delivered,40.47,3.99,5.99,14.25,113.35,2026-06-27T00:00:00-04:00,,,
ord_00043,usr_001,ret_001,delivered,140.74,3.99,5.99,3.45,166.76,2026-03-31T00:00:00-04:00,,,
ord_00044,usr_001,ret_001,delivered,126.16,3.99,5.99,9.89,161.38,2026-10-03T00:00:00-04:00,,,
ord_00045,usr_001,ret_001,delivered,124.96,3.99,5.99,9.43,51.98,2026-04-24T00:00:00-04:00,,,
ord_00046,usr_001,ret_001,delivered,37.88,3.99,5.99,11.37,53.60,2026-02-06T00:00:00-04:00,,,
ord_00047,usr_001,ret_001,delivered,107.47,3.99,5.99,11.45,71.73,2026-01-22T00:00:00-04:00,,,
ord_00048,usr_001,ret_001,delivered,57.26,3.99,5.99,3.56,54.29,2026-05-30T00:00:00-04:00,,,
ord_00049,usr_001,ret_001,delivered,90.11,3.99,5.99,4.69,48.83,2026-05-30T00:00:00-04:00,,,
ord_00050,usr_001,ret_001,delivered,36.84,3.99,5.99,11.15,159.34,2026-08-04T00:00:00-04:00,,,
ord_00051,usr_001,ret_001,delivered,84.75,3.99,5.99,14.42,77.03,2026-04-12T00:00:00-04:00,,,
ord_00052,usr_001,ret_001,delivered,148.26,3.99,5.99,11.75,80.60,2026-07-09T00:00:00-04:00,,,
ord_00053,usr_001,ret_001,delivered,103.52,3.99,5.99,8.16,70.35,2026-07-01T00:00:00-04:00,,,
ord_00054,usr_001,ret_001,delivered,32.72,3.99,5.99,4.30,140.85,2026-06-01T00:00:00-04:00,,,
ord_00055,usr_001,ret_001,delivered,82.72,3.99,5.99,6.60,153.25,2026-05-17T00:00:00-04:00,,,
ord_00056,usr_001,ret_001,delivered,105.96,3.99,5.99,7.59,88.86,2026-02-28T00:00:00-04:00,,,
ord_00057,usr_001,ret_001,delivered,134.37,3.99,5.99,3.31,98.33,2026-04-10T00:00:00-04:00,,,
ord_00058,usr_001,ret_001,delivered,135.06,3.99,5.99,12.44,108.93,2026-01-09T00:00:00-04:00,,,
ord_00059,usr_001,ret_001,delivered,49.11,3.99,5.99,13.62,109.50,2026-05-21T00:00:00-04:00,,,
ord_00060,usr_001,ret_001,delivered,61.35,3.99,5.99,4.28,145.99,2026-09-02T00:00:00-04:00,,,
ord_00061,usr_001,ret_001,delivered,78.66,3.99,5.99,10.14,98.52,2026-05-11T00:00:00-04:00,,,
ord_00062,usr_001,ret_001,delivered,124.06,3.99,5.99,5.50,154.06,2026-08-31T00:00:00-04:00,,,
ord_00063,usr_001,ret_001,delivered,145.62,3.99,5.99,11.64,97.31,2026-08-10T00:00:00-04:00,,,
ord_00064,usr_001,ret_001,delivered,73.25,3.99,5.99,8.21,149.61,2026-04-18T00:00:00-04:00,,,
ord_00065,usr_001,ret_001,delivered,100.91,3.99,5.99,14.08,118.99,2026-04-01T00:00:00-04:00,,,
ord_00066,usr_001,ret_001,delivered,47.50,3.99,5.99,5.83,47.89,2026-05-19T00:00:00-04:00,,,
ord_00067,usr_001,ret_001,delivered,91.01,3.99,5.99,8.41,132.48,2026-03-31T00:00:00-04:00,,,
ord_00068,usr_001,ret_001,delivered,142.73,3.99,5.99,9.66,47.44,2026-02-14T00:00:00-04:00,,,
ord_00069,usr_001,ret_001,delivered,115.03,3.99,5.99,11.03,169.56,2026-03-06T00:00:00-04:00,,,
ord_00070,usr_001,ret_001,delivered,45.20,3.99,5.99,8.97,74.50,2026-05-01T00:00:00-04:00,,,
ord_00071,usr_001,ret_001,delivered,36.98,3.99,5.99,8.96,44.44,2026-03-03T00:00:00-04:00,,,
ord_00072,usr_001,ret_001,delivered,57.37,3.99,5.99,10.36,83.55,2026-03-18T00:00:00-04:00,,,
ord_00073,usr_001,ret_001,delivered,117.88,3.99,5.99,11.76,86.32,2026-08-13T00:00:00-04:00,,,
ord_00074,usr_001,ret_001,delivered,68.30,3.99,5.99,11.26,61.88,2026-03-11T00:00:00-04:00,,,
ord_00075,usr_001,ret_001,delivered,68.61,3.99,5.99,12.78,110.40,2026-04-24T00:00:00-04:00,,,
ord_00076,usr_001,ret_001,delivered,80.37,3.99,5.99,6.76,118.59,2026-08-06T00:00:00-04:00,,,
ord_00077,usr_001,ret_001,delivered,93.86,3.99,5.99,10.12,107.45,2026-08-03T00:00:00-04:00,,,
ord_00078,usr_001,ret_001,delivered,78.65,3.99,5.99,13.48,170.17,2026-02-03T00:00:00-04:00,,,
ord_00079,usr_001,ret_001,delivered,124.84,3.99,5.99,10.11,114.27,2026-07-20T00:00:00-04:00,,,
ord_00080,usr_001,ret_001,delivered,30.27,3.99,5.99,6.87,151.32,2026-05-10T00:00:00-04:00,,,
ord_00081,usr_001,ret_001,delivered,118.92,3.99,5.99,7.28,145.26,2026-09-04T00:00:00-04:00,,,
ord_00082,usr_001,ret_001,delivered,135.97,3.99,5.99,5.67,166.12,2026-08-25T00:00:00-04:00,,,
ord_00083,usr_001,ret_001,delivered,54.63,3.99,5.99,3.57,40.93,2026-09-04T00:00:00-04:00,,,
ord_00084,usr_001,ret_001,delivered,44.80,3.99,5.99,10.41,109.07,2026-02-03T00:00:00-04:00,,,
ord_00085,usr_001,ret_001,delivered,31.40,3.99,5.99,9.07,41.46,2026-02-10T00:00:00-04:00,,,
ord_00086,usr_001,ret_001,delivered,64.16,3.99,5.99,8.49,162.51,2026-09-22T00:00:00-04:00,,,
ord_00087,usr_001,ret_001,delivered,148.26,3.99,5.99,7.46,116.36,2026-02-01T00:00:00-04:00,,,
ord_00088,usr_001,ret_001,delivered,122.68,3.99,5.99,3.74,83.89,2026-04-27T00:00:00-04:00,,,
ord_00089,usr_001,ret_001,delivered,142.30,3.99,5.99,13.43,47.96,2026-03-13T00:00:00-04:00,,,
ord_00090,usr_001,ret_001,delivered,112.64,3.99,5.99,12.81,149.29,2026-07-28T00:00:00-04:00,,,
ord_00091,usr_001,ret_001,delivered,35.33,3.99,5.99,6.59,168.19,2026-04-16T00:00:00-04:00,,,
ord_00092,usr_001,ret_001,delivered,99.29,3.99,5.99,9.21,44.08,2026-03-07T00:00:00-04:00,,,
ord_00093,usr_001,ret_001,delivered,128.53,3.99,5.99,11.75,150.54,2026-05-31T00:00:00-04:00,,,
ord_00094,usr_001,ret_001,delivered,85.69,3.99,5.99,11.54,75.49,2026-01-16T00:00:00-04:00,,,
ord_00095,usr_001,ret_001,delivered,97.57,3.99,5.99,10.04,118.07,2026-01-24T00:00:00-04:00,,,
ord_00096,usr_001,ret_001,delivered,48.85,3.99,5.99,9.78,174.51,2026-07-12T00:00:00-04:00,,,
ord_00097,usr_001,ret_001,delivered,107.42,3.99,5.99,11.09,134.10,2026-10-05T00:00:00-04:00,,,
ord_00098,usr_001,ret_001,delivered,111.70,3.99,5.99,3.35,131.31,2026-02-21T00:00:00-04:00,,,
ord_00099,usr_001,ret_001,delivered,86.52,3.99,5.99,7.16,100.26,2026-08-26T00:00:00-04:00,,,
ord_00100,usr_001,ret_001,delivered,70.47,3.99,5.99,11.94,157.36,2026-04-02T00:00:00-04:00,,,
ord_00101,usr_001,ret_001,delivered,73.03,3.99,5.99,4.50,119.94,2026-04-13T00:00:00-04:00,,,
ord_00102,usr_001,ret_001,delivered,94.04,3.99,5.99,13.53,151.14,2026-04-26T00:00:00-04:00,,,
ord_00103,usr_001,ret_001,delivered,106.35,3.99,5.99,12.88,44.98,2026-07-12T00:00:00-04:00,,,
ord_00104,usr_001,ret_001,delivered,129.03,3.99,5.99,5.63,154.16,2026-08-02T00:00:00-04:00,,,
ord_00105,usr_001,ret_001,delivered,38.67,3.99,5.99,13.46,156.10,2026-06-01T00:00:00-04:00,,,
ord_00106,usr_001,ret_001,delivered,84.56,3.99,5.99,8.20,138.67,2026-05-07T00:00:00-04:00,,,
ord_00107,usr_001,ret_001,delivered,39.21,3.99,5.99,13.80,124.35,2026-04-30T00:00:00-04:00,,,
ord_00108,usr_001,ret_001,delivered,107.08,3.99,5.99,8.82,151.94,2026-01-14T00:00:00-04:00,,,
ord_00109,usr_001,ret_001,delivered,33.72,3.99,5.99,10.51,151.51,2026-06-06T00:00:00-04:00,,,
ord_00110,usr_001,ret_001,delivered,101.48,3.99,5.99,11.99,90.00,2026-08-18T00:00:00-04:00,,,
ord_00111,usr_001,ret_001,delivered,147.12,3.99,5.99,3.94,50.18,2026-05-18T00:00:00-04:00,,,
ord_00112,usr_001,ret_001,delivered,50.74,3.99,5.99,12.63,108.48,2026-06-27T00:00:00-04:00,,,
ord_00113,usr_001,ret_001,delivered,120.62,3.99,5.99,6.51,91.35,2026-09-14T00:00:00-04:00,,,
ord_00114,usr_001,ret_001,delivered,50.26,3.99,5.99,10.98,102.14,2026-08-24T00:00:00-04:00,,,
ord_00115,usr_001,ret_001,delivered,105.27,3.99,5.99,14.61,136.91,2026-04-13T00:00:00-04:00,,,
ord_00116,usr_001,ret_001,delivered,118.92,3.99,5.99,11.66,70.62,2026-05-15T00:00:00-04:00,,,
ord_00117,usr_001,ret_001,delivered,33.03,3.99,5.99,6.80,75.47,2026-02-12T00:00:00-04:00,,,
ord_00118,usr_001,ret_001,delivered,68.36,3.99,5.99,7.32,157.49,2026-02-01T00:00:00-04:00,,,
ord_00119,usr_001,ret_001,delivered,56.22,3.99,5.99,5.71,158.68,2026-07-20T00:00:00-04:00,,,
ord_00120,usr_001,ret_001,delivered,133.54,3.99,5.99,6.46,97.48,2026-08-11T00:00:00-04:00,,,
ord_00121,usr_001,ret_001,delivered,41.43,3.99,5.99,8.68,146.87,2026-01-10T00:00:00-04:00,,,
ord_00122,usr_001,ret_001,delivered,52.28,3.99,5.99,7.41,174.82,2026-06-15T00:00:00-04:00,,,
ord_00123,usr_001,ret_001,delivered,127.64,3.99,5.99,10.77,162.85,2026-07-26T00:00:00-04:00,,,
ord_00124,usr_001,ret_001,delivered,143.64,3.99,5.99,14.93,50.85,2026-07-24T00:00:00-04:00,,,
ord_00125,usr_001,ret_001,delivered,88.01,3.99,5.99,9.70,173.09,2026-07-11T00:00:00-04:00,,,
ord_00126,usr_001,ret_001,delivered,67.93,3.99,5.99,12.89,132.65,2026-07-12T00:00:00-04:00,,,
ord_00127,usr_001,ret_001,delivered,30.15,3.99,5.99,10.05,108.30,2026-08-02T00:00:00-04:00,,,
ord_00128,usr_001,ret_001,delivered,107.37,3.99,5.99,10.05,78.60,2026-04-08T00:00:00-04:00,,,
ord_00129,usr_001,ret_001,delivered,30.20,3.99,5.99,13.47,171.31,2026-09-16T00:00:00-04:00,,,
ord_00130,usr_001,ret_001,delivered,30.98,3.99,5.99,8.80,73.19,2026-08-04T00:00:00-04:00,,,
ord_00131,usr_001,ret_001,delivered,69.67,3.99,5.99,5.62,172.63,2026-06-10T00:00:00-04:00,,,
ord_00132,usr_001,ret_001,delivered,120.48,3.99,5.99,9.77,142.33,2026-03-27T00:00:00-04:00,,,
ord_00133,usr_001,ret_001,delivered,128.11,3.99,5.99,7.99,45.22,2026-09-10T00:00:00-04:00,,,
ord_00134,usr_001,ret_001,delivered,37.53,3.99,5.99,14.33,98.97,2026-05-24T00:00:00-04:00,,,
ord_00135,usr_001,ret_001,delivered,103.26,3.99,5.99,11.20,125.50,2026-01-02T00:00:00-04:00,,,
ord_00136,usr_001,ret_001,delivered,109.83,3.99,5.99,9.23,47.21,2026-06-03T00:00:00-04:00,,,
ord_00137,usr_001,ret_001,delivered,104.58,3.99,5.99,3.94,114.74,2026-05-17T00:00:00-04:00,,,
ord_00138,usr_001,ret_001,delivered,121.08,3.99,5.99,5.44,60.69,2026-07-04T00:00:00-04:00,,,
ord_00139,usr_001,ret_001,delivered,98.65,3.99,5.99,13.07,156.12,2026-07-10T00:00:00-04:00,,,
ord_00140,usr_001,ret_001,delivered,90.85,3.99,5.99,5.74,89.90,2026-04-06T00:00:00-04:00,,,
ord_00141,usr_001,ret_001,delivered,114.45,3.99,5.99,7.25,163.26,2026-01-03T00:00:00-04:00,,,
ord_00142,usr_001,ret_001,delivered,97.58,3.99,5.99,12.14,55.68,2026-07-31T00:00:00-04:00,,,
ord_00143,usr_001,ret_001,delivered,84.81,3.99,5.99,14.73,50.03,2026-05-15T00:00:00-04:00,,,
ord_00144,usr_001,ret_001,delivered,145.21,3.99,5.99,9.50,124.93,2026-09-19T00:00:00-04:00,,,
ord_00145,usr_001,ret_001,delivered,73.03,3.99,5.99,8.18,135.58,2026-08-19T00:00:00-04:00,,,
ord_00146,usr_001,ret_001,delivered,42.51,3.99,5.99,8.36,83.38,2026-02-12T00:00:00-04:00,,,
ord_00147,usr_001,ret_001,delivered,141.06,3.99,5.99,13.20,54.64,2026-01-17T00:00:00-04:00,,,
ord_00148,usr_001,ret_001,delivered,116.08,3.99,5.99,12.69,160.87,2026-03-20T00:00:00-04:00,,,
ord_00149,usr_001,ret_001,delivered,53.17,3.99,5.99,14.11,57.38,2026-06-05T00:00:00-04:00,,,
ord_00150,usr_001,ret_001,delivered,67.80,3.99,5.99,14.27,145.31,2026-04-13T00:00:00-04:00,,,
ord_00151,usr_001,ret_001,delivered,137.47,3.99,5.99,10.18,59.85,2026-04-27T00:00:00-04:00,,,
ord_00152,usr_001,ret_001,delivered,101.99,3.99,5.99,7.16,130.75,2026-01-01T00:00:00-04:00,,,
ord_00153,usr_001,ret_001,delivered,96.00,3.99,5.99,5.10,50.11,2026-04-18T00:00:00-04:00,,,
ord_00154,usr_001,ret_001,delivered,51.14,3.99,5.99,12.00,166.27,2026-02-15T00:00:00-04:00,,,
ord_00155,usr_001,ret_001,delivered,66.61,3.99,5.99,7.75,158.99,2026-03-17T00:00:00-04:00,,,
ord_00156,usr_001,ret_001,delivered,133.73,3.99,5.99,9.33,107.82,2026-07-26T00:00:00-04:00,,,
ord_00157,usr_001,ret_001,delivered,101.58,3.99,5.99,10.45,95.98,2026-04-07T00:00:00-04:00,,,
ord_00158,usr_001,ret_001,delivered,36.52,3.99,5.99,7.11,123.10,2026-04-08T00:00:00-04:00,,,
ord_00159,usr_001,ret_001,delivered,111.17,3.99,5.99,13.80,104.33,2026-03-27T00:00:00-04:00,,,
ord_00160,usr_001,ret_001,delivered,50.00,3.99,5.99,11.64,173.99,2026-02-17T00:00:00-04:00,,,
ord_00161,usr_001,ret_001,delivered,126.59,3.99,5.99,7.38,114.27,2026-03-04T00:00:00-04:00,,,
ord_00162,usr_001,ret_001,delivered,35.71,3.99,5.99,8.99,72.90,2026-08-20T00:00:00-04:00,,,
ord_00163,usr_001,ret_001,delivered,141.42,3.99,5.99,4.89,106.02,2026-06-10T00:00:00-04:00,,,
ord_00164,usr_001,ret_001,delivered,139.70,3.99,5.99,3.64,128.63,2026-05-11T00:00:00-04:00,,,
ord_00165,usr_001,ret_001,delivered,85.94,3.99,5.99,10.58,99.96,2026-08-18T00:00:00-04:00,,,
ord_00166,usr_001,ret_001,delivered,104.77,3.99,5.99,12.42,135.10,2026-05-01T00:00:00-04:00,,,
ord_00167,usr_001,ret_001,delivered,49.45,3.99,5.99,8.24,99.55,2026-08-19T00:00:00-04:00,,,
ord_00168,usr_001,ret_001,delivered,46.88,3.99,5.99,11.98,159.65,2026-08-07T00:00:00-04:00,,,
ord_00169,usr_001,ret_001,delivered,65.05,3.99,5.99,12.42,51.50,2026-06-03T00:00:00-04:00,,,
ord_00170,usr_001,ret_001,delivered,32.26,3.99,5.99,6.57,155.41,2026-03-20T00:00:00-04:00,,,
