order_id,product_id,quantity,unit_price,line_total,replacement_for
ord_00047,prd_00008,2,12.84,25.69,
ord_00072,prd_00079,2,14.52,22.23,
ord_00058,prd_00095,4,11.99,21.44,
ord_00091,prd_00083,4,14.01,21.70,
ord_00119,prd_00032,1,12.12,36.07,
ord_00006,prd_00072,5,14.01,35.87,
ord_00125,prd_00092,3,13.13,3.29,
ord_00070,prd_00079,4,3.33,14.71,
ord_00144,prd_00062,2,7.11,10.34,
ord_00059,prd_00003,1,7.96,21.78,
ord_00158,prd_00009,5,1.66,14.92,
ord_00046,prd_00003,1,4.28,38.97,
ord_00107,prd_00005,5,4.42,36.26,
ord_00038,prd_00016,4,7.47,3.31,
ord_00061,prd_00080,4,2.69,17.40,
ord_00010,prd_00002,4,5.77,20.08,
ord_00014,prd_00014,1,6.98,18.75,
ord_00042,prd_00099,5,6.64,23.61,
ord_00025,prd_00005,3,12.64,7.76,
ord_00167,prd_00075,1,3.37,18.79,
ord_00137,prd_00093,3,5.03,21.20,
ord_00055,prd_00037,4,8.04,19.06,
ord_00023,prd_00025,3,12.57,30.93,
ord_00013,prd_00053,3,2.88,16.59,
ord_00089,prd_00016,5,1.91,12.34,
ord_00042,prd_00063,4,12.59,20.54,
ord_00002,prd_00039,3,12.95,5.64,
ord_00110,prd_00056,5,4.23,11.70,
ord_00142,prd_00087,4,11.34,24.84,
ord_00154,prd_00048,1,5.10,15.54,
ord_00134,prd_00085,5,10.26,37.05,
ord_00122,prd_00049,3,3.52,4.09,
ord_00048,prd_00007,3,11.29,12.92,
ord_00047,prd_00005,3,12.20,33.36,
ord_00143,prd_00081,5,6.77,27.06,
ord_00084,prd_00022,2,2.79,31.85,
ord_00125,prd_00077,5,12.73,36.56,
ord_00144,prd_00082,4,6.99,20.16,
ord_00152,prd_00090,2,3.75,1.52,
ord_00146,prd_00017,1,14.20,29.61,
ord_00167,prd_00042,4,5.57,31.56,
ord_00128,prd_00014,1,2.64,26.25,
ord_00111,prd_00080,1,13.76,33.46,
ord_00060,prd_00017,1,11.59,6.36,
ord_00004,prd_00048,3,9.93,33.29,
ord_00096,prd_00082,4,13.77,10.52,
ord_00003,prd_00031,5,4.72,10.80,
ord_00076,prd_00026,4,1.23,19.85,
ord_00008,prd_00036,3,14.06,9.07,
ord_00078,prd_00022,3,9.41,35.85,
ord_00158,prd_00036,3,6.64,24.78,
ord_00136,prd_00001,2,4.47,27.50,
ord_00070,prd_00033,2,14.54,38.84,
ord_00157,prd_00056,2,14.82,25.85,
ord_00076,prd_00029,4,4.06,20.53,
ord_00036,prd_00059,1,3.11,16.52,
ord_00124,prd_00009,1,1.22,14.96,
ord_00037,prd_00055,5,2.27,2.42,
ord_00098,prd_00098,4,1.63,29.89,
ord_00024,prd_00053,2,7.15,1.16,
ord_00001,prd_00004,5,11.88,6.45,
ord_00130,prd_00045,4,6.69,13.09,
ord_00145,prd_00061,5,11.33,14.73,
ord_00159,prd_00098,4,6.68,23.85,
ord_00028,prd_00050,2,3.85,21.21,
ord_00090,prd_00089,4,14.72,4.78,
ord_00004,prd_00009,4,8.19,7.91,
ord_00137,prd_00098,2,9.03,7.17,
ord_00088,prd_00017,5,5.62,16.14,
ord_00006,prd_00014,5,4.78,7.67,
ord_00099,prd_00078,2,11.23,8.98,
ord_00086,prd_00074,1,4.58,15.92,
ord_00054,prd_00036,2,9.98,9.65,
ord_00140,prd_00023,2,12.43,19.12,
ord_00061,prd_00041,5,5.21,19.83,
ord_00058,prd_00071,5,5.38,27.87,
ord_00133,prd_00010,3,1.29,39.42,
ord_00034,prd_00021,4,8.06,28.61,
ord_00103,prd_00079,3,7.97,3.87,
ord_00032,prd_00031,4,10.64,20.02,
ord_00152,prd_00097,2,13.22,32.91,
ord_00012,prd_00096,1,6.83,8.94,
ord_00072,prd_00023,2,8.39,5.65,
ord_00132,prd_00027,1,9.28,19.79,
ord_00054,prd_00035,1,3.63,37.75,
ord_00070,prd_00071,3,10.82,18.37,
ord_00128,prd_00037,4,8.89,6.93,
ord_00077,prd_00019,3,10.41,34.64,
ord_00131,prd_00088,3,4.34,12.02,
ord_00040,prd_00072,1,12.65,28.11,
ord_00143,prd_00056,4,10.56,7.34,
ord_00079,prd_00062,2,12.64,11.96,
ord_00131,prd_00053,5,2.34,9.93,
