id,createdTime,record_id,Sponsor,Tier,Status,2026 closed won,2026 settled,Renewal target,Contact email,Notes
rec1f32ea5914c74c,2026-10-01T12:00:00.000Z,rec008c844a-d96e-,"Jones, Romero and Mcguire",small,cold,0,0,0,zmorrow@example.org,
recfb13166ebe9042,2026-10-01T12:00:00.000Z,rec23881845-7cbe-,Scott-Wood,small,renewal_target,0,0,0,zcrawford@example.net,
rec6f2d651a2a424e,2026-10-01T12:00:00.000Z,rec79a2e489-6ae1-,Jones-Thomas,small,prospect,0,0,0,nchen@example.com,
recb2d487227d5843,2026-10-01T12:00:00.000Z,reca0000c81-57cb-,"Campbell, Cruz and Hall",mid,cold,0,0,0,lauren13@example.org,
recef2c1fdc917944,2026-10-01T12:00:00.000Z,rec5ec4cdde-2670-,Carpenter-Crane,mid,cold,0,0,0,hintonsamantha@example.org,
recf6e6c8a6fb9c49,2026-10-01T12:00:00.000Z,rec3d2df08b-0910-,Torres Inc,mid,declined,0,0,0,bcastillo@example.com,
recf14e2d74555545,2026-10-01T12:00:00.000Z,rec14853505-074d-,"Newton, Ramirez and Wallace",small,cold,0,0,0,ikennedy@example.net,
reca43e97e45a244e,2026-10-01T12:00:00.000Z,rec9753d1cc-365f-,"Frederick, Ruiz and Stein",mid,prospect,0,0,0,michael68@example.com,
rec6190572a412d44,2026-10-01T12:00:00.000Z,rec26bfd4ec-d1aa-,Glover LLC,small,prospect,0,0,0,guerrerogary@example.net,
rec704f6422cc4b4c,2026-10-01T12:00:00.000Z,rec663a1866-ad40-,Adams-Morrison,small,renewal_target,0,0,0,luisperez@example.org,
recbb74f8354e3d44,2026-10-01T12:00:00.000Z,reca3b9b984-2ab3-,"Luna, Allen and Khan",mid,declined,0,0,0,robert74@example.com,
rec162064bf414343,2026-10-01T12:00:00.000Z,reca1c5d44a-c3c1-,"Wheeler, Romero and Johnson",mid,renewal_target,0,0,0,heather15@example.net,
rec867e9e17029e48,2026-10-01T12:00:00.000Z,rec25066bce-1474-,"Craig, Jensen and Lewis",mid,cold,0,0,0,carrie92@example.com,
rece42e114fee5747,2026-10-01T12:00:00.000Z,rec9fb43172-69d6-,Nash Inc,small,prospect,0,0,0,goldensamantha@example.org,
rec27aafae70cc64f,2026-10-01T12:00:00.000Z,reca3a0049a-5f75-,Olson-Brown,mid,renewal_target,0,0,0,jeremy02@example.net,
rec658a3028cebc40,2026-10-01T12:00:00.000Z,rece56d1c64-b908-,Grant Group,small,declined,0,0,0,megan12@example.org,
recf22664bcbf534c,2026-10-01T12:00:00.000Z,rec01d581a6-64e5-,Guerra PLC,small,renewal_target,0,0,0,sjuarez@example.org,
recbed410a7cd2446,2026-10-01T12:00:00.000Z,rec34f4fcc0-5262-,Donaldson and Sons,mid,renewal_target,0,0,0,colleen74@example.net,
reccc7e2faadcb145,2026-10-01T12:00:00.000Z,rece4bd9ad5-5990-,Henderson Group,small,cold,0,0,0,shawn13@example.org,
recf08dc4d10b3140,2026-10-01T12:00:00.000Z,rec177e18dd-6b7e-,"Jackson, Waters and Williams",mid,renewal_target,0,0,0,diamondlee@example.net,
rec26e7b598f4444d,2026-10-01T12:00:00.000Z,recb654283a-3610-,Allen PLC,mid,renewal_target,0,0,0,scottnorris@example.net,
rec262b68e1eef444,2026-10-01T12:00:00.000Z,rec1110d613-0488-,"Mendez, Sullivan and Warren",mid,declined,0,0,0,zhill@example.com,
rec95ab4beb261e46,2026-10-01T12:00:00.000Z,rec56d5f0bf-a8af-,Schneider LLC,small,prospect,0,0,0,paula79@example.com,
recebaa74dd0d0541,2026-10-01T12:00:00.000Z,rece3d02723-6273-,"Carter, Lewis and Hicks",mid,prospect,0,0,0,lauren14@example.org,
rec5c23016c55c345,2026-10-01T12:00:00.000Z,rec0e67f364-db31-,"Williams, Diaz and Reed",mid,prospect,0,0,0,chadperez@example.com,
rec6d90b790433247,2026-10-01T12:00:00.000Z,rec3f7d1d1e-b7bc-,Mullins Ltd,mid,renewal_target,0,0,0,tiffanybradford@example.net,
reca85f40045e5443,2026-10-01T12:00:00.000Z,recd56f7149-6ac0-,Bailey Ltd,small,prospect,0,0,0,tmills@example.com,
rec45da4e6208ad4e,2026-10-01T12:00:00.000Z,rec10eb65b6-4b2b-,Oneill Group,small,cold,0,0,0,zsoto@example.net,
rec82b94ea186ca48,2026-10-01T12:00:00.000Z,rec96915d68-fb87-,Schwartz PLC,small,renewal_target,0,0,0,donna73@example.com,
recde721a750e0d4c,2026-10-01T12:00:00.000Z,recb4d616bd-eb53-,Anderson Inc,small,renewal_target,0,0,0,privers@example.org,
rec0fa3ede560e548,2026-10-01T12:00:00.000Z,recc78a2e2b-16c2-,Leonard Inc,small,declined,0,0,0,rebeccamitchell@example.net,
rec3702299fd93a45,2026-10-01T12:00:00.000Z,reca659e56d-5af9-,Goodwin-Kelly,mid,renewal_target,0,0,0,david06@example.org,
reca3d5fc987d624c,2026-10-01T12:00:00.000Z,rec2d651719-94b0-,Shaffer-Brown,small,declined,0,0,0,ayersapril@example.net,
rec725a25fe45cb47,2026-10-01T12:00:00.000Z,receaefa767-ec2c-,"Hunter, Bennett and Flores",small,renewal_target,0,0,0,eheath@example.org,
rec102120d84f0042,2026-10-01T12:00:00.000Z,recb62f0883-c2b3-,Moss Ltd,small,declined,0,0,0,adam46@example.org,
recefb62f2f7a3846,2026-10-01T12:00:00.000Z,recd98130a7-30cc-,Wright Inc,small,declined,0,0,0,sara26@example.org,
rec9cb268a757d347,2026-10-01T12:00:00.000Z,recbef55dc2-f30a-,Bowen-Hartman,mid,cold,0,0,0,ytaylor@example.com,
rec508dafeb23894f,2026-10-01T12:00:00.000Z,rec14d1755d-e844-,Todd-Mcdaniel,small,prospect,0,0,0,markgraves@example.com,
rec191e0c276fd94f,2026-10-01T12:00:00.000Z,rec0d6e2fe3-95cb-,Perez-Ford,small,prospect,0,0,0,kevinmoreno@example.com,
rec4d29939faa1b46,2026-10-01T12:00:00.000Z,rec414e50b6-89b4-,Marquez-Fields,mid,cold,0,0,0,collinsheather@example.com,
rec9cba459e674a4b,2026-10-01T12:00:00.000Z,rec88412e24-56b7-,Brooks LLC,small,prospect,0,0,0,claudiarobinson@example.net,
rec461d92c674d546,2026-10-01T12:00:00.000Z,rec44936bdf-3ee9-,"Rogers, Myers and Hall",mid,cold,0,0,0,simmonstimothy@example.com,
recfc8431aa33b846,2026-10-01T12:00:00.000Z,recbbf979e9-7946-,Dalton-Anderson,small,cold,0,0,0,miguelrichards@example.org,
rec10242e511e3f41,2026-10-01T12:00:00.000Z,recf014c1ed-16b7-,Daniel-Russell,small,declined,0,0,0,rebeccaelliott@example.org,
recee6c19e1472b46,2026-10-01T12:00:00.000Z,rec1b3d668f-d7c6-,"Fields, Wagner and Wilcox",small,declined,0,0,0,owenselizabeth@example.org,
recb6dc35abc50943,2026-10-01T12:00:00.000Z,rec1f40caa7-f0e0-,Peters PLC,small,renewal_target,0,0,0,sarah62@example.net,
rec6121b65783e44b,2026-10-01T12:00:00.000Z,recdd870ced-c171-,Garcia Ltd,small,prospect,0,0,0,andrea93@example.net,
recea5a7c610ebf4d,2026-10-01T12:00:00.000Z,recd9c9ab9c-82f1-,Ruiz and Sons,small,prospect,0,0,0,elaine84@example.net,
recc0be2151bf2446,2026-10-01T12:00:00.000Z,rec3c96cfaf-e1f9-,"Elliott, Lewis and Buchanan",small,prospect,0,0,0,maureenshelton@example.net,
rec100185d0d48045,2026-10-01T12:00:00.000Z,rec59cb61f3-864b-,Gilmore-Pearson,mid,renewal_target,0,0,0,nancy10@example.net,
rec4759bb660a0044,2026-10-01T12:00:00.000Z,rec8c70ea6f-84b3-,Tran Group,mid,cold,0,0,0,sharoncrane@example.org,
rec9eb3008368894c,2026-10-01T12:00:00.000Z,recf63888a3-a17e-,Martin Inc,mid,declined,0,0,0,charrison@example.com,
rec47cba5c5f5f546,2026-10-01T12:00:00.000Z,rec46ae885e-169b-,"Boyer, Preston and Bailey",mid,declined,0,0,0,acolon@example.com,
recc66cef246af847,2026-10-01T12:00:00.000Z,recb04b158d-0424-,Atkins-Miller,mid,cold,0,0,0,xtran@example.com,
rec2b232faedf0d47,2026-10-01T12:00:00.000Z,rec45bb61f5-6b90-,Henry-Lopez,mid,prospect,0,0,0,stokesjennifer@example.org,
reca2a07239934e44,2026-10-01T12:00:00.000Z,receb724adc-a8ca-,Mooney-Edwards,small,renewal_target,0,0,0,elizabethdaugherty@example.org,
rec0bedb8b85dca42,2026-10-01T12:00:00.000Z,rece2575eb2-6f6a-,Clark Group,small,cold,0,0,0,shawnscott@example.net,
rece8fa0b0d7bea4f,2026-10-01T12:00:00.000Z,rec4b6ba83b-26ea-,Wilson LLC,mid,renewal_target,0,0,0,dsanchez@example.org,
recee37290a340d49,2026-10-01T12:00:00.000Z,recfaa16f42-59a0-,"Hoffman, Ruiz and Johnson",mid,renewal_target,0,0,0,sean30@example.com,
rec13ec28951e494b,2026-10-01T12:00:00.000Z,rec469d9255-956e-,Wong LLC,mid,cold,0,0,0,gerald32@example.com,
recc3f9338e818a43,2026-10-01T12:00:00.000Z,rec5257b68c-4066-,Miller-Myers,mid,prospect,0,0,0,stevenhernandez@example.org,
rec5871b296af2341,2026-10-01T12:00:00.000Z,rec25f74f07-7bb4-,Brown Group,mid,declined,0,0,0,wagnerjohn@example.org,
reca6cb67d66a7246,2026-10-01T12:00:00.000Z,recb7f277d1-7d17-,"Ortiz, Anderson and Thompson",mid,declined,0,0,0,ygarcia@example.com,
rece12adca9d19a42,2026-10-01T12:00:00.000Z,rec0cd471aa-9873-,Rocha Inc,small,prospect,0,0,0,ddavis@example.com,
recd631155b4a7049,2026-10-01T12:00:00.000Z,recaac575f8-12e2-,Smith-Maldonado,mid,prospect,0,0,0,robert04@example.org,
rec63102c8d0dfe4a,2026-10-01T12:00:00.000Z,rec11cf432c-8e50-,"George, Perez and Terry",mid,cold,0,0,0,sdixon@example.com,
rec0617cff35ce04e,2026-10-01T12:00:00.000Z,recb6372d5a-fb2f-,"Morton, Brown and Dennis",mid,cold,0,0,0,scottgerald@example.org,
rec72cd38d7d5a141,2026-10-01T12:00:00.000Z,recbed7f3d3-2d75-,"Dickson, Brown and Abbott",mid,cold,0,0,0,xmooney@example.com,
rec9de3fe806de44b,2026-10-01T12:00:00.000Z,rec3a1f9352-49bd-,Frazier-Valenzuela,small,cold,0,0,0,scott41@example.org,
reca19ef2673e5441,2026-10-01T12:00:00.000Z,rec5def36e9-abcd-,"Hubbard, Harrington and Barrett",mid,prospect,0,0,0,craighernandez@example.com,
reca7162fe4bceb4a,2026-10-01T12:00:00.000Z,rec2801b5ad-8ba9-,Williams-Kaiser,small,cold,0,0,0,maldonadoholly@example.org,
rec8b803cf4d4e442,2026-10-01T12:00:00.000Z,rec88406fc7-94a1-,Marshall and Sons,mid,cold,0,0,0,ysims@example.net,
rec021b08828bfc44,2026-10-01T12:00:00.000Z,rec5f3286e1-71fd-,Johnson-Hess,small,prospect,0,0,0,mjones@example.com,
reccab24040e87a4e,2026-10-01T12:00:00.000Z,rec682f0240-dd3a-,"Farrell, Santos and Whitehead",mid,declined,0,0,0,lisagentry@example.org,
rec1d920dab10c34d,2026-10-01T12:00:00.000Z,recba7dae48-53d6-,Holloway PLC,small,renewal_target,0,0,0,brose@example.net,
rec222460470e3f43,2026-10-01T12:00:00.000Z,rec00063aff-f1e7-,"Dean, Rosario and Walters",mid,renewal_target,0,0,0,tylermurphy@example.org,
recf7bd049a41c24b,2026-10-01T12:00:00.000Z,rec385394f3-ef60-,Williams-Gilbert,small,prospect,0,0,0,kathryn36@example.com,
recf6b276c34c2740,2026-10-01T12:00:00.000Z,reca320ea46-6187-,Horton-Meadows,small,renewal_target,0,0,0,craigjill@example.org,
recf52e3a6b963946,2026-10-01T12:00:00.000Z,recb71ac3d9-5930-,"Christensen, Hanson and Howell",mid,cold,0,0,0,henrykaren@example.com,
rece0fd6730f5c942,2026-10-01T12:00:00.000Z,rec2f7434c5-5096-,Snyder-Sims,mid,cold,0,0,0,cuevasrichard@example.org,
rec9a95801fa2b141,2026-10-01T12:00:00.000Z,rec410b8824-5cb7-,Ward-Quinn,small,declined,0,0,0,robertwood@example.com,
rec9032c60cc39f46,2026-10-01T12:00:00.000Z,rec386af959-2750-,Ramirez-Martinez,small,prospect,0,0,0,cranevicki@example.org,
rec245f6f0c065041,2026-10-01T12:00:00.000Z,rec020116ae-ed58-,Coleman Inc,mid,prospect,0,0,0,jacksonchristine@example.org,
rec63f9f0c1fb3748,2026-10-01T12:00:00.000Z,rec832aa011-4052-,Cooper-Luna,mid,cold,0,0,0,rjackson@example.org,
rec7f2a042f96c64d,2026-10-01T12:00:00.000Z,rec595b9611-7956-,"Reeves, Valencia and Brown",mid,declined,0,0,0,johncross@example.com,
recf56cbfe2ed6543,2026-10-01T12:00:00.000Z,recac0cfa3c-dec7-,"Crawford, Rodriguez and Hoffman",mid,prospect,0,0,0,mtran@example.com,
recf701cc80756d4e,2026-10-01T12:00:00.000Z,recce8f7e09-6412-,Jarvis-Bray,small,cold,0,0,0,billy57@example.net,
recc9bf708d88e149,2026-10-01T12:00:00.000Z,recd24ed929-690c-,"Watkins, Poole and Robinson",small,cold,0,0,0,lbrooks@example.com,
recd51454a66dba40,2026-10-01T12:00:00.000Z,rec3436beb7-8631-,Wright Inc,mid,renewal_target,0,0,0,uholland@example.com,
recf635842877ac4d,2026-10-01T12:00:00.000Z,recce7b4cc3-2567-,"Wyatt, Mcgrath and Berry",mid,renewal_target,0,0,0,jonesmatthew@example.com,
rec0fffebb6fa434c,2026-10-01T12:00:00.000Z,rec9e00aecd-c4d8-,"Kidd, Moore and Mitchell",mid,renewal_target,0,0,0,susan23@example.com,
recc6ace784a79e46,2026-10-01T12:00:00.000Z,rec418aba06-a636-,Price-Bell,mid,prospect,0,0,0,james33@example.com,
recc2481264230a4e,2026-10-01T12:00:00.000Z,recaaedcd9b-65ab-,Hickman Group,mid,renewal_target,0,0,0,kenneth00@example.com,
rec73d5b5c3c63642,2026-10-01T12:00:00.000Z,recd9ee9798-550d-,Quinn-Hayes,small,cold,0,0,0,udawson@example.com,
reccfe770e0bd104e,2026-10-01T12:00:00.000Z,rec3e1afc6d-161d-,Bates-Bruce,mid,prospect,0,0,0,omarbailey@example.com,
recf94b4947a6524e,2026-10-01T12:00:00.000Z,recc92b6897-bb4b-,Boyle-Tate,mid,prospect,0,0,0,johnstewart@example.net,
recdab09f820f6c49,2026-10-01T12:00:00.000Z,recf3e07600-08a3-,"Brown, Dominguez and Adams",mid,renewal_target,0,0,0,hannahstanton@example.com,
reca47f48edf59e4d,2026-10-01T12:00:00.000Z,rec9b4cc755-4c27-,Gray Ltd,small,renewal_target,0,0,0,everettnicole@example.com,
recf2a93fbd039944,2026-10-01T12:00:00.000Z,recc8702070-1911-,Burns Ltd,mid,declined,0,0,0,rhonda52@example.org,
recb2c544afa2ec45,2026-10-01T12:00:00.000Z,recaae32759-d3e1-,Page Inc,small,cold,0,0,0,paulespinoza@example.net,
recfd96dc62d0b24f,2026-10-01T12:00:00.000Z,rec3a88527f-2d93-,"Taylor, Higgins and Williams",small,renewal_target,0,0,0,crystalortiz@example.com,
rec7c8e19743ef742,2026-10-01T12:00:00.000Z,rec4c9102e7-e070-,"Russell, Cook and Green",small,prospect,0,0,0,hatfieldsarah@example.com,
rec259c9700cbcf49,2026-10-01T12:00:00.000Z,recf45abdce-2455-,Vasquez Inc,small,prospect,0,0,0,castrojacqueline@example.com,
recf4fadd16be3b40,2026-10-01T12:00:00.000Z,rec8d2d936a-3d24-,Doyle PLC,mid,cold,0,0,0,jamiestark@example.com,
recfe7a3ae195274e,2026-10-01T12:00:00.000Z,rec07804aed-f574-,Wiley-Mendoza,small,prospect,0,0,0,gallowaymelinda@example.com,
recda60d6f8c80845,2026-10-01T12:00:00.000Z,rec1d57274b-964e-,Vasquez PLC,mid,declined,0,0,0,scruz@example.net,
rec30e60d1c276647,2026-10-01T12:00:00.000Z,rec954c697d-d83b-,Harris Group,mid,declined,0,0,0,snorris@example.com,
rec77062dfd714f45,2026-10-01T12:00:00.000Z,reca82c6117-fd24-,"Daniel, Gray and Roth",small,prospect,0,0,0,michael33@example.net,
recf009a05ca53c43,2026-10-01T12:00:00.000Z,rec90a6ff8a-9fe7-,"Young, Barber and Coffey",small,renewal_target,0,0,0,codymills@example.net,
rec926d7c0983734d,2026-10-01T12:00:00.000Z,rec94663b96-2c66-,Richards-Andersen,small,prospect,0,0,0,johnsonlaura@example.com,
rec4a307ddb72fe4d,2026-10-01T12:00:00.000Z,recfc6a6715-6052-,Campbell-Maxwell,small,cold,0,0,0,jonathanmartinez@example.org,
rec848a3c6fbd5444,2026-10-01T12:00:00.000Z,rec517db131-8995-,"Nelson, Hughes and Robertson",mid,declined,0,0,0,njohnson@example.net,
recb2719f4f607f40,2026-10-01T12:00:00.000Z,rec5d56f162-b31a-,Stewart-Adkins,small,declined,0,0,0,sherrygarrett@example.net,
recc2aa1cc59eb74c,2026-10-01T12:00:00.000Z,rec74e019bd-78c6-,Burke LLC,small,declined,0,0,0,lauraboyd@example.org,
rec679543acc9b74d,2026-10-01T12:00:00.000Z,rec42252001-152a-,Smith LLC,mid,declined,0,0,0,kaylajarvis@example.com,
recd02047bc959040,2026-10-01T12:00:00.000Z,rec7048ed18-7677-,Armstrong-Carter,small,prospect,0,0,0,masonpeter@example.net,
rec0cc01364b4794f,2026-10-01T12:00:00.000Z,recc58db03b-33c1-,Russell LLC,small,cold,0,0,0,bbutler@example.org,
rec90eac0fd4e4c40,2026-10-01T12:00:00.000Z,rece38f0313-f4b9-,"Harding, Lynch and White",small,declined,0,0,0,alexanderson@example.net,
recf27e5f6c55a14e,2026-10-01T12:00:00.000Z,rec508ce998-41c7-,Garcia-Rivera,mid,declined,0,0,0,riversdonna@example.com,
recf5dc2d61933340,2026-10-01T12:00:00.000Z,recd8816685-bb54-,"Shaw, Abbott and Mullins",mid,prospect,0,0,0,nmorgan@example.org,
rec00d07004c8434a,2026-10-01T12:00:00.000Z,recfb8b3321-a1d8-,"Long, Simmons and Nixon",small,declined,0,0,0,bbarker@example.com,
rec3ccc66e343214a,2026-10-01T12:00:00.000Z,rec32677638-487b-,Mullen and Sons,mid,prospect,0,0,0,keithkelly@example.org,
rec074b6e0ec06949,2026-10-01T12:00:00.000Z,rec9a7172cd-e0bc-,Sanchez Group,small,declined,0,0,0,yvonne50@example.net,
rec8542d12b83284d,2026-10-01T12:00:00.000Z,rec32b686c5-4582-,Crawford PLC,small,renewal_target,0,0,0,erica45@example.com,
recab66d8cb11314e,2026-10-01T12:00:00.000Z,rec556c5fa5-ec61-,Roman-Allen,small,cold,0,0,0,daniellopez@example.org,
recbe35597d395649,2026-10-01T12:00:00.000Z,rec07d1231b-8c59-,Roberts Group,mid,renewal_target,0,0,0,ashelton@example.com,
rec627213c3d7f447,2026-10-01T12:00:00.000Z,rec24ace505-f2db-,Arias Ltd,mid,renewal_target,0,0,0,cartersherry@example.org,
recec05a123608c40,2026-10-01T12:00:00.000Z,rec0c9d0d8d-593c-,Medina-Ward,mid,renewal_target,0,0,0,amymorgan@example.com,
rec543e3668971944,2026-10-01T12:00:00.000Z,reca87d0a57-2bfe-,"Brown, Carpenter and Hebert",small,prospect,0,0,0,kimberly02@example.com,
rec85b7881491de47,2026-10-01T12:00:00.000Z,recee2962f8-f797-,Lopez-Porter,mid,renewal_target,0,0,0,randycrawford@example.net,
rec2e39d7754ff245,2026-10-01T12:00:00.000Z,rec22cbb8a5-3650-,Jennings Inc,small,declined,0,0,0,wardrachel@example.net,
rec0a52b1054f2341,2026-10-01T12:00:00.000Z,recb8d9035e-9279-,"Smith, Jones and Clark",mid,prospect,0,0,0,colonjohn@example.net,
reced0e7608801c48,2026-10-01T12:00:00.000Z,rece16f7b0c-26ac-,"Sullivan, Villa and Wolfe",small,prospect,0,0,0,crystaljohnson@example.net,
recd5ede12927e347,2026-10-01T12:00:00.000Z,rec5a562bb0-d09f-,"Short, Saunders and Silva",small,declined,0,0,0,dhorne@example.com,
rec8a3ac4f6b0744c,2026-10-01T12:00:00.000Z,rec55374cd4-0f28-,"Henderson, Jordan and Smith",small,cold,0,0,0,katherine63@example.org,
rec08ec553616b649,2026-10-01T12:00:00.000Z,rec107d526e-0608-,Doyle-Evans,small,prospect,0,0,0,sandersrebecca@example.net,
rec59cc6c0d899547,2026-10-01T12:00:00.000Z,rec4456aee7-f44a-,Howell-Huffman,mid,cold,0,0,0,neallisa@example.org,
recc54650706ab94f,2026-10-01T12:00:00.000Z,recd7e81b33-11c5-,Gibson-Moore,mid,prospect,0,0,0,juliabenson@example.net,
rec475c8560261443,2026-10-01T12:00:00.000Z,rec01cc20ed-088d-,Martin-Wright,mid,declined,0,0,0,coxeric@example.net,
rec2c55636ecdb545,2026-10-01T12:00:00.000Z,rec815bd690-861e-,Torres Inc,mid,cold,0,0,0,bautistaalvin@example.net,
rec8311caa982824c,2026-10-01T12:00:00.000Z,rec135dce46-ab03-,Robinson Group,mid,cold,0,0,0,nathanielpierce@example.com,
rec4aee60147e9a4d,2026-10-01T12:00:00.000Z,rec63a0d4ce-7e6b-,Smith Inc,small,declined,0,0,0,samantha84@example.net,
reca9b1e7cd32fd4a,2026-10-01T12:00:00.000Z,recaa58d65c-fd74-,"Arnold, Lyons and Lynch",small,prospect,0,0,0,mendozarobert@example.net,
