id,user_id,caption,media_type,media_url,permalink,thumbnail_url,timestamp,like_count,comments_count,is_comment_enabled
17900000000000106,17841400445123456,"Weekend hike in the White Mountains.",VIDEO,https://scontent.cdninstagram.com/9bef8c2de277.jpg,https://www.instagram.com/p/8eee919a/,https://scontent.cdninstagram.com/9bef8c2de277_t.jpg,2026-01-19T09:43:00+0000,44,50,true
17900000000000107,17841400445123456,"Coffee and code.",IMAGE,https://scontent.cdninstagram.com/3e4eb954d5be.jpg,https://www.instagram.com/p/bf9cf385/,https://scontent.cdninstagram.com/3e4eb954d5be_t.jpg,2026-08-02T09:00:00+0000,32,26,true
17900000000000108,17841400445123456,"Reading list update.",VIDEO,https://scontent.cdninstagram.com/8c378290d9ce.jpg,https://www.instagram.com/p/99146af2/,https://scontent.cdninstagram.com/8c378290d9ce_t.jpg,2026-02-15T16:45:00+0000,132,22,true
17900000000000109,17841400445123456,"Data viz Friday.",IMAGE,https://scontent.cdninstagram.com/35c2f9c11368.jpg,https://www.instagram.com/p/58f67ab7/,https://scontent.cdninstagram.com/35c2f9c11368_t.jpg,2026-05-25T21:47:00+0000,185,22,true
17900000000000110,17841400445123456,"Data viz Friday.",VIDEO,https://scontent.cdninstagram.com/9bfa3dc8d9e0.jpg,https://www.instagram.com/p/cf2246cb/,https://scontent.cdninstagram.com/9bfa3dc8d9e0_t.jpg,2026-06-14T13:10:00+0000,213,46,true
17900000000000111,17841400445123456,"Home cooking.",IMAGE,https://scontent.cdninstagram.com/b49719854b58.jpg,https://www.instagram.com/p/c78ecba6/,https://scontent.cdninstagram.com/b49719854b58_t.jpg,2026-02-13T12:52:00+0000,104,26,true
17900000000000112,17841400445123456,"Coffee and code.",IMAGE,https://scontent.cdninstagram.com/b27b6ec806e3.jpg,https://www.instagram.com/p/7dd813ff/,https://scontent.cdninstagram.com/b27b6ec806e3_t.jpg,2026-08-22T17:49:00+0000,118,6,true
17900000000000113,17841400445123456,"Data viz Friday.",IMAGE,https://scontent.cdninstagram.com/16b4da92392d.jpg,https://www.instagram.com/p/b0e5d7e6/,https://scontent.cdninstagram.com/16b4da92392d_t.jpg,2026-08-01T16:18:00+0000,285,39,true
17900000000000114,17841400445123456,"Data viz Friday.",IMAGE,https://scontent.cdninstagram.com/10f64769b96c.jpg,https://www.instagram.com/p/3b471143/,https://scontent.cdninstagram.com/10f64769b96c_t.jpg,2026-09-22T15:37:00+0000,116,44,true
17900000000000115,17841400445123456,"New PR at the track.",VIDEO,https://scontent.cdninstagram.com/53701f02ab93.jpg,https://www.instagram.com/p/9493122d/,https://scontent.cdninstagram.com/53701f02ab93_t.jpg,2026-01-08T17:26:00+0000,174,38,true
17900000000000116,17841400445123456,"Conference week.",VIDEO,https://scontent.cdninstagram.com/7a4fbf4725b3.jpg,https://www.instagram.com/p/b2c5809e/,https://scontent.cdninstagram.com/7a4fbf4725b3_t.jpg,2026-06-11T12:20:00+0000,64,24,true
17900000000000117,17841400445123456,"Reading list update.",IMAGE,https://scontent.cdninstagram.com/ec8b9bb07a89.jpg,https://www.instagram.com/p/021c7f23/,https://scontent.cdninstagram.com/ec8b9bb07a89_t.jpg,2026-02-25T07:41:00+0000,417,59,true
17900000000000118,17841400445123456,"Data viz Friday.",IMAGE,https://scontent.cdninstagram.com/65dce895cf9f.jpg,https://www.instagram.com/p/6cee70ef/,https://scontent.cdninstagram.com/65dce895cf9f_t.jpg,2026-08-13T09:02:00+0000,163,27,true
17900000000000119,17841400445123456,"Coffee and code.",VIDEO,https://scontent.cdninstagram.com/90f17b92cbb7.jpg,https://www.instagram.com/p/9bf752c0/,https://scontent.cdninstagram.com/90f17b92cbb7_t.jpg,2026-08-25T19:53:00+0000,49,16,true
17900000000000120,17841400445123456,"Conference week.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/da0fbbcb088b.jpg,https://www.instagram.com/p/2c1c4669/,https://scontent.cdninstagram.com/da0fbbcb088b_t.jpg,2026-06-08T17:57:00+0000,231,1,true
17900000000000121,17841400445123456,"Lab day.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/1383fa51bcce.jpg,https://www.instagram.com/p/f47da1e5/,https://scontent.cdninstagram.com/1383fa51bcce_t.jpg,2026-01-22T18:18:00+0000,83,13,true
17900000000000122,17841400445123456,"Coffee and code.",VIDEO,https://scontent.cdninstagram.com/d6eee7adf4b7.jpg,https://www.instagram.com/p/700898a2/,https://scontent.cdninstagram.com/d6eee7adf4b7_t.jpg,2026-09-04T13:48:00+0000,281,0,true
17900000000000123,17841400445123456,"Reading list update.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/b55d2845def7.jpg,https://www.instagram.com/p/aad566e2/,https://scontent.cdninstagram.com/b55d2845def7_t.jpg,2026-09-13T08:50:00+0000,85,57,true
17900000000000124,17841400445123456,"New PR at the track.",VIDEO,https://scontent.cdninstagram.com/6e065c19ed4e.jpg,https://www.instagram.com/p/bbab828e/,https://scontent.cdninstagram.com/6e065c19ed4e_t.jpg,2026-05-09T09:49:00+0000,81,37,true
17900000000000125,17841400445123456,"Data viz Friday.",VIDEO,https://scontent.cdninstagram.com/cf6d47ffd82d.jpg,https://www.instagram.com/p/83781f67/,https://scontent.cdninstagram.com/cf6d47ffd82d_t.jpg,2026-06-27T16:45:00+0000,149,49,true
17900000000000126,17841400445123456,"Weekend hike in the White Mountains.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/48d515df77a4.jpg,https://www.instagram.com/p/cadf0b6e/,https://scontent.cdninstagram.com/48d515df77a4_t.jpg,2026-08-09T16:45:00+0000,91,6,true
17900000000000127,17841400445123456,"Lab day.",VIDEO,https://scontent.cdninstagram.com/211fc3b5bcb2.jpg,https://www.instagram.com/p/680a41a9/,https://scontent.cdninstagram.com/211fc3b5bcb2_t.jpg,2026-06-07T13:57:00+0000,473,51,true
17900000000000128,17841400445123456,"Morning run along the Charles.",IMAGE,https://scontent.cdninstagram.com/33beeec55b89.jpg,https://www.instagram.com/p/f843038a/,https://scontent.cdninstagram.com/33beeec55b89_t.jpg,2026-10-21T15:09:00+0000,30,39,true
17900000000000129,17841400445123456,"Sunset in Cambridge.",VIDEO,https://scontent.cdninstagram.com/d00098171d48.jpg,https://www.instagram.com/p/bb5881a6/,https://scontent.cdninstagram.com/d00098171d48_t.jpg,2026-06-24T06:16:00+0000,283,0,true
17900000000000130,17841400445123456,"Lab day.",IMAGE,https://scontent.cdninstagram.com/d340d875b8f6.jpg,https://www.instagram.com/p/6d22f0f5/,https://scontent.cdninstagram.com/d340d875b8f6_t.jpg,2026-03-25T07:32:00+0000,174,47,true
17900000000000131,17841400445123456,"Data viz Friday.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/f6cb799d84a3.jpg,https://www.instagram.com/p/30d024fb/,https://scontent.cdninstagram.com/f6cb799d84a3_t.jpg,2026-02-17T17:51:00+0000,429,53,true
17900000000000132,17841400445123456,"Weekend hike in the White Mountains.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/4dd3ca54c3fd.jpg,https://www.instagram.com/p/34ab5c25/,https://scontent.cdninstagram.com/4dd3ca54c3fd_t.jpg,2026-10-21T09:04:00+0000,464,56,true
17900000000000133,17841400445123456,"Reading list update.",IMAGE,https://scontent.cdninstagram.com/b8ba689a6669.jpg,https://www.instagram.com/p/a84e4189/,https://scontent.cdninstagram.com/b8ba689a6669_t.jpg,2026-07-27T21:05:00+0000,132,58,true
17900000000000134,17841400445123456,"Coffee and code.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/8e9da393847b.jpg,https://www.instagram.com/p/bf4f69a5/,https://scontent.cdninstagram.com/8e9da393847b_t.jpg,2026-06-24T08:19:00+0000,339,23,true
17900000000000135,17841400445123456,"Sunset in Cambridge.",VIDEO,https://scontent.cdninstagram.com/a8185428d8e6.jpg,https://www.instagram.com/p/e1609cd4/,https://scontent.cdninstagram.com/a8185428d8e6_t.jpg,2026-05-12T19:42:00+0000,352,55,true
17900000000000136,17841400445123456,"Morning run along the Charles.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/30536e8f2f56.jpg,https://www.instagram.com/p/cb1da479/,https://scontent.cdninstagram.com/30536e8f2f56_t.jpg,2026-02-22T16:08:00+0000,498,37,true
17900000000000137,17841400445123456,"Lab day.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/b159a04c3b00.jpg,https://www.instagram.com/p/87da678f/,https://scontent.cdninstagram.com/b159a04c3b00_t.jpg,2026-06-15T06:45:00+0000,408,59,true
17900000000000138,17841400445123456,"Reading list update.",VIDEO,https://scontent.cdninstagram.com/1aaeec319ccc.jpg,https://www.instagram.com/p/749f4608/,https://scontent.cdninstagram.com/1aaeec319ccc_t.jpg,2026-04-01T08:37:00+0000,391,15,true
17900000000000139,17841400445123456,"Coffee and code.",IMAGE,https://scontent.cdninstagram.com/b639dab8111c.jpg,https://www.instagram.com/p/3b0aab88/,https://scontent.cdninstagram.com/b639dab8111c_t.jpg,2026-01-02T20:44:00+0000,193,23,true
17900000000000140,17841400445123456,"Reading list update.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/68ddd75382ec.jpg,https://www.instagram.com/p/90e25450/,https://scontent.cdninstagram.com/68ddd75382ec_t.jpg,2026-10-16T19:49:00+0000,110,37,true
17900000000000141,17841400445123456,"Weekend hike in the White Mountains.",VIDEO,https://scontent.cdninstagram.com/b594de2833fb.jpg,https://www.instagram.com/p/6d17cbe5/,https://scontent.cdninstagram.com/b594de2833fb_t.jpg,2026-06-12T11:21:00+0000,256,32,true
17900000000000142,17841400445123456,"Conference week.",VIDEO,https://scontent.cdninstagram.com/09562f739afa.jpg,https://www.instagram.com/p/e5e149a5/,https://scontent.cdninstagram.com/09562f739afa_t.jpg,2026-03-22T15:46:00+0000,267,59,true
17900000000000143,17841400445123456,"Conference week.",VIDEO,https://scontent.cdninstagram.com/be00468ae996.jpg,https://www.instagram.com/p/5de2c463/,https://scontent.cdninstagram.com/be00468ae996_t.jpg,2026-05-02T19:12:00+0000,317,30,true
17900000000000144,17841400445123456,"Lab day.",VIDEO,https://scontent.cdninstagram.com/19e1248b9e68.jpg,https://www.instagram.com/p/c33b040a/,https://scontent.cdninstagram.com/19e1248b9e68_t.jpg,2026-02-07T09:02:00+0000,55,22,true
17900000000000145,17841400445123456,"Weekend hike in the White Mountains.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/66e12794a831.jpg,https://www.instagram.com/p/538ede66/,https://scontent.cdninstagram.com/66e12794a831_t.jpg,2026-07-18T15:12:00+0000,153,44,true
17900000000000146,17841400445123456,"Home cooking.",VIDEO,https://scontent.cdninstagram.com/9a77b4420565.jpg,https://www.instagram.com/p/ae080e4e/,https://scontent.cdninstagram.com/9a77b4420565_t.jpg,2026-03-16T21:42:00+0000,416,4,true
17900000000000147,17841400445123456,"Conference week.",VIDEO,https://scontent.cdninstagram.com/d0d98eb00b60.jpg,https://www.instagram.com/p/f5e880b6/,https://scontent.cdninstagram.com/d0d98eb00b60_t.jpg,2026-03-05T20:41:00+0000,358,2,true
17900000000000148,17841400445123456,"New PR at the track.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/4b38685f7cdc.jpg,https://www.instagram.com/p/307483f7/,https://scontent.cdninstagram.com/4b38685f7cdc_t.jpg,2026-03-02T19:31:00+0000,102,49,true
17900000000000149,17841400445123456,"Weekend hike in the White Mountains.",IMAGE,https://scontent.cdninstagram.com/384702c58da6.jpg,https://www.instagram.com/p/0e1b3f3b/,https://scontent.cdninstagram.com/384702c58da6_t.jpg,2026-05-14T21:47:00+0000,282,30,true
17900000000000150,17841400445123456,"Morning run along the Charles.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/8f1d98bf85b0.jpg,https://www.instagram.com/p/32ca9874/,https://scontent.cdninstagram.com/8f1d98bf85b0_t.jpg,2026-02-11T11:27:00+0000,378,30,true
17900000000000151,17841400445123456,"Data viz Friday.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/b459d4d8ccd8.jpg,https://www.instagram.com/p/313e4276/,https://scontent.cdninstagram.com/b459d4d8ccd8_t.jpg,2026-04-08T09:44:00+0000,371,8,true
17900000000000152,17841400445123456,"Sunset in Cambridge.",VIDEO,https://scontent.cdninstagram.com/0a854f43012f.jpg,https://www.instagram.com/p/53ecbe1a/,https://scontent.cdninstagram.com/0a854f43012f_t.jpg,2026-10-02T17:59:00+0000,162,6,true
17900000000000153,17841400445123456,"Coffee and code.",IMAGE,https://scontent.cdninstagram.com/dcac9d814833.jpg,https://www.instagram.com/p/dfe2f808/,https://scontent.cdninstagram.com/dcac9d814833_t.jpg,2026-08-23T06:34:00+0000,114,41,true
17900000000000154,17841400445123456,"Morning run along the Charles.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/7687fb637658.jpg,https://www.instagram.com/p/bd83bdd5/,https://scontent.cdninstagram.com/7687fb637658_t.jpg,2026-10-01T16:54:00+0000,115,1,true
17900000000000155,17841400445123456,"Weekend hike in the White Mountains.",IMAGE,https://scontent.cdninstagram.com/fad92a9dfc31.jpg,https://www.instagram.com/p/8ab928d6/,https://scontent.cdninstagram.com/fad92a9dfc31_t.jpg,2026-09-14T11:08:00+0000,89,36,true
17900000000000156,17841400445123456,"Morning run along the Charles.",IMAGE,https://scontent.cdninstagram.com/33a7544c8c60.jpg,https://www.instagram.com/p/3a3f9bd8/,https://scontent.cdninstagram.com/33a7544c8c60_t.jpg,2026-02-09T16:27:00+0000,161,36,true
17900000000000157,17841400445123456,"New PR at the track.",IMAGE,https://scontent.cdninstagram.com/5b6df2ab2cc4.jpg,https://www.instagram.com/p/6e062c28/,https://scontent.cdninstagram.com/5b6df2ab2cc4_t.jpg,2026-07-26T21:19:00+0000,188,20,true
17900000000000158,17841400445123456,"Data viz Friday.",VIDEO,https://scontent.cdninstagram.com/25d65f7c6811.jpg,https://www.instagram.com/p/f8ddf826/,https://scontent.cdninstagram.com/25d65f7c6811_t.jpg,2026-06-04T08:35:00+0000,283,41,true
17900000000000159,17841400445123456,"Home cooking.",IMAGE,https://scontent.cdninstagram.com/4f5df19ce5f6.jpg,https://www.instagram.com/p/6309a18d/,https://scontent.cdninstagram.com/4f5df19ce5f6_t.jpg,2026-08-12T21:59:00+0000,260,36,true
17900000000000160,17841400445123456,"Reading list update.",VIDEO,https://scontent.cdninstagram.com/2f9df787341e.jpg,https://www.instagram.com/p/e0e99b05/,https://scontent.cdninstagram.com/2f9df787341e_t.jpg,2026-10-20T06:27:00+0000,338,35,true
17900000000000161,17841400445123456,"Lab day.",IMAGE,https://scontent.cdninstagram.com/76d402afb17e.jpg,https://www.instagram.com/p/b965faf7/,https://scontent.cdninstagram.com/76d402afb17e_t.jpg,2026-09-03T13:39:00+0000,345,51,true
17900000000000162,17841400445123456,"Weekend hike in the White Mountains.",VIDEO,https://scontent.cdninstagram.com/befe0efc6ddc.jpg,https://www.instagram.com/p/5fd841a1/,https://scontent.cdninstagram.com/befe0efc6ddc_t.jpg,2026-08-19T18:33:00+0000,102,51,true
17900000000000163,17841400445123456,"Weekend hike in the White Mountains.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/0a85514c18ed.jpg,https://www.instagram.com/p/99f2c32b/,https://scontent.cdninstagram.com/0a85514c18ed_t.jpg,2026-02-27T21:37:00+0000,489,49,true
17900000000000164,17841400445123456,"Lab day.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/3cc0e5cc5863.jpg,https://www.instagram.com/p/a07c2d79/,https://scontent.cdninstagram.com/3cc0e5cc5863_t.jpg,2026-01-19T11:50:00+0000,461,33,true
17900000000000165,17841400445123456,"Reading list update.",VIDEO,https://scontent.cdninstagram.com/bd4ac695bee4.jpg,https://www.instagram.com/p/d2d4de1e/,https://scontent.cdninstagram.com/bd4ac695bee4_t.jpg,2026-09-06T16:13:00+0000,194,10,true
17900000000000166,17841400445123456,"Weekend hike in the White Mountains.",VIDEO,https://scontent.cdninstagram.com/4e3bb8074b73.jpg,https://www.instagram.com/p/7103e3cb/,https://scontent.cdninstagram.com/4e3bb8074b73_t.jpg,2026-02-21T20:40:00+0000,369,10,true
17900000000000167,17841400445123456,"Reading list update.",IMAGE,https://scontent.cdninstagram.com/50708e0db394.jpg,https://www.instagram.com/p/25017d64/,https://scontent.cdninstagram.com/50708e0db394_t.jpg,2026-02-20T19:33:00+0000,80,17,true
17900000000000168,17841400445123456,"Reading list update.",VIDEO,https://scontent.cdninstagram.com/c48fb72337b9.jpg,https://www.instagram.com/p/128ba896/,https://scontent.cdninstagram.com/c48fb72337b9_t.jpg,2026-10-05T21:08:00+0000,88,58,true
17900000000000169,17841400445123456,"New PR at the track.",VIDEO,https://scontent.cdninstagram.com/a815fe16aa8a.jpg,https://www.instagram.com/p/3cef1d30/,https://scontent.cdninstagram.com/a815fe16aa8a_t.jpg,2026-04-16T12:02:00+0000,376,38,true
17900000000000170,17841400445123456,"Data viz Friday.",VIDEO,https://scontent.cdninstagram.com/d3a2119b66a3.jpg,https://www.instagram.com/p/120fff26/,https://scontent.cdninstagram.com/d3a2119b66a3_t.jpg,2026-06-16T21:48:00+0000,45,29,true
17900000000000171,17841400445123456,"Data viz Friday.",IMAGE,https://scontent.cdninstagram.com/2ac6e496f691.jpg,https://www.instagram.com/p/339b2fe9/,https://scontent.cdninstagram.com/2ac6e496f691_t.jpg,2026-04-11T10:02:00+0000,305,21,true
17900000000000172,17841400445123456,"Sunset in Cambridge.",VIDEO,https://scontent.cdninstagram.com/02cac88ba44c.jpg,https://www.instagram.com/p/8909603e/,https://scontent.cdninstagram.com/02cac88ba44c_t.jpg,2026-04-16T17:19:00+0000,441,29,true
17900000000000173,17841400445123456,"New PR at the track.",IMAGE,https://scontent.cdninstagram.com/22f5846c9e4a.jpg,https://www.instagram.com/p/ad1eb21f/,https://scontent.cdninstagram.com/22f5846c9e4a_t.jpg,2026-05-19T12:47:00+0000,174,53,true
17900000000000174,17841400445123456,"New PR at the track.",IMAGE,https://scontent.cdninstagram.com/d6321b874e34.jpg,https://www.instagram.com/p/33f8b830/,https://scontent.cdninstagram.com/d6321b874e34_t.jpg,2026-04-23T13:33:00+0000,215,25,true
17900000000000175,17841400445123456,"New PR at the track.",VIDEO,https://scontent.cdninstagram.com/fa0bddf2a28e.jpg,https://www.instagram.com/p/499cecc2/,https://scontent.cdninstagram.com/fa0bddf2a28e_t.jpg,2026-06-12T13:17:00+0000,456,40,true
17900000000000176,17841400445123456,"Conference week.",VIDEO,https://scontent.cdninstagram.com/cd8a4479e876.jpg,https://www.instagram.com/p/4cd905bd/,https://scontent.cdninstagram.com/cd8a4479e876_t.jpg,2026-07-12T08:26:00+0000,408,51,true
17900000000000177,17841400445123456,"Conference week.",VIDEO,https://scontent.cdninstagram.com/1316a86d9e90.jpg,https://www.instagram.com/p/1fe655d1/,https://scontent.cdninstagram.com/1316a86d9e90_t.jpg,2026-07-09T12:18:00+0000,418,0,true
17900000000000178,17841400445123456,"Weekend hike in the White Mountains.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/7c0fe28a61bb.jpg,https://www.instagram.com/p/60f1bbbd/,https://scontent.cdninstagram.com/7c0fe28a61bb_t.jpg,2026-07-09T15:56:00+0000,477,1,true
17900000000000179,17841400445123456,"New PR at the track.",VIDEO,https://scontent.cdninstagram.com/7db6e75dea2f.jpg,https://www.instagram.com/p/73f492ad/,https://scontent.cdninstagram.com/7db6e75dea2f_t.jpg,2026-05-08T13:05:00+0000,23,39,true
17900000000000180,17841400445123456,"Reading list update.",VIDEO,https://scontent.cdninstagram.com/5a89a73955df.jpg,https://www.instagram.com/p/a1318c5b/,https://scontent.cdninstagram.com/5a89a73955df_t.jpg,2026-07-22T21:24:00+0000,21,7,true
17900000000000181,17841400445123456,"New PR at the track.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/4bc17f731840.jpg,https://www.instagram.com/p/06e44a2e/,https://scontent.cdninstagram.com/4bc17f731840_t.jpg,2026-07-18T06:48:00+0000,215,29,true
17900000000000182,17841400445123456,"Home cooking.",VIDEO,https://scontent.cdninstagram.com/f3f0664a9b8b.jpg,https://www.instagram.com/p/a0f075a9/,https://scontent.cdninstagram.com/f3f0664a9b8b_t.jpg,2026-05-08T12:13:00+0000,111,25,true
17900000000000183,17841400445123456,"Reading list update.",IMAGE,https://scontent.cdninstagram.com/3ea3943e839a.jpg,https://www.instagram.com/p/13b82746/,https://scontent.cdninstagram.com/3ea3943e839a_t.jpg,2026-05-04T12:46:00+0000,266,26,true
17900000000000184,17841400445123456,"Coffee and code.",VIDEO,https://scontent.cdninstagram.com/2084086a1516.jpg,https://www.instagram.com/p/d073b07f/,https://scontent.cdninstagram.com/2084086a1516_t.jpg,2026-07-21T06:33:00+0000,363,30,true
17900000000000185,17841400445123456,"Morning run along the Charles.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/989c3ac8b5a9.jpg,https://www.instagram.com/p/c17c5e97/,https://scontent.cdninstagram.com/989c3ac8b5a9_t.jpg,2026-09-27T09:48:00+0000,495,7,true
17900000000000186,17841400445123456,"Sunset in Cambridge.",VIDEO,https://scontent.cdninstagram.com/38604a18c522.jpg,https://www.instagram.com/p/4e865e2a/,https://scontent.cdninstagram.com/38604a18c522_t.jpg,2026-03-01T19:38:00+0000,34,1,true
17900000000000187,17841400445123456,"Reading list update.",VIDEO,https://scontent.cdninstagram.com/2f83d143fa52.jpg,https://www.instagram.com/p/fe00b630/,https://scontent.cdninstagram.com/2f83d143fa52_t.jpg,2026-05-21T19:26:00+0000,297,59,true
17900000000000188,17841400445123456,"New PR at the track.",IMAGE,https://scontent.cdninstagram.com/d698d95ccf52.jpg,https://www.instagram.com/p/a56b9fa2/,https://scontent.cdninstagram.com/d698d95ccf52_t.jpg,2026-09-05T15:12:00+0000,495,37,true
17900000000000189,17841400445123456,"Reading list update.",IMAGE,https://scontent.cdninstagram.com/b25a81580c55.jpg,https://www.instagram.com/p/943c1164/,https://scontent.cdninstagram.com/b25a81580c55_t.jpg,2026-06-21T19:10:00+0000,283,32,true
17900000000000190,17841400445123456,"Home cooking.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/2900c20a9a98.jpg,https://www.instagram.com/p/0eaca49b/,https://scontent.cdninstagram.com/2900c20a9a98_t.jpg,2026-06-12T09:14:00+0000,192,28,true
17900000000000191,17841400445123456,"Data viz Friday.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/5721e156c496.jpg,https://www.instagram.com/p/49268d3a/,https://scontent.cdninstagram.com/5721e156c496_t.jpg,2026-04-17T15:11:00+0000,433,59,true
17900000000000192,17841400445123456,"Weekend hike in the White Mountains.",IMAGE,https://scontent.cdninstagram.com/b9b28d5288ae.jpg,https://www.instagram.com/p/8405b37c/,https://scontent.cdninstagram.com/b9b28d5288ae_t.jpg,2026-09-14T19:40:00+0000,156,28,true
17900000000000193,17841400445123456,"Data viz Friday.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/3f363aa297d6.jpg,https://www.instagram.com/p/30e02519/,https://scontent.cdninstagram.com/3f363aa297d6_t.jpg,2026-04-27T11:20:00+0000,486,54,true
17900000000000194,17841400445123456,"Lab day.",VIDEO,https://scontent.cdninstagram.com/b3c97fe944ad.jpg,https://www.instagram.com/p/9db45094/,https://scontent.cdninstagram.com/b3c97fe944ad_t.jpg,2026-01-02T12:14:00+0000,300,54,true
17900000000000195,17841400445123456,"Morning run along the Charles.",IMAGE,https://scontent.cdninstagram.com/69524675a4f3.jpg,https://www.instagram.com/p/24bea3f1/,https://scontent.cdninstagram.com/69524675a4f3_t.jpg,2026-09-21T11:20:00+0000,91,15,true
17900000000000196,17841400445123456,"Reading list update.",IMAGE,https://scontent.cdninstagram.com/ecbba82be792.jpg,https://www.instagram.com/p/65911514/,https://scontent.cdninstagram.com/ecbba82be792_t.jpg,2026-05-04T16:47:00+0000,88,24,true
17900000000000197,17841400445123456,"Lab day.",VIDEO,https://scontent.cdninstagram.com/35b2cb7d9399.jpg,https://www.instagram.com/p/20f2adbd/,https://scontent.cdninstagram.com/35b2cb7d9399_t.jpg,2026-08-07T08:10:00+0000,318,15,true
17900000000000198,17841400445123456,"Coffee and code.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/60f66f78c66b.jpg,https://www.instagram.com/p/ec8eb722/,https://scontent.cdninstagram.com/60f66f78c66b_t.jpg,2026-01-10T15:30:00+0000,223,12,true
17900000000000199,17841400445123456,"Reading list update.",CAROUSEL_ALBUM,https://scontent.cdninstagram.com/78261f683332.jpg,https://www.instagram.com/p/965460ed/,https://scontent.cdninstagram.com/78261f683332_t.jpg,2026-06-10T14:58:00+0000,373,59,true
