id,meeting_id,recording_type,file_type,file_size,recording_start,recording_end,play_url,status
rec-ref-011,8001112237,shared_screen_with_speaker_view,MP4,161084485,2026-04-18T08:00:00Z,2026-06-09T11:30:00Z,https://zoom.us/rec/play/011,completed
rec-ref-012,8001112238,shared_screen_with_speaker_view,M4A,302887804,2026-08-17T14:00:00Z,2026-08-07T08:30:00Z,https://zoom.us/rec/play/012,completed
rec-ref-013,8001112239,shared_screen_with_speaker_view,MP4,312233743,2026-07-25T11:00:00Z,2026-08-27T17:30:00Z,https://zoom.us/rec/play/013,completed
rec-ref-014,8001112240,shared_screen_with_speaker_view,MP4,481688342,2026-02-28T14:00:00Z,2026-07-13T13:30:00Z,https://zoom.us/rec/play/014,completed
rec-ref-015,8001112241,shared_screen_with_speaker_view,M4A,443503663,2026-05-04T08:00:00Z,2026-04-07T10:30:00Z,https://zoom.us/rec/play/015,completed
rec-ref-016,8001112242,shared_screen_with_speaker_view,M4A,84421958,2026-05-13T12:00:00Z,2026-08-13T09:30:00Z,https://zoom.us/rec/play/016,completed
rec-ref-017,8001112243,shared_screen_with_speaker_view,M4A,448690969,2026-03-25T17:00:00Z,2026-09-25T17:30:00Z,https://zoom.us/rec/play/017,completed
rec-ref-018,8001112244,shared_screen_with_speaker_view,MP4,43272551,2026-08-19T14:00:00Z,2026-07-01T14:30:00Z,https://zoom.us/rec/play/018,completed
rec-ref-019,8001112245,shared_screen_with_speaker_view,M4A,39265172,2026-02-23T13:00:00Z,2026-04-08T12:30:00Z,https://zoom.us/rec/play/019,completed
rec-ref-020,8001112246,shared_screen_with_speaker_view,MP4,338727026,2026-05-22T13:00:00Z,2026-09-23T16:30:00Z,https://zoom.us/rec/play/020,completed
rec-ref-021,8001112247,shared_screen_with_speaker_view,M4A,363088398,2026-06-25T08:00:00Z,2026-09-24T09:30:00Z,https://zoom.us/rec/play/021,completed
rec-ref-022,8001112248,shared_screen_with_speaker_view,M4A,55021781,2026-09-28T17:00:00Z,2026-08-28T11:30:00Z,https://zoom.us/rec/play/022,completed
rec-ref-023,8001112249,shared_screen_with_speaker_view,MP4,352198008,2026-09-18T16:00:00Z,2026-03-13T09:30:00Z,https://zoom.us/rec/play/023,completed
rec-ref-024,8001112250,shared_screen_with_speaker_view,M4A,73684062,2026-05-11T14:00:00Z,2026-01-23T14:30:00Z,https://zoom.us/rec/play/024,completed
rec-ref-025,8001112251,shared_screen_with_speaker_view,M4A,198153006,2026-04-10T11:00:00Z,2026-03-28T09:30:00Z,https://zoom.us/rec/play/025,completed
rec-ref-026,8001112252,shared_screen_with_speaker_view,M4A,336040441,2026-04-26T15:00:00Z,2026-05-10T08:30:00Z,https://zoom.us/rec/play/026,completed
rec-ref-027,8001112253,shared_screen_with_speaker_view,MP4,455250272,2026-07-03T16:00:00Z,2026-01-04T15:30:00Z,https://zoom.us/rec/play/027,completed
rec-ref-028,8001112254,shared_screen_with_speaker_view,M4A,211164172,2026-03-28T13:00:00Z,2026-09-04T17:30:00Z,https://zoom.us/rec/play/028,completed
rec-ref-029,8001112255,shared_screen_with_speaker_view,M4A,134781076,2026-06-25T10:00:00Z,2026-07-18T11:30:00Z,https://zoom.us/rec/play/029,completed
rec-ref-030,8001112256,shared_screen_with_speaker_view,M4A,399499278,2026-03-21T12:00:00Z,2026-03-06T17:30:00Z,https://zoom.us/rec/play/030,completed
rec-ref-031,8001112257,shared_screen_with_speaker_view,M4A,131261924,2026-02-17T13:00:00Z,2026-07-27T12:30:00Z,https://zoom.us/rec/play/031,completed
rec-ref-032,8001112258,shared_screen_with_speaker_view,M4A,375084176,2026-05-09T09:00:00Z,2026-02-10T17:30:00Z,https://zoom.us/rec/play/032,completed
rec-ref-033,8001112259,shared_screen_with_speaker_view,MP4,118319272,2026-09-18T10:00:00Z,2026-01-04T10:30:00Z,https://zoom.us/rec/play/033,completed
rec-ref-034,8001112260,shared_screen_with_speaker_view,M4A,327940956,2026-02-05T14:00:00Z,2026-04-06T14:30:00Z,https://zoom.us/rec/play/034,completed
rec-ref-035,8001112261,shared_screen_with_speaker_view,M4A,50245606,2026-04-05T14:00:00Z,2026-02-10T09:30:00Z,https://zoom.us/rec/play/035,completed
rec-ref-036,8001112262,shared_screen_with_speaker_view,M4A,353496306,2026-05-09T08:00:00Z,2026-04-12T16:30:00Z,https://zoom.us/rec/play/036,completed
rec-ref-037,8001112263,shared_screen_with_speaker_view,MP4,246000914,2026-08-05T16:00:00Z,2026-07-19T13:30:00Z,https://zoom.us/rec/play/037,completed
rec-ref-038,8001112264,shared_screen_with_speaker_view,M4A,134014310,2026-05-20T11:00:00Z,2026-03-03T10:30:00Z,https://zoom.us/rec/play/038,completed
rec-ref-039,8001112265,shared_screen_with_speaker_view,MP4,210124550,2026-05-20T14:00:00Z,2026-04-27T17:30:00Z,https://zoom.us/rec/play/039,completed
rec-ref-040,8001112266,shared_screen_with_speaker_view,M4A,15407465,2026-08-21T13:00:00Z,2026-06-27T14:30:00Z,https://zoom.us/rec/play/040,completed
rec-ref-041,8001112267,shared_screen_with_speaker_view,MP4,277571157,2026-06-18T17:00:00Z,2026-02-20T17:30:00Z,https://zoom.us/rec/play/041,completed
rec-ref-042,8001112268,shared_screen_with_speaker_view,M4A,360871195,2026-04-06T16:00:00Z,2026-05-23T11:30:00Z,https://zoom.us/rec/play/042,completed
rec-ref-043,8001112269,shared_screen_with_speaker_view,MP4,42618395,2026-08-24T10:00:00Z,2026-08-25T14:30:00Z,https://zoom.us/rec/play/043,completed
rec-ref-044,8001112270,shared_screen_with_speaker_view,MP4,348275846,2026-07-01T13:00:00Z,2026-08-07T08:30:00Z,https://zoom.us/rec/play/044,completed
rec-ref-045,8001112271,shared_screen_with_speaker_view,MP4,86074862,2026-08-09T13:00:00Z,2026-07-26T13:30:00Z,https://zoom.us/rec/play/045,completed
rec-ref-046,8001112272,shared_screen_with_speaker_view,MP4,36542908,2026-06-24T14:00:00Z,2026-02-23T08:30:00Z,https://zoom.us/rec/play/046,completed
rec-ref-047,8001112273,shared_screen_with_speaker_view,MP4,173366414,2026-05-26T16:00:00Z,2026-03-06T09:30:00Z,https://zoom.us/rec/play/047,completed
rec-ref-048,8001112274,shared_screen_with_speaker_view,MP4,441755732,2026-09-08T15:00:00Z,2026-03-26T08:30:00Z,https://zoom.us/rec/play/048,completed
rec-ref-049,8001112275,shared_screen_with_speaker_view,M4A,82007337,2026-04-25T08:00:00Z,2026-04-17T13:30:00Z,https://zoom.us/rec/play/049,completed
rec-ref-050,8001112276,shared_screen_with_speaker_view,M4A,206215816,2026-04-24T16:00:00Z,2026-04-10T16:30:00Z,https://zoom.us/rec/play/050,completed
rec-ref-051,8001112277,shared_screen_with_speaker_view,MP4,294504105,2026-06-21T10:00:00Z,2026-02-03T11:30:00Z,https://zoom.us/rec/play/051,completed
rec-ref-052,8001112278,shared_screen_with_speaker_view,M4A,412327509,2026-02-02T08:00:00Z,2026-07-17T11:30:00Z,https://zoom.us/rec/play/052,completed
rec-ref-053,8001112279,shared_screen_with_speaker_view,MP4,16782969,2026-05-06T13:00:00Z,2026-01-24T17:30:00Z,https://zoom.us/rec/play/053,completed
rec-ref-054,8001112280,shared_screen_with_speaker_view,MP4,434262627,2026-02-19T16:00:00Z,2026-08-17T12:30:00Z,https://zoom.us/rec/play/054,completed
rec-ref-055,8001112281,shared_screen_with_speaker_view,M4A,404490968,2026-09-05T13:00:00Z,2026-08-18T12:30:00Z,https://zoom.us/rec/play/055,completed
rec-ref-056,8001112282,shared_screen_with_speaker_view,MP4,331673988,2026-08-09T14:00:00Z,2026-09-18T15:30:00Z,https://zoom.us/rec/play/056,completed
rec-ref-057,8001112283,shared_screen_with_speaker_view,M4A,192668745,2026-02-12T10:00:00Z,2026-01-20T12:30:00Z,https://zoom.us/rec/play/057,completed
rec-ref-058,8001112284,shared_screen_with_speaker_view,MP4,458817983,2026-09-07T16:00:00Z,2026-04-08T15:30:00Z,https://zoom.us/rec/play/058,completed
rec-ref-059,8001112285,shared_screen_with_speaker_view,M4A,209015884,2026-05-24T17:00:00Z,2026-08-25T10:30:00Z,https://zoom.us/rec/play/059,completed
rec-ref-060,8001112286,shared_screen_with_speaker_view,M4A,150253421,2026-08-26T08:00:00Z,2026-03-10T09:30:00Z,https://zoom.us/rec/play/060,completed
rec-ref-061,8001112287,shared_screen_with_speaker_view,M4A,190574687,2026-03-05T15:00:00Z,2026-03-25T10:30:00Z,https://zoom.us/rec/play/061,completed
rec-ref-062,8001112288,shared_screen_with_speaker_view,M4A,120609876,2026-01-06T14:00:00Z,2026-03-18T12:30:00Z,https://zoom.us/rec/play/062,completed
rec-ref-063,8001112289,shared_screen_with_speaker_view,MP4,34179209,2026-01-17T17:00:00Z,2026-04-20T13:30:00Z,https://zoom.us/rec/play/063,completed
rec-ref-064,8001112290,shared_screen_with_speaker_view,MP4,27646331,2026-08-22T17:00:00Z,2026-01-25T15:30:00Z,https://zoom.us/rec/play/064,completed
rec-ref-065,8001112291,shared_screen_with_speaker_view,M4A,387149512,2026-08-16T11:00:00Z,2026-05-15T09:30:00Z,https://zoom.us/rec/play/065,completed
rec-ref-066,8001112292,shared_screen_with_speaker_view,M4A,364116580,2026-04-09T17:00:00Z,2026-06-14T14:30:00Z,https://zoom.us/rec/play/066,completed
rec-ref-067,8001112293,shared_screen_with_speaker_view,M4A,414331861,2026-07-12T17:00:00Z,2026-03-20T08:30:00Z,https://zoom.us/rec/play/067,completed
rec-ref-068,8001112294,shared_screen_with_speaker_view,MP4,19332592,2026-05-04T10:00:00Z,2026-01-28T08:30:00Z,https://zoom.us/rec/play/068,completed
rec-ref-069,8001112295,shared_screen_with_speaker_view,MP4,206229971,2026-02-11T12:00:00Z,2026-02-10T13:30:00Z,https://zoom.us/rec/play/069,completed
rec-ref-070,8001112296,shared_screen_with_speaker_view,M4A,443128070,2026-06-10T15:00:00Z,2026-02-12T16:30:00Z,https://zoom.us/rec/play/070,completed
rec-ref-071,8001112297,shared_screen_with_speaker_view,MP4,58285005,2026-07-28T08:00:00Z,2026-04-09T13:30:00Z,https://zoom.us/rec/play/071,completed
rec-ref-072,8001112298,shared_screen_with_speaker_view,MP4,230334382,2026-03-06T08:00:00Z,2026-04-20T15:30:00Z,https://zoom.us/rec/play/072,completed
rec-ref-073,8001112299,shared_screen_with_speaker_view,MP4,229695086,2026-04-06T09:00:00Z,2026-03-26T17:30:00Z,https://zoom.us/rec/play/073,completed
rec-ref-074,8001112300,shared_screen_with_speaker_view,MP4,392564912,2026-08-22T13:00:00Z,2026-05-03T14:30:00Z,https://zoom.us/rec/play/074,completed
rec-ref-075,8001112301,shared_screen_with_speaker_view,M4A,387694203,2026-08-10T13:00:00Z,2026-08-11T11:30:00Z,https://zoom.us/rec/play/075,completed
rec-ref-076,8001112302,shared_screen_with_speaker_view,MP4,394262419,2026-08-11T08:00:00Z,2026-07-08T10:30:00Z,https://zoom.us/rec/play/076,completed
rec-ref-077,8001112303,shared_screen_with_speaker_view,MP4,63462155,2026-06-06T15:00:00Z,2026-05-16T14:30:00Z,https://zoom.us/rec/play/077,completed
rec-ref-078,8001112304,shared_screen_with_speaker_view,MP4,392506583,2026-09-28T16:00:00Z,2026-07-17T15:30:00Z,https://zoom.us/rec/play/078,completed
rec-ref-079,8001112305,shared_screen_with_speaker_view,MP4,264400976,2026-02-13T13:00:00Z,2026-06-15T13:30:00Z,https://zoom.us/rec/play/079,completed
rec-ref-080,8001112306,shared_screen_with_speaker_view,M4A,93301726,2026-04-20T17:00:00Z,2026-04-27T16:30:00Z,https://zoom.us/rec/play/080,completed
rec-ref-081,8001112307,shared_screen_with_speaker_view,M4A,280864149,2026-02-10T16:00:00Z,2026-01-09T10:30:00Z,https://zoom.us/rec/play/081,completed
rec-ref-082,8001112308,shared_screen_with_speaker_view,MP4,188103475,2026-04-11T17:00:00Z,2026-06-13T15:30:00Z,https://zoom.us/rec/play/082,completed
rec-ref-083,8001112309,shared_screen_with_speaker_view,MP4,451232946,2026-04-19T15:00:00Z,2026-05-21T16:30:00Z,https://zoom.us/rec/play/083,completed
rec-ref-084,8001112310,shared_screen_with_speaker_view,MP4,104630002,2026-02-16T15:00:00Z,2026-03-16T10:30:00Z,https://zoom.us/rec/play/084,completed
rec-ref-085,8001112311,shared_screen_with_speaker_view,MP4,98260797,2026-01-11T08:00:00Z,2026-07-02T09:30:00Z,https://zoom.us/rec/play/085,completed
rec-ref-086,8001112312,shared_screen_with_speaker_view,MP4,275973605,2026-03-22T12:00:00Z,2026-07-23T10:30:00Z,https://zoom.us/rec/play/086,completed
rec-ref-087,8001112313,shared_screen_with_speaker_view,M4A,493661643,2026-06-01T14:00:00Z,2026-02-24T08:30:00Z,https://zoom.us/rec/play/087,completed
rec-ref-088,8001112314,shared_screen_with_speaker_view,MP4,319632270,2026-05-18T08:00:00Z,2026-07-14T11:30:00Z,https://zoom.us/rec/play/088,completed
rec-ref-089,8001112315,shared_screen_with_speaker_view,M4A,309531270,2026-08-17T12:00:00Z,2026-09-18T17:30:00Z,https://zoom.us/rec/play/089,completed
rec-ref-090,8001112316,shared_screen_with_speaker_view,M4A,321040322,2026-02-26T11:00:00Z,2026-05-08T11:30:00Z,https://zoom.us/rec/play/090,completed
rec-ref-091,8001112317,shared_screen_with_speaker_view,M4A,16543687,2026-04-26T14:00:00Z,2026-08-25T08:30:00Z,https://zoom.us/rec/play/091,completed
rec-ref-092,8001112318,shared_screen_with_speaker_view,MP4,473543766,2026-02-03T17:00:00Z,2026-08-11T17:30:00Z,https://zoom.us/rec/play/092,completed
rec-ref-093,8001112319,shared_screen_with_speaker_view,MP4,371691912,2026-09-09T17:00:00Z,2026-05-17T10:30:00Z,https://zoom.us/rec/play/093,completed
rec-ref-094,8001112320,shared_screen_with_speaker_view,M4A,152240779,2026-04-16T17:00:00Z,2026-03-13T09:30:00Z,https://zoom.us/rec/play/094,completed
rec-ref-095,8001112321,shared_screen_with_speaker_view,M4A,112219372,2026-03-26T11:00:00Z,2026-08-04T12:30:00Z,https://zoom.us/rec/play/095,completed
rec-ref-096,8001112322,shared_screen_with_speaker_view,M4A,320249212,2026-01-07T17:00:00Z,2026-06-22T16:30:00Z,https://zoom.us/rec/play/096,completed
rec-ref-097,8001112323,shared_screen_with_speaker_view,M4A,60470186,2026-04-10T13:00:00Z,2026-03-18T14:30:00Z,https://zoom.us/rec/play/097,completed
rec-ref-098,8001112324,shared_screen_with_speaker_view,MP4,316401319,2026-09-27T14:00:00Z,2026-01-07T16:30:00Z,https://zoom.us/rec/play/098,completed
rec-ref-099,8001112325,shared_screen_with_speaker_view,MP4,309083557,2026-05-04T11:00:00Z,2026-05-19T16:30:00Z,https://zoom.us/rec/play/099,completed
rec-ref-100,8001112326,shared_screen_with_speaker_view,M4A,37303475,2026-08-26T15:00:00Z,2026-07-09T10:30:00Z,https://zoom.us/rec/play/100,completed
rec-ref-101,8001112327,shared_screen_with_speaker_view,M4A,278721651,2026-08-19T08:00:00Z,2026-08-12T09:30:00Z,https://zoom.us/rec/play/101,completed
rec-ref-102,8001112328,shared_screen_with_speaker_view,M4A,138024288,2026-02-25T16:00:00Z,2026-06-19T13:30:00Z,https://zoom.us/rec/play/102,completed
rec-ref-103,8001112329,shared_screen_with_speaker_view,M4A,118172907,2026-05-01T12:00:00Z,2026-09-21T13:30:00Z,https://zoom.us/rec/play/103,completed
rec-ref-104,8001112330,shared_screen_with_speaker_view,MP4,96669266,2026-04-27T17:00:00Z,2026-06-13T08:30:00Z,https://zoom.us/rec/play/104,completed
rec-ref-105,8001112226,shared_screen_with_speaker_view,M4A,216730366,2026-09-05T09:00:00Z,2026-04-25T14:30:00Z,https://zoom.us/rec/play/105,completed
rec-ref-106,8001112227,shared_screen_with_speaker_view,M4A,24251904,2026-08-10T15:00:00Z,2026-03-18T08:30:00Z,https://zoom.us/rec/play/106,completed
