tracking_number,status_type,status_code,status_description,service_name,ship_date,scheduled_delivery,latest_activity,latest_activity_location,latest_activity_time
1Z999716617,D,011,Delivered,UPS Ground,2025-08-01,2025-08-01,Delivered - Return label - REI,"Traverse City, MI",2025-08-01T15:40:00-05:00
1Z999462140,D,011,Delivered,UPS Ground,2025-08-10,2025-08-10,Delivered - Gift to Sophie's kids,"Traverse City, MI",2025-08-10T15:40:00-05:00
1Z999917507,D,011,Delivered,UPS Ground,2025-08-27,2025-08-27,Delivered - REI Co-op gear,"Traverse City, MI",2025-08-27T15:40:00-05:00
1Z999970001,D,011,Delivered,UPS Ground,2025-09-01,2025-09-01,Delivered - Amazon package,"Traverse City, MI",2025-09-01T15:40:00-05:00
1Z999578472,D,011,Delivered,UPS Ground,2025-09-15,2025-09-15,Delivered - CE coursework mailer,"Traverse City, MI",2025-09-15T15:40:00-05:00
1Z999653019,D,011,Delivered,UPS Ground,2025-09-16,2025-09-16,Delivered - Return label - REI,"Traverse City, MI",2025-09-16T15:40:00-05:00
1Z999408586,D,011,Delivered,UPS Ground,2025-09-18,2025-09-18,Delivered - Gift to Sophie's kids,"Traverse City, MI",2025-09-18T15:40:00-05:00
1Z999595509,D,011,Delivered,UPS Ground,2025-09-28,2025-09-28,Delivered - REI Co-op gear,"Traverse City, MI",2025-09-28T15:40:00-05:00
1Z999795873,D,011,Delivered,UPS Ground,2025-10-04,2025-10-04,Delivered - Amazon package,"Traverse City, MI",2025-10-04T15:40:00-05:00
1Z999823856,D,011,Delivered,UPS Ground,2025-10-17,2025-10-17,Delivered - CE coursework mailer,"Traverse City, MI",2025-10-17T15:40:00-05:00
1Z999637083,D,011,Delivered,UPS Ground,2025-10-28,2025-10-28,Delivered - Return label - REI,"Traverse City, MI",2025-10-28T15:40:00-05:00
1Z999328751,D,011,Delivered,UPS Ground,2025-11-09,2025-11-09,Delivered - Gift to Sophie's kids,"Traverse City, MI",2025-11-09T15:40:00-05:00
1Z999417469,D,011,Delivered,UPS Ground,2025-11-12,2025-11-12,Delivered - REI Co-op gear,"Traverse City, MI",2025-11-12T15:40:00-05:00
1Z999838254,D,011,Delivered,UPS Ground,2025-11-13,2025-11-13,Delivered - Amazon package,"Traverse City, MI",2025-11-13T15:40:00-05:00
1Z999196231,D,011,Delivered,UPS Ground,2025-11-17,2025-11-17,Delivered - CE coursework mailer,"Traverse City, MI",2025-11-17T15:40:00-05:00
1Z999125229,D,011,Delivered,UPS Ground,2025-11-24,2025-11-24,Delivered - Return label - REI,"Traverse City, MI",2025-11-24T15:40:00-05:00
1Z999204693,D,011,Delivered,UPS Ground,2025-12-02,2025-12-02,Delivered - Gift to Sophie's kids,"Traverse City, MI",2025-12-02T15:40:00-05:00
1Z999201074,D,011,Delivered,UPS Ground,2025-12-03,2025-12-03,Delivered - REI Co-op gear,"Traverse City, MI",2025-12-03T15:40:00-05:00
1Z999198434,D,011,Delivered,UPS Ground,2025-12-16,2025-12-16,Delivered - Amazon package,"Traverse City, MI",2025-12-16T15:40:00-05:00
1Z999520308,D,011,Delivered,UPS Ground,2026-01-11,2026-01-11,Delivered - CE coursework mailer,"Traverse City, MI",2026-01-11T15:40:00-05:00
1Z999727389,D,011,Delivered,UPS Ground,2026-01-26,2026-01-26,Delivered - Return label - REI,"Traverse City, MI",2026-01-26T15:40:00-05:00
1Z999388694,D,011,Delivered,UPS Ground,2026-02-16,2026-02-16,Delivered - Gift to Sophie's kids,"Traverse City, MI",2026-02-16T15:40:00-05:00
1Z999789155,D,011,Delivered,UPS Ground,2026-02-17,2026-02-17,Delivered - REI Co-op gear,"Traverse City, MI",2026-02-17T15:40:00-05:00
1Z999238206,D,011,Delivered,UPS Ground,2026-03-01,2026-03-01,Delivered - Amazon package,"Traverse City, MI",2026-03-01T15:40:00-05:00
1Z999250334,D,011,Delivered,UPS Ground,2026-03-03,2026-03-03,Delivered - CE coursework mailer,"Traverse City, MI",2026-03-03T15:40:00-05:00
1Z999428275,D,011,Delivered,UPS Ground,2026-03-07,2026-03-07,Delivered - Return label - REI,"Traverse City, MI",2026-03-07T15:40:00-05:00
1Z999AA0272,D,011,Delivered,UPS Ground,2026-03-09,2026-03-13,Delivered - REI Co-op gear,"Traverse City, MI",2026-03-13T15:40:00-05:00
1Z999721201,D,011,Delivered,UPS Ground,2026-03-19,2026-03-19,Delivered - Gift to Sophie's kids,"Traverse City, MI",2026-03-19T15:40:00-05:00
1Z999383601,D,011,Delivered,UPS Ground,2026-04-11,2026-04-11,Delivered - REI Co-op gear,"Traverse City, MI",2026-04-11T15:40:00-05:00
1Z999793012,D,011,Delivered,UPS Ground,2026-04-16,2026-04-16,Delivered - Amazon package,"Traverse City, MI",2026-04-16T15:40:00-05:00
1Z999556349,D,011,Delivered,UPS Ground,2026-05-02,2026-05-02,Delivered - CE coursework mailer,"Traverse City, MI",2026-05-02T15:40:00-05:00
1Z999721639,D,011,Delivered,UPS Ground,2026-05-03,2026-05-03,Delivered - Return label - REI,"Traverse City, MI",2026-05-03T15:40:00-05:00
1Z999466629,D,011,Delivered,UPS Ground,2026-05-05,2026-05-05,Delivered - Gift to Sophie's kids,"Traverse City, MI",2026-05-05T15:40:00-05:00
1Z999671427,D,011,Delivered,UPS Ground,2026-05-08,2026-05-08,Delivered - REI Co-op gear,"Traverse City, MI",2026-05-08T15:40:00-05:00
1Z999334803,D,011,Delivered,UPS Ground,2026-05-10,2026-05-10,Delivered - Amazon package,"Traverse City, MI",2026-05-10T15:40:00-05:00
1Z999555400,D,011,Delivered,UPS Ground,2026-05-10,2026-05-10,Delivered - CE coursework mailer,"Traverse City, MI",2026-05-10T15:40:00-05:00
1Z999556404,D,011,Delivered,UPS Ground,2026-05-19,2026-05-19,Delivered - Return label - REI,"Traverse City, MI",2026-05-19T15:40:00-05:00
1Z999379239,D,011,Delivered,UPS Ground,2026-06-01,2026-06-01,Delivered - Gift to Sophie's kids,"Traverse City, MI",2026-06-01T15:40:00-05:00
1Z999348609,D,011,Delivered,UPS Ground,2026-06-04,2026-06-04,Delivered - REI Co-op gear,"Traverse City, MI",2026-06-04T15:40:00-05:00
1Z999273968,D,011,Delivered,UPS Ground,2026-06-13,2026-06-13,Delivered - Amazon package,"Traverse City, MI",2026-06-13T15:40:00-05:00
1Z999449532,D,011,Delivered,UPS Ground,2026-06-25,2026-06-25,Delivered - CE coursework mailer,"Traverse City, MI",2026-06-25T15:40:00-05:00
1Z999251618,D,011,Delivered,UPS Ground,2026-07-05,2026-07-05,Delivered - Return label - REI,"Traverse City, MI",2026-07-05T15:40:00-05:00
1Z999656240,D,011,Delivered,UPS Ground,2026-07-10,2026-07-10,Delivered - Gift to Sophie's kids,"Traverse City, MI",2026-07-10T15:40:00-05:00
1Z999896429,D,011,Delivered,UPS Ground,2026-07-12,2026-07-12,Delivered - REI Co-op gear,"Traverse City, MI",2026-07-12T15:40:00-05:00
1Z999769900,D,011,Delivered,UPS Ground,2026-08-05,2026-08-05,Delivered - Amazon package,"Traverse City, MI",2026-08-05T15:40:00-05:00
1Z999987053,D,011,Delivered,UPS Ground,2026-08-19,2026-08-19,Delivered - CE coursework mailer,"Traverse City, MI",2026-08-19T15:40:00-05:00
1Z999AA0273,D,011,Delivered,UPS Ground,2026-08-22,2026-08-26,Delivered - REI Co-op gear,"Traverse City, MI",2026-08-26T15:40:00-05:00
1Z999508954,D,011,Delivered,UPS Ground,2026-08-22,2026-08-22,Delivered - Return label - REI,"Traverse City, MI",2026-08-22T15:40:00-05:00
1Z999107202,D,011,Delivered,UPS Ground,2026-08-23,2026-08-23,Delivered - Gift to Sophie's kids,"Traverse City, MI",2026-08-23T15:40:00-05:00
1Z999628938,D,011,Delivered,UPS Ground,2026-08-25,2026-08-25,Delivered - REI Co-op gear,"Traverse City, MI",2026-08-25T15:40:00-05:00
1Z999889931,D,011,Delivered,UPS Ground,2026-09-13,2026-09-13,Delivered - Amazon package,"Traverse City, MI",2026-09-13T15:40:00-05:00
1Z999423776,D,011,Delivered,UPS Ground,2026-09-19,2026-09-19,Delivered - CE coursework mailer,"Traverse City, MI",2026-09-19T15:40:00-05:00
1Z999928250,D,011,Delivered,UPS Ground,2026-10-15,2026-10-15,Delivered - Return label - REI,"Traverse City, MI",2026-10-15T15:40:00-05:00
1Z999168439,D,011,Delivered,UPS Ground,2026-10-18,2026-10-18,Delivered - Gift to Sophie's kids,"Traverse City, MI",2026-10-18T15:40:00-05:00
1Z999455289,D,011,Delivered,UPS Ground,2026-10-19,2026-10-19,Delivered - REI Co-op gear,"Traverse City, MI",2026-10-19T15:40:00-05:00
1Z999921239,D,011,Delivered,UPS Ground,2026-10-24,2026-10-24,Delivered - Amazon package,"Traverse City, MI",2026-10-24T15:40:00-05:00
