id,meeting_id,recording_type,file_type,file_size,recording_start,recording_end,play_url,status
zr_0017,zm_0054,audio_only,MP4,22043427,2026-09-28T19:08:54Z,2026-07-16T18:59:38Z,,completed
zr_0018,zm_0063,audio_only,MP4,29161848,2026-09-15T22:06:11Z,2026-09-06T13:09:26Z,,completed
zr_0019,zm_0021,shared_screen_with_speaker_view,MP4,19988662,2026-03-05T00:20:02Z,2026-09-25T08:59:22Z,,completed
zr_0020,zm_0046,audio_only,MP4,23094156,2026-10-11T23:33:32Z,2026-07-07T12:16:10Z,,completed
zr_0021,zm_0063,shared_screen_with_speaker_view,MP4,4412998,2026-04-30T23:06:41Z,2026-08-12T13:30:09Z,,completed
zr_0022,zm_0010,shared_screen_with_speaker_view,MP4,17561583,2026-08-11T01:58:33Z,2026-07-12T12:38:34Z,,completed
zr_0023,zm_0011,shared_screen_with_speaker_view,MP4,26917660,2026-02-15T20:43:22Z,2026-05-22T15:42:15Z,,completed
zr_0024,zm_0114,shared_screen_with_speaker_view,MP4,26471078,2026-07-07T11:20:47Z,2026-05-12T21:20:59Z,,completed
zr_0025,zm_0099,audio_only,MP4,41351464,2026-04-26T12:35:49Z,2026-03-22T21:02:30Z,,completed
zr_0026,zm_0102,audio_only,MP4,33329789,2026-06-13T20:35:25Z,2026-10-06T03:48:29Z,,completed
zr_0027,zm_0033,audio_only,MP4,42736783,2026-10-14T02:59:20Z,2026-09-13T02:18:59Z,,completed
zr_0028,zm_0086,audio_only,MP4,6052310,2026-08-31T16:49:20Z,2026-06-29T08:30:47Z,,completed
zr_0029,zm_0095,shared_screen_with_speaker_view,MP4,42199653,2026-02-28T03:58:08Z,2026-05-10T14:58:28Z,,completed
zr_0030,zm_0029,audio_only,MP4,37785407,2026-03-21T14:37:56Z,2026-04-04T07:07:34Z,,completed
zr_0031,zm_0023,shared_screen_with_speaker_view,MP4,35765123,2026-05-28T23:29:02Z,2026-02-10T05:56:33Z,,completed
zr_0032,zm_0018,shared_screen_with_speaker_view,MP4,9527554,2026-06-08T20:32:09Z,2026-10-05T04:06:27Z,,completed
zr_0033,zm_0049,audio_only,MP4,7017141,2026-05-14T23:59:38Z,2026-02-25T00:43:47Z,,completed
zr_0034,zm_0074,shared_screen_with_speaker_view,MP4,47522417,2026-06-10T17:15:37Z,2026-03-13T16:47:40Z,,completed
zr_0035,zm_0005,shared_screen_with_speaker_view,MP4,33444496,2026-06-15T11:59:49Z,2026-06-16T22:25:42Z,,completed
zr_0036,zm_0088,audio_only,MP4,27903881,2026-05-19T19:08:20Z,2026-02-26T14:01:05Z,,completed
zr_0037,zm_0044,audio_only,MP4,23738508,2026-07-23T00:35:28Z,2026-09-17T13:41:34Z,,completed
zr_0038,zm_0054,audio_only,MP4,4407536,2026-05-27T09:25:54Z,2026-05-02T15:13:35Z,,completed
zr_0039,zm_0087,shared_screen_with_speaker_view,MP4,21016107,2026-03-06T16:42:20Z,2026-10-07T15:05:35Z,,completed
zr_0040,zm_0090,audio_only,MP4,5047179,2026-09-24T21:06:32Z,2026-08-12T04:07:59Z,,completed
zr_0041,zm_0064,audio_only,MP4,41612884,2026-07-30T10:59:46Z,2026-03-31T03:13:57Z,,completed
zr_0042,zm_0090,audio_only,MP4,37835831,2026-02-07T15:08:52Z,2026-03-28T07:50:12Z,,completed
zr_0043,zm_0090,shared_screen_with_speaker_view,MP4,29049658,2026-09-02T11:18:18Z,2026-05-30T10:56:46Z,,completed
zr_0044,zm_0091,shared_screen_with_speaker_view,MP4,9504701,2026-03-22T21:41:40Z,2026-05-21T21:27:42Z,,completed
zr_0045,zm_0026,shared_screen_with_speaker_view,MP4,38960886,2026-05-24T17:26:44Z,2026-01-23T19:26:41Z,,completed
zr_0046,zm_0107,audio_only,MP4,21721581,2026-05-30T13:31:56Z,2026-04-19T19:03:36Z,,completed
zr_0047,zm_0016,shared_screen_with_speaker_view,MP4,13527267,2026-08-29T13:46:29Z,2026-10-08T17:32:01Z,,completed
zr_0048,zm_0096,audio_only,MP4,15014690,2026-08-24T09:11:02Z,2026-10-10T01:45:22Z,,completed
zr_0049,zm_0080,shared_screen_with_speaker_view,MP4,11522643,2026-06-08T13:36:58Z,2026-02-25T21:10:03Z,,completed
zr_0050,zm_0059,shared_screen_with_speaker_view,MP4,36458711,2026-06-27T13:29:50Z,2026-04-20T03:45:11Z,,completed
zr_0051,zm_0011,audio_only,MP4,10002684,2026-06-13T11:09:53Z,2026-03-29T22:37:31Z,,completed
zr_0052,zm_0040,shared_screen_with_speaker_view,MP4,18931020,2026-04-27T17:49:50Z,2026-08-01T22:06:10Z,,completed
zr_0053,zm_0046,audio_only,MP4,1723731,2026-09-05T04:03:19Z,2026-10-05T19:46:11Z,,completed
zr_0054,zm_0099,shared_screen_with_speaker_view,MP4,46510003,2026-07-10T12:31:35Z,2026-05-02T19:39:29Z,,completed
zr_0055,zm_0021,audio_only,MP4,4197145,2026-03-31T19:57:10Z,2026-03-19T20:06:14Z,,completed
zr_0056,zm_0082,audio_only,MP4,45220970,2026-08-12T10:56:43Z,2026-06-08T08:22:28Z,,completed
zr_0057,zm_0081,audio_only,MP4,45536352,2026-08-17T08:03:06Z,2026-08-13T14:28:23Z,,completed
zr_0058,zm_0017,audio_only,MP4,5398343,2026-09-19T08:08:24Z,2026-07-22T18:50:10Z,,completed
zr_0059,zm_0017,shared_screen_with_speaker_view,MP4,47312379,2026-03-24T00:42:26Z,2026-01-25T19:25:41Z,,completed
zr_0060,zm_0030,shared_screen_with_speaker_view,MP4,2342122,2026-04-25T08:45:54Z,2026-09-20T17:05:45Z,,completed
zr_0061,zm_0016,audio_only,MP4,18063048,2026-01-23T09:52:23Z,2026-09-18T22:33:23Z,,completed
zr_0062,zm_0032,audio_only,MP4,36387299,2026-05-22T22:25:30Z,2026-09-24T20:38:54Z,,completed
zr_0063,zm_0067,audio_only,MP4,8817950,2026-02-03T04:09:44Z,2026-10-09T18:05:02Z,,completed
zr_0064,zm_0031,shared_screen_with_speaker_view,MP4,45323324,2026-02-08T22:04:10Z,2026-02-12T03:38:52Z,,completed
zr_0065,zm_0015,shared_screen_with_speaker_view,MP4,2475416,2026-08-27T09:48:28Z,2026-05-04T09:07:37Z,,completed
zr_0066,zm_0033,audio_only,MP4,27796495,2026-08-11T22:54:19Z,2026-02-24T04:26:04Z,,completed
zr_0067,zm_0015,audio_only,MP4,19349773,2026-10-04T11:57:32Z,2026-03-17T10:44:14Z,,completed
zr_0068,zm_0074,audio_only,MP4,33328677,2026-03-29T15:55:49Z,2026-04-14T22:42:11Z,,completed
zr_0069,zm_0042,audio_only,MP4,1192968,2026-05-27T23:50:40Z,2026-09-24T15:45:51Z,,completed
zr_0070,zm_0030,audio_only,MP4,24533277,2026-04-06T01:25:37Z,2026-01-11T05:53:25Z,,completed
zr_0071,zm_0094,shared_screen_with_speaker_view,MP4,3499859,2026-07-26T10:41:17Z,2026-06-27T07:20:01Z,,completed
zr_0072,zm_0090,shared_screen_with_speaker_view,MP4,42117185,2026-06-27T12:38:21Z,2026-08-15T10:24:40Z,,completed
zr_0073,zm_0113,shared_screen_with_speaker_view,MP4,31844154,2026-05-24T10:52:37Z,2026-05-10T06:38:16Z,,completed
zr_0074,zm_0067,shared_screen_with_speaker_view,MP4,30850927,2026-08-22T08:41:35Z,2026-01-20T19:22:51Z,,completed
zr_0075,zm_0023,audio_only,MP4,2717637,2026-04-08T02:03:36Z,2026-07-29T06:49:05Z,,completed
zr_0076,zm_0006,shared_screen_with_speaker_view,MP4,21051929,2026-03-25T06:28:42Z,2026-09-30T07:02:51Z,,completed
zr_0077,zm_0052,shared_screen_with_speaker_view,MP4,29219567,2026-08-20T03:09:03Z,2026-04-11T13:54:33Z,,completed
zr_0078,zm_0081,audio_only,MP4,17762905,2026-09-04T13:06:33Z,2026-07-26T08:47:14Z,,completed
zr_0079,zm_0084,shared_screen_with_speaker_view,MP4,36576033,2026-03-28T01:15:44Z,2026-08-21T22:12:58Z,,completed
zr_0080,zm_0002,shared_screen_with_speaker_view,MP4,36550365,2026-01-23T08:29:45Z,2026-02-16T17:52:46Z,,completed
zr_0081,zm_0041,audio_only,MP4,48541816,2026-08-24T06:49:09Z,2026-02-15T18:21:36Z,,completed
zr_0082,zm_0046,shared_screen_with_speaker_view,MP4,11797499,2026-04-07T12:25:18Z,2026-03-16T15:11:41Z,,completed
zr_0083,zm_0101,shared_screen_with_speaker_view,MP4,47617574,2026-07-05T19:43:25Z,2026-09-19T09:23:55Z,,completed
zr_0084,zm_0110,shared_screen_with_speaker_view,MP4,21707470,2026-05-10T16:54:28Z,2026-09-13T11:03:59Z,,completed
zr_0085,zm_0000,audio_only,MP4,30371897,2026-08-28T04:20:02Z,2026-07-13T04:23:04Z,,completed
zr_0086,zm_0049,shared_screen_with_speaker_view,MP4,35080320,2026-02-03T05:26:42Z,2026-05-21T01:19:45Z,,completed
zr_0087,zm_0107,shared_screen_with_speaker_view,MP4,45518233,2026-03-05T15:30:29Z,2026-02-25T00:44:42Z,,completed
zr_0088,zm_0035,audio_only,MP4,12434600,2026-07-31T19:22:19Z,2026-09-23T08:56:08Z,,completed
zr_0089,zm_0043,shared_screen_with_speaker_view,MP4,23716317,2026-07-25T23:33:24Z,2026-09-21T09:09:47Z,,completed
zr_0090,zm_0064,audio_only,MP4,40886407,2026-02-09T02:10:04Z,2026-04-08T09:31:30Z,,completed
zr_0091,zm_0033,shared_screen_with_speaker_view,MP4,28715141,2026-04-23T20:48:33Z,2026-08-28T08:16:00Z,,completed
zr_0092,zm_0063,shared_screen_with_speaker_view,MP4,10547379,2026-03-19T09:38:07Z,2026-05-24T00:44:17Z,,completed
zr_0093,zm_0080,audio_only,MP4,31702425,2026-08-05T03:30:01Z,2026-08-01T15:50:08Z,,completed
zr_0094,zm_0055,audio_only,MP4,46689001,2026-09-20T16:07:48Z,2026-04-13T17:41:00Z,,completed
zr_0095,zm_0102,shared_screen_with_speaker_view,MP4,49011268,2026-02-19T20:38:13Z,2026-01-17T02:58:57Z,,completed
zr_0096,zm_0039,audio_only,MP4,1351279,2026-10-01T03:00:47Z,2026-10-04T01:51:07Z,,completed
zr_0097,zm_0003,shared_screen_with_speaker_view,MP4,8695235,2026-03-15T08:07:50Z,2026-06-19T23:49:58Z,,completed
zr_0098,zm_0037,audio_only,MP4,7135119,2026-02-17T18:20:38Z,2026-01-26T00:25:19Z,,completed
zr_0099,zm_0083,shared_screen_with_speaker_view,MP4,38822660,2026-07-23T01:05:54Z,2026-03-21T10:29:46Z,,completed
zr_0100,zm_0046,shared_screen_with_speaker_view,MP4,3208397,2026-06-17T09:26:46Z,2026-04-19T02:26:35Z,,completed
zr_0101,zm_0096,audio_only,MP4,42091463,2026-01-02T03:24:08Z,2026-05-22T06:18:39Z,,completed
zr_0102,zm_0095,shared_screen_with_speaker_view,MP4,35614448,2026-10-05T17:08:47Z,2026-01-06T02:09:19Z,,completed
zr_0103,zm_0058,audio_only,MP4,33671963,2026-09-19T08:15:13Z,2026-03-31T16:00:44Z,,completed
zr_0104,zm_0103,shared_screen_with_speaker_view,MP4,6031877,2026-08-28T02:23:35Z,2026-01-17T14:00:11Z,,completed
zr_0105,zm_0041,shared_screen_with_speaker_view,MP4,14934260,2026-06-25T02:19:05Z,2026-07-11T11:02:02Z,,completed
zr_0106,zm_0030,shared_screen_with_speaker_view,MP4,4222992,2026-01-25T11:56:50Z,2026-07-14T00:07:29Z,,completed
zr_0107,zm_0043,audio_only,MP4,19933192,2026-07-29T14:39:05Z,2026-05-18T02:21:21Z,,completed
zr_0108,zm_0003,shared_screen_with_speaker_view,MP4,42286414,2026-01-22T18:24:52Z,2026-05-26T18:14:13Z,,completed
zr_0109,zm_0026,audio_only,MP4,15262394,2026-06-26T21:46:04Z,2026-03-28T20:25:07Z,,completed
zr_0110,zm_0076,audio_only,MP4,12307113,2026-06-23T20:02:09Z,2026-07-11T07:33:28Z,,completed
zr_0111,zm_0081,audio_only,MP4,7091396,2026-06-13T06:49:32Z,2026-01-18T13:26:59Z,,completed
zr_0112,zm_0016,audio_only,MP4,3845950,2026-04-03T01:52:19Z,2026-06-04T15:15:24Z,,completed
zr_0113,zm_0080,audio_only,MP4,19739488,2026-06-20T23:07:48Z,2026-05-06T06:26:04Z,,completed
zr_0114,zm_0079,shared_screen_with_speaker_view,MP4,7929386,2026-06-25T11:57:38Z,2026-08-01T00:44:56Z,,completed
zr_0115,zm_0004,audio_only,MP4,17358226,2026-05-08T07:05:01Z,2026-03-01T08:02:47Z,,completed
zr_0116,zm_0077,shared_screen_with_speaker_view,MP4,42238677,2026-04-08T20:12:39Z,2026-01-22T06:48:44Z,,completed
zr_0117,zm_0082,shared_screen_with_speaker_view,MP4,47825060,2026-02-04T19:21:15Z,2026-08-27T02:26:25Z,,completed
zr_0118,zm_0090,shared_screen_with_speaker_view,MP4,29126015,2026-08-29T15:23:43Z,2026-09-11T08:00:15Z,,completed
zr_0119,zm_0098,shared_screen_with_speaker_view,MP4,20087244,2026-02-19T15:38:23Z,2026-05-24T03:13:16Z,,completed
