iata_code,name,city_name,city_code,country_name,country_code,latitude,longitude,timezone
AUH,Abu Dhabi International,Abu Dhabi,AUH,United Arab Emirates,AE,24.4330,54.6511,240
DOH,Hamad International,Doha,DOH,Qatar,QA,25.2731,51.6081,180
TLV,Ben Gurion International,Tel Aviv,TLV,Israel,IL,32.0114,34.8867,120
CAI,Cairo International,Cairo,CAI,Egypt,EG,30.1219,31.4056,120
JNB,O. R. Tambo International,Johannesburg,JNB,South Africa,ZA,-26.1392,28.2460,120
CPT,Cape Town International,Cape Town,CPT,South Africa,ZA,-33.9690,18.6017,120
NBO,Jomo Kenyatta International,Nairobi,NBO,Kenya,KE,-1.3192,36.9278,180
DEL,Indira Gandhi International,Delhi,DEL,India,IN,28.5562,77.1000,330
BOM,Chhatrapati Shivaji Maharaj International,Mumbai,BOM,India,IN,19.0896,72.8656,330
BLR,Kempegowda International,Bangalore,BLR,India,IN,13.1986,77.7066,330
SIN,Singapore Changi,Singapore,SIN,Singapore,SG,1.3644,103.9915,480
KUL,Kuala Lumpur International,Kuala Lumpur,KUL,Malaysia,MY,2.7456,101.7099,480
BKK,Suvarnabhumi Airport,Bangkok,BKK,Thailand,TH,13.6900,100.7501,420
HKG,Hong Kong International,Hong Kong,HKG,Hong Kong,HK,22.3080,113.9185,480
PVG,Shanghai Pudong International,Shanghai,SHA,China,CN,31.1443,121.8083,480
PEK,Beijing Capital International,Beijing,BJS,China,CN,40.0799,116.6031,480
CAN,Guangzhou Baiyun International,Guangzhou,CAN,China,CN,23.3924,113.2988,480
ICN,Incheon International,Seoul,SEL,South Korea,KR,37.4602,126.4407,540
NRT,Narita International,Tokyo,TYO,Japan,JP,35.7720,140.3929,540
KIX,Kansai International,Osaka,OSA,Japan,JP,34.4273,135.2440,540
SYD,Sydney Kingsford Smith,Sydney,SYD,Australia,AU,-33.9399,151.1753,660
MEL,Melbourne Airport,Melbourne,MEL,Australia,AU,-37.6690,144.8410,660
BNE,Brisbane Airport,Brisbane,BNE,Australia,AU,-27.3842,153.1175,600
AKL,Auckland Airport,Auckland,AKL,New Zealand,NZ,-37.0082,174.7850,720
MAN,Manchester Airport,Manchester,MAN,United Kingdom,GB,53.3537,-2.2750,0
EDI,Edinburgh Airport,Edinburgh,EDI,United Kingdom,GB,55.9500,-3.3725,0
GLA,Glasgow Airport,Glasgow,GLA,United Kingdom,GB,55.8719,-4.4331,0
LGW,London Gatwick,London,LON,United Kingdom,GB,51.1537,-0.1821,0
STN,London Stansted,London,LON,United Kingdom,GB,51.8850,0.2350,0
NCE,Nice Cote d'Azur,Nice,NCE,France,FR,43.6584,7.2159,60
LYS,Lyon-Saint Exupery,Lyon,LYS,France,FR,45.7256,5.0811,60
GVA,Geneva Airport,Geneva,GVA,Switzerland,CH,46.2381,6.1090,60
DUS,Dusseldorf Airport,Dusseldorf,DUS,Germany,DE,51.2895,6.7668,60
HAM,Hamburg Airport,Hamburg,HAM,Germany,DE,53.6304,9.9882,60
OTP,Bucharest Henri Coanda,Bucharest,BUH,Romania,RO,44.5711,26.0850,120
KEF,Keflavik International,Reykjavik,REK,Iceland,IS,63.9850,-22.6056,0
YHZ,Halifax Stanfield International,Halifax,YHZ,Canada,CA,44.8808,-63.5086,-240
