number,repo,head_branch,base_branch,merged,mergeable,draft,review_state,additions,deletions,changed_files,checks_status
70,brianhenderson/etl-jobs,feature/54dc,main,true,true,false,approved,359,184,17,clean
71,windbridge-partners/grant-templates,feature/3ff2,main,false,true,false,approved,257,62,3,clean
72,windbridge-partners/back-pain-analysis,feature/5df5,main,false,true,false,approved,213,147,2,clean
73,windbridge-partners/clinical-reports,feature/f724,main,true,true,false,approved,185,88,11,clean
74,brianhenderson/survival-models,feature/b3ab,main,true,true,false,approved,111,13,10,clean
75,windbridge-partners/nejm-manuscript,feature/4a75,main,false,true,false,approved,218,17,4,clean
76,windbridge-partners/analysis-utils,feature/60e2,main,false,true,false,approved,351,55,12,clean
77,windbridge-partners/ci-config,feature/af98,main,false,true,false,approved,306,1,3,clean
78,brianhenderson/etl-jobs,feature/3a9e,main,false,true,false,approved,425,76,19,clean
79,brianhenderson/protocol-docs,feature/da00,main,false,true,false,approved,34,26,17,clean
80,brianhenderson/ph206-materials,feature/4985,main,true,true,false,approved,72,69,3,clean
81,windbridge-partners/ci-config,feature/2b07,main,true,true,false,approved,89,13,3,clean
82,windbridge-partners/ml-baselines,feature/f828,main,false,true,false,approved,71,173,10,clean
83,windbridge-partners/dashboard-api,feature/e9e7,main,true,true,false,approved,307,98,10,clean
84,windbridge-partners/ci-config,feature/6e73,main,false,true,false,approved,376,196,6,clean
85,brianhenderson/protocol-docs,feature/c67f,main,true,true,false,approved,470,22,11,clean
86,windbridge-partners/ml-baselines,feature/5c7a,main,false,true,false,approved,436,83,3,clean
87,windbridge-partners/back-pain-analysis,feature/3a28,main,true,true,false,approved,472,61,6,clean
88,windbridge-partners/qc-pipeline,feature/1bc2,main,true,true,false,approved,105,59,15,clean
89,windbridge-partners/dashboard-api,feature/cfac,main,true,true,false,approved,474,136,18,clean
90,windbridge-partners/dataviz-pipeline,feature/4c01,main,true,true,false,approved,63,109,14,clean
91,windbridge-partners/mrna4157-analysis,feature/f372,main,true,true,false,approved,318,52,1,clean
92,windbridge-partners/grant-templates,feature/c292,main,true,true,false,approved,443,29,2,clean
93,brianhenderson/etl-jobs,feature/a6b7,main,true,true,false,approved,316,151,5,clean
94,windbridge-partners/nejm-manuscript,feature/0093,main,false,true,false,approved,240,20,3,clean
95,brianhenderson/protocol-docs,feature/d956,main,false,true,false,approved,366,107,9,clean
96,brianhenderson/ph206-materials,feature/81dd,main,true,true,false,approved,490,150,6,clean
97,windbridge-partners/nejm-manuscript,feature/779b,main,false,true,false,approved,473,119,7,clean
98,brianhenderson/ivf-data-tracker,feature/a8a7,main,true,true,false,approved,25,9,13,clean
99,windbridge-partners/back-pain-analysis,feature/e4a2,main,false,true,false,approved,1,101,14,clean
100,windbridge-partners/qc-pipeline,feature/020d,main,false,true,false,approved,467,83,8,clean
101,windbridge-partners/qc-pipeline,feature/e2ab,main,true,true,false,approved,22,144,4,clean
102,brianhenderson/lab-inventory,feature/510d,main,false,true,false,approved,120,151,19,clean
103,windbridge-partners/grant-templates,feature/0471,main,false,true,false,approved,487,52,13,clean
104,brianhenderson/stats-toolkit,feature/5d94,main,false,true,false,approved,31,75,14,clean
105,windbridge-partners/dashboard-api,feature/223f,main,true,true,false,approved,10,39,18,clean
106,brianhenderson/etl-jobs,feature/e3e4,main,false,true,false,approved,424,105,12,clean
