zpid,address,city,state,zipcode,latitude,longitude,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,year_built,home_type,list_price,zestimate,rent_zestimate,status,days_on_zillow,listing_agent_id
zpid_80000012,5746 Ripley St,Silver Spring,MD,20902,39.0319,-77.0437,4,2,1206,8251,1953,Townhouse,450060,440886,2250,PENDING,58,agt_3013444086
zpid_80000013,2993 Piney Branch Rd,Kensington,MD,20895,39.0259,-77.0215,3,2,947,4262,1995,Townhouse,410113,417440,2050,FOR_SALE,58,agt_de0c4f9322
zpid_80000014,7812 Georgia Ave,Bethesda,MD,20814,39.0143,-77.0619,3,2,913,2739,1973,Townhouse,421257,409695,2106,FOR_SALE,89,agt_681de915d2
zpid_80000015,4206 Ripley St,Silver Spring,MD,20901,38.9739,-77.0218,3,2,1052,7645,1950,SingleFamily,450505,451610,2252,FOR_SALE,87,agt_35b04ff934
zpid_80000016,3124 Blair Mill Rd,Rockville,MD,20852,38.9489,-76.9763,3,2,1083,6072,1994,SingleFamily,386359,378332,1931,PENDING,50,agt_4c1c4b47ed
zpid_80000017,2100 Wayne Ave,Wheaton,MD,20902,38.9736,-77.0189,3,2,1493,7928,2007,Condo,448901,436498,2244,FOR_SALE,31,agt_d6ec564ffd
zpid_80000018,7866 Fenton St,Takoma Park,MD,20912,38.9848,-77.0182,4,3,1239,6776,1968,Townhouse,394059,393640,1970,FOR_SALE,68,agt_59ab60e18e
zpid_80000019,6938 Maple Ave,Silver Spring,MD,20901,39.0015,-77.0684,2,2,1402,6589,1966,Townhouse,415452,410144,2077,FOR_SALE,27,agt_be06a6fabc
zpid_80000020,4562 Georgia Ave,Bethesda,MD,20814,39.0340,-76.9816,3,3,1164,3879,1967,Condo,394184,398491,1970,FOR_SALE,45,agt_8d746ee2a7
zpid_80000021,2371 Piney Branch Rd,Kensington,MD,20895,39.0131,-77.0448,4,2,1392,2838,1960,Townhouse,383291,392841,1916,PENDING,19,agt_1d8d6b90df
zpid_80000022,6877 Ripley St,Silver Spring,MD,20901,38.9996,-76.9888,4,2,1361,5436,2013,Multi-Family,444046,430638,2220,FOR_SALE,3,agt_37f595ca34
zpid_80000023,1515 Sligo Ave,Silver Spring,MD,20901,39.0231,-77.0034,2,2,1017,2815,1967,Condo,452864,467689,2264,FOR_SALE,23,agt_8afbcc974f
zpid_80000024,2694 Wayne Ave,Silver Spring,MD,20910,39.0318,-77.0333,3,2,1445,3275,1955,Townhouse,417754,413705,2088,SOLD,21,agt_4173c73270
zpid_80000025,3069 Sligo Ave,Hyattsville,MD,20782,39.0017,-77.0185,4,1,1013,2347,1994,Multi-Family,456098,459806,2280,PENDING,5,agt_4a2eb394fd
zpid_80000026,6247 Piney Branch Rd,Bethesda,MD,20814,38.9679,-76.9757,4,2,1300,3802,1981,SingleFamily,432534,421779,2162,FOR_SALE,49,agt_92d7839a06
zpid_80000027,6040 Maple Ave,Hyattsville,MD,20782,38.9585,-77.0621,3,1,1078,7970,1972,Condo,431457,440192,2157,FOR_SALE,38,agt_3d8b8a6d4a
zpid_80000028,2960 Blair Mill Rd,Hyattsville,MD,20782,38.9436,-77.0062,3,1,1052,4058,2013,SingleFamily,408885,410105,2044,FOR_SALE,42,agt_0c89a56451
zpid_80000029,5818 Grier Rd,Hyattsville,MD,20782,39.0270,-77.0647,2,3,1275,7663,1960,Townhouse,454136,465084,2270,PENDING,53,agt_3227dc94e8
zpid_80000030,5635 Colesville Rd,Silver Spring,MD,20902,38.9604,-76.9783,3,3,1009,5281,1966,Condo,433784,427496,2168,FOR_SALE,90,agt_fa26dd0f8e
zpid_80000031,4633 Sligo Ave,Silver Spring,MD,20901,38.9944,-77.0032,3,1,1498,4417,1985,SingleFamily,456303,454875,2281,FOR_SALE,68,agt_891ac28626
zpid_80000032,2581 Piney Branch Rd,Bethesda,MD,20814,39.0132,-76.9745,2,2,957,2541,1957,SingleFamily,458174,458666,2290,FOR_SALE,10,agt_e3f696485d
zpid_80000033,7553 Flower Ave,Wheaton,MD,20902,38.9681,-76.9917,4,3,1193,7788,2015,Condo,418991,435289,2094,FOR_SALE,83,agt_455dcd2a7b
zpid_80000034,2714 Georgia Ave,Bethesda,MD,20814,39.0039,-77.0401,3,2,1364,6055,1956,Condo,422797,440518,2113,FOR_SALE,19,agt_6e039a217b
zpid_80000035,8445 Ripley St,Hyattsville,MD,20782,39.0202,-76.9741,3,2,1444,4249,1955,SingleFamily,383355,369260,1916,FOR_SALE,76,agt_1d8d6b90df
zpid_80000036,1438 Wayne Ave,Silver Spring,MD,20901,38.9944,-77.0043,4,1,1497,8277,1980,Multi-Family,405175,394753,2025,PENDING,80,agt_4cfcde8324
zpid_80000037,5031 Fenton St,Bethesda,MD,20814,38.9881,-76.9714,3,3,1240,3622,2012,SingleFamily,458756,464617,2293,FOR_SALE,72,agt_2953ced797
zpid_80000038,189 Piney Branch Rd,Bethesda,MD,20814,38.9624,-77.0243,4,3,1162,5747,1979,Multi-Family,427789,418207,2138,FOR_SALE,5,agt_4da776d48c
zpid_80000039,3956 Wayne Ave,Hyattsville,MD,20782,38.9745,-76.9928,3,3,1491,3667,1962,SingleFamily,437489,454776,2187,SOLD,64,agt_e6b21b4a28
zpid_80000040,4309 Piney Branch Rd,Wheaton,MD,20902,38.9688,-77.0068,4,2,1220,8201,2001,SingleFamily,389927,407829,1949,SOLD,64,agt_77d90c9d19
zpid_80000041,4738 Georgia Ave,Silver Spring,MD,20902,38.9408,-77.0428,4,1,1179,6989,2003,Multi-Family,384695,403565,1923,FOR_SALE,78,agt_669718d4f4
zpid_80000042,7321 Grubb Rd,Kensington,MD,20895,39.0216,-76.9751,2,3,911,3798,1980,Townhouse,407040,406277,2035,FOR_SALE,7,agt_94c0455c4b
zpid_80000043,3776 Bonifant St,Rockville,MD,20852,38.9507,-76.9733,3,2,1055,3631,1982,Multi-Family,423091,442830,2115,FOR_SALE,28,agt_232c16478a
zpid_80000044,6684 Grier Rd,Silver Spring,MD,20902,39.0006,-77.0549,3,2,1195,5984,1960,Townhouse,456744,463036,2283,FOR_SALE,46,agt_d6ec564ffd
zpid_80000045,7677 Colesville Rd,Hyattsville,MD,20782,38.9424,-76.9735,3,2,1101,5977,1953,Townhouse,387761,375030,1938,FOR_SALE,35,agt_491158d4f6
zpid_80000046,2186 Colesville Rd,Silver Spring,MD,20902,38.9407,-77.0625,2,1,965,6346,2015,SingleFamily,418939,437054,2094,FOR_SALE,18,agt_7e93410df6
zpid_80000047,1339 Ripley St,Takoma Park,MD,20912,39.0319,-77.0695,3,2,1385,7451,2014,Multi-Family,395174,398978,1975,FOR_SALE,80,agt_455dcd2a7b
zpid_80000048,5168 Wayne Ave,Kensington,MD,20895,39.0210,-77.0084,3,2,972,2374,2012,Condo,389083,404621,1945,FOR_SALE,5,agt_be06a6fabc
zpid_80000049,9107 Flower Ave,Bethesda,MD,20814,38.9754,-77.0206,3,2,1161,6090,1994,Townhouse,453278,461010,2266,FOR_SALE,84,agt_b0b0823347
zpid_80000050,7351 Ellsworth Dr,Silver Spring,MD,20902,39.0173,-77.0111,3,3,939,4335,1950,Multi-Family,454427,470512,2272,FOR_SALE,63,agt_b7668d63f9
zpid_80000051,8215 Maple Ave,Silver Spring,MD,20901,38.9445,-76.9801,3,1,1466,3177,1951,Condo,397704,390587,1988,FOR_SALE,26,agt_243c7360ec
zpid_80000052,6764 Grier Rd,Bethesda,MD,20814,39.0072,-76.9966,2,2,1199,3848,1958,Multi-Family,439423,448260,2197,FOR_SALE,65,agt_478d3913e9
zpid_80000053,7954 Grier Rd,Silver Spring,MD,20902,39.0326,-77.0276,3,2,1459,2368,1986,Condo,383047,391249,1915,FOR_SALE,67,agt_8eb723085b
zpid_80000054,6534 Ripley St,Silver Spring,MD,20902,39.0251,-76.9800,3,3,916,6891,1964,Condo,454166,458064,2270,FOR_SALE,44,agt_2189f470aa
zpid_80000055,7749 Sligo Ave,Hyattsville,MD,20782,39.0231,-77.0275,3,2,1185,2280,1982,Multi-Family,432524,427136,2162,FOR_SALE,18,agt_478d3913e9
zpid_80000056,7044 Georgia Ave,Rockville,MD,20852,39.0343,-76.9757,3,2,945,6250,1951,Multi-Family,400576,420468,2002,FOR_SALE,15,agt_8eb723085b
zpid_80000057,3974 Blair Mill Rd,Silver Spring,MD,20910,38.9669,-77.0177,3,3,1143,4375,2001,SingleFamily,397033,388306,1985,FOR_SALE,41,agt_113b354327
zpid_80000058,939 Fenton St,Silver Spring,MD,20901,39.0109,-77.0004,4,2,1369,6431,1970,Condo,392884,384857,1964,FOR_SALE,48,agt_4b718c6416
zpid_80000059,3770 Grubb Rd,Silver Spring,MD,20902,39.0245,-77.0699,3,2,1081,7748,2015,Townhouse,456052,442257,2280,PENDING,49,agt_2727039cc4
zpid_80000060,1066 Georgia Ave,Wheaton,MD,20902,38.9649,-77.0474,2,2,989,5470,1951,Townhouse,423924,433646,2119,SOLD,74,agt_c60d04efbd
zpid_80000061,8058 Ripley St,Kensington,MD,20895,38.9579,-76.9773,3,2,906,5536,1972,Condo,417044,429344,2085,SOLD,10,agt_762f3682f7
zpid_80000062,2090 Fenton St,Bethesda,MD,20814,39.0353,-76.9820,3,3,1287,8380,1987,Townhouse,397889,394274,1989,FOR_SALE,61,agt_491158d4f6
zpid_80000063,149 Fenton St,Silver Spring,MD,20901,39.0317,-77.0590,4,2,1273,8083,1948,Townhouse,443225,459502,2216,PENDING,31,agt_e24d1a72ef
zpid_80000064,9387 Ellsworth Dr,Silver Spring,MD,20910,38.9714,-77.0142,2,2,1178,6699,2014,SingleFamily,449504,452760,2247,FOR_SALE,63,agt_fd2430956e
zpid_80000065,5312 Fenton St,Bethesda,MD,20814,39.0252,-77.0128,2,2,1200,4031,1966,Townhouse,417869,420622,2089,SOLD,43,agt_192641143c
zpid_80000066,9318 Wayne Ave,Silver Spring,MD,20910,39.0270,-77.0018,3,2,964,2003,1993,Condo,413340,406806,2066,FOR_SALE,70,agt_f804d07f65
zpid_80000067,4935 Wayne Ave,Hyattsville,MD,20782,39.0311,-77.0317,3,2,1410,7105,1982,Condo,418851,433646,2094,SOLD,6,agt_92d7839a06
zpid_80000068,4998 Blair Mill Rd,Rockville,MD,20852,39.0111,-77.0328,3,3,1421,6394,1966,Condo,431181,439442,2155,SOLD,16,agt_192641143c
zpid_80000069,8995 Wayne Ave,Rockville,MD,20852,38.9867,-77.0118,3,2,1035,5149,1999,Townhouse,411390,406127,2056,FOR_SALE,82,agt_3013444086
zpid_80000070,3613 Georgia Ave,Kensington,MD,20895,39.0346,-77.0121,3,2,1267,4817,1965,Condo,429015,415367,2145,SOLD,5,agt_48f9bdf3f9
zpid_80000071,5576 Bonifant St,Kensington,MD,20895,39.0350,-77.0460,3,2,1275,4278,1999,Townhouse,389198,386376,1945,FOR_SALE,68,agt_54d2c56e60
zpid_80000072,1629 Bonifant St,Takoma Park,MD,20912,38.9620,-76.9880,3,2,1494,3747,2008,Townhouse,387748,394808,1938,FOR_SALE,59,agt_0be752baf5
zpid_80000073,7455 Fenton St,Takoma Park,MD,20912,39.0077,-76.9728,3,1,1002,6889,1996,Multi-Family,415335,409778,2076,FOR_SALE,4,agt_130bf7f201
zpid_80000074,7930 Piney Branch Rd,Silver Spring,MD,20902,39.0147,-77.0154,4,1,1168,7191,1974,Multi-Family,417650,417971,2088,PENDING,24,agt_48f9bdf3f9
zpid_80000075,7959 Bonifant St,Hyattsville,MD,20782,38.9577,-77.0583,2,2,1460,3807,1954,Townhouse,385936,386771,1929,FOR_SALE,24,agt_4a2eb394fd
zpid_80000076,2900 Ripley St,Bethesda,MD,20814,38.9821,-77.0598,3,2,1098,8303,1977,Townhouse,382157,397274,1910,PENDING,43,agt_3ecf84446f
zpid_80000077,2199 Sligo Ave,Bethesda,MD,20814,39.0006,-76.9733,4,1,916,4613,2015,Condo,418608,407246,2093,PENDING,53,agt_cff981f202
zpid_80000078,8316 Ripley St,Silver Spring,MD,20902,38.9878,-77.0201,3,3,1187,5557,1976,Townhouse,425629,423002,2128,SOLD,26,agt_f39c38e644
zpid_80000079,240 Sligo Ave,Silver Spring,MD,20902,39.0233,-77.0551,4,1,916,8124,1959,Condo,389589,385267,1947,PENDING,82,agt_683b7ff06b
zpid_80000080,9149 Fenton St,Silver Spring,MD,20910,38.9607,-77.0630,2,2,1111,4748,1956,Townhouse,458159,465591,2290,FOR_SALE,31,agt_38d29f2e66
zpid_80000081,7635 Georgia Ave,Kensington,MD,20895,38.9542,-77.0175,3,3,901,5866,1966,Townhouse,386470,385042,1932,PENDING,24,agt_1d8d6b90df
zpid_80000082,2746 Grubb Rd,Bethesda,MD,20814,38.9714,-76.9758,3,2,1405,5046,1986,Townhouse,451299,438072,2256,FOR_SALE,80,agt_6dae252f76
zpid_80000083,728 Ellsworth Dr,Silver Spring,MD,20902,38.9509,-77.0189,3,2,1437,3898,1986,Townhouse,436263,454246,2181,SOLD,68,agt_77d90c9d19
zpid_80000084,4233 Blair Mill Rd,Silver Spring,MD,20901,38.9908,-77.0689,3,2,1181,3005,2014,Townhouse,387414,403285,1937,FOR_SALE,23,agt_08a3f51ead
zpid_80000085,6448 Bonifant St,Takoma Park,MD,20912,38.9920,-77.0034,3,1,975,6717,1954,SingleFamily,453607,472275,2268,FOR_SALE,43,agt_ef0e06c84a
zpid_80000086,2022 Maple Ave,Hyattsville,MD,20782,39.0121,-77.0600,4,1,1115,4270,1997,Condo,426688,420351,2133,SOLD,78,agt_92d7839a06
zpid_80000087,6175 Grier Rd,Bethesda,MD,20814,39.0165,-76.9794,3,1,954,6772,1953,Multi-Family,440912,427104,2204,SOLD,85,agt_2981591acd
zpid_80000088,8631 Fenton St,Silver Spring,MD,20910,38.9517,-76.9816,3,2,1000,3311,1963,Condo,414800,406304,2074,SOLD,6,agt_746db4b589
zpid_80000089,8120 Grier Rd,Takoma Park,MD,20912,38.9892,-77.0170,4,2,1333,2588,2014,Multi-Family,457600,468463,2288,FOR_SALE,18,agt_8b3045fcda
zpid_80000090,2635 Georgia Ave,Rockville,MD,20852,39.0031,-77.0275,3,3,1334,4381,1969,Townhouse,454692,450709,2273,PENDING,7,agt_478d3913e9
zpid_80000091,1685 Blair Mill Rd,Rockville,MD,20852,38.9803,-77.0371,3,2,1029,7524,1975,Condo,380437,374388,1902,PENDING,10,agt_1087cc2c94
zpid_80000092,7675 Bonifant St,Wheaton,MD,20902,39.0340,-76.9744,4,1,1285,5868,1972,Townhouse,408028,423864,2040,FOR_SALE,89,agt_06284429f2
zpid_80000093,3608 Grier Rd,Rockville,MD,20852,38.9900,-77.0453,3,2,1045,7546,1962,Townhouse,453309,471628,2266,SOLD,39,agt_e15d53c621
zpid_80000094,2656 Piney Branch Rd,Rockville,MD,20852,38.9993,-77.0557,3,2,1187,5820,1983,Condo,401663,409220,2008,FOR_SALE,21,agt_ef0e06c84a
zpid_80000095,6729 Bonifant St,Takoma Park,MD,20912,39.0290,-77.0249,3,1,1161,6720,1999,Townhouse,428442,444215,2142,SOLD,42,agt_54d2c56e60
zpid_80000096,9277 Ripley St,Silver Spring,MD,20910,38.9838,-77.0031,4,3,1473,4693,2005,SingleFamily,407353,419499,2036,FOR_SALE,28,agt_eea375000b
zpid_80000097,1556 Wayne Ave,Rockville,MD,20852,38.9419,-77.0309,3,1,1048,8188,1976,SingleFamily,386818,391651,1934,FOR_SALE,39,agt_455dcd2a7b
zpid_80000098,3383 Grier Rd,Rockville,MD,20852,39.0046,-76.9726,3,2,916,8472,2011,Condo,405172,407853,2025,SOLD,7,agt_c23849b0d4
zpid_80000099,2854 Sligo Ave,Silver Spring,MD,20902,38.9748,-77.0232,2,2,1238,5266,1987,Condo,433901,421747,2169,FOR_SALE,14,agt_e8beced66d
zpid_80000100,1322 Ripley St,Silver Spring,MD,20902,38.9997,-76.9749,3,2,918,2469,2015,SingleFamily,445790,462083,2228,FOR_SALE,23,agt_6b336fd821
zpid_80000101,124 Flower Ave,Silver Spring,MD,20902,39.0102,-77.0121,3,2,1029,2837,1965,Townhouse,417558,420971,2087,FOR_SALE,49,agt_8b8eb8611e
zpid_80000102,486 Flower Ave,Rockville,MD,20852,39.0173,-77.0675,3,2,983,7380,1961,SingleFamily,426768,429376,2133,FOR_SALE,83,agt_4fb634bed2
zpid_80000103,673 Maple Ave,Rockville,MD,20852,38.9482,-77.0348,4,2,1041,6931,1999,Condo,441182,438199,2205,FOR_SALE,24,agt_0c84a06275
zpid_80000104,7803 Piney Branch Rd,Silver Spring,MD,20901,39.0292,-77.0328,3,2,978,4207,1988,Condo,424542,409566,2122,SOLD,49,agt_0069b237a6
zpid_80000105,2706 Blair Mill Rd,Silver Spring,MD,20901,38.9780,-76.9794,3,2,1271,3770,2000,Townhouse,400773,387163,2003,FOR_SALE,43,agt_a3369f255d
zpid_80000106,5877 Georgia Ave,Silver Spring,MD,20910,39.0058,-77.0259,3,1,1197,3114,1968,SingleFamily,386603,384419,1933,FOR_SALE,60,agt_746db4b589
zpid_80000107,5360 Grubb Rd,Silver Spring,MD,20910,38.9434,-77.0530,3,2,886,4074,2013,Condo,456455,447395,2282,SOLD,22,agt_de0c4f9322
zpid_80000108,4932 Grubb Rd,Hyattsville,MD,20782,39.0238,-77.0382,3,1,1017,5949,1996,Condo,441173,449011,2205,FOR_SALE,79,agt_683b7ff06b
zpid_80000109,5038 Ellsworth Dr,Rockville,MD,20852,38.9825,-76.9812,4,1,1472,4858,1970,Townhouse,420979,439812,2104,FOR_SALE,53,agt_7a2c8f384d
zpid_80000110,4167 Ripley St,Silver Spring,MD,20910,38.9968,-77.0534,3,2,882,6469,2009,Townhouse,416506,418382,2082,FOR_SALE,14,agt_e3f696485d
zpid_80000111,1383 Flower Ave,Bethesda,MD,20814,38.9497,-76.9981,2,2,1171,2982,1982,Multi-Family,425441,413977,2127,FOR_SALE,49,agt_fd2430956e
zpid_80000112,1432 Grier Rd,Kensington,MD,20895,39.0171,-76.9893,2,2,982,6025,1984,Townhouse,447888,438901,2239,FOR_SALE,21,agt_0ad4acc2be
zpid_80000113,5239 Fenton St,Hyattsville,MD,20782,38.9404,-77.0038,3,1,1404,7666,1977,Multi-Family,406659,423106,2033,FOR_SALE,6,agt_6b9358c137
zpid_80000114,6107 Wayne Ave,Takoma Park,MD,20912,39.0392,-77.0684,3,2,1042,4501,2005,Multi-Family,407132,418479,2035,PENDING,55,agt_346258f9aa
zpid_80000115,9348 Ripley St,Kensington,MD,20895,38.9518,-76.9964,3,2,1088,8461,1954,Multi-Family,385421,374320,1927,FOR_SALE,81,agt_fa14c17d3d
zpid_80000116,785 Sligo Ave,Silver Spring,MD,20901,39.0004,-77.0253,3,2,902,6381,1959,Multi-Family,396899,396614,1984,SOLD,46,agt_c2fc53f51a
zpid_80000117,5149 Grubb Rd,Rockville,MD,20852,38.9706,-77.0384,3,2,1450,7609,1954,SingleFamily,427429,443230,2137,FOR_SALE,43,agt_669718d4f4
zpid_80000118,5009 Wayne Ave,Silver Spring,MD,20901,39.0132,-77.0266,2,1,1019,2936,1980,Multi-Family,440794,427027,2203,PENDING,16,agt_d553d604c4
zpid_80000119,5810 Ellsworth Dr,Wheaton,MD,20902,39.0085,-77.0569,3,2,1007,6427,1950,Condo,427923,427097,2139,PENDING,6,agt_38d29f2e66
zpid_80000120,5177 Ellsworth Dr,Takoma Park,MD,20912,38.9618,-77.0308,3,3,951,6572,1973,SingleFamily,413853,403760,2069,FOR_SALE,61,agt_f2c4fb9ad8
zpid_80000121,8764 Georgia Ave,Wheaton,MD,20902,38.9869,-77.0011,3,1,1165,6799,1980,Multi-Family,446822,457129,2234,PENDING,67,agt_ec6b5c09d0
zpid_80000122,5987 Fenton St,Silver Spring,MD,20902,38.9594,-77.0445,4,2,1234,5763,1994,Condo,432998,420548,2164,FOR_SALE,34,agt_f2c4fb9ad8
zpid_80000123,8518 Georgia Ave,Takoma Park,MD,20912,39.0061,-77.0087,4,2,1269,2795,2005,Condo,454363,447508,2271,FOR_SALE,53,agt_e24d1a72ef
zpid_80000124,2635 Fenton St,Kensington,MD,20895,38.9753,-77.0308,3,2,1440,3964,1974,Multi-Family,449154,434900,2245,PENDING,38,agt_c44211f7ce
zpid_80000125,2517 Bonifant St,Wheaton,MD,20902,38.9523,-76.9807,3,3,1392,6551,1979,Townhouse,416877,417318,2084,FOR_SALE,5,agt_b81c2eacc4
zpid_80000126,3428 Flower Ave,Wheaton,MD,20902,38.9445,-77.0653,4,2,924,4545,2014,Multi-Family,448674,437227,2243,SOLD,52,agt_3fb675e2ea
zpid_80000127,4623 Grier Rd,Silver Spring,MD,20910,38.9926,-77.0541,3,2,1227,3700,1994,Condo,405561,406095,2027,FOR_SALE,74,agt_0c84a06275
zpid_80000128,7862 Maple Ave,Bethesda,MD,20814,39.0293,-77.0532,3,2,1257,6844,1984,Townhouse,423424,436168,2117,PENDING,68,agt_e19bedff45
zpid_80000129,162 Wayne Ave,Silver Spring,MD,20910,38.9589,-76.9951,3,2,1441,6396,1957,Townhouse,407192,408122,2035,FOR_SALE,76,agt_e7286b12ff
zpid_80000130,6118 Grier Rd,Bethesda,MD,20814,38.9964,-77.0185,2,2,1429,3693,1973,Townhouse,457160,469776,2285,PENDING,89,agt_local_ss_2
zpid_80000131,8989 Flower Ave,Rockville,MD,20852,38.9574,-76.9855,3,2,1277,6530,2006,Multi-Family,411293,397929,2056,PENDING,59,agt_8b8eb8611e
zpid_80000132,295 Flower Ave,Takoma Park,MD,20912,38.9605,-77.0542,2,2,1009,5446,1962,Multi-Family,388697,391770,1943,SOLD,85,agt_2189f470aa
zpid_80000133,7427 Sligo Ave,Silver Spring,MD,20902,38.9860,-77.0094,3,2,997,3326,1985,Multi-Family,430601,431180,2153,FOR_SALE,53,agt_2d4533270a
zpid_80000134,3593 Sligo Ave,Silver Spring,MD,20901,39.0387,-77.0644,2,2,1430,5364,2007,Condo,423978,420755,2119,FOR_SALE,51,agt_eea375000b
zpid_80000135,7090 Ripley St,Rockville,MD,20852,38.9998,-77.0223,3,1,1295,8017,1979,Condo,440562,454668,2202,FOR_SALE,57,agt_38d29f2e66
zpid_80000136,8284 Sligo Ave,Wheaton,MD,20902,39.0319,-76.9797,3,2,1204,6570,1966,Townhouse,442270,433529,2211,FOR_SALE,80,agt_928b633865
zpid_80000137,5567 Fenton St,Hyattsville,MD,20782,38.9649,-77.0318,4,2,906,5935,1951,Condo,439541,450862,2197,SOLD,84,agt_c2fc53f51a
zpid_80000138,3226 Blair Mill Rd,Wheaton,MD,20902,39.0284,-76.9810,2,1,1413,6554,1950,Multi-Family,438021,437481,2190,SOLD,25,agt_1c3e6a39e9
zpid_80000139,3555 Sligo Ave,Takoma Park,MD,20912,39.0360,-77.0244,3,2,1309,2190,1960,Multi-Family,380353,376953,1901,PENDING,24,agt_88330caa60
zpid_80000140,6029 Ellsworth Dr,Silver Spring,MD,20901,39.0360,-77.0143,3,2,1368,5004,1950,Multi-Family,393670,412342,1968,SOLD,85,agt_a520d9a4ab
zpid_80000141,7902 Sligo Ave,Silver Spring,MD,20910,38.9579,-77.0464,4,1,993,3486,2007,Multi-Family,412118,427005,2060,PENDING,32,agt_1a352f07c2
zpid_80000142,3124 Ripley St,Bethesda,MD,20814,39.0044,-76.9703,4,1,1218,7295,2015,Multi-Family,435400,440355,2177,FOR_SALE,7,agt_ea6126fc5c
zpid_80000143,6115 Ripley St,Bethesda,MD,20814,39.0023,-77.0618,3,2,1222,5482,1986,Condo,443783,432210,2218,FOR_SALE,69,agt_4173c73270
zpid_80000144,8075 Wayne Ave,Hyattsville,MD,20782,38.9907,-76.9957,2,2,1047,2853,1970,Townhouse,411268,406181,2056,FOR_SALE,71,agt_e19bedff45
zpid_80000145,6222 Wayne Ave,Silver Spring,MD,20901,39.0176,-76.9923,3,1,1054,7288,2011,Townhouse,411190,410917,2055,SOLD,63,agt_ea6126fc5c
zpid_80000146,5242 Colesville Rd,Silver Spring,MD,20902,38.9912,-77.0064,3,1,893,4949,1987,Multi-Family,408406,406274,2042,PENDING,44,agt_38d29f2e66
zpid_80000147,5730 Piney Branch Rd,Silver Spring,MD,20910,39.0163,-77.0682,3,2,1283,3983,1956,Multi-Family,400847,399763,2004,SOLD,84,agt_e8beced66d
zpid_80000148,4560 Wayne Ave,Hyattsville,MD,20782,39.0233,-76.9871,2,2,1271,7300,1996,Multi-Family,410267,412080,2051,FOR_SALE,7,agt_683b7ff06b
zpid_80000149,5121 Maple Ave,Wheaton,MD,20902,38.9685,-76.9746,2,2,1159,2056,1992,Condo,389918,392462,1949,FOR_SALE,83,agt_c2fc53f51a
zpid_80000150,4462 Grubb Rd,Silver Spring,MD,20902,38.9907,-76.9736,2,3,1376,5929,2011,Townhouse,450892,449532,2254,FOR_SALE,45,agt_c60d04efbd
zpid_80000151,3963 Flower Ave,Takoma Park,MD,20912,38.9818,-77.0341,3,1,983,3208,2008,Multi-Family,420686,416164,2103,FOR_SALE,43,agt_719eb8e019
zpid_80000152,4268 Flower Ave,Silver Spring,MD,20910,38.9874,-77.0453,3,1,1137,6124,2005,Townhouse,418987,408675,2094,SOLD,84,agt_1c3e6a39e9
zpid_80000153,948 Fenton St,Wheaton,MD,20902,38.9711,-77.0265,4,2,1027,5076,1996,SingleFamily,394292,389169,1971,FOR_SALE,86,agt_1d8d6b90df
