id,type,name,description,category,variation_id,variation_name,price_amount,currency
square_catalog_items_1038,type_38,Square item 38,description_38,category_38,square_catalog_items_1038,Square item 38,2030,currency_38
square_catalog_items_1039,type_39,Square item 39,description_39,category_39,square_catalog_items_1039,Square item 39,827,currency_39
square_catalog_items_1040,type_40,Square item 40,description_40,category_40,square_catalog_items_1040,Square item 40,3810,currency_40
square_catalog_items_1041,type_41,Square item 41,description_41,category_41,square_catalog_items_1041,Square item 41,3149,currency_41
square_catalog_items_1042,type_42,Square item 42,description_42,category_42,square_catalog_items_1042,Square item 42,1472,currency_42
square_catalog_items_1043,type_43,Square item 43,description_43,category_43,square_catalog_items_1043,Square item 43,197,currency_43
square_catalog_items_1044,type_44,Square item 44,description_44,category_44,square_catalog_items_1044,Square item 44,3400,currency_44
square_catalog_items_1045,type_45,Square item 45,description_45,category_45,square_catalog_items_1045,Square item 45,990,currency_45
square_catalog_items_1046,type_46,Square item 46,description_46,category_46,square_catalog_items_1046,Square item 46,2073,currency_46
square_catalog_items_1047,type_47,Square item 47,description_47,category_47,square_catalog_items_1047,Square item 47,3265,currency_47
square_catalog_items_1048,type_48,Square item 48,description_48,category_48,square_catalog_items_1048,Square item 48,4635,currency_48
square_catalog_items_1049,type_49,Square item 49,description_49,category_49,square_catalog_items_1049,Square item 49,4301,currency_49
square_catalog_items_1050,type_50,Square item 50,description_50,category_50,square_catalog_items_1050,Square item 50,2095,currency_50
square_catalog_items_1051,type_51,Square item 51,description_51,category_51,square_catalog_items_1051,Square item 51,4058,currency_51
square_catalog_items_1052,type_52,Square item 52,description_52,category_52,square_catalog_items_1052,Square item 52,4013,currency_52
square_catalog_items_1053,type_53,Square item 53,description_53,category_53,square_catalog_items_1053,Square item 53,3339,currency_53
square_catalog_items_1054,type_54,Square item 54,description_54,category_54,square_catalog_items_1054,Square item 54,4254,currency_54
square_catalog_items_1055,type_55,Square item 55,description_55,category_55,square_catalog_items_1055,Square item 55,69,currency_55
square_catalog_items_1056,type_56,Square item 56,description_56,category_56,square_catalog_items_1056,Square item 56,2389,currency_56
square_catalog_items_1057,type_57,Square item 57,description_57,category_57,square_catalog_items_1057,Square item 57,3434,currency_57
square_catalog_items_1058,type_58,Square item 58,description_58,category_58,square_catalog_items_1058,Square item 58,3628,currency_58
square_catalog_items_1059,type_59,Square item 59,description_59,category_59,square_catalog_items_1059,Square item 59,95,currency_59
square_catalog_items_1060,type_60,Square item 60,description_60,category_60,square_catalog_items_1060,Square item 60,852,currency_60
square_catalog_items_1061,type_61,Square item 61,description_61,category_61,square_catalog_items_1061,Square item 61,3877,currency_61
square_catalog_items_1062,type_62,Square item 62,description_62,category_62,square_catalog_items_1062,Square item 62,4378,currency_62
square_catalog_items_1063,type_63,Square item 63,description_63,category_63,square_catalog_items_1063,Square item 63,1230,currency_63
square_catalog_items_1064,type_64,Square item 64,description_64,category_64,square_catalog_items_1064,Square item 64,4202,currency_64
square_catalog_items_1065,type_65,Square item 65,description_65,category_65,square_catalog_items_1065,Square item 65,1530,currency_65
square_catalog_items_1066,type_66,Square item 66,description_66,category_66,square_catalog_items_1066,Square item 66,4441,currency_66
square_catalog_items_1067,type_67,Square item 67,description_67,category_67,square_catalog_items_1067,Square item 67,2637,currency_67
square_catalog_items_1068,type_68,Square item 68,description_68,category_68,square_catalog_items_1068,Square item 68,3950,currency_68
square_catalog_items_1069,type_69,Square item 69,description_69,category_69,square_catalog_items_1069,Square item 69,3041,currency_69
square_catalog_items_1070,type_70,Square item 70,description_70,category_70,square_catalog_items_1070,Square item 70,3710,currency_70
square_catalog_items_1071,type_71,Square item 71,description_71,category_71,square_catalog_items_1071,Square item 71,771,currency_71
square_catalog_items_1072,type_72,Square item 72,description_72,category_72,square_catalog_items_1072,Square item 72,4772,currency_72
square_catalog_items_1073,type_73,Square item 73,description_73,category_73,square_catalog_items_1073,Square item 73,3266,currency_73
square_catalog_items_1074,type_74,Square item 74,description_74,category_74,square_catalog_items_1074,Square item 74,808,currency_74
square_catalog_items_1075,type_75,Square item 75,description_75,category_75,square_catalog_items_1075,Square item 75,3691,currency_75
square_catalog_items_1076,type_76,Square item 76,description_76,category_76,square_catalog_items_1076,Square item 76,2390,currency_76
square_catalog_items_1077,type_77,Square item 77,description_77,category_77,square_catalog_items_1077,Square item 77,2488,currency_77
square_catalog_items_1078,type_78,Square item 78,description_78,category_78,square_catalog_items_1078,Square item 78,827,currency_78
square_catalog_items_1079,type_79,Square item 79,description_79,category_79,square_catalog_items_1079,Square item 79,4781,currency_79
square_catalog_items_1080,type_80,Square item 80,description_80,category_80,square_catalog_items_1080,Square item 80,4794,currency_80
square_catalog_items_1081,type_81,Square item 81,description_81,category_81,square_catalog_items_1081,Square item 81,2503,currency_81
square_catalog_items_1082,type_82,Square item 82,description_82,category_82,square_catalog_items_1082,Square item 82,3554,currency_82
square_catalog_items_1083,type_83,Square item 83,description_83,category_83,square_catalog_items_1083,Square item 83,740,currency_83
square_catalog_items_1084,type_84,Square item 84,description_84,category_84,square_catalog_items_1084,Square item 84,4038,currency_84
square_catalog_items_1085,type_85,Square item 85,description_85,category_85,square_catalog_items_1085,Square item 85,2904,currency_85
square_catalog_items_1086,type_86,Square item 86,description_86,category_86,square_catalog_items_1086,Square item 86,3676,currency_86
square_catalog_items_1087,type_87,Square item 87,description_87,category_87,square_catalog_items_1087,Square item 87,2778,currency_87
square_catalog_items_1088,type_88,Square item 88,description_88,category_88,square_catalog_items_1088,Square item 88,1744,currency_88
square_catalog_items_1089,type_89,Square item 89,description_89,category_89,square_catalog_items_1089,Square item 89,2297,currency_89
square_catalog_items_1090,type_90,Square item 90,description_90,category_90,square_catalog_items_1090,Square item 90,2971,currency_90
square_catalog_items_1091,type_91,Square item 91,description_91,category_91,square_catalog_items_1091,Square item 91,3234,currency_91
square_catalog_items_1092,type_92,Square item 92,description_92,category_92,square_catalog_items_1092,Square item 92,3034,currency_92
square_catalog_items_1093,type_93,Square item 93,description_93,category_93,square_catalog_items_1093,Square item 93,3588,currency_93
square_catalog_items_1094,type_94,Square item 94,description_94,category_94,square_catalog_items_1094,Square item 94,4949,currency_94
square_catalog_items_1095,type_95,Square item 95,description_95,category_95,square_catalog_items_1095,Square item 95,155,currency_95
square_catalog_items_1096,type_96,Square item 96,description_96,category_96,square_catalog_items_1096,Square item 96,4945,currency_96
square_catalog_items_1097,type_97,Square item 97,description_97,category_97,square_catalog_items_1097,Square item 97,392,currency_97
square_catalog_items_1098,type_98,Square item 98,description_98,category_98,square_catalog_items_1098,Square item 98,2857,currency_98
square_catalog_items_1099,type_99,Square item 99,description_99,category_99,square_catalog_items_1099,Square item 99,1630,currency_99
