weight_id,date,weight_lbs,notes
118,2026-08-01,137.3,After long run
119,2026-08-03,137.7,Night float week
120,2026-08-06,137.4,Post-call
121,2026-08-09,137.4,After long run
122,2026-08-13,136.8,Post-call
123,2026-08-15,136.3,Night float week
124,2026-08-17,136.6,Post-call
125,2026-08-22,136.9,Post-call
126,2026-08-24,136.7,Night float week
127,2026-08-29,136.3,Night float week
128,2026-09-02,136.2,After long run
129,2026-09-04,136.4,After long run
130,2026-09-06,136.1,After long run
131,2026-09-08,135.5,Night float week
132,2026-09-13,135.0,Post-call
133,2026-09-15,135.5,After long run
134,2026-09-20,135.0,Night float week
135,2026-09-23,135.5,
136,2026-09-27,135.7,
137,2026-09-29,135.2,Night float week
138,2026-10-01,135.1,After long run
139,2026-10-04,135.4,After long run
140,2026-10-08,136.0,Post-call
141,2026-10-12,136.5,After long run
142,2026-10-16,136.4,After long run
143,2026-10-19,136.4,Night float week
144,2026-10-23,136.1,Night float week
145,2026-10-26,135.6,
146,2026-10-30,136.1,Night float week
147,2026-11-02,135.8,Night float week
148,2026-11-04,135.3,Night float week
149,2026-11-07,134.8,Post-call
150,2026-11-12,134.3,Post-call
151,2026-11-16,134.6,After long run
152,2026-11-19,134.2,Night float week
153,2026-11-23,134.6,Post-call
154,2026-11-25,134.4,After long run
155,2026-11-30,134.0,
156,2026-12-04,133.5,Post-call
157,2026-12-08,133.4,After long run
158,2026-12-12,133.0,Post-call
159,2026-12-15,132.9,After long run
160,2026-12-20,133.0,Night float week
161,2026-12-23,132.4,Night float week
162,2026-12-26,132.9,After long run
163,2026-12-29,133.0,
164,2027-01-01,133.5,Post-call
165,2027-01-03,134.0,
166,2027-01-05,133.9,After long run
167,2027-01-09,133.9,Night float week
168,2027-01-11,134.2,
169,2027-01-14,134.2,
170,2027-01-19,134.4,Post-call
171,2027-01-22,133.9,Night float week
172,2027-01-24,133.9,After long run
173,2027-01-29,133.8,After long run
174,2027-02-01,133.9,After long run
175,2027-02-06,133.9,Night float week
176,2027-02-10,134.0,After long run
177,2027-02-14,133.6,After long run
178,2027-02-17,134.2,After long run
179,2027-02-20,134.3,After long run
180,2027-02-23,134.1,Night float week
181,2027-02-27,134.7,
182,2027-03-04,134.5,
183,2027-03-07,134.3,Night float week
184,2027-03-10,134.3,Night float week
185,2027-03-12,134.5,Night float week
186,2027-03-15,134.8,After long run
187,2027-03-19,134.3,Post-call
188,2027-03-23,134.4,Night float week
189,2027-03-26,134.3,Night float week
190,2027-03-29,134.2,
191,2027-04-01,133.8,Night float week
192,2027-04-06,133.3,Post-call
193,2027-04-10,133.6,Night float week
194,2027-04-12,133.5,Post-call
195,2027-04-15,132.9,
196,2027-04-18,133.1,After long run
197,2027-04-22,133.1,Night float week
198,2027-04-27,133.3,After long run
199,2027-05-02,133.0,After long run
200,2027-05-06,133.6,
201,2027-05-09,133.4,
202,2027-05-14,133.9,Night float week
203,2027-05-19,133.7,Post-call
204,2027-05-22,133.4,Night float week
205,2027-05-27,133.8,
206,2027-05-29,134.1,
207,2027-06-02,133.9,
208,2027-06-04,133.5,After long run
209,2027-06-06,133.4,
210,2027-06-10,133.9,Night float week
211,2027-06-13,134.4,Post-call
212,2027-06-18,134.1,Post-call
213,2027-06-23,134.1,
214,2027-06-27,134.0,After long run
215,2027-01-20,137.6,Night float week
216,2027-01-09,134.1,Night float week
217,2025-11-30,134.0,After long run
218,2026-03-26,134.3,Night float week
219,2026-01-01,137.3,After long run
220,2026-01-31,138.0,Night float week
221,2025-09-30,138.0,
222,2025-11-17,135.5,After long run
223,2026-06-13,138.6,After long run
224,2027-04-18,137.3,Night float week
225,2025-07-15,137.7,Night float week
226,2027-03-28,133.1,Night float week
227,2027-06-13,136.7,Post-call
228,2025-09-17,136.3,After long run
229,2026-07-27,138.0,After long run
230,2025-08-17,134.1,Post-call
231,2026-01-22,136.4,
232,2026-09-27,136.3,After long run
233,2027-06-26,136.8,Post-call
234,2027-01-18,137.2,Post-call
235,2025-10-10,137.6,Post-call
236,2026-01-04,135.0,Night float week
237,2025-07-13,138.0,After long run
238,2026-10-07,137.7,Night float week
239,2026-02-04,136.0,After long run
240,2027-02-22,137.8,Post-call
241,2026-12-22,136.3,After long run
242,2025-08-11,137.3,Post-call
243,2025-11-05,136.3,Post-call
244,2026-10-09,135.9,After long run
245,2027-04-28,136.9,
246,2025-08-22,138.0,
247,2026-09-30,137.2,Post-call
248,2025-10-22,138.0,
249,2026-04-17,133.9,
250,2026-08-14,133.6,After long run
