album_id,name,artist_id,album_type,release_date,total_tracks,label
al_0082,Album 82,ar_0009,compilation,2025-01-25,20,Label
al_0083,Album 83,ar_0030,compilation,2026-06-02,10,Label
al_0084,Album 84,ar_0081,compilation,2024-01-15,13,Label
al_0085,Album 85,ar_0020,single,2020-11-16,20,Label
al_0086,Album 86,ar_0008,compilation,2026-03-24,5,Label
al_0087,Album 87,ar_0065,compilation,2023-12-13,8,Label
al_0088,Album 88,ar_0085,album,2025-11-28,15,Label
al_0089,Album 89,ar_0059,single,2022-09-08,7,Label
al_0090,Album 90,ar_0002,compilation,2021-01-13,6,Label
al_0091,Album 91,ar_0012,album,2025-11-28,4,Label
al_0092,Album 92,ar_0079,album,2021-05-01,12,Label
al_0093,Album 93,ar_0048,compilation,2021-05-21,14,Label
al_0094,Album 94,ar_0067,album,2021-08-15,5,Label
al_0095,Album 95,ar_0068,single,2021-11-23,19,Label
al_0096,Album 96,ar_0044,album,2025-12-05,13,Label
al_0097,Album 97,ar_0054,album,2020-09-23,2,Label
al_0098,Album 98,ar_0059,compilation,2021-12-26,10,Label
al_0099,Album 99,ar_0050,album,2021-04-01,20,Label
al_0100,Album 100,ar_0095,single,2026-07-11,5,Label
al_0101,Album 101,ar_0066,album,2021-11-06,20,Label
al_0102,Album 102,ar_0066,single,2022-12-14,18,Label
al_0103,Album 103,ar_0089,album,2024-06-22,1,Label
al_0104,Album 104,ar_0005,single,2022-01-02,10,Label
al_0105,Album 105,ar_0050,album,2026-04-07,10,Label
al_0106,Album 106,ar_0057,compilation,2023-05-15,16,Label
al_0107,Album 107,ar_0025,compilation,2021-05-02,13,Label
al_0108,Album 108,ar_0020,single,2020-06-25,7,Label
al_0109,Album 109,ar_0014,album,2025-05-06,1,Label
al_0110,Album 110,ar_0093,album,2026-05-11,19,Label
al_0111,Album 111,ar_0044,compilation,2022-01-24,7,Label
al_0112,Album 112,ar_0009,compilation,2020-09-28,17,Label
al_0113,Album 113,ar_0035,album,2025-09-18,19,Label
al_0114,Album 114,ar_0009,single,2020-09-03,4,Label
al_0115,Album 115,ar_0002,album,2021-03-19,8,Label
al_0116,Album 116,ar_0038,compilation,2023-08-16,6,Label
al_0117,Album 117,ar_0072,compilation,2023-12-09,10,Label
al_0118,Album 118,ar_0026,compilation,2025-10-24,4,Label
al_0119,Album 119,ar_0007,compilation,2026-03-15,7,Label
al_0120,Album 120,ar_0001,compilation,2025-11-14,5,Label
al_0121,Album 121,ar_0090,compilation,2022-09-20,19,Label
al_0122,Album 122,ar_0045,album,2025-10-08,2,Label
al_0123,Album 123,ar_0040,compilation,2026-05-26,20,Label
al_0124,Album 124,ar_0030,compilation,2023-05-10,20,Label
al_0125,Album 125,ar_0049,album,2024-04-01,18,Label
al_0126,Album 126,ar_0021,single,2026-08-13,12,Label
al_0127,Album 127,ar_0086,single,2023-01-24,16,Label
al_0128,Album 128,ar_0092,single,2024-12-04,2,Label
al_0129,Album 129,ar_0009,single,2023-01-12,9,Label
al_0130,Album 130,ar_0070,single,2020-02-28,11,Label
al_0131,Album 131,ar_0035,single,2024-08-03,19,Label
al_0132,Album 132,ar_0032,single,2024-07-15,11,Label
al_0133,Album 133,ar_0004,album,2026-02-04,1,Label
al_0134,Album 134,ar_0076,compilation,2020-05-16,16,Label
al_0135,Album 135,ar_0080,album,2022-09-28,1,Label
al_0136,Album 136,ar_0095,album,2021-01-28,9,Label
al_0137,Album 137,ar_0076,compilation,2023-02-04,9,Label
al_0138,Album 138,ar_0002,single,2023-07-10,8,Label
al_0139,Album 139,ar_0011,single,2020-12-25,15,Label
al_0140,Album 140,ar_0031,single,2020-11-01,15,Label
al_0141,Album 141,ar_0007,album,2024-07-09,10,Label
al_0142,Album 142,ar_0014,album,2025-05-06,6,Label
al_0143,Album 143,ar_0037,album,2022-05-14,18,Label
al_0144,Album 144,ar_0092,compilation,2023-12-07,12,Label
al_0145,Album 145,ar_0010,album,2025-11-16,11,Label
al_0146,Album 146,ar_0092,album,2025-07-24,12,Label
al_0147,Album 147,ar_0058,compilation,2023-02-05,3,Label
al_0148,Album 148,ar_0097,single,2025-09-21,20,Label
al_0149,Album 149,ar_0073,single,2020-11-13,17,Label
al_0150,Album 150,ar_0082,album,2023-09-04,1,Label
al_0151,Album 151,ar_0082,album,2026-05-01,16,Label
al_0152,Album 152,ar_0076,single,2025-04-23,5,Label
al_0153,Album 153,ar_0075,single,2025-03-24,8,Label
al_0154,Album 154,ar_0015,compilation,2021-04-14,7,Label
al_0155,Album 155,ar_0059,single,2024-10-06,3,Label
al_0156,Album 156,ar_0017,single,2023-06-19,6,Label
al_0157,Album 157,ar_0011,compilation,2025-12-03,1,Label
al_0158,Album 158,ar_0062,compilation,2026-01-13,14,Label
al_0159,Album 159,ar_0017,album,2023-12-06,12,Label
al_0160,Album 160,ar_0065,album,2020-08-15,5,Label
al_0161,Album 161,ar_0072,compilation,2024-12-01,2,Label
al_0162,Album 162,ar_0083,album,2023-09-28,3,Label
al_0163,Album 163,ar_0071,compilation,2021-02-26,9,Label
al_0164,Album 164,ar_0100,single,2023-06-12,7,Label
al_0165,Album 165,ar_0045,compilation,2025-10-06,5,Label
al_0166,Album 166,ar_0012,single,2025-09-28,9,Label
al_0167,Album 167,ar_0081,compilation,2025-08-02,8,Label
al_0168,Album 168,ar_0049,single,2025-12-15,11,Label
al_0169,Album 169,ar_0006,single,2020-05-10,15,Label
al_0170,Album 170,ar_0053,album,2022-11-23,11,Label
al_0171,Album 171,ar_0079,compilation,2026-07-11,19,Label
al_0172,Album 172,ar_0018,single,2022-06-22,11,Label
al_0173,Album 173,ar_0087,album,2022-05-03,17,Label
al_0174,Album 174,ar_0082,single,2020-03-19,16,Label
al_0175,Album 175,ar_0074,compilation,2020-12-22,19,Label
al_0176,Album 176,ar_0038,album,2024-03-13,14,Label
al_0177,Album 177,ar_0030,album,2020-11-24,12,Label
al_0178,Album 178,ar_0036,album,2023-12-23,11,Label
al_0179,Album 179,ar_0053,single,2025-06-19,16,Label
al_0180,Album 180,ar_0011,single,2021-05-06,18,Label
al_0181,Album 181,ar_0075,album,2026-01-13,18,Label
al_0182,Album 182,ar_0018,single,2021-08-18,18,Label
al_0183,Album 183,ar_0042,single,2022-08-12,11,Label
al_0184,Album 184,ar_0062,compilation,2026-08-09,17,Label
al_0185,Album 185,ar_0098,compilation,2022-09-17,2,Label
al_0186,Album 186,ar_0075,album,2020-11-18,3,Label
al_0187,Album 187,ar_0050,album,2021-10-21,8,Label
al_0188,Album 188,ar_0031,compilation,2022-05-25,7,Label
al_0189,Album 189,ar_0084,compilation,2021-09-19,5,Label
al_0190,Album 190,ar_0034,compilation,2021-05-04,13,Label
al_0191,Album 191,ar_0039,compilation,2026-11-10,20,Label
al_0192,Album 192,ar_0050,single,2026-11-23,4,Label
al_0193,Album 193,ar_0070,single,2024-04-01,3,Label
al_0194,Album 194,ar_0017,album,2023-12-24,6,Label
al_0195,Album 195,ar_0065,album,2023-11-24,20,Label
al_0196,Album 196,ar_0004,album,2023-12-25,17,Label
al_0197,Album 197,ar_0070,album,2024-06-04,20,Label
al_0198,Album 198,ar_0074,compilation,2022-05-27,13,Label
al_0199,Album 199,ar_0064,compilation,2022-05-09,12,Label
al_0200,Album 200,ar_0033,single,2025-05-16,5,Label
al_0201,Album 201,ar_0080,compilation,2021-10-02,17,Label
al_0202,Album 202,ar_0008,album,2026-09-10,16,Label
al_0203,Album 203,ar_0073,compilation,2020-01-02,20,Label
al_0204,Album 204,ar_0045,album,2026-04-02,6,Label
al_0205,Album 205,ar_0075,single,2020-04-28,17,Label
al_0206,Album 206,ar_0062,album,2022-06-07,8,Label
al_0207,Album 207,ar_0001,single,2023-04-10,17,Label
al_0208,Album 208,ar_0098,album,2023-02-04,12,Label
al_0209,Album 209,ar_0022,album,2020-07-18,13,Label
al_0210,Album 210,ar_0030,album,2025-10-10,2,Label
al_0211,Album 211,ar_0032,compilation,2026-12-14,13,Label
al_0212,Album 212,ar_0015,album,2024-05-01,13,Label
al_0213,Album 213,ar_0010,compilation,2026-09-07,6,Label
al_0214,Album 214,ar_0018,album,2026-08-26,8,Label
al_0215,Album 215,ar_0029,album,2023-02-01,11,Label
al_0216,Album 216,ar_0039,album,2026-03-11,16,Label
al_0217,Album 217,ar_0022,compilation,2026-01-03,6,Label
al_0218,Album 218,ar_0049,single,2021-03-05,14,Label
al_0219,Album 219,ar_0081,album,2020-07-03,12,Label
al_0220,Album 220,ar_0012,compilation,2022-05-03,4,Label
al_0221,Album 221,ar_0056,single,2024-06-22,16,Label
al_0222,Album 222,ar_0047,compilation,2023-11-26,14,Label
al_0223,Album 223,ar_0054,single,2020-01-10,4,Label
al_0224,Album 224,ar_0093,compilation,2021-03-04,7,Label
al_0225,Album 225,ar_0094,single,2024-03-07,6,Label
al_0226,Album 226,ar_0072,album,2023-11-15,20,Label
al_0227,Album 227,ar_0046,compilation,2021-09-04,14,Label
al_0228,Album 228,ar_0079,single,2024-08-14,5,Label
al_0229,Album 229,ar_0081,compilation,2021-01-27,2,Label
al_0230,Album 230,ar_0036,single,2026-09-05,8,Label
al_0231,Album 231,ar_0019,album,2025-04-04,4,Label
al_0232,Album 232,ar_0083,single,2021-08-23,16,Label
al_0233,Album 233,ar_0098,single,2023-04-18,9,Label
al_0234,Album 234,ar_0050,album,2022-01-02,17,Label
al_0235,Album 235,ar_0008,album,2020-03-22,5,Label
al_0236,Album 236,ar_0033,compilation,2026-01-13,13,Label
al_0237,Album 237,ar_0016,compilation,2025-05-01,3,Label
al_0238,Album 238,ar_0026,album,2025-03-15,5,Label
al_0239,Album 239,ar_0096,album,2024-11-06,10,Label
al_0240,Album 240,ar_0065,single,2020-02-04,3,Label
al_0241,Album 241,ar_0074,single,2024-05-13,16,Label
al_0242,Album 242,ar_0010,single,2025-10-08,9,Label
al_0243,Album 243,ar_0017,single,2025-05-02,16,Label
al_0244,Album 244,ar_0048,single,2020-03-04,10,Label
al_0245,Album 245,ar_0028,album,2020-07-16,2,Label
al_0246,Album 246,ar_0088,compilation,2023-08-08,17,Label
al_0247,Album 247,ar_0028,album,2026-10-12,13,Label
al_0248,Album 248,ar_0074,single,2020-03-10,7,Label
al_0249,Album 249,ar_0009,single,2020-07-25,9,Label
al_0250,Album 250,ar_0019,album,2025-03-08,2,Label
al_0251,Album 251,ar_0011,single,2025-02-24,13,Label
al_0252,Album 252,ar_0075,single,2025-10-17,20,Label
al_0253,Album 253,ar_0097,album,2020-08-10,1,Label
al_0254,Album 254,ar_0094,compilation,2021-11-13,16,Label
al_0255,Album 255,ar_0010,single,2024-07-24,14,Label
al_0256,Album 256,ar_0081,single,2025-04-10,9,Label
al_0257,Album 257,ar_0069,single,2023-10-01,20,Label
al_0258,Album 258,ar_0099,compilation,2023-07-16,6,Label
al_0259,Album 259,ar_0024,album,2025-01-12,9,Label
al_0260,Album 260,ar_0048,single,2023-12-16,13,Label
al_0261,Album 261,ar_0047,single,2024-12-11,5,Label
al_0262,Album 262,ar_0054,single,2021-10-03,11,Label
al_0263,Album 263,ar_0005,single,2021-06-24,8,Label
al_0264,Album 264,ar_0015,compilation,2023-11-15,16,Label
al_0265,Album 265,ar_0072,album,2026-03-20,7,Label
al_0266,Album 266,ar_0059,album,2026-05-05,18,Label
al_0267,Album 267,ar_0064,single,2025-10-12,15,Label
al_0268,Album 268,ar_0050,single,2023-04-11,20,Label
al_0269,Album 269,ar_0046,compilation,2026-10-09,18,Label
al_0270,Album 270,ar_0094,single,2020-04-01,12,Label
al_0271,Album 271,ar_0056,single,2021-07-15,3,Label
al_0272,Album 272,ar_0053,compilation,2025-02-04,10,Label
al_0273,Album 273,ar_0039,album,2023-06-15,5,Label
al_0274,Album 274,ar_0032,compilation,2021-01-08,6,Label
al_0275,Album 275,ar_0049,single,2022-06-06,4,Label
al_0276,Album 276,ar_0095,compilation,2021-12-04,1,Label
al_0277,Album 277,ar_0020,compilation,2021-01-06,16,Label
al_0278,Album 278,ar_0077,album,2025-01-19,14,Label
al_0279,Album 279,ar_0074,single,2026-10-07,5,Label
al_0280,Album 280,ar_0093,single,2024-10-25,19,Label
al_0281,Album 281,ar_0040,compilation,2026-11-09,2,Label
al_0282,Album 282,ar_0076,album,2020-02-11,17,Label
al_0283,Album 283,ar_0014,compilation,2024-12-02,13,Label
al_0284,Album 284,ar_0093,single,2020-07-22,2,Label
al_0285,Album 285,ar_0006,compilation,2020-10-13,16,Label
al_0286,Album 286,ar_0024,single,2020-12-17,17,Label
al_0287,Album 287,ar_0054,compilation,2021-02-08,10,Label
al_0288,Album 288,ar_0026,single,2026-01-27,12,Label
al_0289,Album 289,ar_0076,album,2022-07-17,15,Label
al_0290,Album 290,ar_0068,single,2021-05-07,18,Label
al_0291,Album 291,ar_0080,album,2021-07-24,7,Label
al_0292,Album 292,ar_0011,album,2020-09-05,15,Label
al_0293,Album 293,ar_0086,single,2025-05-19,9,Label
al_0294,Album 294,ar_0017,album,2020-03-04,13,Label
al_0295,Album 295,ar_0021,single,2025-10-11,15,Label
al_0296,Album 296,ar_0060,album,2025-07-18,10,Label
al_0297,Album 297,ar_0072,compilation,2020-01-01,4,Label
al_0298,Album 298,ar_0030,album,2021-05-23,6,Label
al_0299,Album 299,ar_0069,single,2022-07-03,3,Label
al_0300,Album 300,ar_0001,album,2023-12-02,20,Label
al_0301,Album 301,ar_0064,single,2025-11-10,17,Label
al_0302,Album 302,ar_0005,album,2020-05-17,12,Label
al_0303,Album 303,ar_0017,compilation,2021-01-12,16,Label
al_0304,Album 304,ar_0011,compilation,2025-09-19,11,Label
al_0305,Album 305,ar_0065,compilation,2021-12-21,10,Label
al_0306,Album 306,ar_0002,single,2023-09-03,6,Label
al_0307,Album 307,ar_0085,compilation,2025-10-15,7,Label
al_0308,Album 308,ar_0056,single,2026-03-18,8,Label
al_0309,Album 309,ar_0050,album,2024-11-06,18,Label
al_0310,Album 310,ar_0046,single,2022-02-25,2,Label
al_0311,Album 311,ar_0036,album,2020-04-19,19,Label
al_0312,Album 312,ar_0039,compilation,2022-01-13,6,Label
al_0313,Album 313,ar_0084,album,2021-09-28,14,Label
al_0314,Album 314,ar_0030,single,2026-04-08,1,Label
al_0315,Album 315,ar_0017,album,2022-03-07,20,Label
al_0316,Album 316,ar_0098,single,2025-02-26,13,Label
al_0317,Album 317,ar_0009,album,2025-08-20,17,Label
al_0318,Album 318,ar_0045,album,2024-11-28,13,Label
al_0319,Album 319,ar_0097,album,2025-12-11,18,Label
al_0320,Album 320,ar_0021,album,2024-03-02,1,Label
al_0321,Album 321,ar_0093,single,2023-10-09,16,Label
al_0322,Album 322,ar_0062,album,2025-10-17,1,Label
al_0323,Album 323,ar_0035,single,2024-11-19,11,Label
al_0324,Album 324,ar_0037,compilation,2026-09-21,15,Label
al_0325,Album 325,ar_0096,single,2022-03-19,19,Label
al_0326,Album 326,ar_0089,album,2023-05-08,17,Label
al_0327,Album 327,ar_0096,album,2020-12-07,12,Label
al_0328,Album 328,ar_0014,album,2022-12-02,5,Label
al_0329,Album 329,ar_0010,single,2024-08-07,20,Label
al_0330,Album 330,ar_0028,single,2022-08-06,13,Label
al_0331,Album 331,ar_0071,compilation,2023-11-07,5,Label
al_0332,Album 332,ar_0029,single,2020-03-10,6,Label
al_0333,Album 333,ar_0045,compilation,2023-05-06,11,Label
al_0334,Album 334,ar_0052,album,2021-09-03,5,Label
al_0335,Album 335,ar_0074,single,2024-06-27,11,Label
al_0336,Album 336,ar_0013,single,2022-03-14,19,Label
al_0337,Album 337,ar_0001,compilation,2024-09-10,14,Label
al_0338,Album 338,ar_0097,album,2021-09-09,3,Label
al_0339,Album 339,ar_0063,single,2020-02-16,17,Label
al_0340,Album 340,ar_0041,single,2021-09-11,16,Label
al_0341,Album 341,ar_0065,single,2024-02-27,3,Label
al_0342,Album 342,ar_0055,compilation,2021-04-01,11,Label
al_0343,Album 343,ar_0072,single,2024-05-27,17,Label
al_0344,Album 344,ar_0087,single,2025-02-15,2,Label
al_0345,Album 345,ar_0085,single,2021-06-06,14,Label
al_0346,Album 346,ar_0025,compilation,2020-04-21,11,Label
al_0347,Album 347,ar_0076,album,2025-10-10,20,Label
al_0348,Album 348,ar_0056,compilation,2025-12-23,12,Label
al_0349,Album 349,ar_0093,single,2020-08-16,20,Label
al_0350,Album 350,ar_0037,compilation,2026-07-26,16,Label
al_0351,Album 351,ar_0037,album,2022-05-10,7,Label
al_0352,Album 352,ar_0020,album,2022-05-23,8,Label
al_0353,Album 353,ar_0033,compilation,2024-12-16,2,Label
al_0354,Album 354,ar_0045,compilation,2021-10-05,9,Label
al_0355,Album 355,ar_0052,single,2026-08-09,12,Label
al_0356,Album 356,ar_0084,compilation,2021-04-04,4,Label
al_0357,Album 357,ar_0090,single,2022-07-21,19,Label
al_0358,Album 358,ar_0069,album,2025-11-05,9,Label
al_0359,Album 359,ar_0011,album,2022-08-03,2,Label
al_0360,Album 360,ar_0016,album,2026-04-21,13,Label
al_0361,Album 361,ar_0052,compilation,2022-11-15,12,Label
al_0362,Album 362,ar_0036,album,2023-11-07,11,Label
al_0363,Album 363,ar_0014,compilation,2026-01-09,18,Label
al_0364,Album 364,ar_0082,single,2021-01-03,19,Label
al_0365,Album 365,ar_0038,album,2026-05-27,4,Label
al_0366,Album 366,ar_0097,compilation,2026-06-03,9,Label
al_0367,Album 367,ar_0043,single,2025-12-20,11,Label
al_0368,Album 368,ar_0027,single,2025-06-21,13,Label
al_0369,Album 369,ar_0023,album,2022-04-07,5,Label
al_0370,Album 370,ar_0070,album,2026-06-08,15,Label
al_0371,Album 371,ar_0079,album,2025-09-22,1,Label
al_0372,Album 372,ar_0098,single,2026-11-24,9,Label
al_0373,Album 373,ar_0018,compilation,2022-03-03,14,Label
al_0374,Album 374,ar_0032,album,2023-04-24,14,Label
al_0375,Album 375,ar_0017,compilation,2023-10-06,13,Label
al_0376,Album 376,ar_0051,single,2025-07-28,8,Label
al_0377,Album 377,ar_0078,compilation,2020-06-13,4,Label
al_0378,Album 378,ar_0074,single,2022-05-19,18,Label
al_0379,Album 379,ar_0038,album,2025-11-28,18,Label
al_0380,Album 380,ar_0080,single,2026-07-12,16,Label
al_0381,Album 381,ar_0070,album,2020-04-09,13,Label
al_0382,Album 382,ar_0060,compilation,2024-10-02,14,Label
al_0383,Album 383,ar_0059,album,2021-05-22,7,Label
al_0384,Album 384,ar_0032,album,2020-03-03,2,Label
al_0385,Album 385,ar_0096,album,2025-05-02,16,Label
al_0386,Album 386,ar_0058,compilation,2026-04-12,6,Label
al_0387,Album 387,ar_0004,single,2021-12-11,1,Label
al_0388,Album 388,ar_0047,single,2022-10-15,7,Label
al_0389,Album 389,ar_0021,single,2020-04-19,13,Label
al_0390,Album 390,ar_0061,album,2024-06-22,4,Label
al_0391,Album 391,ar_0028,single,2025-02-09,9,Label
al_0392,Album 392,ar_0039,compilation,2023-06-02,6,Label
al_0393,Album 393,ar_0065,album,2025-01-27,15,Label
al_0394,Album 394,ar_0016,single,2021-03-25,18,Label
al_0395,Album 395,ar_0066,single,2024-10-04,10,Label
al_0396,Album 396,ar_0057,album,2021-10-09,1,Label
al_0397,Album 397,ar_0070,album,2025-12-10,13,Label
al_0398,Album 398,ar_0055,single,2020-04-27,3,Label
al_0399,Album 399,ar_0048,single,2024-05-28,6,Label
al_0400,Album 400,ar_0080,compilation,2025-12-06,15,Label
al_0401,Album 401,ar_0051,album,2021-04-14,11,Label
al_0402,Album 402,ar_0051,compilation,2025-02-21,4,Label
al_0403,Album 403,ar_0065,single,2026-04-15,11,Label
al_0404,Album 404,ar_0035,single,2024-10-05,17,Label
al_0405,Album 405,ar_0043,compilation,2022-10-13,7,Label
al_0406,Album 406,ar_0078,compilation,2022-03-26,15,Label
al_0407,Album 407,ar_0041,single,2024-04-24,2,Label
al_0408,Album 408,ar_0043,album,2024-12-01,14,Label
al_0409,Album 409,ar_0012,compilation,2025-12-17,17,Label
al_0410,Album 410,ar_0043,compilation,2021-05-05,1,Label
al_0411,Album 411,ar_0014,album,2025-12-08,11,Label
al_0412,Album 412,ar_0023,compilation,2024-07-18,10,Label
al_0413,Album 413,ar_0071,single,2026-08-06,7,Label
al_0414,Album 414,ar_0009,compilation,2024-01-21,8,Label
al_0415,Album 415,ar_0100,compilation,2024-07-07,10,Label
al_0416,Album 416,ar_0087,album,2023-03-18,5,Label
al_0417,Album 417,ar_0065,compilation,2020-11-06,14,Label
al_0418,Album 418,ar_0030,album,2021-11-27,16,Label
al_0419,Album 419,ar_0055,single,2020-02-18,16,Label
al_0420,Album 420,ar_0037,single,2025-09-01,9,Label
al_0421,Album 421,ar_0037,compilation,2023-03-01,20,Label
al_0422,Album 422,ar_0031,single,2021-01-10,13,Label
al_0423,Album 423,ar_0050,single,2026-02-20,9,Label
al_0424,Album 424,ar_0040,album,2023-06-12,12,Label
al_0425,Album 425,ar_0041,single,2024-09-12,8,Label
al_0426,Album 426,ar_0019,single,2020-08-14,7,Label
al_0427,Album 427,ar_0040,single,2026-10-24,12,Label
al_0428,Album 428,ar_0069,album,2021-08-17,2,Label
al_0429,Album 429,ar_0026,album,2023-11-14,18,Label
al_0430,Album 430,ar_0034,compilation,2020-08-23,5,Label
al_0431,Album 431,ar_0092,compilation,2023-08-14,11,Label
al_0432,Album 432,ar_0061,compilation,2026-09-20,13,Label
al_0433,Album 433,ar_0016,album,2024-02-08,1,Label
al_0434,Album 434,ar_0097,album,2022-02-26,20,Label
al_0435,Album 435,ar_0046,compilation,2025-07-20,10,Label
al_0436,Album 436,ar_0005,single,2022-09-27,7,Label
al_0437,Album 437,ar_0001,compilation,2024-07-27,9,Label
al_0438,Album 438,ar_0050,compilation,2021-12-24,17,Label
al_0439,Album 439,ar_0076,compilation,2021-10-17,16,Label
al_0440,Album 440,ar_0009,album,2022-01-24,5,Label
al_0441,Album 441,ar_0038,single,2022-07-25,5,Label
al_0442,Album 442,ar_0016,album,2023-08-04,6,Label
al_0443,Album 443,ar_0100,compilation,2022-01-06,7,Label
al_0444,Album 444,ar_0008,album,2025-11-17,6,Label
al_0445,Album 445,ar_0003,album,2022-08-11,9,Label
al_0446,Album 446,ar_0098,album,2025-06-12,9,Label
al_0447,Album 447,ar_0025,compilation,2023-10-06,10,Label
al_0448,Album 448,ar_0046,album,2020-11-03,16,Label
al_0449,Album 449,ar_0095,album,2023-04-01,13,Label
al_0450,Album 450,ar_0062,compilation,2024-02-23,1,Label
al_0451,Album 451,ar_0006,single,2020-03-06,10,Label
al_0452,Album 452,ar_0027,compilation,2020-10-17,3,Label
al_0453,Album 453,ar_0070,single,2026-02-12,2,Label
al_0454,Album 454,ar_0061,compilation,2023-11-01,3,Label
