media_id,impressions,reach,engagement,saves,shares,profile_visits,follows
ig_m_auto_0059,3502,2671,127,31,11,20,3
ig_m_auto_0060,8587,5993,211,40,16,44,2
ig_m_auto_0061,3629,3220,146,18,23,18,1
ig_m_auto_0062,6482,5084,159,18,11,23,3
ig_m_auto_0063,7502,7218,427,27,48,48,5
ig_m_auto_0064,4680,3008,176,14,20,37,5
ig_m_auto_0065,5746,3945,253,61,10,29,6
ig_m_auto_0066,3857,2277,146,28,12,41,4
ig_m_auto_0067,10317,7814,240,45,13,33,5
ig_m_auto_0068,5908,3797,139,8,22,25,3
ig_m_auto_0069,4087,1541,85,4,12,27,4
ig_m_auto_0070,4409,3514,115,28,4,16,1
ig_m_auto_0071,4002,1121,57,6,7,12,1
ig_m_auto_0072,8813,6827,345,78,41,43,2
ig_m_auto_0073,4895,3948,198,30,6,55,9
ig_m_auto_0074,11569,8992,612,52,97,108,14
ig_m_auto_0075,10406,8760,529,44,62,209,47
ig_m_auto_0076,7515,7195,264,13,27,92,19
ig_m_auto_0077,6628,5925,410,32,44,151,31
ig_m_auto_0078,8714,5800,178,34,24,19,3
ig_m_auto_0079,7696,5051,211,42,16,46,9
ig_m_auto_0080,2632,2514,80,16,13,8,1
ig_m_auto_0081,11249,8956,418,37,69,149,36
ig_m_auto_0082,6849,5095,170,28,17,67,15
ig_m_auto_0083,6493,3938,222,18,24,30,7
ig_m_auto_0084,2912,2732,156,19,6,17,2
ig_m_auto_0085,9409,8765,323,80,31,32,2
ig_m_auto_0086,2245,1815,118,12,6,32,3
ig_m_auto_0087,10203,7546,351,35,13,74,12
ig_m_auto_0088,5799,4614,311,42,54,32,6
ig_m_auto_0089,4395,3156,111,20,8,20,1
ig_m_auto_0090,3948,3403,196,40,24,27,2
ig_m_auto_0091,7693,6381,396,38,45,76,18
ig_m_auto_0092,9545,7248,377,70,46,91,10
ig_m_auto_0093,7157,4255,190,34,25,41,6
ig_m_auto_0094,4717,2541,123,9,14,41,9
ig_m_auto_0095,6176,4296,287,64,51,50,7
ig_m_auto_0096,11073,8804,502,83,56,186,30
ig_m_auto_0097,8289,7007,476,72,53,134,32
ig_m_auto_0098,8199,7510,444,58,19,173,29
ig_m_auto_0099,3289,3085,138,7,24,32,4
ig_m_auto_0100,1953,1837,55,3,2,17,2
ig_m_auto_0101,3325,2639,110,19,12,29,7
ig_m_auto_0102,7972,5312,325,33,19,43,2
ig_m_auto_0103,4857,3888,127,23,10,31,7
ig_m_auto_0104,10543,8692,333,26,49,106,16
ig_m_auto_0105,4749,4603,177,42,30,66,16
ig_m_auto_0106,5411,3141,191,26,22,43,2
ig_m_auto_0107,10368,8156,489,54,16,159,25
ig_m_auto_0108,6849,4364,298,54,18,100,23
ig_m_auto_0109,5223,3299,223,41,17,66,9
ig_m_auto_0110,3645,1096,66,10,4,17,1
ig_m_auto_0111,5415,3609,133,9,16,35,4
ig_m_auto_0112,5715,4915,255,57,14,79,15
ig_m_auto_0113,3755,1817,80,11,6,14,2
ig_m_auto_0114,2432,1398,52,6,1,8,1
ig_m_auto_0115,5677,5461,269,60,34,77,5
ig_m_auto_0116,7355,4501,208,34,26,22,2
ig_m_auto_0117,4107,1419,97,7,5,12,2
ig_m_auto_0118,11384,8751,600,138,92,184,26
ig_m_auto_0119,3714,1466,56,13,6,19,4
ig_m_auto_0120,6695,5228,242,18,8,40,2
ig_m_auto_0121,3902,1397,44,8,7,5,1
ig_m_auto_0122,7354,6113,286,56,37,85,11
ig_m_auto_0123,3266,2269,81,5,10,30,6
ig_m_auto_0124,7903,5341,192,21,22,26,3
ig_m_auto_0125,7534,6321,340,64,26,116,19
ig_m_auto_0126,7704,5436,225,24,36,86,13
ig_m_auto_0127,9819,8520,485,70,18,87,20
ig_m_auto_0128,8914,8224,468,24,59,133,24
ig_m_auto_0129,4005,2525,125,8,16,13,1
ig_m_auto_0130,6935,4824,254,32,12,89,13
ig_m_auto_0131,9414,8557,298,37,47,111,7
ig_m_auto_0132,9053,6393,324,68,35,96,8
ig_m_auto_0133,6642,5866,326,18,50,128,28
ig_m_auto_0134,7371,5099,212,15,18,67,9
ig_m_auto_0135,7662,5385,171,21,23,26,1
ig_m_auto_0136,6533,3916,225,26,20,27,4
ig_m_auto_0137,3152,1277,41,4,2,4,0
ig_m_auto_0138,9354,6923,250,42,37,93,18
ig_m_auto_0139,4948,2666,114,19,9,13,0
ig_m_auto_0140,7028,4556,309,75,36,83,20
ig_m_auto_0141,10490,8142,340,34,19,54,12
ig_m_auto_0142,11008,8971,344,38,20,80,11
ig_m_auto_0143,5244,5132,252,21,12,26,5
ig_m_auto_0144,2550,1175,41,5,2,11,0
ig_m_auto_0145,4662,3364,200,32,35,47,10
ig_m_auto_0146,4073,3381,205,13,14,77,6
ig_m_auto_0147,6587,5700,345,69,58,91,10
ig_m_auto_0148,8327,7130,422,83,64,167,31
ig_m_auto_0149,7338,6121,414,41,64,148,13
ig_m_auto_0150,5615,5075,341,55,17,105,7
ig_m_auto_0151,5326,4930,292,40,49,59,13
ig_m_auto_0152,5338,3866,119,10,4,45,7
ig_m_auto_0153,10076,7146,261,61,22,48,11
ig_m_auto_0154,3398,2306,160,25,10,25,3
ig_m_auto_0155,3715,1561,79,19,6,8,1
ig_m_auto_0156,8634,7609,334,62,24,40,3
ig_m_auto_0157,2844,2159,137,19,15,39,4
ig_m_auto_0158,7027,6512,285,34,44,112,10
ig_m_auto_0159,5412,5259,216,19,9,45,2
ig_m_auto_0160,8875,5952,386,36,36,146,35
ig_m_auto_0161,6594,4893,154,25,14,37,5
ig_m_auto_0162,2387,1534,58,12,8,14,2
ig_m_auto_0163,5772,5539,350,62,27,98,20
ig_m_auto_0164,5910,4871,191,15,31,26,1
ig_m_auto_0165,7609,6787,351,47,19,61,10
ig_m_auto_0166,8384,7781,377,34,61,108,14
ig_m_auto_0167,5237,2620,174,41,29,22,3
ig_m_auto_0168,6649,5295,208,23,27,61,5
ig_m_auto_0169,2771,1648,66,9,2,7,1
ig_m_auto_0170,10313,7617,458,93,43,69,6
ig_m_auto_0171,6991,5211,290,39,51,44,10
ig_m_auto_0172,10650,8682,285,15,48,89,19
ig_m_auto_0173,7921,5136,265,44,10,96,15
ig_m_auto_0174,4702,2304,81,16,9,25,4
ig_m_auto_0175,8284,7093,263,21,11,43,9
ig_m_auto_0176,6384,3981,274,29,8,73,15
ig_m_auto_0177,2321,1009,39,2,2,13,2
ig_m_auto_0178,9294,6516,237,12,40,54,2
ig_m_auto_0179,2538,2094,108,14,6,19,2
ig_m_auto_0180,7661,5015,245,42,22,33,5
ig_m_auto_0181,2047,1673,65,7,6,8,1
ig_m_auto_0182,4971,3653,158,31,7,31,4
ig_m_auto_0183,10118,8630,312,40,46,114,26
ig_m_auto_0184,9802,7416,294,51,37,105,7
ig_m_auto_0185,6991,5240,330,60,54,111,20
ig_m_auto_0186,2502,2274,145,29,21,16,3
ig_m_auto_0187,7412,4959,273,33,32,108,24
ig_m_auto_0188,5765,4985,327,61,39,62,7
ig_m_auto_0189,8389,6574,279,66,28,107,10
ig_m_auto_0190,9981,7349,455,37,48,162,23
ig_m_auto_0191,8619,8100,457,85,33,168,41
ig_m_auto_0192,2827,2026,138,33,12,16,1
ig_m_auto_0193,4528,3642,234,37,40,79,15
ig_m_auto_0194,7748,7084,357,69,13,78,6
ig_m_auto_0195,2066,1383,73,9,13,12,1
ig_m_auto_0196,8050,5670,299,16,27,95,16
ig_m_auto_0197,5910,5429,337,45,30,62,12
ig_m_auto_0198,5743,5378,295,54,45,56,3
ig_m_auto_0199,4742,2676,149,10,9,53,5
ig_m_auto_0200,7021,4331,135,25,22,26,1
ig_m_auto_0201,1774,1287,83,18,4,24,5
ig_m_auto_0202,6845,4912,200,30,21,79,7
ig_m_auto_0203,8605,7405,452,62,16,139,28
ig_m_auto_0204,10082,7204,357,44,51,38,7
ig_m_auto_0205,2871,2442,131,32,8,40,4
ig_m_auto_0206,8709,6425,345,30,56,125,13
ig_m_auto_0207,4752,3896,215,51,23,40,6
ig_m_auto_0208,8379,6594,334,75,23,116,25
ig_m_auto_0209,5394,4299,196,40,31,53,12
ig_m_auto_0210,6127,3644,195,10,5,51,6
ig_m_auto_0211,5429,5322,276,31,33,58,8
ig_m_auto_0212,10655,8132,277,33,45,99,20
ig_m_auto_0213,9141,8716,561,92,82,214,13
ig_m_auto_0214,9105,6403,259,40,9,70,17
ig_m_auto_0215,9337,7027,230,44,37,45,2
ig_m_auto_0216,2800,2484,79,16,11,30,3
ig_m_auto_0217,4610,1950,101,16,14,31,7
ig_m_auto_0218,3629,2614,146,28,17,34,6
ig_m_auto_0219,2101,941,44,7,2,9,1
ig_m_auto_0220,4697,3270,172,32,12,22,3
ig_m_auto_0221,3186,1796,78,18,12,30,6
ig_m_auto_0222,5572,3793,194,23,9,61,12
ig_m_auto_0223,6081,5206,299,34,9,93,22
ig_m_auto_0224,9361,7773,414,81,15,92,19
ig_m_auto_0225,4906,4438,191,33,10,42,3
ig_m_auto_0226,7752,6859,217,52,28,50,7
ig_m_auto_0227,4493,1591,90,18,15,23,2
ig_m_auto_0228,3854,1036,45,5,6,9,1
ig_m_auto_0229,4461,3034,99,16,15,12,2
ig_m_auto_0230,9546,6954,416,96,22,107,5
ig_m_auto_0231,3598,3235,157,26,12,26,2
ig_m_auto_0232,8443,6417,248,58,29,93,6
ig_m_auto_0233,5166,4160,224,45,28,59,10
ig_m_auto_0234,10728,8265,279,65,19,106,15
ig_m_auto_0235,7654,6975,317,21,34,74,8
ig_m_auto_0236,3238,1622,74,17,6,10,1
ig_m_auto_0237,10645,7929,277,64,47,40,5
ig_m_auto_0238,6139,5686,362,73,16,94,16
ig_m_auto_0239,7636,4778,296,31,32,114,23
ig_m_auto_0240,4266,1785,97,11,6,26,2
ig_m_auto_0241,6653,4457,243,19,40,48,3
ig_m_auto_0242,10472,7519,402,53,28,113,15
ig_m_auto_0243,6756,4212,268,58,17,58,7
