id,name,media_count
ht_leatherwork8,leatherwork8,272175
ht_barrelhorse80,barrelhorse80,293796
ht_smithrock57,smithrock57,1619201
ht_vettech,vettech,1596433
ht_barrelracing17,barrelracing17,1992415
ht_barrelhorse34,barrelhorse34,629129
ht_pronghorn25,pronghorn25,1443791
ht_quarterhorse97,quarterhorse97,1477709
ht_barrelhorse59,barrelhorse59,616812
ht_fordf25084,fordf25084,166572
ht_barrelracing80,barrelracing80,933662
ht_oregonrodeo68,oregonrodeo68,1594421
ht_barrelpattern65,barrelpattern65,1380899
ht_vettech96,vettech96,136866
ht_smithrock24,smithrock24,1741930
ht_quarterhorse77,quarterhorse77,1512050
ht_largeanimalvet61,largeanimalvet61,98412
ht_rodeolife47,rodeolife47,85394
ht_17point1824,17point1824,1286438
ht_pronghorn37,pronghorn37,1392541
ht_cbrapnw66,cbrapnw66,1418378
ht_largeanimalvet4,largeanimalvet4,248214
ht_leatherwork82,leatherwork82,1621736
ht_vettech83,vettech83,674917
ht_pronghorn94,pronghorn94,95011
ht_cowgirl83,cowgirl83,1259027
ht_horsesofinstagram49,horsesofinstagram49,1745221
ht_rodeolife67,rodeolife67,1220794
ht_smithrock23,smithrock23,11503
ht_sundownertrailers16,sundownertrailers16,1668073
ht_smithrock20,smithrock20,1443472
ht_wildlifephotography58,wildlifephotography58,1252786
ht_vettech60,vettech60,1406525
ht_sisters39,sisters39,1778327
ht_sundownertrailers12,sundownertrailers12,908045
ht_tackroom74,tackroom74,1209008
ht_highdesert55,highdesert55,1283387
ht_wildlifephotography44,wildlifephotography44,413199
ht_tackroom66,tackroom66,728043
ht_ranchlife38,ranchlife38,366323
ht_quarterhorse95,quarterhorse95,1377808
ht_cbrapnw16,cbrapnw16,644262
ht_smithrock99,smithrock99,1337034
ht_fordf25076,fordf25076,1288180
ht_quarterhorse63,quarterhorse63,1140479
ht_leatherwork99,leatherwork99,1344838
ht_hikari96,hikari96,737430
ht_cowgirl19,cowgirl19,471833
ht_sundownertrailers45,sundownertrailers45,459658
ht_centraloregon52,centraloregon52,24526
ht_sisters30,sisters30,493980
ht_wildlifephotography64,wildlifephotography64,1481147
ht_17point1817,17point1817,1737568
ht_wildlifephotography95,wildlifephotography95,387331
ht_17point1862,17point1862,111170
ht_pendleton72,pendleton72,1319403
ht_vettech47,vettech47,1093111
ht_rodeolife3,rodeolife3,937616
ht_cowgirl30,cowgirl30,1622021
ht_fordf25069,fordf25069,1006338
ht_highdesert80,highdesert80,120518
ht_horsesofinstagram14,horsesofinstagram14,1951934
ht_barrelhorse89,barrelhorse89,687257
ht_largeanimalvet21,largeanimalvet21,1072967
ht_highdesert74,highdesert74,1807481
ht_17point1873,17point1873,957612
ht_leatherwork50,leatherwork50,1356085
ht_barrelhorse98,barrelhorse98,599098
ht_smithrock6,smithrock6,1186946
ht_tackroom43,tackroom43,88547
ht_madrasrodeo42,madrasrodeo42,599038
ht_largeanimalvet2,largeanimalvet2,964472
ht_sundownertrailers62,sundownertrailers62,1205926
ht_barrelracing27,barrelracing27,992258
ht_ranchlife54,ranchlife54,235823
ht_smithrock94,smithrock94,701121
ht_quarterhorse35,quarterhorse35,185019
ht_fordf25089,fordf25089,1184485
ht_leatherwork69,leatherwork69,1985476
ht_bendoregon37,bendoregon37,1138244
ht_quarterhorse30,quarterhorse30,219024
ht_cbra97,CBRA97,652790
ht_barrelpattern79,barrelpattern79,799020
ht_cowgirl68,cowgirl68,124355
ht_17point1823,17point1823,295748
ht_cbra71,CBRA71,610254
ht_sundownertrailers61,sundownertrailers61,272805
ht_sisters51,sisters51,1871403
ht_pronghorn96,pronghorn96,1709696
ht_equinephotography20,equinephotography20,1609363
ht_sisters3,sisters3,1392151
ht_equinephotography93,equinephotography93,1501859
ht_equinephotography44,equinephotography44,1936462
ht_centraloregon94,centraloregon94,614158
ht_pendleton45,pendleton45,1988439
ht_barrelhorse82,barrelhorse82,814203
ht_equinephotography84,equinephotography84,1801086
ht_sundownertrailers64,sundownertrailers64,1020234
ht_largeanimalvet10,largeanimalvet10,339851
ht_fordf25045,fordf25045,1948001
ht_sisters32,sisters32,1435712
ht_rodeolife45,rodeolife45,360942
ht_sisters72,sisters72,1301002
ht_largeanimalvet27,largeanimalvet27,650679
ht_hikari4,hikari4,1465842
ht_rodeolife33,rodeolife33,243471
ht_horsesofinstagram81,horsesofinstagram81,1654620
ht_highdesert76,highdesert76,283983
ht_bendoregon23,bendoregon23,565768
ht_smithrock98,smithrock98,1487961
ht_cbrapnw29,cbrapnw29,1856342
ht_cbra65,CBRA65,1122130
ht_quarterhorse32,quarterhorse32,963975
ht_highdesert36,highdesert36,1485620
ht_ranchlife34,ranchlife34,855368
ht_vettech14,vettech14,1132367
ht_oregonrodeo52,oregonrodeo52,1067512
ht_smithrock64,smithrock64,1374113
ht_bendoregon63,bendoregon63,1996606
ht_highdesert34,highdesert34,528674
ht_oregonrodeo43,oregonrodeo43,582953
ht_oregonrodeo74,oregonrodeo74,1575258
ht_bendoregon35,bendoregon35,992189
ht_madrasrodeo21,madrasrodeo21,1050325
ht_tackroom56,tackroom56,1962205
ht_tackroom82,tackroom82,1198516
ht_oregonrodeo27,oregonrodeo27,761005
ht_vettech49,vettech49,427333
ht_vettech55,vettech55,1345862
ht_tackroom89,tackroom89,1492759
ht_centraloregon90,centraloregon90,1081978
ht_equinephotography59,equinephotography59,589694
ht_cbrapnw58,cbrapnw58,1224426
ht_oregonrodeo61,oregonrodeo61,1767728
