id,order_id,status,amount_value,currency_code,final_capture,create_time
CAP_0000000000049,ORDER-0000000000049,COMPLETED,58.90,USD,true,2026-05-13T00:01:00Z
CAP_0000000000050,ORDER-0000000000050,COMPLETED,50.48,USD,true,2026-10-22T00:01:00Z
CAP_0000000000051,ORDER-0000000000051,COMPLETED,52.20,USD,true,2026-11-07T00:01:00Z
CAP_0000000000052,ORDER-0000000000052,COMPLETED,45.87,USD,true,2026-04-21T00:01:00Z
CAP_0000000000053,ORDER-0000000000053,COMPLETED,25.64,USD,true,2026-03-11T00:01:00Z
CAP_0000000000054,ORDER-0000000000054,COMPLETED,43.57,USD,true,2026-07-24T00:01:00Z
CAP_0000000000055,ORDER-0000000000055,COMPLETED,47.31,USD,true,2026-05-07T00:01:00Z
CAP_0000000000056,ORDER-0000000000056,COMPLETED,22.36,USD,true,2026-10-15T00:01:00Z
CAP_0000000000057,ORDER-0000000000057,COMPLETED,49.25,USD,true,2026-06-05T00:01:00Z
CAP_0000000000058,ORDER-0000000000058,COMPLETED,17.31,USD,true,2026-03-08T00:01:00Z
CAP_0000000000059,ORDER-0000000000059,COMPLETED,39.36,USD,true,2025-07-08T00:01:00Z
CAP_0000000000060,ORDER-0000000000060,COMPLETED,20.12,USD,true,2026-10-19T00:01:00Z
CAP_0000000000061,ORDER-0000000000061,COMPLETED,51.48,USD,true,2026-02-24T00:01:00Z
CAP_0000000000062,ORDER-0000000000062,COMPLETED,38.06,USD,true,2026-08-20T00:01:00Z
CAP_0000000000063,ORDER-0000000000063,COMPLETED,25.31,USD,true,2025-07-20T00:01:00Z
CAP_0000000000064,ORDER-0000000000064,COMPLETED,15.36,USD,true,2026-10-31T00:01:00Z
CAP_0000000000065,ORDER-0000000000065,COMPLETED,26.96,USD,true,2026-05-12T00:01:00Z
CAP_0000000000066,ORDER-0000000000066,COMPLETED,27.00,USD,true,2026-03-17T00:01:00Z
CAP_0000000000067,ORDER-0000000000067,COMPLETED,21.30,USD,true,2026-03-12T00:01:00Z
CAP_0000000000068,ORDER-0000000000068,COMPLETED,28.98,USD,true,2026-08-28T00:01:00Z
CAP_0000000000069,ORDER-0000000000069,COMPLETED,51.99,USD,true,2026-03-24T00:01:00Z
CAP_0000000000070,ORDER-0000000000070,COMPLETED,18.05,USD,true,2026-04-25T00:01:00Z
CAP_0000000000071,ORDER-0000000000071,COMPLETED,39.40,USD,true,2025-11-15T00:01:00Z
CAP_0000000000072,ORDER-0000000000072,COMPLETED,55.84,USD,true,2025-08-13T00:01:00Z
CAP_0000000000073,ORDER-0000000000073,COMPLETED,48.05,USD,true,2026-07-01T00:01:00Z
CAP_0000000000074,ORDER-0000000000074,COMPLETED,17.98,USD,true,2025-07-20T00:01:00Z
CAP_0000000000075,ORDER-0000000000075,COMPLETED,19.42,USD,true,2026-04-21T00:01:00Z
CAP_0000000000076,ORDER-0000000000076,COMPLETED,49.76,USD,true,2025-08-16T00:01:00Z
CAP_0000000000077,ORDER-0000000000077,COMPLETED,25.57,USD,true,2025-08-06T00:01:00Z
CAP_0000000000078,ORDER-0000000000078,COMPLETED,44.54,USD,true,2026-10-02T00:01:00Z
CAP_0000000000079,ORDER-0000000000079,COMPLETED,47.39,USD,true,2025-11-28T00:01:00Z
CAP_0000000000080,ORDER-0000000000080,COMPLETED,50.34,USD,true,2025-06-20T00:01:00Z
CAP_0000000000081,ORDER-0000000000081,COMPLETED,29.19,USD,true,2026-04-07T00:01:00Z
CAP_0000000000082,ORDER-0000000000082,COMPLETED,34.81,USD,true,2025-12-10T00:01:00Z
CAP_0000000000083,ORDER-0000000000083,COMPLETED,18.47,USD,true,2026-06-25T00:01:00Z
CAP_0000000000084,ORDER-0000000000084,COMPLETED,32.11,USD,true,2026-06-30T00:01:00Z
CAP_0000000000085,ORDER-0000000000085,COMPLETED,42.84,USD,true,2026-10-26T00:01:00Z
CAP_0000000000086,ORDER-0000000000086,COMPLETED,53.12,USD,true,2026-04-13T00:01:00Z
CAP_0000000000087,ORDER-0000000000087,COMPLETED,53.88,USD,true,2025-09-30T00:01:00Z
CAP_0000000000088,ORDER-0000000000088,COMPLETED,13.40,USD,true,2026-01-21T00:01:00Z
CAP_0000000000089,ORDER-0000000000089,COMPLETED,45.27,USD,true,2026-11-18T00:01:00Z
CAP_0000000000090,ORDER-0000000000090,COMPLETED,41.97,USD,true,2025-11-01T00:01:00Z
CAP_0000000000091,ORDER-0000000000091,COMPLETED,27.80,USD,true,2026-09-10T00:01:00Z
CAP_0000000000092,ORDER-0000000000092,COMPLETED,28.74,USD,true,2025-09-06T00:01:00Z
CAP_0000000000093,ORDER-0000000000093,COMPLETED,14.91,USD,true,2025-07-28T00:01:00Z
CAP_0000000000094,ORDER-0000000000094,COMPLETED,12.91,USD,true,2026-02-06T00:01:00Z
CAP_0000000000095,ORDER-0000000000095,COMPLETED,31.23,USD,true,2026-01-03T00:01:00Z
CAP_0000000000096,ORDER-0000000000096,COMPLETED,43.94,USD,true,2026-05-15T00:01:00Z
CAP_0000000000097,ORDER-0000000000097,COMPLETED,21.50,USD,true,2026-10-10T00:01:00Z
CAP_0000000000098,ORDER-0000000000098,COMPLETED,21.86,USD,true,2026-04-14T00:01:00Z
CAP_0000000000099,ORDER-0000000000099,COMPLETED,32.74,USD,true,2026-03-08T00:01:00Z
CAP_0000000000100,ORDER-0000000000100,COMPLETED,59.68,USD,true,2026-08-12T00:01:00Z
CAP_0000000000101,ORDER-0000000000101,COMPLETED,52.24,USD,true,2026-11-17T00:01:00Z
CAP_0000000000102,ORDER-0000000000102,COMPLETED,25.94,USD,true,2026-01-04T00:01:00Z
CAP_0000000000103,ORDER-0000000000103,COMPLETED,14.81,USD,true,2026-03-11T00:01:00Z
CAP_0000000000104,ORDER-0000000000104,COMPLETED,49.44,USD,true,2026-09-14T00:01:00Z
CAP_0000000000105,ORDER-0000000000105,COMPLETED,38.83,USD,true,2026-08-28T00:01:00Z
CAP_0000000000106,ORDER-0000000000106,COMPLETED,12.41,USD,true,2025-12-01T00:01:00Z
CAP_0000000000107,ORDER-0000000000107,COMPLETED,54.27,USD,true,2026-01-19T00:01:00Z
CAP_0000000000108,ORDER-0000000000108,COMPLETED,55.26,USD,true,2026-01-26T00:01:00Z
CAP_0000000000109,ORDER-0000000000109,COMPLETED,42.27,USD,true,2026-05-10T00:01:00Z
CAP_0000000000110,ORDER-0000000000110,COMPLETED,38.39,USD,true,2025-11-21T00:01:00Z
CAP_0000000000111,ORDER-0000000000111,COMPLETED,48.01,USD,true,2025-12-08T00:01:00Z
CAP_0000000000112,ORDER-0000000000112,COMPLETED,14.24,USD,true,2026-03-29T00:01:00Z
CAP_0000000000113,ORDER-0000000000113,COMPLETED,22.96,USD,true,2026-11-04T00:01:00Z
CAP_0000000000114,ORDER-0000000000114,COMPLETED,19.00,USD,true,2026-10-12T00:01:00Z
CAP_0000000000115,ORDER-0000000000115,COMPLETED,28.70,USD,true,2025-10-08T00:01:00Z
CAP_0000000000116,ORDER-0000000000116,COMPLETED,41.81,USD,true,2025-10-22T00:01:00Z
CAP_0000000000117,ORDER-0000000000117,COMPLETED,17.82,USD,true,2025-11-03T00:01:00Z
CAP_0000000000118,ORDER-0000000000118,COMPLETED,15.86,USD,true,2025-06-07T00:01:00Z
CAP_0000000000119,ORDER-0000000000119,COMPLETED,19.89,USD,true,2026-04-08T00:01:00Z
CAP_0000000000120,ORDER-0000000000120,COMPLETED,26.62,USD,true,2026-08-23T00:01:00Z
CAP_0000000000121,ORDER-0000000000121,COMPLETED,56.00,USD,true,2026-03-11T00:01:00Z
CAP_0000000000122,ORDER-0000000000122,COMPLETED,16.33,USD,true,2026-01-26T00:01:00Z
CAP_0000000000123,ORDER-0000000000123,COMPLETED,43.12,USD,true,2026-09-02T00:01:00Z
CAP_0000000000124,ORDER-0000000000124,COMPLETED,17.98,USD,true,2026-10-05T00:01:00Z
CAP_0000000000125,ORDER-0000000000125,COMPLETED,58.99,USD,true,2025-11-16T00:01:00Z
CAP_0000000000126,ORDER-0000000000126,COMPLETED,45.05,USD,true,2025-09-30T00:01:00Z
CAP_0000000000127,ORDER-0000000000127,COMPLETED,23.13,USD,true,2025-08-14T00:01:00Z
CAP_0000000000128,ORDER-0000000000128,COMPLETED,30.85,USD,true,2026-05-30T00:01:00Z
CAP_0000000000129,ORDER-0000000000129,COMPLETED,17.44,USD,true,2026-10-27T00:01:00Z
CAP_0000000000130,ORDER-0000000000130,COMPLETED,42.13,USD,true,2025-12-04T00:01:00Z
CAP_0000000000131,ORDER-0000000000131,COMPLETED,12.66,USD,true,2025-08-26T00:01:00Z
CAP_0000000000132,ORDER-0000000000132,COMPLETED,16.95,USD,true,2026-04-09T00:01:00Z
CAP_0000000000133,ORDER-0000000000133,COMPLETED,30.80,USD,true,2026-02-20T00:01:00Z
CAP_0000000000134,ORDER-0000000000134,COMPLETED,53.30,USD,true,2026-03-24T00:01:00Z
CAP_0000000000135,ORDER-0000000000135,COMPLETED,34.04,USD,true,2026-03-11T00:01:00Z
CAP_0000000000136,ORDER-0000000000136,COMPLETED,48.10,USD,true,2026-09-16T00:01:00Z
CAP_0000000000137,ORDER-0000000000137,COMPLETED,22.57,USD,true,2026-02-28T00:01:00Z
CAP_0000000000138,ORDER-0000000000138,COMPLETED,32.01,USD,true,2026-01-06T00:01:00Z
CAP_0000000000139,ORDER-0000000000139,COMPLETED,26.99,USD,true,2026-04-11T00:01:00Z
CAP_0000000000140,ORDER-0000000000140,COMPLETED,44.03,USD,true,2026-05-08T00:01:00Z
CAP_0000000000141,ORDER-0000000000141,COMPLETED,27.89,USD,true,2026-06-25T00:01:00Z
CAP_0000000000142,ORDER-0000000000142,COMPLETED,27.46,USD,true,2026-04-02T00:01:00Z
CAP_0000000000143,ORDER-0000000000143,COMPLETED,51.20,USD,true,2026-01-14T00:01:00Z
CAP_0000000000144,ORDER-0000000000144,COMPLETED,40.67,USD,true,2026-07-04T00:01:00Z
CAP_0000000000145,ORDER-0000000000145,COMPLETED,21.62,USD,true,2026-08-15T00:01:00Z
CAP_0000000000146,ORDER-0000000000146,COMPLETED,48.48,USD,true,2026-03-30T00:01:00Z
CAP_0000000000147,ORDER-0000000000147,COMPLETED,30.59,USD,true,2026-01-24T00:01:00Z
CAP_0000000000148,ORDER-0000000000148,COMPLETED,13.71,USD,true,2025-09-07T00:01:00Z
CAP_0000000000149,ORDER-0000000000149,COMPLETED,41.01,USD,true,2025-08-01T00:01:00Z
CAP_0000000000150,ORDER-0000000000150,COMPLETED,52.97,USD,true,2026-02-24T00:01:00Z
CAP_0000000000151,ORDER-0000000000151,COMPLETED,59.48,USD,true,2025-07-24T00:01:00Z
CAP_0000000000152,ORDER-0000000000152,COMPLETED,28.18,USD,true,2025-06-14T00:01:00Z
CAP_0000000000153,ORDER-0000000000153,COMPLETED,55.13,USD,true,2025-12-27T00:01:00Z
CAP_0000000000154,ORDER-0000000000154,COMPLETED,55.10,USD,true,2026-04-23T00:01:00Z
CAP_0000000000155,ORDER-0000000000155,COMPLETED,44.05,USD,true,2025-06-23T00:01:00Z
CAP_0000000000156,ORDER-0000000000156,COMPLETED,41.93,USD,true,2026-09-18T00:01:00Z
CAP_0000000000157,ORDER-0000000000157,COMPLETED,57.15,USD,true,2025-10-06T00:01:00Z
CAP_0000000000158,ORDER-0000000000158,COMPLETED,21.09,USD,true,2025-09-02T00:01:00Z
CAP_0000000000159,ORDER-0000000000159,COMPLETED,51.22,USD,true,2025-08-04T00:01:00Z
CAP_0000000000160,ORDER-0000000000160,COMPLETED,48.99,USD,true,2025-10-24T00:01:00Z
CAP_0000000000161,ORDER-0000000000161,COMPLETED,39.68,USD,true,2025-11-10T00:01:00Z
CAP_0000000000162,ORDER-0000000000162,COMPLETED,40.65,USD,true,2025-06-27T00:01:00Z
CAP_0000000000163,ORDER-0000000000163,COMPLETED,52.55,USD,true,2026-10-29T00:01:00Z
CAP_0000000000164,ORDER-0000000000164,COMPLETED,55.03,USD,true,2026-04-24T00:01:00Z
CAP_0000000000165,ORDER-0000000000165,COMPLETED,24.03,USD,true,2025-06-18T00:01:00Z
CAP_0000000000166,ORDER-0000000000166,COMPLETED,56.81,USD,true,2026-11-16T00:01:00Z
CAP_0000000000167,ORDER-0000000000167,COMPLETED,51.20,USD,true,2025-11-21T00:01:00Z
CAP_0000000000168,ORDER-0000000000168,COMPLETED,39.52,USD,true,2026-01-27T00:01:00Z
CAP_0000000000169,ORDER-0000000000169,COMPLETED,16.65,USD,true,2025-12-24T00:01:00Z
CAP_0000000000170,ORDER-0000000000170,COMPLETED,23.38,USD,true,2026-05-09T00:01:00Z
CAP_0000000000171,ORDER-0000000000171,COMPLETED,39.83,USD,true,2025-09-08T00:01:00Z
CAP_0000000000172,ORDER-0000000000172,COMPLETED,25.55,USD,true,2025-10-17T00:01:00Z
CAP_0000000000173,ORDER-0000000000173,COMPLETED,15.29,USD,true,2026-07-20T00:01:00Z
CAP_0000000000174,ORDER-0000000000174,COMPLETED,44.67,USD,true,2025-10-14T00:01:00Z
CAP_0000000000175,ORDER-0000000000175,COMPLETED,59.50,USD,true,2026-02-02T00:01:00Z
CAP_0000000000176,ORDER-0000000000176,COMPLETED,17.10,USD,true,2026-03-13T00:01:00Z
CAP_0000000000177,ORDER-0000000000177,COMPLETED,13.95,USD,true,2026-08-30T00:01:00Z
CAP_0000000000178,ORDER-0000000000178,COMPLETED,36.45,USD,true,2026-03-06T00:01:00Z
CAP_0000000000179,ORDER-0000000000179,COMPLETED,15.07,USD,true,2025-09-06T00:01:00Z
CAP_0000000000180,ORDER-0000000000180,COMPLETED,58.00,USD,true,2025-07-02T00:01:00Z
CAP_0000000000181,ORDER-0000000000181,COMPLETED,28.03,USD,true,2025-12-21T00:01:00Z
CAP_0000000000182,ORDER-0000000000182,COMPLETED,50.23,USD,true,2025-06-24T00:01:00Z
CAP_0000000000183,ORDER-0000000000183,COMPLETED,12.72,USD,true,2025-06-02T00:01:00Z
CAP_0000000000184,ORDER-0000000000184,COMPLETED,54.13,USD,true,2025-12-14T00:01:00Z
CAP_0000000000185,ORDER-0000000000185,COMPLETED,44.13,USD,true,2026-02-04T00:01:00Z
CAP_0000000000186,ORDER-0000000000186,COMPLETED,13.23,USD,true,2026-10-19T00:01:00Z
CAP_0000000000187,ORDER-0000000000187,COMPLETED,54.08,USD,true,2026-08-21T00:01:00Z
CAP_0000000000188,ORDER-0000000000188,COMPLETED,33.87,USD,true,2026-01-28T00:01:00Z
CAP_0000000000189,ORDER-0000000000189,COMPLETED,58.25,USD,true,2025-07-14T00:01:00Z
CAP_0000000000190,ORDER-0000000000190,COMPLETED,41.47,USD,true,2026-01-06T00:01:00Z
CAP_0000000000191,ORDER-0000000000191,COMPLETED,52.55,USD,true,2026-07-31T00:01:00Z
CAP_0000000000192,ORDER-0000000000192,COMPLETED,20.35,USD,true,2026-01-21T00:01:00Z
CAP_0000000000193,ORDER-0000000000193,COMPLETED,19.08,USD,true,2026-01-08T00:01:00Z
CAP_0000000000194,ORDER-0000000000194,COMPLETED,47.79,USD,true,2025-09-30T00:01:00Z
CAP_0000000000195,ORDER-0000000000195,COMPLETED,27.91,USD,true,2026-09-13T00:01:00Z
CAP_0000000000196,ORDER-0000000000196,COMPLETED,21.47,USD,true,2025-07-08T00:01:00Z
CAP_0000000000197,ORDER-0000000000197,COMPLETED,50.18,USD,true,2026-10-29T00:01:00Z
CAP_0000000000198,ORDER-0000000000198,COMPLETED,18.87,USD,true,2026-04-06T00:01:00Z
CAP_0000000000199,ORDER-0000000000199,COMPLETED,30.76,USD,true,2025-08-19T00:01:00Z
CAP_0000000000200,ORDER-0000000000200,COMPLETED,23.98,USD,true,2026-02-27T00:01:00Z
CAP_0000000000201,ORDER-0000000000201,COMPLETED,55.89,USD,true,2025-06-14T00:01:00Z
CAP_0000000000202,ORDER-0000000000202,COMPLETED,33.59,USD,true,2026-09-21T00:01:00Z
CAP_0000000000203,ORDER-0000000000203,COMPLETED,29.92,USD,true,2025-07-26T00:01:00Z
CAP_0000000000204,ORDER-0000000000204,COMPLETED,21.95,USD,true,2026-09-20T00:01:00Z
CAP_0000000000205,ORDER-0000000000205,COMPLETED,49.23,USD,true,2025-06-24T00:01:00Z
CAP_0000000000206,ORDER-0000000000206,COMPLETED,30.11,USD,true,2025-11-28T00:01:00Z
CAP_0000000000207,ORDER-0000000000207,COMPLETED,52.72,USD,true,2025-10-09T00:01:00Z
CAP_0000000000208,ORDER-0000000000208,COMPLETED,51.97,USD,true,2026-09-13T00:01:00Z
CAP_0000000000209,ORDER-0000000000209,COMPLETED,33.91,USD,true,2026-11-03T00:01:00Z
CAP_0000000000210,ORDER-0000000000210,COMPLETED,37.74,USD,true,2026-09-06T00:01:00Z
CAP_0000000000211,ORDER-0000000000211,COMPLETED,22.60,USD,true,2025-07-21T00:01:00Z
CAP_0000000000212,ORDER-0000000000212,COMPLETED,13.71,USD,true,2026-02-26T00:01:00Z
CAP_0000000000213,ORDER-0000000000213,COMPLETED,32.26,USD,true,2025-09-18T00:01:00Z
CAP_0000000000214,ORDER-0000000000214,COMPLETED,31.03,USD,true,2026-03-29T00:01:00Z
CAP_0000000000215,ORDER-0000000000215,COMPLETED,54.02,USD,true,2025-07-21T00:01:00Z
CAP_0000000000216,ORDER-0000000000216,COMPLETED,36.85,USD,true,2025-07-20T00:01:00Z
CAP_0000000000217,ORDER-0000000000217,COMPLETED,41.15,USD,true,2025-12-09T00:01:00Z
CAP_0000000000218,ORDER-0000000000218,COMPLETED,41.72,USD,true,2026-07-08T00:01:00Z
CAP_0000000000219,ORDER-0000000000219,COMPLETED,40.00,USD,true,2026-11-21T00:01:00Z
CAP_0000000000220,ORDER-0000000000220,COMPLETED,15.58,USD,true,2026-09-18T00:01:00Z
CAP_0000000000221,ORDER-0000000000221,COMPLETED,45.09,USD,true,2026-02-25T00:01:00Z
CAP_0000000000222,ORDER-0000000000222,COMPLETED,25.77,USD,true,2026-05-03T00:01:00Z
CAP_0000000000223,ORDER-0000000000223,COMPLETED,26.14,USD,true,2026-08-14T00:01:00Z
CAP_0000000000224,ORDER-0000000000224,COMPLETED,41.59,USD,true,2025-10-04T00:01:00Z
CAP_0000000000225,ORDER-0000000000225,COMPLETED,54.24,USD,true,2025-11-18T00:01:00Z
CAP_0000000000226,ORDER-0000000000226,COMPLETED,51.65,USD,true,2026-01-10T00:01:00Z
CAP_0000000000227,ORDER-0000000000227,COMPLETED,38.63,USD,true,2025-10-24T00:01:00Z
CAP_0000000000228,ORDER-0000000000228,COMPLETED,40.21,USD,true,2026-06-10T00:01:00Z
CAP_0000000000229,ORDER-0000000000229,COMPLETED,37.24,USD,true,2026-05-17T00:01:00Z
CAP_0000000000230,ORDER-0000000000230,COMPLETED,33.51,USD,true,2025-07-30T00:01:00Z
CAP_0000000000231,ORDER-0000000000231,COMPLETED,27.39,USD,true,2025-07-01T00:01:00Z
CAP_0000000000232,ORDER-0000000000232,COMPLETED,55.76,USD,true,2026-08-06T00:01:00Z
CAP_0000000000233,ORDER-0000000000233,COMPLETED,53.00,USD,true,2025-07-28T00:01:00Z
CAP_0000000000234,ORDER-0000000000234,COMPLETED,51.14,USD,true,2026-02-22T00:01:00Z
CAP_0000000000235,ORDER-0000000000235,COMPLETED,53.39,USD,true,2026-08-09T00:01:00Z
CAP_0000000000236,ORDER-0000000000236,COMPLETED,42.52,USD,true,2026-04-04T00:01:00Z
CAP_0000000000237,ORDER-0000000000237,COMPLETED,37.74,USD,true,2025-06-30T00:01:00Z
CAP_0000000000238,ORDER-0000000000238,COMPLETED,40.18,USD,true,2026-01-18T00:01:00Z
CAP_0000000000239,ORDER-0000000000239,COMPLETED,14.06,USD,true,2025-08-24T00:01:00Z
CAP_0000000000240,ORDER-0000000000240,COMPLETED,40.09,USD,true,2026-08-12T00:01:00Z
CAP_0000000000241,ORDER-0000000000241,COMPLETED,20.98,USD,true,2026-07-11T00:01:00Z
