id,capture_id,status,amount_value,currency_code,note_to_payer,create_time
REF_0000000000051,CAP_0000000000179,COMPLETED,36.28,USD,overpayment adjustment,2025-10-09T00:00:00Z
REF_0000000000052,CAP_0000000000091,COMPLETED,31.16,USD,overpayment adjustment,2025-10-11T00:00:00Z
REF_0000000000053,CAP_0000000000185,COMPLETED,6.94,USD,overpayment adjustment,2025-10-13T00:00:00Z
REF_0000000000054,CAP_0000000000166,COMPLETED,13.09,USD,duplicate charge reversed,2025-10-15T00:00:00Z
REF_0000000000055,CAP_0000000000099,COMPLETED,26.53,USD,partial reimbursement,2025-10-17T00:00:00Z
REF_0000000000056,CAP_0000000000193,COMPLETED,28.91,USD,duplicate charge reversed,2025-10-19T00:00:00Z
REF_0000000000057,CAP_0000000000223,COMPLETED,11.11,USD,duplicate charge reversed,2025-10-21T00:00:00Z
REF_0000000000058,CAP_0000000000115,COMPLETED,20.84,USD,duplicate charge reversed,2025-10-23T00:00:00Z
REF_0000000000059,CAP_0000000000013,COMPLETED,23.75,USD,partial reimbursement,2025-10-25T00:00:00Z
REF_0000000000060,CAP_0000000000061,COMPLETED,35.12,USD,duplicate charge reversed,2025-10-27T00:00:00Z
REF_0000000000061,CAP_0000000000166,COMPLETED,31.96,USD,duplicate charge reversed,2025-10-29T00:00:00Z
REF_0000000000062,CAP_0000000000088,COMPLETED,23.98,USD,overpayment adjustment,2025-10-31T00:00:00Z
REF_0000000000063,CAP_0000000000047,COMPLETED,24.50,USD,overpayment adjustment,2025-11-02T00:00:00Z
REF_0000000000064,CAP_0000000000162,COMPLETED,33.84,USD,overpayment adjustment,2025-11-04T00:00:00Z
REF_0000000000065,CAP_0000000000108,COMPLETED,25.34,USD,partial reimbursement,2025-11-06T00:00:00Z
REF_0000000000066,CAP_0000000000009,COMPLETED,8.31,USD,duplicate charge reversed,2025-11-08T00:00:00Z
REF_0000000000067,CAP_0000000000102,COMPLETED,19.16,USD,overpayment adjustment,2025-11-10T00:00:00Z
REF_0000000000068,CAP_0000000000220,COMPLETED,36.28,USD,duplicate charge reversed,2025-11-12T00:00:00Z
REF_0000000000069,CAP_0000000000116,COMPLETED,8.46,USD,split correction,2025-11-14T00:00:00Z
REF_0000000000070,CAP_0000000000117,COMPLETED,37.91,USD,duplicate charge reversed,2025-11-16T00:00:00Z
REF_0000000000071,CAP_0000000000011,COMPLETED,11.10,USD,overpayment adjustment,2025-11-18T00:00:00Z
REF_0000000000072,CAP_0000000000222,COMPLETED,16.42,USD,partial reimbursement,2025-11-20T00:00:00Z
REF_0000000000073,CAP_0000000000045,COMPLETED,28.59,USD,duplicate charge reversed,2025-11-22T00:00:00Z
REF_0000000000074,CAP_0000000000013,COMPLETED,36.60,USD,overpayment adjustment,2025-11-24T00:00:00Z
REF_0000000000075,CAP_0000000000042,COMPLETED,7.12,USD,duplicate charge reversed,2025-11-26T00:00:00Z
REF_0000000000076,CAP_0000000000029,COMPLETED,7.23,USD,duplicate charge reversed,2025-11-28T00:00:00Z
REF_0000000000077,CAP_0000000000211,COMPLETED,37.76,USD,overpayment adjustment,2025-11-30T00:00:00Z
REF_0000000000078,CAP_0000000000074,COMPLETED,38.51,USD,split correction,2025-12-02T00:00:00Z
REF_0000000000079,CAP_0000000000005,COMPLETED,19.18,USD,partial reimbursement,2025-12-04T00:00:00Z
REF_0000000000080,CAP_0000000000205,COMPLETED,17.22,USD,overpayment adjustment,2025-12-06T00:00:00Z
REF_0000000000081,CAP_0000000000150,COMPLETED,25.25,USD,partial reimbursement,2025-12-08T00:00:00Z
REF_0000000000082,CAP_0000000000210,COMPLETED,17.61,USD,duplicate charge reversed,2025-12-10T00:00:00Z
REF_0000000000083,CAP_0000000000108,COMPLETED,21.27,USD,overpayment adjustment,2025-12-12T00:00:00Z
REF_0000000000084,CAP_0000000000043,COMPLETED,22.69,USD,partial reimbursement,2025-12-14T00:00:00Z
REF_0000000000085,CAP_0000000000212,COMPLETED,32.82,USD,duplicate charge reversed,2025-12-16T00:00:00Z
REF_0000000000086,CAP_0000000000109,COMPLETED,10.93,USD,partial reimbursement,2025-12-18T00:00:00Z
REF_0000000000087,CAP_0000000000010,COMPLETED,22.52,USD,split correction,2025-12-20T00:00:00Z
REF_0000000000088,CAP_0000000000031,COMPLETED,11.61,USD,overpayment adjustment,2025-12-22T00:00:00Z
REF_0000000000089,CAP_0000000000125,COMPLETED,23.30,USD,overpayment adjustment,2025-12-24T00:00:00Z
REF_0000000000090,CAP_0000000000050,COMPLETED,38.11,USD,split correction,2025-12-26T00:00:00Z
REF_0000000000091,CAP_0000000000006,COMPLETED,16.61,USD,duplicate charge reversed,2025-12-28T00:00:00Z
REF_0000000000092,CAP_0000000000026,COMPLETED,36.59,USD,overpayment adjustment,2025-12-30T00:00:00Z
REF_0000000000093,CAP_0000000000229,COMPLETED,33.54,USD,overpayment adjustment,2026-01-01T00:00:00Z
REF_0000000000094,CAP_0000000000127,COMPLETED,8.72,USD,partial reimbursement,2026-01-03T00:00:00Z
REF_0000000000095,CAP_0000000000197,COMPLETED,11.99,USD,duplicate charge reversed,2026-01-05T00:00:00Z
REF_0000000000096,CAP_0000000000226,COMPLETED,6.27,USD,partial reimbursement,2026-01-07T00:00:00Z
REF_0000000000097,CAP_0000000000149,COMPLETED,31.22,USD,partial reimbursement,2026-01-09T00:00:00Z
REF_0000000000098,CAP_0000000000023,COMPLETED,7.72,USD,overpayment adjustment,2026-01-11T00:00:00Z
REF_0000000000099,CAP_0000000000006,COMPLETED,5.48,USD,overpayment adjustment,2026-01-13T00:00:00Z
REF_0000000000100,CAP_0000000000032,COMPLETED,39.72,USD,overpayment adjustment,2026-01-15T00:00:00Z
REF_0000000000101,CAP_0000000000073,COMPLETED,19.86,USD,split correction,2026-01-17T00:00:00Z
REF_0000000000102,CAP_0000000000139,COMPLETED,22.94,USD,duplicate charge reversed,2026-01-19T00:00:00Z
REF_0000000000103,CAP_0000000000061,COMPLETED,6.67,USD,split correction,2026-01-21T00:00:00Z
REF_0000000000104,CAP_0000000000182,COMPLETED,13.19,USD,overpayment adjustment,2026-01-23T00:00:00Z
REF_0000000000105,CAP_0000000000101,COMPLETED,15.23,USD,overpayment adjustment,2026-01-25T00:00:00Z
REF_0000000000106,CAP_0000000000017,COMPLETED,27.36,USD,overpayment adjustment,2026-01-27T00:00:00Z
REF_0000000000107,CAP_0000000000136,COMPLETED,19.80,USD,duplicate charge reversed,2026-01-29T00:00:00Z
REF_0000000000108,CAP_0000000000126,COMPLETED,17.48,USD,overpayment adjustment,2026-01-31T00:00:00Z
REF_0000000000109,CAP_0000000000198,COMPLETED,20.63,USD,partial reimbursement,2026-02-02T00:00:00Z
REF_0000000000110,CAP_0000000000154,COMPLETED,12.48,USD,partial reimbursement,2026-02-04T00:00:00Z
REF_0000000000111,CAP_0000000000098,COMPLETED,7.91,USD,duplicate charge reversed,2026-02-06T00:00:00Z
REF_0000000000112,CAP_0000000000211,COMPLETED,25.06,USD,duplicate charge reversed,2026-02-08T00:00:00Z
REF_0000000000113,CAP_0000000000093,COMPLETED,29.66,USD,overpayment adjustment,2026-02-10T00:00:00Z
REF_0000000000114,CAP_0000000000036,COMPLETED,29.31,USD,overpayment adjustment,2026-02-12T00:00:00Z
REF_0000000000115,CAP_0000000000210,COMPLETED,18.99,USD,partial reimbursement,2026-02-14T00:00:00Z
REF_0000000000116,CAP_0000000000071,COMPLETED,9.40,USD,duplicate charge reversed,2026-02-16T00:00:00Z
REF_0000000000117,CAP_0000000000088,COMPLETED,39.82,USD,split correction,2026-02-18T00:00:00Z
REF_0000000000118,CAP_0000000000217,COMPLETED,34.72,USD,overpayment adjustment,2026-02-20T00:00:00Z
REF_0000000000119,CAP_0000000000083,COMPLETED,6.01,USD,overpayment adjustment,2026-02-22T00:00:00Z
REF_0000000000120,CAP_0000000000025,COMPLETED,26.41,USD,overpayment adjustment,2026-02-24T00:00:00Z
REF_0000000000121,CAP_0000000000231,COMPLETED,12.77,USD,duplicate charge reversed,2026-02-26T00:00:00Z
REF_0000000000122,CAP_0000000000094,COMPLETED,11.88,USD,split correction,2026-02-28T00:00:00Z
REF_0000000000123,CAP_0000000000074,COMPLETED,30.77,USD,overpayment adjustment,2026-03-02T00:00:00Z
REF_0000000000124,CAP_0000000000102,COMPLETED,30.53,USD,partial reimbursement,2026-03-04T00:00:00Z
REF_0000000000125,CAP_0000000000104,COMPLETED,5.25,USD,split correction,2026-03-06T00:00:00Z
REF_0000000000126,CAP_0000000000159,COMPLETED,25.59,USD,duplicate charge reversed,2026-03-08T00:00:00Z
REF_0000000000127,CAP_0000000000159,COMPLETED,25.93,USD,partial reimbursement,2026-03-10T00:00:00Z
REF_0000000000128,CAP_0000000000146,COMPLETED,13.40,USD,duplicate charge reversed,2026-03-12T00:00:00Z
REF_0000000000129,CAP_0000000000231,COMPLETED,5.52,USD,duplicate charge reversed,2026-03-14T00:00:00Z
REF_0000000000130,CAP_0000000000227,COMPLETED,19.47,USD,partial reimbursement,2026-03-16T00:00:00Z
REF_0000000000131,CAP_0000000000237,COMPLETED,20.07,USD,duplicate charge reversed,2026-03-18T00:00:00Z
REF_0000000000132,CAP_0000000000042,COMPLETED,33.97,USD,split correction,2026-03-20T00:00:00Z
REF_0000000000133,CAP_0000000000177,COMPLETED,35.44,USD,duplicate charge reversed,2026-03-22T00:00:00Z
REF_0000000000134,CAP_0000000000038,COMPLETED,25.23,USD,overpayment adjustment,2026-03-24T00:00:00Z
REF_0000000000135,CAP_0000000000204,COMPLETED,31.89,USD,duplicate charge reversed,2026-03-26T00:00:00Z
REF_0000000000136,CAP_0000000000116,COMPLETED,10.68,USD,partial reimbursement,2026-03-28T00:00:00Z
REF_0000000000137,CAP_0000000000171,COMPLETED,8.73,USD,overpayment adjustment,2026-03-30T00:00:00Z
REF_0000000000138,CAP_0000000000164,COMPLETED,37.29,USD,partial reimbursement,2026-04-01T00:00:00Z
REF_0000000000139,CAP_0000000000171,COMPLETED,32.44,USD,split correction,2026-04-03T00:00:00Z
REF_0000000000140,CAP_0000000000159,COMPLETED,35.93,USD,split correction,2026-04-05T00:00:00Z
REF_0000000000141,CAP_0000000000001,COMPLETED,32.56,USD,overpayment adjustment,2026-04-07T00:00:00Z
REF_0000000000142,CAP_0000000000061,COMPLETED,11.48,USD,overpayment adjustment,2026-04-09T00:00:00Z
REF_0000000000143,CAP_0000000000215,COMPLETED,14.50,USD,partial reimbursement,2026-04-11T00:00:00Z
REF_0000000000144,CAP_0000000000202,COMPLETED,24.01,USD,partial reimbursement,2026-04-13T00:00:00Z
REF_0000000000145,CAP_0000000000015,COMPLETED,23.90,USD,split correction,2026-04-15T00:00:00Z
REF_0000000000146,CAP_0000000000037,COMPLETED,11.52,USD,split correction,2026-04-17T00:00:00Z
REF_0000000000147,CAP_0000000000186,COMPLETED,36.07,USD,partial reimbursement,2026-04-19T00:00:00Z
REF_0000000000148,CAP_0000000000151,COMPLETED,36.17,USD,overpayment adjustment,2026-04-21T00:00:00Z
REF_0000000000149,CAP_0000000000236,COMPLETED,36.42,USD,duplicate charge reversed,2026-04-23T00:00:00Z
REF_0000000000150,CAP_0000000000178,COMPLETED,34.96,USD,split correction,2026-04-25T00:00:00Z
REF_0000000000151,CAP_0000000000219,COMPLETED,24.66,USD,partial reimbursement,2026-04-27T00:00:00Z
REF_0000000000152,CAP_0000000000175,COMPLETED,19.76,USD,overpayment adjustment,2026-04-29T00:00:00Z
REF_0000000000153,CAP_0000000000190,COMPLETED,13.89,USD,overpayment adjustment,2026-05-01T00:00:00Z
REF_0000000000154,CAP_0000000000014,COMPLETED,24.63,USD,duplicate charge reversed,2026-05-03T00:00:00Z
REF_0000000000155,CAP_0000000000176,COMPLETED,32.98,USD,duplicate charge reversed,2026-05-05T00:00:00Z
REF_0000000000156,CAP_0000000000175,COMPLETED,32.56,USD,split correction,2026-05-07T00:00:00Z
REF_0000000000157,CAP_0000000000109,COMPLETED,32.16,USD,partial reimbursement,2026-05-09T00:00:00Z
REF_0000000000158,CAP_0000000000069,COMPLETED,30.99,USD,split correction,2026-05-11T00:00:00Z
REF_0000000000159,CAP_0000000000090,COMPLETED,13.55,USD,partial reimbursement,2026-05-13T00:00:00Z
REF_0000000000160,CAP_0000000000001,COMPLETED,23.34,USD,overpayment adjustment,2026-05-15T00:00:00Z
REF_0000000000161,CAP_0000000000195,COMPLETED,27.36,USD,overpayment adjustment,2026-05-17T00:00:00Z
REF_0000000000162,CAP_0000000000204,COMPLETED,36.22,USD,split correction,2026-05-19T00:00:00Z
REF_0000000000163,CAP_0000000000125,COMPLETED,7.05,USD,overpayment adjustment,2026-05-21T00:00:00Z
REF_0000000000164,CAP_0000000000027,COMPLETED,25.89,USD,split correction,2026-05-23T00:00:00Z
REF_0000000000165,CAP_0000000000224,COMPLETED,26.21,USD,overpayment adjustment,2026-05-25T00:00:00Z
REF_0000000000166,CAP_0000000000221,COMPLETED,12.62,USD,partial reimbursement,2026-05-27T00:00:00Z
REF_0000000000167,CAP_0000000000135,COMPLETED,20.66,USD,partial reimbursement,2026-05-29T00:00:00Z
REF_0000000000168,CAP_0000000000170,COMPLETED,8.81,USD,duplicate charge reversed,2026-05-31T00:00:00Z
REF_0000000000169,CAP_0000000000032,COMPLETED,7.65,USD,overpayment adjustment,2026-06-02T00:00:00Z
REF_0000000000170,CAP_0000000000020,COMPLETED,25.64,USD,duplicate charge reversed,2026-06-04T00:00:00Z
REF_0000000000171,CAP_0000000000175,COMPLETED,20.35,USD,duplicate charge reversed,2026-06-06T00:00:00Z
REF_0000000000172,CAP_0000000000208,COMPLETED,31.23,USD,duplicate charge reversed,2026-06-08T00:00:00Z
REF_0000000000173,CAP_0000000000025,COMPLETED,12.32,USD,duplicate charge reversed,2026-06-10T00:00:00Z
REF_0000000000174,CAP_0000000000038,COMPLETED,32.68,USD,partial reimbursement,2026-06-12T00:00:00Z
REF_0000000000175,CAP_0000000000004,COMPLETED,33.48,USD,overpayment adjustment,2026-06-14T00:00:00Z
REF_0000000000176,CAP_0000000000231,COMPLETED,9.95,USD,overpayment adjustment,2026-06-16T00:00:00Z
REF_0000000000177,CAP_0000000000213,COMPLETED,15.60,USD,duplicate charge reversed,2026-06-18T00:00:00Z
REF_0000000000178,CAP_0000000000063,COMPLETED,20.50,USD,duplicate charge reversed,2026-06-20T00:00:00Z
REF_0000000000179,CAP_0000000000126,COMPLETED,17.52,USD,partial reimbursement,2026-06-22T00:00:00Z
REF_0000000000180,CAP_0000000000048,COMPLETED,26.90,USD,split correction,2026-06-24T00:00:00Z
REF_0000000000181,CAP_0000000000227,COMPLETED,32.22,USD,overpayment adjustment,2026-06-26T00:00:00Z
REF_0000000000182,CAP_0000000000123,COMPLETED,39.23,USD,partial reimbursement,2026-06-28T00:00:00Z
REF_0000000000183,CAP_0000000000200,COMPLETED,17.71,USD,partial reimbursement,2026-06-30T00:00:00Z
REF_0000000000184,CAP_0000000000118,COMPLETED,26.66,USD,split correction,2026-07-02T00:00:00Z
REF_0000000000185,CAP_0000000000095,COMPLETED,6.70,USD,partial reimbursement,2026-07-04T00:00:00Z
REF_0000000000186,CAP_0000000000103,COMPLETED,8.91,USD,partial reimbursement,2026-07-06T00:00:00Z
REF_0000000000187,CAP_0000000000175,COMPLETED,17.26,USD,partial reimbursement,2026-07-08T00:00:00Z
REF_0000000000188,CAP_0000000000183,COMPLETED,30.53,USD,split correction,2026-07-10T00:00:00Z
REF_0000000000189,CAP_0000000000241,COMPLETED,18.09,USD,partial reimbursement,2026-07-12T00:00:00Z
REF_0000000000190,CAP_0000000000143,COMPLETED,25.60,USD,duplicate charge reversed,2026-07-14T00:00:00Z
REF_0000000000191,CAP_0000000000185,COMPLETED,35.45,USD,split correction,2026-07-16T00:00:00Z
REF_0000000000192,CAP_0000000000109,COMPLETED,38.90,USD,split correction,2026-07-18T00:00:00Z
REF_0000000000193,CAP_0000000000047,COMPLETED,31.40,USD,overpayment adjustment,2026-07-20T00:00:00Z
REF_0000000000194,CAP_0000000000016,COMPLETED,13.04,USD,split correction,2026-07-22T00:00:00Z
REF_0000000000195,CAP_0000000000068,COMPLETED,31.03,USD,partial reimbursement,2026-07-24T00:00:00Z
REF_0000000000196,CAP_0000000000153,COMPLETED,35.26,USD,partial reimbursement,2026-07-26T00:00:00Z
REF_0000000000197,CAP_0000000000229,COMPLETED,22.35,USD,overpayment adjustment,2026-07-28T00:00:00Z
REF_0000000000198,CAP_0000000000151,COMPLETED,25.02,USD,partial reimbursement,2026-07-30T00:00:00Z
REF_0000000000199,CAP_0000000000134,COMPLETED,21.35,USD,overpayment adjustment,2026-08-01T00:00:00Z
REF_0000000000200,CAP_0000000000142,COMPLETED,33.13,USD,duplicate charge reversed,2026-08-03T00:00:00Z
REF_0000000000201,CAP_0000000000169,COMPLETED,12.12,USD,split correction,2026-08-05T00:00:00Z
REF_0000000000202,CAP_0000000000157,COMPLETED,22.87,USD,duplicate charge reversed,2026-08-07T00:00:00Z
REF_0000000000203,CAP_0000000000230,COMPLETED,10.04,USD,overpayment adjustment,2026-08-09T00:00:00Z
REF_0000000000204,CAP_0000000000111,COMPLETED,7.13,USD,duplicate charge reversed,2026-08-11T00:00:00Z
REF_0000000000205,CAP_0000000000180,COMPLETED,11.55,USD,split correction,2026-08-13T00:00:00Z
REF_0000000000206,CAP_0000000000209,COMPLETED,30.69,USD,overpayment adjustment,2026-08-15T00:00:00Z
REF_0000000000207,CAP_0000000000023,COMPLETED,23.54,USD,overpayment adjustment,2026-08-17T00:00:00Z
REF_0000000000208,CAP_0000000000069,COMPLETED,29.08,USD,split correction,2026-08-19T00:00:00Z
REF_0000000000209,CAP_0000000000042,COMPLETED,14.61,USD,split correction,2026-08-21T00:00:00Z
REF_0000000000210,CAP_0000000000070,COMPLETED,27.98,USD,partial reimbursement,2026-08-23T00:00:00Z
REF_0000000000211,CAP_0000000000039,COMPLETED,35.29,USD,overpayment adjustment,2026-08-25T00:00:00Z
REF_0000000000212,CAP_0000000000234,COMPLETED,24.02,USD,partial reimbursement,2026-08-27T00:00:00Z
REF_0000000000213,CAP_0000000000100,COMPLETED,23.88,USD,split correction,2026-08-29T00:00:00Z
REF_0000000000214,CAP_0000000000181,COMPLETED,26.65,USD,split correction,2026-08-31T00:00:00Z
REF_0000000000215,CAP_0000000000014,COMPLETED,5.99,USD,partial reimbursement,2026-09-02T00:00:00Z
REF_0000000000216,CAP_0000000000226,COMPLETED,21.34,USD,split correction,2026-09-04T00:00:00Z
REF_0000000000217,CAP_0000000000140,COMPLETED,32.97,USD,split correction,2026-09-06T00:00:00Z
