Id,Name,Description,Type,UnitPrice,IncomeAccountRef_value,IncomeAccountRef_name,Active,Taxable
4063,Chaps — Extra Large #5,Handmade Salazar Leathercraft product,Service,156,1004,Sales of Product Income,True,True
4064,Bag — Small #5,Handmade Salazar Leathercraft product,Inventory,163,1004,Sales of Product Income,True,True
4065,Notebook Cover — Medium #5,Handmade Salazar Leathercraft product,Inventory,170,1004,Sales of Product Income,True,True
4066,Journal Sleeve — Large #5,Handmade Salazar Leathercraft product,Service,177,1004,Sales of Product Income,True,True
4067,Bracelet — Extra Large #5,Handmade Salazar Leathercraft product,Inventory,184,1004,Sales of Product Income,True,True
4068,Keychain — Small #5,Handmade Salazar Leathercraft product,Inventory,191,1004,Sales of Product Income,True,True
4069,Watch Strap — Medium #5,Handmade Salazar Leathercraft product,Service,198,1004,Sales of Product Income,True,True
4070,Sheath — Large #5,Handmade Salazar Leathercraft product,Inventory,205,1004,Sales of Product Income,True,True
4071,Notebook — Extra Large #5,Handmade Salazar Leathercraft product,Inventory,212,1004,Sales of Product Income,True,True
4072,Halter — Small #5,Handmade Salazar Leathercraft product,Service,219,1004,Sales of Product Income,True,True
4073,Bridle — Medium #5,Handmade Salazar Leathercraft product,Inventory,226,1004,Sales of Product Income,True,True
4074,Card Case — Large #5,Handmade Salazar Leathercraft product,Inventory,233,1004,Sales of Product Income,True,True
4075,Belt — Extra Large #6,Handmade Salazar Leathercraft product,Service,240,1004,Sales of Product Income,True,True
4076,Wallet — Small #6,Handmade Salazar Leathercraft product,Inventory,247,1004,Sales of Product Income,True,True
4077,Holster — Medium #6,Handmade Salazar Leathercraft product,Inventory,254,1004,Sales of Product Income,True,True
4078,Chaps — Large #6,Handmade Salazar Leathercraft product,Service,261,1004,Sales of Product Income,True,True
4079,Bag — Extra Large #6,Handmade Salazar Leathercraft product,Inventory,268,1004,Sales of Product Income,True,True
4080,Notebook Cover — Small #6,Handmade Salazar Leathercraft product,Inventory,275,1004,Sales of Product Income,True,True
4081,Journal Sleeve — Medium #6,Handmade Salazar Leathercraft product,Service,282,1004,Sales of Product Income,True,True
4082,Bracelet — Large #6,Handmade Salazar Leathercraft product,Inventory,289,1004,Sales of Product Income,True,True
4083,Keychain — Extra Large #6,Handmade Salazar Leathercraft product,Inventory,296,1004,Sales of Product Income,True,True
4084,Watch Strap — Small #6,Handmade Salazar Leathercraft product,Service,303,1004,Sales of Product Income,True,True
4085,Sheath — Medium #6,Handmade Salazar Leathercraft product,Inventory,310,1004,Sales of Product Income,True,True
4086,Notebook — Large #6,Handmade Salazar Leathercraft product,Inventory,17,1004,Sales of Product Income,True,True
4087,Halter — Extra Large #6,Handmade Salazar Leathercraft product,Service,24,1004,Sales of Product Income,True,True
4088,Bridle — Small #6,Handmade Salazar Leathercraft product,Inventory,31,1004,Sales of Product Income,True,True
4089,Card Case — Medium #6,Handmade Salazar Leathercraft product,Inventory,38,1004,Sales of Product Income,True,True
4090,Belt — Large #7,Handmade Salazar Leathercraft product,Service,45,1004,Sales of Product Income,True,True
4091,Wallet — Extra Large #7,Handmade Salazar Leathercraft product,Inventory,52,1004,Sales of Product Income,True,True
4092,Holster — Small #7,Handmade Salazar Leathercraft product,Inventory,59,1004,Sales of Product Income,True,True
4093,Chaps — Medium #7,Handmade Salazar Leathercraft product,Service,66,1004,Sales of Product Income,True,True
4094,Bag — Large #7,Handmade Salazar Leathercraft product,Inventory,73,1004,Sales of Product Income,True,True
4095,Notebook Cover — Extra Large #7,Handmade Salazar Leathercraft product,Inventory,80,1004,Sales of Product Income,True,True
4096,Journal Sleeve — Small #7,Handmade Salazar Leathercraft product,Service,87,1004,Sales of Product Income,True,True
4097,Bracelet — Medium #7,Handmade Salazar Leathercraft product,Inventory,94,1004,Sales of Product Income,True,True
4098,Keychain — Large #7,Handmade Salazar Leathercraft product,Inventory,101,1004,Sales of Product Income,True,True
4099,Watch Strap — Extra Large #7,Handmade Salazar Leathercraft product,Service,108,1004,Sales of Product Income,True,True
4100,Sheath — Small #7,Handmade Salazar Leathercraft product,Inventory,115,1004,Sales of Product Income,True,True
4101,Notebook — Medium #7,Handmade Salazar Leathercraft product,Inventory,122,1004,Sales of Product Income,True,True
4102,Halter — Large #7,Handmade Salazar Leathercraft product,Service,129,1004,Sales of Product Income,True,True
4103,Bridle — Extra Large #7,Handmade Salazar Leathercraft product,Inventory,136,1004,Sales of Product Income,True,True
4104,Card Case — Small #7,Handmade Salazar Leathercraft product,Inventory,143,1004,Sales of Product Income,True,True
