id,name,description,active,created
prod_00363,Annual Prepay v4,inactive,2026-01-15T20:41:00-07:00,detail_368
prod_00364,Merch (Variable) v5,inactive,2024-01-11T14:32:00-07:00,detail_330
prod_00365,Seminar Ticket v6,inactive,2026-10-07T17:16:00-07:00,detail_952
prod_00366,Seminar Ticket v7,active,2024-10-27T08:52:00-07:00,detail_874
prod_00367,Annual Prepay v8,inactive,2026-03-17T14:50:00-07:00,detail_697
prod_00368,Merch (Variable) v9,active,2025-08-08T10:03:00-07:00,detail_683
prod_00369,Annual Prepay v10,inactive,2025-05-24T10:15:00-07:00,detail_624
prod_00370,Monthly Membership v1,active,2024-03-22T13:55:00-07:00,detail_655
prod_00371,Seminar Ticket v2,active,2026-01-14T20:48:00-07:00,detail_562
prod_00372,Seminar Ticket v3,active,2025-03-07T10:12:00-07:00,detail_928
prod_00373,Drop-In Class v4,inactive,2024-09-29T10:49:00-07:00,detail_147
prod_00374,Drop-In Class v5,inactive,2025-12-11T14:05:00-07:00,detail_804
prod_00375,Annual Prepay v6,inactive,2024-12-21T15:19:00-07:00,detail_967
prod_00376,Drop-In Class v7,inactive,2024-07-24T18:59:00-07:00,detail_337
prod_00377,Seminar Ticket v8,active,2025-03-21T10:28:00-07:00,detail_942
prod_00378,Annual Prepay v9,active,2024-07-15T15:50:00-07:00,detail_184
prod_00379,Annual Prepay v10,active,2026-04-07T10:24:00-07:00,detail_269
prod_00380,Seminar Ticket v1,active,2024-10-08T09:29:00-07:00,detail_109
prod_00381,Private Lesson v2,inactive,2026-04-02T09:56:00-07:00,detail_472
prod_00382,Drop-In Class v3,active,2026-04-21T09:11:00-07:00,detail_768
prod_00383,Seminar Ticket v4,active,2026-07-15T10:39:00-07:00,detail_144
prod_00384,Seminar Ticket v5,inactive,2024-07-13T12:14:00-07:00,detail_905
prod_00385,Rank Test Fee v6,inactive,2024-11-15T13:13:00-07:00,detail_182
prod_00386,Seminar Ticket v7,active,2025-01-24T19:08:00-07:00,detail_199
prod_00387,Annual Prepay v8,inactive,2025-12-24T14:05:00-07:00,detail_588
prod_00388,Drop-In Class v9,active,2026-05-01T12:55:00-07:00,detail_211
prod_00389,Annual Prepay v10,inactive,2025-01-11T13:27:00-07:00,detail_205
prod_00390,Private Lesson v1,inactive,2025-02-08T16:04:00-07:00,detail_235
prod_00391,Drop-In Class v2,active,2024-12-31T20:47:00-07:00,detail_742
prod_00392,Monthly Membership v3,inactive,2025-02-14T18:53:00-07:00,detail_783
prod_00393,Rank Test Fee v4,inactive,2024-12-05T16:19:00-07:00,detail_870
prod_00394,Merch (Variable) v5,inactive,2024-08-04T15:05:00-07:00,detail_199
prod_00395,Seminar Ticket v6,inactive,2025-01-21T10:38:00-07:00,detail_755
prod_00396,Drop-In Class v7,active,2024-01-01T19:24:00-07:00,detail_389
prod_00397,Drop-In Class v8,inactive,2026-07-08T14:01:00-07:00,detail_909
prod_00398,Monthly Membership v9,active,2024-09-24T18:47:00-07:00,detail_353
prod_00399,Drop-In Class v10,active,2026-05-19T13:54:00-07:00,detail_130
prod_00400,Merch (Variable) v1,active,2026-01-05T20:00:00-07:00,detail_622
prod_00401,Annual Prepay v2,inactive,2024-10-27T12:39:00-07:00,detail_116
prod_00402,Rank Test Fee v3,active,2025-08-01T10:15:00-07:00,detail_502
prod_00403,Rank Test Fee v4,inactive,2024-01-11T20:08:00-07:00,detail_893
prod_00404,Rank Test Fee v5,inactive,2026-09-30T11:50:00-07:00,detail_912
