food_id,food_name,brand,serving_size,serving_unit,calories,total_fat_g,saturated_fat_g,cholesterol_mg,sodium_mg,total_carbs_g,dietary_fiber_g,sugars_g,protein_g,potassium_mg,is_verified
food_0028,Food 28,,2 serving,serving,115,18,15,68,406,18,1,9,39,439,true
food_0029,Food 29,,2 serving,serving,445,24,0,30,1149,63,10,25,24,294,true
food_0030,Food 30,,2 serving,serving,173,15,3,41,680,65,7,17,6,400,true
food_0031,Food 31,,3 serving,serving,506,26,14,1,791,61,2,7,37,301,true
food_0032,Food 32,,2 serving,serving,571,4,9,43,295,57,0,17,7,267,true
food_0033,Food 33,,2 serving,serving,465,14,15,5,139,57,9,14,9,93,true
food_0034,Food 34,,2 serving,serving,153,7,12,32,675,28,5,16,49,387,true
food_0035,Food 35,,3 serving,serving,553,11,3,23,968,58,7,24,39,412,true
food_0036,Food 36,,1 serving,serving,561,22,13,59,1183,48,6,0,20,387,true
food_0037,Food 37,,3 serving,serving,440,7,2,1,291,61,5,25,27,70,true
food_0038,Food 38,,3 serving,serving,111,28,10,77,629,18,4,21,28,184,true
food_0039,Food 39,,2 serving,serving,367,30,4,51,742,36,6,7,35,190,true
food_0040,Food 40,,2 serving,serving,295,21,1,6,163,74,3,5,17,162,true
food_0041,Food 41,,1 serving,serving,502,2,11,79,993,35,8,11,12,217,true
food_0042,Food 42,,1 serving,serving,496,2,2,20,816,32,9,23,45,351,true
food_0043,Food 43,,3 serving,serving,435,23,2,4,827,37,7,12,25,65,true
food_0044,Food 44,,3 serving,serving,471,22,5,44,817,57,5,24,10,296,true
food_0045,Food 45,,3 serving,serving,331,23,6,5,849,12,9,29,14,50,true
food_0046,Food 46,,2 serving,serving,310,27,8,45,907,44,1,24,18,268,true
food_0047,Food 47,,2 serving,serving,315,16,12,69,161,71,3,18,33,468,true
food_0048,Food 48,,3 serving,serving,564,11,11,86,1059,70,10,20,31,352,true
food_0049,Food 49,,2 serving,serving,122,8,8,86,435,60,1,24,41,346,true
food_0050,Food 50,,1 serving,serving,206,29,0,81,168,14,0,26,37,300,true
food_0051,Food 51,,3 serving,serving,196,8,15,98,1033,62,2,15,38,300,true
food_0052,Food 52,,3 serving,serving,147,30,5,48,190,29,6,14,39,486,true
food_0053,Food 53,,1 serving,serving,262,6,13,71,318,54,4,28,47,473,true
food_0054,Food 54,,2 serving,serving,278,5,13,16,411,51,0,27,26,284,true
food_0055,Food 55,,1 serving,serving,540,24,0,13,355,34,7,19,8,246,true
food_0056,Food 56,,3 serving,serving,292,19,7,39,93,27,9,30,10,344,true
food_0057,Food 57,,3 serving,serving,348,3,14,61,630,13,10,4,45,101,true
food_0058,Food 58,,3 serving,serving,384,27,8,27,983,58,10,7,41,300,true
food_0059,Food 59,,1 serving,serving,221,26,13,39,422,43,10,19,13,274,true
food_0060,Food 60,,1 serving,serving,360,8,14,33,650,36,1,5,25,447,true
food_0061,Food 61,,3 serving,serving,553,21,4,53,788,47,1,16,33,477,true
food_0062,Food 62,,3 serving,serving,193,30,10,83,279,25,4,25,7,462,true
food_0063,Food 63,,2 serving,serving,252,20,2,45,469,75,4,1,47,227,true
food_0064,Food 64,,2 serving,serving,599,3,10,88,537,53,3,13,50,393,true
food_0065,Food 65,,1 serving,serving,512,21,15,99,776,45,7,6,40,482,true
food_0066,Food 66,,3 serving,serving,374,9,14,95,741,12,4,21,36,188,true
food_0067,Food 67,,1 serving,serving,286,26,9,1,206,36,10,21,6,135,true
food_0068,Food 68,,3 serving,serving,515,9,10,92,724,68,3,14,18,54,true
food_0069,Food 69,,3 serving,serving,483,11,0,63,1133,26,10,4,26,219,true
food_0070,Food 70,,3 serving,serving,384,2,11,70,1058,39,2,8,42,310,true
food_0071,Food 71,,3 serving,serving,114,28,1,49,927,17,7,24,14,224,true
food_0072,Food 72,,2 serving,serving,533,6,6,57,340,72,5,11,14,308,true
food_0073,Food 73,,2 serving,serving,228,16,8,86,878,20,3,4,10,187,true
food_0074,Food 74,,2 serving,serving,399,15,8,91,1090,45,10,3,16,313,true
food_0075,Food 75,,1 serving,serving,559,3,7,87,644,12,2,28,49,447,true
food_0076,Food 76,,2 serving,serving,354,9,3,96,942,24,6,10,21,394,true
food_0077,Food 77,,1 serving,serving,528,30,11,0,389,50,0,13,27,107,true
food_0078,Food 78,,1 serving,serving,188,9,7,28,360,67,2,19,19,342,true
food_0079,Food 79,,2 serving,serving,584,15,12,21,814,14,0,17,39,246,true
food_0080,Food 80,,3 serving,serving,336,11,8,40,1067,30,5,2,32,337,true
food_0081,Food 81,,2 serving,serving,212,6,15,38,309,14,9,22,29,406,true
food_0082,Food 82,,3 serving,serving,441,18,0,66,438,30,6,9,42,385,true
food_0083,Food 83,,2 serving,serving,587,15,13,59,1092,49,4,28,31,329,true
food_0084,Food 84,,3 serving,serving,150,13,5,78,837,28,2,27,36,317,true
food_0085,Food 85,,3 serving,serving,185,8,12,9,418,42,7,28,20,149,true
food_0086,Food 86,,2 serving,serving,436,3,2,94,183,51,1,21,12,494,true
food_0087,Food 87,,1 serving,serving,148,29,1,9,1198,76,0,20,31,192,true
food_0088,Food 88,,2 serving,serving,163,18,12,19,170,74,2,2,45,340,true
food_0089,Food 89,,1 serving,serving,511,21,1,87,630,21,7,13,10,377,true
food_0090,Food 90,,1 serving,serving,419,8,12,0,342,16,9,11,21,428,true
food_0091,Food 91,,2 serving,serving,291,11,0,20,675,53,5,28,48,302,true
food_0092,Food 92,,2 serving,serving,548,14,9,23,122,61,5,7,41,491,true
food_0093,Food 93,,3 serving,serving,334,3,0,20,1101,27,8,6,36,161,true
food_0094,Food 94,,1 serving,serving,328,29,9,93,509,49,6,13,17,261,true
food_0095,Food 95,,2 serving,serving,140,27,8,71,345,26,8,1,35,395,true
food_0096,Food 96,,3 serving,serving,288,25,0,38,53,22,9,0,21,205,true
food_0097,Food 97,,1 serving,serving,314,8,2,14,866,66,2,18,49,234,true
food_0098,Food 98,,1 serving,serving,253,20,4,85,845,29,8,20,15,124,true
food_0099,Food 99,,1 serving,serving,404,22,2,47,418,55,2,23,17,152,true
food_0100,Food 100,,2 serving,serving,130,17,11,73,532,58,9,26,18,410,true
food_0101,Food 101,,2 serving,serving,443,27,10,41,226,75,2,20,45,370,true
food_0102,Food 102,,3 serving,serving,319,30,9,42,654,31,10,14,36,125,true
food_0103,Food 103,,3 serving,serving,536,3,4,84,438,15,10,24,5,241,true
food_0104,Food 104,,1 serving,serving,568,17,8,86,1199,43,0,20,50,320,true
food_0105,Food 105,,3 serving,serving,222,20,0,22,482,18,7,21,43,440,true
food_0106,Food 106,,3 serving,serving,161,4,7,22,219,72,5,2,25,326,true
food_0107,Food 107,,1 serving,serving,406,9,7,37,643,21,7,16,24,333,true
food_0108,Food 108,,3 serving,serving,476,9,6,92,235,67,6,26,6,136,true
food_0109,Food 109,,1 serving,serving,306,17,4,70,936,29,0,2,45,376,true
food_0110,Food 110,,3 serving,serving,394,23,3,18,326,40,2,10,14,244,true
food_0111,Food 111,,2 serving,serving,504,17,7,71,297,67,9,4,27,423,true
food_0112,Food 112,,2 serving,serving,124,25,0,41,493,46,6,6,14,153,true
food_0113,Food 113,,2 serving,serving,363,24,3,32,836,10,7,9,39,294,true
food_0114,Food 114,,3 serving,serving,433,12,14,18,517,35,1,8,34,97,true
food_0115,Food 115,,3 serving,serving,342,26,4,41,703,34,10,27,24,352,true
food_0116,Food 116,,1 serving,serving,242,21,5,65,250,26,3,10,49,102,true
food_0117,Food 117,,1 serving,serving,204,29,7,43,1159,73,10,30,39,419,true
food_0118,Food 118,,2 serving,serving,185,27,11,16,1108,32,8,10,10,258,true
food_0119,Food 119,,2 serving,serving,291,6,10,42,417,44,10,18,15,348,true
food_0120,Food 120,,2 serving,serving,172,24,2,56,909,65,8,15,32,88,true
food_0121,Food 121,,2 serving,serving,321,22,12,78,417,48,2,25,12,326,true
food_0122,Food 122,,3 serving,serving,578,21,4,48,78,60,2,3,19,155,true
food_0123,Food 123,,1 serving,serving,434,10,15,26,650,15,7,5,28,218,true
food_0124,Food 124,,2 serving,serving,156,17,12,43,58,18,5,7,17,404,true
food_0125,Food 125,,2 serving,serving,448,18,7,14,244,40,4,26,8,314,true
food_0126,Food 126,,2 serving,serving,595,13,3,57,1092,58,9,28,34,106,true
food_0127,Food 127,,3 serving,serving,405,14,12,23,1187,50,2,3,41,234,true
food_0128,Food 128,,3 serving,serving,513,5,11,57,540,20,5,25,46,52,true
food_0129,Food 129,,1 serving,serving,189,25,2,36,1186,31,0,25,5,324,true
food_0130,Food 130,,1 serving,serving,437,17,3,36,917,45,9,28,32,365,true
food_0131,Food 131,,3 serving,serving,295,14,8,91,382,80,1,8,17,390,true
food_0132,Food 132,,3 serving,serving,197,13,0,26,305,70,0,23,37,391,true
food_0133,Food 133,,1 serving,serving,526,14,10,46,1139,16,8,22,47,83,true
food_0134,Food 134,,1 serving,serving,301,25,15,94,983,14,2,17,27,180,true
food_0135,Food 135,,2 serving,serving,534,4,8,81,978,24,1,16,17,401,true
food_0136,Food 136,,2 serving,serving,207,10,8,63,285,41,8,28,26,395,true
food_0137,Food 137,,1 serving,serving,477,2,1,38,551,34,10,24,45,241,true
food_0138,Food 138,,2 serving,serving,177,8,2,94,751,54,2,17,20,125,true
food_0139,Food 139,,2 serving,serving,293,29,2,45,802,75,7,19,44,455,true
food_0140,Food 140,,3 serving,serving,291,27,9,91,850,69,7,21,27,415,true
food_0141,Food 141,,3 serving,serving,348,4,12,7,992,63,1,27,31,368,true
food_0142,Food 142,,2 serving,serving,155,27,11,39,126,50,1,22,5,313,true
food_0143,Food 143,,2 serving,serving,370,2,10,25,429,58,2,19,31,65,true
food_0144,Food 144,,1 serving,serving,421,18,13,85,114,56,0,17,47,204,true
food_0145,Food 145,,1 serving,serving,117,15,12,2,353,37,3,14,50,117,true
food_0146,Food 146,,1 serving,serving,472,2,10,13,234,73,2,23,37,289,true
food_0147,Food 147,,1 serving,serving,523,14,7,72,69,52,7,27,10,324,true
food_0148,Food 148,,2 serving,serving,223,3,12,30,240,23,5,4,24,372,true
food_0149,Food 149,,2 serving,serving,489,25,2,77,66,59,5,2,9,368,true
food_0150,Food 150,,3 serving,serving,565,3,4,12,493,75,4,27,28,158,true
food_0151,Food 151,,2 serving,serving,379,21,6,58,193,15,8,14,18,319,true
food_0152,Food 152,,1 serving,serving,473,30,8,81,82,10,0,29,37,139,true
food_0153,Food 153,,1 serving,serving,405,30,14,61,737,22,4,17,5,266,true
food_0154,Food 154,,2 serving,serving,290,20,6,100,632,80,4,29,41,180,true
food_0155,Food 155,,3 serving,serving,510,11,12,92,824,53,7,9,34,299,true
food_0156,Food 156,,1 serving,serving,450,28,12,57,1136,21,5,23,11,158,true
food_0157,Food 157,,3 serving,serving,174,2,1,85,1103,58,1,19,5,343,true
food_0158,Food 158,,2 serving,serving,362,17,4,96,696,35,2,4,41,212,true
food_0159,Food 159,,2 serving,serving,143,13,11,7,438,51,6,30,24,458,true
food_0160,Food 160,,1 serving,serving,493,14,9,90,309,28,4,22,49,54,true
food_0161,Food 161,,3 serving,serving,103,12,15,22,408,49,6,9,7,98,true
food_0162,Food 162,,3 serving,serving,170,23,9,28,528,30,10,2,10,156,true
food_0163,Food 163,,1 serving,serving,291,9,15,98,968,78,3,8,8,349,true
food_0164,Food 164,,3 serving,serving,362,24,4,83,691,26,7,4,48,244,true
food_0165,Food 165,,3 serving,serving,528,15,6,88,340,49,10,20,12,230,true
food_0166,Food 166,,2 serving,serving,570,26,7,65,398,40,9,2,18,320,true
food_0167,Food 167,,3 serving,serving,467,3,8,5,243,14,6,9,13,464,true
food_0168,Food 168,,3 serving,serving,340,15,3,67,117,64,10,28,22,265,true
food_0169,Food 169,,3 serving,serving,447,20,1,68,1136,40,9,20,47,305,true
food_0170,Food 170,,3 serving,serving,291,7,6,70,745,73,6,1,30,425,true
food_0171,Food 171,,1 serving,serving,117,28,8,67,918,67,10,30,11,428,true
food_0172,Food 172,,3 serving,serving,112,25,13,64,555,43,1,9,47,444,true
food_0173,Food 173,,3 serving,serving,225,11,2,84,710,32,4,28,41,370,true
food_0174,Food 174,,1 serving,serving,163,15,14,35,1109,26,1,13,8,249,true
food_0175,Food 175,,1 serving,serving,485,26,5,97,565,53,9,15,20,116,true
food_0176,Food 176,,3 serving,serving,267,30,0,89,930,19,9,26,26,353,true
food_0177,Food 177,,1 serving,serving,334,30,6,9,938,52,1,8,7,122,true
food_0178,Food 178,,1 serving,serving,600,19,12,40,909,65,10,22,24,187,true
food_0179,Food 179,,2 serving,serving,527,14,1,35,783,34,0,10,9,449,true
food_0180,Food 180,,1 serving,serving,591,15,6,7,435,66,5,23,34,292,true
food_0181,Food 181,,1 serving,serving,319,16,2,66,814,77,1,19,20,148,true
food_0182,Food 182,,3 serving,serving,289,30,10,91,1092,12,2,0,48,286,true
food_0183,Food 183,,3 serving,serving,435,27,0,97,578,19,3,29,22,278,true
food_0184,Food 184,,2 serving,serving,520,27,3,21,1033,60,8,28,42,492,true
food_0185,Food 185,,1 serving,serving,375,6,10,21,670,19,1,23,27,483,true
food_0186,Food 186,,1 serving,serving,166,15,14,9,918,30,5,26,45,317,true
food_0187,Food 187,,1 serving,serving,305,20,5,79,307,12,3,3,42,185,true
food_0188,Food 188,,3 serving,serving,575,10,7,58,897,25,4,28,45,156,true
food_0189,Food 189,,2 serving,serving,434,30,13,33,441,31,0,14,24,93,true
food_0190,Food 190,,1 serving,serving,329,28,11,16,640,28,0,5,7,216,true
food_0191,Food 191,,3 serving,serving,273,22,12,12,389,52,0,13,33,85,true
food_0192,Food 192,,2 serving,serving,435,2,1,41,1192,40,6,12,50,128,true
food_0193,Food 193,,1 serving,serving,303,16,7,84,146,35,4,9,42,339,true
food_0194,Food 194,,2 serving,serving,292,16,0,4,171,65,6,27,47,147,true
food_0195,Food 195,,1 serving,serving,299,7,1,13,346,69,9,5,11,250,true
food_0196,Food 196,,3 serving,serving,374,30,9,89,1069,48,10,23,9,412,true
food_0197,Food 197,,2 serving,serving,291,11,11,12,104,53,5,22,21,370,true
food_0198,Food 198,,3 serving,serving,477,3,8,48,1165,23,2,2,12,289,true
food_0199,Food 199,,2 serving,serving,268,18,8,54,796,41,9,4,29,412,true
food_0200,Food 200,,1 serving,serving,584,29,13,63,1049,25,10,22,46,444,true
food_0201,Food 201,,3 serving,serving,400,18,4,85,847,53,9,21,47,75,true
food_0202,Food 202,,1 serving,serving,311,11,0,42,393,13,0,8,6,260,true
food_0203,Food 203,,2 serving,serving,463,30,12,14,1007,28,2,3,34,439,true
food_0204,Food 204,,1 serving,serving,180,6,0,26,253,14,8,21,18,209,true
food_0205,Food 205,,3 serving,serving,126,17,6,26,651,58,0,16,40,163,true
food_0206,Food 206,,1 serving,serving,308,19,10,60,939,59,8,2,24,73,true
food_0207,Food 207,,3 serving,serving,558,14,7,62,711,62,6,26,39,399,true
food_0208,Food 208,,3 serving,serving,585,2,5,98,620,10,1,5,39,399,true
food_0209,Food 209,,3 serving,serving,299,22,6,22,959,33,2,7,9,481,true
food_0210,Food 210,,3 serving,serving,561,20,15,61,553,63,7,25,27,66,true
food_0211,Food 211,,3 serving,serving,301,13,7,76,205,20,1,7,10,92,true
food_0212,Food 212,,1 serving,serving,513,19,13,57,488,33,6,24,36,436,true
food_0213,Food 213,,1 serving,serving,186,8,8,93,703,71,3,29,10,248,true
food_0214,Food 214,,2 serving,serving,475,8,10,17,82,58,2,4,22,128,true
food_0215,Food 215,,2 serving,serving,166,7,11,60,203,70,3,27,34,288,true
food_0216,Food 216,,1 serving,serving,374,23,7,30,817,35,10,25,46,409,true
food_0217,Food 217,,2 serving,serving,473,2,10,4,691,17,7,6,43,405,true
food_0218,Food 218,,1 serving,serving,144,10,1,5,931,27,4,17,9,151,true
food_0219,Food 219,,3 serving,serving,211,30,15,27,214,64,4,16,41,183,true
food_0220,Food 220,,3 serving,serving,398,29,9,7,868,16,7,3,33,279,true
food_0221,Food 221,,3 serving,serving,393,11,0,33,815,30,6,3,15,181,true
food_0222,Food 222,,3 serving,serving,246,13,5,45,939,32,8,30,47,274,true
food_0223,Food 223,,2 serving,serving,328,21,4,68,555,47,3,15,5,66,true
food_0224,Food 224,,3 serving,serving,468,5,2,85,351,24,3,6,36,430,true
food_0225,Food 225,,2 serving,serving,141,20,7,88,941,14,4,1,34,312,true
food_0226,Food 226,,3 serving,serving,281,14,15,64,459,64,3,4,22,301,true
food_0227,Food 227,,3 serving,serving,375,15,1,68,305,52,0,22,29,414,true
food_0228,Food 228,,1 serving,serving,272,7,9,16,1085,68,9,24,6,405,true
food_0229,Food 229,,3 serving,serving,300,4,5,35,1196,10,4,23,46,219,true
food_0230,Food 230,,2 serving,serving,443,18,1,66,740,63,6,28,5,460,true
food_0231,Food 231,,1 serving,serving,251,6,7,88,556,15,3,12,35,72,true
food_0232,Food 232,,3 serving,serving,454,8,6,72,541,78,9,10,39,150,true
food_0233,Food 233,,1 serving,serving,198,19,7,45,818,22,10,10,31,184,true
food_0234,Food 234,,3 serving,serving,256,29,15,50,854,73,8,25,27,381,true
food_0235,Food 235,,2 serving,serving,155,2,2,29,1016,30,5,7,36,232,true
food_0236,Food 236,,1 serving,serving,379,4,14,49,379,57,8,9,24,147,true
food_0237,Food 237,,2 serving,serving,191,9,0,10,353,40,10,27,25,124,true
food_0238,Food 238,,3 serving,serving,537,9,4,37,202,23,5,13,50,294,true
food_0239,Food 239,,3 serving,serving,454,7,8,99,833,30,9,19,40,188,true
food_0240,Food 240,,2 serving,serving,376,5,1,23,333,61,5,10,48,243,true
food_0241,Food 241,,1 serving,serving,521,20,3,82,320,78,1,0,14,98,true
food_0242,Food 242,,3 serving,serving,376,18,5,33,1056,10,7,20,11,174,true
food_0243,Food 243,,2 serving,serving,535,5,0,52,448,66,10,8,29,281,true
food_0244,Food 244,,3 serving,serving,264,20,2,0,497,75,4,25,6,158,true
food_0245,Food 245,,1 serving,serving,490,2,6,85,395,43,10,11,8,71,true
food_0246,Food 246,,2 serving,serving,454,11,12,12,896,32,10,10,17,170,true
food_0247,Food 247,,3 serving,serving,374,17,5,21,1085,71,8,19,11,362,true
food_0248,Food 248,,3 serving,serving,216,6,10,87,484,48,8,2,32,350,true
food_0249,Food 249,,3 serving,serving,309,3,6,23,417,36,3,8,22,274,true
food_0250,Food 250,,1 serving,serving,184,8,0,0,483,49,9,16,45,108,true
food_0251,Food 251,,1 serving,serving,547,6,15,58,679,74,2,27,39,482,true
food_0252,Food 252,,1 serving,serving,565,4,7,91,656,73,4,1,28,267,true
food_0253,Food 253,,2 serving,serving,238,28,1,59,692,72,2,19,24,189,true
food_0254,Food 254,,3 serving,serving,357,30,1,79,1139,36,2,22,25,131,true
food_0255,Food 255,,2 serving,serving,134,21,5,50,829,52,9,24,9,206,true
food_0256,Food 256,,2 serving,serving,114,8,15,11,1035,60,10,21,36,294,true
food_0257,Food 257,,1 serving,serving,311,18,1,89,1055,63,4,20,21,376,true
food_0258,Food 258,,3 serving,serving,468,11,15,16,1109,57,4,19,31,86,true
food_0259,Food 259,,2 serving,serving,312,8,11,94,149,32,4,0,44,242,true
food_0260,Food 260,,2 serving,serving,526,6,0,75,915,37,1,23,27,83,true
food_0261,Food 261,,2 serving,serving,169,13,6,99,1146,62,4,2,25,90,true
food_0262,Food 262,,1 serving,serving,419,20,12,91,1151,80,9,4,7,201,true
food_0263,Food 263,,2 serving,serving,381,17,6,10,359,49,6,15,17,213,true
food_0264,Food 264,,1 serving,serving,348,28,0,58,442,62,5,20,39,64,true
food_0265,Food 265,,3 serving,serving,358,4,7,55,205,62,9,10,10,187,true
food_0266,Food 266,,3 serving,serving,509,28,2,24,968,79,5,7,22,161,true
food_0267,Food 267,,1 serving,serving,405,25,15,32,609,74,7,24,26,356,true
food_0268,Food 268,,2 serving,serving,387,19,4,16,511,68,9,25,43,476,true
food_0269,Food 269,,2 serving,serving,471,30,7,61,748,79,7,16,11,274,true
food_0270,Food 270,,3 serving,serving,300,30,3,14,565,69,4,11,8,206,true
food_0271,Food 271,,3 serving,serving,530,21,10,40,781,46,6,28,19,214,true
food_0272,Food 272,,1 serving,serving,321,15,10,72,467,50,0,2,22,314,true
food_0273,Food 273,,1 serving,serving,537,2,3,42,276,38,0,25,18,146,true
food_0274,Food 274,,1 serving,serving,368,16,1,42,822,48,6,0,24,156,true
food_0275,Food 275,,2 serving,serving,216,24,2,37,1023,80,0,3,24,68,true
food_0276,Food 276,,1 serving,serving,414,21,2,5,743,20,5,13,10,139,true
food_0277,Food 277,,3 serving,serving,211,25,15,7,234,48,2,15,31,476,true
food_0278,Food 278,,1 serving,serving,311,11,6,83,433,70,7,9,19,79,true
food_0279,Food 279,,1 serving,serving,385,28,15,67,684,31,9,16,36,499,true
food_0280,Food 280,,3 serving,serving,398,24,7,32,660,37,10,6,37,341,true
food_0281,Food 281,,1 serving,serving,450,26,2,25,982,71,1,1,46,107,true
food_0282,Food 282,,3 serving,serving,133,20,2,29,403,73,0,5,15,203,true
food_0283,Food 283,,2 serving,serving,281,4,12,46,894,21,4,10,27,217,true
food_0284,Food 284,,2 serving,serving,285,28,11,78,464,12,3,25,33,384,true
food_0285,Food 285,,3 serving,serving,404,24,6,7,923,37,6,12,27,205,true
food_0286,Food 286,,3 serving,serving,124,15,9,95,726,73,10,13,46,151,true
food_0287,Food 287,,3 serving,serving,222,24,7,24,485,50,5,24,7,59,true
food_0288,Food 288,,2 serving,serving,128,24,4,46,752,41,2,13,11,247,true
food_0289,Food 289,,3 serving,serving,302,8,1,58,1173,56,10,1,47,448,true
food_0290,Food 290,,2 serving,serving,467,3,13,39,1168,36,2,20,10,388,true
food_0291,Food 291,,1 serving,serving,316,26,8,39,950,78,2,4,41,237,true
food_0292,Food 292,,2 serving,serving,538,7,9,11,582,67,2,21,20,294,true
food_0293,Food 293,,1 serving,serving,515,19,15,18,64,10,10,15,42,248,true
food_0294,Food 294,,3 serving,serving,107,29,3,60,902,22,5,24,17,74,true
food_0295,Food 295,,2 serving,serving,157,19,6,41,794,15,2,0,20,342,true
food_0296,Food 296,,2 serving,serving,584,17,0,93,842,16,5,5,19,409,true
food_0297,Food 297,,2 serving,serving,358,7,11,43,886,65,8,13,27,120,true
food_0298,Food 298,,3 serving,serving,468,4,5,51,227,31,6,21,8,126,true
food_0299,Food 299,,2 serving,serving,175,15,12,30,466,22,8,13,39,336,true
food_0300,Food 300,,1 serving,serving,289,16,13,48,290,49,3,30,7,160,true
food_0301,Food 301,,1 serving,serving,266,25,2,92,1123,47,3,29,16,271,true
food_0302,Food 302,,1 serving,serving,334,13,10,20,169,80,5,20,9,210,true
food_0303,Food 303,,2 serving,serving,188,17,7,3,793,16,1,19,42,148,true
food_0304,Food 304,,1 serving,serving,369,8,3,7,613,16,6,11,23,237,true
food_0305,Food 305,,2 serving,serving,201,6,1,67,351,41,2,7,45,180,true
food_0306,Food 306,,1 serving,serving,116,3,0,84,143,24,4,8,48,240,true
food_0307,Food 307,,3 serving,serving,526,8,1,99,1199,77,3,8,26,97,true
food_0308,Food 308,,3 serving,serving,145,22,10,74,767,51,8,0,46,350,true
food_0309,Food 309,,3 serving,serving,555,11,13,54,822,39,3,18,8,495,true
food_0310,Food 310,,3 serving,serving,215,20,5,17,880,80,1,8,10,186,true
food_0311,Food 311,,1 serving,serving,255,20,3,2,239,51,6,26,43,495,true
food_0312,Food 312,,2 serving,serving,568,13,9,97,82,48,1,21,26,60,true
food_0313,Food 313,,3 serving,serving,109,22,11,35,339,56,9,23,23,88,true
food_0314,Food 314,,2 serving,serving,431,7,7,25,574,30,8,3,16,69,true
food_0315,Food 315,,1 serving,serving,147,30,13,85,991,41,9,2,38,433,true
food_0316,Food 316,,1 serving,serving,230,6,12,63,900,23,4,7,24,399,true
food_0317,Food 317,,3 serving,serving,261,18,2,58,1137,54,9,21,40,376,true
food_0318,Food 318,,3 serving,serving,366,18,3,12,588,80,6,17,45,293,true
food_0319,Food 319,,3 serving,serving,230,21,3,8,418,44,5,29,7,191,true
food_0320,Food 320,,2 serving,serving,393,23,14,91,1050,10,5,20,28,212,true
food_0321,Food 321,,3 serving,serving,484,20,11,25,717,21,8,25,17,252,true
food_0322,Food 322,,3 serving,serving,384,28,0,18,880,76,5,10,17,139,true
food_0323,Food 323,,1 serving,serving,306,28,2,34,1177,36,3,18,50,392,true
food_0324,Food 324,,2 serving,serving,588,7,1,75,532,49,6,23,5,391,true
food_0325,Food 325,,1 serving,serving,589,28,8,18,741,26,3,26,32,496,true
food_0326,Food 326,,3 serving,serving,495,8,9,40,415,60,8,11,34,60,true
food_0327,Food 327,,1 serving,serving,261,28,8,29,121,39,4,17,32,253,true
food_0328,Food 328,,2 serving,serving,191,21,13,70,496,69,5,28,17,435,true
food_0329,Food 329,,1 serving,serving,113,20,12,71,999,12,0,30,30,398,true
food_0330,Food 330,,3 serving,serving,218,23,9,16,506,36,0,18,21,326,true
food_0331,Food 331,,2 serving,serving,582,14,7,2,1029,34,0,13,50,113,true
food_0332,Food 332,,1 serving,serving,342,24,11,76,868,66,3,16,41,122,true
food_0333,Food 333,,3 serving,serving,387,5,9,62,991,25,5,19,6,320,true
food_0334,Food 334,,1 serving,serving,530,14,14,92,1049,69,2,21,22,231,true
