entry_id,date,meal,food_id,food_name,brand,serving_size,serving_unit,servings,calories,total_fat_g,saturated_fat_g,cholesterol_mg,sodium_mg,total_carbs_g,dietary_fiber_g,sugars_g,protein_g
mde_0045,2026-04-12,Lunch,food_004,Spanakopita,,1 piece,piece,1,421,21,6,78,585,32,6,14,9
mde_0046,2026-04-12,Dinner,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,474,13,11,67,836,50,4,10,9
mde_0047,2026-04-12,Snacks,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,463,6,0,4,230,43,1,22,36
mde_0048,2026-04-13,Breakfast,food_005,Baklava,,1 piece,piece,1,271,9,6,1,832,14,0,1,26
mde_0049,2026-04-13,Lunch,food_003,Greek Salad,,1 serving,serving,1,455,12,5,14,774,35,2,3,29
mde_0050,2026-04-13,Dinner,food_005,Baklava,,1 piece,piece,1,208,10,4,3,858,37,4,22,35
mde_0051,2026-04-13,Snacks,food_005,Baklava,,1 piece,piece,1,457,7,10,9,514,45,2,12,8
mde_0052,2026-04-14,Breakfast,food_005,Baklava,,1 piece,piece,1,225,9,6,50,172,28,7,24,25
mde_0053,2026-04-14,Lunch,food_004,Spanakopita,,1 piece,piece,1,170,5,0,42,136,37,4,24,31
mde_0054,2026-04-14,Dinner,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,203,15,1,79,779,34,8,23,13
mde_0055,2026-04-14,Snacks,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,355,21,4,53,800,31,3,10,18
mde_0056,2026-04-15,Breakfast,food_005,Baklava,,1 piece,piece,1,162,9,4,15,513,37,7,24,29
mde_0057,2026-04-15,Lunch,food_005,Baklava,,1 piece,piece,1,482,22,4,49,308,50,8,18,39
mde_0058,2026-04-15,Dinner,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,439,17,1,57,900,22,5,25,17
mde_0059,2026-04-15,Snacks,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,466,2,12,79,823,30,4,14,21
mde_0060,2026-04-16,Breakfast,food_004,Spanakopita,,1 piece,piece,1,360,20,9,16,100,37,0,7,25
mde_0061,2026-04-16,Lunch,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,282,16,7,20,122,41,5,0,14
mde_0062,2026-04-16,Dinner,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,413,3,10,27,141,19,3,19,12
mde_0063,2026-04-16,Snacks,food_005,Baklava,,1 piece,piece,1,403,16,3,35,493,28,0,24,13
mde_0064,2026-04-17,Breakfast,food_004,Spanakopita,,1 piece,piece,1,205,6,9,49,144,33,0,18,8
mde_0065,2026-04-17,Lunch,food_005,Baklava,,1 piece,piece,1,254,18,0,51,661,59,5,19,6
mde_0066,2026-04-17,Dinner,food_003,Greek Salad,,1 serving,serving,1,403,8,12,28,631,59,4,22,5
mde_0067,2026-04-17,Snacks,food_004,Spanakopita,,1 piece,piece,1,178,14,9,50,117,47,1,15,9
mde_0068,2026-04-18,Breakfast,food_004,Spanakopita,,1 piece,piece,1,321,6,1,21,408,37,8,0,30
mde_0069,2026-04-18,Lunch,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,327,16,12,49,470,44,8,17,7
mde_0070,2026-04-18,Dinner,food_003,Greek Salad,,1 serving,serving,1,157,18,3,55,715,52,7,5,32
mde_0071,2026-04-18,Snacks,food_004,Spanakopita,,1 piece,piece,1,473,25,8,71,671,17,1,24,14
mde_0072,2026-04-19,Breakfast,food_005,Baklava,,1 piece,piece,1,302,18,0,73,394,12,2,4,17
mde_0073,2026-04-19,Lunch,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,356,15,5,51,81,34,4,2,23
mde_0074,2026-04-19,Dinner,food_003,Greek Salad,,1 serving,serving,1,181,25,1,22,333,31,7,10,18
mde_0075,2026-04-19,Snacks,food_003,Greek Salad,,1 serving,serving,1,229,12,1,77,498,44,1,2,40
mde_0076,2026-04-20,Breakfast,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,221,16,3,16,526,30,5,2,23
mde_0077,2026-04-20,Lunch,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,488,11,8,27,752,10,2,1,9
mde_0078,2026-04-20,Dinner,food_004,Spanakopita,,1 piece,piece,1,387,6,0,6,351,35,5,21,33
mde_0079,2026-04-20,Snacks,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,177,8,9,24,252,11,7,18,31
mde_0080,2026-04-21,Breakfast,food_005,Baklava,,1 piece,piece,1,375,2,3,9,222,38,3,8,11
mde_0081,2026-04-21,Lunch,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,209,17,1,24,671,30,6,16,21
mde_0082,2026-04-21,Dinner,food_004,Spanakopita,,1 piece,piece,1,447,3,4,46,456,27,8,20,25
mde_0083,2026-04-21,Snacks,food_005,Baklava,,1 piece,piece,1,370,5,12,31,819,14,5,6,27
mde_0084,2026-04-22,Breakfast,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,488,22,3,39,266,26,3,14,38
mde_0085,2026-04-22,Lunch,food_004,Spanakopita,,1 piece,piece,1,384,17,10,30,762,55,7,21,27
mde_0086,2026-04-22,Dinner,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,171,13,9,74,654,38,5,12,12
mde_0087,2026-04-22,Snacks,food_003,Greek Salad,,1 serving,serving,1,429,9,3,47,867,58,6,17,14
mde_0088,2026-04-23,Breakfast,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,339,5,10,64,725,30,6,13,12
mde_0089,2026-04-23,Lunch,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,261,22,7,65,577,60,6,23,39
mde_0090,2026-04-23,Dinner,food_005,Baklava,,1 piece,piece,1,152,6,9,14,407,37,0,12,12
mde_0091,2026-04-23,Snacks,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,481,25,3,29,84,27,5,23,12
mde_0092,2026-04-24,Breakfast,food_005,Baklava,,1 piece,piece,1,486,24,1,2,556,39,4,2,29
mde_0093,2026-04-24,Lunch,food_003,Greek Salad,,1 serving,serving,1,447,4,5,78,224,29,7,17,24
mde_0094,2026-04-24,Dinner,food_004,Spanakopita,,1 piece,piece,1,153,21,12,13,484,28,8,3,39
mde_0095,2026-04-24,Snacks,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,273,10,4,26,790,44,6,18,19
mde_0096,2026-04-25,Breakfast,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,488,21,2,79,201,27,1,16,30
mde_0097,2026-04-25,Lunch,food_003,Greek Salad,,1 serving,serving,1,281,18,2,77,815,31,4,6,25
mde_0098,2026-04-25,Dinner,food_005,Baklava,,1 piece,piece,1,184,16,9,77,677,25,5,0,21
mde_0099,2026-04-25,Snacks,food_004,Spanakopita,,1 piece,piece,1,456,14,0,48,542,57,1,16,28
mde_0100,2026-04-26,Breakfast,food_004,Spanakopita,,1 piece,piece,1,195,2,10,19,737,29,1,8,32
mde_0101,2026-04-26,Lunch,food_004,Spanakopita,,1 piece,piece,1,259,7,11,11,784,24,7,5,36
mde_0102,2026-04-26,Dinner,food_005,Baklava,,1 piece,piece,1,423,16,10,56,814,10,3,22,22
mde_0103,2026-04-26,Snacks,food_004,Spanakopita,,1 piece,piece,1,322,24,1,12,829,21,5,3,20
mde_0104,2026-04-27,Breakfast,food_004,Spanakopita,,1 piece,piece,1,450,18,11,5,448,38,5,3,22
mde_0105,2026-04-27,Lunch,food_005,Baklava,,1 piece,piece,1,301,24,8,3,67,34,6,23,26
mde_0106,2026-04-27,Dinner,food_003,Greek Salad,,1 serving,serving,1,283,8,0,60,746,56,4,19,17
mde_0107,2026-04-27,Snacks,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,256,3,8,19,836,54,8,23,33
mde_0108,2026-04-28,Breakfast,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,357,4,9,1,627,56,2,12,36
mde_0109,2026-04-28,Lunch,food_005,Baklava,,1 piece,piece,1,332,17,0,3,261,18,4,11,31
mde_0110,2026-04-28,Dinner,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,232,21,5,2,863,36,5,6,26
mde_0111,2026-04-28,Snacks,food_003,Greek Salad,,1 serving,serving,1,237,23,3,35,287,26,1,8,11
mde_0112,2026-04-29,Breakfast,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,489,22,3,36,872,43,8,22,26
mde_0113,2026-04-29,Lunch,food_004,Spanakopita,,1 piece,piece,1,151,3,4,23,554,48,3,22,10
mde_0114,2026-04-29,Dinner,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,207,25,2,13,269,56,7,7,16
mde_0115,2026-04-29,Snacks,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,322,24,0,75,232,53,5,15,40
mde_0116,2026-04-30,Breakfast,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,428,16,7,27,878,35,5,14,13
mde_0117,2026-04-30,Lunch,food_004,Spanakopita,,1 piece,piece,1,284,7,3,50,385,43,4,24,5
mde_0118,2026-04-30,Dinner,food_004,Spanakopita,,1 piece,piece,1,192,6,2,63,222,33,7,12,33
mde_0119,2026-04-30,Snacks,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,436,24,7,28,511,20,0,7,37
mde_0120,2026-05-01,Breakfast,food_004,Spanakopita,,1 piece,piece,1,447,7,0,56,661,36,6,21,19
mde_0121,2026-05-01,Lunch,food_005,Baklava,,1 piece,piece,1,183,15,7,61,793,52,5,12,23
mde_0122,2026-05-01,Dinner,food_005,Baklava,,1 piece,piece,1,442,4,12,71,612,23,1,0,29
mde_0123,2026-05-01,Snacks,food_003,Greek Salad,,1 serving,serving,1,456,9,5,78,129,53,4,2,13
mde_0124,2026-05-02,Breakfast,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,227,10,6,61,826,48,1,2,40
mde_0125,2026-05-02,Lunch,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,444,14,11,49,362,51,6,3,12
mde_0126,2026-05-02,Dinner,food_003,Greek Salad,,1 serving,serving,1,265,9,7,61,185,48,0,17,10
mde_0127,2026-05-02,Snacks,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,498,5,2,36,85,11,2,14,30
mde_0128,2026-05-03,Breakfast,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,412,5,2,46,233,28,5,5,31
mde_0129,2026-05-03,Lunch,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,166,19,6,67,438,32,6,16,24
mde_0130,2026-05-03,Dinner,food_004,Spanakopita,,1 piece,piece,1,488,20,3,59,292,19,3,6,23
mde_0131,2026-05-03,Snacks,food_003,Greek Salad,,1 serving,serving,1,363,5,10,31,399,48,1,2,20
mde_0132,2026-05-04,Breakfast,food_003,Greek Salad,,1 serving,serving,1,225,8,11,21,594,27,0,5,12
mde_0133,2026-05-04,Lunch,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,467,3,6,73,275,38,7,3,38
mde_0134,2026-05-04,Dinner,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,231,16,10,61,146,44,8,24,28
mde_0135,2026-05-04,Snacks,food_005,Baklava,,1 piece,piece,1,200,25,11,19,429,35,1,24,35
mde_0136,2026-05-05,Breakfast,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,421,8,2,24,602,58,6,8,39
mde_0137,2026-05-05,Lunch,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,413,5,0,72,337,11,3,3,17
mde_0138,2026-05-05,Dinner,food_003,Greek Salad,,1 serving,serving,1,257,14,3,3,68,33,6,12,31
mde_0139,2026-05-05,Snacks,food_003,Greek Salad,,1 serving,serving,1,439,16,10,20,393,30,4,17,14
mde_0140,2026-05-06,Breakfast,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,340,13,6,63,445,59,1,11,18
mde_0141,2026-05-06,Lunch,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,272,19,4,27,95,50,3,19,13
mde_0142,2026-05-06,Dinner,food_005,Baklava,,1 piece,piece,1,469,20,1,38,576,14,1,4,16
mde_0143,2026-05-06,Snacks,food_003,Greek Salad,,1 serving,serving,1,437,22,9,35,378,54,4,9,26
mde_0144,2026-05-07,Breakfast,food_003,Greek Salad,,1 serving,serving,1,220,14,10,69,172,36,8,23,16
mde_0145,2026-05-07,Lunch,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,439,23,2,73,57,59,7,8,36
mde_0146,2026-05-07,Dinner,food_004,Spanakopita,,1 piece,piece,1,158,23,1,4,227,52,6,6,7
mde_0147,2026-05-07,Snacks,food_003,Greek Salad,,1 serving,serving,1,322,3,2,62,700,38,8,3,12
mde_0148,2026-05-08,Breakfast,food_003,Greek Salad,,1 serving,serving,1,467,16,7,37,336,45,1,11,34
mde_0149,2026-05-08,Lunch,food_003,Greek Salad,,1 serving,serving,1,197,20,2,52,434,51,3,3,24
mde_0150,2026-05-08,Dinner,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,328,4,0,63,574,22,3,15,29
mde_0151,2026-05-08,Snacks,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,274,16,6,80,741,21,4,18,39
mde_0152,2026-05-09,Breakfast,food_004,Spanakopita,,1 piece,piece,1,285,9,5,43,525,20,8,3,32
mde_0153,2026-05-09,Lunch,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,206,15,12,63,276,46,2,5,10
mde_0154,2026-05-09,Dinner,food_003,Greek Salad,,1 serving,serving,1,344,12,2,12,173,40,7,12,33
mde_0155,2026-05-09,Snacks,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,313,13,7,78,92,46,6,8,25
mde_0156,2026-05-10,Breakfast,food_004,Spanakopita,,1 piece,piece,1,472,25,9,2,843,42,5,19,24
mde_0157,2026-05-10,Lunch,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,243,11,8,20,319,20,4,23,15
mde_0158,2026-05-10,Dinner,food_003,Greek Salad,,1 serving,serving,1,450,22,12,22,455,60,2,23,29
mde_0159,2026-05-10,Snacks,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,174,21,11,5,550,50,4,21,8
mde_0160,2026-05-11,Breakfast,food_005,Baklava,,1 piece,piece,1,252,2,5,53,761,36,0,18,24
mde_0161,2026-05-11,Lunch,food_004,Spanakopita,,1 piece,piece,1,446,5,8,47,546,39,3,19,7
mde_0162,2026-05-11,Dinner,food_004,Spanakopita,,1 piece,piece,1,421,24,9,57,374,44,3,14,29
mde_0163,2026-05-11,Snacks,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,413,17,12,72,175,50,5,19,10
mde_0164,2026-05-12,Breakfast,food_003,Greek Salad,,1 serving,serving,1,243,2,8,30,884,13,4,6,15
mde_0165,2026-05-12,Lunch,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,489,16,3,16,345,32,6,5,24
mde_0166,2026-05-12,Dinner,food_005,Baklava,,1 piece,piece,1,188,21,12,59,488,39,2,15,8
mde_0167,2026-05-12,Snacks,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,173,16,3,64,440,41,6,21,19
mde_0168,2026-05-13,Breakfast,food_005,Baklava,,1 piece,piece,1,460,14,8,74,706,59,7,23,29
mde_0169,2026-05-13,Lunch,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,245,8,7,41,389,38,6,3,7
mde_0170,2026-05-13,Dinner,food_005,Baklava,,1 piece,piece,1,150,10,8,71,825,52,1,5,16
mde_0171,2026-05-13,Snacks,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,364,5,3,4,300,34,6,15,6
mde_0172,2026-05-14,Breakfast,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,290,17,7,1,813,57,0,1,22
mde_0173,2026-05-14,Lunch,food_005,Baklava,,1 piece,piece,1,231,24,9,79,640,26,7,21,8
mde_0174,2026-05-14,Dinner,food_005,Baklava,,1 piece,piece,1,458,15,4,52,724,35,4,11,12
mde_0175,2026-05-14,Snacks,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,248,21,9,61,715,11,0,23,5
mde_0176,2026-05-15,Breakfast,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,323,10,4,21,187,55,6,15,24
mde_0177,2026-05-15,Lunch,food_004,Spanakopita,,1 piece,piece,1,439,20,5,66,447,55,7,8,25
mde_0178,2026-05-15,Dinner,food_004,Spanakopita,,1 piece,piece,1,277,17,0,4,274,31,8,22,39
mde_0179,2026-05-15,Snacks,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,250,11,3,79,634,14,0,14,38
mde_0180,2026-05-16,Breakfast,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,193,9,6,4,787,13,5,20,19
mde_0181,2026-05-16,Lunch,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,481,5,4,28,289,14,2,20,17
mde_0182,2026-05-16,Dinner,food_004,Spanakopita,,1 piece,piece,1,211,12,2,21,584,60,0,16,18
mde_0183,2026-05-16,Snacks,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,169,2,5,0,370,21,1,2,33
mde_0184,2026-05-17,Breakfast,food_005,Baklava,,1 piece,piece,1,311,22,6,2,52,52,7,20,5
mde_0185,2026-05-17,Lunch,food_005,Baklava,,1 piece,piece,1,432,8,10,2,666,40,5,8,24
mde_0186,2026-05-17,Dinner,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,394,10,10,6,90,15,0,0,32
mde_0187,2026-05-17,Snacks,food_003,Greek Salad,,1 serving,serving,1,439,18,3,24,312,18,3,7,7
mde_0188,2026-05-18,Breakfast,food_003,Greek Salad,,1 serving,serving,1,282,20,11,59,833,34,5,2,12
mde_0189,2026-05-18,Lunch,food_003,Greek Salad,,1 serving,serving,1,435,9,3,33,774,22,3,24,22
mde_0190,2026-05-18,Dinner,food_003,Greek Salad,,1 serving,serving,1,478,7,9,42,60,41,5,24,26
mde_0191,2026-05-18,Snacks,food_003,Greek Salad,,1 serving,serving,1,207,23,12,46,58,17,3,11,33
mde_0192,2026-05-19,Breakfast,food_004,Spanakopita,,1 piece,piece,1,362,4,4,14,825,55,6,20,39
mde_0193,2026-05-19,Lunch,food_004,Spanakopita,,1 piece,piece,1,316,5,9,2,564,59,5,10,26
mde_0194,2026-05-19,Dinner,food_005,Baklava,,1 piece,piece,1,422,21,12,21,405,33,2,9,30
mde_0195,2026-05-19,Snacks,food_005,Baklava,,1 piece,piece,1,456,21,0,16,226,16,8,5,37
mde_0196,2026-05-20,Breakfast,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,436,17,11,44,654,59,8,1,37
mde_0197,2026-05-20,Lunch,food_003,Greek Salad,,1 serving,serving,1,389,14,2,77,736,58,7,1,19
mde_0198,2026-05-20,Dinner,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,329,19,3,34,550,16,6,13,16
mde_0199,2026-05-20,Snacks,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,262,12,11,38,136,54,8,24,38
mde_0200,2026-05-21,Breakfast,food_005,Baklava,,1 piece,piece,1,444,23,10,8,55,16,3,22,11
mde_0201,2026-05-21,Lunch,food_005,Baklava,,1 piece,piece,1,324,20,12,57,297,36,8,22,39
mde_0202,2026-05-21,Dinner,food_003,Greek Salad,,1 serving,serving,1,402,6,1,59,866,20,7,18,26
mde_0203,2026-05-21,Snacks,food_004,Spanakopita,,1 piece,piece,1,500,14,11,19,344,34,6,2,27
mde_0204,2026-05-22,Breakfast,food_005,Baklava,,1 piece,piece,1,482,3,1,9,688,49,0,17,10
mde_0205,2026-05-22,Lunch,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,192,12,10,20,731,57,7,0,31
mde_0206,2026-05-22,Dinner,food_003,Greek Salad,,1 serving,serving,1,214,19,3,73,160,55,7,1,39
mde_0207,2026-05-22,Snacks,food_004,Spanakopita,,1 piece,piece,1,338,25,11,10,653,54,8,6,7
mde_0208,2026-05-23,Breakfast,food_003,Greek Salad,,1 serving,serving,1,266,10,1,52,280,47,2,25,16
mde_0209,2026-05-23,Lunch,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,347,25,5,8,106,11,7,19,38
mde_0210,2026-05-23,Dinner,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,500,16,9,71,716,56,8,23,40
mde_0211,2026-05-23,Snacks,food_003,Greek Salad,,1 serving,serving,1,375,2,8,37,624,11,6,2,10
mde_0212,2026-05-24,Breakfast,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,365,3,0,33,734,36,7,5,7
mde_0213,2026-05-24,Lunch,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,425,17,5,50,108,24,0,25,16
mde_0214,2026-05-24,Dinner,food_005,Baklava,,1 piece,piece,1,314,17,2,36,114,57,7,14,27
mde_0215,2026-05-24,Snacks,food_005,Baklava,,1 piece,piece,1,379,16,12,57,342,42,3,5,7
mde_0216,2026-05-25,Breakfast,food_003,Greek Salad,,1 serving,serving,1,451,18,9,12,421,24,5,15,30
mde_0217,2026-05-25,Lunch,food_001,Greek Yogurt with Honey,Fage,1 cup,cup,1,442,2,11,65,861,28,8,17,6
mde_0218,2026-05-25,Dinner,food_004,Spanakopita,,1 piece,piece,1,240,23,7,68,866,52,2,0,25
mde_0219,2026-05-25,Snacks,food_003,Greek Salad,,1 serving,serving,1,293,20,7,20,471,24,7,23,5
mde_0220,2026-05-26,Breakfast,food_005,Baklava,,1 piece,piece,1,156,18,6,56,91,23,0,13,38
mde_0221,2026-05-26,Lunch,food_002,Grilled Chicken Souvlaki,,6 oz,oz,1,216,21,3,5,479,48,3,15,32
mde_0222,2026-05-26,Dinner,food_003,Greek Salad,,1 serving,serving,1,224,6,5,33,302,54,4,10,39
mde_0223,2026-05-26,Snacks,food_003,Greek Salad,,1 serving,serving,1,460,4,6,46,599,48,0,7,20
mde_0224,2026-05-27,Breakfast,food_004,Spanakopita,,1 piece,piece,1,305,19,4,25,267,47,3,23,36
