Id,Name,AccountId,StageName,Amount,Probability,CloseDate,Type
006GEN151,Grant Opportunity 151,001ACC084,Closed Lost,2909.00,50,2026-11-01,Grant
006GEN152,Grant Opportunity 152,001ACC117,Closed Won,2293.00,10,2026-11-01,Grant
006GEN153,Grant Opportunity 153,001ACC075,Closed Lost,1021.00,10,2026-11-01,Donation
006GEN154,Grant Opportunity 154,001ACC190,Closed Lost,2936.00,100,2026-11-01,Partnership
006GEN155,Grant Opportunity 155,001ACC023,Prospecting,971.00,50,2026-11-01,Grant
006GEN156,Grant Opportunity 156,001ACC023,Closed Lost,2183.00,10,2026-11-01,Donation
006GEN157,Grant Opportunity 157,001ACC084,Closed Won,3903.00,10,2026-11-01,Partnership
006GEN158,Grant Opportunity 158,001ACC175,Closed Lost,1104.00,100,2026-11-01,Grant
006GEN159,Grant Opportunity 159,001ACC137,Closed Lost,109.00,10,2026-11-01,Donation
006GEN160,Grant Opportunity 160,001ACC037,Prospecting,4948.00,10,2026-11-01,Partnership
006GEN161,Grant Opportunity 161,001ACC052,Closed Won,3878.00,10,2026-11-01,Partnership
006GEN162,Grant Opportunity 162,001ACC196,Closed Lost,1037.00,50,2026-11-01,Grant
006GEN163,Grant Opportunity 163,001ACC068,Closed Won,2888.00,100,2026-11-01,Donation
006GEN164,Grant Opportunity 164,001ACC007,Closed Won,641.00,10,2026-11-01,Donation
006GEN165,Grant Opportunity 165,001ACC057,Closed Lost,4135.00,100,2026-11-01,Donation
006GEN166,Grant Opportunity 166,001ACC114,Prospecting,1623.00,100,2026-11-01,Grant
006GEN167,Grant Opportunity 167,001ACC118,Prospecting,4301.00,10,2026-11-01,Partnership
006GEN168,Grant Opportunity 168,001ACC063,Closed Lost,3443.00,50,2026-11-01,Partnership
006GEN169,Grant Opportunity 169,001ACC037,Closed Won,2218.00,100,2026-11-01,Partnership
006GEN170,Grant Opportunity 170,001ACC074,Prospecting,3709.00,50,2026-11-01,Grant
006GEN171,Grant Opportunity 171,001ACC130,Prospecting,745.00,100,2026-11-01,Donation
006GEN172,Grant Opportunity 172,001ACC082,Closed Lost,2835.00,100,2026-11-01,Grant
006GEN173,Grant Opportunity 173,001ACC037,Closed Lost,3868.00,10,2026-11-01,Partnership
006GEN174,Grant Opportunity 174,001ACC014,Prospecting,842.00,10,2026-11-01,Partnership
006GEN175,Grant Opportunity 175,001OUTREACH,Prospecting,167.00,10,2026-11-01,Donation
006GEN176,Grant Opportunity 176,001ACC031,Closed Lost,4038.00,50,2026-11-01,Donation
006GEN177,Grant Opportunity 177,001ACC063,Closed Lost,4043.00,50,2026-11-01,Partnership
006GEN178,Grant Opportunity 178,001ACC022,Closed Won,2784.00,100,2026-11-01,Grant
006GEN179,Grant Opportunity 179,001ACC124,Prospecting,281.00,10,2026-11-01,Partnership
006GEN180,Grant Opportunity 180,001ACC064,Closed Lost,2353.00,50,2026-11-01,Partnership
006GEN181,Grant Opportunity 181,001ACC161,Closed Won,4352.00,100,2026-11-01,Partnership
006GEN182,Grant Opportunity 182,001ACC074,Closed Lost,1165.00,50,2026-11-01,Donation
006GEN183,Grant Opportunity 183,001ACC193,Closed Lost,4122.00,10,2026-11-01,Partnership
006GEN184,Grant Opportunity 184,001ACC117,Closed Lost,3426.00,10,2026-11-01,Partnership
006GEN185,Grant Opportunity 185,001ACC043,Closed Lost,702.00,50,2026-11-01,Donation
006GEN186,Grant Opportunity 186,001ACC166,Prospecting,4057.00,50,2026-11-01,Partnership
006GEN187,Grant Opportunity 187,001ACC057,Closed Won,2978.00,50,2026-11-01,Donation
006GEN188,Grant Opportunity 188,001ACC101,Prospecting,2496.00,10,2026-11-01,Donation
006GEN189,Grant Opportunity 189,001ACC005,Prospecting,3406.00,10,2026-11-01,Partnership
006GEN190,Grant Opportunity 190,001ACC038,Closed Won,3827.00,50,2026-11-01,Donation
006GEN191,Grant Opportunity 191,001ACC136,Prospecting,2555.00,10,2026-11-01,Donation
006GEN192,Grant Opportunity 192,001ACC087,Closed Lost,1001.00,50,2026-11-01,Partnership
006GEN193,Grant Opportunity 193,001ACC124,Closed Lost,1970.00,10,2026-11-01,Partnership
006GEN194,Grant Opportunity 194,001ACC154,Closed Won,1789.00,10,2026-11-01,Grant
006GEN195,Grant Opportunity 195,001ACC073,Closed Lost,3710.00,50,2026-11-01,Donation
006GEN196,Grant Opportunity 196,001ACC133,Closed Lost,2799.00,100,2026-11-01,Partnership
006GEN197,Grant Opportunity 197,001ACC145,Closed Lost,3527.00,10,2026-11-01,Donation
006GEN198,Grant Opportunity 198,001ACC142,Closed Won,701.00,50,2026-11-01,Partnership
006GEN199,Grant Opportunity 199,001ACC115,Prospecting,989.00,50,2026-11-01,Partnership
006GEN200,Grant Opportunity 200,001ACC004,Closed Lost,2642.00,100,2026-11-01,Grant
006GEN201,Grant Opportunity 201,001ACC088,Prospecting,4587.00,50,2026-11-01,Grant
006GEN202,Grant Opportunity 202,001ACC013,Closed Won,993.00,100,2026-11-01,Donation
006GEN203,Grant Opportunity 203,001ACC083,Closed Won,4733.00,10,2026-11-01,Donation
006GEN204,Grant Opportunity 204,001ACC100,Closed Lost,2432.00,50,2026-11-01,Grant
006GEN205,Grant Opportunity 205,001ACC163,Prospecting,2402.00,100,2026-11-01,Donation
006GEN206,Grant Opportunity 206,001ACC106,Closed Lost,4974.00,10,2026-11-01,Donation
006GEN207,Grant Opportunity 207,001ACC062,Closed Won,1236.00,10,2026-11-01,Grant
006GEN208,Grant Opportunity 208,001ACC197,Prospecting,1687.00,100,2026-11-01,Donation
006GEN209,Grant Opportunity 209,001ACC053,Closed Won,2342.00,50,2026-11-01,Donation
006GEN210,Grant Opportunity 210,001ACC002,Closed Lost,2487.00,10,2026-11-01,Grant
006GEN211,Grant Opportunity 211,001ACC121,Closed Lost,2897.00,50,2026-11-01,Grant
006GEN212,Grant Opportunity 212,001ACC183,Closed Won,764.00,10,2026-11-01,Donation
006GEN213,Grant Opportunity 213,001ACC172,Closed Won,3985.00,50,2026-11-01,Donation
006GEN214,Grant Opportunity 214,001ACC025,Closed Won,4504.00,50,2026-11-01,Partnership
006GEN215,Grant Opportunity 215,001ACC165,Closed Won,2866.00,10,2026-11-01,Grant
006GEN216,Grant Opportunity 216,001ACC152,Closed Won,3027.00,10,2026-11-01,Partnership
006GEN217,Grant Opportunity 217,001ACC136,Closed Lost,1095.00,100,2026-11-01,Donation
006GEN218,Grant Opportunity 218,001ACC024,Prospecting,2606.00,50,2026-11-01,Grant
006GEN219,Grant Opportunity 219,001ACC067,Prospecting,3227.00,100,2026-11-01,Grant
006GEN220,Grant Opportunity 220,001ACC026,Closed Won,4059.00,50,2026-11-01,Grant
006GEN221,Grant Opportunity 221,001ACC138,Closed Won,2274.00,10,2026-11-01,Partnership
006GEN222,Grant Opportunity 222,001ACC121,Closed Lost,1982.00,100,2026-11-01,Partnership
006GEN223,Grant Opportunity 223,001ACC111,Closed Won,3565.00,50,2026-11-01,Grant
006GEN224,Grant Opportunity 224,001ACC139,Prospecting,3361.00,50,2026-11-01,Partnership
006GEN225,Grant Opportunity 225,001ACC132,Prospecting,3209.00,10,2026-11-01,Partnership
006GEN226,Grant Opportunity 226,001ACC112,Prospecting,4541.00,10,2026-11-01,Partnership
006GEN227,Grant Opportunity 227,001ACC089,Closed Won,1679.00,50,2026-11-01,Donation
006GEN228,Grant Opportunity 228,001ACC180,Closed Lost,795.00,50,2026-11-01,Grant
006GEN229,Grant Opportunity 229,001ACC182,Closed Won,157.00,100,2026-11-01,Donation
006GEN230,Grant Opportunity 230,001ACC148,Closed Lost,754.00,50,2026-11-01,Donation
006GEN231,Grant Opportunity 231,001ACC111,Prospecting,1333.00,10,2026-11-01,Donation
006GEN232,Grant Opportunity 232,001ACC155,Prospecting,4272.00,100,2026-11-01,Partnership
006GEN233,Grant Opportunity 233,001ACC062,Prospecting,1809.00,100,2026-11-01,Donation
006GEN234,Grant Opportunity 234,001ACC102,Prospecting,993.00,100,2026-11-01,Donation
006GEN235,Grant Opportunity 235,001ACC195,Closed Lost,1884.00,50,2026-11-01,Grant
006GEN236,Grant Opportunity 236,001ACC136,Closed Won,2053.00,10,2026-11-01,Donation
006GEN237,Grant Opportunity 237,001ACC024,Closed Lost,2163.00,50,2026-11-01,Donation
006GEN238,Grant Opportunity 238,001ACC156,Closed Won,1380.00,10,2026-11-01,Partnership
006GEN239,Grant Opportunity 239,001ACC024,Prospecting,4447.00,50,2026-11-01,Grant
006GEN240,Grant Opportunity 240,001ACC084,Closed Won,4696.00,100,2026-11-01,Donation
006GEN241,Grant Opportunity 241,001ACC039,Closed Won,2198.00,100,2026-11-01,Donation
006GEN242,Grant Opportunity 242,001ACC172,Prospecting,4941.00,100,2026-11-01,Partnership
006GEN243,Grant Opportunity 243,001ACC041,Closed Won,4060.00,10,2026-11-01,Grant
006GEN244,Grant Opportunity 244,001ACC192,Closed Won,3696.00,100,2026-11-01,Donation
006GEN245,Grant Opportunity 245,001ACC192,Closed Won,3839.00,50,2026-11-01,Partnership
006GEN246,Grant Opportunity 246,001ACC148,Closed Lost,2167.00,50,2026-11-01,Grant
006GEN247,Grant Opportunity 247,001ACC056,Prospecting,3768.00,100,2026-11-01,Grant
006GEN248,Grant Opportunity 248,001ACC174,Prospecting,1101.00,10,2026-11-01,Grant
006GEN249,Grant Opportunity 249,001ACC197,Prospecting,1716.00,50,2026-11-01,Partnership
006GEN250,Grant Opportunity 250,001ACC194,Closed Won,4249.00,50,2026-11-01,Partnership
006GEN251,Grant Opportunity 251,001ACC091,Closed Won,4923.00,10,2026-11-01,Partnership
006GEN252,Grant Opportunity 252,001ACC184,Closed Won,4070.00,50,2026-11-01,Grant
006GEN253,Grant Opportunity 253,001ACC072,Prospecting,4978.00,10,2026-11-01,Grant
006GEN254,Grant Opportunity 254,001ACC040,Prospecting,4159.00,100,2026-11-01,Donation
006GEN255,Grant Opportunity 255,001ACC070,Closed Won,112.00,100,2026-11-01,Partnership
006GEN256,Grant Opportunity 256,001ACC076,Closed Won,369.00,10,2026-11-01,Partnership
006GEN257,Grant Opportunity 257,001ACC189,Prospecting,1842.00,50,2026-11-01,Partnership
006GEN258,Grant Opportunity 258,001ACC069,Closed Won,4893.00,50,2026-11-01,Grant
006GEN259,Grant Opportunity 259,001ACC052,Prospecting,2172.00,10,2026-11-01,Grant
006GEN260,Grant Opportunity 260,001ACC082,Closed Lost,2219.00,10,2026-11-01,Partnership
006GEN261,Grant Opportunity 261,001ACC026,Closed Lost,4977.00,100,2026-11-01,Partnership
006GEN262,Grant Opportunity 262,001ACC113,Closed Won,3213.00,50,2026-11-01,Grant
006GEN263,Grant Opportunity 263,001ACC172,Prospecting,2570.00,10,2026-11-01,Partnership
006GEN264,Grant Opportunity 264,001ACC070,Closed Lost,112.00,10,2026-11-01,Partnership
006GEN265,Grant Opportunity 265,001ACC168,Closed Won,4056.00,50,2026-11-01,Partnership
006GEN266,Grant Opportunity 266,001ACC037,Closed Lost,2102.00,100,2026-11-01,Partnership
006GEN267,Grant Opportunity 267,001ACC172,Closed Won,932.00,50,2026-11-01,Partnership
006GEN268,Grant Opportunity 268,001ACC000,Closed Won,3523.00,10,2026-11-01,Grant
006GEN269,Grant Opportunity 269,001ACC067,Closed Won,2376.00,10,2026-11-01,Partnership
006GEN270,Grant Opportunity 270,001ACC026,Closed Lost,1848.00,50,2026-11-01,Grant
006GEN271,Grant Opportunity 271,001ACC081,Prospecting,874.00,50,2026-11-01,Grant
006GEN272,Grant Opportunity 272,001ACC147,Prospecting,3685.00,100,2026-11-01,Partnership
006GEN273,Grant Opportunity 273,001ACC006,Closed Lost,2696.00,100,2026-11-01,Donation
006GEN274,Grant Opportunity 274,001ACC151,Closed Lost,3494.00,100,2026-11-01,Donation
006GEN275,Grant Opportunity 275,001ACC024,Prospecting,647.00,50,2026-11-01,Grant
