id,name,id_board,pos,closed
list_mk0nap0s,List 4e0w,board_3p6n,8192,false
list_wkp8oarn,List 7yta,board_14cl,1024,false
list_fzc7bk8m,List qsb0,board_0f22,1024,false
list_gxp2gxit,List gwia,board_wb7b,8192,false
list_rkk3cl33,List axz3,board_uusp,6144,false
list_490u51s1,List vyr0,board_dyv8,9216,false
list_qpswyy49,List fhzi,board_d5pz,7168,false
list_eml218x4,List 8gb8,board_iwii,6144,false
list_ur6h2xhj,List e6fd,board_4c0k,4096,false
list_ucjh0wmt,List unbf,board_pmnj,1024,false
list_7krtimb3,List 550d,board_69kn,4096,false
list_u5xkibkm,List dm2w,board_vjxz,6144,false
list_laq3yrgb,List m6dx,board_az5c,2048,false
list_5pdsfygp,List 6rrz,board_xcz5,2048,false
list_e32kigvl,List zozy,board_m3uv,6144,false
list_4wuxrgva,List rik8,board_87v2,8192,false
list_f5qvw3id,List 2z2f,board_fyea,6144,false
list_z5rb4n1c,List j7w3,board_ey2y,7168,false
list_eikhhb7j,List bdl0,board_j0vo,2048,false
list_7gmj4syl,List k75s,board_ogkb,7168,false
list_5jseoe2o,List scyi,board_w112,8192,false
list_h3hrre0n,List foza,board_rhbr,3072,false
list_tf6bet7k,List bvdp,board_1ib1,7168,false
list_e5lvkta4,List z5tq,board_hvvk,9216,false
list_ed31tk2u,List kkdx,board_4yyd,4096,false
list_pfy3lmas,List 9t6y,board_0tvc,8192,false
list_nkp2kg52,List iha1,board_zm0d,4096,false
list_bwbnlmaq,List 2skb,board_u7y4,1024,false
list_4g2jdkzt,List 2iot,board_kyii,10240,false
list_3y86ocvs,List w3a4,board_1kia,5120,false
list_r0hzfp5u,List yy53,board_tow1,6144,false
list_m5ysy56t,List wzm9,board_yqp8,9216,false
list_vs4dboou,List a2tj,board_5c6e,9216,false
list_e6ee733c,List nzk4,board_7trt,8192,false
list_q6py0i58,List rzk5,board_q82g,5120,false
list_g1hshbyq,List y5bb,board_jxne,10240,false
list_qt9du47a,List atsy,board_cc5d,8192,false
list_z7b9pj8y,List efyg,board_h25v,8192,false
list_vgy7g1ze,List kdy6,board_l7p3,8192,false
list_fazlevuq,List lbl6,board_ey5q,4096,false
list_6cudwsu9,List gl1q,board_1rvr,2048,false
list_w59287ss,List 6o0c,board_up2j,4096,false
list_qc1eu5ks,List ce67,board_cbd6,8192,false
list_qgix1oye,List ydlp,board_3mb1,1024,false
list_6876pwzz,List ecch,board_3d08,4096,false
list_3zc04mq7,List qqn0,board_mfmy,9216,false
list_308qz4uc,List 8xhv,board_fy9m,8192,false
list_5ce9orzs,List rfil,board_d8xm,2048,false
list_81c0u5eb,List v4j7,board_68re,9216,false
list_luzywxgl,List zusz,board_r42s,6144,false
list_2x3cgk7k,List s0ag,board_6pbw,2048,false
list_9q7m851e,List p729,board_k1l0,6144,false
