id,name,address1,city,region,postal_code,country,latitude,longitude
ven_0037,Venue 37,144 Main St,Tarpon Springs,FL,34689,US,28.1236,-82.8435
ven_0038,Venue 38,425 Main St,Tarpon Springs,FL,34689,US,28.0464,-82.845
ven_0039,Venue 39,952 Main St,Tarpon Springs,FL,34689,US,28.0438,-82.7482
ven_0040,Venue 40,997 Main St,Tarpon Springs,FL,34689,US,28.0555,-82.7467
ven_0041,Venue 41,620 Main St,Tarpon Springs,FL,34689,US,28.0986,-82.7473
ven_0042,Venue 42,530 Main St,Tarpon Springs,FL,34689,US,28.1433,-82.7944
ven_0043,Venue 43,108 Main St,Tarpon Springs,FL,34689,US,28.1853,-82.6858
ven_0044,Venue 44,809 Main St,Tarpon Springs,FL,34689,US,28.1224,-82.734
ven_0045,Venue 45,450 Main St,Tarpon Springs,FL,34689,US,28.1259,-82.7955
ven_0046,Venue 46,977 Main St,Tarpon Springs,FL,34689,US,28.1008,-82.7474
ven_0047,Venue 47,382 Main St,Tarpon Springs,FL,34689,US,28.0931,-82.7773
ven_0048,Venue 48,290 Main St,Tarpon Springs,FL,34689,US,28.2298,-82.8258
ven_0049,Venue 49,483 Main St,Tarpon Springs,FL,34689,US,28.2226,-82.6877
ven_0050,Venue 50,296 Main St,Tarpon Springs,FL,34689,US,28.1401,-82.8328
ven_0051,Venue 51,676 Main St,Tarpon Springs,FL,34689,US,28.0409,-82.726
ven_0052,Venue 52,377 Main St,Tarpon Springs,FL,34689,US,28.1956,-82.6965
ven_0053,Venue 53,249 Main St,Tarpon Springs,FL,34689,US,28.1827,-82.6799
ven_0054,Venue 54,362 Main St,Tarpon Springs,FL,34689,US,28.0557,-82.6914
ven_0055,Venue 55,785 Main St,Tarpon Springs,FL,34689,US,28.1939,-82.7238
ven_0056,Venue 56,801 Main St,Tarpon Springs,FL,34689,US,28.1641,-82.8011
ven_0057,Venue 57,377 Main St,Tarpon Springs,FL,34689,US,28.0619,-82.7056
ven_0058,Venue 58,632 Main St,Tarpon Springs,FL,34689,US,28.1707,-82.8504
ven_0059,Venue 59,473 Main St,Tarpon Springs,FL,34689,US,28.22,-82.6859
ven_0060,Venue 60,260 Main St,Tarpon Springs,FL,34689,US,28.1767,-82.8116
ven_0061,Venue 61,191 Main St,Tarpon Springs,FL,34689,US,28.2116,-82.7372
ven_0062,Venue 62,745 Main St,Tarpon Springs,FL,34689,US,28.18,-82.7256
ven_0063,Venue 63,629 Main St,Tarpon Springs,FL,34689,US,28.1512,-82.7798
ven_0064,Venue 64,996 Main St,Tarpon Springs,FL,34689,US,28.1831,-82.8041
ven_0065,Venue 65,979 Main St,Tarpon Springs,FL,34689,US,28.0529,-82.7898
ven_0066,Venue 66,247 Main St,Tarpon Springs,FL,34689,US,28.0534,-82.7641
ven_0067,Venue 67,915 Main St,Tarpon Springs,FL,34689,US,28.1568,-82.7784
ven_0068,Venue 68,783 Main St,Tarpon Springs,FL,34689,US,28.0633,-82.7823
ven_0069,Venue 69,371 Main St,Tarpon Springs,FL,34689,US,28.2173,-82.6806
ven_0070,Venue 70,791 Main St,Tarpon Springs,FL,34689,US,28.0774,-82.8016
ven_0071,Venue 71,866 Main St,Tarpon Springs,FL,34689,US,28.0516,-82.6652
ven_0072,Venue 72,321 Main St,Tarpon Springs,FL,34689,US,28.066,-82.6675
ven_0073,Venue 73,190 Main St,Tarpon Springs,FL,34689,US,28.088,-82.8037
ven_0074,Venue 74,566 Main St,Tarpon Springs,FL,34689,US,28.0424,-82.6711
ven_0075,Venue 75,211 Main St,Tarpon Springs,FL,34689,US,28.1362,-82.713
ven_0076,Venue 76,529 Main St,Tarpon Springs,FL,34689,US,28.2228,-82.8124
ven_0077,Venue 77,781 Main St,Tarpon Springs,FL,34689,US,28.0952,-82.8115
ven_0078,Venue 78,991 Main St,Tarpon Springs,FL,34689,US,28.0413,-82.8427
ven_0079,Venue 79,491 Main St,Tarpon Springs,FL,34689,US,28.0987,-82.715
ven_0080,Venue 80,332 Main St,Tarpon Springs,FL,34689,US,28.0783,-82.6696
ven_0081,Venue 81,131 Main St,Tarpon Springs,FL,34689,US,28.1369,-82.7654
ven_0082,Venue 82,190 Main St,Tarpon Springs,FL,34689,US,28.0409,-82.6896
ven_0083,Venue 83,528 Main St,Tarpon Springs,FL,34689,US,28.0897,-82.788
ven_0084,Venue 84,281 Main St,Tarpon Springs,FL,34689,US,28.0465,-82.7135
ven_0085,Venue 85,244 Main St,Tarpon Springs,FL,34689,US,28.1827,-82.7155
ven_0086,Venue 86,866 Main St,Tarpon Springs,FL,34689,US,28.0718,-82.7911
ven_0087,Venue 87,828 Main St,Tarpon Springs,FL,34689,US,28.1824,-82.7324
ven_0088,Venue 88,668 Main St,Tarpon Springs,FL,34689,US,28.0782,-82.7241
ven_0089,Venue 89,980 Main St,Tarpon Springs,FL,34689,US,28.0684,-82.6771
ven_0090,Venue 90,840 Main St,Tarpon Springs,FL,34689,US,28.2306,-82.8184
ven_0091,Venue 91,485 Main St,Tarpon Springs,FL,34689,US,28.0912,-82.6633
ven_0092,Venue 92,879 Main St,Tarpon Springs,FL,34689,US,28.1979,-82.8268
ven_0093,Venue 93,716 Main St,Tarpon Springs,FL,34689,US,28.1951,-82.8317
ven_0094,Venue 94,794 Main St,Tarpon Springs,FL,34689,US,28.1276,-82.6676
ven_0095,Venue 95,963 Main St,Tarpon Springs,FL,34689,US,28.1239,-82.7821
ven_0096,Venue 96,183 Main St,Tarpon Springs,FL,34689,US,28.0861,-82.7696
ven_0097,Venue 97,394 Main St,Tarpon Springs,FL,34689,US,28.1643,-82.6603
ven_0098,Venue 98,739 Main St,Tarpon Springs,FL,34689,US,28.193,-82.6765
ven_0099,Venue 99,885 Main St,Tarpon Springs,FL,34689,US,28.133,-82.6651
ven_0100,Venue 100,851 Main St,Tarpon Springs,FL,34689,US,28.1098,-82.7882
ven_0101,Venue 101,976 Main St,Tarpon Springs,FL,34689,US,28.2334,-82.6605
ven_0102,Venue 102,253 Main St,Tarpon Springs,FL,34689,US,28.2054,-82.7896
ven_0103,Venue 103,630 Main St,Tarpon Springs,FL,34689,US,28.1296,-82.7619
ven_0104,Venue 104,561 Main St,Tarpon Springs,FL,34689,US,28.1016,-82.6778
ven_0105,Venue 105,191 Main St,Tarpon Springs,FL,34689,US,28.1687,-82.6652
ven_0106,Venue 106,362 Main St,Tarpon Springs,FL,34689,US,28.1372,-82.7542
ven_0107,Venue 107,367 Main St,Tarpon Springs,FL,34689,US,28.2005,-82.6813
ven_0108,Venue 108,261 Main St,Tarpon Springs,FL,34689,US,28.184,-82.6901
ven_0109,Venue 109,984 Main St,Tarpon Springs,FL,34689,US,28.1885,-82.6617
ven_0110,Venue 110,655 Main St,Tarpon Springs,FL,34689,US,28.2299,-82.8293
ven_0111,Venue 111,238 Main St,Tarpon Springs,FL,34689,US,28.2329,-82.8583
ven_0112,Venue 112,138 Main St,Tarpon Springs,FL,34689,US,28.0977,-82.7031
ven_0113,Venue 113,466 Main St,Tarpon Springs,FL,34689,US,28.0875,-82.7577
ven_0114,Venue 114,195 Main St,Tarpon Springs,FL,34689,US,28.0904,-82.6713
ven_0115,Venue 115,134 Main St,Tarpon Springs,FL,34689,US,28.144,-82.7095
ven_0116,Venue 116,505 Main St,Tarpon Springs,FL,34689,US,28.0812,-82.7147
ven_0117,Venue 117,746 Main St,Tarpon Springs,FL,34689,US,28.2314,-82.6723
ven_0118,Venue 118,951 Main St,Tarpon Springs,FL,34689,US,28.2047,-82.7388
ven_0119,Venue 119,386 Main St,Tarpon Springs,FL,34689,US,28.2183,-82.764
