id,event_id,name,quantity_total,quantity_sold,cost,fee,free,sales_start,sales_end
tc_0087,ev_0018,Ticket 87,197,49,42,0,false,2026-05-11,2026-03-04
tc_0088,ev_0016,Ticket 88,167,28,34,0,true,2026-08-19,2026-02-15
tc_0089,ev_0018,Ticket 89,63,43,31,0,false,2026-06-01,2026-10-02
tc_0090,ev_0000,Ticket 90,122,12,39,0,true,2026-10-14,2026-02-09
tc_0091,ev_0003,Ticket 91,125,49,30,0,true,2026-05-19,2026-01-17
tc_0092,ev_0003,Ticket 92,196,25,33,0,true,2026-01-30,2026-03-05
tc_0093,ev_0010,Ticket 93,188,33,50,0,false,2026-08-31,2026-06-08
tc_0094,ev_0005,Ticket 94,197,28,20,0,false,2026-09-26,2026-09-03
tc_0095,ev_0006,Ticket 95,174,48,24,0,false,2026-05-08,2026-07-23
tc_0096,ev_0019,Ticket 96,84,36,8,0,false,2026-04-10,2026-05-10
tc_0097,ev_0017,Ticket 97,152,10,2,0,true,2026-07-29,2026-07-09
tc_0098,ev_0017,Ticket 98,187,49,28,0,true,2026-08-04,2026-10-08
tc_0099,ev_0001,Ticket 99,182,36,35,0,true,2026-09-16,2026-04-01
tc_0100,ev_0018,Ticket 100,81,9,21,0,true,2026-10-11,2026-06-28
tc_0101,ev_0005,Ticket 101,86,4,3,0,false,2026-09-30,2026-02-21
tc_0102,ev_0007,Ticket 102,162,41,49,0,false,2026-02-25,2026-03-07
tc_0103,ev_0016,Ticket 103,145,29,49,0,false,2026-05-29,2026-02-14
tc_0104,ev_0008,Ticket 104,175,30,0,0,false,2026-07-18,2026-05-28
tc_0105,ev_0002,Ticket 105,143,33,0,0,false,2026-08-14,2026-08-15
tc_0106,ev_0016,Ticket 106,93,26,15,0,true,2026-04-12,2026-09-19
tc_0107,ev_0009,Ticket 107,171,29,41,0,false,2026-04-30,2026-05-02
tc_0108,ev_0016,Ticket 108,111,37,25,0,true,2026-05-13,2026-06-29
tc_0109,ev_0018,Ticket 109,171,13,7,0,true,2026-03-12,2026-10-03
tc_0110,ev_0005,Ticket 110,69,0,45,0,false,2026-01-18,2026-09-12
tc_0111,ev_0007,Ticket 111,198,47,39,0,true,2026-07-15,2026-04-20
tc_0112,ev_0011,Ticket 112,99,41,10,0,false,2026-01-01,2026-04-16
tc_0113,ev_0016,Ticket 113,189,47,34,0,false,2026-07-03,2026-04-16
tc_0114,ev_0002,Ticket 114,112,11,22,0,false,2026-09-12,2026-02-21
tc_0115,ev_0001,Ticket 115,58,6,9,0,false,2026-08-16,2026-04-24
tc_0116,ev_0013,Ticket 116,60,7,25,0,true,2026-06-03,2026-02-20
tc_0117,ev_0006,Ticket 117,131,31,32,0,true,2026-07-01,2026-03-04
tc_0118,ev_0020,Ticket 118,78,19,26,0,false,2026-03-31,2026-03-25
tc_0119,ev_0019,Ticket 119,122,50,4,0,true,2026-07-22,2026-02-13
