vid_bg_011,Datsun 240Z Restoration Part 17: Engine Bay,Datsun 240Z Restoration Part 17: Engine Bay - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,4038,263,0,16,,none,en,en
vid_bg_012,Datsun 240Z Restoration Part 18: Wiring,Datsun 240Z Restoration Part 18: Wiring - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,6929,165,0,25,,none,en,en
vid_bg_013,Datsun 240Z Restoration Part 19: Suspension,Datsun 240Z Restoration Part 19: Suspension - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,1282,330,0,59,,none,en,en
vid_bg_014,Datsun 240Z Restoration Part 20: Wiring,Datsun 240Z Restoration Part 20: Wiring - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,2827,70,0,32,,none,en,en
vid_bg_015,Datsun 240Z Restoration Part 21: Test Drive,Datsun 240Z Restoration Part 21: Test Drive - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,4047,153,0,31,,none,en,en
vid_bg_016,Datsun 240Z Restoration Part 22: Interior,Datsun 240Z Restoration Part 22: Interior - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,7489,359,0,10,,none,en,en
vid_bg_017,Datsun 240Z Restoration Part 23: Rust Repair,Datsun 240Z Restoration Part 23: Rust Repair - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,7796,312,0,57,,none,en,en
vid_bg_018,Datsun 240Z Restoration Part 24: Rust Repair,Datsun 240Z Restoration Part 24: Rust Repair - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,6214,175,0,41,,none,en,en
vid_bg_019,Datsun 240Z Restoration Part 25: Paint Prep,Datsun 240Z Restoration Part 25: Paint Prep - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,4171,374,0,13,,none,en,en
vid_bg_020,Datsun 240Z Restoration Part 26: Paint Prep,Datsun 240Z Restoration Part 26: Paint Prep - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,3670,179,0,6,,none,en,en
vid_bg_021,Datsun 240Z Restoration Part 27: Engine Bay,Datsun 240Z Restoration Part 27: Engine Bay - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,6964,296,0,38,,none,en,en
vid_bg_022,Datsun 240Z Restoration Part 28: Rust Repair,Datsun 240Z Restoration Part 28: Rust Repair - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,297,333,0,56,,none,en,en
vid_bg_023,Datsun 240Z Restoration Part 29: Engine Bay,Datsun 240Z Restoration Part 29: Engine Bay - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,270,291,0,12,,none,en,en
vid_bg_024,Datsun 240Z Restoration Part 30: Test Drive,Datsun 240Z Restoration Part 30: Test Drive - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,6236,369,0,34,,none,en,en
vid_bg_025,Datsun 240Z Restoration Part 31: Bodywork,Datsun 240Z Restoration Part 31: Bodywork - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,3146,322,0,43,,none,en,en
vid_bg_026,Datsun 240Z Restoration Part 32: Engine Bay,Datsun 240Z Restoration Part 32: Engine Bay - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,4707,18,0,43,,none,en,en
vid_bg_027,Datsun 240Z Restoration Part 33: Suspension,Datsun 240Z Restoration Part 33: Suspension - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,3416,358,0,20,,none,en,en
vid_bg_028,Datsun 240Z Restoration Part 34: Interior,Datsun 240Z Restoration Part 34: Interior - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,5087,194,0,18,,none,en,en
vid_bg_029,Datsun 240Z Restoration Part 35: Paint Prep,Datsun 240Z Restoration Part 35: Paint Prep - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,5197,180,0,20,,none,en,en
vid_bg_030,Datsun 240Z Restoration Part 36: Test Drive,Datsun 240Z Restoration Part 36: Test Drive - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,2945,23,0,36,,none,en,en
vid_bg_031,Datsun 240Z Restoration Part 37: Interior,Datsun 240Z Restoration Part 37: Interior - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,5503,380,0,33,,none,en,en
vid_bg_032,Datsun 240Z Restoration Part 38: Rust Repair,Datsun 240Z Restoration Part 38: Rust Repair - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,926,380,0,42,,none,en,en
vid_bg_033,Datsun 240Z Restoration Part 39: Wiring,Datsun 240Z Restoration Part 39: Wiring - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,8945,184,0,0,,none,en,en
vid_bg_034,Datsun 240Z Restoration Part 40: Suspension,Datsun 240Z Restoration Part 40: Suspension - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,3224,392,0,14,,none,en,en
vid_bg_035,Datsun 240Z Restoration Part 41: Suspension,Datsun 240Z Restoration Part 41: Suspension - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,3178,241,0,33,,none,en,en
vid_bg_036,Datsun 240Z Restoration Part 42: Bodywork,Datsun 240Z Restoration Part 42: Bodywork - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,7095,63,0,13,,none,en,en
vid_bg_037,Datsun 240Z Restoration Part 43: Suspension,Datsun 240Z Restoration Part 43: Suspension - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,5345,25,0,27,,none,en,en
vid_bg_038,Datsun 240Z Restoration Part 44: Suspension,Datsun 240Z Restoration Part 44: Suspension - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,1578,163,0,3,,none,en,en
vid_bg_039,Datsun 240Z Restoration Part 45: Bodywork,Datsun 240Z Restoration Part 45: Bodywork - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,4076,136,0,7,,none,en,en
vid_bg_040,Datsun 240Z Restoration Part 46: Suspension,Datsun 240Z Restoration Part 46: Suspension - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,792,226,0,59,,none,en,en
vid_bg_041,Datsun 240Z Restoration Part 47: Interior,Datsun 240Z Restoration Part 47: Interior - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,6691,307,0,44,,none,en,en
vid_bg_042,Datsun 240Z Restoration Part 48: Rust Repair,Datsun 240Z Restoration Part 48: Rust Repair - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,8385,187,0,12,,none,en,en
vid_bg_043,Datsun 240Z Restoration Part 49: Paint Prep,Datsun 240Z Restoration Part 49: Paint Prep - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,2198,384,0,1,,none,en,en
vid_bg_044,Datsun 240Z Restoration Part 50: Wiring,Datsun 240Z Restoration Part 50: Wiring - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,8125,54,0,3,,none,en,en
vid_bg_045,Datsun 240Z Restoration Part 51: Wiring,Datsun 240Z Restoration Part 51: Wiring - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,5553,31,0,39,,none,en,en
vid_bg_046,Datsun 240Z Restoration Part 52: Paint Prep,Datsun 240Z Restoration Part 52: Paint Prep - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,7118,324,0,24,,none,en,en
vid_bg_047,Datsun 240Z Restoration Part 53: Suspension,Datsun 240Z Restoration Part 53: Suspension - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,981,369,0,31,,none,en,en
vid_bg_048,Datsun 240Z Restoration Part 54: Bodywork,Datsun 240Z Restoration Part 54: Bodywork - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,2197,398,0,26,,none,en,en
vid_bg_049,Datsun 240Z Restoration Part 55: Rust Repair,Datsun 240Z Restoration Part 55: Rust Repair - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,5739,168,0,24,,none,en,en
vid_bg_050,Datsun 240Z Restoration Part 56: Wiring,Datsun 240Z Restoration Part 56: Wiring - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,7609,12,0,0,,none,en,en
vid_bg_051,Datsun 240Z Restoration Part 57: Engine Bay,Datsun 240Z Restoration Part 57: Engine Bay - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,2220,112,0,60,,none,en,en
vid_bg_052,Datsun 240Z Restoration Part 58: Wiring,Datsun 240Z Restoration Part 58: Wiring - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,5228,212,0,58,,none,en,en
vid_bg_053,Datsun 240Z Restoration Part 59: Wiring,Datsun 240Z Restoration Part 59: Wiring - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,1399,40,0,16,,none,en,en
vid_bg_054,Datsun 240Z Restoration Part 60: Rust Repair,Datsun 240Z Restoration Part 60: Rust Repair - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,8769,58,0,53,,none,en,en
vid_bg_055,Datsun 240Z Restoration Part 61: Bodywork,Datsun 240Z Restoration Part 61: Bodywork - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,2079,302,0,16,,none,en,en
vid_bg_056,Datsun 240Z Restoration Part 62: Rust Repair,Datsun 240Z Restoration Part 62: Rust Repair - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,5484,378,0,24,,none,en,en
vid_bg_057,Datsun 240Z Restoration Part 63: Bodywork,Datsun 240Z Restoration Part 63: Bodywork - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,6036,163,0,14,,none,en,en
vid_bg_058,Datsun 240Z Restoration Part 64: Test Drive,Datsun 240Z Restoration Part 64: Test Drive - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,377,391,0,37,,none,en,en
vid_bg_059,Datsun 240Z Restoration Part 65: Bodywork,Datsun 240Z Restoration Part 65: Bodywork - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,7673,172,0,22,,none,en,en
vid_bg_060,Datsun 240Z Restoration Part 66: Engine Bay,Datsun 240Z Restoration Part 66: Engine Bay - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,4606,239,0,46,,none,en,en
vid_bg_061,Datsun 240Z Restoration Part 67: Suspension,Datsun 240Z Restoration Part 67: Suspension - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,1355,28,0,55,,none,en,en
vid_bg_062,Datsun 240Z Restoration Part 68: Paint Prep,Datsun 240Z Restoration Part 68: Paint Prep - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,1710,182,0,56,,none,en,en
vid_bg_063,Datsun 240Z Restoration Part 69: Interior,Datsun 240Z Restoration Part 69: Interior - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,7982,97,0,51,,none,en,en
vid_bg_064,Datsun 240Z Restoration Part 70: Rust Repair,Datsun 240Z Restoration Part 70: Rust Repair - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,2035,314,0,15,,none,en,en
vid_bg_065,Datsun 240Z Restoration Part 71: Suspension,Datsun 240Z Restoration Part 71: Suspension - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,8010,393,0,47,,none,en,en
vid_bg_066,Datsun 240Z Restoration Part 72: Suspension,Datsun 240Z Restoration Part 72: Suspension - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,3926,240,0,13,,none,en,en
vid_bg_067,Datsun 240Z Restoration Part 73: Interior,Datsun 240Z Restoration Part 73: Interior - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,6898,118,0,9,,none,en,en
vid_bg_068,Datsun 240Z Restoration Part 74: Rust Repair,Datsun 240Z Restoration Part 74: Rust Repair - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,6866,173,0,24,,none,en,en
vid_bg_069,Datsun 240Z Restoration Part 75: Rust Repair,Datsun 240Z Restoration Part 75: Rust Repair - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,4396,295,0,55,,none,en,en
vid_bg_070,Datsun 240Z Restoration Part 76: Interior,Datsun 240Z Restoration Part 76: Interior - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,3787,249,0,37,,none,en,en
vid_bg_071,Datsun 240Z Restoration Part 77: Paint Prep,Datsun 240Z Restoration Part 77: Paint Prep - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,4709,206,0,38,,none,en,en
vid_bg_072,Datsun 240Z Restoration Part 78: Suspension,Datsun 240Z Restoration Part 78: Suspension - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,5371,236,0,4,,none,en,en
vid_bg_073,Datsun 240Z Restoration Part 79: Bodywork,Datsun 240Z Restoration Part 79: Bodywork - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,680,235,0,50,,none,en,en
vid_bg_074,Datsun 240Z Restoration Part 80: Suspension,Datsun 240Z Restoration Part 80: Suspension - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,6069,237,0,14,,none,en,en
vid_bg_075,Datsun 240Z Restoration Part 81: Bodywork,Datsun 240Z Restoration Part 81: Bodywork - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,8366,36,0,29,,none,en,en
vid_bg_076,Datsun 240Z Restoration Part 82: Wiring,Datsun 240Z Restoration Part 82: Wiring - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,5795,231,0,12,,none,en,en
vid_bg_077,Datsun 240Z Restoration Part 83: Bodywork,Datsun 240Z Restoration Part 83: Bodywork - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,8819,71,0,54,,none,en,en
vid_bg_078,Datsun 240Z Restoration Part 84: Engine Bay,Datsun 240Z Restoration Part 84: Engine Bay - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,8079,347,0,22,,none,en,en
vid_bg_079,Datsun 240Z Restoration Part 85: Test Drive,Datsun 240Z Restoration Part 85: Test Drive - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,3404,131,0,11,,none,en,en
vid_bg_080,Datsun 240Z Restoration Part 86: Paint Prep,Datsun 240Z Restoration Part 86: Paint Prep - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,1367,318,0,22,,none,en,en
vid_bg_081,Datsun 240Z Restoration Part 87: Suspension,Datsun 240Z Restoration Part 87: Suspension - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,2732,16,0,13,,none,en,en
vid_bg_082,Datsun 240Z Restoration Part 88: Paint Prep,Datsun 240Z Restoration Part 88: Paint Prep - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,1627,260,0,51,,none,en,en
vid_bg_083,Datsun 240Z Restoration Part 89: Test Drive,Datsun 240Z Restoration Part 89: Test Drive - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,2597,259,0,34,,none,en,en
vid_bg_084,Datsun 240Z Restoration Part 90: Suspension,Datsun 240Z Restoration Part 90: Suspension - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,8575,29,0,53,,none,en,en
vid_bg_085,Datsun 240Z Restoration Part 91: Rust Repair,Datsun 240Z Restoration Part 91: Rust Repair - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,5060,301,0,0,,none,en,en
vid_bg_086,Datsun 240Z Restoration Part 92: Engine Bay,Datsun 240Z Restoration Part 92: Engine Bay - follow the build,"2026-0{random.randint(1,9)}-{random.randint(10,28)}T18:00:00Z",UC_hari_datsun,2,datsun;240z;restoration,PT12M,2d,hd,public,,true,3446,51,0,25,,none,en,en
