product_id,retailer_id,name,brand,category,unit_size,price,in_stock,sale_price,image_url
PROD_a6c1462a,RETA_69db9284,Brittany Clark,brand_35,Interest Expense,706,115.85,true,115.85,https://instacart.example.com/analytics/35
PROD_5f90b985,RETA_c94dded6,Jacob Flores,brand_36,Taxes & Government Fees,723,132.16,true,132.16,https://instacart.example.com/documents/36
PROD_647337ce,RETA_b55a222c,Dorothy Evans,brand_37,Permits & Inspections,740,149.47,false,149.47,https://instacart.example.com/team/37
PROD_63e51eff,RETA_07078a1c,Frank Rogers,brand_38,Charitable Donations,757,166.78,true,166.78,https://instacart.example.com/calendar/38
PROD_0ad30978,RETA_9c371d33,Nicole Ward,brand_39,Sponsorships,774,183.09,false,183.09,https://instacart.example.com/inbox/39
PROD_1018b071,RETA_b6c863f0,Zachary Alvarez,brand_40,Trade Show & Events,791,200.40,false,200.40,https://instacart.example.com/dashboard/40
PROD_deecae2d,RETA_31608097,Joan Brown,brand_41,Client Entertainment,808,217.71,true,217.71,https://instacart.example.com/reports/41
PROD_dd17cb7b,RETA_57b77d07,Harold Taylor,brand_42,Vehicle Expenses,825,234.02,false,234.02,https://instacart.example.com/settings/42
PROD_05232fbb,RETA_b22a715a,Grace Robinson,brand_43,Fuel & Gas,842,251.33,true,251.33,https://instacart.example.com/profile/43
PROD_00ca9d2f,RETA_1983f2e2,Alan Nelson,brand_44,Toll Charges,859,268.64,true,268.64,https://instacart.example.com/projects/44
PROD_4adccf76,RETA_a316d72d,Elizabeth Parker,brand_45,Postage & Mailing,876,285.95,false,285.95,https://instacart.example.com/analytics/45
PROD_a34bb212,RETA_991d582c,Carlos Morgan,brand_46,Courier Services,893,302.26,true,302.26,https://instacart.example.com/documents/46
PROD_bac57836,RETA_841f0dbc,Sharon Brooks,brand_47,Storage & Warehousing,910,319.57,false,319.57,https://instacart.example.com/team/47
PROD_3f6dac57,RETA_3bbfbdcc,Mark Patel,brand_48,Raw Materials,927,336.88,false,336.88,https://instacart.example.com/calendar/48
PROD_e6be51c0,RETA_719f5844,Heather Miller,brand_49,Finished Goods,944,353.19,true,353.19,https://instacart.example.com/inbox/49
PROD_6a0c6a5c,RETA_d6a3142d,Jeffrey Martin,brand_50,Packaging & Supplies,961,370.50,false,370.50,https://instacart.example.com/dashboard/50
PROD_07496c50,RETA_0b1f3c20,Ann Allen,brand_51,Quality Control,978,387.81,true,387.81,https://instacart.example.com/reports/51
PROD_58a7151d,RETA_6f59ccf7,Raymond Rivera,brand_52,Product Development,995,404.12,true,404.12,https://instacart.example.com/settings/52
PROD_1779105e,RETA_bbaaa886,Brittany Collins,brand_53,Prototyping,1012,421.43,false,421.43,https://instacart.example.com/profile/53
PROD_869acac5,RETA_9a72b264,Douglas Bailey,brand_54,Photography & Media,1029,438.74,true,438.74,https://instacart.example.com/projects/54
PROD_28d1c7fe,RETA_e7ef0ff6,Dorothy James,brand_55,Video Production,1046,455.05,true,455.05,https://instacart.example.com/analytics/55
PROD_419add8a,RETA_c1541f5d,Gerald Ross,brand_56,Design & Creative,1063,472.36,false,472.36,https://instacart.example.com/documents/56
PROD_58b1a77c,RETA_ef75d96a,Nicole Martinez,brand_57,Translation Services,1080,489.67,true,489.67,https://instacart.example.com/team/57
PROD_37731582,RETA_6a4416df,Albert Thompson,brand_58,Data Entry & Processing,1097,10.98,false,10.98,https://instacart.example.com/calendar/58
PROD_b0abdf8e,RETA_0833a928,Joan Scott,brand_59,Outsourced Labor,1114,27.29,false,27.29,https://instacart.example.com/inbox/59
PROD_b5e60b4b,RETA_ac22b35c,Wayne Carter,brand_60,Freelance Services,1131,44.60,true,44.60,https://instacart.example.com/dashboard/60
PROD_d3e49ed2,RETA_a7adcb01,Grace Morris,brand_61,Contract Manufacturing,1148,61.91,false,61.91,https://instacart.example.com/reports/61
PROD_2590c0d8,RETA_98fe859e,Matthew Howard,brand_62,Repair & Restoration,1165,78.22,true,78.22,https://instacart.example.com/settings/62
PROD_44033b4a,RETA_0303a07e,Elizabeth Mendoza,brand_63,Calibration Services,1182,95.53,true,95.53,https://instacart.example.com/profile/63
PROD_67046a7b,RETA_efcd1728,Edward Powell,brand_64,Lab Testing,1199,112.84,false,112.84,https://instacart.example.com/projects/64
PROD_0de9fcbc,RETA_862a737e,Sharon Gonzalez,brand_65,Environmental Compliance,1216,129.15,true,129.15,https://instacart.example.com/analytics/65
PROD_1ae96332,RETA_94280565,Benjamin Sanchez,brand_66,Water & Sewer,1233,146.46,false,146.46,https://instacart.example.com/documents/66
PROD_07068e41,RETA_7faea84d,Heather Hill,brand_67,Natural Gas,1250,163.77,false,163.77,https://instacart.example.com/team/67
PROD_49d215ba,RETA_00f69b53,Nathan Phillips,brand_68,Electricity,1267,180.08,true,180.08,https://instacart.example.com/calendar/68
PROD_4f6ed73f,RETA_4473ed65,Ann Cook,brand_69,Internet & Connectivity,1284,197.39,false,197.39,https://instacart.example.com/inbox/69
PROD_1f7918ec,RETA_5e4a01bf,Austin Cox,brand_70,Cable & Satellite,1301,214.70,true,214.70,https://instacart.example.com/dashboard/70
PROD_43a2a77f,RETA_437dfe05,Brittany Price,brand_71,Phone Service,1318,231.01,true,231.01,https://instacart.example.com/reports/71
PROD_3e73bf1d,RETA_e56ee783,Joe Williams,brand_72,Domain & Hosting,1335,248.32,false,248.32,https://instacart.example.com/settings/72
PROD_e0c5e03b,RETA_de217e8e,Dorothy Thomas,brand_73,SSL & Certificates,1352,265.63,true,265.63,https://instacart.example.com/profile/73
PROD_78bd9e09,RETA_89983dc6,Eugene Lewis,brand_74,Backup & Recovery,1369,282.94,false,282.94,https://instacart.example.com/projects/74
PROD_327b3f41,RETA_fb6f277a,Nicole Adams,brand_75,Monitoring & Alerting,1386,299.25,false,299.25,https://instacart.example.com/analytics/75
PROD_3811d56f,RETA_c8838c07,Christopher Diaz,brand_76,Project Management Tools,1403,316.56,true,316.56,https://instacart.example.com/documents/76
PROD_fc524635,RETA_35b1292e,Joan Ortiz,brand_77,CRM Software,1420,333.87,false,333.87,https://instacart.example.com/team/77
PROD_0ecceeae,RETA_04be1717,Timothy Watson,brand_78,ERP System,1437,350.18,false,350.18,https://instacart.example.com/calendar/78
PROD_0dd28562,RETA_380b0bec,Grace Sanders,brand_79,BI & Analytics,1454,367.49,true,367.49,https://instacart.example.com/inbox/79
PROD_67912319,RETA_820860b6,Scott Garcia,brand_80,Document Management,1471,384.80,false,384.80,https://instacart.example.com/dashboard/80
PROD_763324e7,RETA_63b0af43,Elizabeth Jackson,brand_81,E-Signature Platform,1488,401.11,true,401.11,https://instacart.example.com/reports/81
PROD_753144e2,RETA_f0df4de0,Jose Young,brand_82,Survey & Feedback,1505,418.42,true,418.42,https://instacart.example.com/settings/82
PROD_c673e583,RETA_27cdf0db,Sharon Hall,brand_83,Learning Management,1522,435.73,false,435.73,https://instacart.example.com/profile/83
PROD_0806a21f,RETA_77e46f63,Roger Edwards,brand_84,Help Desk Software,1539,452.04,true,452.04,https://instacart.example.com/projects/84
PROD_ba7994ec,RETA_c421c46f,Heather Peterson,brand_85,Communication Platform,1556,469.35,false,469.35,https://instacart.example.com/analytics/85
PROD_4669f18a,RETA_78c0a2e3,Bruce Wood,brand_86,Video Conferencing,1573,486.66,false,486.66,https://instacart.example.com/documents/86
PROD_5ef04b9d,RETA_77e79a19,Ann Long,brand_87,Collaboration Tools,1590,7.97,true,7.97,https://instacart.example.com/team/87
PROD_9ea7d80f,RETA_648bb741,Roy Rodriguez,brand_88,Cybersecurity Software,1607,24.28,false,24.28,https://instacart.example.com/calendar/88
PROD_f48334d8,RETA_d4698da5,Brittany Perez,brand_89,Antivirus & Firewall,1624,41.59,true,41.59,https://instacart.example.com/inbox/89
PROD_20ea94f6,RETA_45a810c0,Thomas Wright,brand_90,VPN Service,1641,58.90,true,58.90,https://instacart.example.com/dashboard/90
PROD_16864125,RETA_7d537aef,Dorothy Mitchell,brand_91,Password Management,1658,75.21,false,75.21,https://instacart.example.com/reports/91
PROD_27ed45de,RETA_0ddef0fc,Brian Stewart,brand_92,Identity & Access Management,1675,92.52,true,92.52,https://instacart.example.com/settings/92
PROD_d7990b6e,RETA_35015035,Nicole Kelly,brand_93,Payroll Software,1692,109.83,false,109.83,https://instacart.example.com/profile/93
PROD_1abe0b4d,RETA_38eb63d6,Larry Gray,brand_94,Benefits Administration,1709,126.14,false,126.14,https://instacart.example.com/projects/94
PROD_39101082,RETA_2eba8327,Joan Jimenez,brand_95,Time & Attendance,1726,143.45,true,143.45,https://instacart.example.com/analytics/95
PROD_765a59e0,RETA_05a87548,Tyler Lopez,brand_96,Expense Management,1743,160.76,false,160.76,https://instacart.example.com/documents/96
PROD_f27b6bb4,RETA_d922d8e7,Grace Harris,brand_97,Procurement Platform,1760,177.07,true,177.07,https://instacart.example.com/team/97
PROD_557ec153,RETA_0f49fa27,Christian Nguyen,brand_98,Inventory Management,1777,194.38,true,194.38,https://instacart.example.com/calendar/98
PROD_7d4aa19f,RETA_0d14cbd9,Elizabeth Gomez,brand_99,Office Supplies,1794,211.69,false,211.69,https://instacart.example.com/inbox/99
