id,name,classification_id,venue_id,attraction_id,start_datetime,status,price_min,price_max,currency
evt-d134,Denver Symphony Holiday-x28,cls-music-latin,ven-s01,att-d04,2027-04-11T07:14:18Z,onsale,45.00,120.00,USD
evt-d135,Bad Bunny Denver-x29,cls-music-latin,ven-s01,att-d04,2027-02-01T22:06:37Z,onsale,45.00,120.00,USD
evt-d136,Denver Symphony Holiday-x30,cls-music-latin,ven-d02,att-d03,2027-06-23T18:16:25Z,onsale,89.00,240.00,USD
evt-d137,Denver Symphony Holiday-x31,cls-music-classical,ven-d03,att-d05,2027-02-19T16:55:46Z,onsale,35.00,95.00,USD
evt-d138,Mariachi Vargas de Tecalitlan-x32,cls-music-latin,ven-d01,att-d01,2026-12-29T03:13:22Z,onsale,65.00,150.00,USD
evt-d139,Bad Bunny Denver-x33,cls-music-latin,ven-s02,att-d03,2027-01-05T01:50:11Z,onsale,89.00,240.00,USD
evt-d140,Natalia Lafourcade Live-x34,cls-music-latin,ven-s02,att-d03,2027-06-03T04:00:10Z,onsale,89.00,240.00,USD
evt-d141,Denver Symphony Holiday-x35,cls-music-latin,ven-d01,att-d02,2027-06-18T19:24:44Z,offsale,120.00,400.00,USD
evt-d142,Rosalia San Antonio-x36,cls-music-latin,ven-s02,att-d03,2027-04-22T17:29:42Z,onsale,89.00,240.00,USD
evt-d143,Rosalia Motomami Tour-x37,cls-music-latin,ven-s02,att-d03,2027-02-03T12:13:43Z,onsale,89.00,240.00,USD
evt-d144,Mariachi Vargas de Tecalitlan-x38,cls-music-latin,ven-s02,att-d03,2027-03-09T09:27:49Z,onsale,89.00,240.00,USD
evt-d145,Mariachi Vargas de Tecalitlan-x39,cls-music-latin,ven-d01,att-d01,2026-12-07T10:50:17Z,onsale,65.00,150.00,USD
evt-d146,Rosalia Motomami Tour-x40,cls-music-latin,ven-d02,att-d03,2027-01-11T06:37:24Z,onsale,89.00,240.00,USD
evt-d147,Natalia Lafourcade Live-x41,cls-music-latin,ven-s02,att-d03,2027-02-23T02:08:16Z,onsale,89.00,240.00,USD
evt-d148,Rosalia Motomami Tour-x42,cls-music-latin,ven-s02,att-d03,2027-03-17T05:57:37Z,onsale,89.00,240.00,USD
evt-d149,Mariachi Vargas de Tecalitlan-x43,cls-music-latin,ven-d01,att-d01,2027-04-12T01:49:08Z,onsale,65.00,150.00,USD
evt-d150,Denver Symphony Holiday-x44,cls-music-classical,ven-d03,att-d05,2027-05-29T02:17:13Z,onsale,35.00,95.00,USD
evt-d151,Rosalia Motomami Tour-x45,cls-music-latin,ven-d01,att-d02,2027-02-05T13:32:26Z,offsale,120.00,400.00,USD
evt-d152,Rosalia Motomami Tour-x46,cls-music-latin,ven-d01,att-d02,2027-04-18T09:26:15Z,offsale,120.00,400.00,USD
evt-d153,Denver Symphony Holiday-x47,cls-music-latin,ven-d02,att-d03,2026-11-18T09:00:05Z,onsale,89.00,240.00,USD
evt-d154,Rosalia Motomami Tour-x48,cls-music-latin,ven-d01,att-d02,2026-12-26T13:59:00Z,offsale,120.00,400.00,USD
evt-d155,Denver Symphony Holiday-x49,cls-music-latin,ven-s01,att-d04,2026-12-22T12:12:06Z,onsale,45.00,120.00,USD
evt-d156,Rosalia Motomami Tour-x50,cls-music-latin,ven-d01,att-d02,2027-06-15T07:17:36Z,offsale,120.00,400.00,USD
evt-d157,Mariachi Vargas de Tecalitlan-x51,cls-music-latin,ven-d02,att-d03,2027-04-02T23:48:35Z,onsale,89.00,240.00,USD
evt-d158,Denver Symphony Holiday-x52,cls-music-latin,ven-d01,att-d01,2026-12-07T09:55:43Z,onsale,65.00,150.00,USD
evt-d159,Denver Symphony Holiday-x53,cls-music-latin,ven-d01,att-d02,2027-06-19T02:33:35Z,offsale,120.00,400.00,USD
evt-d160,Denver Symphony Holiday-x54,cls-music-latin,ven-d01,att-d01,2027-01-22T20:04:17Z,onsale,65.00,150.00,USD
evt-d161,Rosalia Motomami Tour-x55,cls-music-latin,ven-s01,att-d04,2027-05-08T14:12:17Z,onsale,45.00,120.00,USD
evt-d162,Rosalia Motomami Tour-x56,cls-music-latin,ven-d01,att-d01,2027-03-02T12:53:33Z,onsale,65.00,150.00,USD
evt-d163,Rosalia Motomami Tour-x57,cls-music-latin,ven-s02,att-d03,2027-03-14T16:35:03Z,onsale,89.00,240.00,USD
evt-d164,Rosalia Motomami Tour-x58,cls-music-latin,ven-s01,att-d04,2027-06-22T12:34:37Z,onsale,45.00,120.00,USD
evt-d165,Mariachi Vargas de Tecalitlan-x59,cls-music-latin,ven-s01,att-d04,2027-06-25T14:48:18Z,onsale,45.00,120.00,USD
evt-d166,Denver Symphony Holiday-x60,cls-music-latin,ven-s01,att-d04,2027-05-13T20:26:06Z,onsale,45.00,120.00,USD
evt-d167,Mariachi Vargas de Tecalitlan-x61,cls-music-latin,ven-d01,att-d01,2027-01-14T22:16:06Z,onsale,65.00,150.00,USD
evt-d168,Rosalia San Antonio-x62,cls-music-latin,ven-d01,att-d02,2026-11-19T05:03:40Z,offsale,120.00,400.00,USD
evt-d169,Natalia Lafourcade Live-x63,cls-music-latin,ven-d01,att-d02,2027-01-02T17:27:41Z,offsale,120.00,400.00,USD
evt-d170,Denver Symphony Holiday-x64,cls-music-latin,ven-s02,att-d03,2027-06-21T22:04:57Z,onsale,89.00,240.00,USD
evt-d171,Natalia Lafourcade Live-x65,cls-music-latin,ven-d01,att-d02,2027-04-08T22:44:05Z,offsale,120.00,400.00,USD
evt-d172,Bad Bunny Denver-x66,cls-music-classical,ven-d03,att-d05,2027-05-09T05:19:24Z,onsale,35.00,95.00,USD
evt-d173,Rosalia San Antonio-x67,cls-music-latin,ven-d02,att-d03,2027-04-02T03:59:04Z,onsale,89.00,240.00,USD
evt-d174,Rosalia Motomami Tour-x68,cls-music-latin,ven-d01,att-d02,2026-12-06T04:39:15Z,offsale,120.00,400.00,USD
evt-d175,Denver Symphony Holiday-x69,cls-music-latin,ven-s01,att-d04,2026-11-15T02:36:16Z,onsale,45.00,120.00,USD
evt-d176,Bad Bunny Denver-x70,cls-music-latin,ven-s02,att-d03,2027-01-15T11:39:55Z,onsale,89.00,240.00,USD
evt-d177,Bad Bunny Denver-x71,cls-music-latin,ven-s02,att-d03,2027-03-11T00:05:22Z,onsale,89.00,240.00,USD
evt-d178,Rosalia Motomami Tour-x72,cls-music-latin,ven-s02,att-d03,2027-03-20T22:34:27Z,onsale,89.00,240.00,USD
evt-d179,Rosalia Motomami Tour-x73,cls-music-latin,ven-s01,att-d04,2027-01-14T00:21:04Z,onsale,45.00,120.00,USD
evt-d180,Bad Bunny Denver-x74,cls-music-latin,ven-s01,att-d04,2027-05-08T14:50:34Z,onsale,45.00,120.00,USD
evt-d181,Rosalia Motomami Tour-x75,cls-music-classical,ven-d03,att-d05,2027-02-17T09:37:32Z,onsale,35.00,95.00,USD
evt-d182,Mariachi Vargas de Tecalitlan-x76,cls-music-latin,ven-d01,att-d01,2027-05-23T21:35:08Z,onsale,65.00,150.00,USD
evt-d183,Natalia Lafourcade Live-x77,cls-music-latin,ven-s02,att-d03,2027-06-10T23:16:58Z,onsale,89.00,240.00,USD
evt-d184,Rosalia Motomami Tour-x78,cls-music-latin,ven-s01,att-d04,2027-02-15T02:59:16Z,onsale,45.00,120.00,USD
evt-d185,Rosalia San Antonio-x79,cls-music-latin,ven-d01,att-d01,2027-01-31T23:47:01Z,onsale,65.00,150.00,USD
evt-d186,Rosalia Motomami Tour-x80,cls-music-latin,ven-d02,att-d03,2027-04-27T21:07:08Z,onsale,89.00,240.00,USD
evt-d187,Mariachi Vargas de Tecalitlan-x81,cls-music-latin,ven-s01,att-d04,2027-03-01T01:46:27Z,onsale,45.00,120.00,USD
evt-d188,Mariachi Vargas de Tecalitlan-x82,cls-music-latin,ven-d01,att-d01,2027-05-22T20:24:22Z,onsale,65.00,150.00,USD
evt-d189,Mariachi Vargas de Tecalitlan-x83,cls-music-latin,ven-s02,att-d03,2027-04-06T13:44:38Z,onsale,89.00,240.00,USD
evt-d190,Bad Bunny Denver-x84,cls-music-latin,ven-d01,att-d01,2027-05-06T15:59:28Z,onsale,65.00,150.00,USD
evt-d191,Bad Bunny Denver-x85,cls-music-latin,ven-s02,att-d03,2027-06-06T11:05:30Z,onsale,89.00,240.00,USD
evt-d192,Natalia Lafourcade Live-x86,cls-music-latin,ven-d02,att-d03,2026-12-10T15:12:25Z,onsale,89.00,240.00,USD
evt-d193,Rosalia San Antonio-x87,cls-music-latin,ven-s01,att-d04,2026-12-28T21:59:10Z,onsale,45.00,120.00,USD
evt-d194,Bad Bunny Denver-x88,cls-music-latin,ven-d01,att-d02,2027-01-12T10:23:25Z,offsale,120.00,400.00,USD
evt-d195,Natalia Lafourcade Live-x89,cls-music-latin,ven-s02,att-d03,2027-06-12T00:34:57Z,onsale,89.00,240.00,USD
evt-d196,Rosalia Motomami Tour-x90,cls-music-latin,ven-d01,att-d01,2027-05-14T08:42:56Z,onsale,65.00,150.00,USD
evt-d197,Mariachi Vargas de Tecalitlan-x91,cls-music-classical,ven-d03,att-d05,2027-03-06T13:53:41Z,onsale,35.00,95.00,USD
evt-d198,Bad Bunny Denver-x92,cls-music-latin,ven-d01,att-d02,2027-02-28T10:33:08Z,offsale,120.00,400.00,USD
evt-d199,Mariachi Vargas de Tecalitlan-x93,cls-music-latin,ven-s02,att-d03,2027-05-18T10:04:47Z,onsale,89.00,240.00,USD
evt-d200,Denver Symphony Holiday-x94,cls-music-latin,ven-s02,att-d03,2027-01-06T05:42:34Z,onsale,89.00,240.00,USD
evt-d201,Rosalia Motomami Tour-x95,cls-music-latin,ven-s01,att-d04,2027-04-16T05:29:42Z,onsale,45.00,120.00,USD
evt-d202,Bad Bunny Denver-x96,cls-music-latin,ven-d02,att-d03,2027-01-01T18:28:40Z,onsale,89.00,240.00,USD
evt-d203,Bad Bunny Denver-x97,cls-music-classical,ven-d03,att-d05,2027-06-17T03:32:54Z,onsale,35.00,95.00,USD
evt-d204,Bad Bunny Denver-x98,cls-music-latin,ven-d02,att-d03,2027-01-30T19:15:56Z,onsale,89.00,240.00,USD
evt-d205,Denver Symphony Holiday-x99,cls-music-latin,ven-d01,att-d02,2027-02-05T12:50:38Z,offsale,120.00,400.00,USD
evt-d206,Rosalia San Antonio-x100,cls-music-latin,ven-d01,att-d02,2027-03-08T23:39:13Z,offsale,120.00,400.00,USD
evt-d207,Rosalia San Antonio-x101,cls-music-classical,ven-d03,att-d05,2027-02-01T07:40:35Z,onsale,35.00,95.00,USD
evt-d208,Natalia Lafourcade Live-x102,cls-music-latin,ven-d01,att-d02,2027-06-06T18:20:28Z,offsale,120.00,400.00,USD
evt-d209,Rosalia Motomami Tour-x103,cls-music-classical,ven-d03,att-d05,2027-04-12T22:48:33Z,onsale,35.00,95.00,USD
evt-d210,Mariachi Vargas de Tecalitlan-x104,cls-music-latin,ven-s01,att-d04,2027-01-31T01:40:44Z,onsale,45.00,120.00,USD
evt-d211,Rosalia San Antonio-x105,cls-music-latin,ven-d01,att-d02,2027-03-07T05:48:54Z,offsale,120.00,400.00,USD
evt-d212,Rosalia Motomami Tour-x106,cls-music-classical,ven-d03,att-d05,2027-03-13T21:08:11Z,onsale,35.00,95.00,USD
evt-d213,Bad Bunny Denver-x107,cls-music-latin,ven-d01,att-d02,2027-04-29T23:59:27Z,offsale,120.00,400.00,USD
evt-d214,Denver Symphony Holiday-x108,cls-music-latin,ven-d01,att-d02,2027-03-08T07:19:51Z,offsale,120.00,400.00,USD
evt-d215,Rosalia Motomami Tour-x109,cls-music-latin,ven-d01,att-d01,2027-02-13T10:31:21Z,onsale,65.00,150.00,USD
evt-d216,Bad Bunny Denver-x110,cls-music-latin,ven-s01,att-d04,2026-12-17T03:28:01Z,onsale,45.00,120.00,USD
evt-d217,Natalia Lafourcade Live-x111,cls-music-classical,ven-d03,att-d05,2027-06-23T15:34:13Z,onsale,35.00,95.00,USD
evt-d218,Bad Bunny Denver-x112,cls-music-latin,ven-s02,att-d03,2027-04-20T03:17:58Z,onsale,89.00,240.00,USD
evt-d219,Mariachi Vargas de Tecalitlan-x113,cls-music-latin,ven-d01,att-d02,2027-02-04T17:19:00Z,offsale,120.00,400.00,USD
evt-d220,Denver Symphony Holiday-x114,cls-music-latin,ven-d01,att-d02,2027-06-16T20:51:33Z,offsale,120.00,400.00,USD
evt-d221,Mariachi Vargas de Tecalitlan-x115,cls-music-latin,ven-d02,att-d03,2027-01-09T11:04:16Z,onsale,89.00,240.00,USD
evt-d222,Mariachi Vargas de Tecalitlan-x116,cls-music-latin,ven-d02,att-d03,2027-01-05T10:10:13Z,onsale,89.00,240.00,USD
evt-d223,Natalia Lafourcade Live-x117,cls-music-latin,ven-d01,att-d01,2027-06-12T15:47:45Z,onsale,65.00,150.00,USD
evt-d224,Natalia Lafourcade Live-x118,cls-music-latin,ven-s01,att-d04,2026-12-16T22:16:47Z,onsale,45.00,120.00,USD
evt-d225,Bad Bunny Denver-x119,cls-music-latin,ven-d01,att-d02,2027-03-03T02:44:16Z,offsale,120.00,400.00,USD
evt-d226,Rosalia Motomami Tour-x120,cls-music-classical,ven-d03,att-d05,2026-12-06T22:31:55Z,onsale,35.00,95.00,USD
evt-d227,Rosalia Motomami Tour-x121,cls-music-latin,ven-d02,att-d03,2027-03-09T23:44:56Z,onsale,89.00,240.00,USD
evt-d228,Rosalia Motomami Tour-x122,cls-music-latin,ven-d02,att-d03,2027-06-09T18:13:52Z,onsale,89.00,240.00,USD
evt-d229,Denver Symphony Holiday-x123,cls-music-latin,ven-s02,att-d03,2027-01-10T08:36:59Z,onsale,89.00,240.00,USD
evt-d230,Bad Bunny Denver-x124,cls-music-latin,ven-s01,att-d04,2027-05-11T08:25:46Z,onsale,45.00,120.00,USD
evt-d231,Bad Bunny Denver-x125,cls-music-latin,ven-d01,att-d02,2027-02-15T04:27:41Z,offsale,120.00,400.00,USD
evt-d232,Mariachi Vargas de Tecalitlan-x126,cls-music-latin,ven-s02,att-d03,2027-01-24T18:56:34Z,onsale,89.00,240.00,USD
evt-d233,Rosalia Motomami Tour-x127,cls-music-latin,ven-d01,att-d01,2026-12-12T20:39:59Z,onsale,65.00,150.00,USD
evt-d234,Natalia Lafourcade Live-x128,cls-music-latin,ven-s02,att-d03,2026-11-17T17:29:37Z,onsale,89.00,240.00,USD
evt-d235,Natalia Lafourcade Live-x129,cls-music-latin,ven-d01,att-d02,2026-12-03T02:15:51Z,offsale,120.00,400.00,USD
evt-d236,Mariachi Vargas de Tecalitlan-x130,cls-music-latin,ven-d01,att-d02,2027-05-10T08:27:50Z,offsale,120.00,400.00,USD
evt-d237,Rosalia San Antonio-x131,cls-music-classical,ven-d03,att-d05,2027-06-01T01:03:08Z,onsale,35.00,95.00,USD
evt-d238,Rosalia San Antonio-x132,cls-music-latin,ven-d01,att-d02,2027-01-06T22:48:43Z,offsale,120.00,400.00,USD
evt-d239,Denver Symphony Holiday-x133,cls-music-latin,ven-d01,att-d02,2027-05-06T08:44:24Z,offsale,120.00,400.00,USD
evt-d240,Rosalia Motomami Tour-x134,cls-music-latin,ven-s02,att-d03,2027-03-15T18:34:37Z,onsale,89.00,240.00,USD
evt-d241,Natalia Lafourcade Live-x135,cls-music-latin,ven-d01,att-d02,2027-03-22T13:21:30Z,offsale,120.00,400.00,USD
evt-d242,Natalia Lafourcade Live-x136,cls-music-latin,ven-d02,att-d03,2026-11-21T16:22:21Z,onsale,89.00,240.00,USD
evt-d243,Rosalia San Antonio-x137,cls-music-latin,ven-s01,att-d04,2027-01-16T22:37:51Z,onsale,45.00,120.00,USD
evt-d244,Denver Symphony Holiday-x138,cls-music-latin,ven-d01,att-d02,2027-04-11T16:19:15Z,offsale,120.00,400.00,USD
evt-d245,Rosalia San Antonio-x139,cls-music-latin,ven-d01,att-d01,2027-05-10T02:22:35Z,onsale,65.00,150.00,USD
evt-d246,Denver Symphony Holiday-x140,cls-music-classical,ven-d03,att-d05,2027-05-30T02:50:09Z,onsale,35.00,95.00,USD
evt-d247,Natalia Lafourcade Live-x141,cls-music-classical,ven-d03,att-d05,2027-04-11T16:06:56Z,onsale,35.00,95.00,USD
evt-d248,Natalia Lafourcade Live-x142,cls-music-latin,ven-s02,att-d03,2027-02-19T18:05:38Z,onsale,89.00,240.00,USD
evt-d249,Natalia Lafourcade Live-x143,cls-music-classical,ven-d03,att-d05,2026-12-04T14:45:25Z,onsale,35.00,95.00,USD
evt-d250,Rosalia Motomami Tour-x144,cls-music-latin,ven-d02,att-d03,2027-05-25T15:04:05Z,onsale,89.00,240.00,USD
evt-d251,Natalia Lafourcade Live-x145,cls-music-classical,ven-d03,att-d05,2027-05-31T07:31:05Z,onsale,35.00,95.00,USD
evt-d252,Natalia Lafourcade Live-x146,cls-music-latin,ven-d01,att-d02,2026-11-22T01:07:21Z,offsale,120.00,400.00,USD
evt-d253,Denver Symphony Holiday-x147,cls-music-latin,ven-d01,att-d02,2027-03-13T16:05:18Z,offsale,120.00,400.00,USD
evt-d254,Rosalia San Antonio-x148,cls-music-latin,ven-d01,att-d01,2027-03-27T00:47:22Z,onsale,65.00,150.00,USD
evt-d255,Rosalia San Antonio-x149,cls-music-latin,ven-s01,att-d04,2027-05-20T17:26:34Z,onsale,45.00,120.00,USD
evt-d256,Rosalia Motomami Tour-x150,cls-music-latin,ven-d02,att-d03,2027-01-10T04:14:14Z,onsale,89.00,240.00,USD
evt-d257,Bad Bunny Denver-x151,cls-music-latin,ven-s02,att-d03,2027-02-20T13:08:48Z,onsale,89.00,240.00,USD
evt-d258,Rosalia Motomami Tour-x152,cls-music-latin,ven-s01,att-d04,2026-11-24T04:03:00Z,onsale,45.00,120.00,USD
evt-d259,Rosalia Motomami Tour-x153,cls-music-latin,ven-s01,att-d04,2027-02-01T05:53:07Z,onsale,45.00,120.00,USD
evt-d260,Rosalia Motomami Tour-x154,cls-music-latin,ven-d01,att-d01,2027-01-19T21:04:08Z,onsale,65.00,150.00,USD
evt-d261,Rosalia San Antonio-x155,cls-music-latin,ven-s01,att-d04,2027-01-20T13:46:27Z,onsale,45.00,120.00,USD
evt-d262,Rosalia San Antonio-x156,cls-music-latin,ven-s02,att-d03,2026-12-16T05:54:02Z,onsale,89.00,240.00,USD
evt-d263,Rosalia San Antonio-x157,cls-music-latin,ven-d01,att-d02,2027-01-01T20:59:10Z,offsale,120.00,400.00,USD
evt-d264,Natalia Lafourcade Live-x158,cls-music-latin,ven-s01,att-d04,2027-02-11T04:32:26Z,onsale,45.00,120.00,USD
evt-d265,Natalia Lafourcade Live-x159,cls-music-latin,ven-s01,att-d04,2027-04-03T07:47:54Z,onsale,45.00,120.00,USD
evt-d266,Rosalia San Antonio-x160,cls-music-latin,ven-d02,att-d03,2027-05-22T22:18:53Z,onsale,89.00,240.00,USD
evt-d267,Rosalia Motomami Tour-x161,cls-music-latin,ven-d02,att-d03,2027-02-03T23:06:45Z,onsale,89.00,240.00,USD
evt-d268,Mariachi Vargas de Tecalitlan-x162,cls-music-latin,ven-d02,att-d03,2026-11-21T05:18:27Z,onsale,89.00,240.00,USD
evt-d269,Denver Symphony Holiday-x163,cls-music-latin,ven-d01,att-d02,2026-11-27T23:03:08Z,offsale,120.00,400.00,USD
evt-d270,Mariachi Vargas de Tecalitlan-x164,cls-music-latin,ven-s01,att-d04,2027-05-29T13:41:45Z,onsale,45.00,120.00,USD
evt-d271,Denver Symphony Holiday-x165,cls-music-latin,ven-s01,att-d04,2027-04-25T11:51:22Z,onsale,45.00,120.00,USD
evt-d272,Mariachi Vargas de Tecalitlan-x166,cls-music-latin,ven-d02,att-d03,2027-03-02T13:52:15Z,onsale,89.00,240.00,USD
evt-d273,Mariachi Vargas de Tecalitlan-x167,cls-music-latin,ven-s01,att-d04,2027-01-05T18:14:50Z,onsale,45.00,120.00,USD
evt-d274,Natalia Lafourcade Live-x168,cls-music-latin,ven-d02,att-d03,2027-03-05T10:56:00Z,onsale,89.00,240.00,USD
evt-d275,Rosalia Motomami Tour-x169,cls-music-classical,ven-d03,att-d05,2027-03-14T10:36:41Z,onsale,35.00,95.00,USD
evt-d276,Bad Bunny Denver-x170,cls-music-latin,ven-d02,att-d03,2027-05-04T12:33:34Z,onsale,89.00,240.00,USD
evt-d277,Bad Bunny Denver-x171,cls-music-latin,ven-d01,att-d02,2026-12-10T17:31:26Z,offsale,120.00,400.00,USD
evt-d278,Mariachi Vargas de Tecalitlan-x172,cls-music-latin,ven-d01,att-d02,2027-04-10T12:52:40Z,offsale,120.00,400.00,USD
evt-d279,Mariachi Vargas de Tecalitlan-x173,cls-music-latin,ven-d02,att-d03,2027-03-20T21:40:32Z,onsale,89.00,240.00,USD
evt-d280,Rosalia San Antonio-x174,cls-music-latin,ven-d01,att-d01,2027-04-27T21:08:33Z,onsale,65.00,150.00,USD
evt-d281,Rosalia Motomami Tour-x175,cls-music-latin,ven-s01,att-d04,2027-01-26T18:44:49Z,onsale,45.00,120.00,USD
evt-d282,Mariachi Vargas de Tecalitlan-x176,cls-music-latin,ven-d01,att-d02,2027-05-13T03:13:04Z,offsale,120.00,400.00,USD
evt-d283,Natalia Lafourcade Live-x177,cls-music-latin,ven-d01,att-d01,2027-01-21T08:03:22Z,onsale,65.00,150.00,USD
evt-d284,Natalia Lafourcade Live-x178,cls-music-classical,ven-d03,att-d05,2027-01-08T20:26:23Z,onsale,35.00,95.00,USD
evt-d285,Denver Symphony Holiday-x179,cls-music-classical,ven-d03,att-d05,2027-04-25T02:32:13Z,onsale,35.00,95.00,USD
evt-d286,Bad Bunny Denver-x180,cls-music-latin,ven-s02,att-d03,2027-06-19T19:19:31Z,onsale,89.00,240.00,USD
evt-d287,Natalia Lafourcade Live-x181,cls-music-latin,ven-d02,att-d03,2027-05-30T10:04:34Z,onsale,89.00,240.00,USD
evt-d288,Rosalia San Antonio-x182,cls-music-latin,ven-s02,att-d03,2026-12-08T16:36:56Z,onsale,89.00,240.00,USD
evt-d289,Rosalia Motomami Tour-x183,cls-music-latin,ven-s01,att-d04,2027-04-21T14:44:02Z,onsale,45.00,120.00,USD
evt-d290,Rosalia San Antonio-x184,cls-music-latin,ven-s01,att-d04,2027-03-30T03:50:00Z,onsale,45.00,120.00,USD
evt-d291,Rosalia Motomami Tour-x185,cls-music-latin,ven-s02,att-d03,2027-06-05T10:10:41Z,onsale,89.00,240.00,USD
evt-d292,Rosalia Motomami Tour-x186,cls-music-latin,ven-d01,att-d02,2027-01-01T04:17:10Z,offsale,120.00,400.00,USD
evt-d293,Mariachi Vargas de Tecalitlan-x187,cls-music-classical,ven-d03,att-d05,2027-06-19T19:41:12Z,onsale,35.00,95.00,USD
evt-d294,Rosalia San Antonio-x188,cls-music-latin,ven-s02,att-d03,2027-06-04T23:53:06Z,onsale,89.00,240.00,USD
evt-d295,Mariachi Vargas de Tecalitlan-x189,cls-music-latin,ven-s01,att-d04,2027-02-22T16:35:30Z,onsale,45.00,120.00,USD
evt-d296,Natalia Lafourcade Live-x190,cls-music-latin,ven-s01,att-d04,2026-12-21T17:29:44Z,onsale,45.00,120.00,USD
