video_id,title,description,publishedAt,channelId,categoryId,tags,duration,dimension,definition,privacyStatus,publishAt,embeddable,viewCount,likeCount,dislikeCount,commentCount,thumbnailUrl,liveBroadcastContent,defaultLanguage,defaultAudioLanguage
vid-0012,Transradial Access Techniques for Complex PCI,Transradial access techniques and complications for complex PCI cases.,2026-04-10T09:00:00Z,yt-jhc,vc-12,"cardiology,education",PT2M,2d,hd,private,2026-10-13T14:00:00Z,True,8028,4879,0,452,https://youtube.com/thumb/vid-0012.jpg,none,en,en
vid-0013,IVUS-Guided PCI: Best Practices,Best practices for IVUS-guided PCI in real-world cases.,2026-02-19T09:00:00Z,yt-jhc,vc-13,"cardiology,education",PT33M,2d,hd,public,2026-02-19T09:00:00Z,True,32796,117,0,418,https://youtube.com/thumb/vid-0013.jpg,none,en,en
vid-0014,FFR in Multi-Vessel Disease - Recent Trials,Recent trial data on FFR in multi-vessel coronary artery disease.,2026-05-28T09:00:00Z,yt-jhc,vc-14,"cardiology,education",PT39M,2d,hd,public,2026-05-28T09:00:00Z,True,44929,955,0,200,https://youtube.com/thumb/vid-0014.jpg,none,en,en
vid-0015,Complications of TAVR: Prevention and Management,Review of TAVR complications and their prevention strategies.,2026-04-10T09:00:00Z,yt-jhc,vc-15,"cardiology,education",PT25M,2d,hd,unlisted,2026-04-10T09:00:00Z,True,15419,2389,0,384,https://youtube.com/thumb/vid-0015.jpg,none,en,en
vid-0016,Structural Interventions Journal Club - November 2025,Monthly journal club discussion on structural interventions.,2026-07-05T09:00:00Z,yt-jhc,vc-16,"cardiology,education",PT6M,2d,hd,unlisted,2026-10-17T14:00:00Z,True,19699,4770,0,78,https://youtube.com/thumb/vid-0016.jpg,none,en,en
vid-0017,Case Report: Aortic Valve Regurgitation,Case report of severe aortic valve regurgitation with hemodynamic assessment.,2026-05-16T09:00:00Z,yt-jhc,vc-17,"cardiology,education",PT11M,2d,hd,unlisted,2026-05-16T09:00:00Z,True,45537,3861,0,125,https://youtube.com/thumb/vid-0017.jpg,none,en,en
vid-0018,Live Case: Bifurcation Stenting Technique,Live bifurcation stenting case with modern technique.,2026-05-02T09:00:00Z,yt-jhc,vc-18,"cardiology,education",PT55M,2d,hd,private,2026-05-02T09:00:00Z,True,44334,3861,0,249,https://youtube.com/thumb/vid-0018.jpg,none,en,en
vid-0019,Fellowship Program Highlights - Coastal Cardiology,Highlights from the Coastal Cardiology fellowship program.,2026-05-02T09:00:00Z,yt-jhc,vc-19,"cardiology,education",PT59M,2d,hd,private,2026-05-02T09:00:00Z,True,4876,3343,0,349,https://youtube.com/thumb/vid-0019.jpg,none,en,en
vid-0020,TAVR Procedure Live Demonstration - ACC 2026,A step-by-step live demonstration of TAVR procedure at ACC 2026 from the Coastal Cardiology team.,2026-02-22T09:00:00Z,yt-jhc,vc-20,"cardiology,education",PT56M,2d,hd,public,2026-10-21T14:00:00Z,True,41440,2609,0,171,https://youtube.com/thumb/vid-0020.jpg,none,en,en
vid-0021,Complex PCI: Chronic Total Occlusion Case Study,Complex PCI case featuring chronic total occlusion (CTO) revascularization strategy.,2026-03-16T09:00:00Z,yt-jhc,vc-21,"cardiology,education",PT24M,2d,hd,private,2026-03-16T09:00:00Z,True,32186,1679,0,242,https://youtube.com/thumb/vid-0021.jpg,none,en,en
vid-0022,Structural Heart Interventions - State of the Art,State-of-the-art review of structural heart interventions from the Journal of Interventional Practice.,2026-01-24T09:00:00Z,yt-jhc,vc-22,"cardiology,education",PT23M,2d,hd,public,2026-01-24T09:00:00Z,True,22639,121,0,302,https://youtube.com/thumb/vid-0022.jpg,none,en,en
vid-0023,Chopin Nocturne Op. 9 No. 2 - Full Piano Performance,"Full piano performance of Chopin Nocturne Op. 9 No. 2, recorded live on Yamaha CLP-785.",2026-05-14T09:00:00Z,yt-jhc,vc-23,"cardiology,education",PT12M,2d,hd,private,2026-05-14T09:00:00Z,True,23079,648,0,169,https://youtube.com/thumb/vid-0023.jpg,none,en,en
vid-0024,Debussy Clair de Lune - Complete Version,Complete Debussy Clair de Lune with expressive dynamics.,2026-06-19T09:00:00Z,yt-jhc,vc-24,"cardiology,education",PT30M,2d,hd,private,2026-10-25T14:00:00Z,True,45198,1895,0,286,https://youtube.com/thumb/vid-0024.jpg,none,en,en
vid-0025,Bruce Springsteen 'Born to Run' - Live 1978,Iconic Bruce Springsteen live performance of Born to Run from 1978.,2026-05-12T09:00:00Z,yt-jhc,vc-25,"cardiology,education",PT44M,2d,hd,private,2026-05-12T09:00:00Z,True,47313,4659,0,206,https://youtube.com/thumb/vid-0025.jpg,none,en,en
vid-0026,John Mellencamp 'Small Town' - Farm Aid Performance,John Mellencamp singing Small Town at Farm Aid.,2026-01-16T09:00:00Z,yt-jhc,vc-26,"cardiology,education",PT25M,2d,hd,private,2026-01-16T09:00:00Z,True,23582,2719,0,13,https://youtube.com/thumb/vid-0026.jpg,none,en,en
vid-0027,Sicilian Defense: Najdorf Variation Explained,Detailed opening theory for Sicilian Defense Najdorf variation.,2026-06-05T09:00:00Z,yt-jhc,vc-27,"cardiology,education",PT55M,2d,hd,unlisted,2026-06-05T09:00:00Z,True,5384,4576,0,415,https://youtube.com/thumb/vid-0027.jpg,none,en,en
vid-0028,Sicilian Defense: Sveshnikov Complete Guide,Complete tactical guide for the Sicilian Sveshnikov.,2026-03-12T09:00:00Z,yt-jhc,vc-28,"cardiology,education",PT1M,2d,hd,unlisted,2026-10-29T14:00:00Z,True,20579,682,0,108,https://youtube.com/thumb/vid-0028.jpg,none,en,en
vid-0029,Chess.com Rapid Highlights - Under 1800 Rating,Chess.com rapid game highlights showing tactical themes for players 1500-1800 rating.,2026-01-26T09:00:00Z,yt-jhc,vc-29,"cardiology,education",PT19M,2d,hd,private,2026-01-26T09:00:00Z,True,38739,3838,0,96,https://youtube.com/thumb/vid-0029.jpg,none,en,en
vid-0030,Interventional Cardiology Grand Rounds - Duke University,Grand Rounds presentation from Duke Cardiology on multi-vessel PCI.,2026-08-16T09:00:00Z,yt-jhc,vc-00,"cardiology,education",PT41M,2d,hd,public,2026-08-16T09:00:00Z,True,3416,3131,0,28,https://youtube.com/thumb/vid-0030.jpg,none,en,en
vid-0031,Heart Team Approach for TAVR Patient Selection,Multidisciplinary Heart Team approach for TAVR candidate evaluation.,2026-04-15T09:00:00Z,yt-jhc,vc-01,"cardiology,education",PT1M,2d,hd,public,2026-04-15T09:00:00Z,True,43984,3215,0,57,https://youtube.com/thumb/vid-0031.jpg,none,en,en
vid-0032,Transradial Access Techniques for Complex PCI,Transradial access techniques and complications for complex PCI cases.,2026-04-08T09:00:00Z,yt-jhc,vc-02,"cardiology,education",PT53M,2d,hd,public,2026-10-03T14:00:00Z,True,25421,693,0,388,https://youtube.com/thumb/vid-0032.jpg,none,en,en
vid-0033,IVUS-Guided PCI: Best Practices,Best practices for IVUS-guided PCI in real-world cases.,2026-02-06T09:00:00Z,yt-jhc,vc-03,"cardiology,education",PT51M,2d,hd,unlisted,2026-02-06T09:00:00Z,True,41908,2360,0,484,https://youtube.com/thumb/vid-0033.jpg,none,en,en
vid-0034,FFR in Multi-Vessel Disease - Recent Trials,Recent trial data on FFR in multi-vessel coronary artery disease.,2026-04-25T09:00:00Z,yt-jhc,vc-04,"cardiology,education",PT43M,2d,hd,private,2026-04-25T09:00:00Z,True,38185,4816,0,251,https://youtube.com/thumb/vid-0034.jpg,none,en,en
vid-0035,Complications of TAVR: Prevention and Management,Review of TAVR complications and their prevention strategies.,2026-05-24T09:00:00Z,yt-jhc,vc-05,"cardiology,education",PT56M,2d,hd,public,2026-05-24T09:00:00Z,True,8317,3288,0,337,https://youtube.com/thumb/vid-0035.jpg,none,en,en
vid-0036,Structural Interventions Journal Club - November 2025,Monthly journal club discussion on structural interventions.,2026-05-06T09:00:00Z,yt-jhc,vc-06,"cardiology,education",PT38M,2d,hd,public,2026-10-07T14:00:00Z,True,23888,1563,0,382,https://youtube.com/thumb/vid-0036.jpg,none,en,en
vid-0037,Case Report: Aortic Valve Regurgitation,Case report of severe aortic valve regurgitation with hemodynamic assessment.,2026-05-01T09:00:00Z,yt-jhc,vc-07,"cardiology,education",PT21M,2d,hd,unlisted,2026-05-01T09:00:00Z,True,42389,4458,0,304,https://youtube.com/thumb/vid-0037.jpg,none,en,en
vid-0038,Live Case: Bifurcation Stenting Technique,Live bifurcation stenting case with modern technique.,2026-09-24T09:00:00Z,yt-jhc,vc-08,"cardiology,education",PT2M,2d,hd,private,2026-09-24T09:00:00Z,True,38908,111,0,17,https://youtube.com/thumb/vid-0038.jpg,none,en,en
vid-0039,Fellowship Program Highlights - Coastal Cardiology,Highlights from the Coastal Cardiology fellowship program.,2026-01-25T09:00:00Z,yt-jhc,vc-09,"cardiology,education",PT14M,2d,hd,public,2026-01-25T09:00:00Z,True,14299,2144,0,480,https://youtube.com/thumb/vid-0039.jpg,none,en,en
vid-0040,TAVR Procedure Live Demonstration - ACC 2026,A step-by-step live demonstration of TAVR procedure at ACC 2026 from the Coastal Cardiology team.,2026-01-02T09:00:00Z,yt-jhc,vc-10,"cardiology,education",PT39M,2d,hd,public,2026-10-11T14:00:00Z,True,36916,1639,0,131,https://youtube.com/thumb/vid-0040.jpg,none,en,en
vid-0041,Complex PCI: Chronic Total Occlusion Case Study,Complex PCI case featuring chronic total occlusion (CTO) revascularization strategy.,2026-05-22T09:00:00Z,yt-jhc,vc-11,"cardiology,education",PT54M,2d,hd,public,2026-05-22T09:00:00Z,True,1416,1138,0,342,https://youtube.com/thumb/vid-0041.jpg,none,en,en
vid-0042,Structural Heart Interventions - State of the Art,State-of-the-art review of structural heart interventions from the Journal of Interventional Practice.,2026-09-01T09:00:00Z,yt-jhc,vc-12,"cardiology,education",PT22M,2d,hd,unlisted,2026-09-01T09:00:00Z,True,43330,1430,0,206,https://youtube.com/thumb/vid-0042.jpg,none,en,en
vid-0043,Chopin Nocturne Op. 9 No. 2 - Full Piano Performance,"Full piano performance of Chopin Nocturne Op. 9 No. 2, recorded live on Yamaha CLP-785.",2026-09-03T09:00:00Z,yt-jhc,vc-13,"cardiology,education",PT12M,2d,hd,unlisted,2026-09-03T09:00:00Z,True,17231,157,0,349,https://youtube.com/thumb/vid-0043.jpg,none,en,en
vid-0044,Debussy Clair de Lune - Complete Version,Complete Debussy Clair de Lune with expressive dynamics.,2026-09-05T09:00:00Z,yt-jhc,vc-14,"cardiology,education",PT31M,2d,hd,public,2026-10-15T14:00:00Z,True,45488,2475,0,249,https://youtube.com/thumb/vid-0044.jpg,none,en,en
vid-0045,Bruce Springsteen 'Born to Run' - Live 1978,Iconic Bruce Springsteen live performance of Born to Run from 1978.,2026-05-18T09:00:00Z,yt-jhc,vc-15,"cardiology,education",PT34M,2d,hd,private,2026-05-18T09:00:00Z,True,25872,2766,0,324,https://youtube.com/thumb/vid-0045.jpg,none,en,en
vid-0046,John Mellencamp 'Small Town' - Farm Aid Performance,John Mellencamp singing Small Town at Farm Aid.,2026-01-14T09:00:00Z,yt-jhc,vc-16,"cardiology,education",PT14M,2d,hd,public,2026-01-14T09:00:00Z,True,21466,1052,0,282,https://youtube.com/thumb/vid-0046.jpg,none,en,en
vid-0047,Sicilian Defense: Najdorf Variation Explained,Detailed opening theory for Sicilian Defense Najdorf variation.,2026-06-15T09:00:00Z,yt-jhc,vc-17,"cardiology,education",PT8M,2d,hd,unlisted,2026-06-15T09:00:00Z,True,17409,414,0,116,https://youtube.com/thumb/vid-0047.jpg,none,en,en
vid-0048,Sicilian Defense: Sveshnikov Complete Guide,Complete tactical guide for the Sicilian Sveshnikov.,2026-09-19T09:00:00Z,yt-jhc,vc-18,"cardiology,education",PT16M,2d,hd,private,2026-10-19T14:00:00Z,True,14172,2185,0,75,https://youtube.com/thumb/vid-0048.jpg,none,en,en
vid-0049,Chess.com Rapid Highlights - Under 1800 Rating,Chess.com rapid game highlights showing tactical themes for players 1500-1800 rating.,2026-09-22T09:00:00Z,yt-jhc,vc-19,"cardiology,education",PT59M,2d,hd,public,2026-09-22T09:00:00Z,True,36895,4119,0,389,https://youtube.com/thumb/vid-0049.jpg,none,en,en
vid-0050,Interventional Cardiology Grand Rounds - Duke University,Grand Rounds presentation from Duke Cardiology on multi-vessel PCI.,2026-05-02T09:00:00Z,yt-jhc,vc-20,"cardiology,education",PT4M,2d,hd,private,2026-05-02T09:00:00Z,True,7490,526,0,243,https://youtube.com/thumb/vid-0050.jpg,none,en,en
vid-0051,Heart Team Approach for TAVR Patient Selection,Multidisciplinary Heart Team approach for TAVR candidate evaluation.,2026-05-28T09:00:00Z,yt-jhc,vc-21,"cardiology,education",PT27M,2d,hd,public,2026-05-28T09:00:00Z,True,3144,1918,0,61,https://youtube.com/thumb/vid-0051.jpg,none,en,en
vid-0052,Transradial Access Techniques for Complex PCI,Transradial access techniques and complications for complex PCI cases.,2026-05-17T09:00:00Z,yt-jhc,vc-22,"cardiology,education",PT45M,2d,hd,private,2026-10-23T14:00:00Z,True,16540,1599,0,88,https://youtube.com/thumb/vid-0052.jpg,none,en,en
vid-0053,IVUS-Guided PCI: Best Practices,Best practices for IVUS-guided PCI in real-world cases.,2026-05-09T09:00:00Z,yt-jhc,vc-23,"cardiology,education",PT39M,2d,hd,unlisted,2026-05-09T09:00:00Z,True,1674,3835,0,80,https://youtube.com/thumb/vid-0053.jpg,none,en,en
vid-0054,FFR in Multi-Vessel Disease - Recent Trials,Recent trial data on FFR in multi-vessel coronary artery disease.,2026-08-19T09:00:00Z,yt-jhc,vc-24,"cardiology,education",PT5M,2d,hd,private,2026-08-19T09:00:00Z,True,33132,1140,0,51,https://youtube.com/thumb/vid-0054.jpg,none,en,en
vid-0055,Complications of TAVR: Prevention and Management,Review of TAVR complications and their prevention strategies.,2026-05-17T09:00:00Z,yt-jhc,vc-25,"cardiology,education",PT21M,2d,hd,unlisted,2026-05-17T09:00:00Z,True,23845,4182,0,142,https://youtube.com/thumb/vid-0055.jpg,none,en,en
vid-0056,Structural Interventions Journal Club - November 2025,Monthly journal club discussion on structural interventions.,2026-03-18T09:00:00Z,yt-jhc,vc-26,"cardiology,education",PT14M,2d,hd,public,2026-10-27T14:00:00Z,True,27150,4673,0,424,https://youtube.com/thumb/vid-0056.jpg,none,en,en
vid-0057,Case Report: Aortic Valve Regurgitation,Case report of severe aortic valve regurgitation with hemodynamic assessment.,2026-09-18T09:00:00Z,yt-jhc,vc-27,"cardiology,education",PT56M,2d,hd,public,2026-09-18T09:00:00Z,True,40715,4810,0,333,https://youtube.com/thumb/vid-0057.jpg,none,en,en
vid-0058,Live Case: Bifurcation Stenting Technique,Live bifurcation stenting case with modern technique.,2026-02-01T09:00:00Z,yt-jhc,vc-28,"cardiology,education",PT25M,2d,hd,private,2026-02-01T09:00:00Z,True,5770,1483,0,218,https://youtube.com/thumb/vid-0058.jpg,none,en,en
vid-0059,Fellowship Program Highlights - Coastal Cardiology,Highlights from the Coastal Cardiology fellowship program.,2026-01-07T09:00:00Z,yt-jhc,vc-29,"cardiology,education",PT14M,2d,hd,private,2026-01-07T09:00:00Z,True,48722,4207,0,353,https://youtube.com/thumb/vid-0059.jpg,none,en,en
vid-0060,TAVR Procedure Live Demonstration - ACC 2026,A step-by-step live demonstration of TAVR procedure at ACC 2026 from the Coastal Cardiology team.,2026-04-18T09:00:00Z,yt-jhc,vc-00,"cardiology,education",PT23M,2d,hd,unlisted,2026-10-01T14:00:00Z,True,42755,2546,0,496,https://youtube.com/thumb/vid-0060.jpg,none,en,en
vid-0061,Complex PCI: Chronic Total Occlusion Case Study,Complex PCI case featuring chronic total occlusion (CTO) revascularization strategy.,2026-04-17T09:00:00Z,yt-jhc,vc-01,"cardiology,education",PT4M,2d,hd,public,2026-04-17T09:00:00Z,True,12820,3821,0,282,https://youtube.com/thumb/vid-0061.jpg,none,en,en
vid-0062,Structural Heart Interventions - State of the Art,State-of-the-art review of structural heart interventions from the Journal of Interventional Practice.,2026-04-05T09:00:00Z,yt-jhc,vc-02,"cardiology,education",PT46M,2d,hd,public,2026-04-05T09:00:00Z,True,33680,3016,0,63,https://youtube.com/thumb/vid-0062.jpg,none,en,en
vid-0063,Chopin Nocturne Op. 9 No. 2 - Full Piano Performance,"Full piano performance of Chopin Nocturne Op. 9 No. 2, recorded live on Yamaha CLP-785.",2026-09-10T09:00:00Z,yt-jhc,vc-03,"cardiology,education",PT20M,2d,hd,public,2026-09-10T09:00:00Z,True,42645,1547,0,52,https://youtube.com/thumb/vid-0063.jpg,none,en,en
vid-0064,Debussy Clair de Lune - Complete Version,Complete Debussy Clair de Lune with expressive dynamics.,2026-04-12T09:00:00Z,yt-jhc,vc-04,"cardiology,education",PT52M,2d,hd,public,2026-10-05T14:00:00Z,True,1593,394,0,469,https://youtube.com/thumb/vid-0064.jpg,none,en,en
vid-0065,Bruce Springsteen 'Born to Run' - Live 1978,Iconic Bruce Springsteen live performance of Born to Run from 1978.,2026-07-08T09:00:00Z,yt-jhc,vc-05,"cardiology,education",PT28M,2d,hd,unlisted,2026-07-08T09:00:00Z,True,37048,367,0,393,https://youtube.com/thumb/vid-0065.jpg,none,en,en
vid-0066,John Mellencamp 'Small Town' - Farm Aid Performance,John Mellencamp singing Small Town at Farm Aid.,2026-01-20T09:00:00Z,yt-jhc,vc-06,"cardiology,education",PT46M,2d,hd,public,2026-01-20T09:00:00Z,True,47748,4721,0,364,https://youtube.com/thumb/vid-0066.jpg,none,en,en
vid-0067,Sicilian Defense: Najdorf Variation Explained,Detailed opening theory for Sicilian Defense Najdorf variation.,2026-03-01T09:00:00Z,yt-jhc,vc-07,"cardiology,education",PT46M,2d,hd,public,2026-03-01T09:00:00Z,True,21047,1935,0,453,https://youtube.com/thumb/vid-0067.jpg,none,en,en
vid-0068,Sicilian Defense: Sveshnikov Complete Guide,Complete tactical guide for the Sicilian Sveshnikov.,2026-03-12T09:00:00Z,yt-jhc,vc-08,"cardiology,education",PT5M,2d,hd,unlisted,2026-10-09T14:00:00Z,True,16429,153,0,121,https://youtube.com/thumb/vid-0068.jpg,none,en,en
vid-0069,Chess.com Rapid Highlights - Under 1800 Rating,Chess.com rapid game highlights showing tactical themes for players 1500-1800 rating.,2026-04-14T09:00:00Z,yt-jhc,vc-09,"cardiology,education",PT21M,2d,hd,public,2026-04-14T09:00:00Z,True,13889,4424,0,78,https://youtube.com/thumb/vid-0069.jpg,none,en,en
vid-0070,Interventional Cardiology Grand Rounds - Duke University,Grand Rounds presentation from Duke Cardiology on multi-vessel PCI.,2026-03-02T09:00:00Z,yt-jhc,vc-10,"cardiology,education",PT49M,2d,hd,public,2026-03-02T09:00:00Z,True,963,2921,0,167,https://youtube.com/thumb/vid-0070.jpg,none,en,en
vid-0071,Heart Team Approach for TAVR Patient Selection,Multidisciplinary Heart Team approach for TAVR candidate evaluation.,2026-03-07T09:00:00Z,yt-jhc,vc-11,"cardiology,education",PT20M,2d,hd,private,2026-03-07T09:00:00Z,True,48789,3301,0,288,https://youtube.com/thumb/vid-0071.jpg,none,en,en
vid-0072,Transradial Access Techniques for Complex PCI,Transradial access techniques and complications for complex PCI cases.,2026-03-05T09:00:00Z,yt-jhc,vc-12,"cardiology,education",PT19M,2d,hd,private,2026-10-13T14:00:00Z,True,6315,4466,0,187,https://youtube.com/thumb/vid-0072.jpg,none,en,en
vid-0073,IVUS-Guided PCI: Best Practices,Best practices for IVUS-guided PCI in real-world cases.,2026-08-26T09:00:00Z,yt-jhc,vc-13,"cardiology,education",PT44M,2d,hd,public,2026-08-26T09:00:00Z,True,40659,3258,0,435,https://youtube.com/thumb/vid-0073.jpg,none,en,en
vid-0074,FFR in Multi-Vessel Disease - Recent Trials,Recent trial data on FFR in multi-vessel coronary artery disease.,2026-09-22T09:00:00Z,yt-jhc,vc-14,"cardiology,education",PT18M,2d,hd,public,2026-09-22T09:00:00Z,True,45126,672,0,8,https://youtube.com/thumb/vid-0074.jpg,none,en,en
vid-0075,Complications of TAVR: Prevention and Management,Review of TAVR complications and their prevention strategies.,2026-01-16T09:00:00Z,yt-jhc,vc-15,"cardiology,education",PT8M,2d,hd,public,2026-01-16T09:00:00Z,True,45797,2828,0,317,https://youtube.com/thumb/vid-0075.jpg,none,en,en
vid-0076,Structural Interventions Journal Club - November 2025,Monthly journal club discussion on structural interventions.,2026-02-17T09:00:00Z,yt-jhc,vc-16,"cardiology,education",PT12M,2d,hd,public,2026-10-17T14:00:00Z,True,2441,853,0,88,https://youtube.com/thumb/vid-0076.jpg,none,en,en
vid-0077,Case Report: Aortic Valve Regurgitation,Case report of severe aortic valve regurgitation with hemodynamic assessment.,2026-09-11T09:00:00Z,yt-jhc,vc-17,"cardiology,education",PT16M,2d,hd,private,2026-09-11T09:00:00Z,True,20489,1010,0,3,https://youtube.com/thumb/vid-0077.jpg,none,en,en
vid-0078,Live Case: Bifurcation Stenting Technique,Live bifurcation stenting case with modern technique.,2026-09-09T09:00:00Z,yt-jhc,vc-18,"cardiology,education",PT2M,2d,hd,unlisted,2026-09-09T09:00:00Z,True,42980,4177,0,371,https://youtube.com/thumb/vid-0078.jpg,none,en,en
vid-0079,Fellowship Program Highlights - Coastal Cardiology,Highlights from the Coastal Cardiology fellowship program.,2026-09-17T09:00:00Z,yt-jhc,vc-19,"cardiology,education",PT11M,2d,hd,public,2026-09-17T09:00:00Z,True,21584,347,0,40,https://youtube.com/thumb/vid-0079.jpg,none,en,en
vid-0080,TAVR Procedure Live Demonstration - ACC 2026,A step-by-step live demonstration of TAVR procedure at ACC 2026 from the Coastal Cardiology team.,2026-09-06T09:00:00Z,yt-jhc,vc-20,"cardiology,education",PT9M,2d,hd,private,2026-10-21T14:00:00Z,True,22814,1943,0,347,https://youtube.com/thumb/vid-0080.jpg,none,en,en
vid-0081,Complex PCI: Chronic Total Occlusion Case Study,Complex PCI case featuring chronic total occlusion (CTO) revascularization strategy.,2026-02-24T09:00:00Z,yt-jhc,vc-21,"cardiology,education",PT13M,2d,hd,unlisted,2026-02-24T09:00:00Z,True,29746,2773,0,452,https://youtube.com/thumb/vid-0081.jpg,none,en,en
vid-0082,Structural Heart Interventions - State of the Art,State-of-the-art review of structural heart interventions from the Journal of Interventional Practice.,2026-08-21T09:00:00Z,yt-jhc,vc-22,"cardiology,education",PT57M,2d,hd,public,2026-08-21T09:00:00Z,True,29059,4485,0,116,https://youtube.com/thumb/vid-0082.jpg,none,en,en
vid-0083,Chopin Nocturne Op. 9 No. 2 - Full Piano Performance,"Full piano performance of Chopin Nocturne Op. 9 No. 2, recorded live on Yamaha CLP-785.",2026-03-21T09:00:00Z,yt-jhc,vc-23,"cardiology,education",PT20M,2d,hd,private,2026-03-21T09:00:00Z,True,46342,4976,0,370,https://youtube.com/thumb/vid-0083.jpg,none,en,en
vid-0084,Debussy Clair de Lune - Complete Version,Complete Debussy Clair de Lune with expressive dynamics.,2026-09-13T09:00:00Z,yt-jhc,vc-24,"cardiology,education",PT41M,2d,hd,unlisted,2026-10-25T14:00:00Z,True,18939,4625,0,338,https://youtube.com/thumb/vid-0084.jpg,none,en,en
vid-0085,Bruce Springsteen 'Born to Run' - Live 1978,Iconic Bruce Springsteen live performance of Born to Run from 1978.,2026-06-27T09:00:00Z,yt-jhc,vc-25,"cardiology,education",PT24M,2d,hd,public,2026-06-27T09:00:00Z,True,44599,786,0,336,https://youtube.com/thumb/vid-0085.jpg,none,en,en
vid-0086,John Mellencamp 'Small Town' - Farm Aid Performance,John Mellencamp singing Small Town at Farm Aid.,2026-01-05T09:00:00Z,yt-jhc,vc-26,"cardiology,education",PT40M,2d,hd,unlisted,2026-01-05T09:00:00Z,True,505,3079,0,313,https://youtube.com/thumb/vid-0086.jpg,none,en,en
