tracking_number,status_code,status_description,carrier_code,service_name,ship_date,estimated_delivery,latest_event,latest_event_location,latest_event_time
8034-7627-9812,PU,Picked Up,FDXE,FEDEX_STANDARD_OVERNIGHT,2026-09-15,2026-10-05,Picked Up,Atlanta GA,2026-09-16T10:00:00Z
8034-7799-8985,OD,Out for Delivery,FDXE,FEDEX_STANDARD_OVERNIGHT,2026-03-15,2026-04-05,Out for Delivery,Atlanta GA,2026-03-16T10:00:00Z
8034-2495-5061,IT,In Transit,FDXE,FEDEX_STANDARD_OVERNIGHT,2026-03-15,2026-04-05,In Transit,Atlanta GA,2026-03-16T10:00:00Z
8034-3241-9390,IT,In Transit,FDXE,FEDEX_EXPRESS_SAVER,2026-05-15,2026-06-05,In Transit,Atlanta GA,2026-05-16T10:00:00Z
8034-6383-9875,OD,Out for Delivery,FDXE,FEDEX_INTERNATIONAL_PRIORITY,2026-07-15,2026-08-05,Out for Delivery,Atlanta GA,2026-07-16T10:00:00Z
8034-5832-5518,IT,In Transit,FDXE,FEDEX_INTERNATIONAL_PRIORITY,2026-09-15,2026-10-05,In Transit,Atlanta GA,2026-09-16T10:00:00Z
8034-8076-4713,PU,Picked Up,FDXE,FEDEX_GROUND,2026-02-15,2026-03-05,Picked Up,Atlanta GA,2026-02-16T10:00:00Z
8034-5157-6526,DL,Delivered,FDXE,FEDEX_2_DAY,2026-07-15,2026-08-05,Delivered,Atlanta GA,2026-07-16T10:00:00Z
8034-2133-1947,PU,Picked Up,FDXE,FEDEX_INTERNATIONAL_ECONOMY,2026-07-15,2026-08-05,Picked Up,Atlanta GA,2026-07-16T10:00:00Z
8034-6424-2828,PU,Picked Up,FDXE,FEDEX_EXPRESS_SAVER,2026-04-15,2026-05-05,Picked Up,Atlanta GA,2026-04-16T10:00:00Z
8034-4281-9040,OD,Out for Delivery,FDXE,FEDEX_INTERNATIONAL_PRIORITY,2026-06-15,2026-07-05,Out for Delivery,Atlanta GA,2026-06-16T10:00:00Z
8034-7342-3002,IT,In Transit,FDXE,FEDEX_INTERNATIONAL_PRIORITY,2026-08-15,2026-09-05,In Transit,Atlanta GA,2026-08-16T10:00:00Z
8034-6112-3525,IT,In Transit,FDXE,FEDEX_INTERNATIONAL_ECONOMY,2026-09-15,2026-10-05,In Transit,Atlanta GA,2026-09-16T10:00:00Z
8034-6172-8389,IT,In Transit,FDXE,FEDEX_INTERNATIONAL_PRIORITY,2026-05-15,2026-06-05,In Transit,Atlanta GA,2026-05-16T10:00:00Z
8034-7626-7785,PU,Picked Up,FDXE,FEDEX_STANDARD_OVERNIGHT,2026-08-15,2026-09-05,Picked Up,Atlanta GA,2026-08-16T10:00:00Z
8034-2900-7324,PU,Picked Up,FDXE,FEDEX_EXPRESS_SAVER,2026-09-15,2026-10-05,Picked Up,Atlanta GA,2026-09-16T10:00:00Z
8034-7077-3917,DL,Delivered,FDXE,FEDEX_EXPRESS_SAVER,2026-04-15,2026-05-05,Delivered,Atlanta GA,2026-04-16T10:00:00Z
8034-3042-5906,PU,Picked Up,FDXE,FEDEX_STANDARD_OVERNIGHT,2026-04-15,2026-05-05,Picked Up,Atlanta GA,2026-04-16T10:00:00Z
8034-3528-9905,PU,Picked Up,FDXE,FEDEX_2_DAY,2026-03-15,2026-04-05,Picked Up,Atlanta GA,2026-03-16T10:00:00Z
8034-9196-5256,OD,Out for Delivery,FDXE,FEDEX_STANDARD_OVERNIGHT,2026-01-15,2026-02-05,Out for Delivery,Atlanta GA,2026-01-16T10:00:00Z
8034-1620-8964,IT,In Transit,FDXE,FEDEX_INTERNATIONAL_ECONOMY,2026-03-15,2026-04-05,In Transit,Atlanta GA,2026-03-16T10:00:00Z
8034-9978-8247,IT,In Transit,FDXE,FEDEX_STANDARD_OVERNIGHT,2026-05-15,2026-06-05,In Transit,Atlanta GA,2026-05-16T10:00:00Z
8034-5310-7500,DL,Delivered,FDXE,FEDEX_EXPRESS_SAVER,2026-08-15,2026-09-05,Delivered,Atlanta GA,2026-08-16T10:00:00Z
8034-8630-8814,DL,Delivered,FDXE,FEDEX_EXPRESS_SAVER,2026-02-15,2026-03-05,Delivered,Atlanta GA,2026-02-16T10:00:00Z
8034-7833-6379,DL,Delivered,FDXE,FEDEX_GROUND,2026-03-15,2026-04-05,Delivered,Atlanta GA,2026-03-16T10:00:00Z
8034-3347-8473,IT,In Transit,FDXE,FEDEX_STANDARD_OVERNIGHT,2026-02-15,2026-03-05,In Transit,Atlanta GA,2026-02-16T10:00:00Z
8034-4033-4531,PU,Picked Up,FDXE,FEDEX_EXPRESS_SAVER,2026-09-15,2026-10-05,Picked Up,Atlanta GA,2026-09-16T10:00:00Z
8034-5240-6498,DL,Delivered,FDXE,FEDEX_INTERNATIONAL_ECONOMY,2026-07-15,2026-08-05,Delivered,Atlanta GA,2026-07-16T10:00:00Z
8034-3605-3985,OD,Out for Delivery,FDXE,FEDEX_INTERNATIONAL_ECONOMY,2026-04-15,2026-05-05,Out for Delivery,Atlanta GA,2026-04-16T10:00:00Z
8034-6030-2267,IT,In Transit,FDXE,FEDEX_GROUND,2026-02-15,2026-03-05,In Transit,Atlanta GA,2026-02-16T10:00:00Z
8034-5601-6634,PU,Picked Up,FDXE,FEDEX_INTERNATIONAL_PRIORITY,2026-01-15,2026-02-05,Picked Up,Atlanta GA,2026-01-16T10:00:00Z
8034-7287-4108,OD,Out for Delivery,FDXE,FEDEX_2_DAY,2026-01-15,2026-02-05,Out for Delivery,Atlanta GA,2026-01-16T10:00:00Z
8034-9148-7267,DL,Delivered,FDXE,FEDEX_2_DAY,2026-06-15,2026-07-05,Delivered,Atlanta GA,2026-06-16T10:00:00Z
8034-6025-5239,OD,Out for Delivery,FDXE,FEDEX_GROUND,2026-07-15,2026-08-05,Out for Delivery,Atlanta GA,2026-07-16T10:00:00Z
8034-9218-3318,IT,In Transit,FDXE,FEDEX_EXPRESS_SAVER,2026-01-15,2026-02-05,In Transit,Atlanta GA,2026-01-16T10:00:00Z
8034-4143-5476,IT,In Transit,FDXE,FEDEX_STANDARD_OVERNIGHT,2026-03-15,2026-04-05,In Transit,Atlanta GA,2026-03-16T10:00:00Z
8034-4738-8010,IT,In Transit,FDXE,FEDEX_INTERNATIONAL_ECONOMY,2026-06-15,2026-07-05,In Transit,Atlanta GA,2026-06-16T10:00:00Z
8034-2899-2614,PU,Picked Up,FDXE,FEDEX_INTERNATIONAL_PRIORITY,2026-06-15,2026-07-05,Picked Up,Atlanta GA,2026-06-16T10:00:00Z
8034-6631-4883,IT,In Transit,FDXE,FEDEX_EXPRESS_SAVER,2026-03-15,2026-04-05,In Transit,Atlanta GA,2026-03-16T10:00:00Z
8034-3032-9287,OD,Out for Delivery,FDXE,FEDEX_INTERNATIONAL_ECONOMY,2026-08-15,2026-09-05,Out for Delivery,Atlanta GA,2026-08-16T10:00:00Z
8034-6285-1698,OD,Out for Delivery,FDXE,FEDEX_GROUND,2026-01-15,2026-02-05,Out for Delivery,Atlanta GA,2026-01-16T10:00:00Z
8034-7427-9066,IT,In Transit,FDXE,FEDEX_GROUND,2026-03-15,2026-04-05,In Transit,Atlanta GA,2026-03-16T10:00:00Z
8034-6600-3013,OD,Out for Delivery,FDXE,FEDEX_INTERNATIONAL_PRIORITY,2026-07-15,2026-08-05,Out for Delivery,Atlanta GA,2026-07-16T10:00:00Z
8034-6157-8119,OD,Out for Delivery,FDXE,FEDEX_INTERNATIONAL_PRIORITY,2026-05-15,2026-06-05,Out for Delivery,Atlanta GA,2026-05-16T10:00:00Z
8034-1669-1923,IT,In Transit,FDXE,FEDEX_INTERNATIONAL_PRIORITY,2026-08-15,2026-09-05,In Transit,Atlanta GA,2026-08-16T10:00:00Z
8034-4257-2645,IT,In Transit,FDXE,FEDEX_GROUND,2026-05-15,2026-06-05,In Transit,Atlanta GA,2026-05-16T10:00:00Z
8034-7591-2109,PU,Picked Up,FDXE,FEDEX_2_DAY,2026-06-15,2026-07-05,Picked Up,Atlanta GA,2026-06-16T10:00:00Z
8034-5094-1371,IT,In Transit,FDXE,FEDEX_INTERNATIONAL_ECONOMY,2026-06-15,2026-07-05,In Transit,Atlanta GA,2026-06-16T10:00:00Z
8034-2559-6694,IT,In Transit,FDXE,FEDEX_STANDARD_OVERNIGHT,2026-09-15,2026-10-05,In Transit,Atlanta GA,2026-09-16T10:00:00Z
8034-4428-9853,PU,Picked Up,FDXE,FEDEX_2_DAY,2026-07-15,2026-08-05,Picked Up,Atlanta GA,2026-07-16T10:00:00Z
8034-2263-8673,PU,Picked Up,FDXE,FEDEX_EXPRESS_SAVER,2026-08-15,2026-09-05,Picked Up,Atlanta GA,2026-08-16T10:00:00Z
8034-9056-7304,DL,Delivered,FDXE,FEDEX_EXPRESS_SAVER,2026-08-15,2026-09-05,Delivered,Atlanta GA,2026-08-16T10:00:00Z
8034-7694-4181,IT,In Transit,FDXE,FEDEX_INTERNATIONAL_ECONOMY,2026-01-15,2026-02-05,In Transit,Atlanta GA,2026-01-16T10:00:00Z
8034-3771-9709,IT,In Transit,FDXE,FEDEX_2_DAY,2026-04-15,2026-05-05,In Transit,Atlanta GA,2026-04-16T10:00:00Z
8034-9461-2213,PU,Picked Up,FDXE,FEDEX_2_DAY,2026-09-15,2026-10-05,Picked Up,Atlanta GA,2026-09-16T10:00:00Z
8034-9561-8045,OD,Out for Delivery,FDXE,FEDEX_2_DAY,2026-01-15,2026-02-05,Out for Delivery,Atlanta GA,2026-01-16T10:00:00Z
