tracking_number,service_type,service_name,ship_date,origin_zip,dest_zip,weight_lb,currency,net_charge,label_url
8034-5335-3571,FEDEX_INTERNATIONAL_PRIORITY,FEDEX_INTERNATIONAL_PRIORITY,2026-02-01,30030,00-Uganda,3,USD,210,https://fedex.example/labels/8034-5335-3571
8034-7531-5127,FEDEX_2_DAY,FEDEX_2_DAY,2026-08-17,30030,10001,3,USD,25,https://fedex.example/labels/8034-7531-5127
8034-9309-7189,FEDEX_EXPRESS_SAVER,FEDEX_EXPRESS_SAVER,2026-09-10,30030,00-Burkina Faso,3,USD,210,https://fedex.example/labels/8034-9309-7189
8034-7802-2837,FEDEX_EXPRESS_SAVER,FEDEX_EXPRESS_SAVER,2026-02-23,30030,33101,10,USD,60,https://fedex.example/labels/8034-7802-2837
8034-1551-7932,FEDEX_INTERNATIONAL_PRIORITY,FEDEX_INTERNATIONAL_PRIORITY,2026-05-21,30030,00-Ethiopia,1,USD,170,https://fedex.example/labels/8034-1551-7932
8034-9776-5979,FEDEX_2_DAY,FEDEX_2_DAY,2026-05-03,30030,00-Kenya,3,USD,210,https://fedex.example/labels/8034-9776-5979
8034-6422-6891,FEDEX_2_DAY,FEDEX_2_DAY,2026-05-19,30030,60601,5,USD,35,https://fedex.example/labels/8034-6422-6891
8034-8056-3534,FEDEX_INTERNATIONAL_ECONOMY,FEDEX_INTERNATIONAL_ECONOMY,2026-04-03,30030,00-Ethiopia,5,USD,250,https://fedex.example/labels/8034-8056-3534
8034-6589-7394,FEDEX_GROUND,FEDEX_GROUND,2026-02-10,30030,60601,3,USD,25,https://fedex.example/labels/8034-6589-7394
8034-9154-3300,FEDEX_INTERNATIONAL_PRIORITY,FEDEX_INTERNATIONAL_PRIORITY,2026-02-07,30030,00-Mozambique,10,USD,350,https://fedex.example/labels/8034-9154-3300
8034-1709-2950,FEDEX_EXPRESS_SAVER,FEDEX_EXPRESS_SAVER,2026-07-16,30030,00-Tanzania,3,USD,210,https://fedex.example/labels/8034-1709-2950
8034-3156-2837,FEDEX_EXPRESS_SAVER,FEDEX_EXPRESS_SAVER,2026-06-25,30030,20001,15,USD,85,https://fedex.example/labels/8034-3156-2837
8034-8027-1331,FEDEX_2_DAY,FEDEX_2_DAY,2026-05-26,30030,00-Ghana,1,USD,170,https://fedex.example/labels/8034-8027-1331
8034-7360-9040,FEDEX_STANDARD_OVERNIGHT,FEDEX_STANDARD_OVERNIGHT,2026-01-10,30030,00-Ghana,10,USD,350,https://fedex.example/labels/8034-7360-9040
8034-6864-7482,FEDEX_INTERNATIONAL_ECONOMY,FEDEX_INTERNATIONAL_ECONOMY,2026-05-22,30030,00-Ghana,1,USD,170,https://fedex.example/labels/8034-6864-7482
8034-9208-3338,FEDEX_2_DAY,FEDEX_2_DAY,2026-09-10,30030,75201,3,USD,25,https://fedex.example/labels/8034-9208-3338
8034-1943-4938,FEDEX_2_DAY,FEDEX_2_DAY,2026-05-20,30030,00-Tanzania,5,USD,250,https://fedex.example/labels/8034-1943-4938
8034-7536-2407,FEDEX_2_DAY,FEDEX_2_DAY,2026-02-14,30030,00-Mozambique,5,USD,250,https://fedex.example/labels/8034-7536-2407
8034-3247-6544,FEDEX_GROUND,FEDEX_GROUND,2026-01-27,30030,00-South Africa,3,USD,210,https://fedex.example/labels/8034-3247-6544
8034-2016-6979,FEDEX_EXPRESS_SAVER,FEDEX_EXPRESS_SAVER,2026-08-07,30030,00-Uganda,5,USD,250,https://fedex.example/labels/8034-2016-6979
8034-9962-8723,FEDEX_GROUND,FEDEX_GROUND,2026-08-13,30030,00-Nigeria,3,USD,210,https://fedex.example/labels/8034-9962-8723
8034-1459-7013,FEDEX_INTERNATIONAL_ECONOMY,FEDEX_INTERNATIONAL_ECONOMY,2026-04-11,30030,75201,10,USD,60,https://fedex.example/labels/8034-1459-7013
8034-5285-3980,FEDEX_2_DAY,FEDEX_2_DAY,2026-02-13,30030,00-Ghana,5,USD,250,https://fedex.example/labels/8034-5285-3980
8034-7528-9062,FEDEX_GROUND,FEDEX_GROUND,2026-09-13,30030,60601,15,USD,85,https://fedex.example/labels/8034-7528-9062
8034-7837-6661,FEDEX_2_DAY,FEDEX_2_DAY,2026-08-08,30030,33101,1,USD,15,https://fedex.example/labels/8034-7837-6661
8034-5443-4055,FEDEX_INTERNATIONAL_PRIORITY,FEDEX_INTERNATIONAL_PRIORITY,2026-01-01,30030,10001,15,USD,85,https://fedex.example/labels/8034-5443-4055
8034-1743-2258,FEDEX_INTERNATIONAL_ECONOMY,FEDEX_INTERNATIONAL_ECONOMY,2026-06-14,30030,00-Mozambique,5,USD,250,https://fedex.example/labels/8034-1743-2258
8034-9618-4357,FEDEX_EXPRESS_SAVER,FEDEX_EXPRESS_SAVER,2026-05-03,30030,30310,3,USD,25,https://fedex.example/labels/8034-9618-4357
8034-2831-4457,FEDEX_STANDARD_OVERNIGHT,FEDEX_STANDARD_OVERNIGHT,2026-08-20,30030,00-Kenya,5,USD,250,https://fedex.example/labels/8034-2831-4457
8034-5361-4175,FEDEX_STANDARD_OVERNIGHT,FEDEX_STANDARD_OVERNIGHT,2026-03-08,30030,00-South Africa,15,USD,450,https://fedex.example/labels/8034-5361-4175
8034-7342-9648,FEDEX_STANDARD_OVERNIGHT,FEDEX_STANDARD_OVERNIGHT,2026-07-05,30030,30310,15,USD,85,https://fedex.example/labels/8034-7342-9648
8034-7047-2980,FEDEX_GROUND,FEDEX_GROUND,2026-05-12,30030,30330,15,USD,85,https://fedex.example/labels/8034-7047-2980
8034-5014-9605,FEDEX_EXPRESS_SAVER,FEDEX_EXPRESS_SAVER,2026-07-09,30030,00-Nigeria,5,USD,250,https://fedex.example/labels/8034-5014-9605
8034-1409-6761,FEDEX_INTERNATIONAL_ECONOMY,FEDEX_INTERNATIONAL_ECONOMY,2026-02-24,30030,20001,1,USD,15,https://fedex.example/labels/8034-1409-6761
8034-1846-5105,FEDEX_2_DAY,FEDEX_2_DAY,2026-06-01,30030,00-Mozambique,15,USD,450,https://fedex.example/labels/8034-1846-5105
8034-1814-6711,FEDEX_GROUND,FEDEX_GROUND,2026-01-05,30030,00-Tanzania,1,USD,170,https://fedex.example/labels/8034-1814-6711
8034-4085-5004,FEDEX_STANDARD_OVERNIGHT,FEDEX_STANDARD_OVERNIGHT,2026-05-27,30030,33101,10,USD,60,https://fedex.example/labels/8034-4085-5004
8034-3762-8557,FEDEX_INTERNATIONAL_PRIORITY,FEDEX_INTERNATIONAL_PRIORITY,2026-03-04,30030,00-Ethiopia,15,USD,450,https://fedex.example/labels/8034-3762-8557
8034-8200-5730,FEDEX_INTERNATIONAL_ECONOMY,FEDEX_INTERNATIONAL_ECONOMY,2026-05-23,30030,00-Burkina Faso,3,USD,210,https://fedex.example/labels/8034-8200-5730
8034-1099-4905,FEDEX_STANDARD_OVERNIGHT,FEDEX_STANDARD_OVERNIGHT,2026-03-12,30030,30310,1,USD,15,https://fedex.example/labels/8034-1099-4905
