service_type,service_name,origin_zip,dest_zip,weight_lb,currency,net_charge,transit_days,delivery_day
FEDEX_INTERNATIONAL_ECONOMY,FEDEX_INTERNATIONAL_ECONOMY,30030,00-Nigeria,5,USD,250,4,Reference
FEDEX_2_DAY,FEDEX_2_DAY,30030,00-Kenya,25,USD,650,5,Reference
FEDEX_2_DAY,FEDEX_2_DAY,30030,30310,10,USD,60,3,Reference
FEDEX_STANDARD_OVERNIGHT,FEDEX_STANDARD_OVERNIGHT,30030,00-Ghana,3,USD,210,4,Reference
FEDEX_INTERNATIONAL_ECONOMY,FEDEX_INTERNATIONAL_ECONOMY,30030,00-Ghana,25,USD,650,4,Reference
FEDEX_GROUND,FEDEX_GROUND,30030,00-Nigeria,15,USD,450,5,Reference
FEDEX_INTERNATIONAL_PRIORITY,FEDEX_INTERNATIONAL_PRIORITY,30030,00-Ghana,1,USD,170,3,Reference
FEDEX_INTERNATIONAL_PRIORITY,FEDEX_INTERNATIONAL_PRIORITY,30030,30330,10,USD,60,2,Reference
FEDEX_INTERNATIONAL_PRIORITY,FEDEX_INTERNATIONAL_PRIORITY,30030,20001,25,USD,135,1,Reference
FEDEX_EXPRESS_SAVER,FEDEX_EXPRESS_SAVER,30030,94110,3,USD,25,1,Reference
FEDEX_GROUND,FEDEX_GROUND,30030,30310,5,USD,35,1,Reference
FEDEX_INTERNATIONAL_PRIORITY,FEDEX_INTERNATIONAL_PRIORITY,30030,94110,15,USD,85,3,Reference
FEDEX_INTERNATIONAL_ECONOMY,FEDEX_INTERNATIONAL_ECONOMY,30030,94110,25,USD,135,1,Reference
FEDEX_GROUND,FEDEX_GROUND,30030,00-Mozambique,10,USD,350,5,Reference
FEDEX_STANDARD_OVERNIGHT,FEDEX_STANDARD_OVERNIGHT,30030,00-Kenya,15,USD,450,5,Reference
FEDEX_INTERNATIONAL_ECONOMY,FEDEX_INTERNATIONAL_ECONOMY,30030,20001,1,USD,15,3,Reference
FEDEX_EXPRESS_SAVER,FEDEX_EXPRESS_SAVER,30030,30310,3,USD,25,3,Reference
FEDEX_INTERNATIONAL_PRIORITY,FEDEX_INTERNATIONAL_PRIORITY,30030,30330,10,USD,60,1,Reference
FEDEX_EXPRESS_SAVER,FEDEX_EXPRESS_SAVER,30030,10001,15,USD,85,3,Reference
FEDEX_INTERNATIONAL_PRIORITY,FEDEX_INTERNATIONAL_PRIORITY,30030,33101,10,USD,60,3,Reference
FEDEX_2_DAY,FEDEX_2_DAY,30030,33101,5,USD,35,3,Reference
FEDEX_EXPRESS_SAVER,FEDEX_EXPRESS_SAVER,30030,00-Mozambique,25,USD,650,5,Reference
FEDEX_STANDARD_OVERNIGHT,FEDEX_STANDARD_OVERNIGHT,30030,00-Mozambique,10,USD,350,4,Reference
FEDEX_2_DAY,FEDEX_2_DAY,30030,00-Nigeria,25,USD,650,4,Reference
FEDEX_GROUND,FEDEX_GROUND,30030,75201,1,USD,15,1,Reference
FEDEX_2_DAY,FEDEX_2_DAY,30030,75201,5,USD,35,2,Reference
