Id,Name,Description,Type,UnitPrice,IncomeAccountRef_value,IncomeAccountRef_name,Active,Taxable
51,Materials 50,Family/side-business service line,Service,282.93,1,Consulting Income,true,true
52,Drafting Hours 51,Family/side-business service line,Service,217.96,1,Consulting Income,true,true
53,Permit Filing 52,Family/side-business service line,Service,473.40,1,Consulting Income,true,true
54,Drafting Hours 53,Family/side-business service line,Service,313.21,1,Consulting Income,true,true
55,Materials 54,Family/side-business service line,Service,325.29,1,Consulting Income,true,false
56,Site Inspection 55,Family/side-business service line,Service,704.68,1,Consulting Income,true,true
57,Permit Filing 56,Family/side-business service line,Service,72.94,1,Consulting Income,true,true
58,Load Calculation 57,Family/side-business service line,Service,439.23,1,Consulting Income,true,false
59,Drafting Hours 58,Family/side-business service line,Service,327.03,1,Consulting Income,true,false
60,Materials 59,Family/side-business service line,Service,521.10,1,Consulting Income,true,true
61,Permit Filing 60,Family/side-business service line,Service,477.37,1,Consulting Income,true,true
62,Site Inspection 61,Family/side-business service line,Service,347.16,1,Consulting Income,true,true
63,Drafting Hours 62,Family/side-business service line,Service,820.97,1,Consulting Income,true,false
64,Structural Review 63,Family/side-business service line,Service,694.61,1,Consulting Income,true,true
65,Drafting Hours 64,Family/side-business service line,Service,464.96,1,Consulting Income,true,false
66,Structural Review 65,Family/side-business service line,Service,704.56,1,Consulting Income,true,false
67,Drafting Hours 66,Family/side-business service line,Service,70.76,1,Consulting Income,true,false
68,Permit Filing 67,Family/side-business service line,Service,58.70,1,Consulting Income,true,false
69,Permit Filing 68,Family/side-business service line,Service,461.90,1,Consulting Income,true,true
70,Permit Filing 69,Family/side-business service line,Service,426.94,1,Consulting Income,true,true
71,Drafting Hours 70,Family/side-business service line,Service,110.31,1,Consulting Income,true,false
72,Permit Filing 71,Family/side-business service line,Service,67.43,1,Consulting Income,true,false
73,Site Inspection 72,Family/side-business service line,Service,632.68,1,Consulting Income,true,true
74,Materials 73,Family/side-business service line,Service,573.70,1,Consulting Income,true,false
75,Site Inspection 74,Family/side-business service line,Service,305.28,1,Consulting Income,true,false
76,Site Inspection 75,Family/side-business service line,Service,261.99,1,Consulting Income,true,true
77,Materials 76,Family/side-business service line,Service,261.30,1,Consulting Income,true,false
78,Site Inspection 77,Family/side-business service line,Service,669.20,1,Consulting Income,true,false
79,Materials 78,Family/side-business service line,Service,336.18,1,Consulting Income,true,true
80,Structural Review 79,Family/side-business service line,Service,593.75,1,Consulting Income,true,true
81,Structural Review 80,Family/side-business service line,Service,74.23,1,Consulting Income,true,false
82,Structural Review 81,Family/side-business service line,Service,504.71,1,Consulting Income,true,true
83,Load Calculation 82,Family/side-business service line,Service,222.53,1,Consulting Income,true,true
84,Materials 83,Family/side-business service line,Service,616.47,1,Consulting Income,true,false
85,Site Inspection 84,Family/side-business service line,Service,792.89,1,Consulting Income,true,true
86,Site Inspection 85,Family/side-business service line,Service,132.55,1,Consulting Income,true,false
87,Load Calculation 86,Family/side-business service line,Service,742.92,1,Consulting Income,true,false
88,Permit Filing 87,Family/side-business service line,Service,243.08,1,Consulting Income,true,true
89,Structural Review 88,Family/side-business service line,Service,803.29,1,Consulting Income,true,true
90,Load Calculation 89,Family/side-business service line,Service,421.34,1,Consulting Income,true,false
91,Permit Filing 90,Family/side-business service line,Service,462.57,1,Consulting Income,true,false
92,Load Calculation 91,Family/side-business service line,Service,593.61,1,Consulting Income,true,false
93,Permit Filing 92,Family/side-business service line,Service,262.20,1,Consulting Income,true,false
94,Materials 93,Family/side-business service line,Service,133.17,1,Consulting Income,true,true
95,Materials 94,Family/side-business service line,Service,684.86,1,Consulting Income,true,true
96,Permit Filing 95,Family/side-business service line,Service,339.76,1,Consulting Income,true,false
97,Materials 96,Family/side-business service line,Service,404.70,1,Consulting Income,true,true
98,Materials 97,Family/side-business service line,Service,107.49,1,Consulting Income,true,true
99,Permit Filing 98,Family/side-business service line,Service,139.68,1,Consulting Income,true,true
100,Permit Filing 99,Family/side-business service line,Service,572.12,1,Consulting Income,true,true
101,Structural Review 100,Family/side-business service line,Service,62.54,1,Consulting Income,true,false
102,Load Calculation 101,Family/side-business service line,Service,177.36,1,Consulting Income,true,false
103,Materials 102,Family/side-business service line,Service,67.95,1,Consulting Income,true,true
104,Structural Review 103,Family/side-business service line,Service,405.66,1,Consulting Income,true,false
105,Structural Review 104,Family/side-business service line,Service,538.77,1,Consulting Income,true,false
106,Permit Filing 105,Family/side-business service line,Service,857.46,1,Consulting Income,true,false
107,Permit Filing 106,Family/side-business service line,Service,806.70,1,Consulting Income,true,false
108,Structural Review 107,Family/side-business service line,Service,71.78,1,Consulting Income,true,true
109,Drafting Hours 108,Family/side-business service line,Service,379.62,1,Consulting Income,true,false
110,Load Calculation 109,Family/side-business service line,Service,353.50,1,Consulting Income,true,false
111,Permit Filing 110,Family/side-business service line,Service,471.17,1,Consulting Income,true,false
112,Drafting Hours 111,Family/side-business service line,Service,866.41,1,Consulting Income,true,true
113,Site Inspection 112,Family/side-business service line,Service,768.32,1,Consulting Income,true,false
114,Structural Review 113,Family/side-business service line,Service,893.52,1,Consulting Income,true,true
115,Structural Review 114,Family/side-business service line,Service,143.74,1,Consulting Income,true,true
116,Load Calculation 115,Family/side-business service line,Service,218.45,1,Consulting Income,true,false
117,Permit Filing 116,Family/side-business service line,Service,688.13,1,Consulting Income,true,false
118,Permit Filing 117,Family/side-business service line,Service,436.86,1,Consulting Income,true,true
119,Structural Review 118,Family/side-business service line,Service,644.93,1,Consulting Income,true,true
120,Drafting Hours 119,Family/side-business service line,Service,395.35,1,Consulting Income,true,true
121,Materials 120,Family/side-business service line,Service,171.85,1,Consulting Income,true,true
122,Drafting Hours 121,Family/side-business service line,Service,282.73,1,Consulting Income,true,false
123,Permit Filing 122,Family/side-business service line,Service,238.98,1,Consulting Income,true,true
124,Site Inspection 123,Family/side-business service line,Service,561.54,1,Consulting Income,true,true
125,Structural Review 124,Family/side-business service line,Service,414.24,1,Consulting Income,true,false
126,Permit Filing 125,Family/side-business service line,Service,627.27,1,Consulting Income,true,false
127,Load Calculation 126,Family/side-business service line,Service,860.32,1,Consulting Income,true,false
128,Load Calculation 127,Family/side-business service line,Service,798.78,1,Consulting Income,true,false
129,Load Calculation 128,Family/side-business service line,Service,725.11,1,Consulting Income,true,false
130,Drafting Hours 129,Family/side-business service line,Service,150.17,1,Consulting Income,true,false
131,Site Inspection 130,Family/side-business service line,Service,71.56,1,Consulting Income,true,true
132,Permit Filing 131,Family/side-business service line,Service,212.53,1,Consulting Income,true,true
133,Permit Filing 132,Family/side-business service line,Service,420.84,1,Consulting Income,true,true
134,Site Inspection 133,Family/side-business service line,Service,135.58,1,Consulting Income,true,false
135,Permit Filing 134,Family/side-business service line,Service,172.81,1,Consulting Income,true,false
136,Site Inspection 135,Family/side-business service line,Service,758.61,1,Consulting Income,true,true
137,Site Inspection 136,Family/side-business service line,Service,160.78,1,Consulting Income,true,false
138,Load Calculation 137,Family/side-business service line,Service,381.50,1,Consulting Income,true,false
139,Materials 138,Family/side-business service line,Service,393.77,1,Consulting Income,true,false
140,Materials 139,Family/side-business service line,Service,857.63,1,Consulting Income,true,true
141,Load Calculation 140,Family/side-business service line,Service,550.17,1,Consulting Income,true,false
142,Drafting Hours 141,Family/side-business service line,Service,125.76,1,Consulting Income,true,true
143,Permit Filing 142,Family/side-business service line,Service,371.23,1,Consulting Income,true,false
144,Materials 143,Family/side-business service line,Service,71.65,1,Consulting Income,true,true
145,Site Inspection 144,Family/side-business service line,Service,765.86,1,Consulting Income,true,true
146,Permit Filing 145,Family/side-business service line,Service,163.61,1,Consulting Income,true,false
147,Materials 146,Family/side-business service line,Service,641.03,1,Consulting Income,true,true
148,Drafting Hours 147,Family/side-business service line,Service,330.52,1,Consulting Income,true,true
149,Permit Filing 148,Family/side-business service line,Service,864.90,1,Consulting Income,true,false
150,Drafting Hours 149,Family/side-business service line,Service,774.03,1,Consulting Income,true,false
151,Load Calculation 150,Family/side-business service line,Service,645.70,1,Consulting Income,true,false
152,Site Inspection 151,Family/side-business service line,Service,510.75,1,Consulting Income,true,true
153,Structural Review 152,Family/side-business service line,Service,520.89,1,Consulting Income,true,true
154,Materials 153,Family/side-business service line,Service,374.87,1,Consulting Income,true,true
155,Materials 154,Family/side-business service line,Service,182.23,1,Consulting Income,true,true
156,Permit Filing 155,Family/side-business service line,Service,898.10,1,Consulting Income,true,false
157,Load Calculation 156,Family/side-business service line,Service,886.23,1,Consulting Income,true,true
158,Materials 157,Family/side-business service line,Service,780.86,1,Consulting Income,true,true
159,Permit Filing 158,Family/side-business service line,Service,557.73,1,Consulting Income,true,true
160,Site Inspection 159,Family/side-business service line,Service,368.30,1,Consulting Income,true,false
161,Drafting Hours 160,Family/side-business service line,Service,832.13,1,Consulting Income,true,true
162,Materials 161,Family/side-business service line,Service,691.17,1,Consulting Income,true,true
163,Materials 162,Family/side-business service line,Service,522.74,1,Consulting Income,true,true
164,Permit Filing 163,Family/side-business service line,Service,386.47,1,Consulting Income,true,true
165,Permit Filing 164,Family/side-business service line,Service,843.56,1,Consulting Income,true,false
166,Drafting Hours 165,Family/side-business service line,Service,94.90,1,Consulting Income,true,false
167,Load Calculation 166,Family/side-business service line,Service,472.18,1,Consulting Income,true,true
168,Permit Filing 167,Family/side-business service line,Service,822.35,1,Consulting Income,true,false
169,Materials 168,Family/side-business service line,Service,145.94,1,Consulting Income,true,false
170,Load Calculation 169,Family/side-business service line,Service,291.53,1,Consulting Income,true,true
171,Drafting Hours 170,Family/side-business service line,Service,287.41,1,Consulting Income,true,false
172,Drafting Hours 171,Family/side-business service line,Service,67.93,1,Consulting Income,true,true
173,Load Calculation 172,Family/side-business service line,Service,805.03,1,Consulting Income,true,false
174,Load Calculation 173,Family/side-business service line,Service,430.25,1,Consulting Income,true,false
175,Materials 174,Family/side-business service line,Service,244.38,1,Consulting Income,true,false
176,Materials 175,Family/side-business service line,Service,345.90,1,Consulting Income,true,true
177,Drafting Hours 176,Family/side-business service line,Service,857.06,1,Consulting Income,true,true
178,Permit Filing 177,Family/side-business service line,Service,704.90,1,Consulting Income,true,true
179,Drafting Hours 178,Family/side-business service line,Service,866.88,1,Consulting Income,true,false
180,Load Calculation 179,Family/side-business service line,Service,769.02,1,Consulting Income,true,false
181,Site Inspection 180,Family/side-business service line,Service,674.67,1,Consulting Income,true,false
182,Load Calculation 181,Family/side-business service line,Service,727.71,1,Consulting Income,true,false
183,Load Calculation 182,Family/side-business service line,Service,837.01,1,Consulting Income,true,false
184,Load Calculation 183,Family/side-business service line,Service,812.67,1,Consulting Income,true,false
185,Drafting Hours 184,Family/side-business service line,Service,625.70,1,Consulting Income,true,true
186,Drafting Hours 185,Family/side-business service line,Service,221.42,1,Consulting Income,true,false
187,Drafting Hours 186,Family/side-business service line,Service,473.31,1,Consulting Income,true,false
188,Site Inspection 187,Family/side-business service line,Service,654.72,1,Consulting Income,true,false
189,Site Inspection 188,Family/side-business service line,Service,238.14,1,Consulting Income,true,true
190,Site Inspection 189,Family/side-business service line,Service,667.66,1,Consulting Income,true,true
191,Site Inspection 190,Family/side-business service line,Service,670.68,1,Consulting Income,true,true
192,Drafting Hours 191,Family/side-business service line,Service,528.79,1,Consulting Income,true,false
193,Permit Filing 192,Family/side-business service line,Service,266.50,1,Consulting Income,true,true
194,Materials 193,Family/side-business service line,Service,250.46,1,Consulting Income,true,false
195,Site Inspection 194,Family/side-business service line,Service,521.44,1,Consulting Income,true,false
196,Drafting Hours 195,Family/side-business service line,Service,142.69,1,Consulting Income,true,false
197,Drafting Hours 196,Family/side-business service line,Service,680.51,1,Consulting Income,true,false
198,Site Inspection 197,Family/side-business service line,Service,891.01,1,Consulting Income,true,true
199,Drafting Hours 198,Family/side-business service line,Service,408.10,1,Consulting Income,true,false
200,Structural Review 199,Family/side-business service line,Service,95.82,1,Consulting Income,true,false
201,Drafting Hours 200,Family/side-business service line,Service,519.78,1,Consulting Income,true,true
202,Structural Review 201,Family/side-business service line,Service,217.23,1,Consulting Income,true,true
203,Drafting Hours 202,Family/side-business service line,Service,431.64,1,Consulting Income,true,false
204,Permit Filing 203,Family/side-business service line,Service,439.74,1,Consulting Income,true,true
205,Materials 204,Family/side-business service line,Service,892.15,1,Consulting Income,true,true
206,Materials 205,Family/side-business service line,Service,674.88,1,Consulting Income,true,true
207,Drafting Hours 206,Family/side-business service line,Service,428.37,1,Consulting Income,true,false
208,Drafting Hours 207,Family/side-business service line,Service,676.61,1,Consulting Income,true,false
209,Load Calculation 12-x1,Family/side-business service line,Service,106.47,1,Consulting Income,true,true
210,Materials 162-x2,Family/side-business service line,Service,67.95,1,Consulting Income,true,true
211,Site Inspection 123-x3,Family/side-business service line,Service,522.74,1,Consulting Income,true,true
212,Site Inspection 130-x4,Family/side-business service line,Service,381.50,1,Consulting Income,true,false
213,Load Calculation 28-x5,Family/side-business service line,Service,67.93,1,Consulting Income,true,true
214,Drafting Hours 160-x6,Family/side-business service line,Service,881.17,1,Consulting Income,true,false
215,Materials 97-x7,Family/side-business service line,Service,305.28,1,Consulting Income,true,false
216,Load Calculation 172-x8,Family/side-business service line,Service,379.62,1,Consulting Income,true,false
217,Drafting Hours 62-x9,Family/side-business service line,Service,325.29,1,Consulting Income,true,false
218,Materials 59-x10,Family/side-business service line,Service,139.68,1,Consulting Income,true,true
219,Materials 93-x11,Family/side-business service line,Service,430.25,1,Consulting Income,true,false
220,Drafting Hours 196-x12,Family/side-business service line,Service,163.61,1,Consulting Income,true,false
221,Materials 36-x13,Family/side-business service line,Service,282.73,1,Consulting Income,true,false
222,Permit Filing 60-x14,Family/side-business service line,Service,428.37,1,Consulting Income,true,false
223,Site Inspection 39-x15,Family/side-business service line,Service,160.78,1,Consulting Income,true,false
224,Load Calculation 47-x16,Family/side-business service line,Service,550.17,1,Consulting Income,true,false
225,Drafting Hours 186-x17,Family/side-business service line,Service,249.28,1,Consulting Income,true,true
226,Site Inspection 180-x18,Family/side-business service line,Service,139.68,1,Consulting Income,true,true
