column_id,board_id,title,type,position
monday_columns_1057,monday_columns_1057,Monday item 57,type_57,position_57
monday_columns_1058,monday_columns_1058,Monday item 58,type_58,position_58
monday_columns_1059,monday_columns_1059,Monday item 59,type_59,position_59
monday_columns_1060,monday_columns_1060,Monday item 60,type_60,position_60
monday_columns_1061,monday_columns_1061,Monday item 61,type_61,position_61
monday_columns_1062,monday_columns_1062,Monday item 62,type_62,position_62
monday_columns_1063,monday_columns_1063,Monday item 63,type_63,position_63
monday_columns_1064,monday_columns_1064,Monday item 64,type_64,position_64
monday_columns_1065,monday_columns_1065,Monday item 65,type_65,position_65
monday_columns_1066,monday_columns_1066,Monday item 66,type_66,position_66
monday_columns_1067,monday_columns_1067,Monday item 67,type_67,position_67
monday_columns_1068,monday_columns_1068,Monday item 68,type_68,position_68
monday_columns_1069,monday_columns_1069,Monday item 69,type_69,position_69
monday_columns_1070,monday_columns_1070,Monday item 70,type_70,position_70
monday_columns_1071,monday_columns_1071,Monday item 71,type_71,position_71
monday_columns_1072,monday_columns_1072,Monday item 72,type_72,position_72
monday_columns_1073,monday_columns_1073,Monday item 73,type_73,position_73
monday_columns_1074,monday_columns_1074,Monday item 74,type_74,position_74
monday_columns_1075,monday_columns_1075,Monday item 75,type_75,position_75
monday_columns_1076,monday_columns_1076,Monday item 76,type_76,position_76
monday_columns_1077,monday_columns_1077,Monday item 77,type_77,position_77
monday_columns_1078,monday_columns_1078,Monday item 78,type_78,position_78
monday_columns_1079,monday_columns_1079,Monday item 79,type_79,position_79
monday_columns_1080,monday_columns_1080,Monday item 80,type_80,position_80
monday_columns_1081,monday_columns_1081,Monday item 81,type_81,position_81
monday_columns_1082,monday_columns_1082,Monday item 82,type_82,position_82
monday_columns_1083,monday_columns_1083,Monday item 83,type_83,position_83
monday_columns_1084,monday_columns_1084,Monday item 84,type_84,position_84
monday_columns_1085,monday_columns_1085,Monday item 85,type_85,position_85
monday_columns_1086,monday_columns_1086,Monday item 86,type_86,position_86
monday_columns_1087,monday_columns_1087,Monday item 87,type_87,position_87
monday_columns_1088,monday_columns_1088,Monday item 88,type_88,position_88
monday_columns_1089,monday_columns_1089,Monday item 89,type_89,position_89
monday_columns_1090,monday_columns_1090,Monday item 90,type_90,position_90
monday_columns_1091,monday_columns_1091,Monday item 91,type_91,position_91
monday_columns_1092,monday_columns_1092,Monday item 92,type_92,position_92
monday_columns_1093,monday_columns_1093,Monday item 93,type_93,position_93
monday_columns_1094,monday_columns_1094,Monday item 94,type_94,position_94
monday_columns_1095,monday_columns_1095,Monday item 95,type_95,position_95
monday_columns_1096,monday_columns_1096,Monday item 96,type_96,position_96
monday_columns_1097,monday_columns_1097,Monday item 97,type_97,position_97
monday_columns_1098,monday_columns_1098,Monday item 98,type_98,position_98
monday_columns_1099,monday_columns_1099,Monday item 99,type_99,position_99
