media_id,impressions,reach,engagement,saves,shares,profile_visits,follows
ig_0091,3322,644,492,52,7,25,14
ig_0092,4548,1708,492,93,18,11,4
ig_0093,249,563,241,93,9,14,15
ig_0094,3310,142,104,74,35,20,0
ig_0095,1930,139,149,48,1,13,20
ig_0096,1046,932,263,30,27,6,13
ig_0097,4579,400,144,17,17,28,2
ig_0098,2729,696,305,7,21,7,5
ig_0099,2827,1405,308,55,39,2,15
ig_0100,1463,629,442,70,47,7,15
ig_0101,1572,1352,123,45,48,13,8
ig_0102,1465,1464,96,100,42,6,5
ig_0103,2325,1172,417,20,8,19,18
ig_0104,3289,1922,121,81,10,28,0
ig_0105,3491,691,350,43,48,2,9
ig_0106,924,525,411,81,46,18,2
ig_0107,3750,1608,319,81,33,20,1
ig_0108,3289,171,432,55,28,7,7
ig_0109,1438,69,219,12,43,1,7
ig_0110,1523,510,396,84,4,16,6
ig_0111,149,110,29,92,1,17,2
ig_0112,2366,932,480,90,25,25,13
ig_0113,3276,1652,101,21,29,21,14
ig_0114,2626,1588,269,1,27,12,8
ig_0115,3143,373,156,60,48,14,6
ig_0116,233,1905,221,10,48,3,10
ig_0117,4385,1017,420,13,24,27,5
ig_0118,3934,114,451,56,9,24,17
ig_0119,3679,1420,217,46,29,25,2
ig_0120,1047,1673,66,21,31,6,16
ig_0121,1798,309,77,39,3,1,17
ig_0122,1911,1275,78,58,27,28,20
ig_0123,1632,859,72,87,46,11,18
ig_0124,1972,1578,293,31,49,6,5
ig_0125,1698,904,242,63,5,28,8
ig_0126,2468,78,321,35,20,29,16
ig_0127,4240,1365,14,95,24,3,10
ig_0128,3295,542,410,36,42,13,13
ig_0129,4281,1681,95,24,41,13,5
ig_0130,895,717,485,19,28,5,14
ig_0131,295,1498,100,74,32,17,15
ig_0132,944,797,407,81,39,29,4
ig_0133,3325,269,487,44,4,4,4
ig_0134,746,1138,160,47,8,17,8
ig_0135,2732,255,264,83,13,10,1
ig_0136,1150,1200,331,41,50,5,20
ig_0137,2274,1963,238,71,42,21,9
ig_0138,1613,1593,210,20,40,18,16
ig_0139,1564,1366,119,55,10,12,5
ig_0140,2760,1566,381,76,28,9,14
ig_0141,2512,177,97,50,5,22,8
ig_0142,1588,841,207,24,20,8,19
ig_0143,2521,1621,217,19,10,13,12
ig_0144,2499,1890,156,96,31,15,6
ig_0145,1161,605,63,57,24,6,18
ig_0146,2154,831,252,95,37,5,0
ig_0147,1609,592,365,14,24,3,15
ig_0148,464,53,144,12,20,5,20
ig_0149,630,1505,195,72,29,6,14
ig_0150,4294,1507,321,50,33,6,6
ig_0151,1458,798,437,49,23,12,0
ig_0152,305,1544,338,53,49,6,3
ig_0153,4478,1739,85,20,34,7,5
ig_0154,3765,1662,412,26,45,15,5
ig_0155,3269,833,230,31,47,3,11
ig_0156,2506,1845,417,79,9,23,7
ig_0157,3622,416,105,76,28,24,8
ig_0158,3178,691,27,24,37,6,7
ig_0159,1160,1694,122,72,32,7,14
ig_0160,2257,1564,108,57,19,25,11
ig_0161,2530,605,173,92,23,4,4
ig_0162,4806,1567,450,70,49,24,19
ig_0163,2801,1299,416,65,25,12,18
ig_0164,961,1423,373,89,49,6,10
ig_0165,4999,279,404,23,32,7,13
ig_0166,3615,1484,44,75,4,17,11
ig_0167,3343,946,119,7,43,0,0
ig_0168,922,716,108,56,26,6,19
ig_0169,3068,822,52,23,26,4,1
ig_0170,1586,1539,125,67,35,5,3
ig_0171,432,89,258,78,36,22,14
ig_0172,1976,446,298,45,44,27,16
ig_0173,3307,469,210,50,28,14,15
ig_0174,2935,1760,20,50,13,4,20
ig_0175,3725,594,257,4,28,6,8
ig_0176,3743,740,459,2,41,28,1
ig_0177,1364,631,432,48,31,25,17
ig_0178,3789,1339,488,80,24,21,18
ig_0179,3234,1172,99,31,32,12,7
ig_0180,921,1650,303,27,17,1,10
ig_0181,4448,1495,168,59,2,11,11
ig_0182,2384,1557,373,92,28,20,0
ig_0183,527,672,231,31,34,28,7
ig_0184,4899,1179,410,40,26,27,17
ig_0185,108,1381,477,17,39,27,2
ig_0186,4412,273,280,39,32,9,15
ig_0187,545,327,362,82,41,27,9
ig_0188,1476,1719,92,56,6,24,15
ig_0189,3483,131,476,97,7,25,19
ig_0190,822,90,313,12,47,26,1
ig_0191,3408,135,295,19,18,2,11
ig_0192,2647,1389,426,21,15,21,5
ig_0193,3808,425,68,88,40,0,0
ig_0194,4498,1885,289,71,28,25,17
ig_0195,1199,438,194,60,1,30,14
ig_0196,3513,229,464,36,36,2,20
ig_0197,4653,475,465,9,30,2,15
ig_0198,1228,428,324,84,36,1,12
ig_0199,2405,1183,314,34,47,6,16
ig_0200,1099,590,103,45,42,14,0
ig_0201,2419,1957,167,20,36,12,2
ig_0202,2620,395,416,4,27,7,19
ig_0203,4710,885,217,64,33,13,11
ig_0204,2767,570,320,84,47,17,16
ig_0205,673,897,390,61,13,17,11
ig_0206,1498,754,174,3,39,12,18
ig_0207,2726,119,209,17,22,0,11
ig_0208,4910,1590,316,85,47,1,18
ig_0209,3672,114,99,26,19,25,4
ig_0210,4814,342,16,14,6,11,11
ig_0211,2870,272,223,63,0,10,1
ig_0212,4479,896,442,63,34,10,6
ig_0213,4924,1537,324,48,37,12,3
ig_0214,173,1288,173,9,11,18,18
ig_0215,3127,1823,167,90,4,8,3
ig_0216,269,740,55,56,9,17,7
ig_0217,383,1639,372,14,30,14,16
ig_0218,4487,1576,226,42,14,4,2
ig_0219,525,1023,479,26,1,3,18
ig_0220,1890,1441,179,0,39,21,3
ig_0221,4512,383,183,73,38,18,7
ig_0222,1530,317,43,27,22,22,3
ig_0223,4563,891,17,52,46,15,16
ig_0224,4329,1480,81,97,42,3,0
ig_0225,4223,1814,169,32,6,12,17
ig_0226,1950,849,390,37,26,17,10
ig_0227,2717,1591,334,78,15,0,18
ig_0228,1723,1958,264,50,18,7,9
ig_0229,1651,1282,99,71,30,27,2
ig_0230,2919,936,488,12,37,27,6
ig_0231,3398,707,68,54,26,25,19
ig_0232,3051,1648,398,81,16,2,0
ig_0233,4029,1432,221,88,42,27,11
ig_0234,726,602,31,66,36,0,2
ig_0235,4968,337,29,75,1,20,0
ig_0236,2203,1435,241,63,7,10,8
ig_0237,3420,1461,386,88,22,12,14
ig_0238,1347,888,11,6,16,7,20
ig_0239,4419,707,484,13,14,16,20
ig_0240,2678,91,225,5,36,27,11
ig_0241,1792,515,114,7,36,29,12
ig_0242,3835,1822,434,40,19,20,3
ig_0243,226,919,363,19,28,8,14
ig_0244,1023,978,394,18,15,29,19
ig_0245,488,1798,285,99,9,11,11
ig_0246,2182,1691,325,100,48,5,17
ig_0247,3088,401,156,30,11,16,18
ig_0248,3203,632,179,35,40,7,8
ig_0249,2608,654,332,72,2,12,3
ig_0250,727,1585,200,55,20,30,1
ig_0251,1679,1289,110,55,5,5,18
ig_0252,949,1755,333,100,46,26,15
ig_0253,4033,1665,449,44,6,8,17
ig_0254,2865,735,463,50,48,23,11
ig_0255,4472,1448,221,66,39,19,14
ig_0256,1809,1087,500,78,36,23,7
ig_0257,757,1579,392,7,22,12,1
ig_0258,161,530,346,11,1,0,11
ig_0259,3726,580,264,86,15,6,19
ig_0260,4982,1469,430,81,22,19,16
ig_0261,656,1596,63,90,6,13,4
ig_0262,4891,1868,19,54,27,8,7
ig_0263,549,142,177,22,1,24,0
ig_0264,4001,880,312,83,32,14,4
ig_0265,506,129,467,64,4,1,20
ig_0266,4053,1052,130,91,32,6,11
ig_0267,798,864,98,26,29,15,13
ig_0268,3508,1272,410,35,48,20,12
ig_0269,2887,1518,398,66,11,4,11
ig_0270,3892,1683,399,84,0,6,16
ig_0271,979,1321,102,39,40,14,17
ig_0272,3386,264,353,43,5,8,16
ig_0273,3808,1577,278,37,31,15,1
ig_0274,1181,589,419,33,20,3,5
ig_0275,4125,1219,428,20,39,20,11
ig_0276,2733,1785,374,64,49,18,14
ig_0277,1647,470,424,81,37,24,14
ig_0278,1470,1432,368,51,6,12,3
ig_0279,2460,283,214,94,21,15,9
ig_0280,4820,885,427,18,4,20,20
ig_0281,4172,971,261,12,34,28,15
ig_0282,905,402,330,17,47,11,6
ig_0283,2263,1405,476,93,10,7,11
ig_0284,641,1722,33,80,32,7,5
ig_0285,1520,1343,108,10,5,17,5
ig_0286,3522,1741,69,5,12,2,11
ig_0287,3215,1665,269,28,4,22,10
ig_0288,1539,977,212,20,16,5,8
ig_0289,4133,1528,12,13,15,4,12
ig_0290,4348,170,277,39,50,22,19
ig_0291,133,1394,24,31,49,6,12
ig_0292,2297,1563,105,79,24,17,20
ig_0293,3410,1010,232,1,20,27,9
ig_0294,3311,1619,468,34,32,28,15
ig_0295,2198,99,76,83,8,27,5
ig_0296,1055,1180,202,49,49,9,2
ig_0297,3006,1661,321,54,7,6,9
ig_0298,1996,901,126,97,15,20,10
ig_0299,3448,1208,52,52,26,25,12
ig_0300,1035,68,364,71,48,9,4
ig_0301,919,1729,172,2,23,18,6
ig_0302,2588,1393,106,73,5,7,11
ig_0303,2522,954,24,61,3,6,9
ig_0304,3252,521,326,87,2,15,12
ig_0305,3636,1932,332,0,3,19,5
ig_0306,2858,1213,486,37,1,8,5
ig_0307,4455,1607,438,89,37,27,7
ig_0308,1192,1235,496,46,30,29,18
ig_0309,1024,203,366,78,8,6,20
ig_0310,4357,1029,236,43,9,18,6
ig_0311,1511,743,430,32,25,1,14
ig_0312,4420,689,390,5,19,1,3
ig_0313,2318,1957,118,53,11,26,9
ig_0314,1548,1627,57,26,42,16,3
ig_0315,2628,1496,423,25,44,29,8
ig_0316,1620,120,159,15,42,5,2
ig_0317,362,446,177,12,20,6,12
ig_0318,4079,1958,484,57,50,19,19
ig_0319,2479,1719,80,77,24,12,14
ig_0320,584,293,185,48,13,9,15
ig_0321,2604,555,415,58,34,30,1
ig_0322,4236,1268,135,73,39,0,7
ig_0323,1042,768,22,36,47,10,19
ig_0324,2297,709,175,100,45,14,14
ig_0325,3847,454,472,14,48,3,6
ig_0326,4006,1990,77,2,28,24,16
ig_0327,1696,1995,179,82,17,30,7
ig_0328,3519,1035,189,18,8,20,14
ig_0329,1520,146,284,16,17,29,14
ig_0330,2796,620,421,29,16,10,13
ig_0331,4897,1320,339,71,45,21,1
ig_0332,3514,267,418,72,28,28,13
ig_0333,1445,1459,67,18,38,1,0
ig_0334,2692,869,445,90,21,6,10
ig_0335,3406,1948,496,31,9,12,20
ig_0336,1597,741,66,46,14,27,6
ig_0337,4086,1933,444,74,27,3,10
ig_0338,3031,325,430,92,42,1,14
ig_0339,2887,529,102,62,1,9,0
ig_0340,2978,559,355,16,19,9,17
ig_0341,2772,887,351,44,22,6,1
ig_0342,2770,1119,146,21,27,12,18
ig_0343,4674,1627,324,13,37,26,19
ig_0344,2516,1455,487,65,28,8,14
ig_0345,2453,802,169,61,31,0,10
ig_0346,3921,1650,141,70,35,6,11
ig_0347,2978,210,485,77,15,17,1
ig_0348,3495,1786,187,14,40,18,18
ig_0349,4471,731,138,67,17,22,1
ig_0350,3213,1385,86,13,16,1,19
ig_0351,4720,1435,150,70,8,8,1
ig_0352,4726,1835,197,9,38,19,2
ig_0353,4363,351,68,11,37,22,0
ig_0354,1872,1812,230,50,14,28,4
ig_0355,4836,1369,138,57,45,7,6
ig_0356,4221,867,17,67,26,0,7
ig_0357,4361,1048,414,25,43,2,12
ig_0358,3180,1051,83,67,44,28,12
ig_0359,2236,710,235,98,39,8,8
ig_0360,1480,534,138,85,34,7,5
ig_0361,3197,1580,194,97,7,7,5
ig_0362,1783,802,383,15,17,13,17
ig_0363,3473,1734,371,93,8,8,11
ig_0364,1878,164,496,68,38,27,18
ig_0365,3306,1953,380,0,27,8,0
ig_0366,367,435,500,76,42,1,11
ig_0367,4864,1998,113,0,13,15,4
ig_0368,773,1898,140,88,50,18,19
ig_0369,4975,100,234,77,50,22,2
ig_0370,976,124,113,24,29,12,5
ig_0371,866,452,333,63,22,28,6
ig_0372,1593,1703,187,62,37,13,9
ig_0373,1863,1373,331,60,38,30,12
ig_0374,233,225,428,8,47,28,6
ig_0375,1310,1797,439,65,6,15,19
ig_0376,4115,628,208,25,1,23,13
ig_0377,1958,1919,379,87,23,10,6
ig_0378,3652,1711,196,75,39,10,13
ig_0379,1005,1891,185,64,29,14,5
ig_0380,536,1143,16,20,39,4,14
ig_0381,4721,1019,130,78,36,21,6
ig_0382,472,441,406,42,7,3,2
ig_0383,3358,1258,28,30,25,26,4
ig_0384,2481,56,364,91,35,0,0
ig_0385,773,404,87,95,39,10,6
ig_0386,3587,1176,320,93,43,7,0
ig_0387,3415,1238,200,37,32,12,15
ig_0388,2081,1467,461,75,16,17,20
ig_0389,4970,534,72,17,19,1,8
ig_0390,523,615,158,88,5,23,17
ig_0391,1132,1040,118,28,2,6,2
ig_0392,2565,1264,209,26,40,25,1
ig_0393,3302,1710,418,7,15,3,11
ig_0394,3968,1685,402,27,18,23,4
ig_0395,850,1140,460,43,17,27,3
ig_0396,4387,1713,322,5,21,30,4
ig_0397,1379,1292,204,80,38,13,13
ig_0398,4473,1512,167,32,4,12,18
ig_0399,871,1547,211,16,40,0,10
ig_0400,4299,1801,196,83,38,23,18
ig_0401,1806,689,187,6,26,27,8
ig_0402,3420,1066,244,8,19,25,1
ig_0403,692,834,41,38,30,14,6
ig_0404,519,673,336,50,23,1,16
ig_0405,234,628,217,63,50,3,16
ig_0406,987,416,142,63,2,21,3
ig_0407,1576,438,406,82,8,19,4
ig_0408,2514,894,53,1,33,8,17
ig_0409,3079,980,21,73,34,22,3
ig_0410,1901,1256,391,40,28,28,19
ig_0411,2614,818,308,81,35,0,9
ig_0412,513,1518,335,0,36,21,14
ig_0413,2933,1547,287,73,19,13,7
ig_0414,176,992,405,55,9,25,19
ig_0415,2085,1931,162,6,8,2,0
ig_0416,3585,171,370,91,49,27,15
ig_0417,3525,832,72,98,6,0,2
ig_0418,2957,1134,254,40,1,15,4
ig_0419,4380,431,20,74,17,17,3
ig_0420,3813,551,467,42,48,4,3
ig_0421,2149,154,125,88,32,5,0
ig_0422,2299,1169,476,42,30,28,18
ig_0423,2828,665,74,19,50,24,14
ig_0424,2871,1758,136,5,46,11,2
ig_0425,319,1220,281,96,46,28,15
ig_0426,771,1212,33,13,40,11,14
ig_0427,3057,1028,133,96,3,9,16
ig_0428,4705,558,248,88,21,5,11
ig_0429,1805,882,160,89,1,30,1
ig_0430,4381,377,439,26,10,13,11
ig_0431,1932,1794,447,38,39,10,15
ig_0432,4666,526,225,49,24,17,15
ig_0433,672,457,488,74,6,30,9
ig_0434,4581,1691,307,88,19,8,7
ig_0435,3915,270,17,21,14,2,5
ig_0436,2899,86,180,21,0,23,15
ig_0437,4671,299,336,97,50,7,20
ig_0438,4307,882,211,49,23,15,19
ig_0439,3566,1864,425,45,18,4,16
ig_0440,4510,818,299,94,8,26,20
ig_0441,1573,1641,254,78,20,21,7
ig_0442,4417,1643,462,74,39,30,6
ig_0443,2837,912,265,80,49,20,4
ig_0444,4714,629,465,40,24,15,3
ig_0445,2666,100,111,71,17,8,16
ig_0446,708,616,199,66,13,24,18
ig_0447,1295,926,303,32,28,21,7
ig_0448,3431,1751,72,26,1,9,7
ig_0449,3786,1513,278,64,29,26,3
ig_0450,4610,1584,36,94,9,9,5
ig_0451,3156,433,110,89,35,27,2
ig_0452,841,469,308,29,30,10,14
ig_0453,2263,856,488,22,18,5,20
ig_0454,362,275,259,41,14,11,2
ig_0455,3251,1287,309,5,44,18,16
ig_0456,1570,662,29,2,36,23,7
ig_0457,1137,1650,391,13,41,22,4
ig_0458,3390,116,306,82,0,11,2
ig_0459,4513,1142,445,28,32,8,13
ig_0460,2661,646,204,99,8,4,8
ig_0461,2828,1457,217,43,18,21,6
ig_0462,421,1366,226,5,37,11,19
ig_0463,2714,392,311,66,26,22,13
ig_0464,1117,1072,395,79,49,3,1
ig_0465,4199,887,469,100,27,18,17
ig_0466,2564,425,161,6,26,7,1
ig_0467,3571,335,341,38,31,2,1
ig_0468,4716,211,267,56,41,29,11
ig_0469,173,664,247,15,8,25,12
ig_0470,4406,283,438,17,38,7,18
ig_0471,4859,1523,211,68,37,7,14
ig_0472,2509,1943,19,74,24,20,19
ig_0473,2839,173,67,55,12,16,16
ig_0474,376,1024,83,15,46,29,9
ig_0475,2168,336,214,69,13,13,18
ig_0476,3693,82,226,4,15,24,17
ig_0477,4128,1464,20,65,2,28,15
ig_0478,3591,421,329,94,3,13,2
ig_0479,1491,1851,275,50,14,28,1
ig_0480,4053,1228,309,79,48,24,13
ig_0481,2412,653,204,42,2,26,4
ig_0482,1058,790,131,69,25,5,1
ig_0483,2977,1743,352,44,4,27,11
ig_0484,2472,900,255,42,46,9,18
ig_0485,3118,327,112,72,7,17,6
ig_0486,3726,117,466,3,32,17,19
ig_0487,2079,1931,247,22,25,21,16
ig_0488,4231,1157,47,83,6,22,5
ig_0489,1302,1895,486,62,2,26,19
ig_0490,4401,1335,284,48,38,2,16
ig_0491,801,661,310,92,18,27,11
ig_0492,4177,1172,285,39,38,14,12
ig_0493,4639,1522,423,1,45,18,3
ig_0494,2923,1776,278,64,27,10,11
ig_0495,1507,818,25,37,33,10,0
ig_0496,1124,608,39,45,29,16,10
ig_0497,1196,649,479,75,24,2,12
ig_0498,2645,540,169,31,29,4,10
ig_0499,1019,282,138,33,35,24,10
ig_0500,2630,1985,453,97,12,25,3
ig_0501,3839,1963,278,54,1,24,17
ig_0502,1855,1339,424,73,23,5,2
ig_0503,646,832,326,66,43,17,19
ig_0504,1272,232,164,26,19,6,12
ig_0505,3715,1209,161,85,30,3,16
ig_0506,2344,1149,500,94,0,28,1
ig_0507,2489,306,345,1,44,15,14
ig_0508,4438,1193,435,9,49,11,4
ig_0509,1641,1273,45,74,38,19,1
ig_0510,1331,57,250,14,16,14,6
ig_0511,2028,1919,402,17,20,23,14
ig_0512,245,1101,172,40,17,21,12
ig_0513,4376,299,276,36,7,23,13
ig_0514,1589,839,279,74,32,30,7
ig_0515,4216,1384,14,4,14,27,13
ig_0516,1368,1845,206,75,45,13,0
ig_0517,3959,1431,475,38,4,24,9
ig_0518,1339,1830,290,19,31,26,3
ig_0519,3628,1550,103,5,36,27,16
ig_0520,1547,775,212,87,6,9,5
ig_0521,3417,152,48,88,14,0,18
ig_0522,4997,480,77,33,6,30,7
ig_0523,2707,1561,41,67,41,15,10
ig_0524,1007,1669,227,8,33,1,20
ig_0525,121,545,334,3,47,25,12
ig_0526,4151,357,71,68,41,1,14
ig_0527,3313,1790,112,46,16,23,14
ig_0528,4381,1056,351,35,19,20,9
ig_0529,1692,727,484,78,4,18,5
