device_id,zone_id,zone_name,sensitivity,enabled,coordinates
d_driveway,62,Zone 62,10,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,63,Zone 63,9,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,64,Zone 64,5,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,65,Zone 65,3,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,66,Zone 66,7,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,67,Zone 67,7,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,68,Zone 68,10,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,69,Zone 69,1,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,70,Zone 70,8,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,71,Zone 71,6,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,72,Zone 72,5,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,73,Zone 73,2,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,74,Zone 74,8,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,75,Zone 75,8,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,76,Zone 76,2,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,77,Zone 77,9,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,78,Zone 78,6,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,79,Zone 79,1,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,80,Zone 80,3,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,81,Zone 81,5,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,82,Zone 82,10,True,"[[0,0],[100,0],[100,100],[0,100]]"
