id,user_id,user_login,user_name,game_id,game_name,type,title,viewer_count,started_at,language,is_live
80016,40008,sprintqueen,PixelPaladin,30002,Cities: Skylines II,live,PawSox throwback,1002,2025-09-29T07:01:09Z,en,false
80017,40006,PawSox throwback,OrbitDev,30006,AFC East recap,live,Map making sunday,17195,2024-12-22T17:12:55Z,en,false
80018,40002,PawSox throwback,Red Sox win in extras,30004,Elden Ring,live,Building a roguelike in Rust - day 14,3899,2025-01-22T19:39:37Z,en,false
80019,40008,tacticalturtle,CasualCartographer,30005,Speedrunning,,Fenway opening day,10953,2025-03-21T09:16:36Z,en,true
80020,40004,AFC East recap,NightOwlCodes,30002,Elden Ring,,WR attempts all morning,6581,2026-02-03T18:44:26Z,en,false
80021,40005,AFC East recap,Red Sox win in extras,30003,Software and Game Development,live,PawSox throwback,3473,2026-07-17T11:29:03Z,en,false
80022,40004,PawSox throwback,OrbitDev,30007,Elden Ring,,Building the perfect transit network,15091,2024-10-01T19:39:21Z,en,false
80023,40008,nightowlcodes,NightOwlCodes,30006,Strategy,live,Map making sunday,874,2024-09-01T12:27:10Z,en,false
80024,40007,tacticalturtle,TacticalTurtle,30007,Software and Game Development,live,PawSox throwback,11367,2026-10-26T08:23:16Z,en,true
80025,40004,pixelpaladin,NightOwlCodes,30006,Speedrunning,,Building a roguelike in Rust - day 14,10306,2026-08-05T10:04:37Z,en,false
80026,40002,orbit_dev,PixelPaladin,30008,AFC East recap,live,PawSox throwback,18156,2024-12-23T15:08:54Z,en,false
80027,40002,AFC East recap,Red Sox win in extras,30006,Strategy,live,PawSox throwback,11692,2025-06-13T10:57:11Z,en,false
80028,40002,orbit_dev,NightOwlCodes,30005,Cities: Skylines II,,PawSox throwback,16108,2026-06-02T18:00:14Z,en,false
80029,40002,tacticalturtle,NightOwlCodes,30002,AFC East recap,,Building a roguelike in Rust - day 14,12120,2025-10-28T11:55:18Z,en,false
80030,40005,pixelpaladin,NightOwlCodes,30008,AFC East recap,,Building the perfect transit network,7021,2026-11-03T13:07:46Z,en,true
80031,40008,AFC East recap,NightOwlCodes,30008,AFC East recap,live,Building the perfect transit network,7084,2025-06-08T08:16:07Z,en,true
80032,40002,tacticalturtle,NightOwlCodes,30002,AFC East recap,,WR attempts all morning,15697,2025-10-28T12:40:26Z,en,false
80033,40003,nightowlcodes,OrbitDev,30007,Software and Game Development,,Orbit CLI 2.0 launch stream and live Q&A,14301,2026-01-19T09:30:31Z,en,true
80034,40003,PawSox throwback,Red Sox win in extras,30007,Software and Game Development,,Blind Elden Ring run - no spoilers please,968,2026-04-14T20:55:25Z,en,false
80035,40008,AFC East recap,Red Sox win in extras,30006,Cities: Skylines II,,Blind Elden Ring run - no spoilers please,4418,2025-12-29T18:35:28Z,en,true
80036,40003,casualcartographer,Red Sox win in extras,30004,Cities: Skylines II,live,PawSox throwback,15172,2026-05-30T16:45:45Z,en,false
80037,40002,casualcartographer,NightOwlCodes,30008,Strategy,live,Building the perfect transit network,5110,2025-09-11T09:55:10Z,en,false
80038,40008,AFC East recap,OrbitDev,30003,Speedrunning,live,Fenway opening day,3445,2026-10-06T12:03:57Z,en,true
80039,40005,sprintqueen,Red Sox win in extras,30006,Speedrunning,live,PawSox throwback,17868,2025-07-06T11:33:06Z,en,true
80040,40003,orbit_dev,PixelPaladin,30002,Elden Ring,live,WR attempts all morning,12988,2024-07-17T10:05:43Z,en,false
80041,40002,AFC East recap,Red Sox win in extras,30002,AFC East recap,,PawSox throwback,9363,2025-06-25T06:51:08Z,en,false
80042,40001,AFC East recap,TacticalTurtle,30003,AFC East recap,,Building a roguelike in Rust - day 14,8640,2026-11-03T16:47:03Z,en,false
80043,40001,tacticalturtle,TacticalTurtle,30005,Strategy,live,Fenway opening day,2874,2025-09-10T20:59:32Z,en,false
80044,40005,pixelpaladin,TacticalTurtle,30005,Speedrunning,live,Map making sunday,6688,2025-01-29T16:09:13Z,en,true
80045,40003,orbit_dev,Red Sox win in extras,30008,AFC East recap,,Map making sunday,7363,2025-09-20T18:51:07Z,en,true
80046,40006,AFC East recap,PixelPaladin,30008,Elden Ring,live,Building the perfect transit network,17946,2024-12-29T20:40:27Z,en,false
80047,40003,sprintqueen,OrbitDev,30002,Strategy,,Building the perfect transit network,15333,2026-05-01T13:16:39Z,en,true
80048,40007,pixelpaladin,SprintQueen,30006,Strategy,live,Building the perfect transit network,1632,2025-02-09T17:08:03Z,en,false
80049,40005,orbit_dev,OrbitDev,30003,AFC East recap,live,Building the perfect transit network,1180,2024-07-19T12:32:30Z,en,false
80050,40001,tacticalturtle,Red Sox win in extras,30002,Cities: Skylines II,,Map making sunday,17778,2026-03-12T11:01:46Z,en,false
80051,40008,sprintqueen,SprintQueen,30008,AFC East recap,live,Map making sunday,15698,2026-04-29T09:54:07Z,en,true
80052,40005,tacticalturtle,OrbitDev,30006,Software and Game Development,live,Blind Elden Ring run - no spoilers please,18090,2025-12-29T19:13:49Z,en,false
80053,40005,pixelpaladin,TacticalTurtle,30006,AFC East recap,live,Building the perfect transit network,3488,2025-07-03T09:27:49Z,en,false
80054,40004,sprintqueen,CasualCartographer,30002,AFC East recap,,Orbit CLI 2.0 launch stream and live Q&A,7179,2025-12-21T18:35:30Z,en,false
80055,40001,sprintqueen,TacticalTurtle,30008,Software and Game Development,live,WR attempts all morning,15878,2025-03-13T09:27:59Z,en,true
80056,40001,casualcartographer,TacticalTurtle,30003,AFC East recap,live,WR attempts all morning,11650,2024-09-22T20:21:03Z,en,false
80057,40002,casualcartographer,Red Sox win in extras,30006,Cities: Skylines II,live,Building the perfect transit network,14472,2026-01-18T10:57:48Z,en,true
80058,40004,PawSox throwback,SprintQueen,30003,Cities: Skylines II,live,Map making sunday,1249,2026-08-25T15:04:34Z,en,true
80059,40005,nightowlcodes,OrbitDev,30005,AFC East recap,live,WR attempts all morning,9765,2026-10-14T11:50:42Z,en,false
80060,40004,sprintqueen,PixelPaladin,30003,Software and Game Development,,WR attempts all morning,8880,2026-05-19T08:48:56Z,en,false
80061,40006,sprintqueen,Red Sox win in extras,30002,AFC East recap,live,Blind Elden Ring run - no spoilers please,824,2025-12-18T14:05:55Z,en,false
80062,40007,orbit_dev,Red Sox win in extras,30002,Elden Ring,live,Fenway opening day,15324,2024-10-02T08:17:05Z,en,true
80063,40006,pixelpaladin,TacticalTurtle,30004,AFC East recap,live,WR attempts all morning,3654,2026-09-12T19:53:05Z,en,false
80064,40006,sprintqueen,Red Sox win in extras,30006,Speedrunning,,Building a roguelike in Rust - day 14,13745,2025-12-30T07:31:43Z,en,false
80065,40008,sprintqueen,NightOwlCodes,30002,Speedrunning,,WR attempts all morning,11963,2024-12-27T06:36:42Z,en,true
80066,40005,casualcartographer,Red Sox win in extras,30007,Software and Game Development,live,Orbit CLI 2.0 launch stream and live Q&A,2232,2025-03-25T11:55:11Z,en,true
80067,40003,nightowlcodes,SprintQueen,30002,Strategy,live,Fenway opening day,12190,2026-07-11T09:52:13Z,en,true
80068,40004,orbit_dev,CasualCartographer,30002,Elden Ring,,Blind Elden Ring run - no spoilers please,7631,2025-03-20T19:59:23Z,en,false
80069,40003,orbit_dev,Red Sox win in extras,30002,Cities: Skylines II,,PawSox throwback,7139,2025-09-20T18:30:31Z,en,false
80070,40005,nightowlcodes,SprintQueen,30002,AFC East recap,live,Blind Elden Ring run - no spoilers please,14855,2026-05-16T19:50:52Z,en,false
80071,40001,pixelpaladin,PixelPaladin,30003,Elden Ring,,Building a roguelike in Rust - day 14,9643,2024-09-21T18:56:01Z,en,true
80072,40002,nightowlcodes,SprintQueen,30004,Speedrunning,,Fenway opening day,13771,2024-11-26T11:24:05Z,en,false
80073,40003,PawSox throwback,CasualCartographer,30005,Software and Game Development,,Blind Elden Ring run - no spoilers please,1677,2026-01-16T07:02:02Z,en,false
80074,40004,pixelpaladin,CasualCartographer,30002,AFC East recap,live,PawSox throwback,18304,2024-09-30T09:25:17Z,en,false
80075,40006,AFC East recap,SprintQueen,30008,Elden Ring,live,Map making sunday,3671,2025-12-15T19:30:16Z,en,false
80076,40007,nightowlcodes,CasualCartographer,30003,Elden Ring,,Building a roguelike in Rust - day 14,7985,2026-06-29T17:37:42Z,en,false
80077,40005,tacticalturtle,CasualCartographer,30007,Software and Game Development,live,Building a roguelike in Rust - day 14,8400,2026-06-22T15:22:28Z,en,false
80078,40006,sprintqueen,Red Sox win in extras,30003,Software and Game Development,live,WR attempts all morning,11012,2024-07-16T17:15:36Z,en,false
80079,40001,AFC East recap,OrbitDev,30007,Speedrunning,live,Building a roguelike in Rust - day 14,4529,2024-10-07T16:34:03Z,en,true
80080,40008,PawSox throwback,SprintQueen,30004,Software and Game Development,,Map making sunday,11083,2024-12-10T20:16:01Z,en,true
80081,40002,sprintqueen,NightOwlCodes,30002,Elden Ring,live,Map making sunday,4381,2026-06-07T07:52:12Z,en,false
80082,40004,tacticalturtle,CasualCartographer,30007,Elden Ring,live,Blind Elden Ring run - no spoilers please,3925,2026-04-07T11:36:28Z,en,false
80083,40005,sprintqueen,SprintQueen,30008,Elden Ring,live,PawSox throwback,10406,2026-03-04T06:34:18Z,en,false
80084,40005,casualcartographer,Red Sox win in extras,30002,Software and Game Development,,PawSox throwback,10578,2025-06-29T20:53:53Z,en,false
80085,40007,orbit_dev,Red Sox win in extras,30002,AFC East recap,live,Fenway opening day,9161,2026-05-04T16:05:29Z,en,true
80086,40004,casualcartographer,CasualCartographer,30002,AFC East recap,live,Building a roguelike in Rust - day 14,14280,2024-11-24T13:11:11Z,en,false
80087,40002,AFC East recap,CasualCartographer,30007,Cities: Skylines II,live,WR attempts all morning,11237,2024-11-18T16:24:15Z,en,false
80088,40005,sprintqueen,OrbitDev,30002,Cities: Skylines II,live,PawSox throwback,18354,2024-10-21T10:49:04Z,en,false
80089,40006,sprintqueen,OrbitDev,30007,Speedrunning,live,Blind Elden Ring run - no spoilers please,12259,2025-06-25T17:18:12Z,en,false
80090,40007,sprintqueen,OrbitDev,30004,Speedrunning,,Building the perfect transit network,7304,2025-10-29T11:28:38Z,en,false
80091,40001,sprintqueen,Red Sox win in extras,30002,Software and Game Development,live,PawSox throwback,10262,2026-05-29T10:25:51Z,en,true
80092,40004,AFC East recap,TacticalTurtle,30005,Strategy,live,Map making sunday,9235,2024-09-16T12:00:37Z,en,true
80093,40002,nightowlcodes,Red Sox win in extras,30002,Cities: Skylines II,live,WR attempts all morning,16326,2025-10-01T11:59:29Z,en,true
80094,40003,nightowlcodes,SprintQueen,30007,Strategy,,Map making sunday,8059,2025-03-31T12:55:58Z,en,true
80095,40002,casualcartographer,NightOwlCodes,30002,Elden Ring,live,Fenway opening day,10415,2026-07-17T08:48:41Z,en,false
80096,40003,casualcartographer,Red Sox win in extras,30006,AFC East recap,live,Blind Elden Ring run - no spoilers please,17657,2024-09-30T15:51:47Z,en,false
80097,40002,pixelpaladin,Red Sox win in extras,30008,Software and Game Development,live,Map making sunday,14129,2026-04-02T15:11:14Z,en,true
80098,40008,pixelpaladin,Red Sox win in extras,30003,Software and Game Development,live,Blind Elden Ring run - no spoilers please,6551,2025-09-30T11:39:50Z,en,false
80099,40008,AFC East recap,NightOwlCodes,30008,Elden Ring,,Map making sunday,14943,2024-10-09T08:27:06Z,en,true
80100,40003,pixelpaladin,Red Sox win in extras,30007,Elden Ring,,Orbit CLI 2.0 launch stream and live Q&A,15144,2025-11-15T14:13:54Z,en,true
80101,40008,AFC East recap,CasualCartographer,30007,Elden Ring,live,Building a roguelike in Rust - day 14,14142,2025-09-14T07:56:39Z,en,false
80102,40005,PawSox throwback,SprintQueen,30005,Software and Game Development,live,Map making sunday,3196,2025-05-24T10:33:45Z,en,false
80103,40006,PawSox throwback,SprintQueen,30005,AFC East recap,,PawSox throwback,13829,2025-04-29T17:59:32Z,en,false
80104,40006,nightowlcodes,SprintQueen,30005,Software and Game Development,live,PawSox throwback,3378,2025-01-13T20:11:24Z,en,false
80105,40004,nightowlcodes,SprintQueen,30006,AFC East recap,live,Map making sunday,1482,2025-11-12T07:29:40Z,en,false
80106,40007,nightowlcodes,Red Sox win in extras,30007,Cities: Skylines II,,Building a roguelike in Rust - day 14,6039,2025-12-05T06:09:37Z,en,true
80107,40003,PawSox throwback,TacticalTurtle,30004,Software and Game Development,,WR attempts all morning,17930,2025-08-15T12:11:00Z,en,false
80108,40004,tacticalturtle,SprintQueen,30003,Software and Game Development,live,WR attempts all morning,6308,2025-04-07T20:11:56Z,en,false
80109,40008,PawSox throwback,CasualCartographer,30002,Speedrunning,,Building the perfect transit network,5881,2025-09-03T09:25:39Z,en,true
80110,40001,nightowlcodes,TacticalTurtle,30007,Elden Ring,live,Map making sunday,5000,2026-04-03T06:33:13Z,en,true
80111,40008,casualcartographer,CasualCartographer,30008,AFC East recap,,Map making sunday,9746,2025-02-13T11:23:16Z,en,true
80112,40003,PawSox throwback,OrbitDev,30003,Software and Game Development,live,Building the perfect transit network,1085,2025-12-08T07:42:40Z,en,true
80113,40006,tacticalturtle,PixelPaladin,30006,AFC East recap,live,Orbit CLI 2.0 launch stream and live Q&A,1186,2026-10-07T07:35:50Z,en,false
80114,40006,nightowlcodes,Red Sox win in extras,30003,AFC East recap,,Building the perfect transit network,16253,2026-02-26T07:27:37Z,en,false
80115,40002,orbit_dev,PixelPaladin,30002,Speedrunning,live,Building a roguelike in Rust - day 14,6154,2025-08-10T11:50:48Z,en,false
80116,40005,tacticalturtle,NightOwlCodes,30002,AFC East recap,,PawSox throwback,14546,2026-07-17T13:57:25Z,en,false
80117,40008,pixelpaladin,Red Sox win in extras,30002,Strategy,live,WR attempts all morning,15352,2024-09-25T19:07:34Z,en,false
80118,40003,PawSox throwback,SprintQueen,30003,Software and Game Development,,Building a roguelike in Rust - day 14,11538,2024-09-17T08:19:59Z,en,false
80119,40001,pixelpaladin,SprintQueen,30004,AFC East recap,,Fenway opening day,14403,2026-04-29T19:49:15Z,en,false
80120,40006,nightowlcodes,Red Sox win in extras,30008,Software and Game Development,,Building the perfect transit network,11529,2026-08-31T08:26:23Z,en,false
80121,40002,sprintqueen,TacticalTurtle,30002,Strategy,live,Map making sunday,13807,2024-09-04T10:15:05Z,en,true
80122,40008,casualcartographer,PixelPaladin,30005,Speedrunning,live,Map making sunday,7152,2024-09-17T10:21:00Z,en,false
80123,40004,pixelpaladin,Red Sox win in extras,30003,Cities: Skylines II,live,Blind Elden Ring run - no spoilers please,9178,2025-08-16T19:27:21Z,en,true
80124,40001,casualcartographer,CasualCartographer,30008,Elden Ring,live,Building the perfect transit network,15113,2024-09-14T16:27:51Z,en,true
80125,40002,tacticalturtle,Red Sox win in extras,30006,Software and Game Development,,Map making sunday,16599,2025-02-09T11:02:40Z,en,false
80126,40005,AFC East recap,Red Sox win in extras,30004,Software and Game Development,live,Fenway opening day,5047,2026-01-02T16:50:18Z,en,false
80127,40003,nightowlcodes,OrbitDev,30002,Speedrunning,,Building the perfect transit network,5861,2026-06-08T09:35:06Z,en,true
80128,40008,PawSox throwback,TacticalTurtle,30007,Cities: Skylines II,,Orbit CLI 2.0 launch stream and live Q&A,6268,2024-11-26T17:44:16Z,en,false
80129,40004,pixelpaladin,CasualCartographer,30002,Software and Game Development,live,Building the perfect transit network,2641,2025-12-12T20:57:38Z,en,true
80130,40002,pixelpaladin,CasualCartographer,30002,Software and Game Development,,Map making sunday,15254,2026-03-29T08:12:59Z,en,false
80131,40006,PawSox throwback,SprintQueen,30002,Speedrunning,live,Orbit CLI 2.0 launch stream and live Q&A,1667,2025-07-02T16:21:52Z,en,false
80132,40005,AFC East recap,Red Sox win in extras,30006,Elden Ring,live,WR attempts all morning,1268,2026-10-11T07:07:45Z,en,false
80133,40001,AFC East recap,SprintQueen,30006,AFC East recap,live,Fenway opening day,12143,2026-06-09T19:39:58Z,en,false
80134,40001,nightowlcodes,OrbitDev,30004,Software and Game Development,live,Orbit CLI 2.0 launch stream and live Q&A,17496,2025-03-21T15:39:54Z,en,false
80135,40002,nightowlcodes,OrbitDev,30002,AFC East recap,live,Fenway opening day,13939,2024-07-08T17:55:12Z,en,false
80136,40005,pixelpaladin,TacticalTurtle,30007,Strategy,live,Orbit CLI 2.0 launch stream and live Q&A,12386,2026-03-18T15:16:01Z,en,true
80137,40002,tacticalturtle,NightOwlCodes,30007,Speedrunning,,Orbit CLI 2.0 launch stream and live Q&A,14306,2026-05-06T08:25:38Z,en,true
80138,40004,casualcartographer,Red Sox win in extras,30008,Software and Game Development,live,Fenway opening day,9638,2026-09-30T10:21:27Z,en,true
80139,40004,casualcartographer,SprintQueen,30003,AFC East recap,live,Orbit CLI 2.0 launch stream and live Q&A,6477,2026-02-14T18:37:17Z,en,true
80140,40005,tacticalturtle,CasualCartographer,30003,Software and Game Development,,Fenway opening day,2937,2025-04-29T19:25:42Z,en,false
80141,40001,tacticalturtle,Red Sox win in extras,30003,Cities: Skylines II,live,Blind Elden Ring run - no spoilers please,2525,2025-11-15T11:41:39Z,en,true
80142,40007,tacticalturtle,Red Sox win in extras,30006,Speedrunning,,PawSox throwback,4564,2026-02-28T20:52:57Z,en,false
80143,40007,PawSox throwback,CasualCartographer,30008,Strategy,,PawSox throwback,16562,2025-01-19T09:17:52Z,en,false
80144,40003,nightowlcodes,PixelPaladin,30002,Elden Ring,live,Orbit CLI 2.0 launch stream and live Q&A,4865,2026-11-01T14:57:05Z,en,true
80145,40004,tacticalturtle,Red Sox win in extras,30007,AFC East recap,,WR attempts all morning,11581,2026-11-07T09:21:44Z,en,false
80146,40006,orbit_dev,SprintQueen,30005,AFC East recap,live,Building a roguelike in Rust - day 14,1648,2024-06-25T11:57:22Z,en,false
80147,40002,sprintqueen,SprintQueen,30005,Speedrunning,live,WR attempts all morning,16913,2026-03-25T12:56:54Z,en,false
80148,40002,casualcartographer,Red Sox win in extras,30005,Software and Game Development,live,Fenway opening day,5155,2025-11-30T17:01:27Z,en,true
80149,40005,tacticalturtle,SprintQueen,30007,Software and Game Development,live,Building the perfect transit network,14562,2026-06-06T13:12:15Z,en,true
80150,40001,sprintqueen,NightOwlCodes,30006,Cities: Skylines II,live,Building the perfect transit network,17585,2026-02-09T11:40:55Z,en,false
80151,40002,tacticalturtle,Red Sox win in extras,30002,AFC East recap,live,Building the perfect transit network,6395,2024-08-16T14:50:38Z,en,false
80152,40004,tacticalturtle,Red Sox win in extras,30002,Elden Ring,,Blind Elden Ring run - no spoilers please,9648,2026-09-19T06:23:57Z,en,true
80153,40008,sprintqueen,CasualCartographer,30002,Software and Game Development,live,Fenway opening day,9098,2026-02-15T15:42:47Z,en,false
80154,40002,orbit_dev,OrbitDev,30008,Software and Game Development,live,Building the perfect transit network,3614,2026-04-16T14:15:46Z,en,false
80155,40002,casualcartographer,CasualCartographer,30004,AFC East recap,live,Blind Elden Ring run - no spoilers please,5458,2026-02-20T18:52:28Z,en,false
80156,40006,PawSox throwback,CasualCartographer,30002,Strategy,,Fenway opening day,10617,2026-07-19T09:28:12Z,en,true
80157,40006,pixelpaladin,OrbitDev,30007,Strategy,,Map making sunday,7329,2025-04-26T06:18:13Z,en,false
80158,40001,PawSox throwback,PixelPaladin,30003,AFC East recap,,Blind Elden Ring run - no spoilers please,17911,2025-10-21T13:19:52Z,en,false
80159,40006,pixelpaladin,Red Sox win in extras,30004,AFC East recap,live,Orbit CLI 2.0 launch stream and live Q&A,11117,2026-01-05T15:49:37Z,en,false
80160,40006,PawSox throwback,Red Sox win in extras,30002,Software and Game Development,,Building the perfect transit network,6987,2025-07-27T17:30:06Z,en,false
80161,40007,pixelpaladin,OrbitDev,30005,Elden Ring,,WR attempts all morning,5879,2026-06-06T06:19:51Z,en,false
80162,40005,casualcartographer,Red Sox win in extras,30003,Software and Game Development,live,Orbit CLI 2.0 launch stream and live Q&A,3738,2025-03-09T13:24:51Z,en,false
80163,40004,tacticalturtle,Red Sox win in extras,30002,Software and Game Development,,Building the perfect transit network,3139,2025-04-27T13:33:16Z,en,false
80164,40005,sprintqueen,SprintQueen,30007,AFC East recap,live,Building the perfect transit network,11689,2026-06-28T09:27:28Z,en,false
80165,40007,pixelpaladin,Red Sox win in extras,30004,AFC East recap,,Building a roguelike in Rust - day 14,8908,2026-10-22T19:36:03Z,en,true
80166,40001,casualcartographer,SprintQueen,30002,AFC East recap,live,Building the perfect transit network,12853,2026-05-14T16:19:43Z,en,false
80167,40001,orbit_dev,CasualCartographer,30004,AFC East recap,,Blind Elden Ring run - no spoilers please,15471,2026-01-17T07:29:46Z,en,true
80168,40002,pixelpaladin,Red Sox win in extras,30007,Speedrunning,live,Building the perfect transit network,13984,2024-11-06T09:42:07Z,en,false
80169,40008,casualcartographer,TacticalTurtle,30004,Elden Ring,,Blind Elden Ring run - no spoilers please,15606,2026-03-18T08:05:09Z,en,true
80170,40005,tacticalturtle,TacticalTurtle,30007,Speedrunning,live,Fenway opening day,4917,2026-05-27T11:17:48Z,en,false
80171,40004,sprintqueen,SprintQueen,30008,Strategy,live,PawSox throwback,7713,2025-10-31T17:48:42Z,en,false
80172,40004,sprintqueen,CasualCartographer,30006,Strategy,,Building a roguelike in Rust - day 14,9,2025-11-04T16:10:13Z,en,true
80173,40004,tacticalturtle,NightOwlCodes,30007,Cities: Skylines II,,WR attempts all morning,7352,2026-05-03T15:44:18Z,en,false
80174,40006,orbit_dev,NightOwlCodes,30004,Software and Game Development,live,WR attempts all morning,12540,2024-08-12T09:50:39Z,en,false
80175,40001,pixelpaladin,NightOwlCodes,30002,Elden Ring,live,Blind Elden Ring run - no spoilers please,9836,2025-04-05T14:30:23Z,en,false
80176,40007,sprintqueen,Red Sox win in extras,30008,Speedrunning,live,Blind Elden Ring run - no spoilers please,9652,2025-10-17T15:55:10Z,en,false
80177,40008,pixelpaladin,TacticalTurtle,30002,AFC East recap,,Map making sunday,17365,2025-02-28T16:53:57Z,en,false
80178,40008,sprintqueen,Red Sox win in extras,30002,Strategy,,Blind Elden Ring run - no spoilers please,18228,2026-10-17T08:12:23Z,en,true
80179,40006,AFC East recap,Red Sox win in extras,30002,Strategy,,Blind Elden Ring run - no spoilers please,12457,2024-09-09T12:56:33Z,en,false
80180,40006,sprintqueen,Red Sox win in extras,30004,Software and Game Development,live,Building the perfect transit network,15817,2026-03-28T18:12:08Z,en,true
80181,40008,casualcartographer,TacticalTurtle,30002,Strategy,live,Blind Elden Ring run - no spoilers please,14051,2025-08-27T12:22:22Z,en,false
80182,40005,tacticalturtle,CasualCartographer,30003,Software and Game Development,live,Building a roguelike in Rust - day 14,10751,2024-11-07T11:29:18Z,en,false
80183,40003,orbit_dev,Red Sox win in extras,30004,Elden Ring,live,Building a roguelike in Rust - day 14,4598,2025-08-23T12:14:39Z,en,false
80184,40002,nightowlcodes,SprintQueen,30008,AFC East recap,,Map making sunday,8272,2025-03-03T14:34:29Z,en,true
80185,40002,tacticalturtle,TacticalTurtle,30005,Software and Game Development,,Fenway opening day,12929,2026-03-25T09:20:47Z,en,true
80186,40006,tacticalturtle,PixelPaladin,30003,Software and Game Development,live,Building the perfect transit network,8196,2025-03-23T09:51:50Z,en,false
80187,40003,casualcartographer,SprintQueen,30008,Cities: Skylines II,live,Blind Elden Ring run - no spoilers please,6975,2026-02-06T12:51:28Z,en,false
80188,40005,sprintqueen,OrbitDev,30006,Elden Ring,live,PawSox throwback,4194,2026-06-10T10:37:13Z,en,true
80189,40006,PawSox throwback,Red Sox win in extras,30007,AFC East recap,live,WR attempts all morning,12817,2026-08-11T12:32:59Z,en,false
80190,40008,nightowlcodes,OrbitDev,30005,Software and Game Development,live,PawSox throwback,9878,2026-02-18T13:30:48Z,en,false
80191,40006,AFC East recap,SprintQueen,30004,AFC East recap,live,Building a roguelike in Rust - day 14,15969,2026-05-10T20:08:08Z,en,false
80192,40002,pixelpaladin,NightOwlCodes,30002,Cities: Skylines II,live,PawSox throwback,16165,2026-09-06T20:52:16Z,en,false
80193,40001,PawSox throwback,SprintQueen,30004,Software and Game Development,live,Building the perfect transit network,15972,2025-04-24T06:40:14Z,en,true
80194,40001,casualcartographer,Red Sox win in extras,30006,Cities: Skylines II,live,WR attempts all morning,14284,2026-10-07T10:43:18Z,en,false
80195,40004,PawSox throwback,TacticalTurtle,30008,Software and Game Development,live,Orbit CLI 2.0 launch stream and live Q&A,6320,2024-08-05T09:38:16Z,en,true
80196,40008,pixelpaladin,NightOwlCodes,30006,Strategy,live,Building a roguelike in Rust - day 14,727,2025-03-25T11:17:19Z,en,true
80197,40005,PawSox throwback,CasualCartographer,30002,Cities: Skylines II,,Map making sunday,9034,2024-10-26T13:00:22Z,en,false
80198,40005,pixelpaladin,PixelPaladin,30004,Software and Game Development,live,WR attempts all morning,16451,2026-06-10T17:19:45Z,en,false
80199,40002,sprintqueen,TacticalTurtle,30002,Elden Ring,live,Fenway opening day,4608,2026-03-11T17:41:39Z,en,false
80200,40007,tacticalturtle,SprintQueen,30005,Software and Game Development,live,Building the perfect transit network,2834,2026-02-04T14:19:33Z,en,true
80201,40006,sprintqueen,Red Sox win in extras,30002,Strategy,live,Building the perfect transit network,3911,2025-09-19T06:11:10Z,en,true
80202,40004,orbit_dev,CasualCartographer,30007,AFC East recap,,Map making sunday,9654,2025-01-09T09:45:31Z,en,true
80203,40002,casualcartographer,OrbitDev,30008,Strategy,live,Orbit CLI 2.0 launch stream and live Q&A,15754,2026-07-14T12:52:49Z,en,true
80204,40003,orbit_dev,OrbitDev,30003,Speedrunning,,Building the perfect transit network,1637,2025-02-20T19:55:46Z,en,false
80205,40006,sprintqueen,SprintQueen,30002,AFC East recap,live,WR attempts all morning,10828,2026-08-09T11:55:44Z,en,false
