tracking_number,status_code,status_description,carrier_code,service_name,ship_date,estimated_delivery,latest_event,latest_event_location,latest_event_time
7712252469,DL,Delivered,FDXG,FedEx Ground,2025-04-15,2025-04-17,Delivered - Chewy autoship (Maple),"Traverse City, MI",2025-04-17T13:12:00-05:00
7799566407,DL,Delivered,FDXG,FedEx Ground,2025-04-19,2025-04-19,Delivered - Amazon package,"Traverse City, MI",2025-04-19T13:12:00-05:00
7712716636,DL,Delivered,FDXG,FedEx Ground,2025-05-15,2025-05-17,Delivered - Chewy autoship (Maple),"Traverse City, MI",2025-05-17T13:12:00-05:00
7712712712,DL,Delivered,FDXG,FedEx Ground,2025-06-15,2025-06-17,Delivered - Chewy autoship (Maple),"Traverse City, MI",2025-06-17T13:12:00-05:00
7799184233,DL,Delivered,FDXG,FedEx Ground,2025-06-27,2025-06-27,Delivered - Chewy extra treats,"Traverse City, MI",2025-06-27T13:12:00-05:00
7799334186,DL,Delivered,FDXG,FedEx Ground,2025-06-28,2025-06-28,Delivered - Gift box (family),"Traverse City, MI",2025-06-28T13:12:00-05:00
7799293993,DL,Delivered,FDXG,FedEx Ground,2025-07-12,2025-07-12,Delivered - REI online,"Traverse City, MI",2025-07-12T13:12:00-05:00
7712317395,DL,Delivered,FDXG,FedEx Ground,2025-07-15,2025-07-17,Delivered - Chewy autoship (Maple),"Traverse City, MI",2025-07-17T13:12:00-05:00
7799362883,DL,Delivered,FDXG,FedEx Ground,2025-07-21,2025-07-21,Delivered - Amazon package,"Traverse City, MI",2025-07-21T13:12:00-05:00
7799260799,DL,Delivered,FDXG,FedEx Ground,2025-08-07,2025-08-07,Delivered - Chewy extra treats,"Traverse City, MI",2025-08-07T13:12:00-05:00
7712505979,DL,Delivered,FDXG,FedEx Ground,2025-08-15,2025-08-17,Delivered - Chewy autoship (Maple),"Traverse City, MI",2025-08-17T13:12:00-05:00
7799947615,DL,Delivered,FDXG,FedEx Ground,2025-09-05,2025-09-05,Delivered - Gift box (family),"Traverse City, MI",2025-09-05T13:12:00-05:00
7799476617,DL,Delivered,FDXG,FedEx Ground,2025-09-05,2025-09-05,Delivered - REI online,"Traverse City, MI",2025-09-05T13:12:00-05:00
7712209503,DL,Delivered,FDXG,FedEx Ground,2025-09-15,2025-09-17,Delivered - Chewy autoship (Maple),"Traverse City, MI",2025-09-17T13:12:00-05:00
7799613394,DL,Delivered,FDXG,FedEx Ground,2025-09-16,2025-09-16,Delivered - Amazon package,"Traverse City, MI",2025-09-16T13:12:00-05:00
7799677420,DL,Delivered,FDXG,FedEx Ground,2025-09-17,2025-09-17,Delivered - Chewy extra treats,"Traverse City, MI",2025-09-17T13:12:00-05:00
7799621900,DL,Delivered,FDXG,FedEx Ground,2025-10-02,2025-10-02,Delivered - Gift box (family),"Traverse City, MI",2025-10-02T13:12:00-05:00
7799825165,DL,Delivered,FDXG,FedEx Ground,2025-10-11,2025-10-11,Delivered - REI online,"Traverse City, MI",2025-10-11T13:12:00-05:00
7712753747,DL,Delivered,FDXG,FedEx Ground,2025-10-15,2025-10-17,Delivered - Chewy autoship (Maple),"Traverse City, MI",2025-10-17T13:12:00-05:00
7799360452,DL,Delivered,FDXG,FedEx Ground,2025-10-24,2025-10-24,Delivered - Amazon package,"Traverse City, MI",2025-10-24T13:12:00-05:00
7799716897,DL,Delivered,FDXG,FedEx Ground,2025-11-01,2025-11-01,Delivered - Chewy extra treats,"Traverse City, MI",2025-11-01T13:12:00-05:00
7712001488,DL,Delivered,FDXG,FedEx Ground,2025-11-15,2025-11-17,Delivered - Chewy autoship (Maple),"Traverse City, MI",2025-11-17T13:12:00-05:00
7799888390,DL,Delivered,FDXG,FedEx Ground,2025-12-04,2025-12-04,Delivered - Gift box (family),"Traverse City, MI",2025-12-04T13:12:00-05:00
7712003688,DL,Delivered,FDXG,FedEx Ground,2025-12-15,2025-12-17,Delivered - Chewy autoship (Maple),"Traverse City, MI",2025-12-17T13:12:00-05:00
7799528207,DL,Delivered,FDXG,FedEx Ground,2025-12-22,2025-12-22,Delivered - REI online,"Traverse City, MI",2025-12-22T13:12:00-05:00
7799705245,DL,Delivered,FDXG,FedEx Ground,2026-01-13,2026-01-13,Delivered - Amazon package,"Traverse City, MI",2026-01-13T13:12:00-05:00
7712005888,DL,Delivered,FDXG,FedEx Ground,2026-01-15,2026-01-17,Delivered - Chewy autoship (Maple),"Traverse City, MI",2026-01-17T13:12:00-05:00
7799375168,DL,Delivered,FDXG,FedEx Ground,2026-02-06,2026-02-06,Delivered - Chewy extra treats,"Traverse City, MI",2026-02-06T13:12:00-05:00
7799380784,DL,Delivered,FDXG,FedEx Ground,2026-02-10,2026-02-10,Delivered - Gift box (family),"Traverse City, MI",2026-02-10T13:12:00-05:00
7712008088,DL,Delivered,FDXG,FedEx Ground,2026-02-15,2026-02-17,Delivered - Chewy autoship (Maple),"Traverse City, MI",2026-02-17T13:12:00-05:00
7799401272,DL,Delivered,FDXG,FedEx Ground,2026-03-04,2026-03-04,Delivered - REI online,"Traverse City, MI",2026-03-04T13:12:00-05:00
7712010288,DL,Delivered,FDXG,FedEx Ground,2026-03-15,2026-03-17,Delivered - Chewy autoship (Maple),"Traverse City, MI",2026-03-17T13:12:00-05:00
7799133042,DL,Delivered,FDXG,FedEx Ground,2026-03-15,2026-03-15,Delivered - Amazon package,"Traverse City, MI",2026-03-15T13:12:00-05:00
7799605979,DL,Delivered,FDXG,FedEx Ground,2026-03-20,2026-03-20,Delivered - Chewy extra treats,"Traverse City, MI",2026-03-20T13:12:00-05:00
7799744066,DL,Delivered,FDXG,FedEx Ground,2026-03-23,2026-03-23,Delivered - Gift box (family),"Traverse City, MI",2026-03-23T13:12:00-05:00
7799191122,DL,Delivered,FDXG,FedEx Ground,2026-03-23,2026-03-23,Delivered - REI online,"Traverse City, MI",2026-03-23T13:12:00-05:00
7799618748,DL,Delivered,FDXG,FedEx Ground,2026-04-01,2026-04-01,Delivered - Amazon package,"Traverse City, MI",2026-04-01T13:12:00-05:00
7799710553,DL,Delivered,FDXG,FedEx Ground,2026-04-08,2026-04-08,Delivered - Chewy extra treats,"Traverse City, MI",2026-04-08T13:12:00-05:00
7799511383,DL,Delivered,FDXG,FedEx Ground,2026-04-10,2026-04-10,Delivered - Gift box (family),"Traverse City, MI",2026-04-10T13:12:00-05:00
7712012488,DL,Delivered,FDXG,FedEx Ground,2026-04-15,2026-04-17,Delivered - Chewy autoship (Maple),"Traverse City, MI",2026-04-17T13:12:00-05:00
7799353024,DL,Delivered,FDXG,FedEx Ground,2026-04-22,2026-04-22,Delivered - REI online,"Traverse City, MI",2026-04-22T13:12:00-05:00
7712014688,DL,Delivered,FDXG,FedEx Ground,2026-05-15,2026-05-17,Delivered - Chewy autoship (Maple),"Traverse City, MI",2026-05-17T13:12:00-05:00
7712016888,DL,Delivered,FDXG,FedEx Ground,2026-06-15,2026-06-17,Delivered - Chewy autoship (Maple),"Traverse City, MI",2026-06-17T13:12:00-05:00
7799705548,DL,Delivered,FDXG,FedEx Ground,2026-06-15,2026-06-15,Delivered - Amazon package,"Traverse City, MI",2026-06-15T13:12:00-05:00
7799382357,DL,Delivered,FDXG,FedEx Ground,2026-06-15,2026-06-15,Delivered - Chewy extra treats,"Traverse City, MI",2026-06-15T13:12:00-05:00
7712019088,DL,Delivered,FDXG,FedEx Ground,2026-07-15,2026-07-17,Delivered - Chewy autoship (Maple),"Traverse City, MI",2026-07-17T13:12:00-05:00
7712021288,DL,Delivered,FDXG,FedEx Ground,2026-08-15,2026-08-17,Delivered - Chewy autoship (Maple),"Traverse City, MI",2026-08-17T13:12:00-05:00
7799990092,DL,Delivered,FDXG,FedEx Ground,2026-08-18,2026-08-18,Delivered - Gift box (family),"Traverse City, MI",2026-08-18T13:12:00-05:00
7799858166,DL,Delivered,FDXG,FedEx Ground,2026-08-19,2026-08-19,Delivered - REI online,"Traverse City, MI",2026-08-19T13:12:00-05:00
7799225010,DL,Delivered,FDXG,FedEx Ground,2026-08-27,2026-08-27,Delivered - Amazon package,"Traverse City, MI",2026-08-27T13:12:00-05:00
7799630950,DL,Delivered,FDXG,FedEx Ground,2026-09-08,2026-09-08,Delivered - Chewy extra treats,"Traverse City, MI",2026-09-08T13:12:00-05:00
7799622095,DL,Delivered,FDXG,FedEx Ground,2026-09-11,2026-09-11,Delivered - Gift box (family),"Traverse City, MI",2026-09-11T13:12:00-05:00
7712023488,DL,Delivered,FDXG,FedEx Ground,2026-09-15,2026-09-17,Delivered - Chewy autoship (Maple),"Traverse City, MI",2026-09-17T13:12:00-05:00
7799716087,DL,Delivered,FDXG,FedEx Ground,2026-10-07,2026-10-07,Delivered - REI online,"Traverse City, MI",2026-10-07T13:12:00-05:00
7799348592,DL,Delivered,FDXG,FedEx Ground,2026-10-10,2026-10-10,Delivered - Amazon package,"Traverse City, MI",2026-10-10T13:12:00-05:00
7799712157,DL,Delivered,FDXG,FedEx Ground,2026-10-14,2026-10-14,Delivered - Chewy extra treats,"Traverse City, MI",2026-10-14T13:12:00-05:00
7712025688,DL,Delivered,FDXG,FedEx Ground,2026-10-15,2026-10-17,Delivered - Chewy autoship (Maple),"Traverse City, MI",2026-10-17T13:12:00-05:00
7799766135,DL,Delivered,FDXG,FedEx Ground,2026-10-19,2026-10-19,Delivered - Gift box (family),"Traverse City, MI",2026-10-19T13:12:00-05:00
7799279477,DL,Delivered,FDXG,FedEx Ground,2026-10-28,2026-10-28,Delivered - REI online,"Traverse City, MI",2026-10-28T13:12:00-05:00
