courseId,id,title,description,state,maxPoints,workType,topicId,creationTime,updateTime,dueDate_year,dueDate_month,dueDate_day,dueTime_hours,dueTime_minutes,alternateLink
course_nurs210,cw-urs210-0205,Reading Quiz Ch6,Weekly Karch or Jarvis reading quiz Ch6,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs210_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,11,10,23,59,https://classroom.google.com/c/course_nurs210/a/cw-urs210-0205
course_nurs210,cw-urs210-0206,Reading Quiz Ch7,Weekly Karch or Jarvis reading quiz Ch7,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs210_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,11,16,23,59,https://classroom.google.com/c/course_nurs210/a/cw-urs210-0206
course_nurs210,cw-urs210-0207,Reading Quiz Ch8,Weekly Karch or Jarvis reading quiz Ch8,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs210_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,11,22,23,59,https://classroom.google.com/c/course_nurs210/a/cw-urs210-0207
course_nurs210,cw-urs210-0208,Reading Quiz Ch9,Weekly Karch or Jarvis reading quiz Ch9,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs210_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,11,28,23,59,https://classroom.google.com/c/course_nurs210/a/cw-urs210-0208
course_nurs210,cw-urs210-0209,Reading Quiz Ch10,Weekly Karch or Jarvis reading quiz Ch10,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs210_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,12,4,23,59,https://classroom.google.com/c/course_nurs210/a/cw-urs210-0209
course_nurs210,cw-urs210-0210,Reading Quiz Ch11,Weekly Karch or Jarvis reading quiz Ch11,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs210_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,12,10,23,59,https://classroom.google.com/c/course_nurs210/a/cw-urs210-0210
course_nurs210,cw-urs210-0211,Reading Quiz Ch12,Weekly Karch or Jarvis reading quiz Ch12,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs210_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,12,16,23,59,https://classroom.google.com/c/course_nurs210/a/cw-urs210-0211
course_nurs205,cw-urs205-0212,Reading Quiz Ch1,Weekly Karch or Jarvis reading quiz Ch1,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs205_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,10,11,23,59,https://classroom.google.com/c/course_nurs205/a/cw-urs205-0212
course_nurs205,cw-urs205-0213,Reading Quiz Ch2,Weekly Karch or Jarvis reading quiz Ch2,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs205_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,10,17,23,59,https://classroom.google.com/c/course_nurs205/a/cw-urs205-0213
course_nurs205,cw-urs205-0214,Reading Quiz Ch3,Weekly Karch or Jarvis reading quiz Ch3,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs205_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,10,23,23,59,https://classroom.google.com/c/course_nurs205/a/cw-urs205-0214
course_nurs205,cw-urs205-0215,Reading Quiz Ch4,Weekly Karch or Jarvis reading quiz Ch4,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs205_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,10,29,23,59,https://classroom.google.com/c/course_nurs205/a/cw-urs205-0215
course_nurs205,cw-urs205-0216,Reading Quiz Ch5,Weekly Karch or Jarvis reading quiz Ch5,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs205_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,11,4,23,59,https://classroom.google.com/c/course_nurs205/a/cw-urs205-0216
course_nurs205,cw-urs205-0217,Reading Quiz Ch6,Weekly Karch or Jarvis reading quiz Ch6,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs205_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,11,10,23,59,https://classroom.google.com/c/course_nurs205/a/cw-urs205-0217
course_nurs205,cw-urs205-0218,Reading Quiz Ch7,Weekly Karch or Jarvis reading quiz Ch7,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs205_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,11,16,23,59,https://classroom.google.com/c/course_nurs205/a/cw-urs205-0218
course_nurs205,cw-urs205-0219,Reading Quiz Ch8,Weekly Karch or Jarvis reading quiz Ch8,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs205_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,11,22,23,59,https://classroom.google.com/c/course_nurs205/a/cw-urs205-0219
course_nurs205,cw-urs205-0220,Reading Quiz Ch9,Weekly Karch or Jarvis reading quiz Ch9,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs205_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,11,28,23,59,https://classroom.google.com/c/course_nurs205/a/cw-urs205-0220
course_nurs205,cw-urs205-0221,Reading Quiz Ch10,Weekly Karch or Jarvis reading quiz Ch10,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs205_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,12,4,23,59,https://classroom.google.com/c/course_nurs205/a/cw-urs205-0221
course_nurs205,cw-urs205-0222,Reading Quiz Ch11,Weekly Karch or Jarvis reading quiz Ch11,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs205_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,12,10,23,59,https://classroom.google.com/c/course_nurs205/a/cw-urs205-0222
course_nurs205,cw-urs205-0223,Reading Quiz Ch12,Weekly Karch or Jarvis reading quiz Ch12,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs205_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,12,16,23,59,https://classroom.google.com/c/course_nurs205/a/cw-urs205-0223
course_biol210,cw-iol210-0224,Reading Quiz Ch1,Weekly Karch or Jarvis reading quiz Ch1,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_iol210_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,10,11,23,59,https://classroom.google.com/c/course_biol210/a/cw-iol210-0224
course_biol210,cw-iol210-0225,Reading Quiz Ch2,Weekly Karch or Jarvis reading quiz Ch2,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_iol210_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,10,17,23,59,https://classroom.google.com/c/course_biol210/a/cw-iol210-0225
course_biol210,cw-iol210-0226,Reading Quiz Ch3,Weekly Karch or Jarvis reading quiz Ch3,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_iol210_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,10,23,23,59,https://classroom.google.com/c/course_biol210/a/cw-iol210-0226
course_biol210,cw-iol210-0227,Reading Quiz Ch4,Weekly Karch or Jarvis reading quiz Ch4,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_iol210_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,10,29,23,59,https://classroom.google.com/c/course_biol210/a/cw-iol210-0227
course_biol210,cw-iol210-0228,Reading Quiz Ch5,Weekly Karch or Jarvis reading quiz Ch5,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_iol210_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,11,4,23,59,https://classroom.google.com/c/course_biol210/a/cw-iol210-0228
course_biol210,cw-iol210-0229,Reading Quiz Ch6,Weekly Karch or Jarvis reading quiz Ch6,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_iol210_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,11,10,23,59,https://classroom.google.com/c/course_biol210/a/cw-iol210-0229
course_biol210,cw-iol210-0230,Reading Quiz Ch7,Weekly Karch or Jarvis reading quiz Ch7,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_iol210_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,11,16,23,59,https://classroom.google.com/c/course_biol210/a/cw-iol210-0230
course_biol210,cw-iol210-0231,Reading Quiz Ch8,Weekly Karch or Jarvis reading quiz Ch8,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_iol210_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,11,22,23,59,https://classroom.google.com/c/course_biol210/a/cw-iol210-0231
course_biol210,cw-iol210-0232,Reading Quiz Ch9,Weekly Karch or Jarvis reading quiz Ch9,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_iol210_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,11,28,23,59,https://classroom.google.com/c/course_biol210/a/cw-iol210-0232
course_biol210,cw-iol210-0233,Reading Quiz Ch10,Weekly Karch or Jarvis reading quiz Ch10,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_iol210_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,12,4,23,59,https://classroom.google.com/c/course_biol210/a/cw-iol210-0233
course_biol210,cw-iol210-0234,Reading Quiz Ch11,Weekly Karch or Jarvis reading quiz Ch11,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_iol210_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,12,10,23,59,https://classroom.google.com/c/course_biol210/a/cw-iol210-0234
course_biol210,cw-iol210-0235,Reading Quiz Ch12,Weekly Karch or Jarvis reading quiz Ch12,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_iol210_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,12,16,23,59,https://classroom.google.com/c/course_biol210/a/cw-iol210-0235
course_nurs211,cw-urs211-0237,Reading Quiz Ch2,Weekly Karch or Jarvis reading quiz Ch2,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs211_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,10,17,23,59,https://classroom.google.com/c/course_nurs211/a/cw-urs211-0237
course_nurs211,cw-urs211-0238,Reading Quiz Ch3,Weekly Karch or Jarvis reading quiz Ch3,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs211_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,10,23,23,59,https://classroom.google.com/c/course_nurs211/a/cw-urs211-0238
course_nurs211,cw-urs211-0239,Reading Quiz Ch4,Weekly Karch or Jarvis reading quiz Ch4,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs211_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,10,29,23,59,https://classroom.google.com/c/course_nurs211/a/cw-urs211-0239
course_nurs211,cw-urs211-0240,Reading Quiz Ch5,Weekly Karch or Jarvis reading quiz Ch5,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs211_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,11,4,23,59,https://classroom.google.com/c/course_nurs211/a/cw-urs211-0240
course_nurs211,cw-urs211-0241,Reading Quiz Ch6,Weekly Karch or Jarvis reading quiz Ch6,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs211_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,11,10,23,59,https://classroom.google.com/c/course_nurs211/a/cw-urs211-0241
course_nurs211,cw-urs211-0242,Reading Quiz Ch7,Weekly Karch or Jarvis reading quiz Ch7,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs211_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,11,16,23,59,https://classroom.google.com/c/course_nurs211/a/cw-urs211-0242
course_nurs211,cw-urs211-0243,Reading Quiz Ch8,Weekly Karch or Jarvis reading quiz Ch8,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs211_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,11,22,23,59,https://classroom.google.com/c/course_nurs211/a/cw-urs211-0243
course_nurs211,cw-urs211-0244,Reading Quiz Ch9,Weekly Karch or Jarvis reading quiz Ch9,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs211_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,11,28,23,59,https://classroom.google.com/c/course_nurs211/a/cw-urs211-0244
course_nurs211,cw-urs211-0245,Reading Quiz Ch10,Weekly Karch or Jarvis reading quiz Ch10,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs211_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,12,4,23,59,https://classroom.google.com/c/course_nurs211/a/cw-urs211-0245
course_nurs211,cw-urs211-0246,Reading Quiz Ch11,Weekly Karch or Jarvis reading quiz Ch11,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs211_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,12,10,23,59,https://classroom.google.com/c/course_nurs211/a/cw-urs211-0246
course_nurs211,cw-urs211-0247,Reading Quiz Ch12,Weekly Karch or Jarvis reading quiz Ch12,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs211_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,12,16,23,59,https://classroom.google.com/c/course_nurs211/a/cw-urs211-0247
course_nurs206,cw-urs206-0249,Reading Quiz Ch2,Weekly Karch or Jarvis reading quiz Ch2,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs206_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,10,17,23,59,https://classroom.google.com/c/course_nurs206/a/cw-urs206-0249
course_nurs206,cw-urs206-0250,Reading Quiz Ch3,Weekly Karch or Jarvis reading quiz Ch3,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs206_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,10,23,23,59,https://classroom.google.com/c/course_nurs206/a/cw-urs206-0250
course_nurs206,cw-urs206-0251,Reading Quiz Ch4,Weekly Karch or Jarvis reading quiz Ch4,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs206_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,10,29,23,59,https://classroom.google.com/c/course_nurs206/a/cw-urs206-0251
course_nurs206,cw-urs206-0252,Reading Quiz Ch5,Weekly Karch or Jarvis reading quiz Ch5,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs206_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,11,4,23,59,https://classroom.google.com/c/course_nurs206/a/cw-urs206-0252
course_nurs206,cw-urs206-0253,Reading Quiz Ch6,Weekly Karch or Jarvis reading quiz Ch6,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs206_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,11,10,23,59,https://classroom.google.com/c/course_nurs206/a/cw-urs206-0253
course_nurs206,cw-urs206-0254,Reading Quiz Ch7,Weekly Karch or Jarvis reading quiz Ch7,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs206_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,11,16,23,59,https://classroom.google.com/c/course_nurs206/a/cw-urs206-0254
course_nurs206,cw-urs206-0255,Reading Quiz Ch8,Weekly Karch or Jarvis reading quiz Ch8,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs206_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,11,22,23,59,https://classroom.google.com/c/course_nurs206/a/cw-urs206-0255
course_nurs206,cw-urs206-0256,Reading Quiz Ch9,Weekly Karch or Jarvis reading quiz Ch9,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs206_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,11,28,23,59,https://classroom.google.com/c/course_nurs206/a/cw-urs206-0256
course_nurs206,cw-urs206-0257,Reading Quiz Ch10,Weekly Karch or Jarvis reading quiz Ch10,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs206_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,12,4,23,59,https://classroom.google.com/c/course_nurs206/a/cw-urs206-0257
course_nurs206,cw-urs206-0258,Reading Quiz Ch11,Weekly Karch or Jarvis reading quiz Ch11,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs206_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,12,10,23,59,https://classroom.google.com/c/course_nurs206/a/cw-urs206-0258
course_nurs206,cw-urs206-0259,Reading Quiz Ch12,Weekly Karch or Jarvis reading quiz Ch12,PUBLISHED,10,SHORT_ANSWER_QUESTION,topic_urs206_01,2026-08-15T09:00:00Z,2026-08-15T09:00:00Z,2026,12,16,23,59,https://classroom.google.com/c/course_nurs206/a/cw-urs206-0259
