id,parent_page_id,parent_block_id,author_id,text,created_time,resolved
cmt_371,page_note_271,,user_anita,Compare with prior chapter.,2025-09-10T00:00:00,false
cmt_372,page_note_272,,user_anita,Nice point.,2025-09-11T00:00:00,false
cmt_373,page_note_273,,user_anita,Nice point.,2025-09-12T00:00:00,false
cmt_374,page_note_274,,user_anita,Nice point.,2025-09-13T00:00:00,true
cmt_375,page_note_275,,user_anita,Nice point.,2025-09-14T00:00:00,true
cmt_376,page_note_276,,user_anita,Add to the reading roundup.,2025-09-15T00:00:00,false
cmt_377,page_note_277,,user_anita,Nice point.,2025-09-16T00:00:00,false
cmt_378,page_note_278,,user_anita,Revisit this later.,2025-09-17T00:00:00,true
cmt_379,page_note_279,,user_anita,Compare with prior chapter.,2025-09-18T00:00:00,false
cmt_380,page_note_280,,user_anita,Add to the reading roundup.,2025-09-19T00:00:00,false
cmt_381,page_note_281,,user_anita,Add to the reading roundup.,2025-09-20T00:00:00,true
cmt_382,page_note_282,,user_anita,Nice point.,2025-09-21T00:00:00,true
cmt_383,page_note_283,,user_anita,Add to the reading roundup.,2025-09-22T00:00:00,false
cmt_384,page_note_284,,user_anita,Add to the reading roundup.,2025-09-23T00:00:00,false
cmt_385,page_note_285,,user_anita,Add to the reading roundup.,2025-09-24T00:00:00,false
cmt_386,page_note_286,,user_anita,Compare with prior chapter.,2025-09-25T00:00:00,true
cmt_387,page_note_287,,user_anita,Add to the reading roundup.,2025-09-26T00:00:00,false
cmt_388,page_note_288,,user_anita,Revisit this later.,2025-09-27T00:00:00,true
cmt_389,page_note_289,,user_anita,Nice point.,2025-09-28T00:00:00,true
cmt_390,page_note_290,,user_anita,Nice point.,2025-09-29T00:00:00,true
cmt_391,page_note_291,,user_anita,Nice point.,2025-09-30T00:00:00,false
cmt_392,page_note_292,,user_anita,Nice point.,2025-10-01T00:00:00,false
cmt_393,page_note_293,,user_anita,Nice point.,2025-10-02T00:00:00,false
cmt_394,page_note_294,,user_anita,Revisit this later.,2025-10-03T00:00:00,true
cmt_395,page_note_295,,user_anita,Add to the reading roundup.,2025-10-04T00:00:00,false
cmt_396,page_note_296,,user_anita,Revisit this later.,2025-10-05T00:00:00,false
cmt_397,page_note_297,,user_anita,Nice point.,2025-10-06T00:00:00,true
cmt_398,page_note_298,,user_anita,Add to the reading roundup.,2025-10-07T00:00:00,false
cmt_399,page_note_299,,user_anita,Add to the reading roundup.,2025-10-08T00:00:00,false
