id,dealname,pipeline,dealstage,amount,closedate,dealtype,associated_company,associated_contact,createdate,lastmodifieddate
170403,Pelagic Logistics Pilot,default,qualifiedtobuy,45000,2026-07-01T00:00:00Z,newbusiness,303,204,2026-02-25T16:00:00Z,2026-05-10T09:00:00Z
180401,Helix Enterprise Renewal,default,closedwon,358800,2026-04-30T00:00:00Z,existingbusiness,301,202,2026-02-01T10:00:00Z,2026-04-30T12:00:00Z
180402,Lumen Pro Upgrade,default,decisionmakerboughtin,11760,2026-06-15T00:00:00Z,existingbusiness,302,203,2026-03-10T14:00:00Z,2026-05-22T11:00:00Z
180403,Pelagic Logistics Pilot,default,qualifiedtobuy,45000,2026-07-01T00:00:00Z,newbusiness,303,204,2026-02-25T16:00:00Z,2026-05-10T09:00:00Z
190401,Helix Enterprise Renewal,default,closedwon,358800,2026-04-30T00:00:00Z,existingbusiness,301,202,2026-02-01T10:00:00Z,2026-04-30T12:00:00Z
190402,Lumen Pro Upgrade,default,decisionmakerboughtin,11760,2026-06-15T00:00:00Z,existingbusiness,302,203,2026-03-10T14:00:00Z,2026-05-22T11:00:00Z
190403,Pelagic Logistics Pilot,default,qualifiedtobuy,45000,2026-07-01T00:00:00Z,newbusiness,303,204,2026-02-25T16:00:00Z,2026-05-10T09:00:00Z
200401,Helix Enterprise Renewal,default,closedwon,358800,2026-04-30T00:00:00Z,existingbusiness,301,202,2026-02-01T10:00:00Z,2026-04-30T12:00:00Z
200402,Lumen Pro Upgrade,default,decisionmakerboughtin,11760,2026-06-15T00:00:00Z,existingbusiness,302,203,2026-03-10T14:00:00Z,2026-05-22T11:00:00Z
200403,Pelagic Logistics Pilot,default,qualifiedtobuy,45000,2026-07-01T00:00:00Z,newbusiness,303,204,2026-02-25T16:00:00Z,2026-05-10T09:00:00Z
210401,Helix Enterprise Renewal,default,closedwon,358800,2026-04-30T00:00:00Z,existingbusiness,301,202,2026-02-01T10:00:00Z,2026-04-30T12:00:00Z
210402,Lumen Pro Upgrade,default,decisionmakerboughtin,11760,2026-06-15T00:00:00Z,existingbusiness,302,203,2026-03-10T14:00:00Z,2026-05-22T11:00:00Z
210403,Pelagic Logistics Pilot,default,qualifiedtobuy,45000,2026-07-01T00:00:00Z,newbusiness,303,204,2026-02-25T16:00:00Z,2026-05-10T09:00:00Z
220401,Helix Enterprise Renewal,default,closedwon,358800,2026-04-30T00:00:00Z,existingbusiness,301,202,2026-02-01T10:00:00Z,2026-04-30T12:00:00Z
220402,Lumen Pro Upgrade,default,decisionmakerboughtin,11760,2026-06-15T00:00:00Z,existingbusiness,302,203,2026-03-10T14:00:00Z,2026-05-22T11:00:00Z
220403,Pelagic Logistics Pilot,default,qualifiedtobuy,45000,2026-07-01T00:00:00Z,newbusiness,303,204,2026-02-25T16:00:00Z,2026-05-10T09:00:00Z
230401,Helix Enterprise Renewal,default,closedwon,358800,2026-04-30T00:00:00Z,existingbusiness,301,202,2026-02-01T10:00:00Z,2026-04-30T12:00:00Z
230402,Lumen Pro Upgrade,default,decisionmakerboughtin,11760,2026-06-15T00:00:00Z,existingbusiness,302,203,2026-03-10T14:00:00Z,2026-05-22T11:00:00Z
230403,Pelagic Logistics Pilot,default,qualifiedtobuy,45000,2026-07-01T00:00:00Z,newbusiness,303,204,2026-02-25T16:00:00Z,2026-05-10T09:00:00Z
240401,Helix Enterprise Renewal,default,closedwon,358800,2026-04-30T00:00:00Z,existingbusiness,301,202,2026-02-01T10:00:00Z,2026-04-30T12:00:00Z
240402,Lumen Pro Upgrade,default,decisionmakerboughtin,11760,2026-06-15T00:00:00Z,existingbusiness,302,203,2026-03-10T14:00:00Z,2026-05-22T11:00:00Z
240403,Pelagic Logistics Pilot,default,qualifiedtobuy,45000,2026-07-01T00:00:00Z,newbusiness,303,204,2026-02-25T16:00:00Z,2026-05-10T09:00:00Z
250401,Helix Enterprise Renewal,default,closedwon,358800,2026-04-30T00:00:00Z,existingbusiness,301,202,2026-02-01T10:00:00Z,2026-04-30T12:00:00Z
250402,Lumen Pro Upgrade,default,decisionmakerboughtin,11760,2026-06-15T00:00:00Z,existingbusiness,302,203,2026-03-10T14:00:00Z,2026-05-22T11:00:00Z
250403,Pelagic Logistics Pilot,default,qualifiedtobuy,45000,2026-07-01T00:00:00Z,newbusiness,303,204,2026-02-25T16:00:00Z,2026-05-10T09:00:00Z
260401,Helix Enterprise Renewal,default,closedwon,358800,2026-04-30T00:00:00Z,existingbusiness,301,202,2026-02-01T10:00:00Z,2026-04-30T12:00:00Z
260402,Lumen Pro Upgrade,default,decisionmakerboughtin,11760,2026-06-15T00:00:00Z,existingbusiness,302,203,2026-03-10T14:00:00Z,2026-05-22T11:00:00Z
