message_id,chat_id,from_id,text,date,reply_to_message_id
5086,-200502,7654321098,"Not me this time, promise.",1733245179,
5087,-200501,9001,Standup in 5. Drop blockers in the thread.,1732707248,
5088,-200500,9001,"Not me this time, promise.",1717230700,
5089,-200500,7654321098,Frontend tokens migration is done. No drift left.,1759522611,
5090,-200500,9001,"Got it, thanks bot.",1733779278,
5091,-200502,9003,Frontend tokens migration is done. No drift left.,1741883522,
5092,-200500,7654321098,Your on-call shift starts tomorrow at 09:00 UTC.,1744613094,5008
5093,1001,9001,Frontend tokens migration is done. No drift left.,1729603859,5001
5094,-200502,9003,Blocked on the billing migration freeze. Need sign-off.,1723495151,5006
5095,-200500,7654321098,Who broke the coffee machine integration again?,1741728349,
5096,1001,7654321098,Standup in 5. Drop blockers in the thread.,1719840448,
5097,-200501,9003,Who broke the coffee machine integration again?,1749611711,5001
5098,-200500,9001,Frontend tokens migration is done. No drift left.,1723392435,
5099,1001,9001,Blocked on the billing migration freeze. Need sign-off.,1721758741,5001
5100,-200500,9001,Your on-call shift starts tomorrow at 09:00 UTC.,1719584717,5001
5101,-200500,9003,Standup in 5. Drop blockers in the thread.,1741360800,5008
5102,-200502,7654321098,"Got it, thanks bot.",1719094447,
5103,-200500,7654321098,Your on-call shift starts tomorrow at 09:00 UTC.,1726359199,5001
5104,1001,9001,"Not me this time, promise.",1746190259,
5105,-200500,9003,deploy: billing-api v1.42.0 to prod succeeded in 3m12s,1759356369,5006
5106,-200502,9004,Your on-call shift starts tomorrow at 09:00 UTC.,1756625542,
5107,1001,9001,deploy: billing-api v1.42.0 to prod succeeded in 3m12s,1726057665,
5108,-200501,9002,"Not me this time, promise.",1746401405,
5109,-200501,9004,Blocked on the billing migration freeze. Need sign-off.,1759497693,5008
5110,1001,9003,deploy: auth-api v2.18.0 to staging succeeded in 2m08s,1739261213,
5111,-200501,7654321098,deploy: auth-api v2.18.0 to staging succeeded in 2m08s,1754295141,5001
5112,-200502,7654321098,"Not me this time, promise.",1755023425,5006
5113,-200501,9004,Who broke the coffee machine integration again?,1735642372,
5114,1001,7654321098,Standup in 5. Drop blockers in the thread.,1736050167,5001
5115,-200500,9002,"Got it, thanks bot.",1722389565,
5116,-200500,7654321098,deploy: billing-api v1.42.0 to prod succeeded in 3m12s,1733718672,
5117,-200502,9005,"Got it, thanks bot.",1754364025,
5118,-200500,9005,Frontend tokens migration is done. No drift left.,1753222303,
5119,-200501,9001,Frontend tokens migration is done. No drift left.,1723097389,
5120,-200500,7654321098,"Got it, thanks bot.",1757691640,
5121,-200500,9001,Frontend tokens migration is done. No drift left.,1730030263,
5122,1001,9002,Who broke the coffee machine integration again?,1731219350,5006
5123,1001,9004,Blocked on the billing migration freeze. Need sign-off.,1735099803,5006
5124,-200500,9003,Your on-call shift starts tomorrow at 09:00 UTC.,1751035084,
5125,-200500,9004,"Got it, thanks bot.",1761589909,5001
5126,1001,9001,Frontend tokens migration is done. No drift left.,1732715259,5001
5127,-200500,7654321098,"Not me this time, promise.",1723821741,5006
5128,-200500,7654321098,deploy: billing-api v1.42.0 to prod succeeded in 3m12s,1733367996,
5129,1001,9001,deploy: billing-api v1.42.0 to prod succeeded in 3m12s,1721023004,
5130,-200500,9001,deploy: auth-api v2.18.0 to staging succeeded in 2m08s,1756338075,
5131,-200501,7654321098,Who broke the coffee machine integration again?,1729125776,5001
5132,-200500,7654321098,Standup in 5. Drop blockers in the thread.,1719750150,
5133,-200500,7654321098,"Got it, thanks bot.",1743629012,
5134,-200501,7654321098,Who broke the coffee machine integration again?,1741193809,
5135,-200502,9005,Your on-call shift starts tomorrow at 09:00 UTC.,1754957616,5001
5136,-200501,9004,deploy: auth-api v2.18.0 to staging succeeded in 2m08s,1735498531,5008
5137,-200501,9002,Your on-call shift starts tomorrow at 09:00 UTC.,1759564441,
5138,-200500,9004,deploy: auth-api v2.18.0 to staging succeeded in 2m08s,1720211832,
5139,-200500,9003,Frontend tokens migration is done. No drift left.,1725245430,5001
5140,1001,9001,Who broke the coffee machine integration again?,1733682533,5001
5141,1001,7654321098,"Not me this time, promise.",1734915385,5001
5142,-200501,9001,deploy: billing-api v1.42.0 to prod succeeded in 3m12s,1738258437,
5143,-200502,9005,Your on-call shift starts tomorrow at 09:00 UTC.,1760019445,5006
5144,-200501,7654321098,"Got it, thanks bot.",1758611194,5001
5145,1001,9001,"Not me this time, promise.",1761751950,
5146,-200500,9001,deploy: billing-api v1.42.0 to prod succeeded in 3m12s,1730513691,5001
5147,-200501,9003,Blocked on the billing migration freeze. Need sign-off.,1752174133,
5148,-200500,7654321098,Standup in 5. Drop blockers in the thread.,1735727849,
5149,-200500,9002,"Not me this time, promise.",1732046073,
5150,-200502,9002,deploy: billing-api v1.42.0 to prod succeeded in 3m12s,1758916608,
5151,1001,7654321098,Blocked on the billing migration freeze. Need sign-off.,1732078470,5001
5152,-200502,7654321098,"Not me this time, promise.",1723623772,
5153,-200500,9005,"Not me this time, promise.",1718984317,
5154,-200501,9003,deploy: auth-api v2.18.0 to staging succeeded in 2m08s,1761431434,5001
5155,1001,7654321098,Your on-call shift starts tomorrow at 09:00 UTC.,1755169683,
5156,-200502,7654321098,deploy: auth-api v2.18.0 to staging succeeded in 2m08s,1733404422,5001
5157,1001,9003,"Got it, thanks bot.",1760942198,5001
5158,1001,7654321098,deploy: auth-api v2.18.0 to staging succeeded in 2m08s,1717780594,5001
5159,-200500,7654321098,deploy: billing-api v1.42.0 to prod succeeded in 3m12s,1736399209,5006
5160,1001,9001,"Not me this time, promise.",1719798372,
5161,1001,9001,"Got it, thanks bot.",1736529068,
5162,-200502,9005,Blocked on the billing migration freeze. Need sign-off.,1731173392,5006
5163,-200502,9001,deploy: billing-api v1.42.0 to prod succeeded in 3m12s,1758347045,5001
5164,-200500,9001,Blocked on the billing migration freeze. Need sign-off.,1741683364,
5165,-200502,7654321098,"Got it, thanks bot.",1720298066,5008
5166,-200500,9005,Blocked on the billing migration freeze. Need sign-off.,1718478868,
5167,-200500,9003,deploy: auth-api v2.18.0 to staging succeeded in 2m08s,1724732410,
5168,-200500,9005,"Not me this time, promise.",1739706416,
5169,-200500,9003,Standup in 5. Drop blockers in the thread.,1758518384,
5170,1001,7654321098,Blocked on the billing migration freeze. Need sign-off.,1737721937,5001
5171,-200500,7654321098,"Not me this time, promise.",1733008820,
5172,-200500,9005,Blocked on the billing migration freeze. Need sign-off.,1762516911,
5173,-200501,9005,Blocked on the billing migration freeze. Need sign-off.,1745945600,5006
5174,-200502,9002,Standup in 5. Drop blockers in the thread.,1723145477,
5175,-200501,9004,Who broke the coffee machine integration again?,1739203507,
5176,-200502,9003,Frontend tokens migration is done. No drift left.,1720313977,
5177,-200502,7654321098,Frontend tokens migration is done. No drift left.,1758536652,
5178,1001,9002,"Not me this time, promise.",1754293451,
5179,-200500,9002,Your on-call shift starts tomorrow at 09:00 UTC.,1739889547,5006
5180,1001,9003,"Not me this time, promise.",1760723763,
5181,-200500,9003,Frontend tokens migration is done. No drift left.,1756166643,
5182,-200500,7654321098,Your on-call shift starts tomorrow at 09:00 UTC.,1726717572,
5183,1001,7654321098,Frontend tokens migration is done. No drift left.,1754237713,
5184,-200502,9002,deploy: auth-api v2.18.0 to staging succeeded in 2m08s,1730754326,5008
5185,1001,9005,deploy: billing-api v1.42.0 to prod succeeded in 3m12s,1748799451,5006
5186,-200500,9002,Blocked on the billing migration freeze. Need sign-off.,1724141705,5008
5187,-200500,7654321098,Your on-call shift starts tomorrow at 09:00 UTC.,1737620985,5006
5188,1001,9004,Blocked on the billing migration freeze. Need sign-off.,1722456626,5008
5189,-200502,9001,Standup in 5. Drop blockers in the thread.,1722881515,5006
5190,-200500,9003,"Not me this time, promise.",1720569392,5006
5191,-200502,7654321098,"Not me this time, promise.",1752942433,
5192,-200502,7654321098,Frontend tokens migration is done. No drift left.,1736147080,5001
5193,-200501,7654321098,Standup in 5. Drop blockers in the thread.,1759786666,5001
5194,-200501,7654321098,Frontend tokens migration is done. No drift left.,1762399978,5006
5195,-200502,9003,Blocked on the billing migration freeze. Need sign-off.,1727422600,5008
5196,-200500,9005,Frontend tokens migration is done. No drift left.,1756719651,
5197,-200502,7654321098,Blocked on the billing migration freeze. Need sign-off.,1748584285,
5198,1001,9005,Standup in 5. Drop blockers in the thread.,1726090069,5001
5199,-200500,9004,Standup in 5. Drop blockers in the thread.,1729226015,5006
5200,1001,9002,deploy: billing-api v1.42.0 to prod succeeded in 3m12s,1744022319,5006
5201,-200500,7654321098,deploy: billing-api v1.42.0 to prod succeeded in 3m12s,1749736130,5006
5202,-200501,9002,Blocked on the billing migration freeze. Need sign-off.,1742304738,5008
5203,-200502,7654321098,Blocked on the billing migration freeze. Need sign-off.,1723144842,5008
5204,-200500,7654321098,"Not me this time, promise.",1723807269,5001
5205,-200500,7654321098,Frontend tokens migration is done. No drift left.,1746342505,5008
5206,-200501,7654321098,Your on-call shift starts tomorrow at 09:00 UTC.,1728430427,
5207,1001,9003,Frontend tokens migration is done. No drift left.,1754512516,5006
5208,-200500,7654321098,Blocked on the billing migration freeze. Need sign-off.,1740541408,5008
5209,-200500,9001,Frontend tokens migration is done. No drift left.,1744275835,5006
5210,-200500,9001,Frontend tokens migration is done. No drift left.,1754488852,5008
5211,-200500,7654321098,"Not me this time, promise.",1744874945,
5212,-200501,7654321098,deploy: auth-api v2.18.0 to staging succeeded in 2m08s,1717914465,5001
5213,-200500,7654321098,Frontend tokens migration is done. No drift left.,1755695596,
5214,-200502,9005,"Not me this time, promise.",1728947771,5006
5215,-200502,9001,deploy: billing-api v1.42.0 to prod succeeded in 3m12s,1751688932,5001
5216,-200501,9005,Standup in 5. Drop blockers in the thread.,1738795934,5008
5217,-200502,9001,Blocked on the billing migration freeze. Need sign-off.,1721366392,5008
5218,1001,9001,Standup in 5. Drop blockers in the thread.,1744384138,
5219,-200501,9003,"Not me this time, promise.",1746221812,5001
5220,-200500,9004,deploy: auth-api v2.18.0 to staging succeeded in 2m08s,1731164930,5008
5221,-200501,9002,"Not me this time, promise.",1742231897,
5222,-200502,9001,Who broke the coffee machine integration again?,1720381709,5006
5223,1001,7654321098,deploy: auth-api v2.18.0 to staging succeeded in 2m08s,1737696623,
5224,-200500,9003,"Got it, thanks bot.",1728745540,5006
5225,-200501,9004,Your on-call shift starts tomorrow at 09:00 UTC.,1751401433,5001
5226,-200500,9002,deploy: billing-api v1.42.0 to prod succeeded in 3m12s,1724040129,5001
5227,-200500,7654321098,Blocked on the billing migration freeze. Need sign-off.,1721680668,
5228,-200500,7654321098,Blocked on the billing migration freeze. Need sign-off.,1722743252,
5229,-200500,7654321098,Your on-call shift starts tomorrow at 09:00 UTC.,1759098478,
5230,-200500,9001,Blocked on the billing migration freeze. Need sign-off.,1719199993,
5231,1001,9003,"Not me this time, promise.",1728553253,5008
5232,-200500,9001,"Not me this time, promise.",1728769737,
5233,1001,7654321098,Who broke the coffee machine integration again?,1725931029,
5234,-200502,7654321098,Standup in 5. Drop blockers in the thread.,1762354464,5001
5235,-200501,7654321098,Frontend tokens migration is done. No drift left.,1748571101,
5236,1001,9004,"Not me this time, promise.",1760354174,5006
5237,-200502,7654321098,Who broke the coffee machine integration again?,1729600369,5001
5238,-200502,9001,Blocked on the billing migration freeze. Need sign-off.,1719412932,5001
5239,-200502,7654321098,deploy: auth-api v2.18.0 to staging succeeded in 2m08s,1757108789,
5240,-200502,7654321098,"Got it, thanks bot.",1762193716,5006
5241,-200502,9005,deploy: auth-api v2.18.0 to staging succeeded in 2m08s,1759443124,5001
