id,name,type,messages_total,messages_unread,threads_total,threads_unread
Label_175,DRAFT,user,8,1,3,4
Label_176,Family,system,3,3,12,4
Label_177,UNREAD,user,245,5,3,4
Label_178,UNREAD,system,8,2,52,1
Label_179,SENT,system,590,1,3,2
Label_180,Kids,user,590,2,22,18
Label_181,UNREAD,user,590,1,52,18
Label_182,SPAM,user,28,0,22,1
Label_183,UNREAD,user,34,22,35,1
Label_184,Finance,user,34,5,40,18
Label_185,Medical,system,24,5,40,18
Label_186,Family,user,24,3,28,2
Label_187,SENT,system,245,0,28,18
Label_188,IMPORTANT,system,245,22,30,18
Label_189,TRASH,system,28,3,28,1
Label_190,Kids,user,28,2,8,18
Label_191,UNREAD,system,67,5,8,0
Label_192,DRAFT,system,31,2,28,2
Label_193,Epic Work Context,user,31,22,25,2
Label_194,Hobbies,user,42,5,28,2
Label_195,IMPORTANT,user,67,3,3,0
Label_196,Epic Work Context,user,22,1,8,4
Label_197,TRASH,system,28,5,22,2
Label_198,IMPORTANT,system,28,5,18,2
Label_199,Hobbies,user,42,5,485,18
Label_200,STARRED,system,35,22,12,1
Label_201,STARRED,system,245,2,52,0
Label_202,Finance,user,245,5,18,1
Label_203,INBOX,user,42,5,3,18
Label_204,UNREAD,system,590,3,35,18
Label_205,Hobbies,system,12,5,25,2
Label_206,Vietnam,user,15,2,12,0
Label_207,Finance,system,67,1,18,4
Label_208,Epic Work Context,user,22,22,40,2
Label_209,Kids,system,24,0,25,4
Label_210,Vietnam,user,34,2,3,4
Label_211,Vietnam,system,245,22,485,2
Label_212,Epic Work Context,system,67,1,25,1
Label_213,Epic Work Context,system,34,1,20,1
Label_214,DRAFT,user,45,1,25,1
Label_215,Medical,system,24,22,28,18
Label_216,STARRED,system,45,1,40,18
Label_217,Epic Work Context,user,245,3,25,18
Label_218,SPAM,user,22,2,22,2
Label_219,Epic Work Context,system,28,5,52,4
Label_220,INBOX,system,31,0,22,2
Label_221,Kids,system,34,2,25,18
Label_222,Epic Work Context,system,8,0,18,1
Label_223,Family,user,12,3,200,18
Label_224,Medical,system,24,22,22,2
Label_225,STARRED,system,28,1,28,18
Label_226,SENT,system,35,0,8,1
Label_227,Family,system,31,0,200,2
Label_228,DRAFT,user,12,3,52,2
Label_229,DRAFT,user,34,5,18,1
Label_230,Vietnam,user,45,3,28,18
Label_231,Family,user,28,0,30,1
Label_232,Vietnam,system,34,22,28,1
Label_233,Vietnam,system,35,1,35,1
Label_234,Hobbies,system,245,5,3,1
Label_235,Vietnam,user,42,1,20,2
Label_236,INBOX,user,28,5,40,1
Label_237,INBOX,user,245,1,12,0
Label_238,Family,system,12,3,485,1
