Id,Name,AccountType,AccountSubType,CurrentBalance,Active,Classification,Description
32,Account 32,Expense,Other,4045.51,true,Expense,Desc 32
33,Account 33,Expense,Other,1865.95,true,Expense,Desc 33
34,Account 34,Expense,Other,1475.01,true,Expense,Desc 34
35,Account 35,Expense,Other,2361.25,true,Expense,Desc 35
36,Account 36,Expense,Other,3198.31,true,Expense,Desc 36
37,Account 37,Expense,Other,903.51,true,Expense,Desc 37
38,Account 38,Expense,Other,2310.10,true,Expense,Desc 38
39,Account 39,Expense,Other,1868.42,true,Expense,Desc 39
40,Account 40,Expense,Other,695.62,true,Expense,Desc 40
41,Account 41,Expense,Other,2788.59,true,Expense,Desc 41
42,Account 42,Expense,Other,3022.43,true,Expense,Desc 42
43,Account 43,Expense,Other,174.78,true,Expense,Desc 43
44,Account 44,Expense,Other,2608.80,true,Expense,Desc 44
45,Account 45,Expense,Other,1245.70,true,Expense,Desc 45
46,Account 46,Expense,Other,534.98,true,Expense,Desc 46
47,Account 47,Expense,Other,4352.60,true,Expense,Desc 47
48,Account 48,Expense,Other,4703.87,true,Expense,Desc 48
49,Account 49,Expense,Other,2613.25,true,Expense,Desc 49
50,Account 50,Expense,Other,831.99,true,Expense,Desc 50
51,Account 51,Expense,Other,3051.50,true,Expense,Desc 51
52,Account 52,Expense,Other,1879.34,true,Expense,Desc 52
53,Account 53,Expense,Other,4544.46,true,Expense,Desc 53
54,Account 54,Expense,Other,1115.89,true,Expense,Desc 54
55,Account 55,Expense,Other,2464.39,true,Expense,Desc 55
56,Account 56,Expense,Other,1678.13,true,Expense,Desc 56
57,Account 57,Expense,Other,3736.05,true,Expense,Desc 57
58,Account 58,Expense,Other,1515.53,true,Expense,Desc 58
59,Account 59,Expense,Other,3881.55,true,Expense,Desc 59
60,Account 60,Expense,Other,2366.66,true,Expense,Desc 60
61,Account 61,Expense,Other,3548.83,true,Expense,Desc 61
62,Account 62,Expense,Other,416.04,true,Expense,Desc 62
63,Account 63,Expense,Other,531.70,true,Expense,Desc 63
64,Account 64,Expense,Other,546.52,true,Expense,Desc 64
65,Account 65,Expense,Other,4328.39,true,Expense,Desc 65
66,Account 66,Expense,Other,630.83,true,Expense,Desc 66
67,Account 67,Expense,Other,3575.20,true,Expense,Desc 67
68,Account 68,Expense,Other,4209.17,true,Expense,Desc 68
69,Account 69,Expense,Other,4717.58,true,Expense,Desc 69
70,Account 70,Expense,Other,2232.79,true,Expense,Desc 70
71,Account 71,Expense,Other,2165.27,true,Expense,Desc 71
72,Account 72,Expense,Other,2655.14,true,Expense,Desc 72
73,Account 73,Expense,Other,3689.90,true,Expense,Desc 73
74,Account 74,Expense,Other,4737.52,true,Expense,Desc 74
75,Account 75,Expense,Other,4764.75,true,Expense,Desc 75
76,Account 76,Expense,Other,1.82,true,Expense,Desc 76
77,Account 77,Expense,Other,3251.78,true,Expense,Desc 77
78,Account 78,Expense,Other,1068.36,true,Expense,Desc 78
79,Account 79,Expense,Other,109.17,true,Expense,Desc 79
80,Account 80,Expense,Other,795.06,true,Expense,Desc 80
81,Account 81,Expense,Other,1004.28,true,Expense,Desc 81
82,Account 82,Expense,Other,3789.74,true,Expense,Desc 82
83,Account 83,Expense,Other,1784.18,true,Expense,Desc 83
84,Account 84,Expense,Other,4157.34,true,Expense,Desc 84
85,Account 85,Expense,Other,4375.31,true,Expense,Desc 85
86,Account 86,Expense,Other,2732.11,true,Expense,Desc 86
87,Account 87,Expense,Other,3615.64,true,Expense,Desc 87
88,Account 88,Expense,Other,1714.69,true,Expense,Desc 88
89,Account 89,Expense,Other,1375.22,true,Expense,Desc 89
90,Account 90,Expense,Other,4313.58,true,Expense,Desc 90
91,Account 91,Expense,Other,1042.06,true,Expense,Desc 91
92,Account 92,Expense,Other,11.21,true,Expense,Desc 92
93,Account 93,Expense,Other,2312.57,true,Expense,Desc 93
94,Account 94,Expense,Other,4133.68,true,Expense,Desc 94
95,Account 95,Expense,Other,1479.42,true,Expense,Desc 95
96,Account 96,Expense,Other,4581.74,true,Expense,Desc 96
97,Account 97,Expense,Other,31.97,true,Expense,Desc 97
98,Account 98,Expense,Other,3969.13,true,Expense,Desc 98
99,Account 99,Expense,Other,3859.29,true,Expense,Desc 99
100,Account 100,Expense,Other,4716.32,true,Expense,Desc 100
