service_type,service_name,origin_zip,dest_zip,weight_lb,currency,net_charge,transit_days,delivery_day
serv_100,60601,27607,2.5,18x12x8,12.50,USD,2026-08-13,1
serv_101,97201,27607,5.0,18x12x8,45.99,USD,2026-11-03,5
serv_102,60601,27607,5.0,12x8x6,45.99,USD,2026-09-24,1
serv_103,60601,27607,5.0,12x8x6,45.99,USD,2026-10-27,5
serv_104,97201,27607,5.0,18x12x8,45.99,USD,2026-08-24,5
serv_105,97201,27607,2.5,18x12x8,45.99,USD,2026-09-18,1
serv_106,60601,27607,2.5,12x8x6,12.50,USD,2026-06-05,5
serv_107,60601,27607,5.0,18x12x8,45.99,USD,2026-11-11,5
serv_108,60601,27607,5.0,18x12x8,45.99,USD,2026-08-12,1
serv_109,97201,27607,2.5,12x8x6,45.99,USD,2026-11-18,1
serv_110,97201,27607,5.0,18x12x8,45.99,USD,2026-07-10,5
serv_111,60601,27607,2.5,18x12x8,12.50,USD,2026-06-16,1
serv_112,60601,27607,5.0,12x8x6,12.50,USD,2026-09-28,5
serv_113,60601,27607,2.5,18x12x8,45.99,USD,2026-08-08,5
serv_114,97201,27607,5.0,18x12x8,12.50,USD,2026-07-27,5
serv_115,97201,27607,5.0,18x12x8,12.50,USD,2026-08-28,1
serv_116,97201,27607,5.0,12x8x6,12.50,USD,2026-10-08,1
serv_117,60601,27607,5.0,12x8x6,45.99,USD,2026-11-13,5
serv_118,97201,27607,2.5,12x8x6,12.50,USD,2026-11-09,5
serv_119,97201,27607,5.0,18x12x8,45.99,USD,2026-11-07,5
serv_120,97201,27607,5.0,12x8x6,12.50,USD,2026-09-27,5
serv_121,60601,27607,2.5,18x12x8,12.50,USD,2026-10-08,1
serv_122,97201,27607,5.0,18x12x8,45.99,USD,2026-08-04,1
serv_123,97201,27607,5.0,18x12x8,45.99,USD,2026-10-23,1
serv_124,97201,27607,5.0,18x12x8,12.50,USD,2026-07-05,1
serv_125,97201,27607,5.0,12x8x6,12.50,USD,2026-11-15,5
serv_126,60601,27607,5.0,12x8x6,45.99,USD,2026-08-12,5
serv_127,97201,27607,5.0,12x8x6,45.99,USD,2026-11-09,1
serv_128,97201,27607,2.5,12x8x6,12.50,USD,2026-07-14,1
serv_129,60601,27607,2.5,12x8x6,45.99,USD,2026-07-21,1
serv_130,60601,27607,2.5,18x12x8,12.50,USD,2026-11-04,5
serv_131,97201,27607,2.5,12x8x6,12.50,USD,2026-08-19,5
serv_132,60601,27607,5.0,18x12x8,45.99,USD,2026-09-02,1
serv_133,97201,27607,2.5,18x12x8,45.99,USD,2026-09-08,1
serv_134,97201,27607,5.0,12x8x6,45.99,USD,2026-08-06,1
serv_135,60601,27607,2.5,12x8x6,45.99,USD,2026-06-05,1
serv_136,60601,27607,5.0,12x8x6,45.99,USD,2026-07-02,1
serv_137,97201,27607,5.0,18x12x8,45.99,USD,2026-07-12,1
serv_138,97201,27607,5.0,18x12x8,45.99,USD,2026-10-18,5
serv_139,97201,27607,2.5,18x12x8,12.50,USD,2026-06-16,5
serv_140,97201,27607,5.0,12x8x6,12.50,USD,2026-10-13,1
serv_141,97201,27607,2.5,12x8x6,12.50,USD,2026-08-07,1
serv_142,60601,27607,2.5,12x8x6,45.99,USD,2026-10-21,1
serv_143,60601,27607,2.5,12x8x6,12.50,USD,2026-09-12,5
serv_144,97201,27607,2.5,18x12x8,45.99,USD,2026-06-15,1
serv_145,60601,27607,2.5,18x12x8,45.99,USD,2026-07-01,5
serv_146,97201,27607,5.0,12x8x6,45.99,USD,2026-06-18,1
serv_147,60601,27607,2.5,18x12x8,45.99,USD,2026-06-02,5
serv_148,60601,27607,2.5,18x12x8,12.50,USD,2026-09-08,5
serv_149,60601,27607,2.5,18x12x8,45.99,USD,2026-08-14,5
serv_150,60601,27607,5.0,18x12x8,45.99,USD,2026-11-10,1
serv_151,60601,27607,2.5,12x8x6,45.99,USD,2026-10-16,5
serv_152,97201,27607,5.0,12x8x6,12.50,USD,2026-06-27,1
serv_153,60601,27607,5.0,12x8x6,45.99,USD,2026-09-01,5
serv_154,60601,27607,2.5,12x8x6,45.99,USD,2026-10-16,1
serv_155,97201,27607,2.5,18x12x8,45.99,USD,2026-10-20,5
serv_156,97201,27607,2.5,18x12x8,12.50,USD,2026-08-28,1
serv_157,60601,27607,2.5,12x8x6,45.99,USD,2026-10-20,5
serv_158,97201,27607,2.5,18x12x8,45.99,USD,2026-09-15,5
serv_159,60601,27607,5.0,12x8x6,12.50,USD,2026-11-27,1
serv_160,60601,27607,5.0,18x12x8,12.50,USD,2026-06-19,1
serv_161,97201,27607,5.0,18x12x8,12.50,USD,2026-07-23,1
serv_162,60601,27607,2.5,18x12x8,12.50,USD,2026-07-07,1
serv_163,97201,27607,5.0,12x8x6,12.50,USD,2026-11-23,1
serv_164,60601,27607,5.0,18x12x8,45.99,USD,2026-09-26,1
serv_165,60601,27607,2.5,12x8x6,12.50,USD,2026-09-11,1
serv_166,60601,27607,2.5,12x8x6,12.50,USD,2026-11-11,1
serv_167,60601,27607,2.5,12x8x6,45.99,USD,2026-11-28,1
serv_168,60601,27607,5.0,12x8x6,45.99,USD,2026-07-14,1
serv_169,97201,27607,5.0,18x12x8,12.50,USD,2026-10-12,1
serv_170,60601,27607,5.0,18x12x8,12.50,USD,2026-11-24,5
serv_171,97201,27607,2.5,12x8x6,45.99,USD,2026-06-07,5
serv_172,97201,27607,2.5,18x12x8,12.50,USD,2026-10-18,1
serv_173,60601,27607,5.0,18x12x8,12.50,USD,2026-07-20,1
serv_174,97201,27607,2.5,18x12x8,45.99,USD,2026-07-17,1
serv_175,97201,27607,2.5,18x12x8,12.50,USD,2026-11-03,5
serv_176,97201,27607,5.0,12x8x6,12.50,USD,2026-08-05,5
serv_177,60601,27607,5.0,12x8x6,45.99,USD,2026-08-20,5
serv_178,60601,27607,5.0,18x12x8,45.99,USD,2026-09-25,1
serv_179,97201,27607,2.5,12x8x6,12.50,USD,2026-10-10,1
serv_180,97201,27607,2.5,18x12x8,45.99,USD,2026-09-08,1
serv_181,60601,27607,5.0,18x12x8,12.50,USD,2026-08-24,5
serv_182,60601,27607,2.5,18x12x8,45.99,USD,2026-10-19,5
serv_183,60601,27607,2.5,18x12x8,45.99,USD,2026-07-02,1
serv_184,97201,27607,5.0,12x8x6,45.99,USD,2026-08-09,5
serv_185,60601,27607,5.0,18x12x8,45.99,USD,2026-08-13,5
serv_186,97201,27607,2.5,12x8x6,12.50,USD,2026-07-22,5
serv_187,97201,27607,2.5,12x8x6,45.99,USD,2026-06-05,5
serv_188,60601,27607,5.0,12x8x6,12.50,USD,2026-09-13,1
serv_189,97201,27607,2.5,12x8x6,12.50,USD,2026-09-22,1
serv_190,97201,27607,5.0,18x12x8,12.50,USD,2026-06-11,1
serv_191,97201,27607,5.0,18x12x8,45.99,USD,2026-09-07,5
serv_192,60601,27607,5.0,12x8x6,45.99,USD,2026-09-03,5
serv_193,60601,27607,5.0,12x8x6,12.50,USD,2026-09-16,1
serv_194,60601,27607,2.5,18x12x8,12.50,USD,2026-09-20,5
serv_195,97201,27607,5.0,12x8x6,45.99,USD,2026-09-04,5
serv_196,97201,27607,5.0,12x8x6,12.50,USD,2026-06-03,5
serv_197,60601,27607,2.5,18x12x8,45.99,USD,2026-06-18,1
serv_198,97201,27607,2.5,12x8x6,45.99,USD,2026-10-01,5
serv_199,60601,27607,5.0,18x12x8,45.99,USD,2026-10-24,1
serv_200,60601,27607,5.0,12x8x6,45.99,USD,2026-07-24,5
serv_201,60601,27607,5.0,18x12x8,45.99,USD,2026-11-02,1
serv_202,60601,27607,5.0,12x8x6,45.99,USD,2026-07-01,1
serv_203,60601,27607,5.0,18x12x8,12.50,USD,2026-10-05,1
serv_204,60601,27607,5.0,12x8x6,12.50,USD,2026-09-02,1
serv_205,60601,27607,2.5,18x12x8,45.99,USD,2026-08-26,1
serv_206,97201,27607,2.5,18x12x8,12.50,USD,2026-10-08,1
serv_207,97201,27607,5.0,12x8x6,45.99,USD,2026-06-26,5
serv_208,60601,27607,5.0,18x12x8,45.99,USD,2026-11-14,5
serv_209,60601,27607,2.5,18x12x8,12.50,USD,2026-09-01,5
serv_210,97201,27607,2.5,18x12x8,45.99,USD,2026-06-16,5
serv_211,97201,27607,2.5,18x12x8,12.50,USD,2026-07-10,1
serv_212,97201,27607,2.5,12x8x6,45.99,USD,2026-06-24,5
serv_213,60601,27607,2.5,12x8x6,12.50,USD,2026-07-22,5
serv_214,97201,27607,5.0,12x8x6,12.50,USD,2026-07-11,1
serv_215,97201,27607,5.0,18x12x8,45.99,USD,2026-06-02,1
serv_216,60601,27607,5.0,12x8x6,45.99,USD,2026-07-19,5
serv_217,60601,27607,5.0,18x12x8,12.50,USD,2026-10-15,5
serv_218,97201,27607,5.0,18x12x8,12.50,USD,2026-10-01,1
serv_219,97201,27607,2.5,12x8x6,45.99,USD,2026-07-14,1
serv_220,60601,27607,5.0,18x12x8,12.50,USD,2026-07-15,1
serv_221,97201,27607,5.0,18x12x8,12.50,USD,2026-09-10,5
serv_222,60601,27607,2.5,12x8x6,45.99,USD,2026-11-24,5
serv_223,60601,27607,2.5,12x8x6,45.99,USD,2026-09-17,1
serv_224,60601,27607,5.0,12x8x6,12.50,USD,2026-06-19,5
serv_225,60601,27607,5.0,12x8x6,45.99,USD,2026-09-16,5
serv_226,60601,27607,5.0,12x8x6,12.50,USD,2026-11-12,5
serv_227,60601,27607,2.5,12x8x6,12.50,USD,2026-09-27,5
serv_228,97201,27607,5.0,18x12x8,45.99,USD,2026-06-15,5
serv_229,97201,27607,5.0,18x12x8,12.50,USD,2026-10-12,1
serv_230,97201,27607,5.0,18x12x8,45.99,USD,2026-08-22,1
serv_231,97201,27607,5.0,12x8x6,45.99,USD,2026-09-02,1
serv_232,60601,27607,2.5,12x8x6,12.50,USD,2026-08-16,5
serv_233,97201,27607,2.5,18x12x8,12.50,USD,2026-08-19,5
serv_234,60601,27607,2.5,12x8x6,45.99,USD,2026-10-13,5
serv_235,97201,27607,2.5,12x8x6,12.50,USD,2026-09-15,5
serv_236,60601,27607,2.5,18x12x8,45.99,USD,2026-10-15,5
serv_237,97201,27607,2.5,12x8x6,45.99,USD,2026-09-25,5
serv_238,97201,27607,5.0,18x12x8,45.99,USD,2026-11-09,1
serv_239,97201,27607,5.0,18x12x8,12.50,USD,2026-10-15,5
serv_240,60601,27607,2.5,18x12x8,45.99,USD,2026-10-11,5
serv_241,97201,27607,2.5,18x12x8,45.99,USD,2026-11-19,5
serv_242,60601,27607,5.0,18x12x8,45.99,USD,2026-09-08,1
serv_243,97201,27607,2.5,12x8x6,45.99,USD,2026-07-16,1
serv_244,60601,27607,2.5,18x12x8,45.99,USD,2026-10-19,5
serv_245,97201,27607,2.5,18x12x8,12.50,USD,2026-09-11,5
serv_246,97201,27607,2.5,12x8x6,45.99,USD,2026-09-08,1
serv_247,97201,27607,5.0,12x8x6,45.99,USD,2026-10-24,5
serv_248,60601,27607,2.5,12x8x6,12.50,USD,2026-09-14,5
serv_249,97201,27607,2.5,18x12x8,45.99,USD,2026-08-27,5
serv_250,60601,27607,5.0,12x8x6,12.50,USD,2026-11-26,1
serv_251,60601,27607,2.5,18x12x8,12.50,USD,2026-07-13,1
serv_252,97201,27607,2.5,12x8x6,45.99,USD,2026-11-25,1
serv_253,60601,27607,5.0,12x8x6,45.99,USD,2026-10-04,1
serv_254,97201,27607,2.5,18x12x8,12.50,USD,2026-07-17,5
serv_255,97201,27607,5.0,12x8x6,12.50,USD,2026-07-08,5
serv_256,60601,27607,5.0,18x12x8,45.99,USD,2026-10-04,5
serv_257,97201,27607,2.5,12x8x6,12.50,USD,2026-06-16,1
serv_258,60601,27607,2.5,18x12x8,45.99,USD,2026-07-28,5
serv_259,60601,27607,2.5,18x12x8,12.50,USD,2026-10-06,1
serv_260,97201,27607,5.0,12x8x6,45.99,USD,2026-08-10,5
serv_261,97201,27607,2.5,18x12x8,12.50,USD,2026-09-10,5
serv_262,97201,27607,2.5,18x12x8,45.99,USD,2026-07-10,5
serv_263,97201,27607,5.0,18x12x8,45.99,USD,2026-07-02,1
serv_264,60601,27607,2.5,18x12x8,12.50,USD,2026-06-20,1
serv_265,97201,27607,5.0,18x12x8,45.99,USD,2026-11-03,5
serv_266,60601,27607,5.0,12x8x6,12.50,USD,2026-08-26,1
serv_267,60601,27607,2.5,12x8x6,45.99,USD,2026-06-02,1
serv_268,97201,27607,2.5,18x12x8,12.50,USD,2026-07-12,1
serv_269,97201,27607,2.5,18x12x8,12.50,USD,2026-06-17,5
serv_270,97201,27607,2.5,18x12x8,45.99,USD,2026-07-08,5
serv_271,60601,27607,5.0,18x12x8,12.50,USD,2026-11-18,1
serv_272,60601,27607,2.5,12x8x6,12.50,USD,2026-09-04,1
serv_273,60601,27607,5.0,18x12x8,12.50,USD,2026-11-25,5
serv_274,97201,27607,5.0,18x12x8,12.50,USD,2026-07-21,1
serv_275,60601,27607,2.5,12x8x6,12.50,USD,2026-11-12,5
serv_276,97201,27607,2.5,12x8x6,45.99,USD,2026-07-13,1
serv_277,97201,27607,2.5,12x8x6,45.99,USD,2026-11-04,5
serv_278,97201,27607,2.5,18x12x8,45.99,USD,2026-10-25,1
