asset_id,symbol,qty,avg_entry_price,current_price,side,market_value,cost_basis,unrealized_pl
69b6d1aa-5c14-4920-aef3-7eb33a01c482,AAPL,310,1297.23,401.44,long,2241.08,7022.51,116.44
69b6d1aa-5c14-4920-aef3-7eb33a01c483,AAPL,236,1952.78,276.28,long,5971.63,3321.89,-317.56
69b6d1aa-5c14-4920-aef3-7eb33a01c484,NVDA,281,122.57,401.82,long,5955.11,1926.35,-206.37
69b6d1aa-5c14-4920-aef3-7eb33a01c485,MSFT,232,2671.55,164.03,long,1167.75,7131.72,445.85
69b6d1aa-5c14-4920-aef3-7eb33a01c486,AAPL,27,2663.05,304.56,long,314.60,2133.99,62.86
69b6d1aa-5c14-4920-aef3-7eb33a01c487,AMZN,283,2814.28,315.43,long,4320.61,7609.41,-378.35
69b6d1aa-5c14-4920-aef3-7eb33a01c488,AAPL,182,693.57,43.67,long,5825.74,3869.64,504.27
69b6d1aa-5c14-4920-aef3-7eb33a01c489,TSLA,45,1156.57,269.75,long,9844.53,8867.69,344.28
69b6d1aa-5c14-4920-aef3-7eb33a01c490,NVDA,111,582.98,322.45,long,708.72,2417.46,-333.24
69b6d1aa-5c14-4920-aef3-7eb33a01c491,TSLA,70,930.49,322.78,long,9763.65,9392.22,-159.66
69b6d1aa-5c14-4920-aef3-7eb33a01c492,MSFT,282,435.35,153.39,long,9614.82,9283.10,-331.65
69b6d1aa-5c14-4920-aef3-7eb33a01c493,TSLA,122,2197.22,45.18,long,3943.17,6043.86,36.22
69b6d1aa-5c14-4920-aef3-7eb33a01c494,TSLA,275,648.31,417.12,long,8474.27,7218.48,-42.00
69b6d1aa-5c14-4920-aef3-7eb33a01c495,AMZN,308,659.24,101.81,long,991.89,7864.24,166.75
69b6d1aa-5c14-4920-aef3-7eb33a01c496,TSLA,182,504.80,205.91,long,7270.98,2015.00,258.66
69b6d1aa-5c14-4920-aef3-7eb33a01c497,TSLA,95,999.04,162.72,long,3378.70,3125.43,260.55
69b6d1aa-5c14-4920-aef3-7eb33a01c498,TSLA,126,1334.97,247.03,long,7922.18,930.66,-137.84
69b6d1aa-5c14-4920-aef3-7eb33a01c499,TSLA,204,2418.39,166.08,long,963.74,299.83,-361.77
69b6d1aa-5c14-4920-aef3-7eb33a01c500,TSLA,139,2518.09,46.14,long,8700.23,457.32,-395.54
69b6d1aa-5c14-4920-aef3-7eb33a01c501,MSFT,185,2102.70,286.02,long,6610.60,5754.36,458.03
69b6d1aa-5c14-4920-aef3-7eb33a01c502,MSFT,143,2730.95,128.04,long,2394.52,8169.25,467.75
69b6d1aa-5c14-4920-aef3-7eb33a01c503,TSLA,340,1532.72,344.91,long,2583.94,8527.84,-255.25
69b6d1aa-5c14-4920-aef3-7eb33a01c504,TSLA,269,650.00,121.59,long,3155.19,3791.76,-337.00
69b6d1aa-5c14-4920-aef3-7eb33a01c505,TSLA,74,653.07,33.70,long,7900.73,5476.39,233.97
69b6d1aa-5c14-4920-aef3-7eb33a01c506,MSFT,205,2791.77,115.80,long,5256.70,9854.93,-151.73
69b6d1aa-5c14-4920-aef3-7eb33a01c507,TSLA,151,1016.84,256.68,long,6967.13,896.71,-271.63
69b6d1aa-5c14-4920-aef3-7eb33a01c508,TSLA,307,2174.35,148.11,long,2137.05,2128.94,-387.21
69b6d1aa-5c14-4920-aef3-7eb33a01c509,NVDA,45,2886.85,273.39,long,695.33,5366.02,90.51
69b6d1aa-5c14-4920-aef3-7eb33a01c510,AAPL,294,1470.26,9.29,long,3904.51,7709.10,415.65
69b6d1aa-5c14-4920-aef3-7eb33a01c511,TSLA,181,2627.17,56.43,long,9750.17,2036.54,125.72
69b6d1aa-5c14-4920-aef3-7eb33a01c512,TSLA,119,2117.93,212.57,long,2960.04,683.42,256.50
69b6d1aa-5c14-4920-aef3-7eb33a01c513,TSLA,117,944.42,201.44,long,7717.01,599.80,-41.00
69b6d1aa-5c14-4920-aef3-7eb33a01c514,TSLA,330,218.15,338.00,long,2917.65,6706.31,-24.85
69b6d1aa-5c14-4920-aef3-7eb33a01c515,TSLA,231,1734.34,298.24,long,1558.53,9894.89,397.83
69b6d1aa-5c14-4920-aef3-7eb33a01c516,NVDA,221,2574.12,112.48,long,4683.49,6552.65,105.84
69b6d1aa-5c14-4920-aef3-7eb33a01c517,MSFT,22,1438.57,64.30,long,3553.22,2793.44,380.70
69b6d1aa-5c14-4920-aef3-7eb33a01c518,AAPL,320,1605.58,58.47,long,103.90,5577.16,-215.19
69b6d1aa-5c14-4920-aef3-7eb33a01c519,TSLA,85,128.33,82.49,long,5553.48,5165.59,0.44
69b6d1aa-5c14-4920-aef3-7eb33a01c520,AMZN,211,103.86,374.90,long,1794.84,5130.26,149.52
69b6d1aa-5c14-4920-aef3-7eb33a01c521,MSFT,348,354.03,239.61,long,2903.47,1939.17,385.21
69b6d1aa-5c14-4920-aef3-7eb33a01c522,TSLA,156,1232.88,82.96,long,7982.41,6384.59,-313.03
69b6d1aa-5c14-4920-aef3-7eb33a01c523,MSFT,318,340.57,159.46,long,9173.97,1754.83,498.69
69b6d1aa-5c14-4920-aef3-7eb33a01c524,NVDA,69,1462.99,39.49,long,9811.26,2167.52,382.83
69b6d1aa-5c14-4920-aef3-7eb33a01c525,AAPL,159,214.09,53.21,long,3026.55,4474.80,203.11
69b6d1aa-5c14-4920-aef3-7eb33a01c526,TSLA,142,2569.27,240.43,long,5107.04,1604.48,52.37
69b6d1aa-5c14-4920-aef3-7eb33a01c527,TSLA,123,181.04,333.08,long,4678.50,6903.24,-130.37
69b6d1aa-5c14-4920-aef3-7eb33a01c528,AAPL,301,81.05,162.75,long,4130.99,3157.94,-137.11
69b6d1aa-5c14-4920-aef3-7eb33a01c529,NVDA,245,1338.46,351.08,long,10338.51,2359.47,-330.82
69b6d1aa-5c14-4920-aef3-7eb33a01c530,TSLA,52,522.49,29.95,long,2187.63,8307.81,149.72
69b6d1aa-5c14-4920-aef3-7eb33a01c531,TSLA,56,766.68,191.11,long,6343.52,6994.92,234.73
69b6d1aa-5c14-4920-aef3-7eb33a01c532,AMZN,202,2224.95,211.10,long,4662.09,9523.47,72.90
69b6d1aa-5c14-4920-aef3-7eb33a01c533,TSLA,200,311.79,392.20,long,8691.58,3707.11,339.37
69b6d1aa-5c14-4920-aef3-7eb33a01c534,TSLA,116,439.91,340.47,long,9198.68,2857.09,446.45
69b6d1aa-5c14-4920-aef3-7eb33a01c535,MSFT,44,1260.62,353.17,long,6127.21,4019.12,203.26
69b6d1aa-5c14-4920-aef3-7eb33a01c536,MSFT,89,2127.57,237.66,long,4222.49,6057.37,-155.40
69b6d1aa-5c14-4920-aef3-7eb33a01c537,TSLA,194,1080.95,407.37,long,2783.22,6329.71,12.62
69b6d1aa-5c14-4920-aef3-7eb33a01c538,TSLA,84,1209.02,312.73,long,211.86,4773.59,314.22
69b6d1aa-5c14-4920-aef3-7eb33a01c539,TSLA,235,576.89,223.45,long,1016.31,4774.01,122.47
69b6d1aa-5c14-4920-aef3-7eb33a01c540,TSLA,147,383.39,90.68,long,9937.05,9495.23,-103.89
69b6d1aa-5c14-4920-aef3-7eb33a01c541,TSLA,149,2698.79,237.41,long,6515.42,3713.31,-346.18
69b6d1aa-5c14-4920-aef3-7eb33a01c542,TSLA,52,1387.39,186.38,long,7167.66,5833.24,-156.29
69b6d1aa-5c14-4920-aef3-7eb33a01c543,NVDA,61,1956.98,138.51,long,2005.81,4194.99,326.14
69b6d1aa-5c14-4920-aef3-7eb33a01c544,TSLA,221,897.37,308.06,long,153.24,286.19,-357.62
69b6d1aa-5c14-4920-aef3-7eb33a01c545,NVDA,249,2001.62,105.84,long,2519.80,1919.30,-205.65
69b6d1aa-5c14-4920-aef3-7eb33a01c546,TSLA,169,145.29,85.37,long,4169.46,4963.77,366.33
69b6d1aa-5c14-4920-aef3-7eb33a01c547,TSLA,300,2211.49,311.91,long,1322.87,752.90,343.58
69b6d1aa-5c14-4920-aef3-7eb33a01c548,TSLA,176,2223.16,25.57,long,6122.25,3970.31,61.11
69b6d1aa-5c14-4920-aef3-7eb33a01c549,AAPL,29,238.81,230.98,long,4041.58,8842.24,-193.89
69b6d1aa-5c14-4920-aef3-7eb33a01c550,NVDA,34,37.55,41.01,long,2491.17,7449.96,-318.15
69b6d1aa-5c14-4920-aef3-7eb33a01c551,TSLA,140,1520.41,272.38,long,9134.77,2255.40,-217.10
69b6d1aa-5c14-4920-aef3-7eb33a01c552,TSLA,199,698.40,195.16,long,192.39,8963.43,371.00
69b6d1aa-5c14-4920-aef3-7eb33a01c553,AMZN,207,1470.53,216.61,long,1959.25,1292.61,500.37
69b6d1aa-5c14-4920-aef3-7eb33a01c554,TSLA,348,2374.72,304.23,long,3297.70,4881.06,-288.35
69b6d1aa-5c14-4920-aef3-7eb33a01c555,AMZN,332,2763.36,82.33,long,8667.41,2206.20,-248.39
69b6d1aa-5c14-4920-aef3-7eb33a01c556,TSLA,65,1821.08,4.68,long,3117.00,3126.29,-354.42
69b6d1aa-5c14-4920-aef3-7eb33a01c557,TSLA,346,570.15,197.58,long,3925.83,2881.16,383.62
69b6d1aa-5c14-4920-aef3-7eb33a01c558,TSLA,190,647.39,198.07,long,1080.37,5412.11,-226.40
69b6d1aa-5c14-4920-aef3-7eb33a01c559,TSLA,111,2738.38,206.17,long,5035.87,5405.15,-231.32
69b6d1aa-5c14-4920-aef3-7eb33a01c560,AAPL,309,1286.09,254.22,long,10438.30,4410.34,65.44
69b6d1aa-5c14-4920-aef3-7eb33a01c561,AAPL,35,162.07,264.09,long,4130.17,9127.21,-42.72
69b6d1aa-5c14-4920-aef3-7eb33a01c562,TSLA,94,1377.46,123.93,long,9134.24,6984.57,-248.52
69b6d1aa-5c14-4920-aef3-7eb33a01c563,AAPL,215,1262.48,191.31,long,8118.87,7161.62,-31.98
69b6d1aa-5c14-4920-aef3-7eb33a01c564,TSLA,192,1672.77,304.82,long,1152.99,4471.61,200.17
69b6d1aa-5c14-4920-aef3-7eb33a01c565,TSLA,342,1229.61,114.31,long,1463.07,1722.70,144.40
69b6d1aa-5c14-4920-aef3-7eb33a01c566,NVDA,142,2204.68,240.89,long,9827.56,2261.78,292.35
69b6d1aa-5c14-4920-aef3-7eb33a01c567,AMZN,92,1831.78,283.69,long,1299.38,6078.23,160.82
69b6d1aa-5c14-4920-aef3-7eb33a01c568,AMZN,280,2560.84,391.42,long,5738.51,6866.69,-65.95
69b6d1aa-5c14-4920-aef3-7eb33a01c569,NVDA,237,29.49,402.59,long,4027.59,648.60,421.35
69b6d1aa-5c14-4920-aef3-7eb33a01c570,NVDA,102,1950.47,273.60,long,5297.78,2555.16,-209.34
69b6d1aa-5c14-4920-aef3-7eb33a01c571,TSLA,161,670.91,122.19,long,1140.28,1045.44,245.41
69b6d1aa-5c14-4920-aef3-7eb33a01c572,TSLA,305,71.33,235.90,long,7580.16,3118.88,431.01
69b6d1aa-5c14-4920-aef3-7eb33a01c573,TSLA,66,1110.26,315.85,long,1620.14,1196.69,351.89
69b6d1aa-5c14-4920-aef3-7eb33a01c574,AMZN,195,1087.30,187.30,long,202.28,6360.38,-385.93
69b6d1aa-5c14-4920-aef3-7eb33a01c575,AMZN,202,2367.33,334.25,long,10070.29,2792.98,354.71
69b6d1aa-5c14-4920-aef3-7eb33a01c576,NVDA,326,2598.34,163.47,long,3070.98,654.81,409.09
69b6d1aa-5c14-4920-aef3-7eb33a01c577,TSLA,20,1900.47,177.12,long,4973.94,5214.10,475.16
69b6d1aa-5c14-4920-aef3-7eb33a01c578,AAPL,174,1769.62,34.31,long,8138.74,4976.19,492.22
69b6d1aa-5c14-4920-aef3-7eb33a01c579,TSLA,170,2443.10,100.87,long,6455.48,5327.30,463.59
69b6d1aa-5c14-4920-aef3-7eb33a01c580,NVDA,148,2567.32,307.96,long,5480.65,9235.63,233.03
69b6d1aa-5c14-4920-aef3-7eb33a01c581,TSLA,95,1203.11,162.41,long,950.24,1751.70,416.39
69b6d1aa-5c14-4920-aef3-7eb33a01c582,NVDA,68,1574.98,206.67,long,2222.67,5068.05,-167.52
69b6d1aa-5c14-4920-aef3-7eb33a01c583,AMZN,19,846.47,417.18,long,7839.41,8394.88,169.03
69b6d1aa-5c14-4920-aef3-7eb33a01c584,MSFT,188,900.11,362.52,long,7531.99,4535.83,507.20
69b6d1aa-5c14-4920-aef3-7eb33a01c585,MSFT,157,173.51,89.80,long,9362.38,3733.67,-263.34
69b6d1aa-5c14-4920-aef3-7eb33a01c586,MSFT,341,1188.45,258.41,long,6578.90,6883.94,-348.96
69b6d1aa-5c14-4920-aef3-7eb33a01c587,AMZN,254,2418.06,49.18,long,4921.10,835.74,460.13
69b6d1aa-5c14-4920-aef3-7eb33a01c588,NVDA,79,1272.68,76.08,long,5429.27,6671.50,135.06
69b6d1aa-5c14-4920-aef3-7eb33a01c589,TSLA,112,2580.83,378.13,long,2571.33,5451.27,-282.26
69b6d1aa-5c14-4920-aef3-7eb33a01c590,TSLA,239,2129.62,103.80,long,8489.28,5090.61,77.07
69b6d1aa-5c14-4920-aef3-7eb33a01c591,TSLA,254,2973.87,365.93,long,5564.83,6499.54,73.69
69b6d1aa-5c14-4920-aef3-7eb33a01c592,TSLA,130,1169.21,374.36,long,3580.43,4341.40,282.61
69b6d1aa-5c14-4920-aef3-7eb33a01c593,NVDA,141,1102.14,166.49,long,1095.61,5660.11,458.59
69b6d1aa-5c14-4920-aef3-7eb33a01c594,AAPL,292,1270.89,191.99,long,2879.59,4653.86,-338.94
69b6d1aa-5c14-4920-aef3-7eb33a01c595,TSLA,293,1077.65,115.52,long,729.36,1654.79,241.41
69b6d1aa-5c14-4920-aef3-7eb33a01c596,TSLA,197,285.81,223.64,long,4167.30,7694.04,129.82
69b6d1aa-5c14-4920-aef3-7eb33a01c597,TSLA,271,2548.37,350.72,long,4710.87,3308.41,-54.25
69b6d1aa-5c14-4920-aef3-7eb33a01c598,NVDA,119,399.41,113.36,long,4718.51,897.20,-153.08
69b6d1aa-5c14-4920-aef3-7eb33a01c599,NVDA,65,1881.66,402.74,long,6465.69,9729.93,426.91
69b6d1aa-5c14-4920-aef3-7eb33a01c600,TSLA,244,1170.91,106.17,long,6124.66,648.16,-396.40
69b6d1aa-5c14-4920-aef3-7eb33a01c601,TSLA,332,2705.19,272.56,long,6067.23,3508.85,57.49
69b6d1aa-5c14-4920-aef3-7eb33a01c602,AMZN,229,1854.92,310.38,long,9804.16,6178.19,-241.23
69b6d1aa-5c14-4920-aef3-7eb33a01c603,TSLA,279,1878.25,50.31,long,4855.76,7513.27,-252.08
69b6d1aa-5c14-4920-aef3-7eb33a01c604,TSLA,63,2157.62,368.58,long,1909.78,1499.73,-50.89
69b6d1aa-5c14-4920-aef3-7eb33a01c605,MSFT,297,2741.58,341.26,long,4292.85,4341.51,262.90
69b6d1aa-5c14-4920-aef3-7eb33a01c606,TSLA,266,150.04,308.49,long,9772.62,5886.85,419.52
69b6d1aa-5c14-4920-aef3-7eb33a01c607,TSLA,268,1834.45,327.81,long,3452.77,61.53,216.90
69b6d1aa-5c14-4920-aef3-7eb33a01c608,TSLA,141,1165.60,375.30,long,7045.70,2468.28,-283.04
69b6d1aa-5c14-4920-aef3-7eb33a01c609,MSFT,308,1210.93,209.01,long,3622.73,7576.01,102.71
69b6d1aa-5c14-4920-aef3-7eb33a01c610,TSLA,69,2065.61,153.75,long,1266.84,9282.03,340.40
69b6d1aa-5c14-4920-aef3-7eb33a01c611,AMZN,180,979.28,86.88,long,9636.24,360.19,-76.59
69b6d1aa-5c14-4920-aef3-7eb33a01c612,TSLA,178,837.50,253.01,long,5145.31,2419.17,438.63
69b6d1aa-5c14-4920-aef3-7eb33a01c613,MSFT,237,1182.84,159.53,long,6153.17,7842.59,235.89
69b6d1aa-5c14-4920-aef3-7eb33a01c614,AMZN,213,2560.44,347.48,long,8249.94,2356.68,205.26
69b6d1aa-5c14-4920-aef3-7eb33a01c615,TSLA,22,1426.81,180.84,long,370.32,8155.31,35.78
69b6d1aa-5c14-4920-aef3-7eb33a01c616,MSFT,249,227.92,298.62,long,4593.86,4977.34,507.19
69b6d1aa-5c14-4920-aef3-7eb33a01c617,TSLA,122,1725.28,196.68,long,1455.97,792.04,112.87
69b6d1aa-5c14-4920-aef3-7eb33a01c618,TSLA,35,43.71,169.19,long,7141.68,9354.21,140.20
69b6d1aa-5c14-4920-aef3-7eb33a01c619,NVDA,329,467.64,250.79,long,8171.97,9665.71,-162.40
69b6d1aa-5c14-4920-aef3-7eb33a01c620,NVDA,293,2299.53,56.46,long,7736.31,4599.08,50.40
69b6d1aa-5c14-4920-aef3-7eb33a01c621,NVDA,346,542.43,244.46,long,3850.68,6886.14,423.44
69b6d1aa-5c14-4920-aef3-7eb33a01c622,TSLA,203,2855.02,355.63,long,1890.65,5061.43,10.34
69b6d1aa-5c14-4920-aef3-7eb33a01c623,MSFT,291,2440.31,88.71,long,2865.95,6695.85,-255.70
69b6d1aa-5c14-4920-aef3-7eb33a01c624,AAPL,339,1437.85,385.82,long,7499.61,9461.35,295.44
69b6d1aa-5c14-4920-aef3-7eb33a01c625,MSFT,327,2121.01,152.02,long,7106.12,1084.58,372.13
69b6d1aa-5c14-4920-aef3-7eb33a01c626,TSLA,136,167.00,411.26,long,5420.58,9183.89,431.89
69b6d1aa-5c14-4920-aef3-7eb33a01c627,MSFT,323,1465.45,203.21,long,7880.23,6476.28,308.79
69b6d1aa-5c14-4920-aef3-7eb33a01c628,MSFT,213,2071.17,404.35,long,7733.28,6193.84,241.60
69b6d1aa-5c14-4920-aef3-7eb33a01c629,TSLA,222,87.43,151.00,long,2368.76,9090.29,-239.39
69b6d1aa-5c14-4920-aef3-7eb33a01c630,TSLA,136,1188.96,296.70,long,6694.63,1477.55,-230.49
69b6d1aa-5c14-4920-aef3-7eb33a01c631,AMZN,356,2468.04,45.19,long,6033.51,2712.34,-164.81
69b6d1aa-5c14-4920-aef3-7eb33a01c632,TSLA,63,2203.79,29.82,long,6371.67,2801.24,42.52
69b6d1aa-5c14-4920-aef3-7eb33a01c633,TSLA,143,3068.27,82.28,long,1417.95,3673.37,248.61
69b6d1aa-5c14-4920-aef3-7eb33a01c634,TSLA,300,308.92,46.91,long,6040.83,2857.29,-180.71
69b6d1aa-5c14-4920-aef3-7eb33a01c635,TSLA,183,838.65,416.10,long,9583.45,863.58,354.66
69b6d1aa-5c14-4920-aef3-7eb33a01c636,NVDA,62,993.51,339.05,long,9240.87,6198.50,-23.31
69b6d1aa-5c14-4920-aef3-7eb33a01c637,NVDA,20,1335.18,102.09,long,6878.06,7173.00,167.29
69b6d1aa-5c14-4920-aef3-7eb33a01c638,MSFT,112,2629.94,314.75,long,5659.94,10041.34,-249.49
69b6d1aa-5c14-4920-aef3-7eb33a01c639,TSLA,348,1516.50,246.45,long,149.48,141.81,-96.47
69b6d1aa-5c14-4920-aef3-7eb33a01c640,TSLA,126,2551.19,133.00,long,6125.02,7420.24,217.17
69b6d1aa-5c14-4920-aef3-7eb33a01c641,TSLA,193,2465.20,7.19,long,5167.27,700.57,-397.41
69b6d1aa-5c14-4920-aef3-7eb33a01c642,TSLA,135,838.97,214.49,long,10188.18,3081.83,-162.40
69b6d1aa-5c14-4920-aef3-7eb33a01c643,MSFT,119,2110.51,18.21,long,9578.66,5007.42,-310.08
69b6d1aa-5c14-4920-aef3-7eb33a01c644,TSLA,197,67.55,402.72,long,7341.90,543.27,233.42
69b6d1aa-5c14-4920-aef3-7eb33a01c645,AAPL,167,785.31,111.06,long,10150.52,6432.23,94.58
69b6d1aa-5c14-4920-aef3-7eb33a01c646,TSLA,222,2373.87,68.02,long,10418.58,8789.81,63.43
69b6d1aa-5c14-4920-aef3-7eb33a01c647,AAPL,347,3070.13,49.47,long,616.82,697.58,332.12
69b6d1aa-5c14-4920-aef3-7eb33a01c648,TSLA,291,549.92,281.68,long,7908.51,8024.77,110.77
69b6d1aa-5c14-4920-aef3-7eb33a01c649,AAPL,40,3020.73,418.31,long,5488.87,4608.37,-78.29
69b6d1aa-5c14-4920-aef3-7eb33a01c650,AAPL,90,688.04,336.38,long,4242.32,3618.78,11.32
69b6d1aa-5c14-4920-aef3-7eb33a01c651,MSFT,341,2546.06,411.24,long,6035.93,7764.27,11.24
69b6d1aa-5c14-4920-aef3-7eb33a01c652,MSFT,155,2559.13,149.06,long,842.25,624.63,-18.71
69b6d1aa-5c14-4920-aef3-7eb33a01c653,TSLA,211,2736.48,183.12,long,5621.68,6729.92,-382.69
69b6d1aa-5c14-4920-aef3-7eb33a01c654,NVDA,139,1391.47,262.46,long,8082.63,6426.57,20.19
69b6d1aa-5c14-4920-aef3-7eb33a01c655,TSLA,325,900.31,264.90,long,8127.36,117.00,-57.09
