id,client_order_id,symbol,qty,filled_qty,side,type,time_in_force,limit_price,status,filled_avg_price,submitted_at,filled_at
ORD-aurora-0045,cli-0006,AMZN,21,39,sell,limit,gtc,191.26,new,301.00,2024-11-05T19:01:22Z,2025-05-05T10:13:30Z
ORD-aurora-0046,cli-0001,TSLA,37,15,sell,market,day,275.80,filled,267.45,2025-01-09T13:56:28Z,2025-09-27T07:48:31Z
ORD-aurora-0047,cli-0001,AAPL,20,14,buy,limit,gtc,161.50,filled,274.16,2025-05-24T18:48:35Z,2025-03-26T19:51:03Z
ORD-aurora-0048,cli-0006,AAPL,17,9,buy,limit,day,314.74,new,305.09,2026-09-07T12:08:12Z,2026-01-09T12:44:09Z
ORD-aurora-0049,cli-0004,AAPL,25,1,sell,market,gtc,130.27,new,331.31,2025-05-12T19:37:30Z,2026-08-14T08:07:04Z
ORD-aurora-0050,cli-0001,MSFT,20,34,sell,market,day,346.61,new,335.37,2024-12-18T18:21:08Z,2026-08-28T14:51:40Z
ORD-aurora-0051,cli-0003,MSFT,31,11,buy,limit,day,174.16,filled,367.08,2025-03-29T12:14:45Z,2024-06-21T07:12:38Z
ORD-aurora-0052,cli-0003,TSLA,38,4,buy,market,gtc,346.55,filled,366.86,2025-12-26T16:01:36Z,2024-11-10T09:30:35Z
ORD-aurora-0053,cli-0005,NVDA,25,34,buy,limit,day,353.10,filled,336.47,2024-06-02T08:34:19Z,2025-10-09T20:09:37Z
ORD-aurora-0054,cli-0001,AMZN,10,30,buy,market,day,207.62,filled,304.76,2024-07-27T12:56:42Z,2026-09-29T09:43:59Z
ORD-aurora-0055,cli-0004,AAPL,11,15,sell,market,gtc,329.58,filled,207.51,2025-01-22T06:46:08Z,2024-08-24T10:53:19Z
ORD-aurora-0056,cli-0006,NVDA,15,22,sell,limit,day,244.43,new,195.36,2026-05-30T14:55:41Z,2026-03-09T09:38:23Z
ORD-aurora-0057,cli-0002,NVDA,25,23,buy,market,gtc,135.57,filled,223.33,2025-08-30T12:47:17Z,2025-08-05T14:05:02Z
ORD-aurora-0058,cli-0006,MSFT,24,10,buy,market,day,392.56,new,304.39,2025-03-18T19:03:44Z,2026-05-07T10:28:14Z
ORD-aurora-0059,cli-0004,NVDA,32,8,buy,limit,day,352.45,filled,241.33,2026-09-19T16:15:40Z,2026-06-14T20:07:24Z
ORD-aurora-0060,cli-0004,AMZN,19,24,buy,limit,day,269.19,filled,283.87,2024-11-29T16:34:45Z,2024-10-20T17:04:50Z
ORD-aurora-0061,cli-0006,MSFT,27,24,sell,market,day,346.53,filled,360.29,2024-11-17T07:39:54Z,2026-01-29T19:58:30Z
ORD-aurora-0062,cli-0006,AAPL,30,15,sell,limit,day,270.33,new,299.96,2024-12-08T12:19:14Z,2025-08-14T10:56:08Z
ORD-aurora-0063,cli-0004,AAPL,36,8,buy,market,day,189.47,filled,231.78,2024-11-24T06:31:55Z,2026-04-24T09:24:23Z
ORD-aurora-0064,cli-0001,AAPL,23,23,buy,market,day,168.75,new,190.61,2026-09-09T11:59:06Z,2025-12-07T06:31:07Z
ORD-aurora-0065,cli-0006,AAPL,35,28,buy,market,day,324.88,filled,222.89,2026-11-01T13:25:42Z,2025-02-22T20:01:22Z
ORD-aurora-0066,cli-0006,NVDA,33,23,sell,market,day,241.45,new,184.52,2024-09-22T18:49:09Z,2025-07-04T16:42:56Z
ORD-aurora-0067,cli-0004,AMZN,22,21,buy,limit,gtc,322.25,filled,390.51,2024-07-24T19:04:57Z,2026-05-31T07:20:53Z
ORD-aurora-0068,cli-0001,NVDA,21,37,sell,market,gtc,389.28,new,320.87,2024-09-10T13:55:37Z,2025-11-22T07:08:03Z
ORD-aurora-0069,cli-0006,TSLA,37,7,sell,market,day,334.10,new,245.74,2024-09-06T18:08:22Z,2025-02-20T11:00:51Z
ORD-aurora-0070,cli-0001,MSFT,21,39,buy,limit,day,215.00,filled,362.98,2025-08-27T18:48:47Z,2026-08-22T08:09:56Z
ORD-aurora-0071,cli-0003,NVDA,37,6,buy,market,day,205.62,filled,299.03,2025-12-03T15:16:02Z,2025-11-07T20:44:54Z
ORD-aurora-0072,cli-0004,TSLA,26,23,buy,market,gtc,383.71,new,366.51,2026-03-11T08:39:12Z,2024-08-18T12:25:32Z
ORD-aurora-0073,cli-0005,TSLA,38,29,buy,market,gtc,329.72,new,298.53,2024-06-20T17:00:23Z,2025-10-07T10:43:53Z
ORD-aurora-0074,cli-0005,AMZN,22,8,buy,limit,gtc,400.91,filled,191.65,2025-04-11T14:56:32Z,2025-10-19T12:45:48Z
ORD-aurora-0075,cli-0002,AAPL,22,32,buy,limit,day,248.50,new,357.18,2025-01-20T20:02:34Z,2024-08-12T14:34:34Z
ORD-aurora-0076,cli-0002,TSLA,19,22,buy,market,gtc,375.89,new,287.96,2025-05-23T18:37:56Z,2025-11-14T14:52:14Z
ORD-aurora-0077,cli-0005,AAPL,29,14,buy,limit,day,221.47,filled,247.41,2026-02-23T06:47:37Z,2024-11-28T16:23:30Z
ORD-aurora-0078,cli-0004,AAPL,19,23,sell,limit,day,203.31,new,263.31,2024-11-26T12:33:27Z,2025-12-09T15:27:38Z
ORD-aurora-0079,cli-0002,AMZN,28,34,buy,limit,day,148.11,filled,289.54,2024-08-03T13:14:46Z,2024-11-16T07:43:57Z
ORD-aurora-0080,cli-0002,NVDA,40,1,buy,market,gtc,201.26,new,186.81,2025-01-07T12:32:21Z,2025-04-16T19:15:02Z
ORD-aurora-0081,cli-0005,TSLA,28,21,buy,limit,gtc,237.35,new,273.86,2024-12-01T15:25:54Z,2026-05-10T11:22:50Z
ORD-aurora-0082,cli-0004,AAPL,17,15,buy,limit,day,227.67,filled,286.53,2024-09-27T07:46:42Z,2025-01-08T14:10:17Z
ORD-aurora-0083,cli-0004,NVDA,31,9,buy,market,gtc,214.68,new,285.78,2024-12-16T19:50:31Z,2026-09-27T09:04:04Z
ORD-aurora-0084,cli-0001,NVDA,12,28,sell,limit,day,181.87,filled,359.96,2025-06-17T08:43:04Z,2024-11-22T18:49:11Z
ORD-aurora-0085,cli-0002,MSFT,26,20,buy,limit,day,269.10,new,258.11,2024-11-13T06:35:19Z,2026-04-29T19:40:35Z
ORD-aurora-0086,cli-0005,MSFT,35,18,buy,limit,day,201.58,new,199.73,2024-10-01T11:13:00Z,2026-06-08T16:09:20Z
ORD-aurora-0087,cli-0001,AAPL,39,1,buy,market,day,183.67,filled,233.40,2026-02-09T19:22:51Z,2025-02-12T08:41:28Z
ORD-aurora-0088,cli-0002,NVDA,38,29,sell,market,day,153.29,filled,297.17,2026-03-10T16:23:04Z,2025-11-14T10:33:05Z
ORD-aurora-0089,cli-0005,MSFT,20,2,buy,market,day,226.39,filled,289.96,2024-09-18T13:04:49Z,2026-07-06T06:23:47Z
ORD-aurora-0090,cli-0002,TSLA,38,15,buy,limit,day,315.05,filled,187.98,2025-09-16T06:28:25Z,2026-07-27T14:16:29Z
ORD-aurora-0091,cli-0004,AAPL,26,2,buy,limit,day,333.27,filled,313.55,2024-06-25T07:08:16Z,2025-12-09T18:40:49Z
ORD-aurora-0092,cli-0003,MSFT,35,11,buy,market,gtc,310.31,filled,265.64,2026-02-01T17:16:33Z,2026-08-25T15:51:52Z
ORD-aurora-0093,cli-0004,TSLA,19,11,buy,limit,day,149.97,filled,178.57,2025-09-30T11:44:26Z,2024-09-11T08:17:17Z
ORD-aurora-0094,cli-0004,AMZN,34,29,sell,market,day,335.17,filled,312.93,2026-05-31T18:24:25Z,2026-10-23T12:43:13Z
ORD-aurora-0095,cli-0004,TSLA,29,22,sell,limit,gtc,132.61,new,248.97,2025-01-07T06:23:49Z,2025-04-19T14:58:08Z
ORD-aurora-0096,cli-0005,AMZN,14,30,buy,market,gtc,164.47,filled,344.21,2024-07-16T17:31:16Z,2026-03-07T16:27:17Z
ORD-aurora-0097,cli-0002,TSLA,28,9,buy,market,day,122.56,new,262.22,2025-08-18T07:23:02Z,2024-07-28T07:21:11Z
ORD-aurora-0098,cli-0006,TSLA,17,14,buy,market,day,364.96,filled,219.50,2026-06-15T17:26:17Z,2026-01-12T16:04:15Z
ORD-aurora-0099,cli-0003,TSLA,26,32,buy,limit,gtc,240.00,new,395.27,2025-01-24T09:19:16Z,2025-11-23T20:56:27Z
ORD-aurora-0100,cli-0006,AAPL,30,26,sell,market,day,125.95,filled,238.24,2025-11-03T13:41:47Z,2024-11-17T19:08:33Z
ORD-aurora-0101,cli-0005,AAPL,15,35,sell,limit,day,396.77,filled,313.60,2025-08-03T13:38:07Z,2025-10-15T06:37:20Z
ORD-aurora-0102,cli-0001,TSLA,25,35,buy,limit,day,294.02,filled,269.89,2025-09-08T13:05:09Z,2025-07-26T16:55:58Z
ORD-aurora-0103,cli-0001,MSFT,16,18,sell,limit,day,401.60,filled,301.31,2025-11-21T17:39:47Z,2026-06-07T14:17:01Z
ORD-aurora-0104,cli-0006,AAPL,30,14,buy,market,day,128.97,filled,240.15,2026-08-24T13:44:04Z,2025-08-01T15:39:20Z
ORD-aurora-0105,cli-0001,AAPL,36,19,buy,limit,gtc,259.21,filled,255.94,2026-10-21T15:31:05Z,2024-06-28T08:43:24Z
ORD-aurora-0106,cli-0003,AAPL,21,22,buy,market,day,271.76,filled,327.48,2025-12-11T18:12:32Z,2025-01-21T06:57:17Z
ORD-aurora-0107,cli-0002,AAPL,20,5,buy,limit,day,373.38,new,312.11,2024-12-09T17:23:38Z,2026-03-04T18:01:10Z
ORD-aurora-0108,cli-0006,TSLA,32,35,buy,limit,day,227.44,filled,271.22,2026-07-17T06:32:55Z,2026-07-01T06:50:59Z
ORD-aurora-0109,cli-0003,AAPL,13,7,buy,limit,day,367.79,new,242.77,2024-11-22T17:48:04Z,2025-09-28T09:48:21Z
ORD-aurora-0110,cli-0002,AAPL,36,19,buy,limit,day,291.25,filled,317.42,2025-02-10T08:55:17Z,2025-07-30T07:56:41Z
ORD-aurora-0111,cli-0003,NVDA,25,15,buy,market,day,320.91,new,262.95,2025-12-25T19:31:09Z,2024-06-23T15:46:15Z
ORD-aurora-0112,cli-0003,NVDA,31,29,sell,limit,gtc,351.98,filled,200.72,2024-06-28T11:34:57Z,2026-06-15T16:32:20Z
ORD-aurora-0113,cli-0004,AMZN,25,21,buy,market,day,337.80,filled,377.25,2026-05-01T06:37:55Z,2024-09-30T16:58:30Z
ORD-aurora-0114,cli-0001,AMZN,34,15,buy,limit,day,357.54,filled,285.28,2024-12-12T19:20:58Z,2026-06-11T07:15:55Z
ORD-aurora-0115,cli-0002,AAPL,39,31,buy,market,day,177.79,filled,381.81,2026-05-03T08:26:56Z,2026-08-07T19:07:48Z
ORD-aurora-0116,cli-0004,NVDA,20,24,buy,limit,day,393.78,new,283.82,2026-02-04T15:53:34Z,2025-05-25T20:13:52Z
ORD-aurora-0117,cli-0006,AAPL,29,9,sell,limit,gtc,400.37,filled,236.95,2025-08-14T08:09:31Z,2026-03-25T16:40:38Z
ORD-aurora-0118,cli-0005,AAPL,28,36,buy,limit,day,165.98,filled,334.47,2026-07-04T11:35:15Z,2025-08-07T07:50:03Z
ORD-aurora-0119,cli-0003,TSLA,19,26,sell,market,day,365.37,filled,357.79,2025-08-08T10:30:13Z,2026-03-27T11:27:21Z
ORD-aurora-0120,cli-0004,NVDA,32,37,buy,market,day,191.52,filled,226.36,2025-09-25T16:00:39Z,2024-10-22T15:00:16Z
ORD-aurora-0121,cli-0002,TSLA,39,22,buy,market,gtc,379.37,filled,213.76,2026-01-24T15:57:02Z,2026-08-26T09:39:58Z
ORD-aurora-0122,cli-0004,AMZN,18,26,sell,limit,day,347.82,filled,344.27,2025-10-03T20:36:40Z,2025-10-06T11:48:53Z
ORD-aurora-0123,cli-0003,AAPL,36,36,buy,market,gtc,163.07,filled,289.28,2026-03-28T13:00:28Z,2026-07-13T12:12:08Z
ORD-aurora-0124,cli-0006,AAPL,34,12,sell,limit,day,246.31,filled,271.80,2025-02-02T13:22:00Z,2026-10-19T11:16:53Z
ORD-aurora-0125,cli-0002,TSLA,31,16,sell,limit,day,347.54,new,226.95,2025-03-11T11:05:07Z,2025-04-03T08:49:18Z
ORD-aurora-0126,cli-0001,AAPL,37,3,buy,limit,day,226.29,filled,305.58,2025-06-05T12:08:18Z,2024-12-10T16:09:07Z
ORD-aurora-0127,cli-0005,AMZN,24,30,sell,market,day,350.44,new,379.28,2026-03-18T11:54:14Z,2025-09-10T19:31:53Z
ORD-aurora-0128,cli-0002,NVDA,18,2,buy,market,day,356.91,new,200.77,2025-11-15T11:14:56Z,2026-03-19T15:44:46Z
ORD-aurora-0129,cli-0002,AMZN,38,19,sell,limit,gtc,140.01,new,308.20,2026-05-15T20:37:33Z,2026-10-03T06:39:48Z
ORD-aurora-0130,cli-0003,AMZN,12,2,buy,limit,gtc,279.67,filled,302.78,2025-03-08T19:32:33Z,2024-09-13T07:15:54Z
ORD-aurora-0131,cli-0001,AAPL,38,1,buy,market,day,396.77,filled,281.10,2024-10-02T10:30:43Z,2026-06-04T15:47:10Z
ORD-aurora-0132,cli-0002,AAPL,33,28,sell,market,day,338.55,new,236.82,2025-01-21T12:14:15Z,2024-09-30T06:04:28Z
ORD-aurora-0133,cli-0004,NVDA,21,4,buy,market,day,210.90,filled,362.25,2026-06-14T10:34:15Z,2024-10-13T07:19:06Z
ORD-aurora-0134,cli-0006,TSLA,20,28,sell,market,day,190.83,filled,295.80,2024-12-27T16:38:58Z,2025-06-08T12:36:42Z
ORD-aurora-0135,cli-0001,MSFT,18,15,buy,limit,gtc,338.92,filled,210.28,2025-05-18T19:17:54Z,2026-09-07T09:24:40Z
ORD-aurora-0136,cli-0006,TSLA,37,20,buy,market,day,323.72,new,366.89,2024-08-04T09:33:49Z,2024-08-19T18:31:51Z
ORD-aurora-0137,cli-0004,AAPL,29,7,sell,market,day,297.96,new,324.61,2024-09-14T10:38:16Z,2024-11-28T18:53:52Z
ORD-aurora-0138,cli-0003,MSFT,11,39,buy,limit,day,194.43,filled,399.34,2024-08-03T06:44:43Z,2025-08-04T16:27:24Z
ORD-aurora-0139,cli-0006,NVDA,40,16,buy,limit,day,329.44,filled,280.54,2026-03-16T20:39:24Z,2025-08-07T19:15:50Z
ORD-aurora-0140,cli-0002,NVDA,37,1,buy,limit,day,151.16,filled,254.42,2025-01-20T13:27:43Z,2024-08-29T08:10:49Z
ORD-aurora-0141,cli-0004,AAPL,15,3,buy,market,day,333.78,filled,188.94,2026-09-15T18:17:23Z,2026-01-05T13:23:48Z
ORD-aurora-0142,cli-0002,AMZN,40,23,buy,market,day,310.49,new,336.49,2025-04-24T08:59:27Z,2024-10-22T18:32:17Z
ORD-aurora-0143,cli-0005,AAPL,31,1,buy,market,day,275.55,filled,199.34,2024-10-02T15:31:38Z,2024-10-05T17:33:28Z
ORD-aurora-0144,cli-0002,TSLA,20,25,buy,market,day,371.01,filled,379.55,2025-10-25T19:40:01Z,2024-06-12T15:20:18Z
ORD-aurora-0145,cli-0006,NVDA,34,26,buy,limit,day,163.00,filled,283.02,2025-11-26T20:36:30Z,2024-06-29T15:25:11Z
ORD-aurora-0146,cli-0006,AAPL,28,9,sell,limit,day,207.55,new,217.42,2025-12-17T12:50:07Z,2026-11-04T19:50:59Z
ORD-aurora-0147,cli-0004,TSLA,12,11,sell,market,day,374.23,new,310.79,2025-08-01T19:35:13Z,2026-02-04T15:17:44Z
ORD-aurora-0148,cli-0001,NVDA,11,2,buy,market,day,257.40,filled,279.29,2025-11-06T09:47:52Z,2026-03-04T13:12:33Z
ORD-aurora-0149,cli-0005,AAPL,19,16,sell,market,gtc,213.54,new,309.69,2024-11-12T10:52:54Z,2024-08-19T12:27:06Z
ORD-aurora-0150,cli-0004,AMZN,20,35,sell,market,day,260.95,filled,361.38,2025-03-10T08:16:08Z,2026-01-29T11:39:10Z
ORD-aurora-0151,cli-0001,NVDA,33,37,sell,limit,day,179.21,new,206.62,2024-07-14T10:42:07Z,2026-10-19T06:19:31Z
ORD-aurora-0152,cli-0006,AAPL,38,37,buy,market,day,226.72,filled,221.90,2026-10-18T10:53:11Z,2024-07-26T12:45:12Z
ORD-aurora-0153,cli-0002,NVDA,34,31,sell,market,day,400.73,new,234.74,2025-05-23T11:42:54Z,2026-03-24T11:50:12Z
ORD-aurora-0154,cli-0004,MSFT,39,12,buy,market,gtc,275.62,filled,372.87,2026-02-03T09:13:37Z,2025-06-01T08:23:44Z
ORD-aurora-0155,cli-0001,AAPL,21,28,sell,market,gtc,289.09,filled,384.52,2025-01-15T15:40:59Z,2026-02-28T17:10:55Z
ORD-aurora-0156,cli-0002,NVDA,14,22,buy,limit,day,196.68,filled,378.28,2025-08-29T18:03:16Z,2026-03-12T19:15:19Z
ORD-aurora-0157,cli-0004,NVDA,32,28,buy,market,day,367.46,filled,228.34,2024-09-22T09:24:17Z,2026-07-22T14:19:56Z
ORD-aurora-0158,cli-0006,TSLA,25,19,buy,limit,gtc,233.70,filled,284.97,2024-08-07T19:47:32Z,2025-10-18T12:45:27Z
ORD-aurora-0159,cli-0004,NVDA,30,28,sell,market,day,302.38,filled,212.52,2025-12-23T16:03:21Z,2025-11-18T20:01:13Z
ORD-aurora-0160,cli-0001,MSFT,26,23,buy,market,day,309.45,filled,374.52,2024-11-10T16:19:01Z,2026-03-24T16:18:41Z
ORD-aurora-0161,cli-0004,AAPL,10,38,buy,market,day,122.26,filled,373.21,2025-06-30T08:24:39Z,2024-09-22T08:17:20Z
ORD-aurora-0162,cli-0001,AAPL,29,37,buy,market,day,382.05,filled,305.92,2024-11-28T18:23:38Z,2024-12-21T07:10:24Z
ORD-aurora-0163,cli-0003,AAPL,18,21,sell,market,gtc,397.21,new,392.52,2025-09-03T12:57:58Z,2025-10-16T07:48:21Z
ORD-aurora-0164,cli-0005,AAPL,30,30,buy,limit,day,379.85,filled,331.46,2026-01-10T12:24:44Z,2026-09-03T18:30:53Z
ORD-aurora-0165,cli-0005,MSFT,27,6,buy,market,day,350.07,filled,368.36,2025-01-05T18:43:34Z,2026-06-21T14:49:59Z
ORD-aurora-0166,cli-0001,AMZN,18,27,buy,market,gtc,287.90,new,215.08,2025-09-01T08:33:54Z,2025-09-10T07:00:02Z
ORD-aurora-0167,cli-0005,AAPL,24,10,buy,market,day,171.98,filled,244.93,2024-09-07T11:26:02Z,2024-06-28T07:58:41Z
ORD-aurora-0168,cli-0004,AAPL,34,34,buy,market,gtc,197.92,filled,190.76,2025-01-07T19:15:02Z,2024-12-21T07:52:25Z
ORD-aurora-0169,cli-0005,AAPL,31,9,buy,limit,gtc,180.86,filled,211.49,2025-06-05T14:09:09Z,2026-09-19T20:11:36Z
ORD-aurora-0170,cli-0001,AMZN,30,0,sell,market,day,397.92,new,362.15,2024-08-23T19:47:38Z,2025-02-01T13:00:07Z
ORD-aurora-0171,cli-0003,AAPL,17,3,sell,limit,day,340.64,filled,325.50,2025-10-27T16:09:34Z,2026-10-04T07:51:35Z
ORD-aurora-0172,cli-0005,MSFT,37,10,buy,market,day,280.72,filled,271.48,2024-08-22T17:47:40Z,2025-12-16T13:58:43Z
ORD-aurora-0173,cli-0004,TSLA,19,33,buy,limit,day,171.14,filled,194.43,2025-09-06T15:26:57Z,2025-12-16T17:08:17Z
ORD-aurora-0174,cli-0004,AAPL,39,12,buy,limit,day,323.06,new,230.15,2026-03-18T16:03:47Z,2024-08-21T15:06:51Z
ORD-aurora-0175,cli-0001,TSLA,34,10,buy,limit,day,124.00,filled,352.68,2026-02-05T06:20:27Z,2026-07-18T19:10:53Z
ORD-aurora-0176,cli-0002,AAPL,21,11,buy,limit,day,328.68,new,309.93,2025-01-17T15:59:25Z,2025-10-26T14:57:15Z
ORD-aurora-0177,cli-0006,MSFT,32,0,sell,limit,day,285.89,filled,344.72,2025-08-03T10:37:17Z,2026-11-08T09:39:13Z
ORD-aurora-0178,cli-0004,AAPL,18,6,buy,market,gtc,282.23,filled,256.21,2024-06-30T10:51:07Z,2026-09-30T16:39:06Z
ORD-aurora-0179,cli-0006,AAPL,29,24,buy,market,day,122.94,filled,308.87,2025-03-19T19:57:37Z,2025-10-09T16:00:38Z
ORD-aurora-0180,cli-0003,AAPL,18,27,buy,limit,day,335.84,filled,352.23,2025-09-05T09:17:18Z,2025-11-18T06:44:07Z
ORD-aurora-0181,cli-0002,AMZN,21,34,buy,limit,day,147.48,filled,182.11,2024-11-15T11:44:23Z,2024-12-02T15:16:57Z
