symbol,bid_price,bid_size,ask_price,ask_size,timestamp
AAPL,312.86,268,304.77,83,2026-04-11T14:36:20Z
TSLA,214.94,371,483.48,55,2026-03-13T15:21:43Z
NVDA,363.69,250,361.29,76,2025-08-17T19:19:45Z
TSLA,445.54,328,139.58,58,2024-11-29T20:53:37Z
AMZN,14.46,214,219.43,218,2026-04-11T17:15:05Z
AMZN,200.29,354,449.72,2,2024-11-27T10:04:12Z
GOOGL,20.42,62,194.85,189,2024-12-08T10:12:26Z
AMZN,444.81,321,208.25,169,2025-12-25T19:15:23Z
AMZN,263.53,48,368.58,36,2026-01-14T11:40:21Z
SPY,96.39,395,313.61,15,2025-11-24T18:57:01Z
AAPL,411.10,137,400.09,216,2026-03-23T10:13:33Z
GOOGL,268.26,398,364.20,130,2026-05-12T10:14:03Z
AAPL,467.42,114,443.63,43,2025-05-24T09:54:15Z
GOOGL,77.43,68,487.76,71,2025-03-26T18:19:52Z
SPY,419.74,309,461.08,52,2026-03-28T16:47:03Z
GOOGL,159.34,98,259.85,217,2026-08-04T09:22:56Z
AMZN,34.43,355,212.98,22,2026-07-10T10:42:28Z
GOOGL,51.79,96,297.60,35,2026-10-23T18:00:34Z
SPY,304.51,168,214.17,236,2025-01-17T15:07:38Z
GOOGL,134.81,179,389.64,80,2026-01-19T12:06:04Z
GOOGL,380.01,303,137.69,237,2025-12-18T10:39:13Z
SPY,456.86,96,275.38,2,2025-11-08T20:59:15Z
AAPL,225.62,57,489.74,246,2026-05-16T19:30:17Z
SPY,389.93,51,129.87,92,2026-07-29T16:25:05Z
AMZN,290.80,357,169.64,162,2024-08-18T10:09:02Z
AMZN,437.46,30,319.87,51,2026-09-13T12:19:50Z
SPY,167.75,199,336.38,113,2025-06-07T09:41:49Z
GOOGL,418.80,52,496.89,42,2025-03-08T17:18:30Z
AMZN,283.18,19,353.14,222,2026-11-08T19:11:53Z
MSFT,79.91,292,372.19,231,2025-10-18T10:57:11Z
TSLA,20.90,138,474.11,215,2026-02-17T07:58:37Z
GOOGL,143.84,161,198.51,220,2024-11-18T06:26:34Z
AMZN,173.73,323,336.48,194,2024-07-24T15:59:58Z
MSFT,449.12,343,216.88,146,2025-03-29T10:50:41Z
GOOGL,381.63,29,342.89,60,2026-05-14T17:08:31Z
AAPL,466.21,97,347.03,238,2025-07-13T14:39:47Z
NVDA,396.90,282,322.04,73,2024-07-05T12:56:03Z
TSLA,342.82,147,529.41,75,2026-03-31T16:29:52Z
TSLA,326.57,216,464.33,107,2024-09-12T11:22:43Z
AMZN,116.29,165,214.13,122,2024-06-28T16:51:53Z
SPY,212.51,36,526.50,97,2025-12-20T15:18:51Z
TSLA,156.84,18,214.95,182,2025-02-01T07:29:08Z
AAPL,280.58,149,232.90,165,2025-06-18T07:39:58Z
GOOGL,264.46,192,122.57,126,2026-04-07T18:03:02Z
GOOGL,182.14,41,177.43,44,2025-05-01T15:45:04Z
AMZN,439.22,197,490.69,199,2026-04-08T15:13:41Z
TSLA,44.87,263,459.90,213,2026-09-15T19:07:07Z
GOOGL,452.36,361,294.34,151,2024-11-26T16:18:41Z
TSLA,255.34,202,354.29,165,2025-01-06T17:15:52Z
AMZN,13.36,126,261.78,20,2026-09-15T17:03:37Z
MSFT,525.03,284,174.62,9,2025-12-30T09:12:57Z
MSFT,29.25,318,475.64,168,2024-11-14T20:55:51Z
SPY,13.88,5,147.68,21,2026-07-10T12:38:31Z
SPY,381.93,109,303.77,194,2025-09-23T12:55:39Z
MSFT,477.22,383,233.62,125,2025-02-22T14:31:16Z
NVDA,427.38,367,482.67,3,2026-04-01T20:12:02Z
MSFT,92.05,294,227.18,212,2025-10-06T11:05:49Z
NVDA,415.67,130,442.32,236,2024-11-08T09:23:57Z
MSFT,427.52,98,266.76,44,2026-01-01T06:29:10Z
TSLA,366.50,35,263.36,201,2024-07-16T12:42:02Z
MSFT,298.46,279,454.33,45,2026-08-07T13:29:18Z
NVDA,181.97,38,297.96,37,2025-03-27T10:16:49Z
TSLA,44.81,110,194.49,65,2024-08-21T16:15:20Z
AMZN,260.33,341,308.39,109,2026-05-30T18:09:15Z
SPY,216.79,111,495.25,246,2026-04-11T14:35:04Z
SPY,394.55,293,377.75,154,2026-08-29T08:45:09Z
AAPL,286.66,356,513.50,86,2024-07-06T12:22:51Z
NVDA,492.08,272,509.17,31,2025-07-10T19:13:17Z
MSFT,284.54,13,485.01,145,2025-09-29T08:09:42Z
MSFT,312.82,110,249.65,226,2026-01-26T09:05:46Z
SPY,0.01,104,397.96,198,2026-01-20T17:46:56Z
MSFT,462.96,47,187.17,131,2026-01-26T07:25:57Z
TSLA,144.29,187,530.88,115,2026-06-11T10:07:51Z
GOOGL,449.48,122,338.75,108,2026-07-27T18:50:43Z
AAPL,239.09,17,332.76,122,2026-02-28T16:25:20Z
NVDA,196.04,276,218.24,183,2024-08-15T18:12:55Z
SPY,425.55,250,463.03,103,2025-05-05T18:12:11Z
GOOGL,230.52,80,310.56,83,2026-07-17T14:27:59Z
AAPL,70.80,143,171.71,230,2026-03-31T09:25:22Z
MSFT,456.72,301,456.58,191,2026-05-12T06:40:00Z
AAPL,306.38,387,295.44,112,2026-02-06T19:47:45Z
TSLA,194.02,340,439.37,201,2025-12-25T13:22:07Z
AMZN,517.03,108,308.90,120,2024-12-04T16:13:17Z
GOOGL,445.86,80,355.21,163,2026-10-07T15:57:35Z
GOOGL,302.99,60,372.70,187,2025-09-20T15:26:34Z
AAPL,39.67,315,201.76,83,2026-03-02T16:54:22Z
NVDA,431.46,87,389.12,92,2026-02-20T10:33:29Z
AAPL,434.50,266,390.12,219,2025-05-17T17:06:31Z
AMZN,134.38,12,334.75,244,2025-08-31T11:01:46Z
GOOGL,285.32,81,305.55,16,2025-08-10T07:26:18Z
AMZN,304.68,383,519.45,16,2026-07-12T07:21:16Z
AAPL,504.50,311,351.61,11,2024-12-14T20:10:25Z
NVDA,428.75,238,461.54,89,2025-08-10T19:21:46Z
MSFT,418.35,122,203.50,29,2025-02-22T18:13:39Z
AMZN,247.75,311,458.61,215,2026-06-01T15:09:33Z
TSLA,253.14,277,348.47,134,2025-05-06T11:46:53Z
AMZN,348.45,255,486.94,5,2024-09-08T08:33:42Z
GOOGL,400.04,39,309.67,100,2026-07-31T10:07:51Z
GOOGL,367.38,126,459.57,153,2025-06-30T14:16:25Z
NVDA,287.25,232,229.85,205,2025-09-05T19:25:57Z
AMZN,252.53,85,204.23,97,2025-10-16T16:04:10Z
NVDA,455.64,100,177.02,240,2025-07-17T09:26:18Z
GOOGL,217.60,59,309.66,98,2024-12-29T07:37:26Z
SPY,212.77,63,221.72,12,2026-05-22T06:07:51Z
NVDA,128.31,362,519.32,141,2024-07-08T16:25:46Z
AMZN,507.10,25,128.94,196,2026-09-23T19:56:12Z
TSLA,508.63,377,309.81,195,2024-09-20T09:10:43Z
AAPL,93.86,329,155.26,86,2026-03-05T17:50:45Z
GOOGL,77.54,10,286.16,92,2026-10-19T13:03:00Z
MSFT,382.44,119,216.37,83,2025-06-17T07:17:09Z
TSLA,258.29,14,489.83,102,2026-08-12T08:30:24Z
TSLA,370.44,157,499.26,3,2026-05-24T12:23:29Z
AMZN,395.79,371,135.82,208,2024-12-10T13:15:05Z
SPY,497.78,184,269.60,50,2026-10-18T11:20:28Z
MSFT,523.20,364,494.95,164,2025-12-15T12:10:28Z
TSLA,445.54,177,203.17,108,2024-12-07T14:31:26Z
AMZN,27.71,208,277.82,75,2025-09-10T17:10:29Z
GOOGL,510.84,388,425.18,126,2025-09-05T18:43:53Z
AMZN,140.80,258,205.32,240,2025-05-27T19:43:12Z
SPY,473.06,228,271.41,88,2024-09-18T19:56:35Z
GOOGL,108.81,71,478.46,125,2025-06-16T19:13:09Z
AMZN,264.85,5,182.63,238,2025-04-04T19:47:12Z
AAPL,187.41,288,302.42,71,2024-09-06T13:39:08Z
GOOGL,24.44,26,401.64,127,2025-07-23T18:15:16Z
AMZN,275.31,28,513.99,195,2024-10-26T11:49:09Z
GOOGL,406.98,29,478.77,129,2026-02-25T20:32:13Z
MSFT,486.86,368,137.07,131,2024-12-25T18:02:47Z
NVDA,440.10,66,354.43,194,2025-09-05T09:04:47Z
GOOGL,4.51,21,261.14,162,2024-12-08T12:03:59Z
GOOGL,312.51,396,424.43,201,2024-07-06T07:19:00Z
GOOGL,184.21,66,486.43,24,2026-06-13T11:00:30Z
MSFT,93.20,352,244.58,169,2025-11-01T19:10:42Z
MSFT,184.69,40,117.96,142,2025-04-08T16:38:28Z
NVDA,4.70,241,195.85,35,2026-10-19T13:13:25Z
AMZN,469.31,137,175.61,202,2026-02-24T18:48:27Z
GOOGL,2.94,257,417.11,232,2024-10-22T17:57:47Z
MSFT,102.91,223,498.53,12,2026-06-03T15:46:03Z
NVDA,502.21,261,494.77,135,2026-02-25T16:11:47Z
TSLA,476.85,137,310.74,216,2025-06-10T07:02:22Z
GOOGL,21.85,165,184.29,119,2025-11-02T18:23:02Z
AAPL,168.17,30,373.29,245,2026-04-25T19:55:08Z
AMZN,91.39,354,417.22,166,2024-08-13T17:59:05Z
GOOGL,88.48,1,275.56,217,2025-01-21T19:20:28Z
AMZN,9.46,226,243.64,87,2025-08-21T17:04:42Z
NVDA,311.26,278,415.04,43,2026-11-05T18:44:59Z
MSFT,117.61,359,377.74,130,2025-12-09T18:28:57Z
AAPL,358.88,12,436.70,120,2025-12-20T07:27:10Z
GOOGL,461.49,235,216.84,212,2025-01-08T17:30:16Z
GOOGL,315.54,111,467.92,136,2025-02-05T06:20:08Z
SPY,27.32,377,223.69,149,2026-07-25T07:35:08Z
AMZN,393.13,126,293.77,27,2026-06-03T13:21:00Z
GOOGL,260.93,171,482.03,129,2026-05-12T18:51:32Z
GOOGL,343.32,191,314.57,4,2026-02-18T17:48:35Z
GOOGL,11.54,177,168.18,41,2026-06-10T06:06:42Z
SPY,400.99,291,444.91,122,2026-09-25T08:34:17Z
