id,capture_id,status,amount_value,currency_code,note_to_payer,create_time
REF_1A234567BC890123-e014,CAP_3C679384HN8401234-e014,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e015,CAP_3C679384HN8401234-e015,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e016,CAP_3C679384HN8401234-e016,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e017,CAP_3C679384HN8401234-e017,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e018,CAP_3C679384HN8401234-e018,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e019,CAP_3C679384HN8401234-e019,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e020,CAP_3C679384HN8401234-e020,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e021,CAP_3C679384HN8401234-e021,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e022,CAP_3C679384HN8401234-e022,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e023,CAP_3C679384HN8401234-e023,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e024,CAP_3C679384HN8401234-e024,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e025,CAP_3C679384HN8401234-e025,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e026,CAP_3C679384HN8401234-e026,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e027,CAP_3C679384HN8401234-e027,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e028,CAP_3C679384HN8401234-e028,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e029,CAP_3C679384HN8401234-e029,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e030,CAP_3C679384HN8401234-e030,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e031,CAP_3C679384HN8401234-e031,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e032,CAP_3C679384HN8401234-e032,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e033,CAP_3C679384HN8401234-e033,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e034,CAP_3C679384HN8401234-e034,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e035,CAP_3C679384HN8401234-e035,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e036,CAP_3C679384HN8401234-e036,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e037,CAP_3C679384HN8401234-e037,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e038,CAP_3C679384HN8401234-e038,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e039,CAP_3C679384HN8401234-e039,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e040,CAP_3C679384HN8401234-e040,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e041,CAP_3C679384HN8401234-e041,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e042,CAP_3C679384HN8401234-e042,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e043,CAP_3C679384HN8401234-e043,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e044,CAP_3C679384HN8401234-e044,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e045,CAP_3C679384HN8401234-e045,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e046,CAP_3C679384HN8401234-e046,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e047,CAP_3C679384HN8401234-e047,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e048,CAP_3C679384HN8401234-e048,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e049,CAP_3C679384HN8401234-e049,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e050,CAP_3C679384HN8401234-e050,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e051,CAP_3C679384HN8401234-e051,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e052,CAP_3C679384HN8401234-e052,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e053,CAP_3C679384HN8401234-e053,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e054,CAP_3C679384HN8401234-e054,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e055,CAP_3C679384HN8401234-e055,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e056,CAP_3C679384HN8401234-e056,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e057,CAP_3C679384HN8401234-e057,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e058,CAP_3C679384HN8401234-e058,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e059,CAP_3C679384HN8401234-e059,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e060,CAP_3C679384HN8401234-e060,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e061,CAP_3C679384HN8401234-e061,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e062,CAP_3C679384HN8401234-e062,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e063,CAP_3C679384HN8401234-e063,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e064,CAP_3C679384HN8401234-e064,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e065,CAP_3C679384HN8401234-e065,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e066,CAP_3C679384HN8401234-e066,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e067,CAP_3C679384HN8401234-e067,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e068,CAP_3C679384HN8401234-e068,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e069,CAP_3C679384HN8401234-e069,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e070,CAP_3C679384HN8401234-e070,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e071,CAP_3C679384HN8401234-e071,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e072,CAP_3C679384HN8401234-e072,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e073,CAP_3C679384HN8401234-e073,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e074,CAP_3C679384HN8401234-e074,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e075,CAP_3C679384HN8401234-e075,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e076,CAP_3C679384HN8401234-e076,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e077,CAP_3C679384HN8401234-e077,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e078,CAP_3C679384HN8401234-e078,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
REF_1A234567BC890123-e079,CAP_3C679384HN8401234-e079,COMPLETED,10.00,USD,Partial refund for late delivery,2026-05-12T10:00:00Z
