query,formatted_address,lat,lng,place_id,location_type
Location 36,"2742 Main St, Kettering, OH 45420",39.6537,-84.1021,ChIJ_0036,ROOFTOP
Location 37,"1195 Main St, Kettering, OH 45420",39.6213,-84.2033,ChIJ_0037,ROOFTOP
Location 38,"6471 Main St, Kettering, OH 45420",39.6933,-84.2382,ChIJ_0038,ROOFTOP
Location 39,"5688 Main St, Kettering, OH 45420",39.6481,-84.1011,ChIJ_0039,ROOFTOP
Location 40,"6677 Main St, Kettering, OH 45420",39.6446,-84.1446,ChIJ_0040,ROOFTOP
Location 41,"1072 Main St, Kettering, OH 45420",39.6388,-84.1190,ChIJ_0041,ROOFTOP
Location 42,"6513 Main St, Kettering, OH 45420",39.6467,-84.2202,ChIJ_0042,ROOFTOP
Location 43,"7251 Main St, Kettering, OH 45420",39.6083,-84.1662,ChIJ_0043,ROOFTOP
Location 44,"9494 Main St, Kettering, OH 45420",39.6296,-84.1595,ChIJ_0044,ROOFTOP
Location 45,"2766 Main St, Kettering, OH 45420",39.6896,-84.1360,ChIJ_0045,ROOFTOP
Location 46,"1367 Main St, Kettering, OH 45420",39.6862,-84.2547,ChIJ_0046,ROOFTOP
Location 47,"2350 Main St, Kettering, OH 45420",39.6505,-84.2960,ChIJ_0047,ROOFTOP
Location 48,"485 Main St, Kettering, OH 45420",39.6500,-84.2842,ChIJ_0048,ROOFTOP
Location 49,"6509 Main St, Kettering, OH 45420",39.6079,-84.1160,ChIJ_0049,ROOFTOP
Location 50,"8757 Main St, Kettering, OH 45420",39.6127,-84.2935,ChIJ_0050,ROOFTOP
Location 51,"6578 Main St, Kettering, OH 45420",39.6853,-84.1378,ChIJ_0051,ROOFTOP
Location 52,"9668 Main St, Kettering, OH 45420",39.6114,-84.1020,ChIJ_0052,ROOFTOP
Location 53,"8186 Main St, Kettering, OH 45420",39.6432,-84.1187,ChIJ_0053,ROOFTOP
Location 54,"8758 Main St, Kettering, OH 45420",39.6122,-84.1233,ChIJ_0054,ROOFTOP
Location 55,"8861 Main St, Kettering, OH 45420",39.6078,-84.1431,ChIJ_0055,ROOFTOP
Location 56,"9458 Main St, Kettering, OH 45420",39.6685,-84.2566,ChIJ_0056,ROOFTOP
Location 57,"8060 Main St, Kettering, OH 45420",39.6744,-84.1682,ChIJ_0057,ROOFTOP
Location 58,"5588 Main St, Kettering, OH 45420",39.6387,-84.2787,ChIJ_0058,ROOFTOP
Location 59,"8151 Main St, Kettering, OH 45420",39.6427,-84.2926,ChIJ_0059,ROOFTOP
Location 60,"3481 Main St, Kettering, OH 45420",39.6629,-84.2130,ChIJ_0060,ROOFTOP
Location 61,"5539 Main St, Kettering, OH 45420",39.6988,-84.2895,ChIJ_0061,ROOFTOP
Location 62,"8036 Main St, Kettering, OH 45420",39.6190,-84.1980,ChIJ_0062,ROOFTOP
Location 63,"3859 Main St, Kettering, OH 45420",39.6930,-84.1582,ChIJ_0063,ROOFTOP
Location 64,"2715 Main St, Kettering, OH 45420",39.6780,-84.1037,ChIJ_0064,ROOFTOP
Location 65,"2465 Main St, Kettering, OH 45420",39.6017,-84.2602,ChIJ_0065,ROOFTOP
Location 66,"8304 Main St, Kettering, OH 45420",39.6677,-84.1370,ChIJ_0066,ROOFTOP
Location 67,"9248 Main St, Kettering, OH 45420",39.6732,-84.1680,ChIJ_0067,ROOFTOP
Location 68,"6186 Main St, Kettering, OH 45420",39.6457,-84.2134,ChIJ_0068,ROOFTOP
Location 69,"7907 Main St, Kettering, OH 45420",39.6688,-84.1719,ChIJ_0069,ROOFTOP
Location 70,"5828 Main St, Kettering, OH 45420",39.6728,-84.2945,ChIJ_0070,ROOFTOP
Location 71,"773 Main St, Kettering, OH 45420",39.6472,-84.1126,ChIJ_0071,ROOFTOP
Location 72,"5881 Main St, Kettering, OH 45420",39.6917,-84.2248,ChIJ_0072,ROOFTOP
Location 73,"5417 Main St, Kettering, OH 45420",39.6319,-84.2594,ChIJ_0073,ROOFTOP
Location 74,"3552 Main St, Kettering, OH 45420",39.6041,-84.2293,ChIJ_0074,ROOFTOP
Location 75,"3239 Main St, Kettering, OH 45420",39.6593,-84.1018,ChIJ_0075,ROOFTOP
Location 76,"5467 Main St, Kettering, OH 45420",39.6742,-84.2333,ChIJ_0076,ROOFTOP
Location 77,"1117 Main St, Kettering, OH 45420",39.6806,-84.1062,ChIJ_0077,ROOFTOP
Location 78,"9505 Main St, Kettering, OH 45420",39.6048,-84.1125,ChIJ_0078,ROOFTOP
Location 79,"3590 Main St, Kettering, OH 45420",39.6641,-84.2816,ChIJ_0079,ROOFTOP
Location 80,"6334 Main St, Kettering, OH 45420",39.6754,-84.2200,ChIJ_0080,ROOFTOP
Location 81,"1960 Main St, Kettering, OH 45420",39.6840,-84.1528,ChIJ_0081,ROOFTOP
Location 82,"9444 Main St, Kettering, OH 45420",39.6146,-84.2527,ChIJ_0082,ROOFTOP
Location 83,"9301 Main St, Kettering, OH 45420",39.6387,-84.1464,ChIJ_0083,ROOFTOP
Location 84,"1865 Main St, Kettering, OH 45420",39.6387,-84.1241,ChIJ_0084,ROOFTOP
Location 85,"5489 Main St, Kettering, OH 45420",39.6489,-84.2191,ChIJ_0085,ROOFTOP
Location 86,"8276 Main St, Kettering, OH 45420",39.6270,-84.2422,ChIJ_0086,ROOFTOP
Location 87,"3017 Main St, Kettering, OH 45420",39.6639,-84.2622,ChIJ_0087,ROOFTOP
Location 88,"1935 Main St, Kettering, OH 45420",39.6698,-84.1964,ChIJ_0088,ROOFTOP
Location 89,"4243 Main St, Kettering, OH 45420",39.6129,-84.1135,ChIJ_0089,ROOFTOP
Location 90,"6730 Main St, Kettering, OH 45420",39.6409,-84.2502,ChIJ_0090,ROOFTOP
Location 91,"9524 Main St, Kettering, OH 45420",39.6702,-84.1778,ChIJ_0091,ROOFTOP
Location 92,"2230 Main St, Kettering, OH 45420",39.6131,-84.2865,ChIJ_0092,ROOFTOP
Location 93,"3340 Main St, Kettering, OH 45420",39.6377,-84.2627,ChIJ_0093,ROOFTOP
Location 94,"2451 Main St, Kettering, OH 45420",39.6428,-84.1075,ChIJ_0094,ROOFTOP
Location 95,"3258 Main St, Kettering, OH 45420",39.6288,-84.1420,ChIJ_0095,ROOFTOP
Location 96,"2063 Main St, Kettering, OH 45420",39.6325,-84.2027,ChIJ_0096,ROOFTOP
Location 97,"1074 Main St, Kettering, OH 45420",39.6131,-84.2709,ChIJ_0097,ROOFTOP
Location 98,"5969 Main St, Kettering, OH 45420",39.6851,-84.1763,ChIJ_0098,ROOFTOP
Location 99,"3350 Main St, Kettering, OH 45420",39.6443,-84.2997,ChIJ_0099,ROOFTOP
Location 100,"8095 Main St, Kettering, OH 45420",39.6483,-84.2068,ChIJ_0100,ROOFTOP
Location 101,"5002 Main St, Kettering, OH 45420",39.6548,-84.2259,ChIJ_0101,ROOFTOP
Location 102,"8367 Main St, Kettering, OH 45420",39.6310,-84.1452,ChIJ_0102,ROOFTOP
Location 103,"1788 Main St, Kettering, OH 45420",39.6983,-84.1392,ChIJ_0103,ROOFTOP
Location 104,"5727 Main St, Kettering, OH 45420",39.6663,-84.1618,ChIJ_0104,ROOFTOP
Location 105,"5332 Main St, Kettering, OH 45420",39.6147,-84.1649,ChIJ_0105,ROOFTOP
Location 106,"3291 Main St, Kettering, OH 45420",39.6573,-84.2138,ChIJ_0106,ROOFTOP
Location 107,"9969 Main St, Kettering, OH 45420",39.6278,-84.2269,ChIJ_0107,ROOFTOP
Location 108,"9803 Main St, Kettering, OH 45420",39.6311,-84.1819,ChIJ_0108,ROOFTOP
Location 109,"3764 Main St, Kettering, OH 45420",39.6201,-84.1521,ChIJ_0109,ROOFTOP
Location 110,"2820 Main St, Kettering, OH 45420",39.6312,-84.2318,ChIJ_0110,ROOFTOP
Location 111,"4881 Main St, Kettering, OH 45420",39.6776,-84.2838,ChIJ_0111,ROOFTOP
Location 112,"785 Main St, Kettering, OH 45420",39.6290,-84.2765,ChIJ_0112,ROOFTOP
Location 113,"8362 Main St, Kettering, OH 45420",39.6939,-84.2138,ChIJ_0113,ROOFTOP
Location 114,"1963 Main St, Kettering, OH 45420",39.6639,-84.1081,ChIJ_0114,ROOFTOP
Location 115,"7767 Main St, Kettering, OH 45420",39.6837,-84.2097,ChIJ_0115,ROOFTOP
Location 116,"9714 Main St, Kettering, OH 45420",39.6195,-84.2386,ChIJ_0116,ROOFTOP
Location 117,"601 Main St, Kettering, OH 45420",39.6971,-84.2947,ChIJ_0117,ROOFTOP
Location 118,"8631 Main St, Kettering, OH 45420",39.6214,-84.1375,ChIJ_0118,ROOFTOP
Location 119,"8123 Main St, Kettering, OH 45420",39.6449,-84.1829,ChIJ_0119,ROOFTOP
Location 120,"3604 Main St, Kettering, OH 45420",39.6530,-84.2039,ChIJ_0120,ROOFTOP
Location 121,"124 Main St, Kettering, OH 45420",39.6587,-84.1386,ChIJ_0121,ROOFTOP
Location 122,"4496 Main St, Kettering, OH 45420",39.6318,-84.2682,ChIJ_0122,ROOFTOP
Location 123,"1928 Main St, Kettering, OH 45420",39.6682,-84.1265,ChIJ_0123,ROOFTOP
Location 124,"7269 Main St, Kettering, OH 45420",39.6247,-84.1680,ChIJ_0124,ROOFTOP
Location 125,"6199 Main St, Kettering, OH 45420",39.6372,-84.2948,ChIJ_0125,ROOFTOP
Location 126,"1674 Main St, Kettering, OH 45420",39.6676,-84.1725,ChIJ_0126,ROOFTOP
Location 127,"7166 Main St, Kettering, OH 45420",39.6987,-84.2035,ChIJ_0127,ROOFTOP
Location 128,"4595 Main St, Kettering, OH 45420",39.6023,-84.2174,ChIJ_0128,ROOFTOP
Location 129,"3383 Main St, Kettering, OH 45420",39.6761,-84.1389,ChIJ_0129,ROOFTOP
Location 130,"9653 Main St, Kettering, OH 45420",39.6123,-84.1605,ChIJ_0130,ROOFTOP
Location 131,"3130 Main St, Kettering, OH 45420",39.6604,-84.1668,ChIJ_0131,ROOFTOP
Location 132,"6927 Main St, Kettering, OH 45420",39.6264,-84.2501,ChIJ_0132,ROOFTOP
Location 133,"6404 Main St, Kettering, OH 45420",39.6594,-84.2678,ChIJ_0133,ROOFTOP
Location 134,"2339 Main St, Kettering, OH 45420",39.6674,-84.2486,ChIJ_0134,ROOFTOP
Location 135,"8394 Main St, Kettering, OH 45420",39.6394,-84.2908,ChIJ_0135,ROOFTOP
Location 136,"8805 Main St, Kettering, OH 45420",39.6007,-84.2302,ChIJ_0136,ROOFTOP
Location 137,"7914 Main St, Kettering, OH 45420",39.6314,-84.1607,ChIJ_0137,ROOFTOP
Location 138,"1193 Main St, Kettering, OH 45420",39.6709,-84.2179,ChIJ_0138,ROOFTOP
Location 139,"1940 Main St, Kettering, OH 45420",39.6825,-84.1713,ChIJ_0139,ROOFTOP
Location 140,"6738 Main St, Kettering, OH 45420",39.6947,-84.2772,ChIJ_0140,ROOFTOP
Location 141,"8665 Main St, Kettering, OH 45420",39.6803,-84.1681,ChIJ_0141,ROOFTOP
Location 142,"4493 Main St, Kettering, OH 45420",39.6004,-84.1974,ChIJ_0142,ROOFTOP
Location 143,"449 Main St, Kettering, OH 45420",39.6483,-84.2256,ChIJ_0143,ROOFTOP
Location 144,"6026 Main St, Kettering, OH 45420",39.6343,-84.2229,ChIJ_0144,ROOFTOP
Location 145,"3932 Main St, Kettering, OH 45420",39.6745,-84.2752,ChIJ_0145,ROOFTOP
Location 146,"1940 Main St, Kettering, OH 45420",39.6421,-84.2915,ChIJ_0146,ROOFTOP
Location 147,"854 Main St, Kettering, OH 45420",39.6636,-84.1254,ChIJ_0147,ROOFTOP
Location 148,"9113 Main St, Kettering, OH 45420",39.6973,-84.2308,ChIJ_0148,ROOFTOP
Location 149,"2909 Main St, Kettering, OH 45420",39.6545,-84.1827,ChIJ_0149,ROOFTOP
Location 150,"1719 Main St, Kettering, OH 45420",39.6705,-84.1648,ChIJ_0150,ROOFTOP
Location 151,"2166 Main St, Kettering, OH 45420",39.6845,-84.2123,ChIJ_0151,ROOFTOP
Location 152,"2746 Main St, Kettering, OH 45420",39.6135,-84.1934,ChIJ_0152,ROOFTOP
Location 153,"4489 Main St, Kettering, OH 45420",39.6461,-84.1737,ChIJ_0153,ROOFTOP
Location 154,"3748 Main St, Kettering, OH 45420",39.6994,-84.1469,ChIJ_0154,ROOFTOP
Location 155,"8499 Main St, Kettering, OH 45420",39.6952,-84.2575,ChIJ_0155,ROOFTOP
Location 156,"1475 Main St, Kettering, OH 45420",39.6393,-84.2948,ChIJ_0156,ROOFTOP
Location 157,"4088 Main St, Kettering, OH 45420",39.6598,-84.1503,ChIJ_0157,ROOFTOP
Location 158,"5537 Main St, Kettering, OH 45420",39.6527,-84.2238,ChIJ_0158,ROOFTOP
Location 159,"6607 Main St, Kettering, OH 45420",39.6234,-84.1823,ChIJ_0159,ROOFTOP
Location 160,"2569 Main St, Kettering, OH 45420",39.6412,-84.1486,ChIJ_0160,ROOFTOP
Location 161,"886 Main St, Kettering, OH 45420",39.6949,-84.1660,ChIJ_0161,ROOFTOP
Location 162,"1637 Main St, Kettering, OH 45420",39.6246,-84.2540,ChIJ_0162,ROOFTOP
Location 163,"9320 Main St, Kettering, OH 45420",39.6455,-84.2788,ChIJ_0163,ROOFTOP
Location 164,"3206 Main St, Kettering, OH 45420",39.6837,-84.2593,ChIJ_0164,ROOFTOP
Location 165,"7317 Main St, Kettering, OH 45420",39.6477,-84.1643,ChIJ_0165,ROOFTOP
Location 166,"5318 Main St, Kettering, OH 45420",39.6185,-84.2023,ChIJ_0166,ROOFTOP
Location 167,"589 Main St, Kettering, OH 45420",39.6188,-84.2745,ChIJ_0167,ROOFTOP
Location 168,"9325 Main St, Kettering, OH 45420",39.6278,-84.1504,ChIJ_0168,ROOFTOP
Location 169,"7338 Main St, Kettering, OH 45420",39.6486,-84.1743,ChIJ_0169,ROOFTOP
Location 170,"399 Main St, Kettering, OH 45420",39.6998,-84.2141,ChIJ_0170,ROOFTOP
Location 171,"7247 Main St, Kettering, OH 45420",39.6273,-84.1441,ChIJ_0171,ROOFTOP
Location 172,"5920 Main St, Kettering, OH 45420",39.6454,-84.2750,ChIJ_0172,ROOFTOP
Location 173,"8919 Main St, Kettering, OH 45420",39.6762,-84.2858,ChIJ_0173,ROOFTOP
Location 174,"7136 Main St, Kettering, OH 45420",39.6179,-84.2425,ChIJ_0174,ROOFTOP
Location 175,"494 Main St, Kettering, OH 45420",39.6397,-84.1506,ChIJ_0175,ROOFTOP
Location 176,"1438 Main St, Kettering, OH 45420",39.6806,-84.1765,ChIJ_0176,ROOFTOP
Location 177,"7573 Main St, Kettering, OH 45420",39.6588,-84.2833,ChIJ_0177,ROOFTOP
Location 178,"3107 Main St, Kettering, OH 45420",39.6141,-84.1707,ChIJ_0178,ROOFTOP
Location 179,"2088 Main St, Kettering, OH 45420",39.6350,-84.2360,ChIJ_0179,ROOFTOP
Location 180,"917 Main St, Kettering, OH 45420",39.6622,-84.2713,ChIJ_0180,ROOFTOP
Location 181,"3056 Main St, Kettering, OH 45420",39.6981,-84.1521,ChIJ_0181,ROOFTOP
Location 182,"6171 Main St, Kettering, OH 45420",39.6140,-84.1674,ChIJ_0182,ROOFTOP
Location 183,"6422 Main St, Kettering, OH 45420",39.6485,-84.1631,ChIJ_0183,ROOFTOP
Location 184,"3516 Main St, Kettering, OH 45420",39.6628,-84.1161,ChIJ_0184,ROOFTOP
Location 185,"6803 Main St, Kettering, OH 45420",39.6265,-84.2828,ChIJ_0185,ROOFTOP
Location 186,"1866 Main St, Kettering, OH 45420",39.6435,-84.1539,ChIJ_0186,ROOFTOP
Location 187,"1967 Main St, Kettering, OH 45420",39.6030,-84.1123,ChIJ_0187,ROOFTOP
Location 188,"8505 Main St, Kettering, OH 45420",39.6978,-84.1807,ChIJ_0188,ROOFTOP
Location 189,"7480 Main St, Kettering, OH 45420",39.6209,-84.2117,ChIJ_0189,ROOFTOP
Location 190,"2638 Main St, Kettering, OH 45420",39.6059,-84.1417,ChIJ_0190,ROOFTOP
Location 191,"274 Main St, Kettering, OH 45420",39.6820,-84.1311,ChIJ_0191,ROOFTOP
Location 192,"2540 Main St, Kettering, OH 45420",39.6788,-84.2255,ChIJ_0192,ROOFTOP
Location 193,"6689 Main St, Kettering, OH 45420",39.6348,-84.1015,ChIJ_0193,ROOFTOP
Location 194,"7792 Main St, Kettering, OH 45420",39.6486,-84.2719,ChIJ_0194,ROOFTOP
Location 195,"9292 Main St, Kettering, OH 45420",39.6242,-84.2678,ChIJ_0195,ROOFTOP
Location 196,"6432 Main St, Kettering, OH 45420",39.6350,-84.2322,ChIJ_0196,ROOFTOP
Location 197,"7904 Main St, Kettering, OH 45420",39.6129,-84.1820,ChIJ_0197,ROOFTOP
Location 198,"3995 Main St, Kettering, OH 45420",39.6102,-84.1735,ChIJ_0198,ROOFTOP
Location 199,"7944 Main St, Kettering, OH 45420",39.6757,-84.1925,ChIJ_0199,ROOFTOP
Location 200,"7923 Main St, Kettering, OH 45420",39.6523,-84.1963,ChIJ_0200,ROOFTOP
Location 201,"1054 Main St, Kettering, OH 45420",39.6114,-84.2860,ChIJ_0201,ROOFTOP
Location 202,"5695 Main St, Kettering, OH 45420",39.6333,-84.1985,ChIJ_0202,ROOFTOP
Location 203,"9249 Main St, Kettering, OH 45420",39.6048,-84.2710,ChIJ_0203,ROOFTOP
Location 204,"5568 Main St, Kettering, OH 45420",39.6261,-84.2704,ChIJ_0204,ROOFTOP
Location 205,"6820 Main St, Kettering, OH 45420",39.6454,-84.2419,ChIJ_0205,ROOFTOP
Location 206,"8060 Main St, Kettering, OH 45420",39.6592,-84.2390,ChIJ_0206,ROOFTOP
Location 207,"9532 Main St, Kettering, OH 45420",39.6132,-84.1491,ChIJ_0207,ROOFTOP
Location 208,"1476 Main St, Kettering, OH 45420",39.6430,-84.1759,ChIJ_0208,ROOFTOP
Location 209,"1294 Main St, Kettering, OH 45420",39.6366,-84.1422,ChIJ_0209,ROOFTOP
Location 210,"2901 Main St, Kettering, OH 45420",39.6936,-84.1622,ChIJ_0210,ROOFTOP
Location 211,"4327 Main St, Kettering, OH 45420",39.6214,-84.2052,ChIJ_0211,ROOFTOP
Location 212,"5064 Main St, Kettering, OH 45420",39.6900,-84.2919,ChIJ_0212,ROOFTOP
Location 213,"8593 Main St, Kettering, OH 45420",39.6997,-84.2283,ChIJ_0213,ROOFTOP
Location 214,"5126 Main St, Kettering, OH 45420",39.6392,-84.2938,ChIJ_0214,ROOFTOP
Location 215,"7205 Main St, Kettering, OH 45420",39.6261,-84.1644,ChIJ_0215,ROOFTOP
Location 216,"4057 Main St, Kettering, OH 45420",39.6637,-84.2954,ChIJ_0216,ROOFTOP
Location 217,"3999 Main St, Kettering, OH 45420",39.6640,-84.1671,ChIJ_0217,ROOFTOP
Location 218,"9387 Main St, Kettering, OH 45420",39.6959,-84.2808,ChIJ_0218,ROOFTOP
Location 219,"1593 Main St, Kettering, OH 45420",39.6078,-84.2022,ChIJ_0219,ROOFTOP
Location 220,"1517 Main St, Kettering, OH 45420",39.6025,-84.2355,ChIJ_0220,ROOFTOP
Location 221,"8362 Main St, Kettering, OH 45420",39.6655,-84.2641,ChIJ_0221,ROOFTOP
Location 222,"3135 Main St, Kettering, OH 45420",39.6749,-84.1910,ChIJ_0222,ROOFTOP
Location 223,"2940 Main St, Kettering, OH 45420",39.6504,-84.1020,ChIJ_0223,ROOFTOP
Location 224,"4674 Main St, Kettering, OH 45420",39.6339,-84.1420,ChIJ_0224,ROOFTOP
Location 225,"4981 Main St, Kettering, OH 45420",39.6588,-84.2795,ChIJ_0225,ROOFTOP
Location 226,"2114 Main St, Kettering, OH 45420",39.6832,-84.2552,ChIJ_0226,ROOFTOP
Location 227,"941 Main St, Kettering, OH 45420",39.6590,-84.2942,ChIJ_0227,ROOFTOP
Location 228,"8522 Main St, Kettering, OH 45420",39.6045,-84.1601,ChIJ_0228,ROOFTOP
Location 229,"5457 Main St, Kettering, OH 45420",39.6239,-84.2165,ChIJ_0229,ROOFTOP
Location 230,"1542 Main St, Kettering, OH 45420",39.6665,-84.1383,ChIJ_0230,ROOFTOP
Location 231,"4922 Main St, Kettering, OH 45420",39.6456,-84.2129,ChIJ_0231,ROOFTOP
Location 232,"7947 Main St, Kettering, OH 45420",39.6711,-84.1575,ChIJ_0232,ROOFTOP
Location 233,"9803 Main St, Kettering, OH 45420",39.6523,-84.1985,ChIJ_0233,ROOFTOP
Location 234,"2569 Main St, Kettering, OH 45420",39.6867,-84.1463,ChIJ_0234,ROOFTOP
Location 235,"2493 Main St, Kettering, OH 45420",39.6289,-84.2636,ChIJ_0235,ROOFTOP
Location 236,"4127 Main St, Kettering, OH 45420",39.6368,-84.2983,ChIJ_0236,ROOFTOP
Location 237,"4321 Main St, Kettering, OH 45420",39.6229,-84.2580,ChIJ_0237,ROOFTOP
Location 238,"6689 Main St, Kettering, OH 45420",39.6273,-84.2525,ChIJ_0238,ROOFTOP
Location 239,"9189 Main St, Kettering, OH 45420",39.6850,-84.1210,ChIJ_0239,ROOFTOP
Location 240,"4358 Main St, Kettering, OH 45420",39.6778,-84.1197,ChIJ_0240,ROOFTOP
Location 241,"5008 Main St, Kettering, OH 45420",39.6991,-84.2961,ChIJ_0241,ROOFTOP
Location 242,"1660 Main St, Kettering, OH 45420",39.6604,-84.1418,ChIJ_0242,ROOFTOP
Location 243,"1350 Main St, Kettering, OH 45420",39.6810,-84.1677,ChIJ_0243,ROOFTOP
Location 244,"5833 Main St, Kettering, OH 45420",39.6313,-84.2485,ChIJ_0244,ROOFTOP
Location 245,"8411 Main St, Kettering, OH 45420",39.6933,-84.1423,ChIJ_0245,ROOFTOP
Location 246,"837 Main St, Kettering, OH 45420",39.6343,-84.1574,ChIJ_0246,ROOFTOP
Location 247,"6680 Main St, Kettering, OH 45420",39.6426,-84.1621,ChIJ_0247,ROOFTOP
Location 248,"5262 Main St, Kettering, OH 45420",39.6756,-84.1516,ChIJ_0248,ROOFTOP
Location 249,"2269 Main St, Kettering, OH 45420",39.6101,-84.1731,ChIJ_0249,ROOFTOP
Location 250,"744 Main St, Kettering, OH 45420",39.6652,-84.2082,ChIJ_0250,ROOFTOP
Location 251,"8327 Main St, Kettering, OH 45420",39.6229,-84.1316,ChIJ_0251,ROOFTOP
Location 252,"386 Main St, Kettering, OH 45420",39.6347,-84.2776,ChIJ_0252,ROOFTOP
Location 253,"9761 Main St, Kettering, OH 45420",39.6847,-84.2549,ChIJ_0253,ROOFTOP
Location 254,"3286 Main St, Kettering, OH 45420",39.6668,-84.2003,ChIJ_0254,ROOFTOP
Location 255,"1121 Main St, Kettering, OH 45420",39.6062,-84.1160,ChIJ_0255,ROOFTOP
Location 256,"5124 Main St, Kettering, OH 45420",39.6011,-84.1256,ChIJ_0256,ROOFTOP
Location 257,"8467 Main St, Kettering, OH 45420",39.6097,-84.1914,ChIJ_0257,ROOFTOP
