date,requests,delivered,opens,unique_opens,clicks,unique_clicks,bounces,spam_reports,unsubscribes
2026-06-15,86,391,101,17,7,0.503,detail_129,detail_821,detail_274
2025-01-01,284,419,132,37,5,0.401,detail_818,detail_248,detail_135
2025-08-09,146,70,70,18,2,0.361,detail_998,detail_574,detail_128
2026-09-28#seq1,148,117,96,14,0,0.423,detail_843,detail_241,detail_945
2025-11-14,311,269,14,26,5,0.595,detail_252,detail_895,detail_615
2026-07-16,350,177,26,22,4,0.413,detail_728,detail_556,detail_367
2025-05-03,547,391,58,16,3,0.565,detail_607,detail_600,detail_282
2024-03-19,181,75,142,19,2,0.409,detail_278,detail_882,detail_338
2026-03-05,59,307,101,22,5,0.28,detail_155,detail_658,detail_488
2024-11-26,490,51,110,10,7,0.352,detail_438,detail_479,detail_762
2024-07-25#seq1,416,335,134,27,3,0.601,detail_896,detail_509,detail_636
2024-12-03#seq1,472,453,108,41,1,0.533,detail_865,detail_764,detail_341
2025-10-08,322,168,35,21,4,0.389,detail_273,detail_187,detail_133
2025-08-11,407,357,177,26,8,0.443,detail_249,detail_145,detail_349
2026-01-16,98,170,77,19,7,0.463,detail_530,detail_914,detail_411
2024-06-25,168,70,169,36,4,0.287,detail_949,detail_876,detail_486
2026-06-01,240,260,141,35,6,0.496,detail_183,detail_114,detail_882
2025-05-03#seq1,109,347,34,14,0,0.351,detail_649,detail_770,detail_931
2024-12-30,138,138,140,21,0,0.294,detail_503,detail_128,detail_435
2025-10-21,579,457,147,14,1,0.63,detail_929,detail_593,detail_514
2026-03-31,452,396,96,22,8,0.454,detail_697,detail_792,detail_365
2025-10-14,534,169,59,10,2,0.251,detail_599,detail_916,detail_767
2024-11-18,293,255,157,18,2,0.61,detail_285,detail_193,detail_129
2025-06-28,535,343,141,27,5,0.436,detail_191,detail_403,detail_633
2026-05-08,444,352,140,26,3,0.363,detail_761,detail_374,detail_866
2026-01-07#seq1,452,234,151,15,0,0.498,detail_566,detail_575,detail_874
2024-11-25,143,330,74,37,2,0.384,detail_130,detail_415,detail_127
2026-10-05,594,494,180,10,5,0.369,detail_204,detail_739,detail_800
2025-02-05,84,436,68,10,2,0.366,detail_182,detail_734,detail_764
2025-09-28,435,146,16,38,3,0.275,detail_649,detail_898,detail_365
2025-07-14,43,32,48,34,1,0.562,detail_175,detail_690,detail_606
2025-06-03,461,287,77,35,8,0.398,detail_566,detail_625,detail_925
2025-01-04,72,185,168,20,7,0.645,detail_773,detail_863,detail_501
2025-06-27,513,86,38,7,6,0.602,detail_967,detail_987,detail_807
2026-02-28,111,97,17,19,3,0.266,detail_274,detail_350,detail_481
2026-05-01,467,58,13,38,8,0.561,detail_173,detail_526,detail_273
2025-09-13,270,123,132,16,1,0.297,detail_960,detail_842,detail_312
2024-05-23,288,149,145,9,8,0.631,detail_759,detail_439,detail_737
2025-06-07,418,402,109,17,4,0.367,detail_399,detail_316,detail_565
2026-09-01,125,357,19,30,1,0.482,detail_604,detail_649,detail_631
2026-07-25,351,319,73,23,0,0.469,detail_465,detail_261,detail_730
2024-10-07,32,391,38,21,7,0.386,detail_512,detail_188,detail_215
2024-12-18#seq1,74,107,94,26,2,0.616,detail_149,detail_388,detail_330
