id,type,name,description,category,variation_id,variation_name,price_amount,currency
cat_0s6x71qw,ITEM,Item m7so,desc 5y6g7xl7li,Electrical,var_jrw68j,Var 4f9a,6724,USD
cat_a2bf12ci,ITEM,Item 1c8j,desc z2swoali7v,Electrical,var_4cd7td,Var gcow,9984,USD
cat_4son7vhw,ITEM,Item bg3s,desc job2x66s1q,Electrical,var_bzzi10,Var bf82,5564,USD
cat_00klq44h,ITEM,Item 9d4p,desc pluj1ba3yp,Electrical,var_3z10jb,Var 2mji,6120,USD
cat_azkqxwfo,ITEM,Item 4spu,desc m2yo2twn33,Electrical,var_wnejk5,Var br3y,5005,USD
cat_ul4250fp,ITEM,Item 4io2,desc h9x6phu44u,Electrical,var_5t5bud,Var jiws,1346,USD
cat_uto3ytxt,ITEM,Item ye40,desc fz8ze6n9ko,Electrical,var_z1g0h8,Var zgfr,2519,USD
cat_p4qb51jb,ITEM,Item xhed,desc flm5w2bdjl,Electrical,var_cjy3zq,Var 2573,2856,USD
cat_5hh81juc,ITEM,Item c4xz,desc lja9liuo2q,Electrical,var_e2wywd,Var oguz,1748,USD
cat_kb4wl56r,ITEM,Item vpgn,desc 71xcdlhfnr,Electrical,var_wex94h,Var ar5f,6047,USD
cat_2ju5sqxu,ITEM,Item wzue,desc izj1b396cc,Electrical,var_n0ia7d,Var 5i5d,7502,USD
cat_5l5jwoyo,ITEM,Item 2cho,desc gznf34r2nw,Electrical,var_wixxwi,Var n91k,5643,USD
cat_qdlccykh,ITEM,Item aei3,desc 5lj4w00nd1,Electrical,var_024rdm,Var 6dv1,5708,USD
cat_3yiefldx,ITEM,Item y5fu,desc p7bajjwdv6,Electrical,var_bz3jxo,Var gwb7,1137,USD
cat_v96dk9b0,ITEM,Item ct0o,desc x4guyvouyw,Electrical,var_h7lxx7,Var uq3v,5664,USD
cat_ubapefu6,ITEM,Item 5grh,desc 6qufiqsofo,Electrical,var_3jacyi,Var tuv0,3028,USD
cat_5e05ea36,ITEM,Item g7qa,desc 8yh8jpo24q,Electrical,var_05nez9,Var mav5,7669,USD
cat_fg4k435y,ITEM,Item b5d7,desc t6yfe0g4f2,Electrical,var_zdbg94,Var addr,7870,USD
cat_v2rkcprx,ITEM,Item x33x,desc ibh4c8lsrb,Electrical,var_5flb93,Var thxh,3189,USD
cat_y9utbsaz,ITEM,Item zqou,desc lacfd40nt7,Electrical,var_p4a0ds,Var m02b,618,USD
cat_8u66ansz,ITEM,Item klmb,desc wd6zl5nrx1,Electrical,var_zpadz9,Var ndp0,1137,USD
cat_z3f574g9,ITEM,Item 3fo5,desc j6q86hycsv,Electrical,var_4mucex,Var ouqr,2644,USD
cat_6ysdarbg,ITEM,Item zyf9,desc 56a8hr6mul,Electrical,var_y26koq,Var 1lqi,6826,USD
cat_n9s7laa8,ITEM,Item no6k,desc biq3zz0djb,Electrical,var_leyyr3,Var nl64,7499,USD
cat_pdhfe28a,ITEM,Item 01k8,desc 59awjiqh01,Electrical,var_grxt6a,Var j1wt,7895,USD
cat_sbku9477,ITEM,Item t754,desc f5ied7wkwo,Electrical,var_gxgjae,Var 8ef9,7806,USD
cat_00kr8i6x,ITEM,Item in7v,desc mk4jhrsmdf,Electrical,var_iab67v,Var riuc,5400,USD
cat_n48y91sw,ITEM,Item exjw,desc zkso3owwjn,Electrical,var_tmjr1g,Var ndgb,1519,USD
cat_6bh1nrvi,ITEM,Item 23kz,desc 2wwffao6xo,Electrical,var_h4q4ri,Var xebi,307,USD
cat_muhx96k7,ITEM,Item 2d52,desc qnyvitzxck,Electrical,var_100vzf,Var aoxy,6788,USD
cat_6xr57ia3,ITEM,Item wfaw,desc z9hvyuv4ee,Electrical,var_sydhd6,Var huu5,9876,USD
cat_o3p8d5r2,ITEM,Item v6to,desc s1zp6kcfy6,Electrical,var_kbxaba,Var z27a,2714,USD
cat_kbx63t17,ITEM,Item 6mll,desc d16twdyx43,Electrical,var_r6eeyx,Var fu2p,8658,USD
cat_t3jpppr0,ITEM,Item rueh,desc iln7fkjib1,Electrical,var_9l1fo5,Var l6oi,2824,USD
cat_jyros2ev,ITEM,Item 0z1r,desc pbchbc7r3y,Electrical,var_bw25ur,Var 0yly,199,USD
cat_mg5h4uuv,ITEM,Item ll6j,desc kdjsmlujhw,Electrical,var_ncpzep,Var 1z8m,4594,USD
cat_tfu7tmug,ITEM,Item kn2j,desc 4v2ohukw1m,Electrical,var_w56f63,Var xics,6176,USD
cat_vm68u952,ITEM,Item u2dk,desc pcn6webxsc,Electrical,var_dtnf4q,Var r5i9,7308,USD
cat_dukk2hf7,ITEM,Item q8ne,desc a89213huek,Electrical,var_wym1hi,Var xain,4691,USD
cat_qu18eopz,ITEM,Item a4ag,desc c5mu2kcqnn,Electrical,var_dwovfg,Var jfzo,3787,USD
cat_v3wmkqoo,ITEM,Item m8tc,desc h2kb4187bh,Electrical,var_ng86jw,Var tzt4,9410,USD
cat_ddldekdz,ITEM,Item jwlx,desc 2ll72h3zyk,Electrical,var_km03vf,Var dmpp,8324,USD
cat_zuluy7jz,ITEM,Item gqmv,desc wbqep7tblk,Electrical,var_t8f35j,Var 3qlm,4280,USD
cat_k4rwkcnu,ITEM,Item 2j2e,desc 9x3p17184v,Electrical,var_gc7zne,Var jwyq,4485,USD
