id,customer_id,location_id,line_items,total_amount,currency,state,created_at
sq_ord_013aj7bp,sq_cus_jk98f8,loc_uzoz,item_nn53,16269,USD,COMPLETED,2025-12-14T22:55:00
sq_ord_t3rhqyrf,sq_cus_5wux87,loc_cxi6,item_rg0n,25312,USD,OPEN,2025-01-02T18:13:00
sq_ord_sf7lzbkm,sq_cus_v56b0v,loc_yenf,item_nrhu,28853,USD,OPEN,2026-01-28T07:17:00
sq_ord_e99y0qrg,sq_cus_051f88,loc_5f96,item_w6p3,11982,USD,OPEN,2025-02-01T17:08:00
sq_ord_97eloujv,sq_cus_lplin8,loc_k3os,item_spad,2218,USD,COMPLETED,2025-11-28T20:50:00
sq_ord_asnto14z,sq_cus_mt2qcc,loc_h8lw,item_hklj,4277,USD,OPEN,2026-08-19T08:33:00
sq_ord_h75nq6bj,sq_cus_oqf8vt,loc_lykf,item_lso3,18718,USD,OPEN,2026-03-22T01:01:00
sq_ord_51ent7xv,sq_cus_kpnthx,loc_prqr,item_9e8u,11466,USD,OPEN,2025-09-22T04:13:00
sq_ord_5001hukm,sq_cus_z7nkqz,loc_9g21,item_skke,17805,USD,COMPLETED,2025-09-11T04:00:00
sq_ord_n7o6hrw2,sq_cus_8b68wf,loc_5ah9,item_j7pl,27694,USD,OPEN,2025-12-23T14:14:00
sq_ord_cka2l3ck,sq_cus_m7akqb,loc_cr1p,item_lkvm,15201,USD,COMPLETED,2025-07-20T20:12:00
sq_ord_2mvewav9,sq_cus_80furi,loc_oy6h,item_34h4,29327,USD,COMPLETED,2025-11-11T23:24:00
sq_ord_dpvudp7i,sq_cus_ydlw8p,loc_jdly,item_wnq1,22090,USD,COMPLETED,2025-01-31T09:02:00
sq_ord_y6e2mn8z,sq_cus_96fhlp,loc_3pmk,item_qz94,8068,USD,COMPLETED,2025-04-04T19:08:00
sq_ord_lhwd5hlj,sq_cus_pmbuoy,loc_g4co,item_jmkq,23224,USD,COMPLETED,2025-12-13T08:41:00
sq_ord_ioiwlfvl,sq_cus_o631w0,loc_8kqd,item_lgmk,29032,USD,COMPLETED,2025-06-23T14:36:00
sq_ord_okvl0ych,sq_cus_mqhgkm,loc_dwpx,item_pb42,1389,USD,COMPLETED,2025-03-19T00:24:00
sq_ord_t936w7wu,sq_cus_y9l0ji,loc_qnbf,item_ce9v,3315,USD,COMPLETED,2025-02-13T20:22:00
sq_ord_ilzy0xck,sq_cus_genkp9,loc_8srh,item_j0zw,9298,USD,COMPLETED,2025-07-24T06:38:00
sq_ord_ugu0rykw,sq_cus_apdyk3,loc_zfg8,item_z91e,26927,USD,COMPLETED,2025-07-06T09:33:00
sq_ord_5l7eriz2,sq_cus_2f1dg1,loc_fkwn,item_germ,10236,USD,COMPLETED,2026-09-16T06:37:00
sq_ord_pm7skd5e,sq_cus_tvv8y1,loc_sl2g,item_ryn5,10349,USD,OPEN,2025-02-19T15:18:00
sq_ord_7w27wqjo,sq_cus_ykyqa2,loc_04v1,item_n4qm,628,USD,OPEN,2025-02-12T04:47:00
sq_ord_jub12a7i,sq_cus_dkih98,loc_p1pj,item_gkim,23530,USD,COMPLETED,2025-04-05T16:14:00
sq_ord_ufpjcw4r,sq_cus_izl88g,loc_jb2v,item_t9z5,21458,USD,OPEN,2026-09-02T01:36:00
sq_ord_9kspgvln,sq_cus_vwcdhx,loc_refi,item_5zxk,23608,USD,OPEN,2026-04-27T00:17:00
sq_ord_ek37l955,sq_cus_9rdqzb,loc_kc9d,item_yxmi,20699,USD,OPEN,2025-08-02T01:21:00
sq_ord_4nnwyqw8,sq_cus_ekyzgt,loc_nkf6,item_28hu,3182,USD,OPEN,2026-04-03T06:42:00
sq_ord_3r91kfsp,sq_cus_fxaaxp,loc_qi72,item_uud0,14978,USD,OPEN,2025-03-10T00:16:00
sq_ord_uqtvzi01,sq_cus_ycu3fv,loc_0brt,item_1i02,13755,USD,OPEN,2025-05-08T04:52:00
sq_ord_t3l8vfkg,sq_cus_4u1lss,loc_juuv,item_4g6s,27083,USD,OPEN,2025-12-24T00:49:00
sq_ord_gz2u0w93,sq_cus_vdt32s,loc_bm9x,item_iyej,27069,USD,COMPLETED,2025-10-27T23:05:00
sq_ord_tto7rhpm,sq_cus_139ipp,loc_1kuw,item_kutk,7251,USD,COMPLETED,2026-06-29T22:35:00
sq_ord_fy1g02al,sq_cus_f9rno3,loc_flwy,item_om9l,12726,USD,OPEN,2026-02-27T03:28:00
sq_ord_wbuqwgoi,sq_cus_fi1hg2,loc_6la7,item_j7y0,27593,USD,COMPLETED,2025-08-17T04:27:00
sq_ord_tev5n2z7,sq_cus_4gveda,loc_w01j,item_eyef,19419,USD,COMPLETED,2026-02-17T23:03:00
sq_ord_o8szowno,sq_cus_hrbnep,loc_oom9,item_ybuo,6957,USD,OPEN,2025-02-23T00:09:00
sq_ord_zxm5kyfh,sq_cus_gs42ve,loc_5g33,item_e744,26083,USD,OPEN,2025-01-31T16:23:00
sq_ord_kbsj5t7o,sq_cus_ycp6nk,loc_g1x9,item_6977,27583,USD,COMPLETED,2025-05-12T04:23:00
sq_ord_t2kcei2l,sq_cus_qome6c,loc_51ko,item_fyxn,29025,USD,OPEN,2025-02-02T17:17:00
sq_ord_vd8glnnv,sq_cus_opdd5i,loc_m9ta,item_h92k,29933,USD,COMPLETED,2026-05-11T08:00:00
sq_ord_kzbwhmz8,sq_cus_juuvux,loc_zluy,item_rdp9,7301,USD,COMPLETED,2026-02-21T05:47:00
sq_ord_mlqick30,sq_cus_gccydp,loc_85yl,item_njew,17918,USD,COMPLETED,2026-07-13T01:54:00
sq_ord_flx65owe,sq_cus_mqyd5x,loc_3klm,item_rm9d,13007,USD,COMPLETED,2025-10-10T04:01:00
sq_ord_7enfyflj,sq_cus_dwi2f8,loc_mcrx,item_6wne,24650,USD,OPEN,2025-12-15T09:14:00
sq_ord_kw801huy,sq_cus_b9sc1a,loc_9fix,item_o52p,19712,USD,COMPLETED,2025-02-09T03:55:00
sq_ord_btkj22ta,sq_cus_46d31u,loc_8647,item_tggn,8628,USD,OPEN,2025-12-25T10:48:00
sq_ord_kl67ynl5,sq_cus_cjzptj,loc_u0jk,item_ak9i,16480,USD,OPEN,2026-08-17T07:48:00
sq_ord_rnl7s5rp,sq_cus_8ib63o,loc_ypo8,item_fnqc,22939,USD,COMPLETED,2026-05-25T06:08:00
sq_ord_i89h0f96,sq_cus_r6cajg,loc_wtqa,item_ozhl,11398,USD,COMPLETED,2025-02-26T17:01:00
sq_ord_byorfflb,sq_cus_vl9wf7,loc_v5o8,item_o9ne,11192,USD,OPEN,2025-05-16T07:49:00
sq_ord_ie329pmf,sq_cus_e78sra,loc_7epf,item_pp07,3058,USD,OPEN,2026-02-21T07:19:00
sq_ord_xn7mmekp,sq_cus_2hetqn,loc_k27h,item_cppe,24748,USD,COMPLETED,2025-06-21T03:53:00
sq_ord_4ie1068h,sq_cus_qvn99p,loc_ctdb,item_5wio,4881,USD,COMPLETED,2025-07-02T00:19:00
sq_ord_7cp6xqch,sq_cus_qz7xrc,loc_hbwp,item_q69j,8009,USD,COMPLETED,2026-07-27T03:17:00
sq_ord_10p1ssri,sq_cus_7jdd84,loc_n1xq,item_k4qz,22352,USD,OPEN,2026-06-05T07:41:00
sq_ord_mluinx1y,sq_cus_7qzaz6,loc_vko0,item_5g38,5336,USD,COMPLETED,2026-07-16T17:36:00
sq_ord_wlfkqui7,sq_cus_3o8bn3,loc_lp6z,item_q9f1,8691,USD,OPEN,2025-04-19T09:00:00
sq_ord_nfywvw0v,sq_cus_z2nf9x,loc_et9d,item_5pos,22177,USD,COMPLETED,2026-03-10T12:22:00
sq_ord_kkervxya,sq_cus_kfnpi8,loc_ossg,item_ilfc,1703,USD,OPEN,2025-06-13T16:17:00
sq_ord_cgzn0uu8,sq_cus_fbclpt,loc_psim,item_ev50,11796,USD,OPEN,2025-07-25T16:00:00
sq_ord_j3t9ihk2,sq_cus_8ahewv,loc_7ud2,item_0112,28556,USD,OPEN,2026-05-19T23:23:00
sq_ord_cdmrl01f,sq_cus_4j7t4j,loc_26pw,item_i15e,27047,USD,OPEN,2025-11-21T08:48:00
sq_ord_li95lsh8,sq_cus_rve4kl,loc_ze6c,item_03k9,11418,USD,OPEN,2026-07-11T03:33:00
sq_ord_2wrbuz2z,sq_cus_8zothn,loc_g23h,item_yuil,19491,USD,COMPLETED,2026-05-15T17:13:00
sq_ord_cfjpp1hs,sq_cus_y9ttxt,loc_5orm,item_s7sd,4139,USD,COMPLETED,2025-08-07T22:16:00
sq_ord_z3611sno,sq_cus_g6miql,loc_c719,item_ful1,23255,USD,COMPLETED,2025-10-07T22:42:00
sq_ord_jtowo26f,sq_cus_z21v8a,loc_gaea,item_6x85,24800,USD,OPEN,2025-08-26T00:59:00
sq_ord_nzed3xig,sq_cus_irzy2i,loc_nmic,item_cy6g,29553,USD,OPEN,2025-06-30T01:37:00
sq_ord_2vfwzvi8,sq_cus_pa6ear,loc_nwl9,item_py3u,20821,USD,OPEN,2026-01-19T03:34:00
sq_ord_d2fwqa3y,sq_cus_rsitcg,loc_gbp7,item_lyv2,4480,USD,COMPLETED,2025-02-24T12:25:00
