id,name,label,status,sign_on_mode,created
okta-app-gen-50,app_generic_50,Generic App 50,ACTIVE,SAML_2_0,2025-01-15T00:00:00Z
okta-app-gen-51,app_generic_51,Generic App 51,ACTIVE,SECURE_PASSWORD_STORE,2025-01-15T00:00:00Z
okta-app-gen-52,app_generic_52,Generic App 52,ACTIVE,SAML_2_0,2025-01-15T00:00:00Z
okta-app-gen-53,app_generic_53,Generic App 53,ACTIVE,OPENID_CONNECT,2025-01-15T00:00:00Z
okta-app-gen-54,app_generic_54,Generic App 54,ACTIVE,OPENID_CONNECT,2025-01-15T00:00:00Z
okta-app-gen-55,app_generic_55,Generic App 55,ACTIVE,OPENID_CONNECT,2025-01-15T00:00:00Z
okta-app-gen-56,app_generic_56,Generic App 56,ACTIVE,SECURE_PASSWORD_STORE,2025-01-15T00:00:00Z
okta-app-gen-57,app_generic_57,Generic App 57,ACTIVE,OPENID_CONNECT,2025-01-15T00:00:00Z
okta-app-gen-58,app_generic_58,Generic App 58,ACTIVE,OPENID_CONNECT,2025-01-15T00:00:00Z
okta-app-gen-59,app_generic_59,Generic App 59,ACTIVE,SAML_2_0,2025-01-15T00:00:00Z
okta-app-gen-60,app_generic_60,Generic App 60,ACTIVE,OPENID_CONNECT,2025-01-15T00:00:00Z
okta-app-gen-61,app_generic_61,Generic App 61,ACTIVE,AUTO_LOGIN,2025-01-15T00:00:00Z
okta-app-gen-62,app_generic_62,Generic App 62,ACTIVE,OPENID_CONNECT,2025-01-15T00:00:00Z
okta-app-gen-63,app_generic_63,Generic App 63,ACTIVE,SAML_2_0,2025-01-15T00:00:00Z
okta-app-gen-64,app_generic_64,Generic App 64,ACTIVE,OPENID_CONNECT,2025-01-15T00:00:00Z
okta-app-gen-65,app_generic_65,Generic App 65,ACTIVE,OPENID_CONNECT,2025-01-15T00:00:00Z
okta-app-gen-66,app_generic_66,Generic App 66,ACTIVE,OPENID_CONNECT,2025-01-15T00:00:00Z
okta-app-gen-67,app_generic_67,Generic App 67,ACTIVE,SECURE_PASSWORD_STORE,2025-01-15T00:00:00Z
okta-app-gen-68,app_generic_68,Generic App 68,ACTIVE,SAML_2_0,2025-01-15T00:00:00Z
okta-app-gen-69,app_generic_69,Generic App 69,ACTIVE,SAML_2_0,2025-01-15T00:00:00Z
okta-app-gen-70,app_generic_70,Generic App 70,ACTIVE,SAML_2_0,2025-01-15T00:00:00Z
okta-app-gen-71,app_generic_71,Generic App 71,ACTIVE,AUTO_LOGIN,2025-01-15T00:00:00Z
okta-app-gen-72,app_generic_72,Generic App 72,ACTIVE,SAML_2_0,2025-01-15T00:00:00Z
okta-app-gen-73,app_generic_73,Generic App 73,ACTIVE,AUTO_LOGIN,2025-01-15T00:00:00Z
okta-app-gen-74,app_generic_74,Generic App 74,ACTIVE,OPENID_CONNECT,2025-01-15T00:00:00Z
okta-app-gen-75,app_generic_75,Generic App 75,ACTIVE,AUTO_LOGIN,2025-01-15T00:00:00Z
okta-app-gen-76,app_generic_76,Generic App 76,ACTIVE,SAML_2_0,2025-01-15T00:00:00Z
okta-app-gen-77,app_generic_77,Generic App 77,ACTIVE,SECURE_PASSWORD_STORE,2025-01-15T00:00:00Z
okta-app-gen-78,app_generic_78,Generic App 78,ACTIVE,OPENID_CONNECT,2025-01-15T00:00:00Z
okta-app-gen-79,app_generic_79,Generic App 79,ACTIVE,OPENID_CONNECT,2025-01-15T00:00:00Z
okta-app-gen-80,app_generic_80,Generic App 80,ACTIVE,SAML_2_0,2025-01-15T00:00:00Z
okta-app-gen-81,app_generic_81,Generic App 81,ACTIVE,SECURE_PASSWORD_STORE,2025-01-15T00:00:00Z
okta-app-gen-82,app_generic_82,Generic App 82,ACTIVE,SAML_2_0,2025-01-15T00:00:00Z
okta-app-gen-83,app_generic_83,Generic App 83,ACTIVE,OPENID_CONNECT,2025-01-15T00:00:00Z
okta-app-gen-84,app_generic_84,Generic App 84,ACTIVE,SECURE_PASSWORD_STORE,2025-01-15T00:00:00Z
okta-app-gen-85,app_generic_85,Generic App 85,ACTIVE,SECURE_PASSWORD_STORE,2025-01-15T00:00:00Z
okta-app-gen-86,app_generic_86,Generic App 86,ACTIVE,SECURE_PASSWORD_STORE,2025-01-15T00:00:00Z
okta-app-gen-87,app_generic_87,Generic App 87,ACTIVE,SAML_2_0,2025-01-15T00:00:00Z
okta-app-gen-88,app_generic_88,Generic App 88,ACTIVE,OPENID_CONNECT,2025-01-15T00:00:00Z
okta-app-gen-89,app_generic_89,Generic App 89,ACTIVE,SECURE_PASSWORD_STORE,2025-01-15T00:00:00Z
okta-app-gen-90,app_generic_90,Generic App 90,ACTIVE,OPENID_CONNECT,2025-01-15T00:00:00Z
okta-app-gen-91,app_generic_91,Generic App 91,ACTIVE,OPENID_CONNECT,2025-01-15T00:00:00Z
okta-app-gen-92,app_generic_92,Generic App 92,ACTIVE,SAML_2_0,2025-01-15T00:00:00Z
okta-app-gen-93,app_generic_93,Generic App 93,ACTIVE,SECURE_PASSWORD_STORE,2025-01-15T00:00:00Z
okta-app-gen-94,app_generic_94,Generic App 94,ACTIVE,SECURE_PASSWORD_STORE,2025-01-15T00:00:00Z
okta-app-gen-95,app_generic_95,Generic App 95,ACTIVE,SAML_2_0,2025-01-15T00:00:00Z
okta-app-gen-96,app_generic_96,Generic App 96,ACTIVE,SAML_2_0,2025-01-15T00:00:00Z
okta-app-gen-97,app_generic_97,Generic App 97,ACTIVE,AUTO_LOGIN,2025-01-15T00:00:00Z
okta-app-gen-98,app_generic_98,Generic App 98,ACTIVE,SECURE_PASSWORD_STORE,2025-01-15T00:00:00Z
okta-app-gen-99,app_generic_99,Generic App 99,ACTIVE,OPENID_CONNECT,2025-01-15T00:00:00Z
okta-app-gen-100,app_generic_100,Generic App 100,ACTIVE,SECURE_PASSWORD_STORE,2025-01-15T00:00:00Z
okta-app-gen-101,app_generic_101,Generic App 101,ACTIVE,OPENID_CONNECT,2025-01-15T00:00:00Z
okta-app-gen-102,app_generic_102,Generic App 102,ACTIVE,OPENID_CONNECT,2025-01-15T00:00:00Z
okta-app-gen-103,app_generic_103,Generic App 103,ACTIVE,AUTO_LOGIN,2025-01-15T00:00:00Z
okta-app-gen-104,app_generic_104,Generic App 104,ACTIVE,AUTO_LOGIN,2025-01-15T00:00:00Z
okta-app-gen-105,app_generic_105,Generic App 105,ACTIVE,AUTO_LOGIN,2025-01-15T00:00:00Z
okta-app-gen-106,app_generic_106,Generic App 106,ACTIVE,AUTO_LOGIN,2025-01-15T00:00:00Z
okta-app-gen-107,app_generic_107,Generic App 107,ACTIVE,AUTO_LOGIN,2025-01-15T00:00:00Z
okta-app-gen-108,app_generic_108,Generic App 108,ACTIVE,OPENID_CONNECT,2025-01-15T00:00:00Z
okta-app-gen-109,app_generic_109,Generic App 109,ACTIVE,OPENID_CONNECT,2025-01-15T00:00:00Z
okta-app-gen-110,app_generic_110,Generic App 110,ACTIVE,SAML_2_0,2025-01-15T00:00:00Z
okta-app-gen-111,app_generic_111,Generic App 111,ACTIVE,AUTO_LOGIN,2025-01-15T00:00:00Z
okta-app-gen-112,app_generic_112,Generic App 112,ACTIVE,SAML_2_0,2025-01-15T00:00:00Z
okta-app-gen-113,app_generic_113,Generic App 113,ACTIVE,SAML_2_0,2025-01-15T00:00:00Z
okta-app-gen-114,app_generic_114,Generic App 114,ACTIVE,SAML_2_0,2025-01-15T00:00:00Z
