id,title,overview,release_date,vote_average,vote_count,genre_ids,popularity,original_language
mv_0055,Movie 55,Overview 55,2024-10-28,3.2,7463,330783726.0,en,"28,12"
mv_0056,Movie 56,Overview 56,2022-09-06,2.1,3643,342050864.0,en,"28,12"
mv_0057,Movie 57,Overview 57,2021-03-21,7.9,6435,454096950.0,en,"28,12"
mv_0058,Movie 58,Overview 58,2023-02-27,8.6,242,199727643.0,en,"28,12"
mv_0059,Movie 59,Overview 59,2020-06-28,3.9,3259,419253124.0,en,"28,12"
mv_0060,Movie 60,Overview 60,2021-09-08,4.2,3491,401456404.0,en,"28,12"
mv_0061,Movie 61,Overview 61,2024-07-27,9.2,4065,447359998.0,en,"28,12"
mv_0062,Movie 62,Overview 62,2025-07-12,2.1,3112,248722735.0,en,"28,12"
mv_0063,Movie 63,Overview 63,2023-03-27,6.9,2668,175297887.0,en,"28,12"
mv_0064,Movie 64,Overview 64,2025-08-05,7.6,3642,487115799.0,en,"28,12"
mv_0065,Movie 65,Overview 65,2026-08-20,9.3,4270,270159542.0,en,"28,12"
mv_0066,Movie 66,Overview 66,2025-03-24,3.7,5316,379575564.0,en,"28,12"
mv_0067,Movie 67,Overview 67,2020-12-26,2.2,7514,475071645.0,en,"28,12"
mv_0068,Movie 68,Overview 68,2021-08-10,6.4,5472,389854139.0,en,"28,12"
mv_0069,Movie 69,Overview 69,2026-08-30,6.7,6188,251128341.0,en,"28,12"
mv_0070,Movie 70,Overview 70,2026-02-04,5.2,8383,309680569.0,en,"28,12"
mv_0071,Movie 71,Overview 71,2022-02-26,4.8,672,78206917.0,en,"28,12"
mv_0072,Movie 72,Overview 72,2022-10-19,8.8,1741,336734303.0,en,"28,12"
mv_0073,Movie 73,Overview 73,2021-05-11,9.4,501,490700804.0,en,"28,12"
mv_0074,Movie 74,Overview 74,2023-09-28,9.5,1714,376239044.0,en,"28,12"
mv_0075,Movie 75,Overview 75,2022-07-09,4.3,7077,439762404.0,en,"28,12"
mv_0076,Movie 76,Overview 76,2025-09-14,6.8,6191,289526636.0,en,"28,12"
mv_0077,Movie 77,Overview 77,2026-07-08,8.8,9625,403477423.0,en,"28,12"
mv_0078,Movie 78,Overview 78,2024-01-06,5.2,9407,459314239.0,en,"28,12"
mv_0079,Movie 79,Overview 79,2024-05-12,6.7,4767,197340979.0,en,"28,12"
mv_0080,Movie 80,Overview 80,2026-01-14,9.2,6597,365977114.0,en,"28,12"
mv_0081,Movie 81,Overview 81,2024-02-07,9.7,1843,263882082.0,en,"28,12"
mv_0082,Movie 82,Overview 82,2023-04-17,1.2,5516,28682050.0,en,"28,12"
mv_0083,Movie 83,Overview 83,2020-01-07,7.4,4735,338862951.0,en,"28,12"
mv_0084,Movie 84,Overview 84,2025-06-25,7.6,6945,95186205.0,en,"28,12"
mv_0085,Movie 85,Overview 85,2024-06-18,9.4,2221,397523329.0,en,"28,12"
mv_0086,Movie 86,Overview 86,2020-09-09,4.2,7180,111769935.0,en,"28,12"
mv_0087,Movie 87,Overview 87,2023-08-19,1.8,6091,301499218.0,en,"28,12"
mv_0088,Movie 88,Overview 88,2022-05-03,9.2,6394,191247634.0,en,"28,12"
mv_0089,Movie 89,Overview 89,2025-12-06,2.5,9629,331267333.0,en,"28,12"
mv_0090,Movie 90,Overview 90,2022-04-20,6.6,482,429893249.0,en,"28,12"
mv_0091,Movie 91,Overview 91,2021-07-04,3.6,100,483593418.0,en,"28,12"
mv_0092,Movie 92,Overview 92,2025-05-31,7.1,8401,174214822.0,en,"28,12"
mv_0093,Movie 93,Overview 93,2020-01-16,4.9,8598,460617466.0,en,"28,12"
mv_0094,Movie 94,Overview 94,2024-03-24,1.1,3407,153645738.0,en,"28,12"
mv_0095,Movie 95,Overview 95,2024-02-21,8.2,2667,296828222.0,en,"28,12"
mv_0096,Movie 96,Overview 96,2022-07-09,2.6,8108,491433323.0,en,"28,12"
mv_0097,Movie 97,Overview 97,2023-06-18,9.7,3237,178984055.0,en,"28,12"
mv_0098,Movie 98,Overview 98,2024-02-10,1.4,9625,135287679.0,en,"28,12"
mv_0099,Movie 99,Overview 99,2020-05-06,7.1,2895,72163371.0,en,"28,12"
mv_0100,Movie 100,Overview 100,2026-01-26,1.9,8490,475000213.0,en,"28,12"
mv_0101,Movie 101,Overview 101,2021-04-10,1.3,8669,156845657.0,en,"28,12"
mv_0102,Movie 102,Overview 102,2025-08-06,2.9,6722,455358228.0,en,"28,12"
mv_0103,Movie 103,Overview 103,2024-02-29,3.5,8656,169498692.0,en,"28,12"
mv_0104,Movie 104,Overview 104,2023-01-16,8.2,9793,55996791.0,en,"28,12"
mv_0105,Movie 105,Overview 105,2024-03-29,9.6,3983,94954664.0,en,"28,12"
mv_0106,Movie 106,Overview 106,2020-05-06,4.1,2326,55749283.0,en,"28,12"
mv_0107,Movie 107,Overview 107,2023-05-02,4.6,3441,227619311.0,en,"28,12"
mv_0108,Movie 108,Overview 108,2022-11-20,7.4,4597,113456639.0,en,"28,12"
mv_0109,Movie 109,Overview 109,2024-07-25,2.9,5625,308161514.0,en,"28,12"
mv_0110,Movie 110,Overview 110,2022-01-28,8.8,8103,169203533.0,en,"28,12"
mv_0111,Movie 111,Overview 111,2020-12-31,8.8,3228,111656365.0,en,"28,12"
mv_0112,Movie 112,Overview 112,2024-12-10,9.9,2937,485724589.0,en,"28,12"
mv_0113,Movie 113,Overview 113,2022-08-13,9.3,5671,267872157.0,en,"28,12"
mv_0114,Movie 114,Overview 114,2021-01-15,5.9,2800,118084308.0,en,"28,12"
mv_0115,Movie 115,Overview 115,2022-11-20,4.1,9657,81794744.0,en,"28,12"
mv_0116,Movie 116,Overview 116,2020-12-19,3.1,8917,238950527.0,en,"28,12"
mv_0117,Movie 117,Overview 117,2025-05-22,9.9,772,291276545.0,en,"28,12"
mv_0118,Movie 118,Overview 118,2023-07-28,3.3,8212,498158075.0,en,"28,12"
mv_0119,Movie 119,Overview 119,2023-12-04,5.5,7720,449201324.0,en,"28,12"
mv_0120,Movie 120,Overview 120,2024-10-24,9.0,3093,35608044.0,en,"28,12"
mv_0121,Movie 121,Overview 121,2024-12-07,1.1,6483,231377468.0,en,"28,12"
mv_0122,Movie 122,Overview 122,2025-03-09,1.9,3647,481368284.0,en,"28,12"
mv_0123,Movie 123,Overview 123,2026-09-15,7.1,5887,467849965.0,en,"28,12"
mv_0124,Movie 124,Overview 124,2025-10-24,6.6,5055,10982880.0,en,"28,12"
mv_0125,Movie 125,Overview 125,2021-05-15,5.8,5681,355230433.0,en,"28,12"
mv_0126,Movie 126,Overview 126,2020-01-15,3.6,8153,254934911.0,en,"28,12"
mv_0127,Movie 127,Overview 127,2023-02-16,2.2,5865,86503540.0,en,"28,12"
mv_0128,Movie 128,Overview 128,2025-12-11,4.5,6485,112545581.0,en,"28,12"
mv_0129,Movie 129,Overview 129,2024-05-24,2.9,5044,18129642.0,en,"28,12"
mv_0130,Movie 130,Overview 130,2020-02-25,6.8,1142,149138998.0,en,"28,12"
mv_0131,Movie 131,Overview 131,2025-12-05,1.9,2460,366942987.0,en,"28,12"
mv_0132,Movie 132,Overview 132,2021-03-16,6.0,5191,403978845.0,en,"28,12"
mv_0133,Movie 133,Overview 133,2025-03-05,9.4,9652,170208297.0,en,"28,12"
mv_0134,Movie 134,Overview 134,2023-07-28,5.2,5288,168196711.0,en,"28,12"
mv_0135,Movie 135,Overview 135,2022-04-29,5.2,7240,468770016.0,en,"28,12"
mv_0136,Movie 136,Overview 136,2020-07-01,2.3,2477,431119087.0,en,"28,12"
mv_0137,Movie 137,Overview 137,2025-03-16,5.6,4607,43138946.0,en,"28,12"
mv_0138,Movie 138,Overview 138,2020-08-10,3.4,8283,497453150.0,en,"28,12"
mv_0139,Movie 139,Overview 139,2021-09-26,9.3,1969,120061384.0,en,"28,12"
mv_0140,Movie 140,Overview 140,2020-06-16,8.3,5287,248495997.0,en,"28,12"
mv_0141,Movie 141,Overview 141,2021-02-23,8.4,2280,423270623.0,en,"28,12"
mv_0142,Movie 142,Overview 142,2023-12-04,1.7,3588,106378410.0,en,"28,12"
mv_0143,Movie 143,Overview 143,2024-09-05,1.4,2057,489251014.0,en,"28,12"
mv_0144,Movie 144,Overview 144,2024-09-06,5.4,4566,176819168.0,en,"28,12"
mv_0145,Movie 145,Overview 145,2023-12-24,7.5,5821,413221445.0,en,"28,12"
mv_0146,Movie 146,Overview 146,2024-03-09,2.7,6819,114306669.0,en,"28,12"
mv_0147,Movie 147,Overview 147,2020-11-04,9.6,3593,48474773.0,en,"28,12"
mv_0148,Movie 148,Overview 148,2020-11-20,1.7,5767,309443602.0,en,"28,12"
mv_0149,Movie 149,Overview 149,2020-02-23,2.1,8780,340949252.0,en,"28,12"
