campaign_id,emails_sent,opens_total,unique_opens,open_rate,clicks_total,unique_clicks,click_rate,unsubscribed,bounces
rep-0003026,cmp-0003062,2024-02-20T17:58:00-07:00,147,100,6,0.449,234.83,detail_723,detail_875
rep-0003027,cmp-0003014,2024-08-13T11:31:00-07:00,500,27,28,0.677,461.69,detail_985,detail_595
rep-0003028,cmp-0003021,2024-03-02T18:50:00-07:00,452,23,20,0.152,313.69,detail_913,detail_480
rep-0003029,cmp-0003055,2024-06-11T13:10:00-07:00,622,75,42,0.641,112.4,detail_889,detail_612
rep-0003030,cmp-0003050,2025-02-28T17:54:00-07:00,102,92,42,0.366,93.95,detail_947,detail_142
rep-0003031,cmp-0003048,2024-10-10T09:39:00-07:00,484,101,36,0.602,481.3,detail_633,detail_914
rep-0003032,cmp-0003104,2024-04-21T19:55:00-07:00,180,113,31,0.481,88.7,detail_656,detail_770
rep-0003033,cmp-0003064,2026-07-17T10:22:00-07:00,632,48,16,0.43,265.55,detail_289,detail_149
rep-0003034,cmp-0003008,2025-03-02T13:44:00-07:00,468,119,10,0.673,359.52,detail_769,detail_649
rep-0003035,cmp-0003072,2025-01-13T18:57:00-07:00,57,93,33,0.649,175.18,detail_564,detail_421
rep-0003036,cmp-0003004,2024-11-03T18:42:00-07:00,236,79,4,0.532,319.49,detail_639,detail_655
rep-0003037,cmp-0003067,2024-04-28T11:51:00-07:00,464,107,19,0.475,468.95,detail_981,detail_209
rep-0003038,cmp-0003054,2025-06-12T15:30:00-07:00,623,103,35,0.195,208.65,detail_558,detail_311
rep-0003039,cmp-0003105,2026-09-15T20:44:00-07:00,401,113,3,0.302,361.4,detail_337,detail_504
rep-0003040,cmp-0003025,2024-05-17T12:33:00-07:00,102,24,17,0.345,311.39,detail_392,detail_574
rep-0003041,cmp-0003064,2026-01-15T10:14:00-07:00,375,20,34,0.168,36.74,detail_820,detail_679
rep-0003042,cmp-0003093,2025-08-13T11:30:00-07:00,234,43,29,0.506,486.29,detail_979,detail_477
rep-0003043,cmp-0003024,2025-04-21T16:07:00-07:00,235,54,17,0.415,57.81,detail_673,detail_658
rep-0003044,cmp-0003046,2024-04-19T20:17:00-07:00,115,28,11,0.224,353.01,detail_188,detail_208
rep-0003045,cmp-0003067,2025-01-10T18:31:00-07:00,605,116,33,0.159,206.58,detail_445,detail_816
rep-0003046,cmp-0003104,2025-08-12T16:57:00-07:00,614,85,34,0.318,19.39,detail_576,detail_273
rep-0003047,cmp-0003039,2025-07-31T17:22:00-07:00,128,78,15,0.552,34.07,detail_756,detail_908
rep-0003048,cmp-0003028,2026-01-26T15:36:00-07:00,171,29,31,0.447,481.59,detail_798,detail_764
rep-0003049,cmp-0003039,2026-04-06T14:26:00-07:00,611,14,36,0.246,206.58,detail_541,detail_497
rep-0003050,cmp-0003088,2025-02-16T11:59:00-07:00,59,16,30,0.58,438.88,detail_512,detail_698
rep-0003051,cmp-0003067,2025-05-18T13:20:00-07:00,66,104,12,0.217,355.22,detail_454,detail_606
rep-0003052,cmp-0003069,2026-09-02T16:45:00-07:00,451,49,18,0.651,420.57,detail_692,detail_112
rep-0003053,cmp-0003055,2026-04-26T10:01:00-07:00,495,45,9,0.273,126.93,detail_670,detail_805
rep-0003054,cmp-0003067,2024-09-16T13:47:00-07:00,293,45,1,0.183,438.49,detail_207,detail_942
rep-0003055,cmp-0003024,2026-09-17T08:08:00-07:00,343,120,20,0.248,192.19,detail_286,detail_647
rep-0003056,cmp-0003030,2024-12-22T10:38:00-07:00,496,116,16,0.273,499.54,detail_368,detail_304
rep-0003057,cmp-0003011,2025-03-29T08:09:00-07:00,465,82,16,0.519,142.67,detail_169,detail_199
rep-0003058,cmp-0003027,2025-03-24T09:46:00-07:00,248,72,22,0.209,160.96,detail_614,detail_169
rep-0003059,cmp-0003095,2024-01-21T19:03:00-07:00,571,95,26,0.241,453.88,detail_699,detail_525
rep-0003060,cmp-0003023,2025-03-08T17:36:00-07:00,133,51,32,0.213,381.58,detail_905,detail_781
rep-0003061,cmp-0003091,2025-08-31T13:10:00-07:00,96,53,37,0.546,447.7,detail_260,detail_743
rep-0003062,cmp-0003029,2025-01-15T18:39:00-07:00,399,90,6,0.395,395.77,detail_945,detail_601
rep-0003063,cmp-0003065,2024-11-01T08:07:00-07:00,154,33,34,0.644,255.59,detail_683,detail_578
rep-0003064,cmp-0003045,2026-06-10T18:21:00-07:00,531,12,19,0.47,60.07,detail_762,detail_575
rep-0003065,cmp-0003017,2024-06-21T13:14:00-07:00,470,9,29,0.532,418.55,detail_352,detail_839
rep-0003066,cmp-0003003,2025-09-23T15:13:00-07:00,293,120,36,0.296,325.96,detail_152,detail_205
rep-0003067,cmp-0003039,2026-05-29T15:19:00-07:00,257,20,22,0.615,322.6,detail_552,detail_886
rep-0003068,cmp-0003105,2026-07-18T09:28:00-07:00,80,19,29,0.542,492.05,detail_325,detail_676
rep-0003069,cmp-0003070,2024-08-09T12:28:00-07:00,563,81,5,0.516,167.18,detail_278,detail_206
rep-0003070,cmp-0003036,2024-06-17T15:06:00-07:00,532,28,29,0.614,471.12,detail_628,detail_773
rep-0003071,cmp-0003033,2026-07-29T17:10:00-07:00,516,41,32,0.305,181.28,detail_704,detail_512
rep-0003072,cmp-0003092,2024-02-09T10:11:00-07:00,241,118,18,0.617,93.13,detail_994,detail_198
rep-0003073,cmp-0003096,2026-02-11T09:28:00-07:00,621,16,22,0.467,268.84,detail_591,detail_407
rep-0003074,cmp-0003020,2025-09-09T12:22:00-07:00,454,50,21,0.263,265.29,detail_538,detail_365
rep-0003075,cmp-0003022,2024-05-01T19:34:00-07:00,503,113,4,0.458,379.22,detail_918,detail_269
rep-0003076,cmp-0003070,2026-02-07T18:58:00-07:00,436,26,16,0.215,97.97,detail_955,detail_773
rep-0003077,cmp-0003023,2026-08-15T18:11:00-07:00,387,73,1,0.499,128.27,detail_863,detail_422
rep-0003078,cmp-0003038,2024-09-03T13:26:00-07:00,276,106,16,0.24,317.23,detail_266,detail_241
rep-0003079,cmp-0003038,2024-10-13T09:14:00-07:00,168,30,44,0.543,69.16,detail_622,detail_818
rep-0003080,cmp-0003015,2026-06-24T19:54:00-07:00,64,69,17,0.581,239.8,detail_906,detail_491
rep-0003081,cmp-0003026,2025-05-10T20:10:00-07:00,50,26,5,0.389,367.76,detail_852,detail_143
rep-0003082,cmp-0003017,2025-09-06T12:36:00-07:00,492,107,39,0.519,6.74,detail_492,detail_932
rep-0003083,cmp-0003030,2025-01-02T19:20:00-07:00,598,107,34,0.679,117.77,detail_874,detail_117
rep-0003084,cmp-0003049,2025-08-01T13:20:00-07:00,447,34,7,0.416,134.95,detail_951,detail_699
rep-0003085,cmp-0003051,2025-05-02T12:50:00-07:00,460,24,23,0.626,188.04,detail_480,detail_441
rep-0003086,cmp-0003023,2026-10-14T14:51:00-07:00,94,99,1,0.316,280.32,detail_654,detail_912
rep-0003087,cmp-0003004,2026-09-27T10:07:00-07:00,102,17,33,0.561,391.72,detail_576,detail_116
rep-0003088,cmp-0003105,2024-08-23T09:41:00-07:00,350,7,2,0.516,402.77,detail_408,detail_422
rep-0003089,cmp-0003057,2026-04-04T09:21:00-07:00,573,56,16,0.649,428.06,detail_185,detail_596
rep-0003090,cmp-0003031,2024-10-07T18:42:00-07:00,167,32,22,0.638,443.54,detail_450,detail_172
rep-0003091,cmp-0003035,2024-07-27T10:40:00-07:00,319,27,2,0.542,251.66,detail_401,detail_916
rep-0003092,cmp-0003054,2025-01-01T14:15:00-07:00,398,75,11,0.637,64.4,detail_629,detail_943
rep-0003093,cmp-0003038,2024-11-15T13:44:00-07:00,529,51,30,0.561,264.83,detail_905,detail_501
rep-0003094,cmp-0003061,2025-03-11T16:31:00-07:00,479,84,16,0.631,239.91,detail_769,detail_819
rep-0003095,cmp-0003094,2024-07-03T12:50:00-07:00,335,25,10,0.515,93.75,detail_356,detail_359
rep-0003096,cmp-0003065,2026-07-17T09:52:00-07:00,429,107,38,0.622,298.27,detail_478,detail_535
rep-0003097,cmp-0003072,2025-11-13T11:44:00-07:00,44,97,26,0.361,160.49,detail_650,detail_905
rep-0003098,cmp-0003006,2026-07-25T14:07:00-07:00,114,87,12,0.578,344.55,detail_182,detail_770
rep-0003099,cmp-0003022,2025-03-17T17:50:00-07:00,451,4,13,0.258,119.42,detail_763,detail_988
rep-0003100,cmp-0003014,2024-09-17T10:48:00-07:00,415,104,23,0.487,91.99,detail_677,detail_653
rep-0003101,cmp-0003094,2025-02-20T16:23:00-07:00,408,91,11,0.2,300.16,detail_301,detail_509
rep-0003102,cmp-0003066,2025-01-27T19:18:00-07:00,444,14,32,0.488,41.88,detail_365,detail_728
rep-0003103,cmp-0003064,2024-12-14T14:11:00-07:00,42,21,13,0.637,19.95,detail_631,detail_874
rep-0003104,cmp-0003088,2024-05-16T19:49:00-07:00,74,104,39,0.544,232.77,detail_461,detail_657
