id,candidate_id,job_id,status,current_stage,applied_at,last_activity_at
app-4020,cand-7002,job-3004,active,Interview,2024-06-04T13:24:45Z,2025-08-16T10:08:32Z
app-4021,cand-7004,job-3003,active,Application Review,2026-08-11T20:03:29Z,2024-08-02T19:27:42Z
app-4022,cand-7007,job-3001,rejected,Interview,2024-12-25T18:04:09Z,2026-01-23T16:23:12Z
app-4023,cand-7005,job-3001,active,Interview,2025-07-07T15:42:32Z,2025-07-23T12:57:20Z
app-4024,cand-7002,job-3005,active,Interview,2024-11-19T06:16:26Z,2025-04-16T14:43:58Z
app-4025,cand-7005,job-3001,active,Interview,2025-08-20T08:21:44Z,2025-01-14T10:09:48Z
app-4026,cand-7003,job-3004,rejected,Application Review,2026-07-11T16:22:25Z,2025-11-08T06:02:26Z
app-4027,cand-7006,job-3004,active,Offer,2026-09-13T06:34:35Z,2024-09-22T07:01:17Z
app-4028,cand-7006,job-3003,active,Application Review,2026-03-31T16:38:38Z,2024-07-28T13:11:23Z
app-4029,cand-7001,job-3006,active,Interview,2025-04-18T12:53:32Z,2026-09-30T17:31:16Z
app-4030,cand-7001,job-3003,active,Interview,2024-11-26T08:12:48Z,2025-09-17T19:45:27Z
app-4031,cand-7003,job-3004,active,Interview,2025-08-26T20:10:14Z,2026-09-30T06:51:32Z
app-4032,cand-7008,job-3001,rejected,Application Review,2025-11-21T11:03:17Z,2025-11-25T12:45:31Z
app-4033,cand-7008,job-3005,active,Interview,2025-09-11T07:28:30Z,2025-11-11T07:27:31Z
app-4034,cand-7002,job-3003,active,Application Review,2024-07-22T14:27:18Z,2024-12-14T08:41:29Z
app-4035,cand-7002,job-3001,rejected,Interview,2025-03-29T06:44:38Z,2025-11-05T11:22:12Z
app-4036,cand-7004,job-3003,active,Application Review,2025-03-04T19:30:25Z,2024-06-18T16:50:47Z
app-4037,cand-7007,job-3006,active,Interview,2026-10-13T18:13:48Z,2026-03-14T18:47:33Z
app-4038,cand-7007,job-3001,active,Interview,2026-06-29T17:40:23Z,2026-02-18T18:22:02Z
app-4039,cand-7001,job-3004,rejected,Application Review,2026-01-15T09:56:34Z,2026-08-17T06:29:37Z
app-4040,cand-7003,job-3001,rejected,Application Review,2024-11-13T12:15:09Z,2026-01-29T18:45:16Z
app-4041,cand-7006,job-3002,active,Interview,2026-04-21T09:57:07Z,2025-06-23T15:24:38Z
app-4042,cand-7008,job-3003,active,Interview,2024-11-20T13:02:25Z,2026-04-25T16:58:09Z
app-4043,cand-7002,job-3005,active,Interview,2026-03-19T06:17:34Z,2024-10-25T11:04:32Z
app-4044,cand-7007,job-3006,active,Interview,2024-11-19T17:42:36Z,2025-12-20T20:03:55Z
app-4045,cand-7004,job-3003,active,Interview,2024-06-13T17:18:47Z,2026-04-26T15:50:32Z
app-4046,cand-7005,job-3006,active,Application Review,2024-06-18T18:41:43Z,2026-10-06T13:48:36Z
app-4047,cand-7002,job-3006,active,Interview,2024-07-08T07:28:33Z,2026-02-05T15:58:21Z
app-4048,cand-7004,job-3002,active,Interview,2026-04-18T14:03:36Z,2024-09-22T16:14:32Z
app-4049,cand-7007,job-3006,active,Application Review,2025-07-10T06:39:29Z,2025-05-01T14:20:40Z
app-4050,cand-7002,job-3005,active,Interview,2024-06-19T07:32:44Z,2026-06-10T13:51:27Z
app-4051,cand-7007,job-3003,active,Offer,2025-02-03T15:33:54Z,2026-02-01T08:33:16Z
app-4052,cand-7006,job-3002,active,Interview,2025-12-16T18:23:46Z,2025-10-13T06:29:15Z
app-4053,cand-7005,job-3003,active,Interview,2026-02-23T11:17:21Z,2025-03-06T15:03:59Z
app-4054,cand-7002,job-3004,active,Application Review,2026-05-31T13:11:32Z,2025-01-03T18:55:13Z
app-4055,cand-7007,job-3006,active,Interview,2025-05-29T07:09:25Z,2025-10-23T17:52:18Z
app-4056,cand-7001,job-3003,active,Interview,2025-08-02T15:09:25Z,2025-08-07T06:31:15Z
app-4057,cand-7005,job-3006,active,Interview,2024-10-10T10:22:43Z,2025-08-19T16:21:42Z
app-4058,cand-7003,job-3002,active,Application Review,2025-05-09T07:50:00Z,2025-01-30T18:49:24Z
app-4059,cand-7002,job-3002,active,Interview,2026-02-23T19:02:44Z,2025-04-30T20:13:27Z
app-4060,cand-7005,job-3002,active,Application Review,2024-10-20T07:19:11Z,2025-08-26T10:24:14Z
app-4061,cand-7007,job-3001,active,Interview,2026-09-03T17:29:27Z,2025-01-02T08:19:58Z
app-4062,cand-7008,job-3001,rejected,Application Review,2025-11-05T18:30:50Z,2025-09-28T07:07:25Z
app-4063,cand-7006,job-3004,active,Application Review,2026-04-14T16:38:54Z,2025-09-13T13:07:48Z
app-4064,cand-7006,job-3005,active,Interview,2025-08-26T14:08:03Z,2026-04-21T07:28:47Z
app-4065,cand-7001,job-3005,active,Interview,2025-04-09T12:47:28Z,2025-05-21T19:57:00Z
app-4066,cand-7005,job-3005,active,Interview,2025-03-25T19:56:37Z,2025-06-13T10:08:18Z
app-4067,cand-7005,job-3001,active,Interview,2026-04-29T19:42:02Z,2024-06-22T14:18:29Z
app-4068,cand-7006,job-3006,active,Application Review,2025-12-12T16:05:40Z,2024-06-15T15:33:47Z
app-4069,cand-7005,job-3001,active,Application Review,2026-02-12T17:04:19Z,2025-08-12T07:44:53Z
app-4070,cand-7002,job-3003,rejected,Interview,2024-10-06T15:05:52Z,2024-06-24T12:59:08Z
app-4071,cand-7007,job-3005,active,Application Review,2025-10-01T15:38:26Z,2025-03-22T17:59:04Z
app-4072,cand-7007,job-3004,active,Offer,2025-08-03T20:49:59Z,2024-11-24T16:44:56Z
app-4073,cand-7008,job-3005,active,Interview,2024-07-27T07:25:41Z,2025-12-17T19:25:59Z
app-4074,cand-7002,job-3002,active,Offer,2025-09-07T11:30:14Z,2026-08-25T08:05:13Z
app-4075,cand-7006,job-3001,active,Interview,2024-12-12T17:55:44Z,2026-07-12T13:04:52Z
app-4076,cand-7002,job-3005,active,Application Review,2024-06-04T16:48:14Z,2025-11-19T13:15:56Z
app-4077,cand-7006,job-3001,active,Application Review,2026-01-13T06:58:21Z,2024-12-24T18:39:48Z
app-4078,cand-7004,job-3006,active,Application Review,2026-09-23T08:31:40Z,2026-02-06T06:33:25Z
app-4079,cand-7002,job-3001,active,Application Review,2024-10-30T16:54:00Z,2025-02-26T14:29:46Z
app-4080,cand-7006,job-3005,active,Interview,2025-12-06T11:48:06Z,2025-01-07T12:49:29Z
app-4081,cand-7007,job-3006,active,Interview,2025-09-19T11:14:14Z,2026-11-04T13:30:13Z
app-4082,cand-7001,job-3006,active,Application Review,2025-05-01T10:07:07Z,2026-08-04T19:54:43Z
app-4083,cand-7004,job-3002,active,Interview,2026-02-17T16:28:23Z,2025-06-27T16:29:39Z
app-4084,cand-7003,job-3001,active,Offer,2026-02-07T17:34:26Z,2025-04-24T15:00:25Z
app-4085,cand-7008,job-3005,active,Interview,2026-11-02T07:05:36Z,2025-08-16T20:03:55Z
app-4086,cand-7003,job-3004,active,Application Review,2025-01-04T15:12:07Z,2024-08-18T20:59:17Z
app-4087,cand-7007,job-3003,active,Interview,2025-11-28T14:42:47Z,2025-10-19T10:56:23Z
app-4088,cand-7002,job-3004,active,Application Review,2024-08-07T15:17:55Z,2026-05-16T17:52:41Z
app-4089,cand-7006,job-3001,active,Application Review,2025-09-23T09:55:44Z,2025-04-09T19:17:35Z
app-4090,cand-7007,job-3006,active,Application Review,2025-11-30T13:44:50Z,2024-09-23T17:04:23Z
app-4091,cand-7005,job-3001,active,Application Review,2026-05-13T12:04:47Z,2026-01-30T16:58:27Z
app-4092,cand-7002,job-3001,active,Interview,2025-06-06T16:11:52Z,2024-06-15T15:23:32Z
app-4093,cand-7003,job-3005,rejected,Application Review,2025-11-17T09:56:21Z,2026-03-03T19:06:47Z
app-4094,cand-7004,job-3002,active,Application Review,2025-12-06T10:22:54Z,2026-02-06T16:26:39Z
app-4095,cand-7006,job-3002,active,Interview,2026-04-20T09:07:11Z,2026-10-09T20:41:36Z
app-4096,cand-7008,job-3002,active,Application Review,2026-02-11T20:12:26Z,2026-05-01T11:18:30Z
app-4097,cand-7002,job-3003,active,Interview,2025-12-02T10:54:09Z,2025-04-19T09:40:45Z
app-4098,cand-7006,job-3003,active,Application Review,2025-07-23T19:24:59Z,2025-04-20T13:24:44Z
app-4099,cand-7006,job-3002,active,Interview,2024-07-15T17:33:33Z,2025-03-31T16:27:40Z
app-4100,cand-7007,job-3006,active,Interview,2025-06-24T11:31:24Z,2026-07-09T16:50:13Z
app-4101,cand-7004,job-3003,rejected,Interview,2026-10-22T18:28:03Z,2025-06-07T07:19:23Z
app-4102,cand-7003,job-3005,active,Offer,2025-03-18T11:11:07Z,2025-10-01T15:55:56Z
app-4103,cand-7003,job-3004,active,Application Review,2026-04-27T10:18:58Z,2025-09-06T14:55:08Z
app-4104,cand-7007,job-3001,rejected,Application Review,2025-08-10T12:01:53Z,2026-08-12T14:15:03Z
app-4105,cand-7001,job-3003,active,Interview,2025-07-08T12:50:37Z,2024-06-16T11:59:02Z
app-4106,cand-7006,job-3005,active,Interview,2025-02-05T10:34:18Z,2026-10-24T19:48:52Z
app-4107,cand-7005,job-3004,active,Application Review,2025-03-18T11:01:08Z,2024-06-11T08:55:29Z
app-4108,cand-7006,job-3001,active,Interview,2025-11-06T10:30:38Z,2025-02-15T19:16:21Z
app-4109,cand-7005,job-3005,active,Interview,2026-04-09T18:53:18Z,2026-05-25T13:51:28Z
app-4110,cand-7007,job-3001,active,Application Review,2026-01-21T09:49:23Z,2024-10-03T19:27:47Z
app-4111,cand-7006,job-3002,active,Application Review,2026-05-27T13:14:46Z,2024-07-23T07:37:36Z
app-4112,cand-7008,job-3006,active,Interview,2025-03-29T14:26:07Z,2025-05-06T08:10:56Z
app-4113,cand-7003,job-3005,active,Interview,2025-06-13T18:18:56Z,2025-08-18T15:28:24Z
app-4114,cand-7008,job-3003,active,Application Review,2026-03-18T15:20:40Z,2026-10-21T10:14:41Z
app-4115,cand-7008,job-3001,active,Application Review,2026-07-22T17:10:41Z,2026-10-05T11:20:37Z
app-4116,cand-7004,job-3004,active,Interview,2026-02-27T17:10:28Z,2024-08-24T14:50:18Z
app-4117,cand-7006,job-3001,active,Application Review,2025-09-06T14:01:58Z,2025-03-13T16:18:13Z
app-4118,cand-7003,job-3001,active,Interview,2024-12-09T11:45:05Z,2025-07-21T13:55:29Z
app-4119,cand-7004,job-3002,active,Interview,2025-11-26T19:46:03Z,2025-08-18T12:35:00Z
app-4120,cand-7002,job-3006,active,Application Review,2026-06-18T12:58:47Z,2024-09-16T09:12:47Z
app-4121,cand-7005,job-3003,rejected,Interview,2025-03-13T15:01:52Z,2024-06-30T09:26:42Z
app-4122,cand-7008,job-3001,active,Interview,2026-09-20T17:43:26Z,2026-07-12T18:32:23Z
app-4123,cand-7004,job-3003,rejected,Application Review,2026-08-13T20:34:17Z,2026-02-08T12:04:50Z
app-4124,cand-7001,job-3004,active,Interview,2025-08-10T12:56:19Z,2025-03-19T06:08:02Z
app-4125,cand-7006,job-3005,rejected,Interview,2026-06-21T18:56:03Z,2025-06-27T17:12:28Z
app-4126,cand-7001,job-3006,active,Application Review,2025-01-13T15:06:14Z,2025-08-13T17:58:24Z
app-4127,cand-7002,job-3003,active,Interview,2026-04-01T09:58:57Z,2026-03-11T07:11:34Z
app-4128,cand-7001,job-3001,active,Offer,2025-12-11T06:52:49Z,2025-12-27T08:47:52Z
app-4129,cand-7004,job-3004,active,Application Review,2025-01-25T20:10:58Z,2024-08-25T17:13:07Z
app-4130,cand-7007,job-3006,active,Application Review,2026-06-26T11:32:40Z,2025-10-11T11:45:13Z
app-4131,cand-7003,job-3003,active,Interview,2026-07-03T09:20:27Z,2026-05-30T19:11:08Z
app-4132,cand-7008,job-3006,rejected,Application Review,2026-05-20T19:26:40Z,2025-07-20T20:27:42Z
app-4133,cand-7007,job-3002,active,Interview,2025-11-01T09:29:42Z,2024-11-01T15:27:47Z
app-4134,cand-7006,job-3001,active,Application Review,2025-10-27T17:50:56Z,2025-12-22T20:35:47Z
app-4135,cand-7003,job-3001,rejected,Interview,2026-05-09T09:31:04Z,2025-07-06T20:59:40Z
app-4136,cand-7007,job-3003,active,Interview,2025-04-14T08:04:14Z,2026-07-26T14:40:07Z
app-4137,cand-7005,job-3003,active,Interview,2025-02-05T08:22:32Z,2025-10-31T09:12:51Z
app-4138,cand-7007,job-3001,active,Interview,2025-07-07T14:55:14Z,2026-05-13T17:54:39Z
app-4139,cand-7006,job-3002,active,Interview,2025-05-21T12:19:11Z,2024-07-10T17:42:54Z
app-4140,cand-7004,job-3002,rejected,Application Review,2025-08-30T12:02:18Z,2025-12-26T12:33:16Z
app-4141,cand-7007,job-3002,active,Interview,2025-02-22T15:51:18Z,2025-11-09T14:02:01Z
app-4142,cand-7008,job-3005,active,Interview,2026-07-02T14:50:06Z,2026-04-26T16:26:46Z
app-4143,cand-7001,job-3006,active,Interview,2025-02-24T20:29:25Z,2025-09-20T19:19:25Z
app-4144,cand-7008,job-3004,active,Application Review,2025-07-03T15:19:18Z,2024-09-07T19:36:47Z
app-4145,cand-7007,job-3002,active,Offer,2025-01-20T06:01:34Z,2025-05-02T20:34:01Z
app-4146,cand-7007,job-3004,active,Offer,2025-10-18T12:02:08Z,2025-01-24T13:23:52Z
app-4147,cand-7002,job-3001,rejected,Application Review,2024-06-30T11:39:11Z,2026-02-27T10:50:29Z
app-4148,cand-7004,job-3005,active,Offer,2025-12-31T20:31:14Z,2026-08-04T06:45:51Z
app-4149,cand-7003,job-3001,active,Interview,2026-09-04T12:43:59Z,2025-01-30T07:37:43Z
app-4150,cand-7001,job-3001,active,Interview,2026-01-06T16:46:55Z,2025-05-06T11:29:19Z
app-4151,cand-7008,job-3001,active,Interview,2025-12-05T06:21:55Z,2026-04-09T20:59:18Z
app-4152,cand-7006,job-3001,active,Application Review,2025-07-04T11:29:34Z,2025-08-09T20:15:29Z
app-4153,cand-7004,job-3001,rejected,Interview,2024-12-20T17:42:03Z,2026-10-14T11:48:58Z
app-4154,cand-7003,job-3004,active,Application Review,2025-11-09T12:13:14Z,2026-09-09T14:54:56Z
app-4155,cand-7001,job-3004,active,Application Review,2025-02-15T19:00:32Z,2025-09-21T16:13:51Z
app-4156,cand-7007,job-3006,active,Interview,2025-12-18T16:37:59Z,2026-01-01T06:29:07Z
app-4157,cand-7001,job-3005,active,Interview,2025-07-12T20:37:57Z,2025-08-10T10:14:56Z
app-4158,cand-7005,job-3003,active,Application Review,2026-09-18T18:57:19Z,2026-02-07T10:42:59Z
app-4159,cand-7008,job-3003,active,Interview,2025-05-01T15:30:21Z,2024-10-22T13:25:45Z
app-4160,cand-7004,job-3004,active,Interview,2025-06-03T08:42:21Z,2026-07-29T16:18:16Z
app-4161,cand-7005,job-3005,active,Interview,2025-05-14T10:39:47Z,2026-02-06T11:58:38Z
app-4162,cand-7001,job-3003,active,Interview,2026-08-25T12:21:56Z,2026-09-12T14:21:35Z
app-4163,cand-7008,job-3001,active,Interview,2026-05-27T10:31:17Z,2024-06-07T14:22:55Z
app-4164,cand-7003,job-3003,active,Interview,2025-02-03T17:19:19Z,2026-04-06T13:12:21Z
app-4165,cand-7001,job-3001,active,Interview,2024-07-10T08:33:12Z,2026-03-27T15:56:18Z
app-4166,cand-7003,job-3001,active,Application Review,2024-10-09T13:42:25Z,2025-11-04T17:48:04Z
app-4167,cand-7002,job-3002,active,Interview,2025-07-16T10:46:03Z,2026-10-01T19:38:46Z
app-4168,cand-7003,job-3006,active,Interview,2026-02-25T19:37:02Z,2025-10-14T14:39:41Z
app-4169,cand-7005,job-3003,active,Interview,2025-12-27T19:27:44Z,2024-12-04T15:11:09Z
app-4170,cand-7001,job-3002,active,Interview,2026-08-14T19:07:33Z,2024-07-15T17:27:03Z
app-4171,cand-7001,job-3003,active,Application Review,2025-10-28T07:45:28Z,2025-07-17T16:36:34Z
app-4172,cand-7001,job-3002,active,Application Review,2025-05-21T14:02:58Z,2024-11-05T07:04:35Z
app-4173,cand-7001,job-3003,active,Interview,2025-08-19T11:03:51Z,2025-05-08T16:19:36Z
app-4174,cand-7004,job-3006,active,Interview,2026-02-13T18:18:15Z,2026-01-17T19:24:01Z
app-4175,cand-7007,job-3004,active,Interview,2026-11-06T15:29:06Z,2025-10-30T15:05:57Z
app-4176,cand-7007,job-3001,active,Interview,2025-07-29T12:19:56Z,2026-06-19T15:41:45Z
app-4177,cand-7004,job-3001,active,Application Review,2024-08-10T13:45:54Z,2025-07-09T16:09:22Z
app-4178,cand-7002,job-3003,active,Interview,2026-07-10T09:31:57Z,2026-04-10T20:42:27Z
app-4179,cand-7007,job-3001,active,Application Review,2026-10-25T10:50:35Z,2026-02-07T07:36:03Z
app-4180,cand-7001,job-3006,active,Interview,2026-01-24T12:53:19Z,2025-02-20T10:14:50Z
app-4181,cand-7002,job-3003,rejected,Application Review,2024-12-04T17:52:58Z,2025-12-31T06:17:59Z
app-4182,cand-7006,job-3004,active,Interview,2025-03-16T10:04:36Z,2024-12-07T19:30:23Z
app-4183,cand-7006,job-3001,active,Offer,2026-06-26T06:47:20Z,2026-09-04T06:30:23Z
app-4184,cand-7007,job-3003,active,Application Review,2026-09-30T16:50:45Z,2024-08-22T10:53:09Z
app-4185,cand-7007,job-3001,active,Interview,2026-02-23T08:54:03Z,2025-12-04T08:01:07Z
app-4186,cand-7001,job-3003,active,Application Review,2024-07-24T13:54:07Z,2024-12-02T10:55:40Z
app-4187,cand-7001,job-3001,active,Application Review,2025-09-26T17:33:05Z,2026-06-30T19:32:59Z
app-4188,cand-7006,job-3005,active,Application Review,2026-01-09T10:45:46Z,2024-08-15T13:51:25Z
app-4189,cand-7006,job-3005,active,Offer,2024-10-13T13:57:40Z,2025-09-21T07:56:17Z
app-4190,cand-7003,job-3001,active,Interview,2024-12-12T10:23:57Z,2026-05-27T08:15:26Z
app-4191,cand-7001,job-3005,active,Application Review,2026-10-27T20:02:54Z,2026-08-30T12:59:21Z
app-4192,cand-7004,job-3005,active,Interview,2025-05-18T16:58:01Z,2024-09-14T16:40:25Z
app-4193,cand-7001,job-3003,active,Interview,2024-10-03T12:08:59Z,2024-11-13T11:43:18Z
app-4194,cand-7007,job-3001,active,Interview,2026-10-20T08:11:41Z,2024-08-20T08:48:08Z
app-4195,cand-7002,job-3004,active,Interview,2026-02-27T18:02:05Z,2025-02-25T15:51:06Z
app-4196,cand-7006,job-3006,rejected,Interview,2026-06-29T07:40:08Z,2024-12-03T09:27:20Z
app-4197,cand-7007,job-3006,active,Application Review,2025-08-18T11:07:41Z,2025-05-13T19:10:47Z
app-4198,cand-7002,job-3001,active,Application Review,2024-07-13T19:55:08Z,2024-08-13T16:17:27Z
app-4199,cand-7004,job-3001,active,Offer,2026-07-01T06:05:16Z,2025-02-19T06:51:12Z
app-4200,cand-7008,job-3006,active,Interview,2026-11-02T12:17:10Z,2025-04-24T20:36:20Z
app-4201,cand-7005,job-3003,active,Interview,2026-02-15T13:14:19Z,2024-11-30T06:05:58Z
app-4202,cand-7008,job-3006,active,Application Review,2025-12-02T14:50:47Z,2026-01-12T16:33:43Z
app-4203,cand-7007,job-3003,active,Application Review,2025-03-12T08:53:56Z,2026-09-26T13:04:19Z
app-4204,cand-7003,job-3006,active,Interview,2025-07-11T11:36:35Z,2024-10-05T06:11:18Z
app-4205,cand-7001,job-3005,rejected,Interview,2025-01-27T16:42:44Z,2026-06-16T07:36:49Z
app-4206,cand-7004,job-3005,rejected,Interview,2024-09-06T20:42:10Z,2025-03-28T18:21:12Z
app-4207,cand-7001,job-3004,active,Application Review,2026-04-26T13:41:27Z,2025-05-27T20:59:01Z
app-4208,cand-7004,job-3005,active,Interview,2024-12-16T10:41:01Z,2025-05-23T06:50:01Z
app-4209,cand-7001,job-3001,active,Application Review,2026-06-28T07:55:29Z,2025-10-03T06:10:02Z
app-4210,cand-7008,job-3004,active,Application Review,2025-02-26T17:16:50Z,2025-02-22T17:42:29Z
app-4211,cand-7001,job-3004,active,Application Review,2025-10-09T10:33:02Z,2024-11-09T15:15:45Z
