listing_id,title,city,country,room_type,price_per_night,cleaning_fee,beds,baths,max_guests,rating,review_count,host_id,instant_book
abl_0037,Property 37,Description,Entire home,263,65,Clearwater,FL,28.119,-82.6636,1,2,2,3.51
abl_0038,Property 38,Description,Entire home,82,42,Tarpon Springs,FL,28.065,-82.7772,1,2,2,4.06
abl_0039,Property 39,Description,Private room,72,59,Clearwater,FL,28.1831,-82.7658,2,2,7,4.71
abl_0040,Property 40,Description,Entire home,246,41,Clearwater,FL,28.1803,-82.686,4,1,7,3.74
abl_0041,Property 41,Description,Entire home,224,85,Clearwater,FL,28.1518,-82.8031,1,2,3,4.56
abl_0042,Property 42,Description,Entire home,223,50,Dunedin,FL,28.1149,-82.6953,1,1,7,3.83
abl_0043,Property 43,Description,Private room,223,93,Dunedin,FL,28.1683,-82.7553,1,2,5,4.88
abl_0044,Property 44,Description,Private room,220,36,Clearwater,FL,28.1873,-82.7288,1,3,2,4.57
abl_0045,Property 45,Description,Entire home,197,53,Tarpon Springs,FL,28.0933,-82.7507,3,2,4,4.36
abl_0046,Property 46,Description,Private room,231,65,Tarpon Springs,FL,28.124,-82.6615,3,3,2,4.89
abl_0047,Property 47,Description,Entire home,255,84,Dunedin,FL,28.2101,-82.7978,2,3,5,4.82
abl_0048,Property 48,Description,Entire home,68,83,Tarpon Springs,FL,28.2275,-82.8105,2,2,6,3.9
abl_0049,Property 49,Description,Private room,134,43,Dunedin,FL,28.056,-82.745,1,1,8,4.24
abl_0050,Property 50,Description,Private room,118,43,Tarpon Springs,FL,28.0705,-82.7333,2,2,7,3.84
abl_0051,Property 51,Description,Entire home,202,38,Tarpon Springs,FL,28.1822,-82.7181,2,2,2,3.55
abl_0052,Property 52,Description,Private room,65,57,Tarpon Springs,FL,28.1324,-82.6671,2,1,8,3.77
abl_0053,Property 53,Description,Private room,191,26,Tarpon Springs,FL,28.1053,-82.7153,2,3,7,4.66
abl_0054,Property 54,Description,Entire home,112,94,Dunedin,FL,28.1634,-82.7754,2,3,7,3.98
abl_0055,Property 55,Description,Entire home,78,62,Clearwater,FL,28.1253,-82.7979,2,1,3,4.32
abl_0056,Property 56,Description,Entire home,60,60,Clearwater,FL,28.0645,-82.8342,1,1,7,4.05
abl_0057,Property 57,Description,Private room,237,74,Tarpon Springs,FL,28.0646,-82.7971,2,2,4,3.61
abl_0058,Property 58,Description,Entire home,175,76,Clearwater,FL,28.1654,-82.7597,4,3,8,4.31
abl_0059,Property 59,Description,Entire home,101,52,Clearwater,FL,28.1977,-82.7019,1,3,6,4.91
abl_0060,Property 60,Description,Private room,182,77,Clearwater,FL,28.137,-82.6699,4,3,3,3.64
abl_0061,Property 61,Description,Private room,295,62,Tarpon Springs,FL,28.2081,-82.7116,2,1,2,3.53
abl_0062,Property 62,Description,Entire home,179,93,Tarpon Springs,FL,28.1794,-82.7902,4,2,7,4.76
abl_0063,Property 63,Description,Entire home,257,42,Tarpon Springs,FL,28.0426,-82.7459,3,2,4,4.14
abl_0064,Property 64,Description,Entire home,73,82,Dunedin,FL,28.1269,-82.8213,3,2,5,4.18
abl_0065,Property 65,Description,Private room,201,47,Tarpon Springs,FL,28.1463,-82.7561,3,3,8,4.31
abl_0066,Property 66,Description,Private room,220,48,Clearwater,FL,28.2188,-82.8016,1,1,5,3.54
abl_0067,Property 67,Description,Entire home,181,46,Dunedin,FL,28.1631,-82.7216,3,3,3,3.69
abl_0068,Property 68,Description,Entire home,215,97,Clearwater,FL,28.1174,-82.8544,3,3,5,4.84
abl_0069,Property 69,Description,Entire home,76,36,Clearwater,FL,28.1985,-82.7738,3,3,2,5.0
abl_0070,Property 70,Description,Private room,92,60,Tarpon Springs,FL,28.1147,-82.8194,2,2,4,4.04
abl_0071,Property 71,Description,Private room,236,53,Tarpon Springs,FL,28.1643,-82.8184,1,1,7,4.29
abl_0072,Property 72,Description,Private room,83,58,Clearwater,FL,28.1642,-82.6695,1,1,7,4.44
abl_0073,Property 73,Description,Private room,248,48,Tarpon Springs,FL,28.0476,-82.825,2,3,8,4.0
abl_0074,Property 74,Description,Entire home,138,71,Clearwater,FL,28.0493,-82.8149,3,2,8,4.01
abl_0075,Property 75,Description,Private room,155,85,Dunedin,FL,28.1977,-82.6603,1,1,8,4.76
abl_0076,Property 76,Description,Private room,80,81,Tarpon Springs,FL,28.172,-82.6851,3,3,3,3.97
abl_0077,Property 77,Description,Entire home,232,94,Tarpon Springs,FL,28.1301,-82.8164,1,2,7,4.52
abl_0078,Property 78,Description,Private room,282,100,Dunedin,FL,28.1844,-82.6681,2,3,8,5.0
abl_0079,Property 79,Description,Entire home,114,87,Clearwater,FL,28.15,-82.6912,2,2,4,4.98
abl_0080,Property 80,Description,Private room,107,93,Clearwater,FL,28.2278,-82.7718,3,2,2,4.43
abl_0081,Property 81,Description,Private room,204,28,Dunedin,FL,28.1625,-82.676,3,2,4,3.96
abl_0082,Property 82,Description,Private room,199,55,Tarpon Springs,FL,28.1226,-82.6673,1,1,4,4.86
abl_0083,Property 83,Description,Private room,280,93,Tarpon Springs,FL,28.1396,-82.7438,2,1,3,4.19
abl_0084,Property 84,Description,Private room,298,29,Tarpon Springs,FL,28.0914,-82.7641,1,1,7,4.64
abl_0085,Property 85,Description,Private room,138,48,Tarpon Springs,FL,28.1058,-82.68,1,3,8,4.58
abl_0086,Property 86,Description,Entire home,293,36,Clearwater,FL,28.2362,-82.8159,1,1,5,4.01
abl_0087,Property 87,Description,Private room,285,81,Dunedin,FL,28.0982,-82.7023,4,2,6,4.16
abl_0088,Property 88,Description,Private room,193,85,Dunedin,FL,28.2189,-82.6818,2,1,6,3.71
abl_0089,Property 89,Description,Private room,218,29,Clearwater,FL,28.2176,-82.8542,4,3,4,4.1
abl_0090,Property 90,Description,Private room,170,49,Dunedin,FL,28.2326,-82.7623,3,3,3,4.23
abl_0091,Property 91,Description,Private room,115,28,Clearwater,FL,28.0482,-82.7923,3,1,3,4.29
abl_0092,Property 92,Description,Entire home,217,49,Clearwater,FL,28.1435,-82.8427,3,3,3,4.94
abl_0093,Property 93,Description,Private room,192,63,Clearwater,FL,28.042,-82.7433,2,3,3,4.04
abl_0094,Property 94,Description,Entire home,176,48,Clearwater,FL,28.0871,-82.8239,3,2,2,5.0
abl_0095,Property 95,Description,Private room,82,64,Tarpon Springs,FL,28.1482,-82.7858,3,1,5,4.7
abl_0096,Property 96,Description,Entire home,92,64,Dunedin,FL,28.1227,-82.6693,3,2,8,3.65
abl_0097,Property 97,Description,Private room,285,67,Clearwater,FL,28.1498,-82.6696,2,3,4,3.57
abl_0098,Property 98,Description,Entire home,159,62,Clearwater,FL,28.097,-82.7079,1,3,3,3.67
abl_0099,Property 99,Description,Entire home,260,53,Tarpon Springs,FL,28.1986,-82.7225,1,2,2,3.52
abl_0100,Property 100,Description,Entire home,133,100,Clearwater,FL,28.0723,-82.8387,4,1,8,4.32
abl_0101,Property 101,Description,Private room,50,75,Clearwater,FL,28.2348,-82.7174,1,3,7,4.6
abl_0102,Property 102,Description,Entire home,157,57,Clearwater,FL,28.1473,-82.689,1,2,3,3.9
abl_0103,Property 103,Description,Private room,78,47,Tarpon Springs,FL,28.2247,-82.7309,2,2,5,4.66
abl_0104,Property 104,Description,Entire home,112,96,Dunedin,FL,28.223,-82.8188,2,3,3,4.06
abl_0105,Property 105,Description,Private room,139,39,Dunedin,FL,28.2086,-82.6877,2,2,3,4.73
abl_0106,Property 106,Description,Entire home,274,99,Tarpon Springs,FL,28.1296,-82.6882,3,3,7,3.68
abl_0107,Property 107,Description,Private room,285,29,Tarpon Springs,FL,28.1876,-82.6933,4,2,7,4.49
abl_0108,Property 108,Description,Private room,101,67,Tarpon Springs,FL,28.0441,-82.7102,4,3,7,4.19
abl_0109,Property 109,Description,Private room,267,96,Tarpon Springs,FL,28.2036,-82.8567,3,2,3,3.64
abl_0110,Property 110,Description,Private room,252,92,Dunedin,FL,28.0889,-82.6721,2,1,5,4.76
abl_0111,Property 111,Description,Private room,250,66,Tarpon Springs,FL,28.1896,-82.6784,1,2,2,4.87
abl_0112,Property 112,Description,Entire home,200,42,Clearwater,FL,28.1531,-82.7604,2,3,5,3.65
abl_0113,Property 113,Description,Private room,90,44,Tarpon Springs,FL,28.1832,-82.6892,1,1,2,3.67
abl_0114,Property 114,Description,Entire home,216,46,Tarpon Springs,FL,28.1546,-82.7925,2,1,3,4.13
abl_0115,Property 115,Description,Private room,199,84,Tarpon Springs,FL,28.125,-82.7749,1,1,3,4.96
abl_0116,Property 116,Description,Private room,293,66,Tarpon Springs,FL,28.0695,-82.7327,2,1,2,4.35
abl_0117,Property 117,Description,Private room,210,31,Dunedin,FL,28.0991,-82.8576,4,1,2,3.83
abl_0118,Property 118,Description,Private room,124,58,Dunedin,FL,28.2369,-82.826,2,1,6,4.91
abl_0119,Property 119,Description,Private room,173,68,Clearwater,FL,28.2212,-82.7257,3,1,8,4.71
abl_0120,Property 120,Description,Private room,130,77,Clearwater,FL,28.0814,-82.7002,4,2,4,4.99
abl_0121,Property 121,Description,Entire home,193,71,Clearwater,FL,28.0659,-82.7207,2,3,3,3.5
abl_0122,Property 122,Description,Private room,185,98,Tarpon Springs,FL,28.2342,-82.7021,2,1,3,3.86
abl_0123,Property 123,Description,Entire home,62,93,Tarpon Springs,FL,28.1484,-82.8553,2,1,8,4.96
abl_0124,Property 124,Description,Entire home,248,38,Dunedin,FL,28.1429,-82.663,3,2,2,4.1
abl_0125,Property 125,Description,Entire home,220,91,Tarpon Springs,FL,28.0478,-82.7386,1,2,3,4.85
abl_0126,Property 126,Description,Entire home,73,57,Dunedin,FL,28.0952,-82.7514,2,1,4,4.3
abl_0127,Property 127,Description,Entire home,205,59,Clearwater,FL,28.1558,-82.7676,4,3,3,4.4
abl_0128,Property 128,Description,Entire home,238,37,Dunedin,FL,28.1417,-82.779,2,1,4,4.96
abl_0129,Property 129,Description,Private room,165,49,Tarpon Springs,FL,28.0764,-82.7639,2,2,4,4.73
abl_0130,Property 130,Description,Entire home,225,66,Dunedin,FL,28.2285,-82.7183,4,2,3,4.58
abl_0131,Property 131,Description,Entire home,234,67,Tarpon Springs,FL,28.0521,-82.7228,4,2,2,3.92
abl_0132,Property 132,Description,Entire home,78,100,Tarpon Springs,FL,28.0416,-82.8209,1,2,8,4.77
abl_0133,Property 133,Description,Private room,129,30,Dunedin,FL,28.212,-82.6981,1,1,6,4.32
abl_0134,Property 134,Description,Entire home,184,95,Tarpon Springs,FL,28.1109,-82.7143,1,2,5,4.79
abl_0135,Property 135,Description,Private room,55,63,Tarpon Springs,FL,28.1453,-82.8209,1,1,7,4.27
abl_0136,Property 136,Description,Entire home,129,67,Dunedin,FL,28.1782,-82.7809,2,3,4,4.31
abl_0137,Property 137,Description,Entire home,163,87,Tarpon Springs,FL,28.2243,-82.84,2,2,2,4.74
abl_0138,Property 138,Description,Private room,127,52,Dunedin,FL,28.0954,-82.7486,3,1,7,3.66
abl_0139,Property 139,Description,Private room,270,64,Dunedin,FL,28.2352,-82.7789,4,3,8,3.68
abl_0140,Property 140,Description,Private room,162,48,Tarpon Springs,FL,28.0471,-82.6887,3,1,3,4.59
abl_0141,Property 141,Description,Entire home,269,51,Clearwater,FL,28.0764,-82.6761,2,1,3,3.81
abl_0142,Property 142,Description,Private room,190,35,Dunedin,FL,28.0604,-82.6743,1,1,6,4.35
abl_0143,Property 143,Description,Entire home,146,68,Tarpon Springs,FL,28.1465,-82.731,4,2,4,4.51
abl_0144,Property 144,Description,Private room,232,77,Dunedin,FL,28.0847,-82.7221,3,3,2,4.46
abl_0145,Property 145,Description,Entire home,192,95,Clearwater,FL,28.2026,-82.6916,3,1,6,4.44
abl_0146,Property 146,Description,Entire home,280,63,Dunedin,FL,28.1323,-82.76,2,3,3,3.94
abl_0147,Property 147,Description,Private room,255,60,Tarpon Springs,FL,28.1169,-82.7084,4,2,7,4.79
abl_0148,Property 148,Description,Private room,105,57,Tarpon Springs,FL,28.2189,-82.8168,1,2,4,4.49
abl_0149,Property 149,Description,Entire home,86,63,Tarpon Springs,FL,28.2126,-82.7813,2,2,8,3.85
