id,event_id,name,quantity_total,quantity_sold,cost,fee,free,sales_start,sales_end
tc_auto_0016,evt_auto_0118,Vendor Booth,100,99,12000,500,False,2026-01-13T19:00:00.000Z,2026-03-30T07:00:00.000Z
tc_auto_0017,evt_auto_0132,Senior 4D Entry,80,51,8000,310,False,2026-02-03T19:00:00.000Z,2026-04-14T07:00:00.000Z
tc_auto_0018,evt_auto_0140,Open 4D Entry,90,45,8500,320,False,2025-11-27T19:00:00.000Z,2026-01-27T07:00:00.000Z
tc_auto_0019,evt_auto_0168,Youth Entry,80,34,6500,280,False,2025-04-07T19:00:00.000Z,2025-06-11T07:00:00.000Z
tc_auto_0020,evt_auto_0146,Spectator,60,26,1500,120,False,2026-05-10T19:00:00.000Z,2026-07-14T07:00:00.000Z
tc_auto_0021,evt_auto_0026,Youth Entry,60,39,6500,280,False,2025-05-01T19:00:00.000Z,2025-06-17T07:00:00.000Z
tc_auto_0022,evt_auto_0120,Open 4D Entry,60,35,8500,320,False,2026-05-02T19:00:00.000Z,2026-07-22T07:00:00.000Z
tc_auto_0023,evt_auto_0031,Pee Wee Entry,80,57,4500,200,False,2026-07-12T19:00:00.000Z,2026-09-28T07:00:00.000Z
tc_auto_0024,evt_auto_0156,Open 4D Entry,90,44,8500,320,False,2025-07-24T19:00:00.000Z,2025-09-27T07:00:00.000Z
tc_auto_0025,evt_auto_0002,Vendor Booth,80,55,12000,500,False,2025-10-23T19:00:00.000Z,2025-12-11T07:00:00.000Z
tc_auto_0026,evt_auto_0131,Senior 4D Entry,90,67,8000,310,False,2025-10-31T19:00:00.000Z,2025-12-30T07:00:00.000Z
tc_auto_0027,evt_auto_0101,Vendor Booth,100,56,12000,500,False,2025-08-04T19:00:00.000Z,2025-10-18T07:00:00.000Z
tc_auto_0028,evt_auto_0139,Pee Wee Entry,80,73,4500,200,False,2026-02-01T19:00:00.000Z,2026-03-16T07:00:00.000Z
tc_auto_0029,evt_auto_0181,Vendor Booth,70,28,12000,500,False,2025-06-28T19:00:00.000Z,2025-09-05T07:00:00.000Z
tc_auto_0030,evt_auto_0004,Vendor Booth,80,65,12000,500,False,2025-07-12T19:00:00.000Z,2025-10-01T07:00:00.000Z
tc_auto_0031,evt_auto_0157,Youth Entry,100,49,6500,280,False,2026-03-06T19:00:00.000Z,2026-05-27T07:00:00.000Z
tc_auto_0032,evt_auto_0096,Pee Wee Entry,100,88,4500,200,False,2025-05-25T19:00:00.000Z,2025-08-23T07:00:00.000Z
tc_auto_0033,evt_auto_0103,Spectator,70,32,1500,120,False,2026-06-01T19:00:00.000Z,2026-08-25T07:00:00.000Z
tc_auto_0034,evt_auto_0095,Spectator,100,99,1500,120,False,2026-05-29T19:00:00.000Z,2026-08-03T07:00:00.000Z
tc_auto_0035,evt_auto_0104,Youth Entry,70,47,6500,280,False,2025-07-31T19:00:00.000Z,2025-09-25T07:00:00.000Z
tc_auto_0036,evt_auto_0037,Open 4D Entry,100,65,8500,320,False,2025-05-29T19:00:00.000Z,2025-07-31T07:00:00.000Z
tc_auto_0037,evt_auto_0155,Senior 4D Entry,100,94,8000,310,False,2025-09-17T19:00:00.000Z,2025-12-02T07:00:00.000Z
tc_auto_0038,evt_auto_0080,Vendor Booth,90,75,12000,500,False,2025-12-08T19:00:00.000Z,2026-02-16T07:00:00.000Z
tc_auto_0039,evt_auto_0172,Vendor Booth,60,39,12000,500,False,2026-07-24T19:00:00.000Z,2026-09-16T07:00:00.000Z
tc_auto_0040,evt_auto_0118,Pee Wee Entry,90,75,4500,200,False,2025-05-08T19:00:00.000Z,2025-06-20T07:00:00.000Z
tc_auto_0041,evt_auto_0172,Pee Wee Entry,100,85,4500,200,False,2026-01-23T19:00:00.000Z,2026-03-17T07:00:00.000Z
tc_auto_0042,evt_auto_0083,Spectator,70,29,1500,120,False,2026-03-31T19:00:00.000Z,2026-05-17T07:00:00.000Z
tc_auto_0043,evt_auto_0097,Pee Wee Entry,80,69,4500,200,False,2026-07-16T19:00:00.000Z,2026-09-26T07:00:00.000Z
tc_auto_0044,evt_auto_0124,Vendor Booth,70,34,12000,500,False,2025-11-07T19:00:00.000Z,2026-01-27T07:00:00.000Z
tc_auto_0045,evt_auto_0070,Pee Wee Entry,70,70,4500,200,False,2025-05-09T19:00:00.000Z,2025-06-25T07:00:00.000Z
tc_auto_0046,evt_auto_0097,Pee Wee Entry,90,52,4500,200,False,2026-02-12T19:00:00.000Z,2026-04-11T07:00:00.000Z
tc_auto_0047,evt_auto_0197,Vendor Booth,60,36,12000,500,False,2025-08-11T19:00:00.000Z,2025-10-22T07:00:00.000Z
tc_auto_0048,evt_auto_0054,Vendor Booth,70,51,12000,500,False,2026-07-16T19:00:00.000Z,2026-09-06T07:00:00.000Z
tc_auto_0049,evt_auto_0138,Vendor Booth,80,79,12000,500,False,2025-11-11T19:00:00.000Z,2025-12-29T07:00:00.000Z
tc_auto_0050,evt_auto_0058,Spectator,60,27,1500,120,False,2026-01-02T19:00:00.000Z,2026-02-12T07:00:00.000Z
tc_auto_0051,evt_auto_0156,Open 4D Entry,60,34,8500,320,False,2026-03-12T19:00:00.000Z,2026-05-27T07:00:00.000Z
tc_auto_0052,evt_auto_0174,Vendor Booth,100,65,12000,500,False,2026-05-09T19:00:00.000Z,2026-08-01T07:00:00.000Z
tc_auto_0053,evt_auto_0047,Senior 4D Entry,60,26,8000,310,False,2026-07-17T19:00:00.000Z,2026-09-21T07:00:00.000Z
tc_auto_0054,evt_auto_0088,Senior 4D Entry,80,76,8000,310,False,2026-05-06T19:00:00.000Z,2026-06-18T07:00:00.000Z
tc_auto_0055,evt_auto_0064,Pee Wee Entry,60,58,4500,200,False,2026-01-06T19:00:00.000Z,2026-03-14T07:00:00.000Z
tc_auto_0056,evt_auto_0096,Senior 4D Entry,100,77,8000,310,False,2025-09-20T19:00:00.000Z,2025-11-21T07:00:00.000Z
tc_auto_0057,evt_auto_0076,Vendor Booth,70,45,12000,500,False,2026-06-30T19:00:00.000Z,2026-09-27T07:00:00.000Z
tc_auto_0058,evt_auto_0036,Youth Entry,100,71,6500,280,False,2026-01-31T19:00:00.000Z,2026-05-01T07:00:00.000Z
tc_auto_0059,evt_auto_0110,Senior 4D Entry,90,62,8000,310,False,2025-10-06T19:00:00.000Z,2025-11-29T07:00:00.000Z
tc_auto_0060,evt_auto_0088,Vendor Booth,100,75,12000,500,False,2025-05-02T19:00:00.000Z,2025-07-15T07:00:00.000Z
tc_auto_0061,evt_auto_0018,Youth Entry,60,34,6500,280,False,2026-01-03T19:00:00.000Z,2026-03-01T07:00:00.000Z
tc_auto_0062,evt_auto_0071,Pee Wee Entry,70,35,4500,200,False,2026-07-12T19:00:00.000Z,2026-09-12T07:00:00.000Z
tc_auto_0063,evt_auto_0147,Open 4D Entry,100,81,8500,320,False,2026-06-09T19:00:00.000Z,2026-08-07T07:00:00.000Z
tc_auto_0064,evt_auto_0003,Spectator,90,85,1500,120,False,2026-01-23T19:00:00.000Z,2026-04-11T07:00:00.000Z
tc_auto_0065,evt_auto_0177,Senior 4D Entry,70,38,8000,310,False,2026-07-19T19:00:00.000Z,2026-09-05T07:00:00.000Z
tc_auto_0066,evt_auto_0200,Spectator,100,48,1500,120,False,2026-04-28T19:00:00.000Z,2026-06-27T07:00:00.000Z
tc_auto_0067,evt_auto_0183,Youth Entry,80,47,6500,280,False,2025-06-05T19:00:00.000Z,2025-08-22T07:00:00.000Z
tc_auto_0068,evt_auto_0064,Spectator,80,72,1500,120,False,2026-04-13T19:00:00.000Z,2026-06-27T07:00:00.000Z
tc_auto_0069,evt_auto_0047,Pee Wee Entry,90,45,4500,200,False,2025-10-31T19:00:00.000Z,2025-12-30T07:00:00.000Z
tc_auto_0070,evt_auto_0055,Open 4D Entry,70,58,8500,320,False,2026-07-20T19:00:00.000Z,2026-10-06T07:00:00.000Z
tc_auto_0071,evt_auto_0099,Senior 4D Entry,80,57,8000,310,False,2025-10-14T19:00:00.000Z,2025-12-11T07:00:00.000Z
tc_auto_0072,evt_auto_0082,Senior 4D Entry,60,24,8000,310,False,2025-07-22T19:00:00.000Z,2025-10-02T07:00:00.000Z
tc_auto_0073,evt_auto_0022,Open 4D Entry,90,83,8500,320,False,2025-10-23T19:00:00.000Z,2025-12-10T07:00:00.000Z
tc_auto_0074,evt_auto_0067,Vendor Booth,100,99,12000,500,False,2026-06-02T19:00:00.000Z,2026-07-17T07:00:00.000Z
tc_auto_0075,evt_auto_0122,Spectator,70,50,1500,120,False,2025-10-23T19:00:00.000Z,2025-12-26T07:00:00.000Z
tc_auto_0076,evt_auto_0151,Vendor Booth,60,26,12000,500,False,2025-11-02T19:00:00.000Z,2025-12-27T07:00:00.000Z
tc_auto_0077,evt_auto_0099,Open 4D Entry,60,48,8500,320,False,2026-06-30T19:00:00.000Z,2026-09-20T07:00:00.000Z
tc_auto_0078,evt_auto_0034,Spectator,60,46,1500,120,False,2025-10-28T19:00:00.000Z,2026-01-05T07:00:00.000Z
tc_auto_0079,evt_auto_0173,Open 4D Entry,90,62,8500,320,False,2025-04-08T19:00:00.000Z,2025-06-20T07:00:00.000Z
tc_auto_0080,evt_auto_0101,Senior 4D Entry,70,63,8000,310,False,2025-10-14T19:00:00.000Z,2025-12-05T07:00:00.000Z
tc_auto_0081,evt_auto_0187,Pee Wee Entry,60,32,4500,200,False,2026-05-02T19:00:00.000Z,2026-07-14T07:00:00.000Z
tc_auto_0082,evt_auto_0173,Open 4D Entry,80,57,8500,320,False,2026-03-17T19:00:00.000Z,2026-05-26T07:00:00.000Z
tc_auto_0083,evt_auto_0087,Senior 4D Entry,70,47,8000,310,False,2025-10-22T19:00:00.000Z,2026-01-03T07:00:00.000Z
tc_auto_0084,evt_auto_0085,Vendor Booth,60,59,12000,500,False,2025-05-22T19:00:00.000Z,2025-08-01T07:00:00.000Z
tc_auto_0085,evt_auto_0147,Youth Entry,70,33,6500,280,False,2025-08-11T19:00:00.000Z,2025-10-26T07:00:00.000Z
tc_auto_0086,evt_auto_0149,Spectator,60,44,1500,120,False,2025-05-15T19:00:00.000Z,2025-07-26T07:00:00.000Z
tc_auto_0087,evt_auto_0161,Pee Wee Entry,70,29,4500,200,False,2025-11-09T19:00:00.000Z,2026-02-01T07:00:00.000Z
tc_auto_0088,evt_auto_0054,Senior 4D Entry,60,38,8000,310,False,2025-04-03T19:00:00.000Z,2025-05-14T07:00:00.000Z
tc_auto_0089,evt_auto_0032,Vendor Booth,60,37,12000,500,False,2026-04-30T19:00:00.000Z,2026-06-19T07:00:00.000Z
tc_auto_0090,evt_auto_0013,Pee Wee Entry,100,90,4500,200,False,2026-04-18T19:00:00.000Z,2026-07-09T07:00:00.000Z
tc_auto_0091,evt_auto_0166,Spectator,90,65,1500,120,False,2025-04-25T19:00:00.000Z,2025-06-26T07:00:00.000Z
tc_auto_0092,evt_auto_0188,Youth Entry,60,49,6500,280,False,2026-01-05T19:00:00.000Z,2026-03-19T07:00:00.000Z
tc_auto_0093,evt_auto_0173,Spectator,70,44,1500,120,False,2025-04-13T19:00:00.000Z,2025-05-30T07:00:00.000Z
tc_auto_0094,evt_auto_0184,Pee Wee Entry,60,52,4500,200,False,2026-03-19T19:00:00.000Z,2026-06-16T07:00:00.000Z
tc_auto_0095,evt_auto_0184,Vendor Booth,60,31,12000,500,False,2025-10-06T19:00:00.000Z,2025-12-29T07:00:00.000Z
tc_auto_0096,evt_auto_0181,Pee Wee Entry,70,62,4500,200,False,2026-05-19T19:00:00.000Z,2026-06-29T07:00:00.000Z
tc_auto_0097,evt_auto_0112,Vendor Booth,80,39,12000,500,False,2025-04-23T19:00:00.000Z,2025-06-19T07:00:00.000Z
tc_auto_0098,evt_auto_0027,Spectator,60,54,1500,120,False,2025-10-30T19:00:00.000Z,2026-01-11T07:00:00.000Z
tc_auto_0099,evt_auto_0008,Youth Entry,80,33,6500,280,False,2026-06-10T19:00:00.000Z,2026-09-05T07:00:00.000Z
tc_auto_0100,evt_auto_0045,Senior 4D Entry,60,34,8000,310,False,2026-03-31T19:00:00.000Z,2026-05-25T07:00:00.000Z
tc_auto_0101,evt_auto_0027,Youth Entry,90,83,6500,280,False,2026-07-11T19:00:00.000Z,2026-09-01T07:00:00.000Z
tc_auto_0102,evt_auto_0184,Spectator,90,41,1500,120,False,2026-01-21T19:00:00.000Z,2026-04-01T07:00:00.000Z
tc_auto_0103,evt_auto_0127,Spectator,100,57,1500,120,False,2025-10-31T19:00:00.000Z,2026-01-25T07:00:00.000Z
tc_auto_0104,evt_auto_0139,Vendor Booth,100,89,12000,500,False,2026-01-17T19:00:00.000Z,2026-03-24T07:00:00.000Z
tc_auto_0105,evt_auto_0051,Youth Entry,60,46,6500,280,False,2025-09-25T19:00:00.000Z,2025-11-06T07:00:00.000Z
tc_auto_0106,evt_auto_0168,Senior 4D Entry,80,50,8000,310,False,2026-07-19T19:00:00.000Z,2026-08-29T07:00:00.000Z
tc_auto_0107,evt_auto_0096,Youth Entry,100,50,6500,280,False,2025-07-26T19:00:00.000Z,2025-09-18T07:00:00.000Z
tc_auto_0108,evt_auto_0140,Pee Wee Entry,80,78,4500,200,False,2026-07-20T19:00:00.000Z,2026-10-15T07:00:00.000Z
tc_auto_0109,evt_auto_0098,Senior 4D Entry,70,60,8000,310,False,2026-03-06T19:00:00.000Z,2026-04-28T07:00:00.000Z
tc_auto_0110,evt_auto_0140,Open 4D Entry,60,40,8500,320,False,2025-10-06T19:00:00.000Z,2025-12-26T07:00:00.000Z
tc_auto_0111,evt_auto_0183,Spectator,80,79,1500,120,False,2025-12-12T19:00:00.000Z,2026-02-03T07:00:00.000Z
tc_auto_0112,evt_auto_0185,Open 4D Entry,70,69,8500,320,False,2026-01-23T19:00:00.000Z,2026-04-15T07:00:00.000Z
tc_auto_0113,evt_auto_0095,Senior 4D Entry,70,43,8000,310,False,2025-11-28T19:00:00.000Z,2026-01-16T07:00:00.000Z
tc_auto_0114,evt_auto_0060,Senior 4D Entry,80,33,8000,310,False,2026-01-23T19:00:00.000Z,2026-03-30T07:00:00.000Z
tc_auto_0115,evt_auto_0004,Youth Entry,90,49,6500,280,False,2025-10-13T19:00:00.000Z,2025-12-19T07:00:00.000Z
tc_auto_0116,evt_auto_0041,Vendor Booth,100,77,12000,500,False,2025-12-13T19:00:00.000Z,2026-03-10T07:00:00.000Z
tc_auto_0117,evt_auto_0169,Senior 4D Entry,60,58,8000,310,False,2026-07-05T19:00:00.000Z,2026-08-21T07:00:00.000Z
tc_auto_0118,evt_auto_0097,Youth Entry,90,54,6500,280,False,2025-11-29T19:00:00.000Z,2026-01-23T07:00:00.000Z
tc_auto_0119,evt_auto_0011,Vendor Booth,60,42,12000,500,False,2026-02-14T19:00:00.000Z,2026-04-21T07:00:00.000Z
tc_auto_0120,evt_auto_0089,Senior 4D Entry,70,54,8000,310,False,2026-04-09T19:00:00.000Z,2026-05-19T07:00:00.000Z
tc_auto_0121,evt_auto_0186,Open 4D Entry,90,51,8500,320,False,2025-08-31T19:00:00.000Z,2025-10-22T07:00:00.000Z
tc_auto_0122,evt_auto_0073,Senior 4D Entry,90,67,8000,310,False,2025-04-12T19:00:00.000Z,2025-06-15T07:00:00.000Z
tc_auto_0123,evt_auto_0054,Vendor Booth,80,48,12000,500,False,2025-04-08T19:00:00.000Z,2025-05-23T07:00:00.000Z
tc_auto_0124,evt_auto_0139,Youth Entry,80,70,6500,280,False,2025-10-14T19:00:00.000Z,2026-01-12T07:00:00.000Z
tc_auto_0125,evt_auto_0058,Spectator,90,44,1500,120,False,2025-07-21T19:00:00.000Z,2025-08-30T07:00:00.000Z
tc_auto_0126,evt_auto_0183,Senior 4D Entry,60,42,8000,310,False,2025-09-17T19:00:00.000Z,2025-12-10T07:00:00.000Z
tc_auto_0127,evt_auto_0170,Open 4D Entry,100,69,8500,320,False,2025-12-23T19:00:00.000Z,2026-03-23T07:00:00.000Z
tc_auto_0128,evt_auto_0178,Spectator,90,67,1500,120,False,2025-10-28T19:00:00.000Z,2026-01-20T07:00:00.000Z
tc_auto_0129,evt_auto_0039,Vendor Booth,60,45,12000,500,False,2025-09-24T19:00:00.000Z,2025-11-25T07:00:00.000Z
tc_auto_0130,evt_auto_0148,Senior 4D Entry,100,83,8000,310,False,2025-11-20T19:00:00.000Z,2026-01-04T07:00:00.000Z
tc_auto_0131,evt_auto_0078,Senior 4D Entry,100,57,8000,310,False,2025-05-25T19:00:00.000Z,2025-07-21T07:00:00.000Z
tc_auto_0132,evt_auto_0149,Open 4D Entry,90,60,8500,320,False,2026-06-01T19:00:00.000Z,2026-08-29T07:00:00.000Z
tc_auto_0133,evt_auto_0073,Senior 4D Entry,90,87,8000,310,False,2026-02-06T19:00:00.000Z,2026-05-02T07:00:00.000Z
tc_auto_0134,evt_auto_0061,Open 4D Entry,70,37,8500,320,False,2026-02-06T19:00:00.000Z,2026-04-25T07:00:00.000Z
tc_auto_0135,evt_auto_0096,Spectator,80,38,1500,120,False,2026-02-21T19:00:00.000Z,2026-04-16T07:00:00.000Z
tc_auto_0136,evt_auto_0109,Vendor Booth,100,90,12000,500,False,2026-02-07T19:00:00.000Z,2026-04-10T07:00:00.000Z
tc_auto_0137,evt_auto_0068,Vendor Booth,100,93,12000,500,False,2025-11-03T19:00:00.000Z,2026-01-10T07:00:00.000Z
tc_auto_0138,evt_auto_0051,Pee Wee Entry,70,44,4500,200,False,2026-05-09T19:00:00.000Z,2026-08-02T07:00:00.000Z
tc_auto_0139,evt_auto_0115,Senior 4D Entry,70,46,8000,310,False,2026-02-20T19:00:00.000Z,2026-04-18T07:00:00.000Z
tc_auto_0140,evt_auto_0176,Spectator,60,43,1500,120,False,2026-07-01T19:00:00.000Z,2026-08-17T07:00:00.000Z
tc_auto_0141,evt_auto_0133,Open 4D Entry,80,77,8500,320,False,2025-05-11T19:00:00.000Z,2025-07-28T07:00:00.000Z
tc_auto_0142,evt_auto_0166,Vendor Booth,100,100,12000,500,False,2026-02-08T19:00:00.000Z,2026-04-30T07:00:00.000Z
tc_auto_0143,evt_auto_0042,Youth Entry,60,51,6500,280,False,2025-06-08T19:00:00.000Z,2025-08-31T07:00:00.000Z
tc_auto_0144,evt_auto_0036,Open 4D Entry,100,63,8500,320,False,2025-08-16T19:00:00.000Z,2025-11-06T07:00:00.000Z
tc_auto_0145,evt_auto_0151,Senior 4D Entry,90,85,8000,310,False,2026-04-21T19:00:00.000Z,2026-06-25T07:00:00.000Z
tc_auto_0146,evt_auto_0049,Open 4D Entry,70,69,8500,320,False,2025-11-08T19:00:00.000Z,2026-01-25T07:00:00.000Z
tc_auto_0147,evt_auto_0029,Pee Wee Entry,90,57,4500,200,False,2026-03-01T19:00:00.000Z,2026-04-26T07:00:00.000Z
tc_auto_0148,evt_auto_0089,Pee Wee Entry,90,49,4500,200,False,2025-10-06T19:00:00.000Z,2025-12-10T07:00:00.000Z
tc_auto_0149,evt_auto_0094,Senior 4D Entry,70,54,8000,310,False,2026-04-13T19:00:00.000Z,2026-06-03T07:00:00.000Z
tc_auto_0150,evt_auto_0141,Spectator,100,78,1500,120,False,2025-09-26T19:00:00.000Z,2025-12-21T07:00:00.000Z
tc_auto_0151,evt_auto_0161,Youth Entry,80,43,6500,280,False,2025-08-09T19:00:00.000Z,2025-10-10T07:00:00.000Z
tc_auto_0152,evt_auto_0047,Pee Wee Entry,60,45,4500,200,False,2026-02-26T19:00:00.000Z,2026-04-25T07:00:00.000Z
tc_auto_0153,evt_auto_0098,Open 4D Entry,70,52,8500,320,False,2026-02-09T19:00:00.000Z,2026-03-23T07:00:00.000Z
tc_auto_0154,evt_auto_0082,Youth Entry,100,59,6500,280,False,2025-11-09T19:00:00.000Z,2026-02-07T07:00:00.000Z
tc_auto_0155,evt_auto_0060,Vendor Booth,100,84,12000,500,False,2025-05-05T19:00:00.000Z,2025-07-21T07:00:00.000Z
tc_auto_0156,evt_auto_0020,Vendor Booth,60,43,12000,500,False,2026-03-21T19:00:00.000Z,2026-05-21T07:00:00.000Z
tc_auto_0157,evt_auto_0026,Senior 4D Entry,90,43,8000,310,False,2025-12-13T19:00:00.000Z,2026-02-11T07:00:00.000Z
tc_auto_0158,evt_auto_0050,Spectator,80,60,1500,120,False,2025-07-08T19:00:00.000Z,2025-09-22T07:00:00.000Z
tc_auto_0159,evt_auto_0007,Open 4D Entry,60,51,8500,320,False,2026-03-15T19:00:00.000Z,2026-05-29T07:00:00.000Z
tc_auto_0160,evt_auto_0172,Spectator,100,81,1500,120,False,2025-11-30T19:00:00.000Z,2026-01-28T07:00:00.000Z
tc_auto_0161,evt_auto_0182,Youth Entry,100,93,6500,280,False,2025-12-24T19:00:00.000Z,2026-03-14T07:00:00.000Z
tc_auto_0162,evt_auto_0197,Pee Wee Entry,90,73,4500,200,False,2025-10-18T19:00:00.000Z,2026-01-02T07:00:00.000Z
tc_auto_0163,evt_auto_0184,Vendor Booth,80,33,12000,500,False,2025-08-01T19:00:00.000Z,2025-10-18T07:00:00.000Z
tc_auto_0164,evt_auto_0152,Vendor Booth,60,33,12000,500,False,2026-06-16T19:00:00.000Z,2026-07-28T07:00:00.000Z
tc_auto_0165,evt_auto_0008,Pee Wee Entry,80,51,4500,200,False,2026-07-18T19:00:00.000Z,2026-08-27T07:00:00.000Z
tc_auto_0166,evt_auto_0089,Spectator,80,67,1500,120,False,2025-07-27T19:00:00.000Z,2025-10-06T07:00:00.000Z
tc_auto_0167,evt_auto_0165,Youth Entry,60,25,6500,280,False,2026-03-11T19:00:00.000Z,2026-05-24T07:00:00.000Z
tc_auto_0168,evt_auto_0134,Pee Wee Entry,90,46,4500,200,False,2026-02-02T19:00:00.000Z,2026-04-04T07:00:00.000Z
tc_auto_0169,evt_auto_0087,Spectator,90,44,1500,120,False,2026-05-04T19:00:00.000Z,2026-07-06T07:00:00.000Z
tc_auto_0170,evt_auto_0157,Youth Entry,60,60,6500,280,False,2025-05-12T19:00:00.000Z,2025-07-01T07:00:00.000Z
tc_auto_0171,evt_auto_0032,Open 4D Entry,80,66,8500,320,False,2025-07-30T19:00:00.000Z,2025-09-10T07:00:00.000Z
tc_auto_0172,evt_auto_0006,Open 4D Entry,70,60,8500,320,False,2025-08-20T19:00:00.000Z,2025-10-09T07:00:00.000Z
tc_auto_0173,evt_auto_0015,Senior 4D Entry,60,39,8000,310,False,2026-01-08T19:00:00.000Z,2026-03-28T07:00:00.000Z
tc_auto_0174,evt_auto_0035,Youth Entry,100,89,6500,280,False,2026-05-03T19:00:00.000Z,2026-06-13T07:00:00.000Z
tc_auto_0175,evt_auto_0077,Open 4D Entry,100,89,8500,320,False,2025-12-20T19:00:00.000Z,2026-03-20T07:00:00.000Z
tc_auto_0176,evt_auto_0022,Spectator,60,43,1500,120,False,2026-05-13T19:00:00.000Z,2026-06-22T07:00:00.000Z
tc_auto_0177,evt_auto_0153,Senior 4D Entry,70,30,8000,310,False,2026-06-01T19:00:00.000Z,2026-08-22T07:00:00.000Z
tc_auto_0178,evt_auto_0030,Senior 4D Entry,70,62,8000,310,False,2026-06-12T19:00:00.000Z,2026-08-25T07:00:00.000Z
tc_auto_0179,evt_auto_0028,Senior 4D Entry,80,34,8000,310,False,2025-10-17T19:00:00.000Z,2025-12-28T07:00:00.000Z
tc_auto_0180,evt_auto_0058,Open 4D Entry,100,73,8500,320,False,2026-01-05T19:00:00.000Z,2026-02-24T07:00:00.000Z
tc_auto_0181,evt_auto_0084,Open 4D Entry,80,73,8500,320,False,2026-05-04T19:00:00.000Z,2026-06-17T07:00:00.000Z
tc_auto_0182,evt_auto_0184,Pee Wee Entry,60,31,4500,200,False,2026-02-27T19:00:00.000Z,2026-05-22T07:00:00.000Z
tc_auto_0183,evt_auto_0106,Youth Entry,60,35,6500,280,False,2025-04-23T19:00:00.000Z,2025-06-11T07:00:00.000Z
tc_auto_0184,evt_auto_0080,Senior 4D Entry,60,41,8000,310,False,2025-12-25T19:00:00.000Z,2026-03-25T07:00:00.000Z
tc_auto_0185,evt_auto_0075,Open 4D Entry,90,85,8500,320,False,2025-07-08T19:00:00.000Z,2025-10-04T07:00:00.000Z
tc_auto_0186,evt_auto_0019,Spectator,90,42,1500,120,False,2025-06-07T19:00:00.000Z,2025-08-15T07:00:00.000Z
tc_auto_0187,evt_auto_0092,Youth Entry,100,75,6500,280,False,2026-05-11T19:00:00.000Z,2026-08-08T07:00:00.000Z
tc_auto_0188,evt_auto_0174,Senior 4D Entry,70,34,8000,310,False,2025-08-12T19:00:00.000Z,2025-09-23T07:00:00.000Z
tc_auto_0189,evt_auto_0069,Vendor Booth,80,53,12000,500,False,2026-03-14T19:00:00.000Z,2026-05-31T07:00:00.000Z
tc_auto_0190,evt_auto_0154,Youth Entry,90,43,6500,280,False,2026-05-06T19:00:00.000Z,2026-06-29T07:00:00.000Z
