id,name,address1,city,region,postal_code,country,latitude,longitude
ven_auto_073,Culver Event Grounds,748 Main St,Culver,OR,97734,US,44.5552,-121.1714
ven_auto_074,Powell Butte Event Grounds,9366 Main St,Powell Butte,OR,97753,US,44.2216,-120.9342
ven_auto_075,Culver Event Grounds,5170 Main St,Culver,OR,97734,US,44.5424,-121.2018
ven_auto_076,Powell Butte Event Grounds,9065 Main St,Powell Butte,OR,97753,US,44.2179,-120.9897
ven_auto_077,Bend Event Grounds,9158 Main St,Bend,OR,97701,US,44.1065,-121.3006
ven_auto_078,Bend Event Grounds,2999 Main St,Bend,OR,97701,US,44.0818,-121.322
ven_auto_079,Bend Event Grounds,7324 Main St,Bend,OR,97701,US,44.0139,-121.2914
ven_auto_080,Culver Event Grounds,1339 Main St,Culver,OR,97734,US,44.5195,-121.2246
ven_auto_081,Terrebonne Event Grounds,8421 Main St,Terrebonne,OR,97760,US,44.3669,-121.2241
ven_auto_082,Terrebonne Event Grounds,228 Main St,Terrebonne,OR,97760,US,44.3036,-121.165
ven_auto_083,Terrebonne Event Grounds,2700 Main St,Terrebonne,OR,97760,US,44.3596,-121.1773
ven_auto_084,Powell Butte Event Grounds,1431 Main St,Powell Butte,OR,97753,US,44.2929,-120.9551
ven_auto_085,Culver Event Grounds,8176 Main St,Culver,OR,97734,US,44.4819,-121.2079
ven_auto_086,Terrebonne Event Grounds,3202 Main St,Terrebonne,OR,97760,US,44.3662,-121.162
ven_auto_087,Powell Butte Event Grounds,9050 Main St,Powell Butte,OR,97753,US,44.283,-120.9315
ven_auto_088,Bend Event Grounds,5784 Main St,Bend,OR,97701,US,44.0568,-121.3123
ven_auto_089,Terrebonne Event Grounds,6328 Main St,Terrebonne,OR,97760,US,44.3539,-121.1824
ven_auto_090,Terrebonne Event Grounds,7929 Main St,Terrebonne,OR,97760,US,44.3633,-121.1493
ven_auto_091,Terrebonne Event Grounds,9841 Main St,Terrebonne,OR,97760,US,44.3398,-121.1688
ven_auto_092,Bend Event Grounds,851 Main St,Bend,OR,97701,US,44.099,-121.3138
ven_auto_093,Culver Event Grounds,5501 Main St,Culver,OR,97734,US,44.497,-121.19
ven_auto_094,Culver Event Grounds,4719 Main St,Culver,OR,97734,US,44.538,-121.2191
ven_auto_095,Culver Event Grounds,3474 Main St,Culver,OR,97734,US,44.5731,-121.2
ven_auto_096,Bend Event Grounds,8047 Main St,Bend,OR,97701,US,44.0364,-121.2819
ven_auto_097,Terrebonne Event Grounds,7985 Main St,Terrebonne,OR,97760,US,44.3851,-121.146
ven_auto_098,Bend Event Grounds,8150 Main St,Bend,OR,97701,US,44.1021,-121.2763
ven_auto_099,Bend Event Grounds,2737 Main St,Bend,OR,97701,US,44.0195,-121.3161
ven_auto_100,Terrebonne Event Grounds,6690 Main St,Terrebonne,OR,97760,US,44.311,-121.1297
ven_auto_101,Terrebonne Event Grounds,2982 Main St,Terrebonne,OR,97760,US,44.3081,-121.173
ven_auto_102,Culver Event Grounds,8978 Main St,Culver,OR,97734,US,44.5219,-121.1932
ven_auto_103,Culver Event Grounds,3776 Main St,Culver,OR,97734,US,44.4973,-121.2462
ven_auto_104,Powell Butte Event Grounds,6090 Main St,Powell Butte,OR,97753,US,44.2506,-120.9597
ven_auto_105,Terrebonne Event Grounds,1338 Main St,Terrebonne,OR,97760,US,44.3388,-121.1392
ven_auto_106,Powell Butte Event Grounds,6615 Main St,Powell Butte,OR,97753,US,44.2516,-120.9528
ven_auto_107,Powell Butte Event Grounds,5492 Main St,Powell Butte,OR,97753,US,44.248,-120.9924
ven_auto_108,Culver Event Grounds,5235 Main St,Culver,OR,97734,US,44.5205,-121.2014
ven_auto_109,Powell Butte Event Grounds,5538 Main St,Powell Butte,OR,97753,US,44.2064,-120.9367
ven_auto_110,Bend Event Grounds,7149 Main St,Bend,OR,97701,US,44.0495,-121.3037
ven_auto_111,Culver Event Grounds,4439 Main St,Culver,OR,97734,US,44.5697,-121.185
ven_auto_112,Terrebonne Event Grounds,8570 Main St,Terrebonne,OR,97760,US,44.329,-121.2093
ven_auto_113,Culver Event Grounds,4660 Main St,Culver,OR,97734,US,44.5477,-121.2135
ven_auto_114,Powell Butte Event Grounds,6698 Main St,Powell Butte,OR,97753,US,44.2865,-120.9329
ven_auto_115,Terrebonne Event Grounds,7689 Main St,Terrebonne,OR,97760,US,44.3707,-121.196
ven_auto_116,Culver Event Grounds,1172 Main St,Culver,OR,97734,US,44.4988,-121.1959
ven_auto_117,Bend Event Grounds,4012 Main St,Bend,OR,97701,US,44.0761,-121.3065
ven_auto_118,Powell Butte Event Grounds,8367 Main St,Powell Butte,OR,97753,US,44.2843,-120.9216
ven_auto_119,Culver Event Grounds,6440 Main St,Culver,OR,97734,US,44.5552,-121.2275
ven_auto_120,Powell Butte Event Grounds,786 Main St,Powell Butte,OR,97753,US,44.264,-120.9382
ven_auto_121,Powell Butte Event Grounds,920 Main St,Powell Butte,OR,97753,US,44.2448,-120.9346
ven_auto_122,Terrebonne Event Grounds,875 Main St,Terrebonne,OR,97760,US,44.344,-121.1485
ven_auto_123,Terrebonne Event Grounds,8191 Main St,Terrebonne,OR,97760,US,44.3907,-121.179
ven_auto_124,Bend Event Grounds,2583 Main St,Bend,OR,97701,US,44.0547,-121.3026
ven_auto_125,Powell Butte Event Grounds,6294 Main St,Powell Butte,OR,97753,US,44.2128,-120.9879
ven_auto_126,Culver Event Grounds,6453 Main St,Culver,OR,97734,US,44.4983,-121.2384
ven_auto_127,Culver Event Grounds,7454 Main St,Culver,OR,97734,US,44.4798,-121.2269
ven_auto_128,Culver Event Grounds,2113 Main St,Culver,OR,97734,US,44.5071,-121.1938
ven_auto_129,Bend Event Grounds,614 Main St,Bend,OR,97701,US,44.0901,-121.319
ven_auto_130,Powell Butte Event Grounds,7602 Main St,Powell Butte,OR,97753,US,44.2628,-120.9421
ven_auto_131,Terrebonne Event Grounds,3577 Main St,Terrebonne,OR,97760,US,44.3399,-121.1372
ven_auto_132,Bend Event Grounds,6217 Main St,Bend,OR,97701,US,44.0249,-121.3434
ven_auto_133,Terrebonne Event Grounds,3355 Main St,Terrebonne,OR,97760,US,44.3263,-121.1362
ven_auto_134,Powell Butte Event Grounds,6781 Main St,Powell Butte,OR,97753,US,44.2926,-120.9404
ven_auto_135,Culver Event Grounds,5226 Main St,Culver,OR,97734,US,44.5447,-121.2423
ven_auto_136,Powell Butte Event Grounds,5813 Main St,Powell Butte,OR,97753,US,44.2379,-121.003
ven_auto_137,Culver Event Grounds,3465 Main St,Culver,OR,97734,US,44.4768,-121.238
ven_auto_138,Culver Event Grounds,8129 Main St,Culver,OR,97734,US,44.5704,-121.1743
ven_auto_139,Bend Event Grounds,4066 Main St,Bend,OR,97701,US,44.0413,-121.3498
ven_auto_140,Powell Butte Event Grounds,4351 Main St,Powell Butte,OR,97753,US,44.2073,-120.9663
ven_auto_141,Powell Butte Event Grounds,1767 Main St,Powell Butte,OR,97753,US,44.1997,-121.0142
ven_auto_142,Powell Butte Event Grounds,5519 Main St,Powell Butte,OR,97753,US,44.2323,-120.9844
ven_auto_143,Terrebonne Event Grounds,9459 Main St,Terrebonne,OR,97760,US,44.3136,-121.1427
ven_auto_144,Powell Butte Event Grounds,5679 Main St,Powell Butte,OR,97753,US,44.2815,-120.9489
ven_auto_145,Powell Butte Event Grounds,6813 Main St,Powell Butte,OR,97753,US,44.2843,-120.9642
ven_auto_146,Bend Event Grounds,4033 Main St,Bend,OR,97701,US,44.0941,-121.3128
ven_auto_147,Bend Event Grounds,8997 Main St,Bend,OR,97701,US,44.048,-121.2746
ven_auto_148,Terrebonne Event Grounds,3774 Main St,Terrebonne,OR,97760,US,44.3973,-121.1726
ven_auto_149,Powell Butte Event Grounds,2074 Main St,Powell Butte,OR,97753,US,44.27,-120.9524
ven_auto_150,Terrebonne Event Grounds,6539 Main St,Terrebonne,OR,97760,US,44.3958,-121.1728
ven_auto_151,Culver Event Grounds,6645 Main St,Culver,OR,97734,US,44.5677,-121.2164
ven_auto_152,Terrebonne Event Grounds,7151 Main St,Terrebonne,OR,97760,US,44.3803,-121.1641
ven_auto_153,Culver Event Grounds,5445 Main St,Culver,OR,97734,US,44.5028,-121.2008
ven_auto_154,Terrebonne Event Grounds,9747 Main St,Terrebonne,OR,97760,US,44.3619,-121.1712
ven_auto_155,Bend Event Grounds,5447 Main St,Bend,OR,97701,US,44.0233,-121.3604
ven_auto_156,Bend Event Grounds,7487 Main St,Bend,OR,97701,US,44.0166,-121.2806
ven_auto_157,Bend Event Grounds,3876 Main St,Bend,OR,97701,US,44.0958,-121.2878
ven_auto_158,Bend Event Grounds,3969 Main St,Bend,OR,97701,US,44.0147,-121.3387
ven_auto_159,Terrebonne Event Grounds,7387 Main St,Terrebonne,OR,97760,US,44.3755,-121.1997
ven_auto_160,Terrebonne Event Grounds,5582 Main St,Terrebonne,OR,97760,US,44.3608,-121.2016
ven_auto_161,Culver Event Grounds,8465 Main St,Culver,OR,97734,US,44.5134,-121.199
ven_auto_162,Terrebonne Event Grounds,5602 Main St,Terrebonne,OR,97760,US,44.3493,-121.1833
ven_auto_163,Culver Event Grounds,5962 Main St,Culver,OR,97734,US,44.5343,-121.1993
ven_auto_164,Powell Butte Event Grounds,200 Main St,Powell Butte,OR,97753,US,44.2146,-120.9483
ven_auto_165,Culver Event Grounds,9215 Main St,Culver,OR,97734,US,44.5661,-121.1842
ven_auto_166,Culver Event Grounds,2944 Main St,Culver,OR,97734,US,44.5759,-121.223
ven_auto_167,Powell Butte Event Grounds,930 Main St,Powell Butte,OR,97753,US,44.2547,-120.998
ven_auto_168,Culver Event Grounds,5792 Main St,Culver,OR,97734,US,44.499,-121.2487
ven_auto_169,Terrebonne Event Grounds,1425 Main St,Terrebonne,OR,97760,US,44.3417,-121.1322
ven_auto_170,Terrebonne Event Grounds,221 Main St,Terrebonne,OR,97760,US,44.3975,-121.1804
ven_auto_171,Culver Event Grounds,1302 Main St,Culver,OR,97734,US,44.5248,-121.2006
ven_auto_172,Bend Event Grounds,9933 Main St,Bend,OR,97701,US,44.0856,-121.3433
ven_auto_173,Culver Event Grounds,7890 Main St,Culver,OR,97734,US,44.5153,-121.2301
ven_auto_174,Culver Event Grounds,8912 Main St,Culver,OR,97734,US,44.5306,-121.2042
ven_auto_175,Culver Event Grounds,7751 Main St,Culver,OR,97734,US,44.5171,-121.2566
ven_auto_176,Bend Event Grounds,4948 Main St,Bend,OR,97701,US,44.042,-121.3372
ven_auto_177,Culver Event Grounds,3807 Main St,Culver,OR,97734,US,44.5083,-121.1663
ven_auto_178,Powell Butte Event Grounds,4332 Main St,Powell Butte,OR,97753,US,44.201,-120.9857
ven_auto_179,Powell Butte Event Grounds,3931 Main St,Powell Butte,OR,97753,US,44.2239,-120.9991
ven_auto_180,Powell Butte Event Grounds,4339 Main St,Powell Butte,OR,97753,US,44.1971,-120.9376
ven_auto_181,Bend Event Grounds,6895 Main St,Bend,OR,97701,US,44.0103,-121.3301
ven_auto_182,Bend Event Grounds,8265 Main St,Bend,OR,97701,US,44.0265,-121.3453
ven_auto_183,Culver Event Grounds,8122 Main St,Culver,OR,97734,US,44.5379,-121.1817
ven_auto_184,Terrebonne Event Grounds,192 Main St,Terrebonne,OR,97760,US,44.3841,-121.1396
ven_auto_185,Bend Event Grounds,8709 Main St,Bend,OR,97701,US,44.0793,-121.3556
ven_auto_186,Powell Butte Event Grounds,3697 Main St,Powell Butte,OR,97753,US,44.2925,-121.0132
ven_auto_187,Bend Event Grounds,2636 Main St,Bend,OR,97701,US,44.0499,-121.2955
ven_auto_188,Powell Butte Event Grounds,4127 Main St,Powell Butte,OR,97753,US,44.263,-120.9227
ven_auto_189,Bend Event Grounds,8559 Main St,Bend,OR,97701,US,44.1048,-121.3616
ven_auto_190,Culver Event Grounds,9848 Main St,Culver,OR,97734,US,44.5699,-121.1716
ven_auto_191,Terrebonne Event Grounds,7178 Main St,Terrebonne,OR,97760,US,44.3513,-121.2173
ven_auto_192,Bend Event Grounds,7846 Main St,Bend,OR,97701,US,44.0491,-121.3431
ven_auto_193,Bend Event Grounds,2249 Main St,Bend,OR,97701,US,44.0529,-121.2732
ven_auto_194,Terrebonne Event Grounds,7928 Main St,Terrebonne,OR,97760,US,44.3464,-121.1804
ven_auto_195,Powell Butte Event Grounds,838 Main St,Powell Butte,OR,97753,US,44.241,-120.9356
ven_auto_196,Bend Event Grounds,5947 Main St,Bend,OR,97701,US,44.0088,-121.3439
ven_auto_197,Culver Event Grounds,937 Main St,Culver,OR,97734,US,44.5059,-121.2244
ven_auto_198,Bend Event Grounds,7471 Main St,Bend,OR,97701,US,44.0949,-121.3215
ven_auto_199,Culver Event Grounds,927 Main St,Culver,OR,97734,US,44.5059,-121.1744
ven_auto_200,Terrebonne Event Grounds,9543 Main St,Terrebonne,OR,97760,US,44.3181,-121.1967
ven_auto_201,Powell Butte Event Grounds,7534 Main St,Powell Butte,OR,97753,US,44.2147,-120.9919
ven_auto_202,Terrebonne Event Grounds,3610 Main St,Terrebonne,OR,97760,US,44.3512,-121.2031
ven_auto_203,Powell Butte Event Grounds,9511 Main St,Powell Butte,OR,97753,US,44.2788,-120.9873
ven_auto_204,Powell Butte Event Grounds,234 Main St,Powell Butte,OR,97753,US,44.2845,-120.9166
ven_auto_205,Terrebonne Event Grounds,6294 Main St,Terrebonne,OR,97760,US,44.3458,-121.2019
ven_auto_206,Terrebonne Event Grounds,5030 Main St,Terrebonne,OR,97760,US,44.3108,-121.2103
ven_auto_207,Terrebonne Event Grounds,7194 Main St,Terrebonne,OR,97760,US,44.3853,-121.2201
ven_auto_208,Powell Butte Event Grounds,5508 Main St,Powell Butte,OR,97753,US,44.2765,-120.9231
ven_auto_209,Terrebonne Event Grounds,6639 Main St,Terrebonne,OR,97760,US,44.3195,-121.163
ven_auto_210,Culver Event Grounds,6224 Main St,Culver,OR,97734,US,44.5578,-121.2179
ven_auto_211,Culver Event Grounds,2184 Main St,Culver,OR,97734,US,44.4904,-121.1874
ven_auto_212,Bend Event Grounds,8417 Main St,Bend,OR,97701,US,44.0669,-121.2696
ven_auto_213,Powell Butte Event Grounds,601 Main St,Powell Butte,OR,97753,US,44.2324,-120.9239
ven_auto_214,Bend Event Grounds,3696 Main St,Bend,OR,97701,US,44.0961,-121.3508
ven_auto_215,Culver Event Grounds,8286 Main St,Culver,OR,97734,US,44.5349,-121.2474
ven_auto_216,Powell Butte Event Grounds,4345 Main St,Powell Butte,OR,97753,US,44.1961,-121.0061
ven_auto_217,Culver Event Grounds,7393 Main St,Culver,OR,97734,US,44.5148,-121.1933
ven_auto_218,Culver Event Grounds,2508 Main St,Culver,OR,97734,US,44.5002,-121.1902
ven_auto_219,Culver Event Grounds,9205 Main St,Culver,OR,97734,US,44.4817,-121.2431
ven_auto_220,Culver Event Grounds,9835 Main St,Culver,OR,97734,US,44.481,-121.1842
ven_auto_221,Terrebonne Event Grounds,6308 Main St,Terrebonne,OR,97760,US,44.3239,-121.1706
ven_auto_222,Powell Butte Event Grounds,5210 Main St,Powell Butte,OR,97753,US,44.2737,-120.9256
ven_auto_223,Culver Event Grounds,7061 Main St,Culver,OR,97734,US,44.5521,-121.178
ven_auto_224,Terrebonne Event Grounds,3875 Main St,Terrebonne,OR,97760,US,44.3406,-121.1875
ven_auto_225,Powell Butte Event Grounds,141 Main St,Powell Butte,OR,97753,US,44.2806,-120.9392
ven_auto_226,Terrebonne Event Grounds,8391 Main St,Terrebonne,OR,97760,US,44.3438,-121.197
ven_auto_227,Powell Butte Event Grounds,9466 Main St,Powell Butte,OR,97753,US,44.269,-120.999
ven_auto_228,Culver Event Grounds,1379 Main St,Culver,OR,97734,US,44.5072,-121.195
ven_auto_229,Powell Butte Event Grounds,3378 Main St,Powell Butte,OR,97753,US,44.2946,-120.9626
ven_auto_230,Terrebonne Event Grounds,5250 Main St,Terrebonne,OR,97760,US,44.3578,-121.1881
ven_auto_231,Terrebonne Event Grounds,4909 Main St,Terrebonne,OR,97760,US,44.3595,-121.2117
ven_auto_232,Bend Event Grounds,7259 Main St,Bend,OR,97701,US,44.0282,-121.27
