account_id,code,name,type,tax_type,status,description,enable_payments_to_account
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
,,,,NONE,ACTIVE,,False
