id,name,activity_type,distance,average_grade,maximum_grade,elevation_high,elevation_low,climb_category,city,state
seg_0064,Segment 64,Run,5596.0,4.6,5.0,31.7,4.3,2,Tarpon Springs,FL
seg_0065,Segment 65,Ride,6478.3,1.4,4.8,47.5,5.8,5,Tarpon Springs,FL
seg_0066,Segment 66,Ride,4544.5,4.7,4.1,5.8,1.6,2,Tarpon Springs,FL
seg_0067,Segment 67,Ride,5583.7,2.0,11.4,1.5,3.4,2,Tarpon Springs,FL
seg_0068,Segment 68,Ride,8398.5,2.6,14.0,17.9,5.2,1,Tarpon Springs,FL
seg_0069,Segment 69,Ride,9518.1,0.7,8.7,3.7,1.7,0,Tarpon Springs,FL
seg_0070,Segment 70,Run,5816.0,2.4,6.9,25.7,3.5,5,Tarpon Springs,FL
seg_0071,Segment 71,Run,4638.1,0.8,12.7,44.6,18.2,1,Tarpon Springs,FL
seg_0072,Segment 72,Ride,3842.0,0.3,10.1,35.0,14.0,3,Tarpon Springs,FL
seg_0073,Segment 73,Run,3549.3,4.8,2.7,22.9,19.0,4,Tarpon Springs,FL
seg_0074,Segment 74,Ride,3752.0,2.4,7.7,33.9,12.4,2,Tarpon Springs,FL
seg_0075,Segment 75,Run,2553.5,1.5,7.7,1.6,20.0,4,Tarpon Springs,FL
seg_0076,Segment 76,Ride,4994.5,4.0,6.2,29.1,16.0,1,Tarpon Springs,FL
seg_0077,Segment 77,Run,5860.6,0.9,7.7,2.2,1.0,2,Tarpon Springs,FL
seg_0078,Segment 78,Ride,3209.0,1.0,7.2,11.8,14.4,1,Tarpon Springs,FL
seg_0079,Segment 79,Run,5203.8,3.0,11.3,25.3,15.3,5,Tarpon Springs,FL
seg_0080,Segment 80,Run,3086.5,1.0,7.9,34.9,17.7,0,Tarpon Springs,FL
seg_0081,Segment 81,Run,5362.2,2.5,7.6,32.1,12.9,0,Tarpon Springs,FL
seg_0082,Segment 82,Ride,6717.6,1.6,4.2,31.4,11.9,4,Tarpon Springs,FL
seg_0083,Segment 83,Ride,1843.7,1.2,4.2,46.6,8.6,1,Tarpon Springs,FL
seg_0084,Segment 84,Ride,4284.0,0.2,10.8,42.8,17.0,5,Tarpon Springs,FL
seg_0085,Segment 85,Run,1573.7,2.3,14.7,32.7,17.9,3,Tarpon Springs,FL
seg_0086,Segment 86,Run,2211.0,1.2,10.7,26.7,15.0,5,Tarpon Springs,FL
seg_0087,Segment 87,Ride,5126.8,4.5,7.1,28.9,3.0,5,Tarpon Springs,FL
seg_0088,Segment 88,Ride,6055.7,4.8,6.6,39.3,0.1,4,Tarpon Springs,FL
seg_0089,Segment 89,Run,9593.9,2.0,10.9,13.0,14.4,5,Tarpon Springs,FL
seg_0090,Segment 90,Run,9084.8,4.8,9.2,1.3,9.5,2,Tarpon Springs,FL
seg_0091,Segment 91,Run,8292.8,1.2,6.5,49.5,8.3,0,Tarpon Springs,FL
seg_0092,Segment 92,Ride,5375.0,1.2,4.5,28.5,9.9,5,Tarpon Springs,FL
seg_0093,Segment 93,Ride,3960.6,4.4,6.3,12.5,12.1,0,Tarpon Springs,FL
seg_0094,Segment 94,Run,3519.8,3.0,9.6,16.9,15.7,1,Tarpon Springs,FL
seg_0095,Segment 95,Run,7268.5,2.5,7.5,9.2,0.2,4,Tarpon Springs,FL
seg_0096,Segment 96,Ride,4333.6,1.9,4.1,41.6,14.7,2,Tarpon Springs,FL
seg_0097,Segment 97,Ride,4037.1,3.6,6.5,14.3,13.2,2,Tarpon Springs,FL
seg_0098,Segment 98,Ride,7881.6,4.8,3.8,45.4,4.4,1,Tarpon Springs,FL
seg_0099,Segment 99,Ride,3724.4,3.4,2.4,0.8,6.4,0,Tarpon Springs,FL
seg_0100,Segment 100,Ride,3154.7,3.5,3.7,9.7,10.7,1,Tarpon Springs,FL
seg_0101,Segment 101,Ride,5304.0,1.9,4.2,11.5,13.9,4,Tarpon Springs,FL
seg_0102,Segment 102,Ride,8539.4,4.6,14.6,30.1,15.1,0,Tarpon Springs,FL
seg_0103,Segment 103,Ride,658.9,4.9,11.0,23.0,20.0,5,Tarpon Springs,FL
seg_0104,Segment 104,Run,544.8,1.7,0.7,13.4,19.4,2,Tarpon Springs,FL
seg_0105,Segment 105,Ride,2461.1,3.1,7.8,25.1,9.8,5,Tarpon Springs,FL
seg_0106,Segment 106,Run,2429.1,4.7,11.1,42.7,19.5,1,Tarpon Springs,FL
seg_0107,Segment 107,Run,9876.7,1.4,6.7,24.0,1.8,3,Tarpon Springs,FL
seg_0108,Segment 108,Ride,741.9,4.7,9.3,12.4,16.5,5,Tarpon Springs,FL
seg_0109,Segment 109,Ride,5237.9,4.4,6.9,31.7,19.4,3,Tarpon Springs,FL
seg_0110,Segment 110,Run,4684.6,2.2,7.1,8.5,18.9,2,Tarpon Springs,FL
seg_0111,Segment 111,Run,4984.2,1.6,5.1,7.1,9.6,1,Tarpon Springs,FL
seg_0112,Segment 112,Ride,7707.5,4.9,4.6,42.3,2.8,0,Tarpon Springs,FL
seg_0113,Segment 113,Ride,3027.8,4.5,14.7,11.1,13.9,2,Tarpon Springs,FL
seg_0114,Segment 114,Ride,5605.8,3.8,3.2,10.1,9.5,4,Tarpon Springs,FL
seg_0115,Segment 115,Ride,2984.7,2.4,5.7,27.9,9.8,0,Tarpon Springs,FL
seg_0116,Segment 116,Run,3805.0,2.7,6.2,3.5,12.9,2,Tarpon Springs,FL
seg_0117,Segment 117,Run,6424.4,0.3,8.2,45.9,12.5,2,Tarpon Springs,FL
seg_0118,Segment 118,Run,976.2,0.4,5.6,21.8,3.2,3,Tarpon Springs,FL
seg_0119,Segment 119,Ride,4145.3,0.8,0.5,0.2,3.6,5,Tarpon Springs,FL
