id,type,name,description,category,variation_id,variation_name,price_amount,currency
cat_0074,ITEM,Menu Item 74,Desc 74,Appetizer,var_0074,Regular,1825,USD
cat_0075,ITEM,Menu Item 75,Desc 75,Entree,var_0075,Regular,1522,USD
cat_0076,ITEM,Menu Item 76,Desc 76,Beverage,var_0076,Regular,2934,USD
cat_0077,ITEM,Menu Item 77,Desc 77,Entree,var_0077,Regular,1412,USD
cat_0078,ITEM,Menu Item 78,Desc 78,Appetizer,var_0078,Regular,2933,USD
cat_0079,ITEM,Menu Item 79,Desc 79,Beverage,var_0079,Regular,2557,USD
cat_0080,ITEM,Menu Item 80,Desc 80,Appetizer,var_0080,Regular,932,USD
cat_0081,ITEM,Menu Item 81,Desc 81,Beverage,var_0081,Regular,1701,USD
cat_0082,ITEM,Menu Item 82,Desc 82,Beverage,var_0082,Regular,2725,USD
cat_0083,ITEM,Menu Item 83,Desc 83,Dessert,var_0083,Regular,1718,USD
cat_0084,ITEM,Menu Item 84,Desc 84,Entree,var_0084,Regular,1212,USD
cat_0085,ITEM,Menu Item 85,Desc 85,Appetizer,var_0085,Regular,2089,USD
cat_0086,ITEM,Menu Item 86,Desc 86,Appetizer,var_0086,Regular,1328,USD
cat_0087,ITEM,Menu Item 87,Desc 87,Dessert,var_0087,Regular,1205,USD
cat_0088,ITEM,Menu Item 88,Desc 88,Beverage,var_0088,Regular,1299,USD
cat_0089,ITEM,Menu Item 89,Desc 89,Dessert,var_0089,Regular,2180,USD
cat_0090,ITEM,Menu Item 90,Desc 90,Dessert,var_0090,Regular,2065,USD
cat_0091,ITEM,Menu Item 91,Desc 91,Dessert,var_0091,Regular,3152,USD
cat_0092,ITEM,Menu Item 92,Desc 92,Entree,var_0092,Regular,2933,USD
cat_0093,ITEM,Menu Item 93,Desc 93,Appetizer,var_0093,Regular,930,USD
cat_0094,ITEM,Menu Item 94,Desc 94,Appetizer,var_0094,Regular,2275,USD
cat_0095,ITEM,Menu Item 95,Desc 95,Dessert,var_0095,Regular,2379,USD
cat_0096,ITEM,Menu Item 96,Desc 96,Appetizer,var_0096,Regular,1888,USD
cat_0097,ITEM,Menu Item 97,Desc 97,Dessert,var_0097,Regular,2332,USD
cat_0098,ITEM,Menu Item 98,Desc 98,Dessert,var_0098,Regular,3364,USD
cat_0099,ITEM,Menu Item 99,Desc 99,Dessert,var_0099,Regular,2776,USD
cat_0100,ITEM,Menu Item 100,Desc 100,Entree,var_0100,Regular,1586,USD
cat_0101,ITEM,Menu Item 101,Desc 101,Appetizer,var_0101,Regular,1183,USD
cat_0102,ITEM,Menu Item 102,Desc 102,Dessert,var_0102,Regular,1808,USD
cat_0103,ITEM,Menu Item 103,Desc 103,Entree,var_0103,Regular,1732,USD
cat_0104,ITEM,Menu Item 104,Desc 104,Entree,var_0104,Regular,1239,USD
cat_0105,ITEM,Menu Item 105,Desc 105,Dessert,var_0105,Regular,856,USD
cat_0106,ITEM,Menu Item 106,Desc 106,Entree,var_0106,Regular,2639,USD
cat_0107,ITEM,Menu Item 107,Desc 107,Entree,var_0107,Regular,1917,USD
cat_0108,ITEM,Menu Item 108,Desc 108,Dessert,var_0108,Regular,1745,USD
cat_0109,ITEM,Menu Item 109,Desc 109,Dessert,var_0109,Regular,2150,USD
cat_0110,ITEM,Menu Item 110,Desc 110,Entree,var_0110,Regular,1874,USD
cat_0111,ITEM,Menu Item 111,Desc 111,Beverage,var_0111,Regular,1311,USD
cat_0112,ITEM,Menu Item 112,Desc 112,Entree,var_0112,Regular,3218,USD
cat_0113,ITEM,Menu Item 113,Desc 113,Entree,var_0113,Regular,1482,USD
cat_0114,ITEM,Menu Item 114,Desc 114,Dessert,var_0114,Regular,2872,USD
cat_0115,ITEM,Menu Item 115,Desc 115,Appetizer,var_0115,Regular,1545,USD
cat_0116,ITEM,Menu Item 116,Desc 116,Dessert,var_0116,Regular,1225,USD
cat_0117,ITEM,Menu Item 117,Desc 117,Appetizer,var_0117,Regular,840,USD
cat_0118,ITEM,Menu Item 118,Desc 118,Dessert,var_0118,Regular,1561,USD
cat_0119,ITEM,Menu Item 119,Desc 119,Appetizer,var_0119,Regular,813,USD
cat_0120,ITEM,Menu Item 120,Desc 120,Entree,var_0120,Regular,809,USD
cat_0121,ITEM,Menu Item 121,Desc 121,Dessert,var_0121,Regular,2278,USD
cat_0122,ITEM,Menu Item 122,Desc 122,Entree,var_0122,Regular,2401,USD
cat_0123,ITEM,Menu Item 123,Desc 123,Beverage,var_0123,Regular,1210,USD
cat_0124,ITEM,Menu Item 124,Desc 124,Dessert,var_0124,Regular,1935,USD
cat_0125,ITEM,Menu Item 125,Desc 125,Entree,var_0125,Regular,3368,USD
cat_0126,ITEM,Menu Item 126,Desc 126,Dessert,var_0126,Regular,3463,USD
cat_0127,ITEM,Menu Item 127,Desc 127,Dessert,var_0127,Regular,3180,USD
cat_0128,ITEM,Menu Item 128,Desc 128,Dessert,var_0128,Regular,1695,USD
cat_0129,ITEM,Menu Item 129,Desc 129,Appetizer,var_0129,Regular,1117,USD
cat_0130,ITEM,Menu Item 130,Desc 130,Entree,var_0130,Regular,2807,USD
cat_0131,ITEM,Menu Item 131,Desc 131,Dessert,var_0131,Regular,3228,USD
cat_0132,ITEM,Menu Item 132,Desc 132,Entree,var_0132,Regular,2683,USD
cat_0133,ITEM,Menu Item 133,Desc 133,Appetizer,var_0133,Regular,1895,USD
cat_0134,ITEM,Menu Item 134,Desc 134,Appetizer,var_0134,Regular,2900,USD
cat_0135,ITEM,Menu Item 135,Desc 135,Appetizer,var_0135,Regular,852,USD
cat_0136,ITEM,Menu Item 136,Desc 136,Appetizer,var_0136,Regular,1052,USD
cat_0137,ITEM,Menu Item 137,Desc 137,Dessert,var_0137,Regular,1706,USD
cat_0138,ITEM,Menu Item 138,Desc 138,Appetizer,var_0138,Regular,815,USD
cat_0139,ITEM,Menu Item 139,Desc 139,Appetizer,var_0139,Regular,2423,USD
cat_0140,ITEM,Menu Item 140,Desc 140,Appetizer,var_0140,Regular,1063,USD
cat_0141,ITEM,Menu Item 141,Desc 141,Dessert,var_0141,Regular,2285,USD
cat_0142,ITEM,Menu Item 142,Desc 142,Beverage,var_0142,Regular,2330,USD
cat_0143,ITEM,Menu Item 143,Desc 143,Dessert,var_0143,Regular,1079,USD
cat_0144,ITEM,Menu Item 144,Desc 144,Beverage,var_0144,Regular,2835,USD
cat_0145,ITEM,Menu Item 145,Desc 145,Dessert,var_0145,Regular,2078,USD
cat_0146,ITEM,Menu Item 146,Desc 146,Beverage,var_0146,Regular,2360,USD
cat_0147,ITEM,Menu Item 147,Desc 147,Dessert,var_0147,Regular,926,USD
cat_0148,ITEM,Menu Item 148,Desc 148,Entree,var_0148,Regular,3232,USD
cat_0149,ITEM,Menu Item 149,Desc 149,Dessert,var_0149,Regular,1120,USD
cat_0150,ITEM,Menu Item 150,Desc 150,Beverage,var_0150,Regular,2520,USD
cat_0151,ITEM,Menu Item 151,Desc 151,Appetizer,var_0151,Regular,2550,USD
cat_0152,ITEM,Menu Item 152,Desc 152,Beverage,var_0152,Regular,2441,USD
cat_0153,ITEM,Menu Item 153,Desc 153,Entree,var_0153,Regular,1298,USD
cat_0154,ITEM,Menu Item 154,Desc 154,Appetizer,var_0154,Regular,1567,USD
cat_0155,ITEM,Menu Item 155,Desc 155,Dessert,var_0155,Regular,2152,USD
cat_0156,ITEM,Menu Item 156,Desc 156,Beverage,var_0156,Regular,2836,USD
cat_0157,ITEM,Menu Item 157,Desc 157,Entree,var_0157,Regular,2635,USD
cat_0158,ITEM,Menu Item 158,Desc 158,Appetizer,var_0158,Regular,2748,USD
cat_0159,ITEM,Menu Item 159,Desc 159,Entree,var_0159,Regular,800,USD
cat_0160,ITEM,Menu Item 160,Desc 160,Entree,var_0160,Regular,1439,USD
cat_0161,ITEM,Menu Item 161,Desc 161,Entree,var_0161,Regular,2395,USD
cat_0162,ITEM,Menu Item 162,Desc 162,Beverage,var_0162,Regular,1085,USD
cat_0163,ITEM,Menu Item 163,Desc 163,Dessert,var_0163,Regular,2583,USD
cat_0164,ITEM,Menu Item 164,Desc 164,Beverage,var_0164,Regular,1741,USD
cat_0165,ITEM,Menu Item 165,Desc 165,Dessert,var_0165,Regular,1613,USD
cat_0166,ITEM,Menu Item 166,Desc 166,Entree,var_0166,Regular,2350,USD
cat_0167,ITEM,Menu Item 167,Desc 167,Dessert,var_0167,Regular,1444,USD
cat_0168,ITEM,Menu Item 168,Desc 168,Dessert,var_0168,Regular,2443,USD
cat_0169,ITEM,Menu Item 169,Desc 169,Entree,var_0169,Regular,2376,USD
cat_0170,ITEM,Menu Item 170,Desc 170,Beverage,var_0170,Regular,1335,USD
cat_0171,ITEM,Menu Item 171,Desc 171,Entree,var_0171,Regular,3379,USD
cat_0172,ITEM,Menu Item 172,Desc 172,Beverage,var_0172,Regular,3211,USD
cat_0173,ITEM,Menu Item 173,Desc 173,Beverage,var_0173,Regular,3476,USD
cat_0174,ITEM,Menu Item 174,Desc 174,Dessert,var_0174,Regular,1840,USD
cat_0175,ITEM,Menu Item 175,Desc 175,Beverage,var_0175,Regular,1788,USD
cat_0176,ITEM,Menu Item 176,Desc 176,Appetizer,var_0176,Regular,2677,USD
cat_0177,ITEM,Menu Item 177,Desc 177,Appetizer,var_0177,Regular,1745,USD
cat_0178,ITEM,Menu Item 178,Desc 178,Appetizer,var_0178,Regular,867,USD
cat_0179,ITEM,Menu Item 179,Desc 179,Entree,var_0179,Regular,1311,USD
cat_0180,ITEM,Menu Item 180,Desc 180,Entree,var_0180,Regular,1405,USD
cat_0181,ITEM,Menu Item 181,Desc 181,Appetizer,var_0181,Regular,2747,USD
cat_0182,ITEM,Menu Item 182,Desc 182,Dessert,var_0182,Regular,1668,USD
cat_0183,ITEM,Menu Item 183,Desc 183,Entree,var_0183,Regular,2845,USD
cat_0184,ITEM,Menu Item 184,Desc 184,Dessert,var_0184,Regular,1427,USD
cat_0185,ITEM,Menu Item 185,Desc 185,Dessert,var_0185,Regular,2836,USD
cat_0186,ITEM,Menu Item 186,Desc 186,Entree,var_0186,Regular,3345,USD
cat_0187,ITEM,Menu Item 187,Desc 187,Entree,var_0187,Regular,3325,USD
cat_0188,ITEM,Menu Item 188,Desc 188,Dessert,var_0188,Regular,1492,USD
cat_0189,ITEM,Menu Item 189,Desc 189,Appetizer,var_0189,Regular,1621,USD
cat_0190,ITEM,Menu Item 190,Desc 190,Beverage,var_0190,Regular,804,USD
cat_0191,ITEM,Menu Item 191,Desc 191,Appetizer,var_0191,Regular,2083,USD
cat_0192,ITEM,Menu Item 192,Desc 192,Beverage,var_0192,Regular,1782,USD
cat_0193,ITEM,Menu Item 193,Desc 193,Beverage,var_0193,Regular,3072,USD
cat_0194,ITEM,Menu Item 194,Desc 194,Beverage,var_0194,Regular,2447,USD
cat_0195,ITEM,Menu Item 195,Desc 195,Beverage,var_0195,Regular,3280,USD
cat_0196,ITEM,Menu Item 196,Desc 196,Dessert,var_0196,Regular,2597,USD
cat_0197,ITEM,Menu Item 197,Desc 197,Entree,var_0197,Regular,1460,USD
cat_0198,ITEM,Menu Item 198,Desc 198,Entree,var_0198,Regular,1137,USD
cat_0199,ITEM,Menu Item 199,Desc 199,Appetizer,var_0199,Regular,2476,USD
cat_0200,ITEM,Menu Item 200,Desc 200,Dessert,var_0200,Regular,1586,USD
cat_0201,ITEM,Menu Item 201,Desc 201,Entree,var_0201,Regular,3359,USD
cat_0202,ITEM,Menu Item 202,Desc 202,Entree,var_0202,Regular,2032,USD
cat_0203,ITEM,Menu Item 203,Desc 203,Dessert,var_0203,Regular,3256,USD
cat_0204,ITEM,Menu Item 204,Desc 204,Beverage,var_0204,Regular,1740,USD
cat_0205,ITEM,Menu Item 205,Desc 205,Beverage,var_0205,Regular,2935,USD
cat_0206,ITEM,Menu Item 206,Desc 206,Dessert,var_0206,Regular,3307,USD
cat_0207,ITEM,Menu Item 207,Desc 207,Dessert,var_0207,Regular,1897,USD
cat_0208,ITEM,Menu Item 208,Desc 208,Entree,var_0208,Regular,2200,USD
cat_0209,ITEM,Menu Item 209,Desc 209,Beverage,var_0209,Regular,2860,USD
cat_0210,ITEM,Menu Item 210,Desc 210,Appetizer,var_0210,Regular,1267,USD
cat_0211,ITEM,Menu Item 211,Desc 211,Entree,var_0211,Regular,3413,USD
cat_0212,ITEM,Menu Item 212,Desc 212,Entree,var_0212,Regular,2004,USD
cat_0213,ITEM,Menu Item 213,Desc 213,Appetizer,var_0213,Regular,1467,USD
cat_0214,ITEM,Menu Item 214,Desc 214,Dessert,var_0214,Regular,2639,USD
cat_0215,ITEM,Menu Item 215,Desc 215,Entree,var_0215,Regular,2194,USD
cat_0216,ITEM,Menu Item 216,Desc 216,Beverage,var_0216,Regular,3011,USD
cat_0217,ITEM,Menu Item 217,Desc 217,Dessert,var_0217,Regular,3401,USD
cat_0218,ITEM,Menu Item 218,Desc 218,Entree,var_0218,Regular,1580,USD
cat_0219,ITEM,Menu Item 219,Desc 219,Appetizer,var_0219,Regular,2797,USD
cat_0220,ITEM,Menu Item 220,Desc 220,Appetizer,var_0220,Regular,1537,USD
cat_0221,ITEM,Menu Item 221,Desc 221,Beverage,var_0221,Regular,3476,USD
cat_0222,ITEM,Menu Item 222,Desc 222,Dessert,var_0222,Regular,3372,USD
cat_0223,ITEM,Menu Item 223,Desc 223,Dessert,var_0223,Regular,3207,USD
cat_0224,ITEM,Menu Item 224,Desc 224,Beverage,var_0224,Regular,2337,USD
cat_0225,ITEM,Menu Item 225,Desc 225,Dessert,var_0225,Regular,2425,USD
cat_0226,ITEM,Menu Item 226,Desc 226,Entree,var_0226,Regular,2230,USD
cat_0227,ITEM,Menu Item 227,Desc 227,Entree,var_0227,Regular,2648,USD
cat_0228,ITEM,Menu Item 228,Desc 228,Dessert,var_0228,Regular,3026,USD
cat_0229,ITEM,Menu Item 229,Desc 229,Beverage,var_0229,Regular,939,USD
cat_0230,ITEM,Menu Item 230,Desc 230,Appetizer,var_0230,Regular,1522,USD
cat_0231,ITEM,Menu Item 231,Desc 231,Beverage,var_0231,Regular,973,USD
cat_0232,ITEM,Menu Item 232,Desc 232,Entree,var_0232,Regular,1021,USD
cat_0233,ITEM,Menu Item 233,Desc 233,Dessert,var_0233,Regular,2800,USD
cat_0234,ITEM,Menu Item 234,Desc 234,Entree,var_0234,Regular,3322,USD
cat_0235,ITEM,Menu Item 235,Desc 235,Appetizer,var_0235,Regular,852,USD
cat_0236,ITEM,Menu Item 236,Desc 236,Beverage,var_0236,Regular,3324,USD
cat_0237,ITEM,Menu Item 237,Desc 237,Dessert,var_0237,Regular,2741,USD
cat_0238,ITEM,Menu Item 238,Desc 238,Appetizer,var_0238,Regular,1961,USD
cat_0239,ITEM,Menu Item 239,Desc 239,Appetizer,var_0239,Regular,1156,USD
cat_0240,ITEM,Menu Item 240,Desc 240,Beverage,var_0240,Regular,1980,USD
cat_0241,ITEM,Menu Item 241,Desc 241,Dessert,var_0241,Regular,2585,USD
cat_0242,ITEM,Menu Item 242,Desc 242,Appetizer,var_0242,Regular,3191,USD
cat_0243,ITEM,Menu Item 243,Desc 243,Appetizer,var_0243,Regular,3346,USD
cat_0244,ITEM,Menu Item 244,Desc 244,Appetizer,var_0244,Regular,3384,USD
cat_0245,ITEM,Menu Item 245,Desc 245,Appetizer,var_0245,Regular,949,USD
cat_0246,ITEM,Menu Item 246,Desc 246,Dessert,var_0246,Regular,2589,USD
cat_0247,ITEM,Menu Item 247,Desc 247,Entree,var_0247,Regular,2220,USD
cat_0248,ITEM,Menu Item 248,Desc 248,Beverage,var_0248,Regular,2859,USD
cat_0249,ITEM,Menu Item 249,Desc 249,Dessert,var_0249,Regular,2305,USD
cat_0250,ITEM,Menu Item 250,Desc 250,Appetizer,var_0250,Regular,1841,USD
cat_0251,ITEM,Menu Item 251,Desc 251,Dessert,var_0251,Regular,2189,USD
cat_0252,ITEM,Menu Item 252,Desc 252,Entree,var_0252,Regular,3288,USD
cat_0253,ITEM,Menu Item 253,Desc 253,Dessert,var_0253,Regular,3488,USD
cat_0254,ITEM,Menu Item 254,Desc 254,Entree,var_0254,Regular,1799,USD
cat_0255,ITEM,Menu Item 255,Desc 255,Beverage,var_0255,Regular,2021,USD
cat_0256,ITEM,Menu Item 256,Desc 256,Dessert,var_0256,Regular,3246,USD
cat_0257,ITEM,Menu Item 257,Desc 257,Appetizer,var_0257,Regular,2930,USD
cat_0258,ITEM,Menu Item 258,Desc 258,Beverage,var_0258,Regular,1400,USD
cat_0259,ITEM,Menu Item 259,Desc 259,Dessert,var_0259,Regular,1993,USD
cat_0260,ITEM,Menu Item 260,Desc 260,Beverage,var_0260,Regular,3281,USD
cat_0261,ITEM,Menu Item 261,Desc 261,Beverage,var_0261,Regular,1667,USD
cat_0262,ITEM,Menu Item 262,Desc 262,Beverage,var_0262,Regular,2802,USD
cat_0263,ITEM,Menu Item 263,Desc 263,Beverage,var_0263,Regular,2979,USD
cat_0264,ITEM,Menu Item 264,Desc 264,Dessert,var_0264,Regular,1357,USD
cat_0265,ITEM,Menu Item 265,Desc 265,Beverage,var_0265,Regular,2034,USD
cat_0266,ITEM,Menu Item 266,Desc 266,Beverage,var_0266,Regular,2298,USD
cat_0267,ITEM,Menu Item 267,Desc 267,Beverage,var_0267,Regular,2910,USD
cat_0268,ITEM,Menu Item 268,Desc 268,Dessert,var_0268,Regular,1359,USD
cat_0269,ITEM,Menu Item 269,Desc 269,Beverage,var_0269,Regular,2166,USD
cat_0270,ITEM,Menu Item 270,Desc 270,Entree,var_0270,Regular,1090,USD
cat_0271,ITEM,Menu Item 271,Desc 271,Entree,var_0271,Regular,1980,USD
cat_0272,ITEM,Menu Item 272,Desc 272,Entree,var_0272,Regular,3456,USD
cat_0273,ITEM,Menu Item 273,Desc 273,Entree,var_0273,Regular,2750,USD
cat_0274,ITEM,Menu Item 274,Desc 274,Appetizer,var_0274,Regular,2524,USD
cat_0275,ITEM,Menu Item 275,Desc 275,Appetizer,var_0275,Regular,3153,USD
cat_0276,ITEM,Menu Item 276,Desc 276,Appetizer,var_0276,Regular,1368,USD
cat_0277,ITEM,Menu Item 277,Desc 277,Entree,var_0277,Regular,1548,USD
cat_0278,ITEM,Menu Item 278,Desc 278,Entree,var_0278,Regular,2076,USD
cat_0279,ITEM,Menu Item 279,Desc 279,Appetizer,var_0279,Regular,2285,USD
cat_0280,ITEM,Menu Item 280,Desc 280,Entree,var_0280,Regular,3335,USD
cat_0281,ITEM,Menu Item 281,Desc 281,Dessert,var_0281,Regular,2111,USD
cat_0282,ITEM,Menu Item 282,Desc 282,Appetizer,var_0282,Regular,3168,USD
cat_0283,ITEM,Menu Item 283,Desc 283,Entree,var_0283,Regular,3123,USD
cat_0284,ITEM,Menu Item 284,Desc 284,Appetizer,var_0284,Regular,2840,USD
cat_0285,ITEM,Menu Item 285,Desc 285,Entree,var_0285,Regular,3166,USD
cat_0286,ITEM,Menu Item 286,Desc 286,Appetizer,var_0286,Regular,1312,USD
cat_0287,ITEM,Menu Item 287,Desc 287,Beverage,var_0287,Regular,3453,USD
cat_0288,ITEM,Menu Item 288,Desc 288,Appetizer,var_0288,Regular,3474,USD
cat_0289,ITEM,Menu Item 289,Desc 289,Entree,var_0289,Regular,3068,USD
cat_0290,ITEM,Menu Item 290,Desc 290,Dessert,var_0290,Regular,2764,USD
cat_0291,ITEM,Menu Item 291,Desc 291,Beverage,var_0291,Regular,3050,USD
cat_0292,ITEM,Menu Item 292,Desc 292,Appetizer,var_0292,Regular,1669,USD
cat_0293,ITEM,Menu Item 293,Desc 293,Dessert,var_0293,Regular,2794,USD
cat_0294,ITEM,Menu Item 294,Desc 294,Entree,var_0294,Regular,3130,USD
cat_0295,ITEM,Menu Item 295,Desc 295,Appetizer,var_0295,Regular,1974,USD
cat_0296,ITEM,Menu Item 296,Desc 296,Dessert,var_0296,Regular,2211,USD
cat_0297,ITEM,Menu Item 297,Desc 297,Entree,var_0297,Regular,2821,USD
cat_0298,ITEM,Menu Item 298,Desc 298,Appetizer,var_0298,Regular,1212,USD
cat_0299,ITEM,Menu Item 299,Desc 299,Dessert,var_0299,Regular,2390,USD
cat_0300,ITEM,Menu Item 300,Desc 300,Appetizer,var_0300,Regular,2588,USD
cat_0301,ITEM,Menu Item 301,Desc 301,Appetizer,var_0301,Regular,1739,USD
cat_0302,ITEM,Menu Item 302,Desc 302,Dessert,var_0302,Regular,1149,USD
cat_0303,ITEM,Menu Item 303,Desc 303,Entree,var_0303,Regular,3026,USD
cat_0304,ITEM,Menu Item 304,Desc 304,Appetizer,var_0304,Regular,2047,USD
cat_0305,ITEM,Menu Item 305,Desc 305,Appetizer,var_0305,Regular,2560,USD
cat_0306,ITEM,Menu Item 306,Desc 306,Entree,var_0306,Regular,1848,USD
cat_0307,ITEM,Menu Item 307,Desc 307,Appetizer,var_0307,Regular,1394,USD
cat_0308,ITEM,Menu Item 308,Desc 308,Dessert,var_0308,Regular,1731,USD
cat_0309,ITEM,Menu Item 309,Desc 309,Dessert,var_0309,Regular,1066,USD
