tracking_number,service_code,service_name,ship_date,origin_zip,dest_zip,weight_lb,currency,total_charge,label_url
1Z999AA10123456831,12,UPS 3 Day Select,2027-10-20,78209,80203,9.9,USD,41.45,https://ups.example/labels/1Z999AA10123456831.gif
1Z999AA10123456832,02,UPS 2nd Day Air,2027-11-04,78209,80203,9.6,USD,37.92,https://ups.example/labels/1Z999AA10123456832.gif
1Z999AA10123456833,12,UPS 3 Day Select,2027-11-17,78209,80203,11.9,USD,56.57,https://ups.example/labels/1Z999AA10123456833.gif
1Z999AA10123456834,12,UPS 3 Day Select,2027-12-03,78209,80203,6.0,USD,33.07,https://ups.example/labels/1Z999AA10123456834.gif
1Z999AA10123456835,02,UPS 2nd Day Air,2027-12-18,78209,80203,5.0,USD,28.24,https://ups.example/labels/1Z999AA10123456835.gif
1Z999AA10123456836,12,UPS 3 Day Select,2027-12-30,78209,80203,8.8,USD,41.12,https://ups.example/labels/1Z999AA10123456836.gif
1Z999AA10123456837,02,UPS 2nd Day Air,2028-01-14,78209,80203,7.7,USD,39.99,https://ups.example/labels/1Z999AA10123456837.gif
1Z999AA10123456838,02,UPS 2nd Day Air,2028-01-27,78209,80203,7.5,USD,38.29,https://ups.example/labels/1Z999AA10123456838.gif
1Z999AA10123456839,02,UPS 2nd Day Air,2028-02-10,78209,80203,8.1,USD,35.78,https://ups.example/labels/1Z999AA10123456839.gif
1Z999AA10123456840,03,UPS Ground,2028-02-25,78209,80203,8.7,USD,40.96,https://ups.example/labels/1Z999AA10123456840.gif
1Z999AA10123456841,02,UPS 2nd Day Air,2028-03-12,78209,80203,5.1,USD,30.82,https://ups.example/labels/1Z999AA10123456841.gif
1Z999AA10123456842,03,UPS Ground,2028-03-28,78209,80203,6.5,USD,22.90,https://ups.example/labels/1Z999AA10123456842.gif
1Z999AA10123456843,12,UPS 3 Day Select,2028-04-09,78209,80203,6.1,USD,25.60,https://ups.example/labels/1Z999AA10123456843.gif
1Z999AA10123456844,03,UPS Ground,2028-04-21,78209,80203,10.8,USD,42.16,https://ups.example/labels/1Z999AA10123456844.gif
1Z999AA10123456845,12,UPS 3 Day Select,2028-05-04,78209,80203,7.1,USD,36.57,https://ups.example/labels/1Z999AA10123456845.gif
1Z999AA10123456846,12,UPS 3 Day Select,2028-05-17,78209,80203,9.8,USD,42.38,https://ups.example/labels/1Z999AA10123456846.gif
1Z999AA10123456847,03,UPS Ground,2028-06-01,78209,80203,11.4,USD,44.91,https://ups.example/labels/1Z999AA10123456847.gif
1Z999AA10123456848,02,UPS 2nd Day Air,2028-06-17,78209,80203,6.4,USD,36.18,https://ups.example/labels/1Z999AA10123456848.gif
1Z999AA10123456849,12,UPS 3 Day Select,2028-07-01,78209,80203,11.7,USD,46.03,https://ups.example/labels/1Z999AA10123456849.gif
1Z999AA10123456850,12,UPS 3 Day Select,2028-07-13,78209,80203,6.1,USD,25.38,https://ups.example/labels/1Z999AA10123456850.gif
1Z999AA10123456851,12,UPS 3 Day Select,2028-07-26,78209,80203,4.6,USD,20.86,https://ups.example/labels/1Z999AA10123456851.gif
1Z999AA10123456852,02,UPS 2nd Day Air,2028-08-07,78209,80203,11.1,USD,49.06,https://ups.example/labels/1Z999AA10123456852.gif
1Z999AA10123456853,12,UPS 3 Day Select,2028-08-21,78209,80203,8.6,USD,34.92,https://ups.example/labels/1Z999AA10123456853.gif
1Z999AA10123456854,03,UPS Ground,2028-09-05,78209,80203,9.8,USD,41.57,https://ups.example/labels/1Z999AA10123456854.gif
1Z999AA10123456855,12,UPS 3 Day Select,2028-09-20,78209,80203,5.1,USD,21.56,https://ups.example/labels/1Z999AA10123456855.gif
1Z999AA10123456856,03,UPS Ground,2028-10-04,78209,80203,3.9,USD,23.13,https://ups.example/labels/1Z999AA10123456856.gif
1Z999AA10123456857,03,UPS Ground,2028-10-16,78209,80203,10.1,USD,44.98,https://ups.example/labels/1Z999AA10123456857.gif
1Z999AA10123456858,12,UPS 3 Day Select,2028-10-29,78209,80203,3.6,USD,17.61,https://ups.example/labels/1Z999AA10123456858.gif
1Z999AA10123456859,02,UPS 2nd Day Air,2028-11-10,78209,80203,10.4,USD,46.88,https://ups.example/labels/1Z999AA10123456859.gif
1Z999AA10123456860,02,UPS 2nd Day Air,2028-11-26,78209,80203,4.2,USD,27.32,https://ups.example/labels/1Z999AA10123456860.gif
1Z999AA10123456861,12,UPS 3 Day Select,2028-12-09,78209,80203,5.0,USD,30.50,https://ups.example/labels/1Z999AA10123456861.gif
1Z999AA10123456862,03,UPS Ground,2028-12-25,78209,80203,6.4,USD,27.38,https://ups.example/labels/1Z999AA10123456862.gif
1Z999AA10123456863,03,UPS Ground,2029-01-07,78209,80203,3.2,USD,17.77,https://ups.example/labels/1Z999AA10123456863.gif
1Z999AA10123456864,12,UPS 3 Day Select,2029-01-21,78209,80203,9.7,USD,44.09,https://ups.example/labels/1Z999AA10123456864.gif
1Z999AA10123456865,03,UPS Ground,2029-02-04,78209,80203,6.8,USD,31.50,https://ups.example/labels/1Z999AA10123456865.gif
1Z999AA10123456866,12,UPS 3 Day Select,2029-02-19,78209,80203,10.0,USD,29.99,https://ups.example/labels/1Z999AA10123456866.gif
1Z999AA10123456867,12,UPS 3 Day Select,2029-03-07,78209,80203,4.9,USD,20.54,https://ups.example/labels/1Z999AA10123456867.gif
1Z999AA10123456868,03,UPS Ground,2029-03-22,78209,80203,10.5,USD,37.17,https://ups.example/labels/1Z999AA10123456868.gif
1Z999AA10123456869,03,UPS Ground,2029-04-07,78209,80203,6.7,USD,24.74,https://ups.example/labels/1Z999AA10123456869.gif
1Z999AA10123456870,03,UPS Ground,2029-04-20,78209,80203,9.7,USD,48.01,https://ups.example/labels/1Z999AA10123456870.gif
1Z999AA10123456871,03,UPS Ground,2029-05-04,78209,80203,10.8,USD,42.58,https://ups.example/labels/1Z999AA10123456871.gif
1Z999AA10123456872,12,UPS 3 Day Select,2029-05-16,78209,80203,4.5,USD,21.44,https://ups.example/labels/1Z999AA10123456872.gif
1Z999AA10123456873,12,UPS 3 Day Select,2029-05-28,78209,80203,10.3,USD,37.81,https://ups.example/labels/1Z999AA10123456873.gif
1Z999AA10123456874,02,UPS 2nd Day Air,2029-06-09,78209,80203,8.1,USD,39.20,https://ups.example/labels/1Z999AA10123456874.gif
1Z999AA10123456875,12,UPS 3 Day Select,2029-06-24,78209,80203,10.4,USD,37.03,https://ups.example/labels/1Z999AA10123456875.gif
1Z999AA10123456876,12,UPS 3 Day Select,2029-07-09,78209,80203,4.5,USD,25.46,https://ups.example/labels/1Z999AA10123456876.gif
1Z999AA10123456877,02,UPS 2nd Day Air,2029-07-21,78209,80203,11.0,USD,54.00,https://ups.example/labels/1Z999AA10123456877.gif
1Z999AA10123456878,12,UPS 3 Day Select,2029-08-04,78209,80203,5.0,USD,22.12,https://ups.example/labels/1Z999AA10123456878.gif
1Z999AA10123456879,02,UPS 2nd Day Air,2029-08-19,78209,80203,3.1,USD,21.14,https://ups.example/labels/1Z999AA10123456879.gif
1Z999AA10123456880,03,UPS Ground,2029-09-03,78209,80203,4.4,USD,19.69,https://ups.example/labels/1Z999AA10123456880.gif
1Z999AA10123456881,12,UPS 3 Day Select,2029-09-15,78209,80203,5.9,USD,25.79,https://ups.example/labels/1Z999AA10123456881.gif
1Z999AA10123456882,02,UPS 2nd Day Air,2029-09-30,78209,80203,10.6,USD,33.70,https://ups.example/labels/1Z999AA10123456882.gif
1Z999AA10123456883,12,UPS 3 Day Select,2029-10-16,78209,80203,11.4,USD,40.57,https://ups.example/labels/1Z999AA10123456883.gif
1Z999AA10123456884,03,UPS Ground,2029-10-29,78209,80203,9.7,USD,33.44,https://ups.example/labels/1Z999AA10123456884.gif
1Z999AA10123456885,12,UPS 3 Day Select,2029-11-11,78209,80203,4.9,USD,29.39,https://ups.example/labels/1Z999AA10123456885.gif
1Z999AA10123456886,12,UPS 3 Day Select,2029-11-25,78209,80203,7.9,USD,38.31,https://ups.example/labels/1Z999AA10123456886.gif
1Z999AA10123456887,02,UPS 2nd Day Air,2029-12-09,78209,80203,4.1,USD,24.60,https://ups.example/labels/1Z999AA10123456887.gif
1Z999AA10123456888,12,UPS 3 Day Select,2029-12-22,78209,80203,8.8,USD,46.03,https://ups.example/labels/1Z999AA10123456888.gif
1Z999AA10123456889,12,UPS 3 Day Select,2030-01-04,78209,80203,7.6,USD,32.66,https://ups.example/labels/1Z999AA10123456889.gif
1Z999AA10123456890,12,UPS 3 Day Select,2030-01-16,78209,80203,9.6,USD,34.20,https://ups.example/labels/1Z999AA10123456890.gif
1Z999AA10123456891,12,UPS 3 Day Select,2030-01-28,78209,80203,7.3,USD,33.09,https://ups.example/labels/1Z999AA10123456891.gif
1Z999AA10123456892,02,UPS 2nd Day Air,2030-02-09,78209,80203,9.4,USD,37.69,https://ups.example/labels/1Z999AA10123456892.gif
1Z999AA10123456893,02,UPS 2nd Day Air,2030-02-22,78209,80203,7.9,USD,30.28,https://ups.example/labels/1Z999AA10123456893.gif
1Z999AA10123456894,03,UPS Ground,2030-03-08,78209,80203,11.2,USD,32.93,https://ups.example/labels/1Z999AA10123456894.gif
1Z999AA10123456895,02,UPS 2nd Day Air,2030-03-20,78209,80203,8.3,USD,35.34,https://ups.example/labels/1Z999AA10123456895.gif
1Z999AA10123456896,02,UPS 2nd Day Air,2030-04-02,78209,80203,7.3,USD,35.92,https://ups.example/labels/1Z999AA10123456896.gif
1Z999AA10123456897,02,UPS 2nd Day Air,2030-04-14,78209,80203,10.6,USD,48.22,https://ups.example/labels/1Z999AA10123456897.gif
1Z999AA10123456898,03,UPS Ground,2030-04-29,78209,80203,5.8,USD,23.53,https://ups.example/labels/1Z999AA10123456898.gif
1Z999AA10123456899,03,UPS Ground,2030-05-12,78209,80203,11.4,USD,32.54,https://ups.example/labels/1Z999AA10123456899.gif
1Z999AA10123456900,03,UPS Ground,2030-05-25,78209,80203,11.3,USD,32.73,https://ups.example/labels/1Z999AA10123456900.gif
1Z999AA10123456901,03,UPS Ground,2030-06-09,78209,80203,5.0,USD,25.22,https://ups.example/labels/1Z999AA10123456901.gif
1Z999AA10123456902,12,UPS 3 Day Select,2030-06-25,78209,80203,9.1,USD,28.24,https://ups.example/labels/1Z999AA10123456902.gif
1Z999AA10123456903,03,UPS Ground,2030-07-09,78209,80203,9.7,USD,43.33,https://ups.example/labels/1Z999AA10123456903.gif
1Z999AA10123456904,02,UPS 2nd Day Air,2030-07-24,78209,80203,8.2,USD,31.44,https://ups.example/labels/1Z999AA10123456904.gif
1Z999AA10123456905,03,UPS Ground,2030-08-07,78209,80203,4.1,USD,25.69,https://ups.example/labels/1Z999AA10123456905.gif
1Z999AA10123456906,03,UPS Ground,2030-08-23,78209,80203,6.5,USD,32.81,https://ups.example/labels/1Z999AA10123456906.gif
1Z999AA10123456907,02,UPS 2nd Day Air,2030-09-06,78209,80203,7.7,USD,33.06,https://ups.example/labels/1Z999AA10123456907.gif
1Z999AA10123456908,02,UPS 2nd Day Air,2030-09-20,78209,80203,5.2,USD,27.66,https://ups.example/labels/1Z999AA10123456908.gif
1Z999AA10123456909,12,UPS 3 Day Select,2030-10-06,78209,80203,11.0,USD,54.55,https://ups.example/labels/1Z999AA10123456909.gif
1Z999AA10123456910,02,UPS 2nd Day Air,2030-10-21,78209,80203,5.3,USD,23.82,https://ups.example/labels/1Z999AA10123456910.gif
1Z999AA10123456911,02,UPS 2nd Day Air,2030-11-05,78209,80203,10.1,USD,41.97,https://ups.example/labels/1Z999AA10123456911.gif
1Z999AA10123456912,03,UPS Ground,2030-11-18,78209,80203,10.5,USD,33.15,https://ups.example/labels/1Z999AA10123456912.gif
1Z999AA10123456913,02,UPS 2nd Day Air,2030-12-02,78209,80203,6.6,USD,28.59,https://ups.example/labels/1Z999AA10123456913.gif
1Z999AA10123456914,02,UPS 2nd Day Air,2030-12-15,78209,80203,10.1,USD,43.32,https://ups.example/labels/1Z999AA10123456914.gif
1Z999AA10123456915,02,UPS 2nd Day Air,2030-12-28,78209,80203,11.1,USD,38.69,https://ups.example/labels/1Z999AA10123456915.gif
1Z999AA10123456916,12,UPS 3 Day Select,2031-01-13,78209,80203,7.9,USD,32.36,https://ups.example/labels/1Z999AA10123456916.gif
1Z999AA10123456917,02,UPS 2nd Day Air,2031-01-27,78209,80203,8.7,USD,33.91,https://ups.example/labels/1Z999AA10123456917.gif
1Z999AA10123456918,03,UPS Ground,2031-02-12,78209,80203,8.0,USD,28.72,https://ups.example/labels/1Z999AA10123456918.gif
1Z999AA10123456919,12,UPS 3 Day Select,2031-02-26,78209,80203,6.7,USD,37.03,https://ups.example/labels/1Z999AA10123456919.gif
1Z999AA10123456920,03,UPS Ground,2031-03-14,78209,80203,5.3,USD,30.30,https://ups.example/labels/1Z999AA10123456920.gif
1Z999AA10123456921,03,UPS Ground,2031-03-29,78209,80203,11.4,USD,43.52,https://ups.example/labels/1Z999AA10123456921.gif
1Z999AA10123456922,03,UPS Ground,2031-04-13,78209,80203,5.6,USD,32.03,https://ups.example/labels/1Z999AA10123456922.gif
1Z999AA10123456923,03,UPS Ground,2031-04-25,78209,80203,9.1,USD,47.03,https://ups.example/labels/1Z999AA10123456923.gif
1Z999AA10123456924,03,UPS Ground,2031-05-10,78209,80203,6.6,USD,27.14,https://ups.example/labels/1Z999AA10123456924.gif
1Z999AA10123456925,02,UPS 2nd Day Air,2031-05-22,78209,80203,10.7,USD,31.85,https://ups.example/labels/1Z999AA10123456925.gif
1Z999AA10123456926,02,UPS 2nd Day Air,2031-06-07,78209,80203,7.5,USD,32.66,https://ups.example/labels/1Z999AA10123456926.gif
1Z999AA10123456927,12,UPS 3 Day Select,2031-06-23,78209,80203,7.4,USD,36.41,https://ups.example/labels/1Z999AA10123456927.gif
1Z999AA10123456928,12,UPS 3 Day Select,2031-07-07,78209,80203,3.1,USD,17.68,https://ups.example/labels/1Z999AA10123456928.gif
1Z999AA10123456929,12,UPS 3 Day Select,2031-07-22,78209,80203,8.3,USD,42.15,https://ups.example/labels/1Z999AA10123456929.gif
1Z999AA10123456930,12,UPS 3 Day Select,2031-08-04,78209,80203,11.3,USD,49.52,https://ups.example/labels/1Z999AA10123456930.gif
1Z999AA10123456931,03,UPS Ground,2031-08-17,78209,80203,8.5,USD,31.23,https://ups.example/labels/1Z999AA10123456931.gif
1Z999AA10123456932,02,UPS 2nd Day Air,2031-09-02,78209,80203,8.9,USD,35.07,https://ups.example/labels/1Z999AA10123456932.gif
1Z999AA10123456933,12,UPS 3 Day Select,2031-09-14,78209,80203,4.0,USD,26.29,https://ups.example/labels/1Z999AA10123456933.gif
1Z999AA10123456934,12,UPS 3 Day Select,2031-09-30,78209,80203,6.4,USD,34.63,https://ups.example/labels/1Z999AA10123456934.gif
1Z999AA10123456935,12,UPS 3 Day Select,2031-10-12,78209,80203,7.5,USD,31.12,https://ups.example/labels/1Z999AA10123456935.gif
1Z999AA10123456936,03,UPS Ground,2031-10-26,78209,80203,3.6,USD,19.04,https://ups.example/labels/1Z999AA10123456936.gif
1Z999AA10123456937,03,UPS Ground,2031-11-08,78209,80203,6.8,USD,23.58,https://ups.example/labels/1Z999AA10123456937.gif
1Z999AA10123456938,02,UPS 2nd Day Air,2031-11-21,78209,80203,10.9,USD,34.57,https://ups.example/labels/1Z999AA10123456938.gif
1Z999AA10123456939,03,UPS Ground,2031-12-04,78209,80203,5.7,USD,32.82,https://ups.example/labels/1Z999AA10123456939.gif
1Z999AA10123456940,12,UPS 3 Day Select,2031-12-20,78209,80203,11.0,USD,36.41,https://ups.example/labels/1Z999AA10123456940.gif
1Z999AA10123456941,02,UPS 2nd Day Air,2032-01-05,78209,80203,3.6,USD,17.64,https://ups.example/labels/1Z999AA10123456941.gif
1Z999AA10123456942,02,UPS 2nd Day Air,2032-01-21,78209,80203,3.6,USD,20.94,https://ups.example/labels/1Z999AA10123456942.gif
1Z999AA10123456943,03,UPS Ground,2032-02-06,78209,80203,5.4,USD,29.05,https://ups.example/labels/1Z999AA10123456943.gif
1Z999AA10123456944,12,UPS 3 Day Select,2032-02-22,78209,80203,5.3,USD,26.00,https://ups.example/labels/1Z999AA10123456944.gif
1Z999AA10123456945,03,UPS Ground,2032-03-07,78209,80203,8.5,USD,43.17,https://ups.example/labels/1Z999AA10123456945.gif
1Z999AA10123456946,02,UPS 2nd Day Air,2032-03-20,78209,80203,11.7,USD,40.47,https://ups.example/labels/1Z999AA10123456946.gif
1Z999AA10123456947,12,UPS 3 Day Select,2032-04-05,78209,80203,5.8,USD,25.88,https://ups.example/labels/1Z999AA10123456947.gif
1Z999AA10123456948,12,UPS 3 Day Select,2032-04-20,78209,80203,8.2,USD,26.31,https://ups.example/labels/1Z999AA10123456948.gif
1Z999AA10123456949,03,UPS Ground,2032-05-06,78209,80203,8.4,USD,33.67,https://ups.example/labels/1Z999AA10123456949.gif
1Z999AA10123456950,12,UPS 3 Day Select,2032-05-19,78209,80203,6.2,USD,31.76,https://ups.example/labels/1Z999AA10123456950.gif
1Z999AA10123456951,02,UPS 2nd Day Air,2032-05-31,78209,80203,7.7,USD,33.10,https://ups.example/labels/1Z999AA10123456951.gif
1Z999AA10123456952,03,UPS Ground,2032-06-12,78209,80203,7.4,USD,31.14,https://ups.example/labels/1Z999AA10123456952.gif
1Z999AA10123456953,12,UPS 3 Day Select,2032-06-24,78209,80203,10.2,USD,34.65,https://ups.example/labels/1Z999AA10123456953.gif
1Z999AA10123456954,12,UPS 3 Day Select,2032-07-10,78209,80203,3.6,USD,23.49,https://ups.example/labels/1Z999AA10123456954.gif
1Z999AA10123456955,12,UPS 3 Day Select,2032-07-23,78209,80203,7.7,USD,33.14,https://ups.example/labels/1Z999AA10123456955.gif
1Z999AA10123456956,03,UPS Ground,2032-08-04,78209,80203,6.9,USD,32.25,https://ups.example/labels/1Z999AA10123456956.gif
1Z999AA10123456957,03,UPS Ground,2032-08-20,78209,80203,4.0,USD,20.71,https://ups.example/labels/1Z999AA10123456957.gif
1Z999AA10123456958,03,UPS Ground,2032-09-02,78209,80203,9.0,USD,30.31,https://ups.example/labels/1Z999AA10123456958.gif
1Z999AA10123456959,12,UPS 3 Day Select,2032-09-14,78209,80203,10.0,USD,44.67,https://ups.example/labels/1Z999AA10123456959.gif
1Z999AA10123456960,12,UPS 3 Day Select,2032-09-27,78209,80203,7.4,USD,34.85,https://ups.example/labels/1Z999AA10123456960.gif
1Z999AA10123456961,02,UPS 2nd Day Air,2032-10-09,78209,80203,7.9,USD,25.65,https://ups.example/labels/1Z999AA10123456961.gif
1Z999AA10123456962,02,UPS 2nd Day Air,2032-10-21,78209,80203,4.5,USD,28.38,https://ups.example/labels/1Z999AA10123456962.gif
1Z999AA10123456963,12,UPS 3 Day Select,2032-11-04,78209,80203,6.7,USD,33.40,https://ups.example/labels/1Z999AA10123456963.gif
1Z999AA10123456964,12,UPS 3 Day Select,2032-11-18,78209,80203,8.9,USD,32.73,https://ups.example/labels/1Z999AA10123456964.gif
1Z999AA10123456965,12,UPS 3 Day Select,2032-12-01,78209,80203,9.6,USD,38.16,https://ups.example/labels/1Z999AA10123456965.gif
1Z999AA10123456966,03,UPS Ground,2032-12-17,78209,80203,5.8,USD,29.45,https://ups.example/labels/1Z999AA10123456966.gif
1Z999AA10123456967,03,UPS Ground,2033-01-01,78209,80203,6.8,USD,37.28,https://ups.example/labels/1Z999AA10123456967.gif
1Z999AA10123456968,12,UPS 3 Day Select,2033-01-16,78209,80203,4.7,USD,27.59,https://ups.example/labels/1Z999AA10123456968.gif
1Z999AA10123456969,03,UPS Ground,2033-01-30,78209,80203,3.6,USD,21.93,https://ups.example/labels/1Z999AA10123456969.gif
1Z999AA10123456970,12,UPS 3 Day Select,2033-02-11,78209,80203,9.3,USD,42.93,https://ups.example/labels/1Z999AA10123456970.gif
1Z999AA10123456971,03,UPS Ground,2033-02-25,78209,80203,7.2,USD,24.80,https://ups.example/labels/1Z999AA10123456971.gif
1Z999AA10123456972,02,UPS 2nd Day Air,2033-03-13,78209,80203,5.3,USD,27.15,https://ups.example/labels/1Z999AA10123456972.gif
1Z999AA10123456973,03,UPS Ground,2033-03-27,78209,80203,6.2,USD,29.44,https://ups.example/labels/1Z999AA10123456973.gif
1Z999AA10123456974,03,UPS Ground,2033-04-08,78209,80203,7.7,USD,29.29,https://ups.example/labels/1Z999AA10123456974.gif
1Z999AA10123456975,03,UPS Ground,2033-04-24,78209,80203,11.2,USD,33.58,https://ups.example/labels/1Z999AA10123456975.gif
1Z999AA10123456976,12,UPS 3 Day Select,2033-05-06,78209,80203,5.6,USD,29.62,https://ups.example/labels/1Z999AA10123456976.gif
1Z999AA10123456977,03,UPS Ground,2033-05-20,78209,80203,6.1,USD,30.06,https://ups.example/labels/1Z999AA10123456977.gif
1Z999AA10123456978,02,UPS 2nd Day Air,2033-06-01,78209,80203,11.9,USD,54.36,https://ups.example/labels/1Z999AA10123456978.gif
